mishnah_tref,yerushalmi_french_text
Mishnah Shabbat 8:5,"Du mortier, on ne pourra pas prendre la quantité égale à ce qu’il faut pour cacheter de grands sacs, selon l’avis de R. aqiba; mais, selon les autres sages, la quantité sera seulement celle des cachets de lettres. Du fumier et du sable, la mesure sera celle qu’il faut pour fumer une tige de chou, selon R. aqiba; mais, selon les autres sages, la mesure sera seulement ce qui suffit à fumer une tige de porreau (moindre). Pour le gros sable, la mesure sera celle de la contenance d’une truelle à chaux. Le jonc (interdit) sera assez grand pour offrir un calam (plume); s’il est épais ou brisé, il y en aura en quantité suffisante pour cuire un petit œuf, battu avec de l’huile et apprêté dans la poêle (chauffée)."
Mishnah Shabbat 8:6,"L’os ayant une taille suffisante pour y découper une cuillère est interdit; selon R. Juda, il suffit qu’il ait l’équivalent d’une dent de clef. Du verre, de quoi gratter le bout d’une navette, cerci"", de tisserand<sup>396</sup><i class=""footnote"">""Maïmonide donne pour équivalent un équivalent page 113, terme qui n'est guère usité; Richardson traduit cette racine: """" moving, agitating, backwards and forwards """". C'est bien l'effet de la navette.""</i>; une motte de terre ou une pierre, de quoi jeter sur les oiseaux; selon R. Eliézer b. Jacob, la quantité sera supérieure, de quoi jeter contre les animaux."
Mishnah Shabbat 8:7,"La quantité de tesson interdite sera celle que l’on emploie entre une planche et l’autre (pour les dresser), selon R. Juda; mais selon R. Meir, la quantité ne sera que celle qu’il faut pour tisonner le feu. Selon R. Yossé, elle sera équivalente à la contenance d’un quart de loug. R. Meir dit: bien qu’il n’y ait pas de preuve formelle en faveur de mon opinion, il y a une allusion à ce sujet, en ces mots (Is 30, 14): dont le débris ne fournit pas un morceau pour prendre du feu au foyer. A quoi R. Yossé répliqua que l’on peut invoquer, par contre, la fin de ce même verset: ni pour puiser de l’eau à la citerne."
Mishnah Shabbat 9:1,"R. aqiba dit aussi (par à propos de ce qui précède): on sait que le port d’une idole rend impur comme la femme menstruée<sup>405</sup><i class=""footnote"">(Avoda Zara 3, 6) (et ib. Jér., 43a).</i>, en se fondant sur ce qu’il est écrit (Is 30, 22): tu les rejetteras (les idoles) comme une impure et tu leur diras de sortir. Or, de même que la femme menstruée rend impur celui qui la porte; il en est de même pour l’idole."
Mishnah Shabbat 9:2,"On sait qu’un vaisseau reste toujours pur, comme il est dit (Pr 30, 19): la voie du vaisseau à travers la mer (comme la mer reste pure). Dans un carré de champ ayant 6 palmes de longueur sur une égale largeur, on peut semer 5 espèces diverses, savoir: 4 aux 4 angles du carré et une au milieu, selon qu’il est dit (Is 61, 11): Ainsi que la terre fait éclore son germe et les jardins font pousser leurs plantes; or, le terme plantes (au pluriel) indique qu’il s’agit au moins de 2 sortes –<sup>413</sup><i class=""footnote"">reproduit in extenso du (Kilayim 3, 1), avec la Guemara sur ce</i>."
Mishnah Shabbat 9:3,"La femme qui, au 3e jour, est atteinte de gonorrhée (semen ejecit), est déclarée impure; on le sait de ce qu’il est dit (Ex 19, 15): Soyez prêts dans 3 jours, etc. On baigne l’enfant circoncis au 3e jour après l’opération, fût-ce un samedi, selon ce qu’il est dit (Gn 33, 25): C’était au 3e jour, pendant qu’ils souffraient… De même, on déduit que l’on attache une langue de laine écarlate au front du bouc devant être envoyé à Azazel, de ce qu’il est écrit (Is 1, 18): Si vos péchés sont rouges comme la pourpre, deviennent-ils blancs comme la neige!"
Mishnah Shabbat 9:4,"On sait que le frottement est aussi interdit que la boisson au jour du Kippour, de ce qu’il est fait allusion, à défaut d’interdit textuel, dans ces mots (Ps 109 18): … arrive comme de l’eau dans son corps, ou comme l’huile pénètre ses os –.<sup>423</sup><i class=""footnote"">La Guemara de ce se trouve déjà in extenso au Maasser Sheni, 2, 1.</i>"
Mishnah Shabbat 9:5,"On est coupable si l’on transporte du bois de quoi cuire un œuf léger (de poule), ou assez d’épices pour l’assaisonner; et s’il y a en a plusieurs, on les joint pour constituer l’interdit. Des écorces de noix ou de grenades, ou de couleur<sup>424</sup><i class=""footnote"">Le comment. a: crog (crocus) qui n'est pas français.</i>, isati"", ou de rouge,<sup>425</sup><i class=""footnote"">Ce mot a aussi le sens d'arôme. Selon Qorban 'Eda: garance.</i>, sont interdites, si elles suffisent pour teindre un morceau d’étoffe au bonnet, ainsi que l’urine, de l’alun, de l’alcali, de la craie, creta cimolia<sup>426</sup><i class=""footnote"">Pline, Hist. Nat., 30, 5. 57.</i> ou un mordant, en quantité suffisante pour laver une étoffe menue, faisant partie d’un bonnet. R. Juda défend même une quantité suffisante à enduire une tache de sang<sup>427</sup><i class=""footnote"">(Nida 2, 6).</i>."
Mishnah Shabbat 9:6,"L’interdit a lieu aussi pour le poivre odoriférant, si peu qu’il y ait, et de même pour le goudron; pour les épices et les métaux, la pus petite quantité est interdite; de même des pierres de l’autel, ou de sa poussière, ou des fragments en chiffon, ou des rouleaux de la loi, ou des morceaux en lambeaux de leurs couvertures, parce qu’on les conserve avec soin pour les enfouir. R. Juda dit qu’il est aussi défendu d’emporter un accessoire servant à l’idolâtrie, comme il est dit (Dt 13, 17): Il ne devra rien rester entre tes mains de ce qui a été mis en anathème."
Mishnah Shabbat 9:7,"Celui qui porte au dehors la boîte d’un épicier, bien qu’elle contienne de nombreuses espèces, ne sera passible de péché qu’une fois. L’interdit a lieu pour les semences de jardinage dès qu’il y en a près de la valeur d’une figue. R. Juda b. Betera dit que la défense subsiste pour 5 sortes; savoir 2 semences de courges, ou 2 de concombres, ou des fèves égyptiennes, ou une part minime de sauterelle pure (comestible), ou pour un fragment de cadavre, équivalent à une figue sèche, ou une part minime de l’oiseau de vigne, vivant ou mort, parce qu’on le conserve avec soin comme remède. Selon R. Juda, il est aussi défendu d’emporter au dehors de la sauterelle vivante impure, si peu que ce soit, parce qu’elle sert de jouet aux enfants."
Mishnah Shabbat 10:1,"Si (la veille) on conserve un objet pour servir de semence, ou d’échantillon, deigma, ou de remède, et qu’on l’emporte le samedi, on est coupable, quelque petite que soit la part. Toute autre personne n’est coupable qu’en emportant la mesure légale. Si ladite personne (précitée) rapporte l’objet à la maison, elle n’est coupable qu’en portant la quantité légale."
Mishnah Shabbat 10:2,"Si quelqu’un, emportant des comestibles, les pose sur le seuil de la porte<sup>431</sup><i class=""footnote"">Emplacement intermédiaire, qualifié de Karmelith (ci-dessus, p. 4).</i>, soit qu’il ait fini par les emporter au dehors, soit qu’un autre les y ait portés, il y a dispense, parce que le travail complet n’a pas eu lieu en une fois. De même, s’il dépose sur le seuil un panier plein de fruits, bien que la majeure partie des fruits soit au dehors, il y a dispense, n’ayant pas remis au dehors tout le panier."
Mishnah Shabbat 10:3,"Si l’on emporte soit de la main droite, soit de la gauche, sur son sein, ou sur l’épaule, on est condamnable; car cette dernière manière était celle de la famille de Qehath sous Moïse<sup>437</sup><i class=""footnote"">(Nb 4, 15).</i>. Mais si l’on porte sur le revers de la main, ou avec le pied, ou par la bouche, ou au coude, ou à l’oreille, ou aux cheveux, ou à la ceinture<sup>438</sup><i class=""footnote"">Funda, ou ceinture creuse servant de bourse, citée (Berakhot 9, 5).</i> dont l’ouverture est tournée par en bas, ou entre la ceinture et la chemise, à la bordure de la chemise, ou au soulier, ou à la sandale, on n’est pas coupable; parce que c’est un transport contraire aux modes habituels."
Mishnah Shabbat 10:4,"Si quelqu’un a l’intention d’emporter un objet par devant lequel se glisse en arrière, il n’est pas condamnable; si, au contraire, il se proposait de le porter en arrière (sur le dos), et l’objet glisse en avant (à sa place régulière), il est coupable. En vérité on a dit (légalement): une femme qui s’entoure d’une petite ceinture et y porte un objet, soit par devant, soit par derrière, est condamnable; car cette ceinture a l’habitude de tourner. R. Juda y joint aussi les porteur de lettres<sup>439</sup><i class=""footnote"">Les courriers officiels portaient les actes dans un bâton creux, suspendu au cou.</i>."
Mishnah Shabbat 10:5,"Le transport d’une miche de pain sur la voie publique est interdit; mais le transport par 2 personnes est permis. Si elle est trop lourde pour un homme et que 2 l’ont portée, ils sont coupables; R. Simon le permet<sup>445</sup><i class=""footnote"">Dans le texte jérusalémite, le 5 commence à la phrase suivante, et le chapitre est divisé en 7.</i>. Celui qui emporte dans un vase des comestibles au-dessous de la quantité légale n’est pas coupable, même pour le port de ce vase, parce que ce dernier n’est qu’un accessoire. Le transport d’un homme vivant dans le lit est permis, et il n’y a même pas de faute pour le port du lit, parce que ce dernier est un accessoire. Mais le transport d’une personne morte dans le lit est défendu, ainsi que la valeur d’une olive d’un cadavre, ou cette quantité d’une charogne, ou celle d’une lentille pour un reptile. R. Simon le permet."
Mishnah Shabbat 10:6,"Celui qui s’enlève les ongles, soit l’un par l’autre, soit avec les dents ou celui qui s’arrache les cheveux, ou la moustache, ou la barbe, ou une femme qui se tresse des nattes, ou qui se teint les cils, ou se divise les cheveux sur le crâne, est coupable selon R. Eliézer. Selon les autres sages, c’est seulement défendu à titre d’opposé au repos shabatique (délit moindre). Celui qui arrache un objet d’un pot de fleurs troué (adhérent ainsi à la terre) est coupable; mais, si le pot n’est pas troué, on n’est pas coupable. R. Simon autorise l’un et l’autre cas."
Mishnah Shabbat 11:1,"Celui qui jette un objet d’une propriété privée sur la voie publique, ou à l’inverse, de la voie publique chez un particulier, est condamnable; si c’est d’une propriété privée dans une autre, séparée par la voie publique, on est coupable selon R. aqiba. Les autres sages le permettent."
Mishnah Shabbat 11:2,"Par exemple, si 2 balcons exwsthr sont situés l’un vis-à-vis de l’autre sur la voie publique, il est permis de tendre ou de jeter de l’un à l’autre. Si les 2 balcons sont dans une même ligne attenant à l’habitation diaita, il est défendu de tendre l’objet d’un balcon à l’autre, mais il est permis de jeter, car le mode de tendre les objets avait été adopté par les Lévites au service du temple (constituant ainsi un travail officiel): il y avait 2 voitures placées l’une derrière l’autre sur la voie publique, et l’on passait les poutres de l’une à l’autre, sans les jeter (à raison de leur poids). Si l’on prend un objet de dessus la terre tirée d’un puits creusé, ou d’une pierre ayant une hauteur de 10 palmes sur 4 de large, ou si l’on y dépose un objet, on est coupable (c’est par sa taille, un domaine privé); si ce monceau est plus petit, c’est permis."
Mishnah Shabbat 11:3,"Lorsqu’on jette un objet sur un mur à une distance de 4 coudées, s’il reste collé au-dessus de 10 palmes, cela équivaut à un rejet en l’air (nul); si c’est à une hauteur moindre de 10 palmes, cela équivaut à l’acte d’avoir jeté cet objet à terre (et il y a délit). Celui qui jette un objet à terre à une distance de 4 coudées est coupable; mais si, après avoir jeté l’objet dans l’intérieur de cet espace (à une distance moindre), celui-ci va rouler au-delà des 4 coudées, il y a dispense. Si, l’ayant jeté au-delà de 4 coudées, l’objet revient à une distance moindre, on est pourtant coupable (l’intention primitive étant coupable)."
Mishnah Shabbat 11:4,"Celui qui jette dans la mer à une distance de 4 coudées n’est pas coupable. S’il y a une flaque d’eau marécageuse où la voie publique passe, on est coupable en y jetant un objet à 4 coudées. Quelle sera au plus la profondeur d’un tel marais? Un peu moins de 10 palmes c’est une voie publique, interdite."
Mishnah Shabbat 11:5,"Celui qui jette un objet de la mer sur le rivage, ou du rivage sur la mer, ou de la mer dans un vaisseau, ou d’un vaisseau dans la mer, ou d’un vaisseau sur l’autre, n’est pas coupable. Quant aux vaisseaux attachés ensemble, on peut transporter de l’un à l’autre; sinon, fussent-ils attenant l’un à l’autre, c’est interdit."
