mishnah_tref,talmud_tref,french_text,hebrew_text
Mishnah Berakhot 6:4,Jerusalem Talmud Berakhot 6:4:1,"Lorsqu’on a devant soi diverses espèces, et que parmi elles il y ait l’une des espèces<sup>447</sup><i class=""footnote"">Ce sont: le froment, l'orge, le vin, la figue, la grenade, l'olive et le miel, ou les dattes (voir (Dt 8, 8).</i> d’élite (de la Palestine), il faut, selon R. Juda, dire la bénédiction sur cette dernière espèce; selon les sages, on fait la bénédiction sur n’importe quelle espèce.","היו לפניו מינין הרבה רי""א אם יש ביניהן ממין שבעה עליו הוא מברך וחכמים אומרים על אי זה מהן שירצה:"
Mishnah Berakhot 6:5,Jerusalem Talmud Berakhot 6:5:1,"Si l’on a fait la bénédiction pour le vin offert avant le repas, cela dispense de celle d’après le repas; si on a récité la bénédiction pour les accessoires avant le repas, on est dispensé de celle d’après; si on l’a dite d’abord pour le pain, on est dispensé de la répéter pour le reste, sans qu’il y ait réciprocité; selon Shammaï, on n’est pas même dispensé de celle des mets cuits.",בירך על היין שלפני המזון פטר את היין שלאחר המזון בירך על הפרפרת שלפני המזון פטר את הפרפרת שלאחר המזון בירך על הפת פטר את הפרפרת בירך על הפרפרת לא פטר את הפת בית שמאי אומרים אף לא מעשה קדירה:
Mishnah Berakhot 6:6,Jerusalem Talmud Berakhot 6:6:1,"Si l’on est assis à manger isolément, chacun prie séparément; si les convives sont assis en rond (ensemble), l’un fait la prière pour tous les assistants; si du vin arrive au milieu du repas, chacun le bénit séparément; si l’on en apporte après le repas, l’un prie pour tous les autres, ainsi que pour les parfums<sup>455</sup><i class=""footnote"">Selon l'usage oriental, on brûle de l'encens et des épices après le repas.</i>, quoiqu’on ne les apporte qu’après le repas.","היו יושבין כל אחד ואחד מברך לעצמו היסיבו אחד מברך לכולן בא להן יין בתוך המזון כל אחד מברך לעצמו לאחר המזון אחד מברך לכולן ואומר על המוגמר אע""פ שאין מביאין את המוגמר אלא לאחר סעודה:"
Mishnah Berakhot 6:7,Jerusalem Talmud Berakhot 6:7:1,"Si l’on apporte d’abord des salaisons, puis du pain, et que l’on récite la formule pour la salaison, cela dispense de celle du pain, qui n’est là qu’un accessoire. Voici la règle: Si un accessoire accompagne le principal, c’est pour ce dernier qu’il faut dire la prière.",הביאו לו מליח בתחילה ופת עמו מברך על המליח ופוטר את הפת שהפת טפילה לו. זה הכלל כל שהוא עיקר ועמו טפילה מברך על העיקר ופוטר את הטפילה:
Mishnah Berakhot 6:8,Jerusalem Talmud Berakhot 6:8:1,"Si l’on a mangé des raisins, des figues et des grenades, on dit ensuite la bénédiction en trois sections, selon R. Gamliel; les sages prescrivent une seule formule résumant les trois. R. aqiba dit: Même après avoir mangé un légume vert, qui forme le repas, ont dit les trois bénédictions; si l’on boit de l’eau pour étancher sa soif, on dit: “Que tout existe par sa parole”; R. Tarphon dit: “Créateur de beaucoup d’âmes et de leurs besoins”.",אכל תאנים וענבים ורימונים מברך עליהן שלש ברכות דברי רבן גמליאל. וחכמים אומרים ברכה אחת. ר' עקיבה אומר אפילו אכל שלק והוא מזונו מברך עליו שלש ברכות. השותה מים לצמאו אומר שהכל נהיה בדברו. ר' טרפון אומר בורא נפשות רבות וחסרונן:
Mishnah Berakhot 7:1,Jerusalem Talmud Berakhot 7:1:1,"Trois personnes qui ont mangé ensemble doivent se préparer ensemble à prier (selon la formule commune<sup>465</sup><i class=""footnote"">Ce diminutif d'assemblée dira, avant l'action de grâce, une formule spéciale. C'est ce que les Juifs allemands appellent benschen (du latin benedicere, avec prononciation italienne).</i>. Il est permis de compter dans ce nombre obligatoire: 1° celui qui a mangé des produits duquel on doute qu’il ait prélevé la dîme pour la première dîme (prise avant le cohen), ou qu’il ait retiré l’oblation (terouma), ou la seconde dîme (prélevée tous les trois ans), ou d’autres objets sacrés rachetés (sans addition du cinquième de la valeur, qui est obligatoire comme rachat); 2° le serviteur qui a mangé au moins la valeur d’une olive, et 3° le Samaritain<sup>466</sup><i class=""footnote"">""Les légères illégalités qui affectent tous ces cas n'empêchent pas la prière en commun; elles seront développées dans les premiers traités qui suivent Berakhot.""</i>. Mais celui qui a mangé des produits dont il est sûr de n’avoir rien prélevé, ou la première dîme dont il n’a même pas retiré le prélèvement (pour le cohen), ou la seconde dîme ou d’autres objets sacrés non rachetés, et un serviteur qui a mangé moins d’une olive, ne peuvent être comptés dans ce nombre.",שלשה שאכלו כאחת חייבין לזמן. אכל דמאי ומעשר ראשון שניטלה תרומתו ומעשר שני והקדש שנפדו והשמש שאכל כזית והכותי מזמנין עליהן אבל אכל טבל ומעשר ראשון שלא ניטלה תרומתו ומעשר שני והקדש שלא נפדו והשמש שאכל פחות מכזית והנכרי אין מזמנין עליהן:
Mishnah Berakhot 7:2,Jerusalem Talmud Berakhot 7:2:1,"Les femmes, les esclaves et les enfants ne sont pas comptés pour former le nombre légalement exigé pour la prière en commun<sup>479</sup><i class=""footnote"">Il faut dix hommes pour constituer le minian (compte religieux).</i>. Combien faut-il avoir mangé pour que ce manger entraîne l’obligation de la prière en commun? Au moins la valeur d’une olive; selon R. Juda, la valeur d’un œuf.",נשים ועבדים וקטנים אין מזמנין עליהן עד כמה מזמנין עד כזית. רבי יהודה אומר עד כביצה:
Mishnah Berakhot 7:3,Jerusalem Talmud Berakhot 7:3:1,"Quelle est la formule de préparation pour l’ensemble? A trois, on dit: “Bénissons (celui grâce auquel nous avons pris le repas)”. A trois plus un, on dit: “Bénissez”. A dix: “Bénissons Dieu”. A dix plus un, que l’on soit dix ou mille: “Bénissez, etc.<sup>488</sup><i class=""footnote"">""Jusque-là, c'est l'avis de R. Akiba; à partir de cette expression, c'est R. Yossé le Galiléen qui parle, comme le montre la Mishna suivante.""</i>” A cent: “Bénissons l’Eternel notre Dieu”. A cent plus un: “Bénissez”. A mille: “Bénissons l’Eternel notre Dieu, Dieu d’Israël”. A mille plus un: “Bénissez”. A dix mille, on dit: “Bénissons l’Eternel notre Dieu, Dieu d’Israël, Dieu Sebaot, qui trône parmi les chérubins, pour la nourriture que nous avons prise”. A dix mille plus un: “Bénissez”. De la façon dont on prononce la formule, les assistants répondent; “Eternel notre Dieu, Dieu d’Israël, Dieu Sebaot, toi que trônes sur les chérubins, sois loué, pour la nourriture que nous avons prise”. R. Yossé le Galiléen dit: On bénit selon le nombre de l’assistance, car il est dit (Ps 68, 27): Bénissez Dieu l’Eternel dans les assemblées, au sein d’Israël. R. aqiba dit: Que voyons-nous faire dans la Synagogue? Que l’on soit plus ou moins nombreux, la formule est toujours: Bénissez Dieu”. R. Ismaël dit: “Louez Dieu le béni”.","כיצד מזמנין בג' אומר נברך. בעשרה אומר נברך לאלהינו. בעשרה והוא אומר ברכו. אחד עשרה ואחד עשר רבוא. במאה אומר נברך לה' אלהינו. במאה והוא אומר ברכו. באלף אומר נברך לה' אלהינו אלהי ישראל. באלף והוא אומר ברכו. בריבוא אומר נברך לה' אלהינו אלהי ישראל אלהי צבאות יושב הכרובים על המזון שאכלנו. רבי יוסי הגלילי אומר לפי רוב הקהל מברכים שנא' (תהילים מח) במקהלות ברכו אלהים ה' ממקור ישראל. א""ר עקיבה מה מצינו בבית הכנסת אחד מרובין ואחד מועטין אומר ברכו את ה'. ר' ישמעאל אומר ברכו את ה' המבורך:"
Mishnah Berakhot 7:3-4,Jerusalem Talmud Berakhot 7:4:1,"Trois personnes ayant mangé ensemble ne doivent plus se séparer (pour prier isolément et devront se réunir); il en est de même pour quatre ou cinq. Six personnes, jusqu’à dix, peuvent se diviser en groupes d’au moins trois; à partir de dix, on ne se séparera (en deux corps) qu’en étant au moins vingt<sup>498</sup><i class=""footnote"">A cause de la formule: Bénissons notre Dieu (voir Mishna précédente, pour la distinction).</i>.",ג' שאכלו כאחת אינן רשאין ליחלק. וכן ד' וכן חמשה ששה נחלקין עד עשרה ועשרה אינן נחלקין עד שיהו עשרים:
Mishnah Berakhot 7:5,Jerusalem Talmud Berakhot 7:5:1,"Deux sociétés qui mangent dans la même maison, dès qu’elles se voient l’une l’autre, doivent se joindre pour prier en commun; au cas où elles ne se voient pas, elles prient séparément. On ne doit bénir le vin<sup>499</sup><i class=""footnote"">""Dire la formule """"créateur du fruit de la vigne """".""</i> qu’après l’avoir coupé d’eau (le vin de Palestine étant trop fort); tel est l’avis de R. Eléazar; selon les autres sages, c’est inutile.","שתי חבורות שהיו אוכלין בבית אחד בזמן שמקצתן רואין אילו את אילו הרי אלו מצטרפין לזימון ואם לאו אילו מזמנין לעצמן ואילו מזמנין לעצמן ואין מברכין על היין עד שיתן לתוכו מים דברי ר""א וחכמים אומרים מברכין:"
Mishnah Berakhot 8:1,Jerusalem Talmud Berakhot 8:1:1,"Voici les points en discussion entre l’école de Shammaï et celle d’Hillel au sujet du repas. Shammaï dit: On fait d’abord la bénédiction, aux jours de fête, pour sanctifier la solennité, et ensuite pour le vin; et Hillel dit qu’il faut faire l’inverse.","אלו דברים שבין בית שמאי ובית הלל בסעודה בית שמאי אומרים מברך על היום ואח""כ מברך על היין וב""ה אומרים מברך על היין ואח""כ מברך על היום:"
Mishnah Berakhot 8:2,Jerusalem Talmud Berakhot 8:2:1,"Shammaï dit: On fait d’abord l’ablution des mains, puis on prépare les verres de vin<sup>506</sup><i class=""footnote"">A boire avant le repas.</i>; et Hillel prescrit l’inverse.","בית שמאי אומרים נוטלין לידים ואחר כך מוזגין את הכוס ובית הלל אומרים מוזגין הכוס תחילה ואח""כ נוטלין לידים:"
Mishnah Berakhot 8:3,Jerusalem Talmud Berakhot 8:3:1,"Shammaï dit: On s’essuie les mains à l’aide d’une serviette<sup>507</sup><i class=""footnote"">On ne connaissait pas encore l'usage de la fourchette de table.</i> qu’on met sur la table; selon Hillel, on la met sur le divan.",בית שמאי אומרים מקנח ידיו במפה ומניחה על השלחן ובית הלל אומרים על הכסת:
Mishnah Berakhot 8:4,Jerusalem Talmud Berakhot 8:4:1,"Shammaï dit: (Après le repas) on balaye d’abord la chambre, puis on fait l’ablution (nouvelle); Hillel prescrit l’inverse<sup>508</sup><i class=""footnote"">Il ne craint pas de causer ainsi une perte de comestibles.</i>.","בש""א מכבדין את הבית ואחר כך נוטלין לידים ובית הלל אומרים נוטלין לידים ואחר כך מכבדין את הבית:"
Mishnah Berakhot 8:5,Jerusalem Talmud Berakhot 8:5:1,"Shammaï dit (qu’il faut admettre<sup>533</sup><i class=""footnote"">Au cas où avec un seul verre de vin, l'on se trouve à table, à l'arrivée de la nuit, le samedi soir.</i> l’ordre suivant pour les prières): lumière, repas, épices, et séparation de la fête; selon Hillel, l’ordre est celui-ci: lumière, épices, repas, séparation. Selon Shammaï, on dit: “qui a créé la lumière du feu” (au passé); selon Hillel, “créant la lumière du feu<sup>534</sup><i class=""footnote"">Ou plus littéralement: les couleurs de la lumière.</i>”.",בית שמאי אומרים נר מזון בשמים והבדלה. ובית הלל אומרים נר ובשמים ומזון והבדלה. בית שמאי אומרים שברא מאור האש. ובית הלל אומרים בורא מאורי האש:
