1:8, ""@45{$}(ה)@46 משל למלך. המשל הזה מובא בסנהדרין ל"ט רע"ב. ועיין בפירש"י שם. 
""1:105, ""@45{$}(קג)@46 מיעוט החזיק מרובה. ב"ר פ"ה. ויק"ר סוף פ"י. שמ"ר פי"א. 
""1:106, ""@45{$}(קד)@46 לכך נאמר בשלישי. ב"ר ספ"ד ורש"י עה"ת. 
""1:107, ""@45{$}(קה)@46 ואחד למלאכת היום. דשאים ואילנות. 
""1:108, ""@45{$}(קו)@46 כלומר שלא ישתנו מאחר כן. עיין ברמב"ן עה"ת שכתב גזר שיהיה בתולדות הארץ כח הצומח ומוליד זרע כדי שיהיה המין קיים לעד. 
""1:109, ""@45{$}(קז)@46 כי כל מעשה בראשית בקומתן נבראו. חולין ס' ע"א. 
""1:110, ""@45{$}(קד)@46 שנא' חכמות בנתה ביתה. עי' סנהדרין ל"ח ע"א על הכתוב הזה. 
""1:111, ""@45{$}(קט)@46 מלמד שנבראת ג"ע כו'. עיין ב"ר פי"א בשלישי ברא אילנות ודשאין וג"ע. וע"ש פט"ו על הכתוב מקדם. 
""1:112, ""@45{$}(קי)@46 לא אמר יהיו מאורות. עיין בבאור נה"ש כי בהקדים הפעל אל הפועל נושא המאמר לא ישמור בלה"ק לא את המין ולא את המספר. 
""1:113, ""@45{$}(קיא)@46 כי האור שברא ביום ראשון. עי' חגיגה י"ב ע"א וחכ"א הן הן מאורות שנבראו ביום ראשון ולא נתלו עד יום רביעי. 
""1:114, ""@45{$}(קיב)@46 מארת כתיב חסר וי"ו. בפסיקתא פסקא החדש א"ר יוחנן לא נברא להאיר אלא גלגל תמה בלבד יהי מאורות ברקיע השמים מארת כתיב. וע"ש בהערה ג' כי הכתיב מארת חסר בא לרמז שאינו רק מאור אחד. ובב"ר ריש פ"ו חסרים המלות "מארת כתיב". ובירושלמי תענית פ"ד ה"ג ברביעי היה מתענין על התינוקת שלא תעלה אסכרה לתוך פיהם ויאמר אלהים יהי מאורות מארת כתיב. וכן הובא במס' סופרים פי"ז ה"ה. ולזה המאמר כוון רש"י תענית כ"ו ע"ב ברביעי על האסכרה. וכן מובא בפירושו על התורה (בראשית א' י"ד). 
""1:115, ""@45{$}(קיג)@46 לפי שהן לוקין. חסר וכצ"ל והיו לאותות לפי שהן לוקין. עיין סוכה כ"ט ע"א. ומכילתא בא. ובפדר"א פ"ז. וע"ש בבאור הרד"ל אות ס"ד. 
""1:116, ""@45{$}(קיד)@46 כי הולכת הלבנה. עי' פדר"א פ"ז כל שהחמה מהלכת כל ימות השנה הלבנה מהלכת לשלשים יום. ועי' ברד"ל אות י' מה שהביא בשם ירושלמי ר"ה פ"ב ה"ד. 
""1:117, ""@45{$}(קטו)@46 כי י"ב מזלות הם. עיין פדר"א פ"ו וכולם משרתים לי"ב מזלות ואלו הן כו'. ועי' פסיקתא רבתי פ"כ פסקא מתן תורה אות ב'. מפני מה ברא הקדוש ברוך הוא כו'. דרש סדורם לשמותיהם. והובא גם בתנחומא האזינו. והיא הוספה מאוחרת בתנחומא. והסופר הזה רשם על המאמר אדם. נמשל לי"ב מזלות "דאיתא בפסיקתא" והלשון משובש שם. והובא לנכון בס' רזיאל (דף י"א ע"א). ועי' ציוני תצא דף נ"ו ע"ד. ועי' ילקוט ראובני בראשית פ' וחשך על פני תהום בשם סודי רזי והוא ס' רזיאל. 
""1:118, ""@45{$}(קטז)@46 וכל אחד יש לו שלשים מעלות. עי' פדר"א פ"ו כל המזלות משרתים את ימות החמה וימות החמה ל' יום. 
""1:119, ""@45{$}(קיז)@46 ועד שהחמה מגעת לסוף המזל. בפדר"א פ"ז כל שהחמה מהלכת כל ימות השנה. הלבנה מהלכת לשלשים יום. עי' מ"ש הרד"ל בכמה נוסחאות נמחק זה. וכן בהגהות המיוחסות להגר"א. ועיין בס' הישר לר"ת סי' תקס"ח. ואולי היה כתוב כאן כלשון הירושלמי ר"ה פ"ב ה"ד מה שהחמה מהלכת לשלשים יום הלבנה מהלכת לה' ימים מה שהחמה מהלכת לג' חדשים לבנה מהלכת לז' ימים ומחצה. מה שהחמה מהלכת לו' חדשים לבנה מהלכת לט"ו יום. 
""1:120, ""@45{$}(קיח)@46 ד"א מנין שנה ורביעי. צ"ל ושליש יום. עיין פדר"א פ"ז חשבון ימות שנות הלבנה ג' מאות ונ"ד ימים ושליש ותתע"ו חלקים כו'. וכתב שם הר"דל כמנין שם שנ"ה ושליש היום נחשב ג"כ ליום דמקצת היום ככולו. ובפדר"א פ"ו איתא חשבון ימות החמה הוא שס"ה ימים ורביעי יום. ומזה נחלף להמחבר וכתב ורביע. 
""1:121, ""@45{$}(קיט)@46 כי שנת החמה יתירה על שנת הלבנה "יכא רד". בתחלה מביא הסימן ואח"כ חוזר ומפרש י' ימים כ"א שעות ור"ד חלקים. והוא מפדר"א פ"ז. ועיין מה שהעיר ע"ז הגאון הרד"ל באות י"ב ובאות ל"ה שהוא הוספת ותיקון המעתיקים בפדר"א. ועי' ב"ר סוף פל"ג. י"א יום יתירה ימות החמה על ימות הלבנה. 
""1:122, ""@45{$}(קכ)@46 ד"א והיו לאותות אלו שבתות. ב"ר פ"ו. ילקוט רמז ח'. פסיקתא פ' החודש דף מ"ב ע"ב. 
""1:123, ""@45{$}(קכא)@46 ולמועדים אלו רגלים. ב"ר וילקוט ופסיקתא שם. וע"ש מה שהעירותי בהערה י"ב והבאתי שבילקוט שם סיים בשם ב"ר שנאמר אלה מועדי ה'. 
""1:124, ""@45{$}(קכב)@46 ולימים ראשי חדשים. עיין בהערה שם שבארתי כוונת הדורש אלו ראשי חדשים ע"פ מאמרם מגלה ה' ע"א. 
""1:125, ""@45{$}(קכג)@46 זה קידוש שנים. כ"ה בב"ר שם. והכוונה עיבור שנים. ולזה המאמר כוון יונתן בן עוזיאל בתרגומו שם. ובפסיקתא שם וכן בילקוט רמז ח' הגי' ולשנים אלו ראשי השנים. 
""1:126, ""@45{$}(קכד)@46 א"ר נחמן והוא סימן טוב. בב"ר פ"ו. ובפסיקתא החודש דף נ"ד ע"ד. ורבתי פט"ו ובילקוט בא רמז קצ"א מתחיל ר' לוי בשם ר' יוסי בר אלעאי אמר דרך ארץ הוא שיהא הגדול מונה לגדול. והקטן מונה לקטן. עשו מונה לחמה שהיא גדולה ויעקב מונה ללבנה שהיא קטנה. וע"ז מובא שם מאמר דר' נחמן והוא מוסב על הכתוב את המאור הגדול לממשלת היום ואת המאור הקטן לממשלת הלילה. 
""1:127, ""@45{$}(קכה)@46 והוא סימן טוב. עיין בפסיקתא בהערה שהבאתי מכאן נהגו לומר בקידוש לבנה סימן טוב. 
""1:128, ""@45{$}(קכו)@46 והוא מושל בעוה"ז מעט. עי' ב"ר שם. ובפסיקתא שם כך יעקב יש לו חלק בעוה"ז ובעוה"ב. ועי' בהערה ר"ד בפסיקתא שם. 
""1:129, ""@45{$}(קכז)@46 כי שכינה במערב. ב"ב כ"ה ע"ב. פדר"א פ"ו. 
""1:130, ""@45{$}(קכח)@46 והרקיע מתחלק לז' חלקים כנגד ז' כוכבים. עיין פדר"א פ"ו ובבאור הרד"ל שם. ובס' יצירה פ"ד מ"ד. ועי' רש"י ברכות נ"ט ע"ב. שבת קכ"ט ע"ב. וערובין נ"ו ע"א "עיין בס' רזיאל. 
""1:131, ""@45{$}(קכט)@46 סידור כוכבי המזלות. מובא ברזיאל דף ט"ו ע"ב. גם בילקוט ראובני בפ' ויעש אלהים את שני המאורות בשם סודי רזי (הוא ס' רזיאל) ושם מתחיל: סדר שבעה הכוכבים כך הם חכמי הגוים אומרים כו'. ואין ספק שהמחבר רבינו טוביה וגם בעל הרזיאל לקחו זה מפי ר' שבתי דונולו לס' יצירה. או בפי' לברייתא דשמואל. ועיין מה שהביא בשמו ר' יוסף קרא בפי' לאיוב (כ"ח ח"ז צד ס"א - ס"ז) ותראה כי הדברים האלו נובעים ממנו. ועיין לעיל הערה ע"א העירותי כי בעל הרזיאל משתמש בספרו של ר' שבתי דונולו. ומביא את שמו בפירוש. וכן מובאים מאמרים רבים בס' רזיאל בהעלמת שמו. 
""1:132, ""@45{$}(קל)@46 כל חבל יש לו ק"נ חבלים. בס' רזיאל הגי' קנ"ו חבלים והיא נוסחא נכונה. כמו שחושב שם תש"ל חבלים וכל חבל יש לו קנ"ו חבלים. נמצא כולם י"א רבוא ג' אלפים ותת"פ בחבל הארץ. מזה תראה שצ"ל קנ"ו חבלים. ועי"ז יעלה לנכון המספר הכולל. צא וחשוב. ובילקוט ראובני שם בטעות י"ש חבלים. צ"ל תש"ל חבלים. וכן מ"ש שם יש בו קכ"א צ"ל קנ"ו. וכן ג' אלפים תשל"ג. צ"ל תת"פ. 
""1:133, ""@45{$}(קלא)@46 מעלה שניה גבוה מן התחתונה ג' חבלים. צ"ל שנ"ג חבלים כמו שהוא בס' רזיאל וחושב שם גם מספר הכולל. ובילקוט ראובני בטעות ש"ץ צ"ל שנ"ג. 
""1:134, ""@45{$}(קלב)@46 מעלה הרביעית. חסר לפני זה מעלה השלישית שהשמיט המעתיק ונמצא לנכון בס' רזיאל שם וז"ל מעלה שלישית הוא מעון נוגה ובה סובבת כל הרקיע גובה נ"ח כחבל השמים כל חבל פ"ד חבלים כחבל הארץ נמצא כולם ד"א תקנ"ב ע"כ. גם הגי' הזאת נשתבשה ולא עולה לנכון סכום הכולל ואולי צ"ל ד"א תתצ"ב. ומלקוט ראובני ג"כ הגי' מוטעת ע"ש. 
""1:135, ""@45{$}(קלג)@46 והוא גבוה ממעלה השלישית. שני חבלים בחבל השמים כל חבל יש לו ק"כ חבלים בחבל הארץ. הלשון משובש ובס' רזיאל מובא והוא גבוה ממעלה שלישית (ממעון נוגה) פ' חבלים בחבל השמים כל חבל וחבל תקי"ה חבל. בחבל הארץ. נמצא כולן ארבע רבוא ואלף ש"מ. וגם בזה אינו עולה הסכום הכולל. ואולי צ"ל ארבע רבוא ואלף ומ'. ובפרטם צ"ל תקי"ג. ובילקוט ראובני הלשון משובש ע"ש. 
""1:136, ""@45{$}(קלד)@46 מעלה חמישית כו' והוא גבוה מן הרביעית ת"ל חבלים. צ"ל ל' חבלים. וכ"ה לנכון בס' רזיאל ובילקוט ראובני. וכן עולה לנכון התשבון הכולל ל' פעמים קי"ט עולה ג"א תק"ע חבלים. 
""1:137, ""@45{$}(קלה)@46 מעלה ששית כו' תרי"ב תבל. המספר "תרי"ב" הוספתי בפנים וכמו שהוא בספר רזיאל ובילקוט ראובני בטעות תרי"ג. 
""1:138, ""@45{$}(קלו)@46 וכל חבל יש לו קי"ט חבלים. צ"ל קי"ב. ובס' רזיאל שם סיים נמצא כולן ששה רבוא ה' אלף [צ"ל ח' אלף] ותקמ"ד. כי תרי"ב פעמים קי"ב עולה כן מספר הכולל. אבל בילקוט ראובני בטעות שבעה רבוא צ"ל ששה רבוא ות"ק אלפים צ"ל וח' אלפים. 
""1:139, ""@45{$}(קלז)@46 מעלה שביעית. עי' בס' רזיאל. ובילקוט ראובני ותמצא מספרים שונים זו מזו. 
""1:140, ""@45{$}(קלח)@46 טלה. פרס ומדי כו'. המחבר ייחס י"ב מקומות לי"ב מזלות ולא מצאתי מאמר כזה במדרשים רק באותיות דר"ע (בית המדרש ח"ג צד כ"ד) שתים עשרה אותיות הן כנגד שתים עשרה שעות היום כו'. ושתים עשרה ארצות ע"כ. 
""1:141, ""@45{$}(קלט)@46 ד"א הגדולים שוים היו בגודל הוא ע"פ מאמרם (חולין ס' ע"ב) ר' שמעון בן פזי רמי כו'. ולזה המאמר כוון רש"י בראשית א' ט"ו. ועי' ב"ר פ"ו מאחר שהוא קורא אותן גדולים כו' שמיעטתי את הירת. ועי' פדר"א פ"ו: 
""1:142, ""@45{$}(קמ)@46 ואת הככבים ה' ככבים וחמה ולבנה הרי ז'. עי' פדר"א פ"ו ובביאר הרד"ל שם. 
""1:143, ""@45{$}(קמא)@46 שאל קונטריקוס. חולין כ"ז ע"ב ועי' רש"י שם שכתב וז"ל קונטריקוס ההגמון שאל את ר' גמליאל שאלות הרבה. והן בבכורות ה' ע"ב וגם זאת שאלו עכ"ל. וצ"ל ר' יוחנן בן זכאי במקום ר' גמליאל. וע"ש בתוס' ד"ה ועוד שאלו. 
""1:144, ""@45{$}(קמב)@46 אמר שמואל קפוטקאה. בגמרא שם אמר רב שמואל קפוטקא. ושם הוא על המאמר דרש עובר גלילאה ע"ש. 
""1:145, ""@45{$}(קמג)@46 זה לויתן. ב"ב ע"ד מ"ב. ב"ר פ"ז. ויב"ע בראשית שם ורש"י עה"ת בשם מדרש אגדה. 
""1:146, ""@45{$}(קמד)@46 לפי שתנינם כתיב חסר יו"ד. במדרש ב"ר שם תנינם כתיב זה לויתן שאין לו בן זוג. וכצ"ל לפנינו. ועי' ב"ב ע"ד ע"ב סירס הזכר והרג הנקבה. ועי' פדר"א פ"ט בחמישי השריץ מן המים לויתן נחש בריח. וע"ש בבאור הרד"ל אות ל"א. 
""1:147, ""@45{$}(קמה)@46 אבל יש אם למקרא. ונדרש התנינים על שאר דגים גדולים שבים. וכן רש"י עה"ת כתב תנינים דגים גדולים שבים. 
""1:148, ""@45{$}(קמו)@46 ולמה נקראו תנינים. עי' רמב"ן עה"ת. 
""1:149, ""@45{$}(קמז)@46 רמש מתפרש. עיין ברמב"ן. 
""1:150, ""@45{$}(קמח)@46 העופות מן הרקק נבראו. עי' חולין כ"ז ע"ב. 
""1:151, ""@45{$}(קמט)@46 וכדי שלא יפקרו המינין לומר ששתי רשיות הן. עי' סנהדרין ל"ח ע"ב כ"מ שפקרו הצדוקים תשובתן בצדן כו'. ועי' ב"ר פ"ח א"ר שמלאי בכ"מ שאתה מוצא פתחון פה למינין אתה מוצא תשובתם בצדו כו'. 
""1:152, ""@45{$}(קנ)@46 לפי שאין הקדוש ברוך הוא עושה דבר כו'. סנהדרין ל"ח ע"ב. 
""1:153, ""@45{$}(קנא)@46 וגם זה היפכו לו חכמי ישראל. עי' לעיל הערה כ"ג שציינתי כל המקומות שבמדרשים אשר הביאו השנוים ששנו לתלמי המלך. 
""1:154, ""@45{$}(קנא)@46 כי אותיות אית"ן מתחלפות. ועמ"ש ע"ז לקמן בת"ב פ' בלק על פ' אולי אוכל נכה וגו' ועמ"ש שם החזקוני ע"ז הכתוב: 
""1:155, ""@45{$}(קנב)@46 ד"א לשעבר. ב"ר פ"ח. 
""1:156, ""@45{$}(קנג)@46 כך השיב ר' שמלאי. מבואר בב"ר שם. 
""1:157, ""@45{$}(קנג)@46 וי"א כי רב סעדיה פי'. עי' הראב"ע. שהביא ויאמר הגאון כו' ע"ש. כוון ג"כ לפי' רבינו סעדיה גאון ז"ל. כי מלבד תרגומו על התורה בלשון ערבי. חבר ג"כ פירוש על התורה. עיין תולדות רס"ג בהערה ל"ד. ובהערה ל"ח. 
