Index Title,Keritot
Keritot 9a:3,"Die Rabbanan lehrten: Ein Proselyt in der Jetztzeit muß ein Viertel[denar] für sein Geflügelopfer$fn26absondern. R. Šimo͑n sagte: Bereits hat R. Joḥanan b. Zakkaj abgestimmt und dies aufgehoben, wegen eines Verstoßes$fn27. R. Idi b. Geršom sagte im Namen des R. Adab. Ahaba: Die Halakha ist wie R. Šimo͑n. Manche beziehen dies auf folgende Lehre der Rabbanan: Ein Beisaßproselyt darf am Šabbath Arbeit für sich verrichten, wie ein Jisraélit am Halbfeste$fn28, R. A͑qiba sagt, wie ein Jisraélit am Feste$fn29. R. Jose sagt, ein Beisaßproselyt dürfe am Šabbath für sich Arbeit verrichten, wie ein Jisraélit am Wochentage. R. Šimo͑n sagt, sowohl ein Beisaßproselyt als auch ein eingesessener [Nichtjude], ein Sklave oder eine Sklavin dürfe am Šabbath Arbeit verrichten, wie ein Jisraélit am Wochentage."
Keritot 9a:4,"<sup>ii</sup> <b>F</b><small>OLGENDE BRINGEN</small> [<small>EIN</small> O<small>PFER</small>] <small>BEI</small> V<small>ORSÄTZLICHKEIT WIE BEI</small> U<small>NVORSÄTZLICHKEIT: WER EINER</small> S<small>KLAVIN</small>$fn30<small>BEIGEWOHNT HAT, EIN</small> N<small>AZIRÄER, DER SICH VERUNREINIGT HAT, UND WER EINEN</small> Z<small>EUGENEID ODER EINEN</small> D<small>EPOSITENEID</small> [<small>FALSCH GESCHWOREN</small>] <small>HAT</small>. <sup>iii,1</sup> F<small>ÜNF BRINGEN EIN</small> O<small>PFER WEGEN MEHRERER</small> S<small>ÜNDEN, UND FÜNF BRINGEN EIN AUF- UND ABSTEIGENDES</small>$fn31O<small>PFER</small>. F<small>OLGENDE BRINGEN EIN</small> O<small>PFER WEGEN MEHRERER</small> S<small>ÜNDEN: WER EINER</small> S<small>KLAVIN MEHRMALS BEIGEWOHNT HAT, UND EIN</small> N<small>AZIRÄER, DER SICH WIEDERHOLT VERUNREINIGT HAT</small>."
Keritot 9a:5,"GEMARA. Woher dies von dem, der einer Sklavin beigewohnt hat? – Die Rabbanan lehrten:$fn32<i>Der Priester schaffe ihm Sühne durch den Widder des Schuldopfers ob seiner Sünde, die er begangen hat</i>; dies lehrt, daß er ein Opfer wegen mehrerer Sünden bringe.$fn32<i>Und seine Sünde, die er begangen, werde ihm vergeben</i>; daß nämlich die Vorsätzlichkeit der Unvorsätzlichkeit gleicht."
Keritot 9a:6,"E<small>IN</small> N<small>AZIRÄER, DER SICH VERUNREINIGT HAT</small>. Woher dies? – Es heißt: $fn33<i>Wenn ihm jemand plötzlich stirbt, unversehens</i>. Plötzlich heißt unvorsätzlich, denn so heißt es:$fn34<i>wenn er ihn plötzlich ohne Feindschaft hinabgestoßen hat</i>. Unversehens heißt durch Unfall$fn35, denn so heißt es:$fn36<i>und der Herr sprach unversehens zu Moše</i>. Ein Anderes lehrt: Unversehens heißt vorsätzlich, denn so heißt es:$fn37<i>der Kluge sieht das Böse und verbirgt sich, die Tören</i>$fn38<i>gehen vorüber und werden gestraft</i>. – Sollte doch die Schrift nur <i>unversehens</i> geschrieben haben, worunter Unvorsätzlichkeit, Vorsätzlichkeit und Unfall zu verstehen ist, Vorsätzlichkeit und Unfall, wie bereits gesagt, und auch Unvorsätzlichkeit, denn es heißt<i>:</i>$fn39<i>der Tor</i>$fn38<i>glaubt jede Sache</i>, und (die Schrift sollte) nicht <i>plötzlich</i> geschrieben haben!? – Wenn der Allbarmherzige nur <i>versehentlich</i> geschrieben hätte, worunter Unvorsätzlichkeit, Vorsätzlichkeit und Unfall zu verstehen ist, so könnte man glauben, das Opfer sei nur bei Unvorsätzlichkeit zu bringen, wie in der ganzen Tora, nicht aber bei Unfall und Vorsätzlichkeit$fn40, daher schrieb der Allbarmherzige <i>plötzlich</i>, worunter Unvorsätzlichkeit zu verstehen ist, um anzudeuten, daß unter <i>unversehens</i> Unfall und Vorsätzlichkeit zu verstehen sind, die der Allbarmherzige auch wegen dieser Fälle [zu einem Opfer] verpflichtet hat."
Keritot 9a:7,"Z<small>EUGENEID</small>. Woher dies? – Die Rabbanan lehrten: Bei allen$fn41heißt es$fn42 <i>und entfällt</i>, hierbei$fn43aber heißt es nicht <i>und entfällt</i>; dies lehrt, daß man bei Vorsätzlichkeit wie bei Unvorsätzlichkeit schuldig ist."
Keritot 9a:8,D<small>ER</small> D<small>EPOSITENEID</small>. Woher dies? – Er folgert dies durch [das Wort] <i>vergehen</i>$fn44vom Zeugeneide.
Keritot 9a:9,"F<small>ÜNF BRINGEN EIN</small> O<small>PFER WEGEN MEHRERER</small> S<small>ÜNDEN</small>. Er lehrt dies von dem, der mehrmals einer Sklavin beigewohnt hat. Woher dies? – Die Rabbanan lehrten: <i>Der Priester schaffe ihm Sühne durch den Widder des Schuldopfers ob seiner Sünde, die er begangen hat; dies lehrt, daß er ein Opfer wegen mehrerer Sünden bringe. Und seine Sünde, die er begangen, werde ihm vergeben</i>; daß nämlich die Vorsätzlichkeit der Unvorsätzlichkeit gleicht. – Die Schrift spricht ja von der Vorsätzlichkeit!? – Vielmehr, daß die Unvorsätzlichkeit der Vorsätzlichkeit gleicht."
Keritot 9a:10,"R. Ḥanina aus Ṭriṭa$fn45fragte R. Joḥanan: Wie ist es, wenn jemand bei einem Entfallen fünf vergebenen Sklavinnen beigewohnt hat: ist er wegen jeder besonders schuldig oder ist er nur einmal schuldig? Dieser erwiderte: Er ist wegen jeder besonders schuldig. – Womit ist es hierbei anders als bei fünfmaligem Entfallen bei einer Sklavin? Dieser erwiderte: Bei einer Sklavin sind es keine verschiedenen Körper, bei fünf Sklavinnen sind es verschiedene Körper. – Woher, daß bei einer Sklavin die verschiedenen Körper zu berücksichtigen$fn46sind? Dieser erwiderte: Du sagtest ja, beim Inzestgesetze sei [das Wort] <i>einem Weibe</i>$fn47teilend, wegen jedes Weibes besonders, ebenso heißt es bei einer Sklavin:$fn48<i>wenn jemand bei einem Weibe mit Samenerguß liegt, und es eine einem Manne vergebene</i>"
Keritot 9b:1,"<i>Sklavin ist</i>, und dies ist teilend, wegen jeder Sklavin besonders."
Keritot 9b:2,"E<small>IN</small> N<small>AZIRÄER, DER SICH WIEDERHOLT VERUNREINIGT HAT</small>. Wer lehrte dies? R. Ḥisda erwiderte: Es ist R. Jose b. R. Jehuda, welcher sagt, das Nazirat der Reinheit erfasse ihn schon am siebenten [Tage], und dies kann in dem Falle vorkommen, wenn er sich am siebenten verunreinigt hat und sich am siebenten abermals verunreinigt hat; da die zur Darbringung des Opfers geeignete Zeit noch nicht vorüber war, ist er nur ein Sündopfer schuldig. Denn [wie kann dies vorkommen] nach Rabbi, welcher sagt, das Nazirat der Reinheit erfasse ihn erst am achten: hat er sich am siebenten verunreinigt, und sich abermals am siebenten verunreinigt, so ist es ja eine lange Verunreinigung$fn49, und hat er sich am achten verunreinigt, und sich abermals am achten verunreinigt, so sollte er doch, da die zur Darbringung des Opfers geeignete Zeit vorüber war, wegen jeder [Verunreinigung] besonders schuldig sein. Eis ist also zu entnehmen, daß es R. Jose b. R. Jehuda ist. – Was ist das für eine Lehre des R. Jose b. R. Jehuda? – Es wird gelehrt:$fn50<i>Und er heilige an diesem Tage sein Haupt</i>, am Tage der Darbringung seiner Opfer – so Rabbi; R. Jose b. R. Jehuda sagt, am Tage seiner Haarschur$fn51."
Keritot 9b:3,"<sup>iii,2</sup> <b>W</b><small>ER</small>$fn52<small>SEINE</small> F<small>RAU WEGEN MEHRERER</small> M<small>ÄNNER VERWARNT</small>$fn53<small>HAT, UND EIN</small> A<small>USSÄTZIGER, DER WIEDERHOLT VOM</small> A<small>USSATZE BEFALLEN</small>$fn54<small>WORDEN IST</small>. W<small>ENN ER DIE</small> V<small>ÖGEL GEBRACHT HAT UND WIEDERUM AUSSÄTZIG GEWORDEN IST, SO WERDEN SIE IHM NICHT ANGERECHNET, BIS ER SEIN</small> S<small>ÜNDOPFER GEBRACHT HAT;</small> R. J<small>EHUDA SAGT, BIS ER SEIN</small> S<small>CHULDOPFER GEBRACHT HAT</small>."
Keritot 9b:4,<i>GEMARA. Woher dies? – Es heißt:</i>$fn55<i>dies ist das Gesetz über die Eifersucht</i>; ein Gesetz für viele Eifersuchtsanklagen.
Keritot 9b:5,"E<small>IN</small> A<small>USSÄTZIGER, DER WIEDERHOLT VOM</small> A<small>USSATZE BEFALLEN WORDEN</small> &amp;<small>C</small>. Woher dies? – Es heißt:$fn56<i>dies ist das Gesetz über den Aussätzigen</i>; ein Gesetz für viele Aussatzfälle."
Keritot 9b:6,"W<small>ENN ER DIE</small> V<small>ÖGEL GEBRACHT HAT UND WIEDERUM AUSSÄTZIG GEWORDEN IST, SO WERDEN SIE IHM NICHT ANGERECHNET, BIS ER SEIN</small> S<small>ÜNDOPFER GEBRACHT HAT;</small> R. J<small>EHUDA SAGT, BIS ER SEIN</small> S<small>CHULDOPFER GEBRACHT HAT</small>. Du sagtest ja aber, er bringe nur ein Opfer$fn57!? – [Die Lehre] ist lückenhaft und muß wie folgt lauten: wenn er die Vögel gebracht hat und wiederum aussätzig geworden ist, so bringe er nur ein Opfer; aber die Festsetzung, ob [das Opfer] eines Armen oder eines Reichen$fn58, erfolgt erst dann, wenn er sein Sündopfer gebracht hat. R. Jehuda sagt, wenn er sein Schuldopfer gebracht hat."
Keritot 9b:7,"Dort haben wir gelernt: Wenn ein Aussätziger sein Schuldopfer gebracht hat und reich geworden ist, so richte man sich stets nach seinem Sündopfer – so R. Šimo͑n; R. Jehuda sagt, man richte sich stets nach seinem Schuldopfer. Es wird gelehrt: R. Elie͑zer b. Ja͑qob sagt, man richte sich stets nach den Vögeln. R. Jehuda sagte im Namen Rabhs: Alle drei folgern sie es aus ein und demselben Schriftverse:$fn59<i>dessen Vermögen nicht reicht, bei seiner Reinigung</i>. R. Šimo͑n erklärt, das, was ihm Sühne schafft; R. Jehuda erklärt, das, was ihn geeignet$fn60macht; und R. Elie͑zer b. Ja͑qob erklärt, das, was ihm die Reinheit bringt, nämlich die Vögel."
Keritot 9b:8,"<sup>iv,1</sup> <b>W</b><small>ENN</small>$fn52<small>EINE</small> F<small>RAU MEHRMALS GEBOREN HAT, WENN SIE NÄMLICH INNERHALB DER ACHTZIG</small> T<small>AGE</small>$fn61<small>NACH EINER WEIBLICHEN</small> G<small>EBURT EINE WEIBLICHE</small> F<small>EHLGEBURT ABORTIERT HAT, UND INNERHALB DER</small> [<small>FOLGENDEN</small>] <small>ACHTZIG</small> T<small>AGE WIEDERUM EINE WEIBLICHE</small> F<small>EHLGEBURT ABORTIERT HAT, ODER WENN SIE</small> M<small>EHRLINGE</small> [<small>NACH EINANDER</small>] <small>ABORTIERT</small>$fn62<small>HAT</small>. R. J<small>EHUDA SAGT, SIE BRINGE</small> [<small>EIN</small> O<small>PFER</small>] <small>WEGEN DER ERSTEN</small> [G<small>EBURT</small>], <small>UND SIE BRINGE ES NICHT WEGEN DER ZWEITEN; SIE BRINGE EINES WEGEN DER DRITTEN, UND SIE BRINGE ES NICHT WEGEN DER VIERTEN</small>."
Keritot 9b:9,"GEMARA. Woher dies? – Ein Jünger rizitierte vor R. Šešeth:$fn63<i>Dies ist das Gesetz über die Wöchnerin, ob eines Knaben oder eines Mädchens</i>; dies lehrt, daß sie ein Opfer wegen mehrerer Geburten bringe. Man könnte glauben, auch wegen der Geburt und des Flusses$fn64, so heißt es <i>dies</i>. Er lehrt also, man könnte glauben, sie bringe wegen der Geburt und des Flusses nur ein Opfer. Demnach$fn65sollte sie, auch wenn sie Blut gegessen und geboren hat, ebenfalls nur ein Opfer bringen!? – Sage vielmehr wie folgt: man könnte glauben, auch wegen der Geburt vor dem Vollwerden$fn66und der Geburt nach dem Vollwerden, so heißt es <i>dies</i>."
Keritot 9b:10,"W<small>ENN SIE NÄMLICH INNERHALB DER ACHTZIG</small> T<small>AGE</small> &amp;<small>C. ABORTIERT HAT</small>. Wenn du darüber nachdenkst, [so ergibt es sich,] daß nach R. Jehuda die erste Geburt [das Opfer] veranlaßt und von der ersten Geburt gezählt wird, und nach den Weisen die zweite Geburt es veranlaßt und von der zweiten Geburt gezählt wird. – ‘Wenn du darüber nachdenkst,’ selbstverständlich ist es so!? – Nötig ist dies wegen des Abortierens von Mehrlingen. Man könnte glauben, R. Jehuda pflichte beim Abortieren von Mehrlingen den Rabbanan bei$fn67, so lehrt er uns."
Keritot 9b:11,Sie fragten: Welcher Ansicht ist R. Jehuda hinsichtlich der Unreinheit$fn68:
Keritot 10a:1,"Sagen wir, R. Jehuda sei dieser Ansicht nur hinsichtlich der zweiten Geburt, daß sie als nicht vorhanden zu betrachten sei, nur hinsichtlich des Opfers, denn da die für die Darbringung des Opfers geeignete Zeit noch nicht vorüber ist, gilt die zweite Geburt als nicht vorhanden, hinsichtlich der Unreinheit und der Reinheit aber ist er vielleicht der Ansicht, sie gelte als vorhanden, sodaß die Unreinheit der zweiten unterbrochen wird, die Reinheitstage der ersten voll werden, und erst nachher die Reinheitstage der zweiten zu zählen sind, oder aber ist R. Jehuda dieser Ansicht nur erschwerend$fn69, hierbei aber wäre dies erleichternd$fn70, und er ist nicht erleichternd. R. Hona aus Sura sprach: Komm und höre: Für eine Wöchnerin schlachte und sprenge man [das Blut], wenn es ein Knabe ist, am vierzigsten Tage, und wenn es ein Mädchen ist, am achtzigsten Tage. Und [auf unseren Einwand,] sie sei ja dann noch unrein, erwiderte R. Ḥisda, hier sei R. Jehuda vertreten, welcher sagt, die zweite Geburt gelte als nicht vorhanden$fn71. Wieso schlachte man es für sie am vierzigsten Tage, wenn du hinsichtlich der Unreinheit sagst, R. Jehuda sei der Ansicht, die zweite Geburt gelte als vorhanden, am Abend kann sie ja$fn72davon nicht essen!? Hieraus ist somit zu entnehmen, daß R. Jehuda auch hinsichtlich der Reinheit und der Unreinheit der Ansicht ist, die zweite Geburt gelte als nicht vorhanden. – Tatsächlich, kann ich dir erwidern, ist R. Jehuda hinsichtlich der Unreinheit und der Reinheit der Ansicht, die zweite Geburt gelte als vorhanden, und jene Lehre gilt von einem in Unreinheit dargebrachten Pesaḥopfer$fn73. – Darf sie denn davon essen, wir haben ja gelernt, von einem in Unreinheit dargehrachten Pesaḥopfer dürfen männliche und weibliche Flußbchaftete, Menstruierende und Wöchnerinnen nicht essen!? – Die Lehre, daß sie davon nicht essen dürfen, gilt von dem Falle, wenn sie nicht untergetaucht$fn74sind, und die Lehre, daß man für sie schlachten und [das Blut] sprengen darf, gilt von dem Falle, wenn sie untergetaucht ist. – Demnach$fn75ist sie ja schon vom achten [Tage] an hierfür geeignet!? – Vom achten an ist sie nicht geeignet, denn er ist der Ansicht, der am selben Tage untergetauchte Flußbchaftete$fn76gleiche einem [unreinen] Flußbehafteten. – Demnach ist sie ja auch am vierzigsten Tage ungeeignet$fn77!? – Nicht doch, am vierzigsten ist sic wohl geeignet, denn er ist der Ansicht, der Flußbehaftete, dem die Sühne noch fehlt, gleicht nicht einem [unreinen] Flußbehafteten. – Wie erklärt Raba, welcher sagt$fn78, der Flußbehaftete, dem die Sühne noch fehlt, gleiche einem [unreinen] Flußbehafteten, diese Lehre!? R. Aši erwiderte: Raba erklärt: am vierzigsten Tage, seit der Bildung eines Knaben, und am achtzigsten Tage, seit der Bildung eines Mädchens$fn79. Dies nach R. Jišma͑él, welcher sagt, einundvierzig [Tage]$fn80bei einem Knaben und einundachtzig bei einem Mädchen. – Immerhin sollte ja berücksichtigt werden, daß sie$fn81als Menstruierende unrein ist!? – Dies gilt von einer trockenen Geburt$fn82. – Wozu braucht dies demnach gelehrt zu werden!? – Man könnte glauben, die Öffnung der Gebärmutter sei ohne Blutung nicht möglich, so lehrt er uns, daß die Öffnung der Gebärmutter ohne Blutung möglich ist. R. Šema͑ja erwiderte: Komm und höre:$fn83<i>Sechzig</i>, man könnte glauben, einerlei ob zusammenhängend oder zerstreut$fn84, so heißt es$fn83<i>Tage</i>, wie der Tag zusammenhängend ist, ebenso auch die sechzig, alle zusammenhängend. Nach wessen Ansicht: wenn nach den Rabbanan, so gibt es ja nach ihnen nicht zerstreut$fn85, doch wohl nach R. Jehuda, und da es sechzig zusammenhängende [Tage] sein müssen, so ist R. Jehuda dieser Ansicht nur erschwerend und nicht erleichternd!? – Nein, tatsächlich nach den Rabbanan, nur gilt dies von dem Falle, wenn sie innerhalb der achtzig Tage eines Mädchens einen Knaben$fn86geboren hat. – Aber immerhin sind ja die Tage der ersten [Geburt] vollzählig und die der letzteren nicht vollzählig, denn die Rabbanan zählen ja nach der zweiten Geburt!? – Vielmehr, nach den Rabbanan kann dies in dem Falle vorkommen, wenn sie einen Zwilling geboren hat, zuerst ein Mädchen und nachher einen Knaben, und zwar den Knaben nach zwanzig Tagen der Reinheit, sodaß sie wegen der [zweiten] Geburt sieben Tage unrein ist. Er meint es wie folgt: man könnte glauben, wenn sie einen Zwulling geboren hat, zuerst ein Mädchen und nachher einen Knaben, erfolge durch die Geburtsunreinheit eine Unterbrechung und die Sechsundsechzig [Tage] seien zerstreut zu zählen, so heißt es <i>Tage</i>, wie der Tag zusammenhängend ist, ebenso auch die sechzig alle zusammenhängend. Abajje erwiderte: Komm und höre: <i>Dreißig</i>, man könnte glauben, einerlei ob zusammenhängend oder zerstreut, so heißt es$fn83<i>Tage</i>, wie der ganze Tag zusammenhängend ist, ebenso auch die dreißig zusammenhängend. Nach wessen Ansicht: wenn nach den Rabbanan, so gibt es ja nach ihnen nicht zerstreut, die Rabbanan"
Keritot 10b:1,"sagen ja, man zähle von der zweiten Geburt, doch wohl nach R. Jehuda, somit ist er dieser Ansicht nur erschwerend und nicht erleichternd. Ferner sagte R. Aši: Komm und höre:$fn83<i>Und sechs Tage</i>, man könnte glauben, einerlei ob zusammenhängend oder zerstreut, so heißt es <i>sechzig</i>, wie die sechzig alle zusammenhängend, ebenso die sechs alle zusammenhängend. Nach wessen Ansicht: wenn nach den Rabbanan, so gibt es nach ihnen nicht zerstreut, denn die Rabbanan sagen ja, man zähle von der zweiten Geburt, doch wohl nach R. Jehuda, somit ist er dieser Ansicht nur erschwerend und nicht erleichternd. Schließe hieraus."
Keritot 10b:2,"<b>F</b><small>OLGENDE BRINGEN EIN AUF- UND ABSTEIGENDES</small> O<small>PFER: WEGEN DES FALSCHEN</small> <sup>iv,2</sup> Z<small>EUGENAUFRUFES, WEGEN DES</small> B<small>EKRÄFTIGUNGSSCHWURES, WEGEN</small> V<small>ERUNREINIGUNG DES</small> T<small>EMPELS UND SEINER HEILIGEN</small> O<small>PFER, DIE</small> W<small>ÖCHNERIN UND DER</small> A<small>USSÄTZIGE</small>."
Keritot 10b:3,"GEMARA. Die Rabbanan lehrten: Mancher bringt [das Opfer] des Armen$fn87und des Reichen, mancher bringt das des Armen und mancher bringt das des Ärmsten. Die Wöchnerin bringt das des Armen und des Reichen, der Aussätzige bringt das des Armen, wegen des Zeugenaufrufes, des Bekräftigungsschwures und der Verunreinigung des Tempels und seiner heiligen Opfer ist das des Ärmsten zu bringen. Ein Anderes lehrt: Mancher bringt eines anstelle von einem, mancher bringt zwei anstelle von zwei, mancher bringt zwei anstelle von einem, und mancher bringt eines anstelle von zwei. Hieraus lernst du, daß das Zehntel Epha [Mehl]$fn88nur eine Peruṭa zu betragen braucht. Die Wöchnerin hringt$fn89eines anstelle von einem, vom Geflügel eine Taube statt eines Lammes; der Aussätzige bringt zwei Tauben statt zweier Lämmer; wegen des Zeugenaufrufes, des Bekräftigungsschwures und der Verunreinigung des Tempels und seiner heiligen Opfer bringe man zwei Tauben statt eines Lammes. Manche bringen [das Opfer] des Ärmsten, ein Zehntel Epha statt der zwei Tauben. Er lehrt: hieraus lernst du, daß das Zehntel Epha [Mehl] nur eine Peruṭa zu betragen braucht; woher dies? – Die Rabbanan lehrten: Wenn jemand sagte: ich nehme auf mich, für den Altar im Werte eines Sela͑ [zu spenden], so bringe er ein Lamm, denn nichts außer einem Lamme ist im Werte eines Sela͑ darzubringen. – Woher dies? – Da der Allbarmherzige$fn90<i>Widder</i> sagt, so ist es ein Schuldopfer für zwei Šeqel, wonach$fn91ein Lamm um einen Sela͑, und wenn es$fn92<i>erstjähriges Lamm</i> heißt, so ist unter Widder ein zweijähriges zu verstehen. Ferner wird gelehrt: An jenem Tage$fn93fiel das Taubenpaar auf ein Viertel [Silberdenar]. Wie nun der Allbarmherzige den Armen geschont hat, [sein Opfer] auf ein Sechzehntel$fn94des Reichen [herabzusetzen], so hat der Allbarmherzige den Ärmsten geschont, seines auf ein Sechzehntel des Armen [herabzusetzen]. – Wenn das des Armen ein Viertel [Silberdenar] beträgt, so beträgt ja das Sechzehntel des Ärmsten, da das Viertel [Silberdenar] achtundvierzig Perutas$fn95hat, drei Peruṭas; wieso lehrt er, hieraus sei zu lernen, daß das Zehntel Epha [Mehl] eine Peruṭa betrage; wieso eine Peruṭa, du sagtest ja, ein Zehntel Epha sei [das Opfer] des Ärmsten, und du sagtest, das des Ärmsten betrage ein Sechzehntel, mithin sind es ja drei Peruṭas!? – Der Autor folgert es von der Wöchnerin, die eine Taube statt eines Lammes bringt, ein Zweiunddreißigstel$fn96eines Lammes. – Aber wenn das des Ärmsten ein Sechzehntel des Armen beträgt, und dies von Lamm und Widder$fn97zu folgern ist, so sind es ja immerhin anderthalb Peruṭas!? Raba erwiderte: Alles ist von der Wöchnerin zu folgern, und er meint es wie folgt: wie der Allbarmherzigc den Armen geschont hat, [sein Opfer] auf ein Zweiunddreißigstel des Reichen [herabzusetzen], nämlich bei einer Wöchnerin, so hat der Allbarmherzige den Ärmsten geschont, seines auf ein Zweiunddreißigstel des Armen [herabzusetzen]. – Dies$fn98ist ja ein Viertel Peruṭa weniger!? – Dem ist auch so, nur ist es nicht schicklich, für Gott weniger als eine Peruṭa zu bringen."
