Index Title,Nazir
Nazir 6b:1,"sieben seien hinfällig. Wenn du sagst, es seien dreißig erforderlich, so sollten alle hinfällig$fn134sein!? – R. Elie͑zer ist der Ansicht, ein Teil des Tages gelte als ganzer. – Wir haben gelernt: [Wenn jemand gesagt hat:] ich will hundert Tage Nazir sein, und er am hundertsten Tage unrein geworden ist, so ist alles hinfällig; R. Elie͑zer sagt, nur dreißig Tage seien hinfällig. Wenn du nun sagst, R. Elie͑zer sei der Ansicht, ein Teil des Tages gelte als ganzer, sollten doch nur sieben hinfällig sein!? – Wenn er nicht der Ansicht ist, ein Teil des Tages gelte als ganzer, sollten doch alle hinfällig sein!? – Tatsächlich ist er nicht der Ansicht, daß ein Teil des Tages als ganzer gelte. – Demnach sollten doch alle hinfällig sein!? Reš Laqiš erwiderte: Folgendes ist der Grund R. Elie͑zers: die Schrift sagt:$fn135<i>dies ist das Gesetz inbetreff des Nazirs, am Tage des Volhoerdens</i>, die Schrift sagt damit, daß, wenn er am Tage des Vollwerdens unrein wird, für ihn das Gesetz des Nazirs gelte."
Nazir 6b:2,"Es wäre anzunehmen, daß hierüber Tannaím streiten.$fn136<i>Bis zum Vollwerden der Tage</i>; unter Tage könnte man das wenigste, zwei verstehen, so heißt es: <i>heilig soll er sein, das Haar hinwachsen lassen</i>, und ein Haarwuchs erfolgt in wenigstens dreißig Tagen – so R. Jošija. Rabbi sagte: Dies ist nicht nötig; es heißt: <i>bis zum Vollwerden der Tage</i>, und dreißig Tage sind es, die voll$fn137werden. Wahrscheinlich ist R. Mathna der Ansicht R. Jošijas und Bar Pada der Ansicht Rabbis$fn138. – R. Mathna kann dir erwidern: alle sind der Ansicht, es seien dreißig erforderlich, und hierbei streiten sie, ob das ‘bis’ einschließlich zu verstehen ist. R. Jošija ist der Ansicht, das ‘bis’ sei nicht einschließlich$fn139zu verstehen, und Rabbi ist der Ansicht, das ‘bis’ sei einschließlich zu verstehen."
Nazir 6b:3,"Der Meister sagte: Und dreißig Tage sind es, die voll werden. Vielleicht eine Woche$fn140!? – Gibt es denn bei der Woche ein Fehlen$fn141? – Vielleicht"
Nazir 7a:1,"ein Jahr$fn142!? – Wird dieses etwa nach Tagen gezählt$fn143!? Die Rabbanan zu Cäsarea sagten ja: Woher, daß man die Jahre nicht nach Tagen zähle? Es heißt:$fn144<i>nach den Monaten des Jahres</i>; die Monate werden zu einem Jahre zusammengezählt, nicht aber werden die Tage zu einem Jahre [zusammengezählt]."
Nazir 7a:2,"<sup>iii,2</sup> <b>S</b><small>AGTE JEMAND: ICH WILL EINMAL LANGE</small> N<small>AZIR SEIN, ODER: ICH WILL EINMAL KURZE</small> [Z<small>EIT</small>] N<small>AZIR SEIN, SO IST ER, SELBST WENN ER</small> ‘<small>VON JETZT BIS ANS</small> E<small>NDE DER</small> W<small>ELT</small>’ <small>GESAGT HAT, DREISSIG</small> T<small>AGE</small> N<small>AZIR</small>."
Nazir 7a:3,"GEMARA. Weshalb denn, er sagte ja: von jetzt bis ans Ende der Welt!? – Er meinte es wie folgt: dies kommt mir so lange$fn145vor, wie von jetzt bis ans Ende der Welt. – Wir haben gelernt: [Sagte jemand:] ich will Nazir sein von hier bis zu jenem Orte, so schätze man, wieviel Tage es von hier bis zu jenem Orte sind; sind es weniger als dreißig Tage, so ist er$fn146Nazir dreißig Tage, sonst aber ist er Nazir in der Anzahl dieser Tage. Demnach sollte man auch hierbei sagen, [er meinte es:] dies kommt mir so lange vor, wie von hier bis zu jenem Orte!? Raba erwiderte: Wenn er die Reise bereits angetreten$fn147hat. – Sollte er es [in der Anzahl] der Parasangen$fn148sein!? R. Papa erwiderte: In einer Ortschaft, wo man nicht nach Parasangen zählt. – Sollte er es [in der Anzahl] der Stationen sein!? Wir haben ja gelernt: [Sagte jemand:] ich will Nazir sein wie der Staub der Erde, wie das Haar meines Hauptes, wie der Sand am Meere, so ist er lebenslänglich Nazir und schere sich alle dreißig Tage. – Von einer begrenzten Dauer$fn149lehrt er dies nicht. Es wird auch gelehrt: [Sagte jemand:] ich will lebenslänglich Nazir sein, ich will ewig Nazir sein, so ist er lebenslänglich$fn150Nazir; wenn aber: auch hundert Jahre, auch tausend Jahre, so ist er nicht lebenslänglich Nazir, sondern lebenslänglicher$fn151Nazir. Rabba erwiderte: Anders verhält es sich bei den Haaren, da sie von einander getrennt sind$fn152. – Auch, von den Tagen Heißt es ja:$fn153<i>es ward Abend und es ward Morgen, ein Tag</i>$fn154!? – Dies besagt nicht, daß sie von einander getrennt sind, sondern, daß ein Tag und eine Nacht zusammen ein Tag sind; von einander getrennt sind sie nicht. Raba erwiderte: Was ist da viel einzuwenden? Anders ist es hierbei, wo er ausdrücklich lehrt: ich will einmal Nazir sein."
Nazir 7a:4,"<sup>iii,3</sup> <b>S</b><small>AGTE JEMAND</small>:] <small>ICH WILL</small> N<small>AZIR SEIN UND EINEN</small> T<small>AG DARÜBER, ICH WILL</small> N<small>AZIR SEIN UND EINE</small> S<small>TUNDE DARÜBER, ICH WILL ANDERTHALBMAL</small> N<small>AZIR SEIN, SO IST ER ZWEIMAL</small> N<small>AZIR</small>$fn155."
Nazir 7a:5,"GEMARA. Wozu werden all diese Fälle gelehrt? – Sie sind nötig. Würde er nur gelehrt haben: ich will Nazir sein und einen Tag darüber, [so könnte man glauben,] nur in diesem Falle müsse er zwei absolvieren, weil es kein Nazirat auf einen Tag gibt, wenn er aber gesagt hat: ich will Nazir sein und eine Stunde darüber, zähle er einunddreißig Tage, so lehrt er uns. Und würde er es nur von einer Stunde gelehrt haben,"
Nazir 7b:1,"[so könnte man glauben,] weil er nicht deutlich$fn156war, wenn er aber anderthalb [sagte], wobei er deutlich war, absolviere er keine zwei$fn157, so lehrt er uns, daß er in allen Fällen zweimal Nazir sei."
Nazir 7b:2,"<sup>iii,4</sup> <b>S</b><small>AGTE JEMAND</small>:] <small>ICH WILL DREISSIG</small> T<small>AGE UND EINE</small> S<small>TUNDE</small> N<small>AZIR SEIN</small>, <small>SO IST ER EINUNDDREISSIG</small> T<small>AGE</small> N<small>AZIR, DENN ES GIBT KEIN</small> N<small>AZIRAT AUF</small> S<small>TUNDEN</small>."
Nazir 7b:3,"GEMARA. Rabh sagte: Dies gilt nur dann, wenn er gesagt hat: einunddreißig Tage, wenn aber: dreißig Tage und einen Tag, so ist er zweimal$fn158Nazir. Rabh ist nämlich der Ansicht R. A͑qibas, der die überflüssige Redewendung deutet. Wir haben nämlich gelernt: Nicht den Brunnen$fn159und nicht die Zisterne, obgleich er ihm geschrieben hat: Tiefe und Höhe. Er$fn160muß sich aber den Weg zu diesen kaufen – so R. A͑qiba; die Weisen sagen, er brauche sich den Weg nicht$fn161zu kaufen. Jedoch pflichtet R. A͑qiba bei, daß, wenn er gesagt hat: außer diesen, er sich den Weg nicht zu kaufen brauche$fn162."
Nazir 7b:4,"<sup>iv</sup> <b>S</b><small>AGTE JEMAND</small>:] <small>ICH WILL</small> N<small>AZIR SEIN WIE DIE</small> H<small>AARE MEINES</small> H<small>AUPTES</small>,"
Nazir 8a:1,"<small>WIE DER</small> S<small>TAUB DER</small> E<small>RDE, WIE DER</small> S<small>AND AM</small> M<small>EERE, SO IST ER IMMERWÄHREND</small> N<small>AZIR UND SCHERE SICH</small>$fn162<small>ALLE DREISSIG</small> T<small>AGE</small>. R<small>ABBI SAGT, DIESER SCHERE SICH NICHT</small>$fn163<small>ALLE DREISSIG</small> T<small>AGE; ALLE DREISSIG</small> T<small>AGE SCHERE SICH VIELMEHR DERJENIGE, DER GESAGT HAT: ICH NEHME AUF MICH</small> N<small>AZIRATE WIE DIE</small> H<small>AARE MEINES</small> H<small>AUPTES, WIE DER</small> S<small>TAUB DER</small> E<small>RDE, WIE DER</small> S<small>AND AM</small> M<small>EERE</small>. <sup>v</sup> [S<small>AGTE JEMAND</small>:] <small>ICH WILL EIN</small> H<small>AUS VOLL, EIN</small> K<small>ORB VOLL</small> N<small>AZIR SEIN, SO FRAGE MAN IHN AUS; SAGT ER, ER HABE EIN GROSSES</small> N<small>AZIRAT GELOBEN WOLLEN, SO IST ER DREISSIG</small> T<small>AGE</small>$fn164N<small>AZIR, UND SAGT ER, ER HABE SCHLECHTHIN GELOBEN WOLLEN, SO ERACHTE MAN DEN</small> K<small>ORB ALS VOLL</small> S<small>ENFKÖRNER, UND ER IST LEBENSLÄNGLICH</small>$fn165N<small>AZIR</small>. <sup>vi</sup> [S<small>AGTE JEMAND</small>:] <small>ICH WILL</small> N<small>AZIR SEIN VON HIER BIS ZU JENEM</small> O<small>RTE, SO SCHÄTZE MAN, WIEVIEL</small> T<small>AGE ES VON HIER BIS ZU JENEM</small> O<small>RTE SIND; SIND ES WENIGER ALS DREISSIG</small> T<small>AGE, SO IST ER</small> N<small>AZIR DREISSIG</small> T<small>AGE, SONST ABER IST ER</small> N<small>AZIR IN DER</small> A<small>NZAHL DIESER</small> T<small>AGE</small>. <sup>vii</sup> [S<small>AGTE JEMAND</small>:] <small>ICH WILL</small> N<small>AZIR SEIN IN DER</small> A<small>NZAHL DER</small> T<small>AGE DES</small> S<small>ONNENJAHRES, SO ABSOLVIERE ER</small> N<small>AZIRATE IN DER</small> A<small>NZAHL DER</small> T<small>AGE DES</small> S<small>ONNENJAHRES</small>. R. J<small>EHUDA SAGTE</small>: E<small>INST EREIGNETE SICH EIN SOLCHER</small> F<small>ALL, UND NACH DER</small> B<small>EENDIGUNG STARB ER</small>."
Nazir 8a:2,"GEMARA. S<small>O BETRACHTE MAN DEN</small> K<small>ORB ALS VOLL</small> S<small>ENFKÖRNER, UND ER IST LEBENSLÄNGLICH</small> N<small>AZIR</small>. Weshalb denn, sollte man ihn doch als voll Gurken und Kürbisse betrachten, und es sollte für ihn ein Mittel$fn166geben!? Ḥizqija erwiderte: Bezüglich dieser Lehre besteht ein Streit, und hier ist die Ansicht R. Šimo͑ns vertreten, welcher sagt, man pflege auf sich etwas zu nehmen, wobei der Zweifel strenger ist$fn167als die Gewißheit. Es wird nämlich gelehrt: [Wenn jemand sagte:] ich will Nazir sein unter der Bedingung, daß in diesem Getreidehaufen hundert Kor vorhanden sind, und er hingeht und findet, daß er gestohlen worden oder abhanden gekommen ist, so ist er nach R. Šimo͑n$fn168gebunden, denn beim Nazirate ist der Zweifel erschwerend zu entscheiden, und nach R. Jehuda entbunden, denn beim Nazirate ist der Zweifel erleichternd zu entscheiden. R. Joḥanan erwiderte: Du kannst auch sagen, die des R. Jehuda, denn in jenem Falle$fn169ist er in das Nazirat nicht eingetreten, hierbei aber ist er in das Nazirat eingetreten, und es ist nichts vorhanden, wodurch er sich dessen entledigen könnte$fn170. – Wieso iiicht, der Korb sollte doch als voll Gurken und Kürbisse gelten, somit gibt es ja ein Mittel für ihn, denn es ist anzunehmen, daß er [einzelne] Nazirate auf sich genommen$fn171 hat!? – R. Jehuda ist der Ansicht Rabbis, und wir haben gelernt: Rabbi"
Nazir 8b:1,"sagt, dieser schere sich nicht alle dreißig Tage; alle dreißig Tage schere sich vielmehr derjenige, der gesagt hat: ich nehme auf mich Nazirate wie die Haare meines Hauptes, wie der Staub der Erde, wie der Sand am Meere$fn172. – Ist R. Jehuda denn der Ansicht Rabbis, wir haben ja gelernt: [Sagte jemand:] ich will Nazir sein in der Anzahl der Tage des Sonnenjahres &amp;c. R. Jehuda sagte: Einst ereignete sich ein solcher Fall, und nach der Beendigung starb er. Erklärlich ist es, daß er nach der Beendigung starb, wenn du sagst, er hatte [mehrere] Nazirate$fn173auf sich genommen, wenn du aber sagst, er hatte ein Nazirat auf sich genommen, so war ja eine Beendigung überhaupt nicht$fn174erfolgt!? Und ist er ferner der Ansicht Rabbis, es wird ja gelehrt: R. Jehuda sagte: [Sagte jemand:] ich will Nazir sein in der Anzahl der Gänge$fn175des Trockenplatzes, in der Anzahl der Feldpfade im Siebentjahre$fn176, so absolviere er Nazirate in der Anzahl der Gänge des Trockenplatzes, beziehungsweise der Feldpfade im Siebentjahre. – Anders ist es bei einer Anzahl$fn177. – Unterscheidet Rabbi denn bei einer Anzahl, es wird ja gelehrt: [Sagte jemand:] ich will Nazir sein in der Anzahl der Tage des Sonnenjabres, so absolviere er Nazirate in der Anzahl der Tage des Sonnen Jahres; [sagte er:] in der Anzahl der Tage des Mondes, so absolviere er sie in der Anzahl der Tage des Mondes. Rabbi sagt, nur wenn er gesagt hat: ich nehme auf mich Nazirate in der Anzahl der Tage des Sonnenjahres, oder: in der Anzahl der Tage des Mondes$fn178. – R. Jehuda ist seiner Ansicht in der einen Hinsicht und streitet gegen ihn in der anderen Hinsicht. Er ist seiner Ansicht in der einen Hinsicht, daß er [ein] Nazirat auf sich genommen habe, und er streitet gegen ihn in einer Hinsicht, denn R. Jehuda unterscheidet bei einer Anzahl$fn179und Rabbi unterscheidet auch bei einer Anzahl nicht."
Nazir 8b:2,"Die Rabbanan lehrten: [Sagte jemand:] ich will Nazir sein und einmal, so absolviere er zweimal; [sagte$fn180er:] und noch, so absolviere er dreimal; [sagte$fn180er:] und wiederum, so absolviere er viermal. – Selbstverständlich!? – Man könnte glauben, und wiederum, wie alle zusammen, das wäre sechsmal, so lehrt er uns, daß dem nicht so sei$fn181."
Nazir 8b:3,"Die Rabbanan lehrten: [Sagte jemand:] ich will lebenslänglich Nazir sein, ich will ewig Nazir sein, so ist er ewig$fn182Nazir; [sagte er:] auch hundert Jahre, auch tausend Jahre, so ist er nicht ewig Nazir, sondern ewiger Nazir$fn183."
Nazir 8b:4,"Die Rabbanan lehrten: [Sagte jemand:] ich will Nazir sein, so ist er es, wie Symachos sagt, wenn er hen sagte, einmal, wenn er digon sagte, zweimal, wenn er trigon sagte, dreimal, wenn er tetragon sagte, viermal, wenn er pentagon sagte, fünfmal$fn184."
Nazir 8b:5,"Die Rabbanan lehrten: Ein rundes$fn185Haus, ein Digon, ein Trigon, und ein Pentagon sind nicht durch Aussatz$fn186verunreinigungsfähig; ein Tetragon ist durch Aussatz verunreinigungsfähig. – Weshalb? – Unten$fn187 heißt es <i>Wände</i> [statt] <i>Wand</i>$fn188und oben$fn187heißt es <i>Wände</i> statt <i>Wand</i>, zusammen vier."
Nazir 8b:6,"<sup>i</sup> <b>S</b>AGTE <small>JEMAND</small>:] <small>ICH WILL</small> N<small>AZIR SEIN</small>$fn1 <small>INBEZUG AUF</small> D<small>ÖRR- UND</small> P<small>RESSFEIGEN</small>,"
Nazir 9a:1,"<small>SO IST ER</small>$fn2, <small>WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT</small>, N<small>AZIR, UND WIE DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, KEIN</small> N<small>AZIR</small>. R. J<small>EHUDA SAGTE</small>: D<small>IE</small> W<small>ORTE DER</small> S<small>CHULE</small> Š<small>AMMAJS BEZIEHEN SICH NUR AUF DEN</small> F<small>ALL, WENN ER GESAGT HAT: SIE SOLLEN FÜR MICH EINEM</small> O<small>PFER GLEICHEN</small>$fn3."
Nazir 9a:2,"GEMARA. [S<small>AGTE JEMAND</small>:] <small>ICH WILL</small> N<small>AZIR SEIN INBEZUG AUF</small> D<small>ÖRRUND</small> P<small>RESSFEIGEN, SO IST ER, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT</small>, N<small>AZIR</small>. Weshalb denn, der Allbarmlierzige sagt ja:$fn4<i>von allem, was aus dem Weinstocke bereitet wird</i>!? – Die Schule Šammajs ist der Ansicht R. Meírs, welcher sagt, niemand bringe seine Worte unnütz hervor, und die Schule Hillels ist der Ansicht R. Joses, welcher sagt, der Schluß seiner Worte sei für einen Menschen bindend, somit ist dies ein Gelübde mit einer Tür$fn5. – Dies ist ja auch nach der Schule Šammajs ein Gelübde mit einer Tür$fn6!? – Vielmehr, die Schule Šammajs ist der Ansicht R. Meírs, welcher sagt, niemand bringe seine Worte unnütz hervor, somit wird er, sobald er sagt: ich will Nazir sein, Nazir, und wenn er darauf sagt: inbezug auf Dörr- und Preßfeigen, so tut er dies wegen der Auflösung$fn7, und die Schule Šammajs vertritt hierbei ihre Ansicht, daß es beim Geheiligten keine Auflösung$fn8 gebe, und wenn es beim Geheiligten keine Auflösung gibt, so gibt es auch beim Nazirate keine Auflösung. Die Schule Hillels aber ist der Ansicht R. Šimo͑ns, denn wir haben gelernt: R. Šimo͑n befreit davon$fn9, weil er nicht so gelobt hat, wie man geloben soll$fn10. – Unsere Mišna vertritt nicht die Ansicht des Autors der"
Nazir 9b:1,"folgenden Lehre: R. Nathan lehrte: Die Schule Šammajs sagt, es gelte das Gelübde$fn11und das Nazirat$fn12, und die Schule Hillels sagt, nur das Gelübde$fn13und nicht das Nazirat. Die Schule Šammajs ist der Ansicht R. Meírs$fn14und der Ansicht R. Jehudas$fn15, und die Schule Hillels ist der Ansicht R. Joses. Eine andere Lesart lautet wie folgt: R. Nathan lehrte: Die Schule Šammajs sagt, es gelte das Gelübde$fn11und nicht das Nazirat, und die Schule Hillels sagt, weder das Gelübde noch das Nazirat. Die Schule Šammajs ist der Ansicht R. Jehudas und die Schule Hillels ist der Ansicht R. Šimo͑ns$fn16."
Nazir 9b:2,"Dort haben wir gelernt: Sagte jemand, er gelobe ein Speisopfer aus Gerste, so bringe er es aus Weizen$fn17; wenn aus Mehl, so bringe er es aus Feinmehl; wenn ohne Öl und Weihrauch, so bringe er auch Öl und Weihrauch; wenn ein halbes I͑saron, so bringe er ein ganzes I͑saron$fn18; wenn anderthalb I͑saron, so bringe er zwei. R. Šimo͑n befreit davon, da er nicht so gelobt hat, wie man geloben$fn19soll. Wer ist der Autor, welcher lehrt, daß, wenn jemand ein Speisopfer aus Gerste gelobt hat, er es aus Weizen bringe? Ḥizqija erwiderte: Über diese Lehre besteht ein Streit, und hier ist die Ansicht der Schule Šammajs vertreten. Die Schule Šammajs ist der Ansicht, daß, wenn er ‘inbezug auf Dörr- und Preßfeigen’ gesagt hat, er Nazir$fn20sei, ebenso muß derjenige, der ‘aus Gerste’ gesagt hat, es aus Weizen bringen. R. Joḥanan erwiderte: Du kannst auch sagen, aller Ansicht, wenn er nämlich sagt, daß, falls er gewußt hätte, daß man nicht so geloben könne, er nicht so, sondern anders$fn21gelobt haben würde."
Nazir 9b:3,"Ḥizqija sagte: Dies lehrten sie nur von dem Falle, wenn er ‘aus Gerste’ gesagt hat, wenn er aber ‘aus Linsen’ gesagt hat, so braucht er nichts$fn22darzubringen. Merke, Ḥizqija erklärte die Mišna nach der Schule Šammajs, und Linsen bei einem Speisopfer entsprechen Dörrfeigen bei einem Nazir$fn23, und die Schule Šammajs sagt ja, daß er Nazir sei$fn24!? – Ḥizqija ist davon$fn25zurückgetreten. – Weshalb ist er davon zurückgetreten? Raba erwiderte: Die Mišna war ihm schwierig: weshalb lehrt sie es von [einem Speisopfer aus] Gerste, sollte sie es von einem aus Linsen$fn26 lehren!? Vielmehr, erklärte Ḥizqija, lehrte es da die Schule Šammajs nach R. Jehuda$fn27. R. Joḥanan aber sagte: Auch wenn er ‘aus Linsen’ [gesagt hat]. – R. Joḥanan bezog es ja auf den Fall, wenn er sagt, daß, wenn er gewußt hätte, daß man nicht so geloben könne, er anders gelobt haben würde$fn28!? – Er sagte es nach der Ansicht Ḥizqijas: du bist davon deshalb zurückgetreten, weil er es nicht von einem aus Linsen lehrt, aber vielleicht ist es davon zu lehren nicht nötig. Wenn er ‘aus Linsen’ gesagt hat, so hat er selbstverständlich ein richtiges Speisopfer darzubringen, da anzunehmen ist, er wollte$fn29zurücktreten, und man sich nach der ersten Fassung$fn30richte; [man könnte aber glauben,] daß, wenn er ‘aus Gerste’ gesagt hat, er es wie folgt verstanden habe: wird es heilig gleich dem Speisopfer der Schwingegarbe und dem Speisopfer der Ehebruchsverdächtigten$fn31,"
