Index Title,Temurah
Temurah 12b:2,"D<small>AS</small> E<small>NTSÜNDIGUNGSWASSER WIRD SOLCHES &amp;C</small>. Wer ist der Autor? R. Ḥija b. Abba erwiderte im Namen R. Joḥanans: Es ist nicht R. Šimo͑n, denn es wird gelehrt: Hat er$fn266die Erde früher als das Wasser hineingetan, so ist es untauglich, nach R. Šimo͑n aber tauglich. – Was ist der Grund R. Šimo͑ns? – Es heißt:$fn257<i>und man nehme für den Unreinen von der Erde des verbrannten Sändopfers und tue darauf lebendes Wasser</i>, und hierzu wird gelehrt: R. Šimo͑n sagte: Ist es denn Erde, es ist ja Asche!? Die Schrift hat hier einen abweichenden Ausdruck gewählt, damit man dadurch [einen Schluß] durch Wortanalogie folgere: hierbei heißt es <i>Erde</i> und dort$fn266heißt es <i>Erde</i>, wie dort die Erde auf das Wasser, ebenso hier die Erde auf das Wasser, und wie es hier tauglich ist, wenn man die Erde früher als das Wasser hineingetan hat, ebenso ist es dort tauglich, wenn man die Erde früher als das Wasser hineingetan hat. – Woher dies hierbei? – Es sind zwei Schriftverse vorhanden: <i>er tue darauf</i>, demnach die Asche zuerst, und darauf heißt es:$fn267<i>lebendes Wasser in ein Gefäß</i>; wie ist dies nun zu erklären? Wenn er will, die Erde unten, und wenn er will, die Erde darüber. – Was ist der Grund unseres Autors? – Er erklärt: der Schluß des Schriftverses$fn268ist genau zu nehmen, und [die Worte] <i>er tue darauf</i> besagen, daß er sie mische. – Was veranlaßt dich, den Schluß des Schriftverses genau zu nehmen, vielleicht ist der Anfang genau zu nehmen!? – Dies kannst du nicht sagen; wie wir sonst überall finden, das Geeignetmachende$fn269oben, ebenso hierbei das Geeignetmachende oben."
Temurah 12b:3,"D<small>ER</small> G<small>UÄBERPFLUG MACHT</small> [<small>DIE</small> U<small>MGEBUNG</small>] <small>NICHT ZUM GRÄBERPFLUGE</small>. Unsere Mišna vertritt nicht die Ansicht R. Elie͑zers, denn wir haben gelernt: R. Elie͑zer sagt, der Gräberpflug mache [die Umgebung] zum Gräberpfluge. – Wie weit nach den Rabbanan? – Als R. Dimi kam, sagte er"
Temurah 13a:1,"im Namen des Reš Laqiš im Namen des R. Šimo͑n b. Abba, drei Felder$fn270 von zwei Furchenlängen$fn271. – Wieviel ist eine Furchenlänge? – Hundert Ellen. So wird auch gelehrt: Wer ein Grab auf ackert, macht einen Gräberpflug von einer Furchenlänge, hundert Ellen."
Temurah 13a:2,"K<small>EINE</small> H<small>EBE NACH DER</small> H<small>EBE &amp;C</small>. Wer ist der Autor unserer Mišna? – Fs ist R. A͑qiba, denn wir haben gelernt: Wenn Gesellschafter die Hebe für einander abgehoben haben, so ist, wie R. A͑qiba sagt, die Hebe beider ungültig, und wie die Weisen sagen, wenn der erste das richtige Maß abgehoben hat, die Hebe des zweiten ungültig, und wenn er nicht das richtige Maß abgehoben hat, die Hebe des zweiten gültig."
Temurah 13a:3,"U<small>MGETAUSCHTES BEWIRKT KEINEN</small> U<small>MTAUSCH</small>. Aus welchem Grunde? – Die Schrift sagt:$fn272<i>und sein Umgetauschtes</i>, nicht aber das Umgetauschte vom Umgetauschten."
Temurah 13a:4,"D<small>IE</small> G<small>EBURT BEWIRKT KEINEN</small> U<small>MTAUSCH</small>. Denn die Schrift sagt$fn272<i>es</i>, es und nicht seine Geburt."
Temurah 13a:5,"R. J<small>EHUDA SAGT, DIE</small> G<small>EBURT BEWIRKE</small> U<small>MTAUSCH</small>. Denn die Schrift sagt $fn272<i>sei</i>, und dies schließt die Geburt ein. – Und die Rabbanan!? – Dies schließt das Versehen$fn273ein, daß es dem Vorsätze gleiche."
Temurah 13a:6,"<sup>vi</sup> <b>B</b><small>EIM</small> G<small>EFLÜGEL- UND BEIM</small> S<small>PEISEOPFER GIBT ES KEINEN</small> U<small>MTAUSCH, DENN ES HEISST NUR</small>$fn272<i>Vieh</i>. G<small>EMEINDE UND</small> G<small>ESELLSCHAFTER KÖNNEN NICHT UMTAUSCHEN, DENN ES HEISST</small>:$fn272<i>er darf es nicht auswechseln und nicht umtauschen</i>. D<small>ER EINZELNE KANN UMTAUSCHEN, NICHT ABER KÖNNEN</small> G<small>EMEINDE UND</small> G<small>ESELLSCHAFTER UMTAUSCHEN</small>. H<small>EILIGES FÜR DEN</small> T<small>EMPELREPARATURFONDS KANN NICHT UMGETAUSCHT</small>$fn274<small>WERDEN</small>. R. Š<small>IMO͑N SPRACH</small>: D<small>ER</small> Z<small>EHNT WAR JA EINBEGRIFFEN</small>$fn275, <small>UND WENN ER BESONDERS HERVORGEHOBEN</small>$fn276<small>WIRD, SO BESAGT DIES: GLEICH DEM</small> Z<small>EHNTEN, DER</small> O<small>PFER EINES EINZELNEN IST, AUSGENOMMEN</small> G<small>EMEINDEOPFER, UND GLEICH DEM</small> Z<small>EHNTEN, DER</small> A<small>LTAROPFER</small>$fn277<small>IST, AUSGENOMMEN</small> O<small>PFERGABEN FÜR DEN</small> T<small>EMPELREPARATURFONDS</small>."
Temurah 13a:7,"GEMARA. Die Rabbanan lehrten: Man könnte glauben, Geheiligtes für den Tempelreparaturfonds könne umgetauscht werden, so heißt es$fn278<i>Opfer</i>, was wirklich ‘Opfer’ heißt, ausgenommen Heiliges für den Tempelreparaturfonds, das nicht ‘Opfer’ heißt. – Etwa nicht, es wird ja gelehrt: Unter <i>Opfer</i> könnte man auch Heiliges für den Tempelreparaturfonds verstehen, das ebenfalls Opfer genannt wird, wie es heißt:$fn279<i>wir bringen die Opfergabe des Herrn &amp;c.</i>, so heißt es:$fn280<i>und es zur Tür des Offenbarungszeltes nicht brinai</i>; ist es zur Tür des Offenbarungszeltcs zu bringen, so ist man dieserhalb wegen des Schlachtens außerhalb schuldig, und ist es nicht zur Tür des Offenbarungszeltes zu bringen, so ist man dieserhalb nicht wegen des Schlachtens außerhalb schuldig. Es heißt also ‘Opfer’!? R. Hanina erwiderte: Das ist kein Einwand; das eine nach R. Šimo͑n und das andere nach den Rabbanan. Nach R. Šimo͑n heißt es ‘Opfer’, nach den Rabbanan heißt es nicht ‘Opfer’. – Etwa nicht, es heißt ja: <i>wir bringen die Opfergabe des Herrn</i>!? – ‘Opfer des Herrn’ heißt es, ‘Opfer für den Herrn’ heißt es nicht."
Temurah 13a:8,"Die Rabbanan lehrten:$fn281<i>Er untersuche nicht, ob gut oder schlecht, und er tausche es nicht um</i>; wozu dies, es heißt ja bereits:$fn272<i>er soll es nicht auswechseln und nicht umtauschen, gutes auf schlechtes &amp;c</i>.? Da es heißt: <i>er soll es nicht auswechseln und nicht umtauschen</i>, so sind darunter Privatopfer und Gemeindeopfer, Altaropfer und Opfergaben für den Tempelreparaturfonds zu verstehen, und es heißt: <i>er untersuche nicht</i>$fn282. R. Šimo͑n sprach: Der Zehnt war ja einbegriffen, und wenn er besonders hervorgehoben wird, so besagt dies: wie der Zehnt Opfer eines einzelnen ist, Altaropfer ist, als Pflicht dargebracht wird, und nicht gemeinschaftlich dargebracht wird, ebenso alles, was Privatopfer ist, Altaropfer"
Temurah 13b:1,"ist, als Pflicht dargebracht wird, und nicht gemeinschaftlich dargebracht wird. Rabbi sagte: Wozu ist demnach$fn283der Zehnte besonders hervorgehoben worden? Um inbetreff des Umtauschens seines Namens und des Umtauschens seines Körpers einen Schluß zu folgern und dir zu sagen: das Eingetauschte seines Namens ist darzubringen$fn284, das Eingetauschte seines Körpers ist nicht darzubringen; das Eingetauschte seines Namens ist auszulösen, das Eingetauschte seines Körpers ist nicht auszulösen. Der Umtausch seines Körpers erfaßt sowohl das, was geeignet$fn285ist, als auch das, was nicht geeignet ist, der Umtausch seines Namens erfaßt nur das, was geeignet ist$fn286. – Ich will dir sagen: sollte es$fn287denn, weil der Allbarmherzige bei ihm erweitert hat, daß bei ihm auch ein Umtausch des Namens erfolgen kann, noch geringer$fn288sein!? – Freilich, denn wir sagen, was erweitert ist, ist erweitert, und was nicht erweitert ist, ist nicht erweitert. – Woher entnimmst du dies? R. Hona, Sohn des R. Jehošua͑, erwiderte: Weil dies$fn289ein Novum ist, und man halte sich nur an das Novum$fn290."
Temurah 13b:2,"R. Nahman b. Jiçḥaq sprach zu Raba: Nach R. Šimo͑n, welcher erklärt: was als Pflicht dargebracht$fn291wird, kann also nur das pf lieh tige Brandopfer umgetauscht werden, das freiwillige Brandopfer aber nicht!? Dieser erwiderte: Auch das freiwillige Brandopfer kann, da er es auf sich genommen$fn292hat, umgetauscht werden, und dies$fn293bezieht sich auf das Brandopfer, das von den Überschüssen$fn294dargebracht wird. – Welcher Ansicht ist er: ist er der Ansicht desjenigen, welcher sagt, Überschüsse seien für freiwillige Gemeindeopfer zu verwenden, so ist es ja selbstverständlich, daß es nicht umgetauscht werden kann, bei Gemeindeopfern gibt es ja keinen Umtausch!? – Vielmehr, R. Šimo͑n ist der Ansicht dessen, welcher sagt, Überschüsse seien für freiwillige Privatopfer zu verwenden. – Dieser Ansicht ist ja R. Elie͑zer, und er lehrt ausdrücklich, daß solches umgetauscht werden kann!? Es wird nämlich gelehrt: Das von den Überschüssen dargebrachte Brandopfer kann umgetauscht werden – so R. Elie͑zer. – R. Šimo͑n ist seiner Ansicht in der einen Sache und streitet gegen ihn in der andren Sache. R. Elie͑zer ist der Ansicht, das von den Überschüssen dargebrachte Brandopfer könne umgetauscht werden, er aber ist der Ansicht, es könne nicht umgetauscht werden. – Wieso fragte R. Abin demnach, wie es denn sei, wenn jemand ein Schuldopfer zur Sühne abgesondert und es umgetauscht hat, und nachdem er Sühne durch ein andres Schuldopfer erlangt$fn295hat, es Brandopfer$fn296geworden ist, ob man es wiederum umtauschen könne; nach wem: wenn nach R. Šimo͑n, so sagst du ja, R. Šimo͑n sei der Ansicht, das von den Überschüssen dargebrachte Brandopfer könne nicht umgetauscht werden!? – R. Abin fragte wie folgt: wenn du einen Autor findest, der der Ansicht R. Šimo͑ns ist, welcher sagt, man könne es nicht umtauschen und wiederum umtauschen, und auch der Ansicht R. Elie͑zers, welcher sagt, das von den Überschüssen dargebrachte Brandopfer könne umgetauscht werden, ist es fraglich, ob man bei zwei Körpern$fn297und einer Heiligkeit umtauschen kann. Und wenn du entscheidest, bei einer Heiligkeit nicht, wie ist es bei zwei Heiligkeiten und einem Körper$fn298. – Dies bleibt fraglich."
Temurah 13b:3,
Temurah 14a:1,"<sup>i</sup> <b>M</b>ANCHES <small>GILT BEI</small> P<small>RIVATOPFERN, WAS NICHT BEI</small> G<small>EMEINDEOPFERN, UND MANCHES BEI</small> G<small>EMEINDEOPFERN, WAS NICHT BEI</small> P<small>RIVATOPFERN</small>. P<small>RIVATOPFER KÖNNEN UMGETAUSCHT WERDEN</small>, G<small>EMEINDEOPFER KÖNNEN NICHT UMGETAUSCHT WERDEN; ALS</small> P<small>RIVATOPFER SIND</small> M<small>ÄNNCHEN UND</small> W<small>EIBCHEN GEEIGNET, ALS</small> G<small>EMEINDEOPFER SIND NUR</small> M<small>ÄNNCHEN GEEIGNET; BEI</small> P<small>RIVATOPFERN IST MAN HAFTBAR</small>$fn1 <small>FÜR SIE UND HAFTBAR FÜR IHRE</small> G<small>USSOPFER, BEI</small> G<small>EMEINDEOPFERN IST MAN NICHT HAFTBAR FÜR SIE UND NICHT HAFTBAR FÜR IHRE</small> G<small>USSOPFER, WOHL ABER IST MAN FÜR IHRE</small> G<small>USSOPFER HAFTBAR, SOBALD DAS</small> S<small>CHLACHTOPFER DARGEBRACHT WORDEN IST</small>. M<small>ANCHES GILT BEI</small> G<small>EMEINDEOPFERN, WAS NICHT BEI</small> P<small>RIVATOPFERN, DENN</small> G<small>EMEINDEOPFER VERDRÄNGEN DEN</small> Š<small>ABBATH UND DIE</small> U<small>NREINHEIT</small>$fn2, P<small>RIVATOPFER ABER VERDRÄNGEN NICHT DEN</small> Š<small>ABBATH UND NICHT DIE</small> U<small>NREINHEIT</small>. R. M<small>EÍR SPRACH</small>: D<small>IE</small> P<small>FANNOPFER DES</small> H<small>OCHPRIESTERS</small>$fn3 <small>UND DER</small> F<small>AHRE DES</small> V<small>ERSÖHNUNGSTAGES</small>$fn4 <small>SIND JA</small> P<small>RIVATOPFER, UND SIE VERDRÄNGEN DEN</small> Š<small>ABBATH UND DIE</small> U<small>NREINHEIT; VIELMEHR, WEIL FÜR DIESE EINE</small> Z<small>EIT FESTGESETZT IST</small>$fn5."
Temurah 14a:2,"GEMARA. P<small>RIVATOPFER KÖNNEN UMGETAUSCHT WERDEN &amp;C</small>. Ist dies denn eine stichhaltige Regel, das Geflügel[opfer] ist ja Privatopfer, und es kann nicht umgetauscht werden!? – Diese Lehre bezieht sich auf das Vieh. – Die Geburt$fn6 ist ja Privatopfer, und es kann nicht umgetauscht werden!? – Hier ist die Ansicht R. Jehudas vertreten, welcher sagt, die Geburt könne umgetauscht werden. – Das Eingetauschte selbst ist ja Privatopfer, und das Eingetauschte kann nicht umgetauscht werden!? – Er lehrt dies nur vom originären Schlachtopfer. – Da du nun darauf gekommen bist, kannst du auch sagen, dies gelte nach den Rabbanan, denn er lehrt dies nur vom originären Schlachtopfer."
Temurah 14a:3,"A<small>LS</small> P<small>RIVATOPFER SIND</small> M<small>ÄNNCHEN UND</small> W<small>EIBCHEN GEEIGNET</small>. Ist dies denn eine stichhaltige Regel, das Brandopfer ist ja Privatopfer, und als solches ist nur ein Männchen und kein Weibchen darzubringen!? – Es gibt das Geflügel-Brandopfer, denn es wird gelehrt: Es gibt Männlichkeit und Weiblichkeit beim Vieh und es gibt$fn7 nicht Männlichkeit und Weiblichkeit beim Geflügel. –. Das Sündopfer ist ja Privatopfer, und als solches ist nur ein Weibchen und kein Männchen darzubringen!? – Es gibt ja den Ziegenbock des Fürsten$fn8, der ein Männchen darbringt. – Es gibt ja das Schuldopfer, das Privatopfer ist, und als solches ist nur ein Männchen und nicht ein Weibchen darzubringen!? – Die Rabbanan sprechen nur von einem Opfer, das sowohl von einem Privaten als auch von einer Gemeinde darzubringen ist, das Schuldopfer aber ist nur von einem Privaten und nicht von einer Gemeinde darzubringen. Wenn du aber willst, sage ich, es heißt ja nicht alle Opfer, sondern: manches Opfer, nämlich Heilsopfer, die man, wenn man will, Männchen, und wenn man will, Weibchen, darbringen kann."
Temurah 14a:4,"B<small>EI</small> P<small>RIVATOPFERN IST MAN HAFTBAR &amp;C</small>. Woher dies? – Die Rabbanan lehrten: $fn9<i>Die Gebühr jeden Tages</i>, dies lehrt, daß der ganze Tag für die Zusatzopfer zulässig ist; $fn9<i>an seinem Tage</i>, dies lehrt, daß, wenn der Tag vorüber ist, und man sie nicht dargebracht hat, man nicht haftbar ist. Man könnte glauben, man sei für die Gußopfer nicht haftbar, auch wenn das Schlachtopfer dargebracht worden ist, so heißt es:$fn10<i>ihre Speisopfer und ihre Gußopfer</i>, auch nachts; <i>ihre Speisopfer und ihre Gußopfer</i>, auch am folgenden Tage. Reš Laqiš entnimmt dies aus folgendem:$fn11<i>Außer den Šabbathen des Herrn</i>$fn12. Und beides ist nötig. Würde der Allbarmherzige nur geschrieben haben: <i>außer den Šabbathen des Herrn</i>, so könnte man glauben, nur am Tage und nicht nachts, so heißt es: <i>ihre Speisopfer und ihre Gußopfer</i>. Und würde der Allbarmherzige nur geschrieben haben: <i>ihre Speisopfer und ihre Gußopfer</i>, und nicht: <i>außer den Šabbathen des Herrn</i>, so könnte man glauben, nur nachts und nicht am Tage, und zwar deshalb, weil bezüglich der Opfer die Nacht zum Tage gehört$fn13. Daher ist beides nötig. – Sind denn Gußopfer nachts darzubringen, wir haben ja gelernt: Ich weiß nur von Dingen, die nachts dargebracht werden, beispielsweise Opferglieder und Schmer, dass man sie von Sonnenuntergang ab hinauflcge und während der ganzen Nacht verzehren lasse, woher dies von Dingen, die am Tage dargebracht werden, beispielsweise der Haufe$fn14, der Weihrauch und das Speisopfer der Gußopfer, daß man sie vom Sonnenuntergänge ab hinauflege? – ‘Vom Sonnenuntergänge ab’, wie kommst du darauf, du sagtest ja, es seien Dinge, die am Tage darzubringen sind!? – Vielmehr, mit$fn15Sonnenuntergang. – Woher, daß man sie während der ganzen Nacht verzehren lasse? Es heißt:$fn16<i>dies ist das Gesetz des Brandopfers</i>, einschließend. Er lehrt also, Gußopfer seien am Tage [darzubringen]!? Rami b. Ḥama erwiderte: Das ist kein Einwand; eines gilt von der Heiligung$fn17und eines gilt von der Darbringung. Raba sprach zu ihm: Wenn sie geheiligt werden können, können sie auch dargebracht werden. Es wird nämlich gelehrt: Die Regel hierbei ist: Was am Tage dargebracht wird, ist nur am Tage zu heiligen, was nachts dargebracht wird, ist nachts zu heiligen, und was am Tage und nachts, ist sowohl am Tage als auch nachts zu heiligen. Vielmehr, erwiderte R. Joseph, man streiche aus dieser die Lehre ‘das Speisopfer der Gußopfer’."
Temurah 14a:5,"Als R. Dimi hinaufging, traf er R. Jirmeja, der dasaß und im Namen des R. Jehošua͑ b. Levi vortrug: Woher, daß die zum Speisopfer dargebrachten Gußopfer nur am Tage darzubringen sind? Es heißt:$fn18<i>für</i> <i>eure Gußopfer und eure Heilsopfer</i>; wie die Heilsopfer am Tage, ebenso die Gußopfer am Tage. Da sprach er: Fände ich jemand, der mir einen"
Temurah 14b:1,"Brief schriebe, so würde ich$fn19R. Joseph mitteilen lassen, daß man ‘das Speisopfer der Gußopfer’ aus der Lehre nicht streiche, und dennoch besteht kein Widerspruch; eines gilt von zum Schlachtopfer dargebrachten Gußopfern$fn20und eines gilt von besonders dargebrachten Gußopfern. – Dürfte er denn, auch wenn er [einen Schreiber] hätte, einen Brief senden, R. Abba, Sohn des R. Ḥija b. Abba, sagte ja im Namen des R. Joḥanan, das Schreiben von Halakhoth gleiche der Verbrennung der Tora, und wer aus ihnen$fn21 lernt, erhalte keine Belohnung!? R. Jehuda b. Naḥmani, der Dolmetsch des Reš Laqiš, trug nämlich vor: Ein Schriftvers lautet:$fn22<i>schreibe dir diese Worte auf</i>, und ein anderer Schriftvers lautet:$fn22<i>denn durch</i>$fn23<i>diese Worte</i>. Dies besagt dir, daß du mündliche Worte nicht schriftlich vortragen darfst, und schriftliche Worte nicht mündlich vortragen darfst. Ferner wurde in der Schule R. Jišma͑éls gelehrt: <i>Schreibe dir diese Worte auf</i>, diese darfst du schreiben, du darfst aber keine Halakhoth schreiben. – Ich will dir sagen, vielleicht ist es bei einer neuen Sache$fn24anders. So pflegten R. Joḥanan und Reš Laqiš am Šabbath die Agadabücher$fn25einzusehen. Sie legten wie folgt aus:$fn26<i>Wo es galt, für den Herrn zu handeln, brachen sie dein Gesetz</i>. Sie sagten nämlich: Lieber werde etwas aus der Tora aufgehoben, als daß die Gesetzeskunde in Jisraél in Vergessenheit gerate."
