Index Title,Yoma
Yoma 22a:2,"GEMARA. Weshalb hallen die Rabbanan dafür nicht von vornherein das Los eingeführt<sup>3</sup><i class=""footnote"">fn366,Wie bei allen anderen Dienstleistungen im Tempel.</i>? – Anfangs glaubten sie, daß [die Priester] darauf, da dies ein Nachtdienst ist, kein Gewicht legen und nicht kommen würden, als sie aber sahen, daß sie wohl kamen und in Gefahr gerieten, ordneten sie auch hierfür die Auslosung an. – [Das Verbrennen der] Opferglieder und des Schmers ist ja ebenfalls Nachtdienst<sup>4</sup><i class=""footnote"">fn367,Das Verbrennen der Opferglieder findet am Beginn der Nacht, das Abräumen der Asche am Schlüsse derselben statt.</i>, dennoch hatten die Rabbanan dafür die Auslosung angeordnet!? – Dies ist der Abschluß des Tagesdienstes. – Auch jenes ist ja Beginn des Tagesdienstes, denn R. Joḥanan sagte ja, daß, wenn [der Priester] die Hände zur Abhebung der Asche gewaschen hat, er sie am folgenden Tage nicht mehr zu waschen brauche, weil er sie bereits bei Beginn des Dienstes gewaschen hat!? – Lies: weil er sie schon bei Beginn für den Dienst gewaschen hat. – Manche lesen: Anfangs glaubten sie, daß es, da [die Priester] vom Schlafe benommen sind, dazu nicht kommen würde, als sie aber sahen, daß es wohl dazu kam und sie in Gefahr gerieten, ordneten sie auch hierfür Auslosung an. – Auch beim [Verbrennen der] Opferglieder und des Schmers sind sie ja vom Schlafe benommen, dennoch haben die Rabbanan dafür die Auslosung angeordnet!? – Anders ist das Schlafengehen als das Aufstehen<sup>5</sup><i class=""footnote"">fn368,Man kann eher den Schlaf überwinden als unausgeschlafen aufstehen.</i>. Ist denn die Anordnung aus diesem Grunde getroffen worden, sie war ja schon aus einem anderen Grunde nötig, denn es wird gelehrt, daß demjenigen, dem die Abhebung der Asche zufiel, auch die Herrichtung des Holzstoßes und [das Auflegen der] zwei Holzscheite zufiel<sup>6</sup><i class=""footnote"">fn369,Und da diese Arbeiten durch Auslosung verteilt wurden, so galt dies ohnehin auch für die Abhebung der Asche.</i>!? R. Aši erwiderte: Es sind zwei Anordnungen. Anfangs glaubten sie, sie würden nicht kommen, als sie aber sahen, daß sie wohl kamen und in Gefahr gerieten, ordneten sie hierfür die Auslosung an; als aber die Auslosung angeordnet worden war und sie nicht mehr kamen, indem sie sagten, wer weiß, ob wir herankommen, ordneten sie an, daß derjenige, dem die Abhebung der Asche zufiel, auch den Holzstoß herrichte und die zwei Holzscheite auflege, damit sie kommen und sich an der Auslosung beteiligen."
Yoma 22a:3,"W<small>AREN ES MEHRERE &C</small>. R. Papa sagte: Es ist mir klar, daß es nicht die vier Ellen auf der Erde<sup>7</sup><i class=""footnote"">fn370,Am Fuße der Altarrampe.</i> sind, denn wir haben gelernt, sie liefen die Altarrampe hinauf, auch sind es nicht die ersten<sup>8</sup><i class=""footnote"">fn371,Der Altarrampe.</i>, denn wir haben gelernt, sie liefen die Altarrampe hinauf, und nachher: wer früher als die anderen erreichte, ferner nicht in der Mitte<sup>8</sup><i class=""footnote"">fn371,Der Altarrampe.</i>, da sie nicht gekennzeichnet sind; es ist mir also klar, daß es die [vier Ellen] am Altar sind. Folgendes aber fragte R. Papa: Sind es vier Ellen einschließlich der Elle des Fundamentes und der Elle des Simses<sup>9</sup><i class=""footnote"">fn372,Um die Mitte des Altars.</i>, oder außer der Elle des Fundamentes,"
Yoma 22b:1,und der Elle des Simses? – Dies bleibt unentschieden.
Yoma 22b:2,"W<small>AREN ZWEI GLEICH</small> [<small>WEIT</small>], <small>SO SPRACH DER</small> B<small>EAMTE ZU IHNEN</small>: D<small>IE</small> F<small>INGER HOCH &C</small>. Es wird gelehrt: Streckt eure Finger zum Zählen vor. – Sollte er sie selber zählen!? Dies ist eine Stütze für R. Jiçḥaq, denn R. Jiçḥaq sagte, man dürfe Jisraél nicht zählen, auch nicht zu gottgefälligem Zwecke, denn es heißt:<sup>10</sup><i class=""footnote"">fn373,iSam. 11,8.</i><i>er zählte sie durch Scherben [Bezeq]</i>. R. Aši wandte ein: Woher, daß Bezeq Scherbenstreuen heiße, vielleicht ist es Ortsname, wie es heißt:<sup>11</sup><i class=""footnote"">fn374,Jud. 1,5.</i><i>da stießen sie auf Adoni-Bezeq [in Bezeq]</i>!? – Vielmehr hieraus:<sup>12</sup><i class=""footnote"">fn375,iSam. 15,4.</i><i>da bot Šaúl das Volk auf, und er zählte sie durch Schafe</i>."
Yoma 22b:3,"R. Elea͑zar sagte: Wer Jisraél zählt, übertritt ein Verbot, denn es heißt:<sup>13</sup><i class=""footnote"">fn376,Hos. 2,1.</i><i>es soll die Zahl Jisraéls dem Sande des Meeres gleich werden, es soll nicht gemessen und nicht gezählt werden</i>. R. Naḥman b. Jiçḥaq sagte, er übertrete zwei Verbote, denn es heißt: <i>es soll nicht gemessen und nicht gezählt werden</i>. R. Šemuél b.Naḥmani sagte: R. Jonathan wies auf einen Widerspruch hin; es heißt: <i>es soll die Zahl Jisraéls dem Sande des Meeres gleichen</i>, und es heißt: <i>es soll nicht gemessen und nicht gezählt werden</i>!? Das ist kein Widerspruch; dies, wenn Jisraél den Willen Gottes tut, und jenes, wenn es nicht den Willen Gottes tut, Rabbi erklärte im Namen des Abba Jose b. Dostaj: Das ist kein Widerspruch; dies durch Menschen und jenes durch den Himmel."
Yoma 22b:4,"R. Nehilaj b. Idi sagte im Namen Šemuéls: Sobald jemand zum Verwalter über die Gemeinde gesetzt wird, wird er reich; anfangs, heißt es, zählte er sie durch Scherben, später aber durch Lämmer. – Vielleicht waren es ihre!? – Demnach wäre dies ja keine Großtat<sup>14</sup><i class=""footnote"">fn377,Die aber die Schrift offenbar hervorheben will.</i>."
Yoma 22b:5,"<sup>15</sup><i class=""footnote"">fn378,iSam. 15,5.</i><i>Er stritt am Tale</i>, R. Mani erklärte, wegen der Angelegenheit dea Tales<sup>16</sup><i class=""footnote"">fn379,Wenn man einen Ermordeten auf dem Wege findet, so muß man unter verschiedenen Zeremonien in einem Tale einem Kalbe das Genick brechen; cf. Dt. Kap. 21.</i>. Als nämlich der Heilige, gepriesen sei er, zu Šaúl sprach:<sup>12</sup><i class=""footnote"">fn375,iSam. 15,4.</i><i>Geh und schlage A͑meleq</i>, erwiderte er: Wenn die Tora wegen einer Seele gesagt hat, daß man ein das Genick zu brechendes Kalb bringe, um wieviel mehr wegen all dieser Seelen! Und was hat, wenn ein Mensch gesündigt, das Vieh verschuldet!? Und was haben, wenn die Großen gesündigt, die Kleinen verschuldet!? Darauf ertönte eine Hallstimme und sprach:<sup>17</sup><i class=""footnote"">fn380,Ecc. 7,16.</i><i>Sei nicht allzu gerecht</i>. Als aber Šaúl zu Doég sprach: <sup>18</sup><i class=""footnote"">fn381,iSam. 22,18.</i><i>Tritt da hin und stoße die Priester nieder</i>, ertönte eine Hallstimme und sprach:<sup>19</sup><i class=""footnote"">fn382,Ecc. 7,17.</i><i>Frevle nicht allzu sehr</i>."
Yoma 22b:6,"R. Hona sagte: Wie wenig fühlt und merkt ein Mensch, wenn der Herr ihm hilft. Šaúl [fehlte] einmal, und es wurde ihm angerechnet, David [fehlte] zweimal, und es wurde ihm nicht angerechnet. – Wieso Šaúl einmal? – Beim Ereignis mit Agag<sup>20</sup><i class=""footnote"">fn383,Den er iregen den Befehl Gottes leben ließ; cf. iSam. 15,9ff.</i>. – Es gibt ja noch das Ereignis mit der Priesterstadt Nob<sup>21</sup><i class=""footnote"">fn384,Die er hinmorden ließ; cf. iSam. 22,19ff.</i>!? – [Nur] beim Ereignisse mit Agag heißt es:<sup>22</sup><i class=""footnote"">fn385,iSam. 15,11.</i><i>es reut mich, daß ich Šau͑l zum Könige gemacht habe</i>. – Wieso David zweimal? – [Beim Ereignis mit] Urija<sup>23</sup><i class=""footnote"">fn386,Cf. iiSam. Kap. 11.</i>und bei der Anstiftung<sup>24</sup><i class=""footnote"">fn387,Das Volk zu zählen; cf. ib. Kap. 24.</i>. – Es gibt ja noch das Ereignis mit der Bath Šeba͑<sup>25</sup><i class=""footnote"">fn388,Der er außerdem ehebrecherisch beigewohnt hatte.</i>!? – Wegen dieser wurde er auch bestraft, wie es heißt:<sup>26</sup><i class=""footnote"">fn389,iiSam. 12.6.</i><i>und das Lamm soll er vierfach bezahlen</i>: das Kind<sup>27</sup><i class=""footnote"">fn390,Der Bath Šeba͑, cf. iiSam. 12,14ff.</i>, Amnon, Tamar und Abšalom<sup>28</sup><i class=""footnote"">fn391,Die sämtlich bei seinem Leben starben.</i>. – Auch wegen jenes Ereignisses wurde er ja bestraft, wie es heißt:<sup>29</sup><i class=""footnote"">fn392,iiSam. 24,15.</i><i>da verhängte der Herr eine Pest über das Volk vom Morgen bis zur bestimmten Zeit</i>!? – Da wurde er selbst nicht bestraft. – Auch hierbei wurde ja nicht er selber bestraft!? – Freilich wurde er selbst bestraft, denn R. Jehuda sagte im Namen Rabhs: Sechs Monate war David aussätzig; das Synedrium zog sich von ihm zurück und die Göttlichkeit wich von ihm, denn es heißt:<sup>30</sup><i class=""footnote"">fn393,Ps. 119.79.</i><i>zu mir mögen zurückkehren, die dich fürchten, die deine Zeugnisse kennen</i>; ferner heißt es:<sup>31</sup><i class=""footnote"">fn394,Ib. 51,14.</i><i>gib mir die Freude deiner Hilfe zurück</i>. – Rabh sagte ja aber, David habe auch Verleumdung angehört!? – Nach Šemuél, welcher sagt, David habe keine Verleumdung angehört. Und nach Rabh, welcher sagt, David habe Verleumdung angehört, wurde er auch bestraft, denn R. Jehuda sagte im Namen Rabhs: Als David zu Mephibošeth sprach:<sup>32</sup><i class=""footnote"">fn395,iiSam. 19,30.</i><i>Ich habe bestimmt, daß du und Çiba das Feld teilen sollen</i>, ertönte eine Hallstimme und sprach: Reḥabea͑m und Jerobea͑m sollen das Königreich teilen."
Yoma 22b:7,"<sup>33</sup><i class=""footnote"">fn396,iSam,13,l.</i><i>Ein Jahr war Šaúl alt, als er König wurde</i>. R. Hona erklärte: Wie ein ein Jahr altes Kind, das den Geschmack der Sünde noch nicht gekostet hat. R. Naḥman b. Jiçḥaq wandte ein: Vielleicht wie ein ein Jahr altes Kind, das mit Dreck und Kot beschmutzt ist!? Als man darauf R. Naḥman beängstigende Vorstellungen im Traume sehen ließ, sprach er: Ich unterwerfe mich euch, Gebeine Šaúls, des Sohnes Qiš. Nachdem man ihn aber abermals beängstigende Vorstellungen im Traume sehen ließ, sprach er: Ich unterwerfe mich euch, Gebeine Šaúls, des Sohnes Qiš, des Königs von Jisraél."
Yoma 22b:8,"R. Jehuda sagte im Namen Šemuéls: Das Šaúische Königshaus hatte deshalb keine lange Dauer, weil es ganz ohne Makel war. R. Joḥanan sagte nämlich im Namen des R. Šimo͑n b.Jehoçadaq: Man setze zum Verwalter über die Gemeinde nur den ein, dem hinten ein Korb mit Kriechtieren<sup>34</sup><i class=""footnote"">fn397,Dh. dessen Familie nicht ganz makelfrei ist.</i>nachhängt, damit man, wenn er übermütig wird, sagen könne: Tritt zurück."
Yoma 22b:9,"R. Jehuda sagte im Namen Rabhs: Šaúl wurde deshalb bestraft, weil er auf die ihm gebührende Ehrung verzichtet hatte, denn es heißt:<sup>35</sup><i class=""footnote"">fn398,iSam. 10,27,</i><i>einige nichtswürdige Leute aber sagten: Was kann uns der helfen? und verachteten ihn und brachten ihm kein Geschenk; er aber war wie ein Schweigender</i>, und darauf folgt:<sup>36</sup><i class=""footnote"">fn399,ib. 11,1.</i><i>da zog Naḥaš der A͑mmoniter heran und belagerte Jabeš in Gilea͑d &c</i>."
Yoma 22b:10,"Ferner sagte R. Joḥanan im Namen des R.Šimo͑n b.Jehoçadaq: Ein Schriftgelehrter, der nicht rachsüchtig und nachtragend wie eine Schlange"
Yoma 23a:1,"ist, ist kein Schriftgelehrter. – Es heißt ja aber:<sup>37</sup><i class=""footnote"">fn400,Lev. 19,18.</i><i>du sollst nicht rachsüchtig und nachtragend sein</i>!? – Dies gilt von Geldangelegenheiten. Ea wird nämlich gelehrt: Was heißt ‘rachsüchtig’ und was heißt ‘nachtragend’? Wenn jemand einen bittet, ihm seine Sichel zu borgen, und dieser es ablehnt, worauf dieser am folgenden Tage jenen bittet, ihm seine Axt zu borgen, und jener erwidert: ich borge dir nicht, wie auch du mir nicht geborgt hast. Dies heißt ‘rachsüchtig’. Was heißt ‘nachtragend’? Wenn jemand einen bittet, ihm seine Axt zu borgen, und dieser es ablehnt, worauf dieser am folgenden Tage jenen bittet, ihm sein Gewand zu borgen, und jener erwidert: da hast du; ich bin nicht wie du, der du mir nicht geborgt hast. Dies heißt ‘nachtragend’. – Gilt dies etwa nicht von der persönlichen Kränkung, es wird ja gelehrt: Über diejenigen, die sich haben demütigen lassen, ohne andere zu demütigen, die ihre Schmähung anhören, ohne zu erwidern, die aus Liebe [zu Gott] handeln und sich der Züchtigung freuen, spricht die Schrift: <sup>38</sup><i class=""footnote"">fn401,Jud. 5,31.</i><i>die ihn lieben, sind wie der Aufgang der Sonne in ihrer Pracht</i>!? – Wenn er es nur im Herzen trägt. – Raba sagte ja aber, wer Unbill übergeht, dem übergehe man all seine Sünden!? – Wenn man ihn um Verzeihung bittet, und er verzeiht."
Yoma 23a:2,"W<small>IEVIEL STRECKTEN SIE VOR</small>? E<small>INEN ODER ZWEI &C</small>. Wenn sie zwei vorstrecken dürfen, um wieviel mehr einen! R. Ḥisda erwiderte: Das ist kein Einwand; das eine gilt von einem Gesunden und das andere von einem Kranken<sup>39</sup><i class=""footnote"">fn402,Der einen einzelnen Finger nicht bewegen kann.</i>. Es wird auch gelehrt: Sie streckten bloß einen [Finger] vor und nicht zwei; dies gilt nur von einem Gesunden, Kranke dürfen auch zwei vorstrecken. Vereinzelte<sup>40</sup><i class=""footnote"">fn403,Worunter die Gelehrten verstanden werden; cf. Tan. Fol. 10a.</i>dürfen auch zwei vorstrecken, jedoch wird nur einer gezählt. – Es wird ja aber gelehrt: Man darf [mit dem Zeigefinger] nicht den Mittelfinger und nicht den Daumen vorstrecken, wegen der Schwindler; hat einer den Mittelfinger vorgestreckt, so zähle man ihn mit, wenn aber den Daumen, so zähle man ihn nicht<sup>41</sup><i class=""footnote"">fn404,Zeigefinger und Mittelfinger können von einander nicht weit entfernt werden, somit ist ein Schwindel (für 2 Personen gezählt zu werden) nicht gut möglich, wohl aber Daumen und Zeigefinger.</i>mit, und außerdem erhält er vom Beamten Schläge mit dem Streifen!? – Mitgezählt wird auch nur ein [Finger]. – Was heißt Streifen? Rabh erwiderte: Ein Riemen; Was für ein Riemen? R. Papa erwiderte: Eine Araberpeitsche, die an der Spitze geteilt ist."
Yoma 23a:3,"Abajje sagte: Anfangs glaubte ich, in der Lehre, Ben Bibaj war über die Streifen gesetzt, seien die Dochte zu verstehen, wie wir gelernt haben, aus den Fetzen von den Beinkleidern der Priester und aus ihren Gürteln schnitt<sup>42</sup><i class=""footnote"">fn405,Hier wird dasselbe Wort(<span dir=""rtl"">פקיע</span>) verbal gebraucht.</i>man Dochte, die man zum Brennen verwendete; nachdem ich aber die Lehre hörte, [der betreffende Priester] erhielt außerdem Schläge mit dem Streifen, erkläre ich, unter Streifen seien die Riemen zu verstehen."
Yoma 23a:4,"E<small>INST LIEFEN ZWEI</small> [P<small>RIESTER</small>] <small>DIE</small> A<small>LTARRAMPE HINAUF UND WAREN GLEICH</small> [<small>WEIT</small>]. Die Rabbanan lehrten: Einst liefen zwei Priester die Altarrampe hinauf und waren gleich [weit], als aber einer innerhalb der vier Ellen des anderen diesen einholte, nahm dieser sein Messer und stieß es ihm ins Herz. Da trat R. Çadoq auf die Stufen der Vorhalle und sprach: Höret, Brüder aus dem Hause Jisraél! Es heißt: <sup>43</sup><i class=""footnote"">fn406,Dt. 21,1,2.</i><i>wenn ein Erschlagener auf dem Boden gefunden wird &c., so sollen deine Ältesten und Richter hinausgehen</i>; für wen haben wir nun das genickbrochene Kalb<sup>16</sup><i class=""footnote"">fn379,Wenn man einen Ermordeten auf dem Wege findet, so muß man unter verschiedenen Zeremonien in einem Tale einem Kalbe das Genick brechen; cf. Dt. Kap. 21.</i>zu bringen, für die Stadt oder für den Tempelhof!? Da brach das ganze Volk in Weinen aus. Hierauf kam der Vater des Jünglings, und als er ihn sich noch bewegen fand, sprach er: Möge mein Sohn eine Sühne für euch sein, er bewegt sich noch; das Messer ist nicht unrein geworden. Dies lehrt dich, daß die Reinigung der Tempelgeräte für sie schwerer war als das Blutvergießen, denn so heißt es auch:<sup>44</sup><i class=""footnote"">fn407,iiReg. 21,16.</i><i>dazu</i><sup>45</sup><i class=""footnote"">fn408,Dies war demnach nebensächlich.</i><i>vergoß Menaše viel unschuldiges Blut, bis er Jerušalem von Ende zu Ende damit erfüllt hatte</i>. – Welches Ereignis geschah zuerst: wollte man sagen, das vom Blutvergießen, wieso haben sie die Auslosung wegen eines Beinbruchs angeordnet, wo sie sie sogar wegen des Blutvergießens nicht angeordnet haben!? – Das vom Beinbruch geschah zuerst. – Wieso konnte er, nachdem die Auslosung angeordnet war, in seine vier Ellen kommen!? – Vielmehr, tatsächlich geschah das vom Blutvergießen zuerst, nur betrachteten sie es anfangs als außergewöhnlichen Fall, als die Weisen aber sahen, daß [die Priester] auch sonst in Gefahr gerieten, ordneten sie die Auslosung an."
Yoma 23a:5,"«Da trat R. Çadoq auf die Stufen der Vorhalle und sprach: Höret Brüder aus dem Hause Jisraél! Es heißt: <i>luenn ein Erschlagener auf dem Boden gefunden wird &c.</i>; für wen haben wir nun das genickbrochene Kalb zu bringen, für die Stadt oder für den Tempelhof.» Hat Jerušalem denn das genickbrochene Kalb zu bringen, von Jerušalem werden ja zehn Dinge gelehrt, und eines von ilinen ist, es bringe nicht das genickbrochene Kalb!? Ferner heißt es ja:<sup>46</sup><i class=""footnote"">fn409,Dt. 21,1.</i><i>und man nicht</i>"
Yoma 23b:1,"<i> weiß, wer ihn erschlagen hat</i>, während man hier wußte, wer ihn erschlagen hat!? – Vielmehr, [er sprach dies] nur, um heftiges Weinen hervorzurufen. – «Hierauf kam der Vater des Jünglings, und als er ihn sich noch bewegen fand, sprach er: Möge mein Sohn eine Sühne für euch sein; mein Sohn lebt noch &c. Dies lehrt dich, daß die Reinigung der Tempelgeräte für sie schwerer war als das Blutvergießen.» Sie fragten: War das Blutvergießen geringschätzig, während die Reinigung der Tempelgeräte ihre Bedeutung behalten hatte, oder hatte das Blutvergießen seine Bedeutung behalten, nur war die Reinigung der Tempelgeräte noch schwerer? – Komm und höre. Da der Talmud als Beleg anfülirt: <i>dazu vergoß Menaše viel unschuldiges Blut</i>, so ist hieraus zu entnehmen, daß das Blutvergießen geringschätzig war und die Reinigung der Tempelgeräte seine Bedeutung behalten hatte."
Yoma 23b:2,"Die Rabbanan lehrten:<sup>47</sup><i class=""footnote"">fn410,Lev. 6,4.</i><i>Hierauf ziehe er seine Kleider aus, lege andere an und schaffe die Asche hinaus</i>; man könnte glauben, wie am Versöhnungstage<sup>48</sup><i class=""footnote"">fn411,An dem der Hochpriester bei jeder Dienstverrichtung die Kleider wechselt.</i>, indem er die heiligen Gewänder ausziehe und die profanen anlege, so heißt es: <i>ziehe er seine Kleider aus und lege andere an</i>; er vergleicht die Kleider, die er anlegt, mit denen, die er auszieht: wie diese heilige sind, ebenso auch jene heilige. – Weshalb heißt es demnach: <i>andere</i>? – Einfachere als jene. R. Elie͑zer erklärte: <i>Andere und schaffe [die Asche]</i> hinaus, dies lehrt, daß gebrechenbehaftete Priester<sup>49</sup><i class=""footnote"">fn412,Das W. <i>andere</i> bezieht sich auf die Priester, dh. auch solche, die sonst zum Tempeldienste unzulässig sind.</i>zum Fortschaffen der Asche zulässig sind."
Yoma 23b:3,"Der Meister sagte: <i>Andere</i>, einfachere als jene. Dies nach einer Lehre der Schule R. Jišma͑éls, denn in der Schule R. Jišma͑éls wurde gelehrt: In den Kleidern, in denen man für seinen Herrn einen Topf gekocht hat, schenke man ihm keinen Becher ein."
Yoma 23b:4,"Reš Laqiš sagte, wie sie über das Hinausschaffen [der Asche] streiten, ebenso streiten sie über das Abheben; R. Joḥanan aber sagte, sie streiten nur über das Hinausschaffen, hinsichtlich des Abhebens aber stimmen alle überein, daß dies eine richtige Dienstverrichtung sei<sup>50</sup><i class=""footnote"">fn413,Und somit nur durch einen tauglichen Priester erfolgen darf.</i>. – Was ist der Grund Reš Laqiš’? – Er kann dir erwidern: wenn du sagen wolltest, dies sei eine richtige Dienstverrichtung, so gibt es ja einen Dienst, der in zwei Gewändern zulässig ist!? – Und R. Joḥanan!? – Der Allbarmherzige nennt nur Leibrock und Beinkleider, aber auch Kopftuch und Gürtel sind erforderlich. – Wozu werden diese genannt? –<sup>51</sup><i class=""footnote"">fn414,Lev. 6,3.</i><i>Sein Gewand aus Linnen</i>, dies besagt, daß es das ihm passende Maß<sup>52</sup><i class=""footnote"">fn415,<span dir=""rtl"">מד</span>, Obergewand, von <span dir=""rtl"">מדד</span>, messen.</i>haben müsse.<sup>51</sup><i class=""footnote"">fn414,Lev. 6,3.</i><i>Beinkleider aus Linnen</i>, dies deutet auf folgende Lehre: Woher, daß er nichts vor den Beinkleidern anziehen darf? Es heißt:<sup>51</sup><i class=""footnote"">fn414,Lev. 6,3.</i><i>Beinkleider aus Linnen soll er über seinen Leib ziehen</i>. – Und Reš Laqiš? – Daß es das ihm passende Maß haben müsse, [folgert er] aus dem Ausdrucke <i>Gewand</i><sup>53</sup><i class=""footnote"">fn416,Während das W. <i>Leibrock</i> zu erwarten wäre.</i>, und daß er nichts vor den Beinkleidern anziehen dürfe, folgert er aus [den Worten] <i>auf seinen Leib</i>."
