Index Title,Chagigah
Chagigah 5a:6,"R. Joḥanan weinte, wenn er herankam an den Schriftvers :$fn69<i>Wenn es dann von vielen Übeln und Drangsalen betroffen wird</i>. Gibt es ein Mittel für den Sklaven, für den sein Herr Übel und Drangsale ausfindig macht!? – Was heißt ‘Übel und Drangsale’? Rabh erwiderte: Übel, die einander bedrängen, beispielsweise Hornisse und Eidechse$fn70. Šemuél erklärte: Wenn jemand einem Armen Geld erst in seiner äußersten Not verschafft$fn71. Raba sprach: Das ist es, was die Leute sagen: Zum [Einkauf von] Getreide fehlt der Zuz, beim Anhängen$fn72ist er da."
Chagigah 5a:7,"$fn73<i>An diesem Tage wird mein Zorn über sie entbrennen und ich werde sie verlassen und mein Angesicht vor ihnen verbergen.</i> R. Bardela b. Ṭabjomi sagte im Namen Rabhs: Wem nicht das Angesicht verborgen bleibt, gehört nicht zu ihnen$fn74, wer nicht ausgeplündert wird, gehört"
Chagigah 5b:1,"nicht zu ihnen. Die Jünger sprachen zu Raba: Dem Meister ist ja weder das Angesicht verborgen, noch wird er ausgeplündert! Dieser erwiderte: Wißt ihr denn, wieviel ich heimlich an den König Sapor sende!? Die Jünger hatten aber bereits ihr Auge auf ihn gerichtet, und währenddessen wurden Leute vom König Sapor gesandt, die ihn ausplünderten. Da sprach er: Das ist es, was gelehrt wird: R. Šimo͑n b.Gamliél sagte: Wo die Weisen ihre Augen richten, ist entweder Tod oder Armut."
Chagigah 5b:2,"$fn75<i>Ich aber werde [an jenem Tage] gänzlich mein Gesicht vor ihnen verbergen</i>. Raba sagte: Der Heilige, gepriesen sei er, sprach: Wenn ich auch mein Gesicht vor ihnen verberge, so spreche ich dennoch mit ihnen im Traume. R. Joseph sagte: Seine Hand ist über uns ausgebreitet, denn es heißt :$fn76<i>mit dem Schatten meiner Hand bedeckte ich dich</i>."
Chagigah 5b:3,"R. Jehošua͑ b. Ḥananja befand sich einst beim Kaiser, und ein Minäer winkte ihm zu: Ein Volk, von dem sein Herr das Gesicht abgewandt. Da winkte er diesem zu: Seine Hand ist über uns ausgebreitet. Darauf fragte der Kaiser R. Jehošua͑ : Was winkte er dir zu? – Ein Volk, von dem sein Herr das Gesicht abgewandt hat, und ich winkte ihm zurück, seine Hand sei über uns ausgebreitet. Hierauf fragten sie jenen: Was winktest du ihm zu? – Ein Volk, von dem sein Herr das Gesicht abgewandt. – Und was winkte er dir zu? – Das weiß ich nicht. Da sprachen sie: Wie kann ein Mann, der nicht versteht, was man ihm zuwinkt, in Gegenwart des Kaisers winken!? Alsdann führten sie ihn ab und töteten ihn."
Chagigah 5b:4,"Als die Seele des R. Jehošua͑ b. Ḥananja zur Ruhe einkehren sollte, sprachen die Rabbanan zu ihm: Wer wird uns nun gegen die Minäer [verteidigen]? Dieser erwiderte:$fn77<i>Der Rat ist von den Verständigen</i>$fn78<i>fort, ihre Weisheit verlaufen;</i> sobald Rat von den Verständigen fort ist, so ist auch die Weisheit der weltlichen Völker verlaufen. Wenn du willst, sage ich: hieraus:$fn79<i>und er sprach: Laß uns aufbrechen und weiter ziehen; ich ziehe neben dir</i>$fn80."
Chagigah 5b:5,"Einst hörte R. Ila, als er die Treppe des Hauses des Rabba b. Šila bestieg, ein Kind folgenden Schriftvers lesen :$fn81<i>Denn fürwahr, er ist es, der die Berge gebildet und den Wind geschaffen hat, der dem Menschen sagt, was er gesprochen hat</i>. Da sprach er: Gibt es ein Mittel für den Sklaven, den sein Herr wegen jedes Gespräches zur Rede stellt!? – Was heißt: was er gesprochen hat? Rabh erwiderte: Selbst wegen eines unnötigen Gespräches, das ein Mann mit seiner Frau führt, stellt man ihn beim Sterben zur Rede. – Dem ist ja aber nicht so!? Einst legte sich R. Kahana unter das Bett Rabhs, und er hörte ihn plaudern und scherzen und das Nötige tun; da sprach er: Der Mund Rabhs scheint noch keine Speise gekostet$fn82zu haben! Jener sprach zu ihm: Kahana, geh hinaus, dies ist unschicklich! – Das ist kein Einwand; das eine, wenn man sie geneigt machen muß, und das eine, wenn man sie nicht geneigt zu machen braucht."
Chagigah 5b:6,"$fn83<i>Wenn ihr aber nicht darauf hört, so will ich im Verborgenen weinen, wegen des Stolzes</i>. R. Šemuél b. Inja sagte im Namen Rabhs: Der Heilige, gepriesen sei er, hat einen Ort, der Verborgenes heißt. – Was heißt: wegen des Stolzes? R. Šemuél b. Jiçḥaq sagte: Wegen des Stolzes, der Jisraél abgenommen und den weltlichen Völkern gegeben worden ist. R. Šemuél b. Naḥmani sagte : Wegen des Stolzes der himmlischen Herrschaft. – Gibt es denn beim Heiligen, gepriesen sei er, ein Weinen, R. Papa sagte ja, vor dem Heiligen, gepriesen sei er, gebe es keine Traurigkeit, denn es heißt: $fn84<i>Schönheit und Pracht vor ihm, Stärke und Frohlocken an seinem Wohnsitze</i>!? – Das ist kein Einwand; eines gilt von den inneren Räumen und eines gilt von den äußeren Räumen. – In den äußeren etwa nicht, es heißt ja aber:$fn85<i>und Gott, der Herr der Heerscharen, rief an jenem Tage zum Weinen und zum Klagen und zum Glatzescheren und zum Anlegen von Säcken</i>!? – Anders war es bei der Zerstörung des Tempels, worüber sogar die Friedensengel weinten, wie es heißt :$fn86<i>da jammerten draußen die Edlen, die Friedensengel weinten bitterlich.</i>"
Chagigah 5b:7,"$fn83<i>Und unaufhörlich (Tränen) tränen, ja, in Tränen zerfließen soll mein Auge, weil die Herde des Herrn gefangen wurde.</i> R. Elea͑zar sagte: Worauf deuten diese drei ‘Tränen’? Einmal über die Zerstörung des ersten Tempels, einmal über die Zerstörung des zweiten Tempels und einmal über Jisraél, das aus seiner Stätte verbannt worden ist. Manche erklären: Einmal über die Aussetzung des Torastudiums. – Einleuchtend ist es nach demjenigen, welcher erklärt: über Jisraél, das aus seiner Stätte verbannt worden ist, denn es heißt: <i>weil die Herde des Herrn gefangen wurde,</i> wieso aber heißt es: <i>weil die Herde des Herrn gefangen wurde,</i> nach demjenigen, welcher erklärt: über die Aussetzung des Torastudiums!? – Ist Jisraél aus seiner Stätte verbannt, so gibt es ja keine größere Aussetzung des Torastudiums als dies."
Chagigah 5b:8,"Die Rabbanan lehrten: Über drei weint der Heilige, gepriesen sei er, täglich: über einen, dem es möglich ist, sich mit der Tora zu befassen, es aber nicht tut, über einen, dem es nicht möglich ist, sich mit der Tora zu befassen, es aber dennoch tut, und über einen Gemeindevorsteher, der sich gegen die Gemeinde hochmütig gebart."
Chagigah 5b:9,"Einst hielt Rabbi das Buch der Klagelieder und las daraus; als er herankam an den Vers:$fn87<i>Vom Himmel warf er zur Erde</i>, fiel es ihm aus der Hand, und er rief: Von einem so hohen Dache in eine so tiefe Grube !"
Chagigah 5b:10,"Rabbi und R. Ḥija befanden sich einst auf einer Wanderreise, und als sie in eine Stadt kamen, sprachen sie: Wohnt hier ein Gelehrter, so wollen wir ihn besuchen. Da berichtete man ihnen: Hier gibt es einen Gelehrten, und er ist blind. Darauf sprach R. Ḥija zu Rabbi: Bleibe du hier, du darfst deine Fürstenwürde nicht herabsetzen; ich werde ihn besuchen gehen. Dieser aber hielt ihn fest und ging mit. Als sie sich von jenem verabschiedeten, sprach er zu ihnen: Ihr habt einen besucht, der gesehen wird und nicht sieht, möge es euch beschieden sein, den zu besucnen, der sieht und nicht gesehen wird. Da sprach [Rabbi zu R. Ḥija]: Fast hättest du mir diesen Segen vorenthalten. Alsdann fragten sie ihn: Von wem hast du dies$fn88gehört? – Ich habe dies bei einem Vortrage des R. Ja͑qob gehört. R. Ja͑qob aus Kephar Ḥiṭja pflegte seinen Lehrer täglich zu besuchen. Als er alt wurde, sprach jener zu ihm: Möge sich der Meister nicht bemühen, da er es nicht kann! Dieser aber erwiderte: Nicht gering ist das, was von den Rabbanan geschrieben steht$fn89<i>damit er immer fortlebe, die Grube wird er nicht sehen; er sieht, wie die Weisen sterben</i>. Wenn nun derjenige, der die Weisen bei ihrem Sterben sieht, fortleben wird, um wieviel mehr derjenige, der sie bei ihrem Leben sieht."
Chagigah 5b:11,"R. Idi, der Vater des R. Ja͑qob b. Idi, pflegte drei Monate auf der Reise zu verbringen$fn90und einen Tag im Lehrhause, und die Jünger nannten ihn ‘Eintagsschüler’. Darüber war er niedergeschlagen, und er las über sich :$fn91<i>der Spott meiner Genossen map ich sein.</i> Da sprach R. Joḥanan zu ihm: Ich bitte dich, du sollst keine Strafe über die Jünger heraufbeschwören! Darauf ging R. Joḥanan ins Lehrhaus und trug vor:$fn92<i>Tag für Tag forschen sie nach mir, und nach der Kenntnis meiner Wege verlangen sie.</i> Forscht man denn nach ihm nur am Tage und nicht auch nachts? Vielmehr besagt dies, daß, wenn jemand sich auch nur einen Tag im Jahre mit der Tora befaßt, die Schrift es ihm anrechnet, als hätte er sich damit das ganze Jahr hindurch befaßt. Dasselbe gilt auch von der Strafe. Es heißt :$fn93<i>entsprechend den Tagen, in denen ihr das Land ausgekundschaftet habt;</i> haben sie denn vierzig Jahre gesündigt, sie haben ja nur vierzig Tage gesündigt!? Dies besagt vielmehr, daß, wenn jemand auch nur einen Tag im Jahre eine Sünde begeht, die Schrift es ihm anrechnet, als hätte er dies das ganze Jahr hindurch getan."
Chagigah 5b:12,W<small>ELCHES</small> [K<small>IND</small>] <small>HEISST</small> [<small>DIESBEZÜGLICH</small>] <small>MINDERJÄHRIG?</small> D<small>AS NICHT AUF</small>
Chagigah 6a:1,"<small>SEINES</small> V<small>ATERS</small> S<small>CHULTERN REITEND</small> &amp;<small>C</small>. R. Zera wandte ein: Wer brachte es denn bis da$fn94!? Abajje erwiderte: Bis da brachte es seine Mutter, die zur Festfreude ebenfalls verpflichtet ist, von da ab ist es nur dann verpflichtet, wenn es an des Vaters Hand sich haltend von Jerušalem auf den Tempelberg hinaufsteigen kann, wenn aber nicht, so ist es frei. Rabbi wandte anstelle der Schule Hilleis gegen die Ansicht der Schule Šammajs ein:$fn95<i>Und Ḥanna ging nicht hinauf, sondern sie sprach zu ihrem Manne: Wenn der Knabe entwöhnt wird, so bringe ich ihn hin.</i> Šemuél konnte es ja$fn96auf seines Vaters Schultern reitend!? Sein Vater entgegnete: Auch nach deiner Ansicht ist ja einzuwenden: War denn Ḥanna selbst nicht zur Festfreude verpflichtet!? Vielmehr ist zu erklären: Ḥanna hatte an Šemuél eine besondere Zartheit beobachtet, und sie fürchtete, die Reise könnte ihn zu sehr anstrengen."
Chagigah 6a:2,"R.Šimo͑n fragte: Wie verhält es sich mit einem lahmen Kinde nach der Schule Šammajs und einem blinden nach der Ansicht beider? – In welchem Falle: wollte man sagen, einem lahmen, das nicht mehr normal, oder einem blinden, das nicht mehr sehend werden kann, so ist ja, wenn dann sogar ein Erwachsener frei ist, ein Kind erst recht frei!? – In dem Falle, wenn es lahm ist und normal werden kann, blind ist und sehend werden kann; wie ist es dann? Abajje erwiderte: In einem Falle, in dem ein Erwachsener nach der Tora verpflichtet ist, ist ein Kind rabbanitisch einzuüben, und in einem Falle, in dem ein Erwachsener nach der Tora frei ist, ist das Kind auch rabbanitisch frei."
Chagigah 6a:3,"D<small>IE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, DAS</small> B<small>ESUCHSOPFER ZWEI</small> S<small>ILBER</small>[<small>MAA͑</small>] &amp;<small>C</small>. Die Rabbanan lehrten: Die Schule Šammajs sagt, das Besuchsopfer zwei Silber[maa͑] und das Festopfer eine Maa͑, denn das Besuchsopfer ist ein Brandopfer ganz für Gott, was beim Festopfer nicht der Fall ist. Ferner finden wir, daß die Schrift für das Wochenfest mehr Brandopfer als Heilsopfer$fn97angeordnet hat. Die Schule Hillels sagt, das Besuchsopfer eine Silbermaa͑ und das Festopfer zwei Silber [maa͑], denn Festopfer wurden schon vor der Gesetzgebung$fn98dargebracht, was beim Besuchsopfer aber nicht der Fall ist. Ferner finden wir, daß die Schrift für die Fürsten$fn99mehr Heilsopfer als Brandopfer angeordnet hat. – Weshalb ist die Schule Hillels nicht der Ansicht der Schule Šammajs, du sagst ja, das Besuchsopfer sei bedeutender, denn es ist ein Brandopfer ganz für Gott!? – Im Gegenteil, das Festopfer ist ja bedeutender, denn bei diesem gibt es zweierlei Verzehrung$fn100. Wenn du aber erwiderst, man folgere vom Wochenfeste, so ist wohl von einem Privatopfer auf ein Privatopfer zu schließen, nicht aber von einem Gemeindeopfer auf ein Privatopfer zu schließen. – Weshalb ist die Schule Šammajs nicht der Ansicht der Schule Hillels, du sagst ja, das Festopfer sei bedeutender, denn es ist schon vor der Gesetzgebung dargebracht worden!? – Auch das Besuchsopfer$fn101ist schon vor der Gesetzgebung dargebracht worden. Wenn du aber einwendest, man folgere diesbezüglich von den Opfern der Fürsten, so ist wohl von einer Sache, die für immer gilt, auf eine Sache, die für immer gilt, zu schließen, nicht aber ist von einer Sache, die nicht für immer gilt, auf eine Sache, die für immer gilt, zu schließen. – Nach der Schule Hillels wurden vor der Gesetzgebung Festopfer dargebracht, wie es heißt :$fn102<i>und sie opferten Heilsopfer,</i> und ebenso wurden ja auch Besuchsopfer$fn101dargebracht, denn es heißt :$fn102<i>und sie brachten Brandopfer dar</i>!? – Die Schule Hilleis ist der Ansicht, das Brandopfer, das die Jisraéliten in der Wüste darbrachten, war das beständige Opfer. – Und die Schule Šammajs!? – Sie ist der Ansicht, das Brandopfer, das die Jisraéliten in der Wüste darbrachten, war ein Besuchsopfer$fn101."
Chagigah 6a:4,"Abajje sagte: Die Schule Šammajs, R. Elea͑zar und R. Jišma͑él sind alle der Ansicht, das Brandopfer, das die Jisraéliten in der Wüste darbrachten, war ein Besuchsopfer. Die Schule Hilleis, R. A͑qiba und R. Jose der Galiläer sind alle der Ansicht, das Brandopfer, das die Jisraéliten in der Wüste darbrachten, war das beständige Opfer. Die Schule Šammajs, wie wir bereits gesagt haben. R. Jišma͑él, denn es wird gelehrt:"
Chagigah 6b:1,"R. Jišma͑él sagte: das Allgemeine wurde am Sinaj angeordnet und die Einzelheiten wurden im Offenbarungszelte angeordnet. R. A͑qiba sagte: Das Allgemeine und die Einzelheiten wurden am Sinaj angeordnet, im Offenbarungszelte wiederholt und in A͑rboth Moáb$fn103verdreifacht. Wieso kann nun das Brandopfer, das die Jisraéliten in der Wüste darbrachten, das beständige Opfer gewesen sein, demnach würde ja [dieses] Opfer ursprünglich des Enthäutens und des Zerschneidens$fn104nicht benötigt haben, später aber$fn105wohl. R. Elea͑zar, denn es wird gelehrt :$fn106<i>Das beständige Brandopfer, das am Berge Sinaj hergerichtet ward</i>. R. Elea͑zar sagte: Am Sinaj wurde die Herrichtung nur geboten, tatsächlich hergerichtet wurde es da aber$fn107nicht. R. A͑qiba sagte : Es wurde da auch dargebracht, und nicht mehr eingestellt; [wenn es aber heißt:]$fn108<i>habt ihr mir etwa in der Wüste vierzig Jahre hindurch Opfer oder Gaben dargebracht, Haus Jisraél</i>? so ist zu erklären, der Stamm Levi, der sich am Götzendienste nicht beteiligt hatte, brachte es dar. Die Schule Hillels, wie wir bereits gesagt haben. R. A͑qiba, wie wir bereits gesagt haben. R. Jose der Galiläer, denn es wird gelehrt : R. Jose der Galiläer sagte : Drei Gebote sind Jisraél bei der Wallfahrt auferlegt worden: das Besuchsopfer, das Festopfer und die Festfreude. Das Besuchsopfer ist beiden anderen überlegen, das Festopfer ist beiden anderen überlegen und die Festfreude ist beiden anderen überlegen. Das Besuchsopfer ist beiden anderen überlegen, indem dieses ein Brandopfer ganz für Gott ist, was bei jenen nicht der Fall ist. Das Festopfer ist beiden anderen überlegen, indem es schon vor der Gesetzgebung dargebracht worden ist, was bei jenen nicht der Fall ist. Die Festfreude ist beiden anderen überlegen, indem sie Pflicht für Männer und Frauen ist, was bei jenen nicht der Fall ist. – Du läßt R. Jišma͑él deshalb die Ansicht der Schule Šammajs vertreten, weil, wenn man sagen wollte, das Brandopfer, das die Jisraéliten in der Wüste darbrachten, sei das beständige Opfer gewesen, dieses ursprünglich des Enthäutens und des Zerschneidens nicht benötigt haben würde, später aber wohl; aber R. Jose der Galiläer sagt ja ausdrücklich, das Brandopfer, das die Jisraéliten in der Wüste darbrachten, war das beständige Opfer, es benötigte ursprünglich nicht des Enthäutens und des Zerschneidens, später aber wohl!? Es wird nämlich gelehrt: R. Jose der Galiläer sagte, das Brandopfer, das die Jisraéliten in der Wüste darbrachten, benötigte nicht des Enthäutens und des Zerschneidens, weil dies erst nach Errichtung des Offenbarungszeltes zu erfolgen hatte!? – Streiche R. Jišma͑él."
Chagigah 6b:2,"R. Ḥisda fragte: Ist zu erklären:$fn109<i>dann sandte er die Jünglinge der Kinder Jisraél, und sie brachten Brandopfer dar,</i> nämlich Schafe, <i>und sie brachten Heilsopfer dar, Rinder;</i> oder aber beides Rinder? – Worin besteht der Unterschied? Mar Zuṭra erwiderte: In der Akzententeilung$fn110. R. Aḥa, der Sohn Rabas, erwiderte: [In einem Falle,] wenn jemand gesagt hat: ‘ich nehme auf mich [die Darbringung] eines Brandopfers gleich dem, das die Jisraéliten in der Wüste dargebracht hatten’ : hat er ein Rind oder ein Schaf darzubringen? – Dies bleibt unentschieden."
Chagigah 6b:3,Dort haben wir gelernt: Folgende Dinge haben$fn111kein festgesetztes
Chagigah 7a:1,"Maß : Der Eckenlaß, die Erstlinge, das Erscheinen, die Wohltätigkeit und das Studium der Tora. R. Joḥanan sagte: Wir glaubten, das Besuchsopfer habe kein Höchstmaß, wohl aber ein Mindestmaß, da kam aber R. Oša͑ja Berabbi und lehrte, das Besuchsopfer habe überhaupt kein Maß, weder nach oben noch nach unten; jedoch sagten die Weisen, das Besuchsopfer [mindestens] eine Maa͑ und das Festopfer [mindestens] zwei Silber[maa͑]."
