Index Title,Nedarim
Nedarim 8a:1,"darf, ein Gebot auszuüben? Es heißt:$fn106<i>ich habe geschworen und halte es, deine gerechten Gebote zu beobachten</i>. – [Diesbezüglich] war er ja bereits vom Berge Sinaj her$fn107mit einem Schwure belegt!? – Vielmehr, er lehrt uns folgendes: es ist jedem erlaubt, sich hierzu anzuspornen."
Nedarim 8a:2,"R. Gidel sagte [ferner] im Namen Rabhs: Sagt jemand: ich will früh aufstehen und diesen Abschnitt lernen, diesen Traktat lernen, so hat er dem Gott Jisraéls ein großes Gelübde getan. – Er ist ja bereits mit einem Schwure$fn107belegt, und ein Schwur erstreckt sich ja nicht auf einen Schwur!? Er lehrt uns somit, daß dies nur eine Anspornung ist, und dies ist ja mit der vorangehenden [Lehre] R. Gidels identisch!? – Folgendes lehrt er uns: weil er, wenn er wollte, durch das Lesen des Šema͑ morgens und abends sich davon befreien$fn109könnte, durch den Schwur aber ist er gebunden."
Nedarim 8a:3,"R. Gidel sagte [ferner] im Namen Rabhs: Sagt jemand zu seinem Nächsten; wir wollen früh aufstehen und diesen Abschnitt lernen, so muß er$fn110aufstehen, denn es heißt:$fn111<i>und er sprach zu mir: auf, geh in das Tal hinaus, dort will ich mit dir reden. Da machte ich mich auf und ging in das Tal hinaus, und siehe, da stand die Herrlichkeit des Herrn</i>."
Nedarim 8a:4,"R. Joseph sagte: Hat man einen im Traume in den Bann getan, so braucht er zehn Personen, um ihn ihm aufzulösen, und zwar solche, die Halakha gelernt, nicht aber solche, die nur [Mišna] gelernt$fn112haben. Sind keine anwesend, die Halakha gelernt, dann auch solche, die [nur Mišna] und nicht Halakha gelernt haben. Sind keine anwesend, so setze er sich an einen Scheideweg und begrüße$fn113zehn Personen, bis er zehn findet, die Halakha gelernt haben. Rabina fragte R. Aši: Kann, wenn er weiß, wer ihn in den Bann getan hat, dieser ihn ihm auflösen? Dieser erwiderte: Man machte ihn zum Vertreter, über ihn den Bann zu verhängen, nicht aber machte man ihn zum Vertreter, ihn ihm aufzulösen. R. Aḥa fragte R. Aši: Wie ist es, wenn man einen im Traume in den Bann getan und ihn ihm aufgelöst hat? Dieser erwiderte: Wie kein Getreide ohne Spreu, so kein Traum ohne Albernheit$fn114."
Nedarim 8b:1,
Nedarim 8b:2,"Die Frau des Rabina tat ein Gelübde. Da kam er zu R. Aši und fragte ihn, ob der Ehemann Vertreter inbetreff des Bereuens$fn115seiner Frau sein könne. Dieser erwiderte: Sind sie$fn116beisammen, dann wohl, sonst aber nicht. Hieraus ist dreierlei zu entnehmen; es ist zu entnehmen, der Ehemann könne Vertreter inbetreff des Bereuens seiner Frau sein; es ist zu entnehmen, es sei ungehörig, in der Ortschaft seines Lehrers ein Gelübde$fn117aufzulösen; und es ist zu entnehmen, daß, wenn sie$fn116beisammen sind, es erlaubt sei. Eine Ausschließung aber auch in der Ortschaft seines Lehrers. Ferner darf eine Ausschließung auch von einer anerkannten Einzelperson auf gehoben werden."
Nedarim 8b:3,"R. Šimo͑n b. Zebid sagte im Namen des R. Jiçḥaq b. Ṭabla im Namen R. Ḥija des Großen, aus der Schule R. Aḥas, im Namen R. Zeras im Namen R. Elea͑zars im Namen R. Ḥaninas im Namen R. Mejašas im Namen des R. Jehuda b. Ilea͑j: Es heißt:$fn118<i>es soll euch scheinen, die ihr meinen Namen fürchtet</i>; das sind Menschen, die fürchten, den Namen Gottes unnötig hervorzubringen.$fn118<i>Die Sonne der Gerechtigkeit und der Genesung</i>. Abajje sagte: Hieraus, daß die Staubsäule des Tageslichtes heilsam ist. Er streitet somit gegen Reš Laqiš, welcher sagt, in der zukünftigen Welt gebe es kein Fegefeuer, vielmehr werde der Heilige, gepriesen sei er, die Sonne aus ihrem Futteral hervorkommen lassen, und durch sie werden die Frommen geheilt und die Frevler gerichtet werden. Denn es heißt: <i>und es wird euch scheinen, die ihr meinen Namen fürchtet &amp;c. die Sonne</i>. Und noch mehr, sie werden sich an ihr ergötzen, denn es heißt:$fn118<i>und ihr werdet hervorkommen und wie Mastkälber hüpfen</i>. Und die Frevler gerichtet werden, denn es heißt:$fn119<i>siehe, ein Tag kommt, brennend wie ein Ofen &amp;c</i>."
Nedarim 8b:4,
Nedarim 9a:1,"<sup>i,2</sup><b>S</b><small>AGT JEMAND</small>:] <small>WIE DAS</small> G<small>ELOBTE DER</small> F<small>REVLER</small>$fn120, <small>SO IST DIES EIN</small> G<small>ELÜBDE DES</small> N<small>AZIRATES</small>, <small>DES</small> O<small>PFERS UND DES</small> E<small>IDES</small>$fn121. [S<small>AGT ER</small>:] <small>WIE DAS</small> G<small>ELOBTE DER</small> R<small>EDLICHEN</small>, <small>SO HAT ER NICHTS</small>$fn122<small>GESAGT</small>. W<small>ENN ABER</small>: <small>WIE IHR</small> G<small>ESPENDETES</small>, <small>SO IST DIES EIN</small> G<small>ELÜBDE DES</small> N<small>AZIRATES UND DES</small> O<small>PFERS</small>$fn123."
Nedarim 9a:2,"GEMARA. Vielleicht meinte er$fn124es wie folgt: wie das Gelobte der Frevler gelobe ich nicht!? Šemuél erwiderte: Wenn er sagt: wie das Gelobte der Frevler, ich will sein, [nehme] auf mich, davon. ‘Ich will sein’, im Nazirat; ‘[nehme] auf mich’, ein Opfer [darzubringen]; ‘davon’, mir abgeschworen. – «‘Ich will sein’, im Nazirat.» Vielleicht meinte er: ich will sein, im Fasten$fn125!? Šemuél erwiderte: Wenn ein Nazir vor ihm vorübergeht$fn126. – «’Davon’, mir abgeschworen.» Vielleicht meinte er: daß ich davon essen werde!? Raba erwiderte: Wenn er sagt: daß ich davon nicht essen werde. – Wozu braucht dies$fn127demnach gelehrt zu werden!? – Man könnte glauben: er hat ja keinen Schwur aus dem Munde hervorgebracht, so lehrt er uns$fn128."
Nedarim 9a:3,"[S<small>AGT ER</small>:] <small>WIE DAS</small> G<small>ELOBTE DER</small> R<small>EDLICHEN</small>, <small>SO HAT ER NICHTS GESAGT</small>. W<small>ENN ABER</small>: <small>WIE IHR</small> G<small>ESPENDETES</small>, <small>SO IST DIES EIN</small> G<small>ELÜBDE</small> &amp;<small>C</small>. Welcher Autor unterscheidet zwischen Gelobtem und Gespendetem, doch wohl weder R. Meír noch R. Jehuda!? Es wird nämlich gelehrt: $fn129<i>Besser, du gelobst nicht &amp;c</i>. Besser als das eine und$fn130das andere, überhaupt nicht geloben – so R. Meír; R. Jehuda sagt: besser als das eine und das andere$fn131, man gelobe und halte$fn132es. – Du kannst auch sagen, es"
Nedarim 9b:1,"sei R. Meír, denn R. Meír sagt es$fn133nur vom Gelobten, nicht aber vom Gespendeten. – Es heißt ja: wenn aber: wie ihr Gespendetes, so ist dies ein Gelübde$fn134des Nazirates und des Opfers!? – Lies: so ist dies ein freiwilliges Nazirat und Opfer. Geloben wohl deshalb nicht, weil man zu einem Verstoße$fn135kommen könnte, somit sollte dies auch vom Spenden$fn136gelten, wobei man ebenfalls zu einem Verstoße$fn137kommen kann!? – Man verfahre nach Hillel dem Älteren. Es wird nämlich gelehrt: Man erzählt von Hillel dem Älteren, niemand habe während seines Lebens eine Veruntreuung an seinem Brandopfer begangen; er brachte [das Vieh] profan in den Tempelhof, weihte es da, stützte darauf die Hand$fn138und schlachtete es. – Allerdings beim freiwilligen Opfer, wie ist es aber beim freiwilligen Nazirat zu erklären!? – Er ist der Ansicht Šimo͑n des Gerechten. Es wird nämlich gelehrt: Šimo͑n der Gerechte sagte: Nie im Leben aß ich vom Schuldopfer eines unreinen$fn139Nazirs, außer im folgenden Falle. Einst kam zu mir ein Nazir, ein Mann aus dem Süden, und ich sah, daß er hübschäugig war, von gutem Aussehen, die Locken in Krausen herabwallend. Ich sprach zu ihm: Mein Sohn, was veranlaßte dich, dieses schöne Haar zu verunstalten? Er erwiderte mir: Hirte war ich daheim bei meinem Vater. Als ich einst Wasser schöpfen ging und in der Quelle mein Spiegelbild betrachtete, überfiel mich der böse Trieb und wollte mich aus der Welt verstoßen. Da sprach ich zu ihm: Frevler, weshalb stolzierst du mit einer Welt, die nicht dein, mit dem, was dereinst Moder wird und Gewürm. Beim Kult, ich schere dich für den Himmel. Hierauf stand ich auf, küßte ihn aufs Haupt und sprach zu ihm: Mein Sohn, viele mögen der Naziräer deinesgleichen in Jisraél sein! Deinethalben spricht die Schrift:$fn140<i>Wenn jemand ein Nazirgelübde ausspricht, dem Herrn gesondert zu sein</i>. R. Mani wandte ein: Vom Schuldopfer eines unreinen Nazirs aß er wohl deshalb nicht, weil es wegen einer Sünde dargebracht wird, demnach durfte er auch von allen anderen Schuldopfern nicht essen, da sie wegen einer Sünde dargebracht werden!? R. Jona erwiderte ihm: Aus folgendem Grunde: in der Aufregung geloben sie ein Nazirat, und wenn infolge der Verunreinigung ihnen die Tage des Nazirats zuviel$fn139werden, bereuen sie es, sodaß sie Profanes$fn141in den Tempelhof bringen. – Demnach sollte dies auch von einem reinen Nazir$fn142gelten!? – Von einem reinen Nazir nicht, weil er sich einschätzt,"
Nedarim 10a:1,"sein Gelübde halten$fn143zu können. Wenn du aber willst, sage ich: du kannst auch sagen, es sei R. Jehuda, denn R. Jehuda sagt es$fn144nur vom Gespendeten, nicht aber vom Gelobten. – Er lehrt ja aber: besser als das eine und das andere, man gelobe und halte!? – Lies: man spende und halte. – Geloben wohl deshalb nicht, weil man zu einem Verstoße$fn135kommen könnte, somit sollte dies auch vom Gespendeten gelten, wobei man ebenfalls zu einem Verstoße$fn137kommen kann!? – R. Jehuda vertritt hierbei seine Ansicht, denn er sagt, man bringe sein Lamm in den Tempelhof, weihe es da, stütze darauf die Hand$fn138und schlachte es. – Allerdings beim freiwilligen Opfer, wie ist es aber beim freiwilligen Nazirat zu erklären!? – R. Jehuda vertritt hierbei seine Ansicht, denn es wird gelehrt: R. Jehuda sagte: Die früheren Frommen lüsteten, ein Sündopfer darzubringen, während der Heilige, gepriesen sei er, es zu keinem Verstoße$fn145durch sie kommen ließ. Was taten sie nun? Sie verpflichteten sich Gott zu einem freiwilligen Nazirat, um Gott ein Sündopfer zu schulden. R. Šimo͑n sagt, sie gelobten kein Nazirat; vielmehr, wer ein Brandopfer darbringen wollte, spendete freiwillig und brachte es dar; wer ein Heilsopfer, spendete freiwillig und brachte es dar, wer ein Dankopfer samt seinen vier$fn146Brotarten, spendete freiwillig und brachte es$fn147dar; zu einem Nazirat aber verpflichteten sie sich nicht, um nicht Sünder zu heißen, denn es heißt:$fn148<i>er schaffe ihm Sühne dafür, daß er sich an der Seele vergangen hat</i>."
Nedarim 10a:2,"Abajje sagte: Šimo͑n der Gerechte, R. Šimo͑n und R. Elea͑zar ha Qappar sind alle der gleichen Ansicht, der Nazir sei ein Sünder. Šimo͑n der Gerechte und R. Šimo͑n, wie wir eben$fn149gesagt haben, und R. Elea͑zar ha Qappar Berabbi in folgender Lehre: R. Elea͑zar ha Qappar Berabbi sagte: <i>Er schaffe ihm Sühne dafür, daß er sich an der Seele vergangen hat</i>; an welcher Seele hat er sich vergangen? Weil er sich dem Weingenusse entzogen hat. Nun ist [ein Schluß] vom Leichteren auf das Schwerere zu folgern: wenn dieser, der sich nur die Entziehung des Weingenusses auferlegt, Sünder heißt, um wieviel mehr derjenige, der sich die Entziehung jeglichen Genusses auferlegt. Hieraus daß, wer im Fasten verweilt, Sünder heiße. – Der Schriftvers spricht ja vom unreinen Nazir!? – Dieser sündigte zwiefach$fn150."
Nedarim 10a:3,"<sup>ii</sup><b>S</b><small>AGT JEMAND</small>: Q<small>ONAM</small>, Q<small>ONAḤ</small>, Q<small>ONAS</small>$fn27, <small>SO SIND ES</small> U<small>MSCHREIBUNGEN FÜR</small> Q<small>ORBAN</small>’$fn151. W<small>ENN</small> Ḥ<small>EREQ</small>, Ḥ<small>EREKH</small>, Ḥ<small>EREPH</small>, <small>SO SIND ES</small> U<small>MSCHREIBUNGEN FÜR</small> Ḥ<small>EREM</small>$fn152. W<small>ENN</small> N<small>AZIQ</small>, N<small>AZIḤ</small>, P<small>AZIḤ</small>, <small>SO SIND ES</small> U<small>MSCHREIBUNGEN FÜR</small> N<small>AZIR</small>$fn153. W<small>ENN</small> Š<small>EBUTHA</small>, Š<small>EQUQA</small>, <small>ODER WENN JEMAND BEI</small> M<small>OHI</small>$fn154 <small>GELOBT</small>, <small>SO SIND ES</small> U<small>MSCHREIBUNGEN FÜR</small> Š<small>EBUA͑</small>$fn155."
Nedarim 10a:4,"GEMARA. Es wurde gelehrt: Die Umschreibungen sind, wie R. Joḥanan sagt, fremdsprachliche Ausdrücke, und wie R. Šimo͑n b. Laqiš sagt, von den Weisen ersonnene Ausdrücke, deren man sich beim Geloben bediene. So heißt es auch:$fn156<i>in dem Monat, den er in seinem Herzen ersonnen</i>. – Weshalb führten die Rabbanan die Umschreibungen ein? – Damit man nicht ‘Opfer’ spreche. – Mag man doch ‘Opfer’ sprechen!? – Man könnte ‘Opfer dem Herrn’ sprechen. – Mag man doch ‘Opfer dem Herrn’ sprechen!? – Man könnte ‘dem Herrn’ und nicht ‘Opfer’ sprechen, somit den Gottesnamen unnötig hervorbringen. Es wird nämlich gelehrt: R. Šimo͑n sagte: Woher, daß man nicht ‘dem Herrn ein"
Nedarim 10b:1,"Brandopfer’, ‘dem Herrn ein Speisopfer’, ‘dem Herrn ein Heilsopfer’ sagen darf? Es heißt:$fn157<i>ein Opfer</i>$fn158<i>dem Herrn</i>. Nun ist [ein Schluß] vom Leichteren auf das Schwerere zu folgern: wenn die Tora hierbei, wo man den Gottesnamen nur wegen des Opfers erwähnen will, sagt, daß man ‘ein Opfer$fn159dem Herrn’ spreche, um wieviel mehr ist dies unnötig [verboten]. – Es wäre anzunehmen, daß hierüber Tannaím streiten: Die Schule Šammajs sagt, Umschreibungen von Umschreibungen seien verboten$fn160, und die Schule Hillels sagt, Umschreibungen von Umschreibungen seien erlaubt$fn161. Wahrscheinlich ist der, welcher sagt, Umschreibungen von Umschreibungen seien verboten, der Ansicht, die Umschreibungen seien fremdsprachliche$fn162Ausdrücke, und derjenige, welcher sagt, sie seien erlaubt, der Ansicht, sie seien von den Weisen ersonnene Ausdrücke$fn163. – Nein, alle sind der Ansicht, die Umschreibungen seien fremdsprachliche Ausdrücke, nur ist die Schule Šammajs der Ansicht, auch diese$fn164seien fremdsprachliche Ausdrücke, und die Schule Hillels der Ansicht, diese seien keine fremdsprachlichen Ausdrücke. Wenn du aber willst, sage ich: die Schule Šammajs ist der Ansicht, bei den Umschreibungen von Umschreibungen seien die Umschreibungen$fn165zu berücksichtigen, und die Schule Hillels ist der Ansicht, bei den Umschreibungen von Umschreibinigen seien die Umschreibungen nicht zu berücksichtigen."
Nedarim 10b:2,"Welche sind Umschreibungen von Umschreibungen der Gelübdeformeln? R. Joseph lehrte: Maqnamna, Maqnahna, Maqnasna$fn166. – Welche sind Umschreibungen von Umschreibungen der Bannformel? – Maphšaá$fn167lehrte: Ḥeraqim, Ḥerakhim, Heraphim. – [Welche sind] Umschreibungen von Umschreibungen der Nazirformel? R. Joseph lehrte: Meḥazqana, Menazḥana, Mephiḥana. Sie fragten: Wie ist es mit Mephaḥzana, Mithḥazana, Mitha͑zana? Rabina fragte R. Aši: Wie ist es mit Qinama: heißt dies Qonam, oder Qinmon [Zimmt]$fn168? R. Aḥa, Sohn des R. Ḥija, fragte R. Aši: Wie ist es mit Qina: heißt dies Hühnerschlag [qina] oder heißt dies soviel wie Qonam? – Dies bleibt unentschieden. Welche sind Umschreibungen von Umschreibungen der Eidesformel [šebua͑]? – Šebuél, Šebuthiél, Šequqaél. – Unter Šebuél ist ja Šebuél, der Sohn Geršons, zu verstehen$fn169!? – Vielmehr Šebubaél, Šebuthiél, Šequqaél. Šemuél sagte: Sagt jemand Ašibatha, so ist dies nichts; wenn Ašqiqa, so ist dies nichts; wenn Qurnasa, so ist dies nichts$fn170."
Nedarim 10b:3,"O<small>DER WENN JEMAND BEI</small> M<small>OHI GELOBT</small>, <small>SO SIND ES</small> U<small>MSCHREIBUNGEN</small>. Es wird gelehrt: R. Šimo͑n b. Gamliél sagte: Sagt er: bei Mohi, so ist dies nichts, wenn aber: beim Eid, den Mohi sprach, so ist dies eine Umschreibung der Eidesformel$fn171."
Nedarim 10b:4,"<sup>iii</sup><b>S</b><small>AGT JEMAND</small>: <small>NICHT SEI PROFAN</small>, <small>WAS ICH DEINES</small>$fn172<small>ESSE</small>, <small>NICHT TAUGLICH</small>, <small>NICHT ERLAUBT</small>, [<small>NICHT</small>] <small>REIN</small>, <small>UNREIN</small>, Ü<small>BRIGGEBLIEBENES</small>, V<small>ERWERFLICHES</small>$fn173, <small>SO IST ES IHM VERBOTEN</small>. [S<small>AGT JEMAND</small>:] <small>WIE DAS</small> L<small>AMM</small>$fn174, <small>WIE DIE</small> S<small>CHUPPEN</small>$fn175, <small>WIE DAS</small> H<small>OLZ</small>, <small>WIE DIE</small> F<small>EUEROPFER</small>, <small>WIE DER</small> A<small>LTAR</small>, <small>WIE DER</small> T<small>EMPEL</small>, <small>WIE</small> J<small>ERUŠALEM</small>, <small>ODER WENN ER BEI EINEM DER</small> D<small>IENSTGERÄTE DES</small> A<small>LTARS GELOBT</small>, <small>AUCH OHNE</small> [<small>DAS</small> W<small>ORT</small>] ‘O<small>PFER</small>’ <small>ZU ERWÄHNEN</small>, <small>SO HAT ER BEIM</small> O<small>PFER GELOBT</small>. R. J<small>EHUDA SAGT</small>, <small>WER</small> ‘J<small>ERUŠALEM</small>’$fn176 <small>SAGT</small>, <small>HABE NICHTS GESAGT</small>."
Nedarim 10b:5,"GEMARA. Sie glaubten, ‘nicht profan’ heiße, es sei nicht Profanes,"
Nedarim 11a:1,"sondern Opfer; wessen Ansicht vertritt nun unsere Mišna: wenn die des R. Meír, so ist er ja nicht der Ansicht, daß aus der Verneinung die Bejahung zu entnehmen sei, denn wir haben gelernt, R. Meír sagt, eine Bedingung, die nicht der Bedingung der Gaditen und der Reúbeniten$fn177 gleicht, gelte nicht als Bedingung, und wenn die des R. Jehuda, so lehrt ja der Schlußsatz: R. Jehuda sagt, wer ‘Jerušalem’ sagt, habe nichts gesagt; wenn der Schlußsatz die Ansicht R. Jehudas lehrt, so ist ja im Anfangsatze nicht R. Jehuda vertreten!? – Die ganze [Lehre] ist von R. Jehuda, und der [Schlußsatz] wie folgt zu verstehen: denn R. Jehuda sagt, wer ‘Jerušalem’ sagt, habe nichts gesagt. – Ist es denn nach R. Jehuda verboten, wenn man ‘wie Jerušalem’ sagt, es wird ja gelehrt, R. Jehuda sagt, wer ‘wie Jerušalem’ sagt, habe nichts$fn178gesagt, nur wenn er bei einer Sache gelobt, die in ganz Jerušalem dargebracht werden kann!? – Die ganze [Lehre] ist von R. Jehuda, nur streiten zwei Tannaím$fn179über die Ansicht R. Jehudas."
