Index Title,Zevachim
Zevachim 5a:2,"Reš Laqiš lag im Lehrhaus auf dem Bauch und erhob folgenden Einwand: Sie$fn142sollen ja wohlgefällig machen, und wenn sie nicht wohlgefällig$fn143machen, wozu werden sie dargebracht$fn144!? R. Elie͑zer erwiderte ihm : Wir finden, daß auch [Opfer], die nach dem Tod$fn145dargebracht werden, tauglich sind und nicht wohlgefällig machen. Es wird nämlich gelehrt: Wenn eine Frau$fn146ihr Sündopfer dargebracht hat und gestorben ist, so müssen die Erben ihr Brandopfer darbringen; wenn aber ihr Brandopfer und gestorben ist, so bringen die Erben ihr Sündopfer nicht dar$fn147. Jener entgegnete: Ich pflichte dir hinsichtlich eines Brandopfers$fn148bei, da es auch nach dem Tod dargebracht wird, woher dies aber von einem Schuldopfer, das nach dem Tod nicht dargebracht$fn149wird!? Dieser erwiderte: Du hast den Streit daneben: R. Elie͑zer sagt: auch das Schuldopfer$fn150. Jener entgegnete: Das ist der, von dem es heißt, er sei ein bedeutender Mann!? Ich spreche von einer anonymen Mišna$fn151, und du kommst mir mit R. Elie͑zer! Vielmehr, sprach Reš Laqiš, will ich selber eine Tür für mich öffnen: <i>den Ausspruch deiner Lippen &amp;c.</i> Wieso eine freiwillige Gabe, es ist ja Gelobtes &amp;c. Wie oben$fn152."
Zevachim 5a:3,"R. Zera und R. Jiçḥaq b. Abba saßen beisammen und Abajje saß neben ihnen; da sprachen sie: Reš Laqiš erhob einen Einwand hinsichtlich des Schuldopfers, weil es nach dem Tod nicht dargebracht wird, und zur Antwort wird [der Schriftvers] angeführt: <i>den Ausspruch deiner Lippen;</i> vielleicht ist nur das, was als Gelobtes und als freiwillige Gabe dargebracht wird, darzubringen, auch wenn es nicht wohlgefällig macht, ein Schuldopfer$fn153aber werde nicht dargebracht!? Abajje erwiderte ihnen: Reš Laqiš entnimmt es aus folgendem :$fn154<i>er soll es als Sündopfer schlachten,</i> nur dieses ist nur auf seinen Namen tauglich, sonst aber untauglich, andere Opfer dagegen sind auch auf einen anderen Namen tauglich; man könnte nun glauben, daß sie auch wohlgefällig machen, so heißt es : <i>den Ausspruch deiner Lippen</i>$fn155. – Vielleicht ist das, was als Gelobtes und freiwillige Gabe dargebracht wird, darzubringen, ohne daß es wohlgefällig macht, das Schuldopfer aber macht auch wohlgefällig$fn156!? Abajje erwiderte : Du kannst nicht sagen, daß das Schuldopfer wohlgefällig mache, denn vom Brandopfer ist [durch einen Schluß] vom Leichteren auf das Schwerere zu folgern: wenn ein Brandopfer, das keine Sühne zu schaffen hat, nicht wohlgefällig$fn157macht, um wieviel weniger macht ein Schuldopfer wohlgefällig, das Sühne zu schaffen hat. [Entgegnet man:] wohl das Brandopfer, weil es vollständig verbrannt wird, so ist vom Heilsopfer$fn158[das Entgegengesetzte] zu beweisen. [Entgegnet man:] wohl das Heilsopfer, weil bei diesem Libation und Schwingen von Brust und Schenkel erforderlich ist, so isl vom Brandopfer [das Entgegengesetzte] zu beweisen. Die Replikation wiederholt sich nun : die Eigenheit des einen gleicht nicht der Eigenheit des anderen und die Eigenheit des anderen gleicht nicht der Eigenheit des einen; das Gemeinsame bei ihnen ist, daß sie heilige Opfer sind, und wenn man sie auf einen anderen Namen geschlachtet hat, sind sie tauglich und machen nicht wohlgefällig, somit schließe man auch das Schuldopfer ein: es ist ebenfalls ein heiliges Opfer, und wenn man es auf einen anderen Namen geschlachtet hat, ist es tauglich und macht nicht wohlgefällig. – Aber das Gemeinsame bei ihnen ist ja auch, daß sie von einer Gemeinde dargebracht werden$fn159!? – Vom"
Zevachim 5b:1,"Dankopfer ist [das Entgegengesetzte] zu beweisen. [Entgegnet man :] wohl das Dankopfer, weil dazu die Brote erforderlich sind, so ist vom Brandund vom Heilsopfer [das Entgegengesetzte] zu beweisen. Die Replikation wiederholt sich nun: die Eigenheit des einen gleicht nicht der Eigenheit des anderen und die Eigenheit des anderen gleicht nicht der Eigenheit des einen; das Gemeinsame bei ihnen ist, daß sie heilige Opfer sind, und wenn man sie auf einen anderen Namen geschlachtet hat, sind sie tauglich und machen nicht wohlgefällig, somit schließe man auch das Schuldopfer ein: es ist ebenfalls ein heiliges Opfer, und wenn man es auf einen anderen Namen geschlachtet hat, ist es tauglich und macht nicht wohlgefällig. – Aber das Gemeinsame bei ihnen ist ja, daß sie als Gelobtes und als freiwillige Gabe dargebracht werden!? Vielmehr, erklärte Raba, [es heißt:] <i>das ist das Gesetz &amp;c.</i> Die Schrift vergleicht dieses$fn160mit dem Heilsopfer: wie das Heilsopfer ein heiliges Opfer ist, und wenn man es auf einen anderen Namen geschlachtet hat, ist es tauglich und macht nicht wohlgefällig, ebenso schließe man auch das Schuldopfer ein, es ist ein heiliges Opfer &amp;c. – Was veranlaßt dich, es mit dem Heilsopfer zu vergleichen, vergleiche es doch mit dem Sündopfer$fn161!? – Dieses hat der Allbarmherzige durch das <i>es</i>$fn162eingeschränkt."
Zevachim 5b:2,"R. Hona und R. Naḥman saßen beisammen und R. Šešeth saß neben ihnen; da sprachen sie: Reš Laqiš erhob einen Einwand hinsichtlich des Schuldopfers, weil es nach dem Tod nicht dargebracht wird. R. Elie͑zer sollte ihm ja erwidert haben, auch ein Schuldopfer werde nach dem Tod dargebracht$fn163!? R. Šešeth erwiderte ihnen: Vom Schuldopfer wird ja nur der zurückbleibende [Erlös] dargebracht, und das Zurückbleibende wird auch vom Sündopfer dargebracht$fn164. – Das Zurückbleibende des Sündopfers hat der Allbarmherzige, wenn es auch dargebracht wird, durch [das Wort] <i>es</i>$fn165ausgeschlossen. – Auch beim Schuldopfer heißt es ja es$fn166!? – Dieses steht erst nach [der Vorschrift von] der Auf räucherung der Opferteile. Wie gelehrt wird: Beim Schuldopfer heißt es <i>es</i> erst nach [der Vorschrift von] der Aufräucherung der Opferteile, und dieses ist tauglich, auch wenn die Opferteile überhaupt nicht aufgeräuchert worden sind$fn167. – Worauf deutet demnach das <i>es</i>!? – Auf eine Lehre des R. Hona im Namen Rabhs, denn R. Hona sagte im Namen Rabhs: Wenn ein Schuldopfer zur Weide ausgeschieden worden$fn168ist, und man es ohne nähere Bestimmung geschlachtet hat, so ist es tauglich$fn169. Nur wenn es ausgeschieden worden$fn170ist, sonst aber nicht, denn die Schrift sagt <i>es,</i> es verbleibe bei seinem Wesen."
Zevachim 5b:3,"R. Naḥman und R. Šešeth saßen beisammen und R. Ada b. Mathna saß neben ihnen; da sprachen sie: R. Elie͑zer sagte, wir finden, daß [Opfer], die nach dem Tod dargebracht werden, tauglich sind und nicht wohlgefällig machen; Reš-Laqiš sollte ihm ja erwidert haben, diese werden dargebracht und machen auch wohlgefällig$fn171!? R. Ada b. Mathna erwiderte ihnen: Haben denn, wenn eine Wöchnerin geboren$fn172hat, auch ihre Söhne geboren$fn173!? R. Asi wandte ein: Wer sagt uns, daß sie dadurch nicht Sühne auch wegen anderer Gebote erlange!? Und da sie dadurch auch wegen anderer Gebote Sühne erlangt, so erlangen sie auch ihre Erben. – Demnach$fn174eignen sie es, und dem widersprechend sagte ja R. Joḥanan, wenn jemand seinen zwei Söhnen ein Speisopfer$fn175hinterlassen hat und gestorben ist, sei es darzubringen$fn176und dabei gebe es keine Teilhaberschaft, und wenn man sagen wollte, sie eignen es, so sagte ja der Allbarmherzige :$fn177<i>eine Seele</i>$fn178!? – Eignen sie es etwa nicht, R. Joḥanan sagte ja, wenn jemand seinen zwei Söhnen ein Vieh hinterlassen hat und gestorben ist, sei es darzubringen und sie können es nicht umtauschen$fn179. Einleuchtend ist es nun, daß sie es nicht umtauschen können, wenn du sagst,"
Zevachim 6a:1,"daß sie es eignen, denn sie gelten als Teilhaber, und Teilhaber können nicht$fn180umtauschen, wenn du aber sagst, daß sie es nicht eignen, so sollten sie es doch umtauschen$fn181können!? – Anders ist es hierbei; die Schrift sagt :$fn182<i>wenn aber umtauschen wird er umtauschen,</i> dies$fn183schließt den Erben ein, daß nur einer umtauschen kann, zwei aber nicht. R. Ja͑qob aus Nehar-Peqod wandte ein: Beim Zehnten heißt es ja ebenfalls:$fn184<i>wenn auslösen wird er auslösen,</i> und dies schließt den Erben ein; demnach kann nur einer auslösen, nicht aber zwei!? – Anders verhält es sich beim Zehnten, an dem der Vater selber einen Teilhaber haben könnte. R. Asi sprach zu R. Aši: Hieraus: einleuchtend ist es, daß einer umtauschen kann, wenn du sagst, daß er es eigne, wieso aber kann er es umtauschen, wenn du sagst, er eigne es nicht, R. Abahu sagte ja im Namen R. Joḥanans: Der Weihende füge das Fünftel$fn185hinzu und der Sühnebedürftige$fn186darf es umtauschen; und wenn jemand von seinem [Getreide] die Hebe für einen anderen entrichtet, so gehört der Dank$fn187ihm!? – Die Sühne wird nicht mit der Absonderung$fn188erlangt, sondern die Person$fn189erlangt sie."
Zevachim 6a:2,"Sie fragten : Schaffen sie$fn190die Sühne, derentwegen sie dargebracht worden sind, oder nicht$fn191? R. Šiša, Sohn des R. Idi, erwiderte: Es ist einleuchtend, daß sie keine Sühne schaffen, denn wozu ist, wenn du sagen wolltest, sie schaffen Sühne, ein anderes [Opfer] nötig? – Wozu wird es, wenn du sagst, es schaffe keine Sühne, dargebracht!? R. Aši erwiderte : R. Šiša, Sohn des R. Idi, wandte folgendes ein : einleuchtend ist es, wenn du sagst, sie schaffen keine Sühne, denn das Opfer auf den anderen Namen wird wegen des richtigen Namens$fn192und das andere zur Sühneschaffung dargebracht, wozu aber wird das andere dargebracht, wenn du sagst, jenes schaffe Sühne!?"
Zevachim 6a:3,"Sie fragten: Sühnt es$fn193[die Übertretung] eines Gebotes nach der Absonderung oder nicht? Sagen wir, es verhalte sich bei diesem wie beim Sündopfer, wie das Sündopfer nur [eine Sünde] vor der Absonderung, nicht aber eine nach der Absonderung sühnt, ebenso sühne auch dieses nur eine [Übertretung] vor der Absonderung, nicht aber eine nach der Absonderung, oder gleicht es nicht dem Sündopfer, denn ein Sündopfer wird wegen jeder Sünde besonders dargebracht, dieses hingegen sühnt auch [die Übertretung] vieler Gebote, somit sühnt es auch [die Übertretung] eines Gebotes nach der Absonderung. – Komm und höre :$fn108<i>Er soll</i> <i>stützen, und es wird ihn wohlgefällig machen;</i> sühnt denn das Stützen, die Sühne erfolgt ja nur durch das Blut, wie es heißt:$fn194<i>denn das Blut sühnt mit dem Leben</i>!? [Die Worte:] <i>er soll stützen, und es wird ihn wohlgefällig machen, ihm Sühne zu schaffen,</i> lehren vielmehr, daß, wenn er das Stützen nur als Bleibsel des Gebotes$fn195behandelt hat, die Schrift es ihm anrechnet, als hätte er keine Sühne erlangt und Sühne erlangt$fn196. Es sühnt wohl [die Übertretung] eines Gebotes vor der Absonderung, sühnt aber nicht die [Unterlassung] des Stützens, weil es ein Gebot nach der Absonderung ist. Raba erwiderte: Das Gebot des Stützens beweist nichts, denn bei diesem verhält es sich anders; solange [das Opfer] nicht geschlachtet wird, besteht die Pflicht des Stützens und wird erst nach dem Schlachten unterlassen, und hinsichtlich solcher nach dem Schlachten ist es uns nicht fraglich$fn197. R. Hona, Sohn des R. Jehuda, sprach zu Raba: Vielleicht: Sühne erlangt, der Person gegenüber, keine Sühne erlangt, dem"
Zevachim 6b:1,"Himmel$fn198gegenüber? Es wird nämlich gelehrt:$fn199<i>Was zurückbleibt vom Öl auf der Hand &amp;c. Sühne zu schaffen;</i> hat er es$fn200hinaufgetan, so erlangt [der Aussätzige] Sühne, hat er es nicht hinauf getan, so erlangt er keine Sühne – Worte R. A͑qibas ; R. Joḥanan sagt, dies sei nur ein Bleibse] des Gebotes, und er erlange Sühne, einerlei ob jener es aufgetragen hat oder nicht, nur werde es ihm angerechnet, als hätte er keine Sühne erlangt. Was heißt: als hätte er keine Sühne erlangt; wollte man sagen, er müsse ein anderes Opfer darbringen, so sagst du ja, er habe Sühne erlangt, einerlei ob er es aufgetragen hat oder nicht. Vielmehr hat er Sühne erlangt der Person gegenüber und keine Sühne erlangt dem Himmel gegenüber; ebenso ist auch hierbei zu erklären: Sühne erlangt &amp;c. – Da ist ebenfalls zu erklären: Sühne erlangt, hinsichtlich des Auftragens auf die Daumen, keine Sühne erlangt, hinsichtlich des Auftragens auf das Haupt$fn201. – Komm und höre: R. Šimo͑n sagte: Wozu werden die Lämmer des Wochenfestes$fn202dargebracht? – Die Lämmer des Wochenfestes sind ja Heilsopfer!? – Vielmehr, wozu werden die Böcke des Wochenfestes$fn203dargebracht? Wegen Verunreinigung des Heiligtums$fn204und seiner heiligen Opfer. Wozu wird, wenn das Blut des ersten gesprengt worden$fn205ist, der zweite dargebracht? Wegen der zwischen dem einen und dem anderen$fn206eintretenden Unreinheit. Demnach sollten die Jisraéliten eigentlich Opfer zu jeder Zeit und jeder Stunde$fn207darbringen, nur hat die Schrift sie geschont. Hierbei handelt es sich ja um ein Gebot$fn208nach der Absonderung, und dennoch schafft es Sühne. – Wenn beide gleichzeitig abgesondert werden, ist dem auch so, hier aber wird von dem Fall gesprochen, wenn man sie nacheinander abgesondert$fn209hat. – Sollte denn die Schrift durchaus von dem Fall sprechen, wenn sie nacheinander abgesondert worden$fn210sind!? R. Papa erwiderte: Von Gemeindeopfern ist nichts zu beweisen; anders verhält es sich bei Gemeindeopfern, da das Gericht dies$fn211bestimmt hat. Dies nach R. Jehuda im Namen Šemuéls, denn R. Jehuda sagte im Namen Šemuéls : Gemeindeopfer werden durch das Messer$fn212das, was sie sein sollen."
Zevachim 6b:2,"R. Joseph, Sohn des R. Šemuél, sprach zu R. Papa: Ist R. Šimo͑n denn der Ansicht, das Gericht habe dies bestimmt, R. Idi b. Abin sagte ja im Namen R. A͑mrams im Namen R. Jiçḥaqs im Namen R. Joḥanans, daß [Tiere, die für] das beständige Opfer$fn213bestimmt waren und nicht verwandt worden$fn214sind, fehlerfrei nach R. Šimo͑n nicht ausgelöst und nach"
Zevachim 7a:1,"den Weisen wohl ausgelöst werden$fn215dürfen!? Ferner$fn216fragte R. Jirmeja den R. Zera, wozu denn, wenn das Blut der Ziegenböcke des Wochenfestes in zwei Gefäße$fn217aufgenommen und das Blut des ersten gesprengt worden ist, das zweite dargebracht$fn218wird, [und dieser erwiderte,] wegen der zwischen dem einen und dem anderen [Sprengen] eintretenden Unreinheit$fn219. Er fragte also nur hinsichtlich eines Gebotes nach dem Schlachten, nicht aber hinsichtlich eines solchen nach dem Absondern$fn220!? – Vielleicht meinte er es angenommenen falls$fn221."
Zevachim 7a:2,"Es wurde gelehrt: Ein Dankopfer, das man auf den Namen des Dankopfers eines anderen$fn222geschlachtet hat, ist, wie Raba sagt, tauglich, und wie R. Ḥisda sagt, untauglich$fn223. Raba sagt, es sei tauglich, denn das Dankopfer ist auf den Namen eines Dankopfers geschlachtet worden; R. Ḥisda sagt, es sei untauglich, denn das Heilsopfer$fn224muß als seines geschlachtet sein. Raba sagte: Dies entnehme ich aus folgender Lehre:$fn225<i>Und das</i> <i>Fleisch der Schlachtung des Heils-Dankopfers &amp;c. am Tage, an dem das</i> <i>Opfer dargebracht wird &amp;c.</i> Abba-Ḥanin sagte im Namen R. Elie͑zers : Dies lehrt, daß, wenn man ein Dankopfer auf den Namen eines Heilsopfers geschlachtet hat, es tauglich, und wenn man ein Heilsopfer auf den Namen eines Dankopfers geschlachtet hat, es untauglich sei. Welchen Unterschied gibt es zwischen diesem und jenem? Das Dankopfer heißt auch Heilsopfer, das Heilsopfer aber heißt nicht Dankopfer. Also nur ein Heilsopfer auf den Namen eines Dankopfers ist untauglich, ein Dankopfer aber auf den Namen eines Dankopfers ist tauglich; doch wohl das eines anderen!? – Nein, sein eigenes$fn226. – Wozu lehrt er, wenn das eines anderen untauglich ist, daß ein Heilsopfer auf den Namen eines Dankopfers untauglich sei, sollte er es doch von einem Dankopfer auf den Namen eines Dankopfers$fn227gelehrt haben, und um so mehr ein Heilsopfer auf den Namen eines Dankopfers !? – Von einem Heilsopfer auf den Namen eines Dankopfers [desselben Eigentümers] muß dies besonders gelehrt werden; man könnte glauben, daß, da das Dankopfer Heilsopfer heißt, auch das Heilsopfer Dankopfer heiße, und es sei tauglich, wenn man es auf den Namen eines Dankopfers geschlachtet hat, so lehrt er uns."
Zevachim 7a:3,"Raba sagte: Hat man ein Sündopfer auf den Namen eines Sündopfers$fn228geschlachtet, so ist es tauglich, wenn aber auf den Namen eines Brandopfers, so ist es untauglich. – Aus welchem Grund? – Der Allbarmherzige sagt:$fn229<i>er soll es als Sündopfer schlachten,</i> und es ist ja als Sündopfer geschlachtet worden. Wenn aber auf den Namen eines Brandopfers, so ist es untauglich."
Zevachim 7a:4,"Ferner sagte Raba: Hat man ein Sündopfer geschlachtet auf den Namen eines anderen, der ein Sündopfer darzubringen hat, so ist es untauglich$fn230, und der ein Brandopfer darzubringen hat, so ist es tauglich. – Aus welchem Grund? –$fn231<i>Er soll ihm Sühne schaffen,</i> ihm, nicht aber seinem Nächsten, jedoch nur dann, wenn der Nächste ihm gleicht, wenn er nämlich der gleichen Sühne bedarf."
Zevachim 7a:5,"Ferner sagte Raba: Hat man ein Sündopfer geschlachtet auf den Namen eines anderen, der nichts darzubringen verpflichtet ist, so ist es untauglich, denn du hast niemand in Jisraél, der nicht [ein Opfer wegen Übertretung] eines Gebotes schuldig wäre$fn232."
Zevachim 7a:6,"Ferner sagte Raba: Das Sündopfer sühnt$fn233die Übertretung eines Gebotes. Dies ist [durch einen Schluß] vom Schwereren auf das Leichtere zu folgern: wenn es den der Ausrottungsstrafe Schuldigen Sühne schafft, um wieviel mehr den wegen [Übertretung] eines Gebotes Schuldigen. – Demnach gehören sie$fn234zur selben Art, und dem widersprechend sagte ja Raba, wenn man ein Sündopfer auf den Namen eines anderen, der ein Sündopfer darzubringen hat, geschlachtet hat, sei es untauglich, und der ein Brandopfer darzubringen hat, sei es tauglich!? – Mit der Absonderung"
Zevachim 7b:1,"wird die Sühne$fn235nicht erlangt, wohl aber erlangt sie die Person$fn236."
Zevachim 7b:2,"Ferner sagte Raba : Hat man ein Brandopfer auf einen anderen Namen geschlachtet, so darf man nicht auch das Blut auf einen anderen Namen sprengen. Wenn du willst, ist dies aus einem Schriftverse zu entnehmen, und wenn du willst, ist dies zu begründen. Wenn du willst, ist dies aus einem Schriftverse zu entnehmen :$fn237<i>den Ausspruch deiner Lippen sollst du halten &amp;c.</i> Wenn du willst, ist dies zu begründen: sollte man denn, weil man dabei einmal falsch verfahren &amp;c. Wie am Anfang des Abschnittes$fn238."
