Index Title,Makkot
Makkot 5a:5,"GEMARA. Woher dies? R. Ada erwiderte: Die Schrift sagt:$fn69<i>daß der Zeuge ein lügenhafter Zeuge war, daß er Lügen ausgesagt hat</i>; wenn das Zeugnis durch sie selbst als lügenhaft überführt wird. In der Schule R. Jišma͑éls lehrten sie:$fn70<i>wider ihn falsch zu zeugen</i>, wenn das Zeugnis durch sie selbst als falsch überführt wird."
Makkot 5a:6,"Raba sagte: Wenn zwei [Zeugen] kommen und bekunden, jemand habe in der Ostseite eines Palastes einen Menschen getötet, und darauf andere zwei kommen und ihnen entgegnen: ihr wart ja in der Westseite des Palastes mit uns zusammen, so gelten sie, falls man sich in der Westseite des Palastes befindet und nach der Ostseite sehen kann, nicht als überführte Falschzeugen, wenn aber nicht, so gelten sie als überführte Falschzeugen. – Selbstverständlich!? – Man könnte glauben, es sei zu berücksichtigen, [sie haben vielleicht] eine besonders starke$fn71 Sehkraft, so lehrt er uns."
Makkot 5a:7,"Ferner sagte Raba: Wenn zwei [Zeugen] kommen und bekunden, jemand habe in Sura am Sonntag morgens einen Menschen getötet, und darauf andere zwei kommen und ihnen entgegnen: am Sonntag abends wart ihr ja mit uns zusammen in Nehardea͑, so gelten sie, wenn man von morgens bis abends von Sura nach Nehardea͑ gelangen kann, nicht als überführte Falschzeugen, wenn aber nicht, so gelten sie als überführte Falschzeugen. – Selbstverständlich!? – Man könnte glauben, es sei zu berücksichtigen, [sie benutzten vielleicht] Rennkamele, so lehrt er uns."
Makkot 5a:8,"Ferner sagte Raba: Wenn zwei [Zeugen] kommen und bekunden, jemand habe am Sonntag einen Menschen getötet, und darauf andere zwei kommen und ihnen entgegnen: am Sonntag wart ihr ja mit uns zusammen, vielmehr hat jener erst am Montag einen Menschen getötet, und noch mehr: selbst wenn sie entgegnen: er hat bereits am Vorabend des Šabbaths einen Menschen getötet, so werden jene hingerichtet, denn zur Zeit ihrer Bekundung war der Beschuldigte nicht zum Tode zu verurteilen$fn71. – Was lehrt er uns da, dies$fn72wurde ja bereits gelehrt!? Wenn daher$fn73eine [Zeugenpartie] als Falschzeugen überführt wird, so werden diese und er hingerichtet, und die andere ist frei!? – Nötig ist der Schlußsatz: Anders verhält es sich bei der Verurteilung: Wenn zwei [Zeugen] kommen und bekunden, jemand sei am Sonntag verurteilt worden, und darauf andere zwei kommen und ihnen entgegnen: am Sonntag wart ihr ja mit uns zusammen, vielmehr wurde jener bereits am Vorabend des Šabbaths verurteilt, und noch mehr, selbst wenn sie sagen, erst am Montag wurde jener verurteilt, so werden jene nicht hingerichtet, denn zur Zeit ihrer Bekundung war der Beschuldigte zum Tode verurteilt. Ebenso bei der Zahlung von Bußgeldern: wenn zwei [Zeugen] kommen und bekunden, jemand habe am Sonntag [ein Vieh] gestohlen und es geschlachtet oder verkauft, und darauf andere zwei kommen und ihnen entgegnen: am Sonntag wart ihr ja mit uns zusammen, vielmehr hiat er es erst am Montag gestohlen und geschlachtet oder verkauft, und noch mehr, selbst wenn sie sagen, er habe es bereits am Vorabend des Šabbaths gestohlen und geschlachtet oder verkauft, so müssen jene [die Geldbuße] bezahlen, denn zur Zeit ihrer Bekundung war der Angeklagte nicht zahlungspflichtig$fn74. Wenn aber zwei [Zeugen] kommen und bekunden, jemand habe am Sonntag [ein Vieh] gestohlen und es geschlachtet oder verkauft, und sei verurteilt worden, und darauf andere zwei kommen und ihnen entgegnen: am Sonntag wart ihr ja mit uns zusammen, vielmehr hat er es bereits am Vorabend des Šabbaths gestohlen und geschlachtet oder verkauft und ist verurteilt worden, und noch mehr, selbst wenn sie sagen, er hat es am Sonntag gestohlen und geschlachtet oder verkauft und ist erst am Montag verurteilt worden, so brauchen sie nichts zu zahlen, denn zur Zeit ihrer Bekundung war der Angeklagte zahlungspflichtig."
Makkot 5a:9,
Makkot 5b:1,"[R. J<small>EHUDA SAGT, DIES SEI EINE</small> V<small>ERABREDUNG</small> &amp;<small>C</small>.] Wenn dies eine Verabredung ist, so sollte auch die erste Zeugenpartie nicht [hingerichtet werden]!? R. Abahu erwiderte: Wenn sie bereits hingerichtet worden ist. – Was geschehen, ist ja geschehen$fn75!? Vielmehr, erklärte Raba, er meint es wie folgt: ist es eine Zeugenpartie, so wird sie hingerichtet, sind es mehrere, so werden sie nicht hingerichtet. – Es heißt ja aber: nur!? – Ein Ein wand."
Makkot 5b:2,"Einst brachte eine Frau Zeugen und sie erwiesen sich als lügenhaft$fn76; hierauf brachte sie andere Zeugen und sie erwiesen sich ebenfalls als lügenhaft. Als sie später andere Zeugen brachte, die sich nicht als lügenhaft erwiesen, sprach Reš Laqiš: Bei dieser ist es schon feststehend$fn77. R. Elie͑zer entgegnete ihm: Ist es denn, weil es bei ihr feststehend ist, auch bei ganz Jisrael feststehend$fn78!? Ein anderes Mal saßen sie vor R. Joḥanan, und eine ähnliche Sache kam vor sie; da sprach Reš Laqiš: Bei dieser ist es schon feststehend. R. Joḥanan entgegnete ihm: Ist es denn, weil es bei dieser feststehend ist, auch bei ganz Jisraél feststehend!? Hierauf sah [Reš Laqiš] R. Elie͑zer schief an und sprach zu ihm: Du hast etwas vom Schmiedesohn$fn79gehört und es mir nicht in seinem Namen gesagt! Reš Laqiš wäre also der Ansicht R. Jehudas und R. Joḥanan der der Rabbanan – Reš Laqiš kann dir erwidern: meine Ansicht gilt auch nach den Rabbanan, denn die Rabbanan sind dieser Ansicht nur in jenem Falle, wo niemand [die Zeugen] anstiftet, hierbei aber ist jemand da, der sie anstiftet. Und auch R. Joḥanan kann dir erwidern: meine Ansicht gilt auch nach R. Jehuda, denn R. Jehuda ist dieser Ansicht nur in jenem Falle, denn wir sagen, die ganze Welt könne ja nicht mit ihnen zusammen gewesen sein, hierbei aber konnten diese es bekunden, jene aber konnten es nicht bekunden."
Makkot 5b:3,"<b>D</b><small>IE</small> F<small>ALSCHZEUGEN WERDEN NUR DANN HINGERICHTET, WENN AUF IHRE</small> [A<small>USSAGE HIN</small>] <small>DAS</small> U<small>RTEIL BEREITS GEFÄLLT WORDEN IST</small>. <sup>vi</sup> D<small>IE</small> S<small>ADUZÄER SAGTEN, NUR DANN, WENN</small> [<small>DER</small> B<small>ESCHULDIGTE</small>] <small>HINGERICHTET WORDEN IST, DENN ES HEISST</small>:$fn80<i>Leben um Leben</i>. D<small>IE</small> W<small>EISEN ENTGEGNETEN IHNEN:</small> E<small>S HEISST:</small> <i>so sollt ihr mit ihm das tun, was er mit seinem Bruder zu tun gedacht hat</i>, <small>WENN SEIN</small> B<small>RUDER NOCH LEBT</small>. W<small>ESHALB ABER HEISST ES:</small> <i>Leben um Leben</i>? M<small>AN KÖNNTE NÄMLICH GLAUBEN, SIE SEIEN HINZURICHTEN, SOBALD IHR</small> Z<small>EUGNIS ANGENOMMEN WORDEN IST, SO HEISST ES</small>: <i>Leben um Leben</i>, <small>SIE SIND NUR DANN HINZURICHTEN, WENN DAS</small> U<small>RTEIL BEREITS GEFÄLLT WORDEN IST</small>."
Makkot 5b:4,"GEMARA. Es wird gelehrt: Berrabi sagte: Haben sie die Hinrichtung nicht [herbeigeführt], so werden sie hingerichtet, haben sie die Hinrichtung [herbeigeführt], so werden sie nicht hingerichtet. Da sprach sein Vater zu ihm: Mein Sohn, ist etwa nicht [durch einen Schluß] vom Leichteren auf das Schwerere [das Entgegengesetzte zu folgern]!? Jener erwiderte: Du hast uns gelehrt, Meister, daß man nicht eine Bestrafung durch einen Schluß folgere. Es wird nämlich gelehrt:$fn81<i>Wenn einer seine Schwester nimmt, die Tochter seines Vaters oder die Tochter seiner Mutier</i>; ich weiß dies also von der Tochter des Vaters, die nicht die Tochter der Mutter ist, und von der Tochter der Mutter, die nicht die Tochter des Vaters ist, woher dies von der Tochter der Mutter und des Vaters? Es heißt:$fn81<i>die Scham seiner Schwester hat er entblößt</i>. Es ist also nicht überlassen worden, dies durch einen Schluß zu folgern: wenn man wegen der Tochter des Vaters, die nicht die Tochter der Mutter ist, und der Tochter der Mutter, die nicht die Tochter des Vaters ist, strafbar ist, um wieviel mehr wegen der Tochter des Vaters und der Mutter. Du lernst nun, daß man nicht eine Bestrafung durch einen Schluß folgere. Wir wissen dies nur von der Bestrafung, woher dies von der Verwarnung? Es heißt:$fn82<i>die Scham deiner Schwester, der Tochter deines Vaters oder der Tochter deiner Mutter</i>; ich weiß dies also von der Tochter des Vaters, die nicht die Tochter der Mutter ist, und von der Tochter der Mutter, die nicht die Tochter des Vaters ist, woher dies von der Tochter des Vaters und der Mutter? Es heißt :$fn83<i>die Scham der Tochter der Frau deines Vaters, die dein Vater erzeugt hat, sie ist deine Schwester</i>. Es ist also nicht überlassen worden, dies durch einen Schluß zu folgern: wenn die Tochter der Mutter, die nicht die Tochter des Vaters ist, und die Tochter des Vaters, die nicht die Tochter der Mutter ist, verboten ist, um wieviel mehr die Tochter des Vaters und der Mutter. Du lernst nun, daß man nicht eine Verwarnung durch einen Schluß folgere. – Woher dies$fn84 von der Geißelung? Es heißt [bei beiden]$fn85<i>Schuldiger</i>. – Woher dies von der Verbannung? – Es heißt [bei beide]$fn86<i>Totschläger</i>."
Makkot 5b:5,"Es wird gelehrt: R. Jehuda b. Ṭabaj sagte: Ich soll [keinen]$fn87Trost sehen, wenn ich nicht einen Falschzeugen hinrichten ließ, als Kundgebung gegen die Saduzäer, welche sagen, überführte Falschzeugen werden nur dann hingerichtet, wenn [durch ihre Aussage] der Angeklagte bereits hingerichtet worden ist. Da sprach Šimo͑n b. Šaṭaḥ zu ihm: Ich soll [keinen] Trost sehen, wenn du nicht unschuldiges Blut vergossen hast. Die Weisen sagten nämlich, Falschzeugen werden nur dann hingerichtet, wenn beide als solche überführt worden sind, werden nur dann gegeißelt, wenn beide als solche überführt worden sind. Hierauf nahm R. Jehuda b. Ṭabaj auf sich, nur in Gegenwart des Šimo͑n b. Šaṭaḥ Rechtsfragen zu entscheiden. Während seines ganzen Lebens pflegte R. Jehuda b. Ṭabaj sich auf das Grab jenes Zeugen niederzuwerfen. Das Volk hörte dann eine Stimme und glaubte, es sei die Stimme des Hingerichteten; da sprach er zu ihnen: Es ist meine Stimme; morgen sollt ihr sehen, daß er tot ist, indem ihr seine Stimme nicht mehr hören werdet. R. Aḥa, Sohn des Raba, sprach zu R. Aši: Vielleicht lud er ihn vor Gericht, oder er bat ihn um Verzeihung."
Makkot 5b:6,"<sup>vii</sup> $fn87<b>A</b><i>uf die Aussage zweier Zeugen oder dreier Zeugen hin soll der Beschuldigte getötet werden</i>. W<small>ENN DAS</small> Z<small>EUGNIS DURCH ZWEI BESTÄTIGT WIRD, WOZU SPRICHT DIE</small> s<small>CHRIFT VON DREI</small>? d<small>ASS MAN ZWEI DREIEN GLEICHSTELLE</small>: W<small>IE DREI ZWEI ALS</small> F<small>ALSCHZEUGEN ÜBERFÜHREN KÖNNEN, EBENSO KÖNNEN AUCH ZWEI DREI ALS</small> F<small>ALSCHZEUGEN ÜBERFÜHREN</small>. U<small>ND WOHER, DASS AUCH HUNDERT?</small> E<small>S HEISST:</small> <i>Zeugen</i>$fn88. R. Š<small>IMO͑N SAGTE</small>: W<small>IE ZWEI NUR DANN HINZURICHTEN SIND, WENN BEIDE ALS</small> F<small>ALSCHZEUGEN ÜBERFÜHRT WORDEN SIND, EBENSO SIND AUCH DREI NUR DANN HINZURICHTEN, WENN ALLE DREI ALS</small> F<small>ALSCHZEUGEN ÜBERFÜHRT WORDEN SIND</small>. U<small>ND WOHER, DASS AUCH HUNDERT</small>? E<small>S HEISST</small>: <i>Zeugen</i>. R. A͑<small>QIBA SAGTE</small>: V<small>OM DRITTEN IST NUR DESHALB DIE</small> R<small>EDE, AUF DASS MAN MIT IHM EBENSO STRENG VERFAHRE WIE MIT DEN ANDEREN</small>$fn89. W<small>ENN NUN DIE</small> S<small>CHRIFT DEN SICH</small> Ü<small>BELTÄTERN</small> A<small>NSCHLIESSENDEN EBENSO BESTRAFT, WIE DIE</small> Ü<small>BELTÄTER SELBST, UM WIEVIEL MEHR WIRD SIE DEN SICH</small> Ü<small>BENDEN GOTTGEFÄLLIGER</small> H<small>ANDLUNGEN</small> A<small>NSCHLIESSENDEN EBENSO BELOHNEN, WIE DIE</small> Ü<small>BENDEN GOTTGEFÄLLIGER</small> H<small>ANDLUNGEN SELBST</small>. W<small>IE FERNER DAS</small> Z<small>EUGNIS UNGÜLTIG IST, WENN VON ZWEIEN EINER ALS VERWANDT ODER ALS</small> Z<small>EUGE UNZULÄSSIG</small>$fn90<small>BEFUNDEN WIRD, EBENSO IST DAS</small> Z<small>EUGNIS UNGÜLTIG, WENN VON DREIEN EINER ALS VERWANDT ODER ALS</small> Z<small>EUGE UNZULÄSSIG BEFUNDEN WIRD</small>. <sup>viii</sup> W<small>OHER, DASS DIES AUCH VON HUNDERT GILT</small>? E<small>S HEISST:</small> <i>Zeugen</i>. R. J<small>OSE SAGTE</small>: D<small>IES GILT NUR VON</small> T<small>ODESSTRAFSACHEN</small>,"
Makkot 6a:1,"<small>BEI</small> G<small>ELDANGELEGENHEITEN ABER WIRD DAS</small> Z<small>EUGNIS DURCH DIE ÜBRIGEN BESTÄTIGT</small>. R<small>ABBI SAGTE</small>: S<small>OWOHL BEI</small> G<small>ELDANGELEGENHEITEN ALS AUCH BEI</small> T<small>ODESSTRAFSACHEN; JEDOCH NUR DANN, WENN SIE MITGEWARNT HABEN, HABEN SIE ABER NICHT MITGEWARNT: WAS KÖNNEN ZWEI</small> B<small>RÜDER TUN, WENN SIE GESEHEN HABEN, WIE JEMAND EINEN</small> M<small>ENSCHEN ERSCHLAGEN HAT</small>!?"
Makkot 6a:2,"GEMARA. Raba sagte: Dies nur, wenn die Bekundungen aller in eine Zeit fallen, innerhalb welcher man [einen Satz] aussprechen$fn91kann. R. Aha aus Diphte sprach zu Rabina: Merke, eine Zeit, innerhalb welcher man einen Satz aussprechen kann, heißt ja, solange ein Schüler seinen Lehrer begrüßt, und wenn es hundert sind, dauert es ja viel länger!? Dieser erwiderte: Jeder muß innerhalb der Zeit, während welcher man [einen Satz] aussprechen kann, [seit Beendigung] seines Genossen begonnen haben."
Makkot 6a:3,"R. A͑<small>QIBA SAGTE</small>: V<small>OM DRITTEN IST NUR DESHALB DIE</small> R<small>EDE</small> &amp;<small>C</small>. R. Papa sprach zu Abajje: Demnach sollte der Ermordete selber [den Mörder]$fn92rettenl? – Wenn er ihn hinterrücks getötet hat. – Der Geschändete sollte [den Päderasten] retten!? – Wenn er ihn von hinten geschändet hat. – Der Mörder oder der Päderast sollten sich ja selber retten$fn93!? Da schwieg er. Als er vor Raba kam, erwiderte er ihm:$fn94<i>Soll eine Sache bestätigt werden</i>, die Schrift spricht nur von denen, die die Sache bestätigen$fn95."
Makkot 6a:4,"R. J<small>OSE SAGTE</small>: D<small>IES GILT NUR</small> &amp;<small>C</small>. Was spricht man zu ihnen? Raba erwiderte: Man richtet an sie folgende Frage: Seid ihr nur Zusehen gekommen, oder seid ihr Zeugnis ablegen gekommen? Sagen sie, sie seien Zeugnis ablegen gekommen, so ist, wenn einer von ihnen als verwandt oder als Zeuge unzulässig befunden wird, das Zeugnis ungültig, wenn sie aber sagen, sie seien nur Zusehen gekommen: was können zwei Brüder tun, wenn sie gesehen haben, wie jemand einen Menschen erschlagen hat!? Es wird gelehrt: R. Jehuda sagte im Namen Šemuéls, die Halakha sei wie R. Jose; R. Naḥman sagte, die Halakha sei wie Rabbi."
Makkot 6a:5,
Makkot 6b:1,"<sup>ix</sup> <b>W</b><small>ENN ZWEI</small> [Z<small>EUGEN</small>] <small>IHN AUS DIESEM</small> F<small>ENSTER UND ZWEI ANDERE AUS EINEM</small> [<small>GEGENÜBER LIEGENDEN</small>] F<small>ENSTER GESEHEN HABEN, UND EINER IN DER</small> M<small>ITTE IHN GEWARNT HAT, SO GELTEN SIE, WENN EIN</small> T<small>EIL VON DIESEM EINEN</small> T<small>EIL VOM ANDEREN SEHEN KONNTE, ALS EINE</small> Z<small>EUGENPARTIE, WENN ABER NICHT, SO GELTEN SIE ALS ZWEI</small> P<small>ARTIEN</small>. W<small>ENN DAHER DIE EINEN ALS</small> F<small>ALSCHZEUGEN ÜBERFÜHRT WERDEN, SO WERDEN SIE UND ER HINGERICHTET, WÄHREND DIE ANDEREN FREI</small>$fn96<small>SIND</small>. R. J<small>OSE SAGT, ER KÖNNE NUR DANN HINGERICHTET WERDEN, WENN BEIDE</small> Z<small>EUGEN IHN GEWARNT HABEN, DENN ES HEISST</small> :$fn97<i>durch den Mund zweier Zeugen</i>. E<small>INE ANDERE</small> E<small>RKLÄRUNG:</small> <i>Durch den Mund zweier Zeugen</i>, <small>DAS</small> S<small>YNEDRIUM DARF</small> [<small>DIE</small> A<small>USSAGE</small>] <small>NICHT AUS DEM</small> M<small>UNDE EINES</small> D<small>OLMETSCHERS HÖREN</small>."
Makkot 6b:2,"GEMARA. R. Zuṭra b. Ṭobija sagte im Namen Rabhs: Woher, daß [die Aussage] getrennter Zeugen$fn98ungültig ist? Es heißt :$fn99<i>er soll nicht durch die Aussage eines Zeugen getötet werden</i>. Was ist nun unter ‘eines Zeugen’ zu verstehen: wollte man sagen, eines einzigen Zeugen, so geht dies ja hervor schon aus dem Anfang [des Schriftverses]: <i>durch zwei Zeugen</i>; vielmehr sind unter ‘eines Zeugen’ einzelne Zeugen zu verstehen. Ebenso wird auch gelehrt: <i>Er soll nicht durch die Aussage eines Zeugen getötet werden</i>, dies schließt [den Fall] ein, wenn von den beiden [Zeugen] einer ihn aus einem Fenster und einer ihn aus einem anderen Fenster gesehen hat, und sie einander nicht gesehen haben; sie werden dann nicht vereinigt. Und noch mehr, selbst wenn beide ihn nach einander aus einem Fenster gesehen haben, werden sie nicht vereinigt. R. Papa sprach zu Abajje: Wenn sie sogar, falls der eine ihn aus diesem Fenster und der andere aus einem anderen Fenster gesehen hat, sodaß sowohl der eine als auch der andere die ganze Handlung gesehen hat, nicht vereinigt werden, um wieviel weniger, wenn nach einander, sodaß sowohl der eine als auch der andere nur die Hälfte der Handlung gesehen hat!? Dieser erwiderte: Dies bezieht sich auf den Fall, wenn jemand ein Inzestverbrechen begangen hat$fn100."
Makkot 6b:3,"Raba sagte: Wenn sie den Warnenden oder der Warnende sie gesehen hat, so werden sie vereinigt."
Makkot 6b:4,"Ferner sagte Raba: Die Warnung, von der sie sprechen, [ist gültig], auch wenn sie vom [Ermordeten] selber oder von einem Dämon ausgeht."
Makkot 6b:5,"R. Naḥman sagte: Bei Geldangelegenheiten ist [die Aussage] getrennter Zeugen gültig, denn es heißt: <i>er soll nicht durch die Aussage eines Zeugen getötet werden</i>, nur bei Todesstrafsachen ist ein solches Zeugnis ungültig, bei Geldangelegenheiten aber ist es gültig. R. Zuṭra wandte ein: Demnach$fn101sollte dies auch bei Todesstrafsachen retten, wieso wird nun gelehrt, daß sie und er hingerichtet werden!? – Ein Einwand."
Makkot 6b:6,"R. J<small>OSE SAGT</small> &amp;<small>C</small>. R. Papa sprach zu Abajje: Ist denn R. Jose dieser Ansicht, wir haben ja gelernt: R. Jose sagt, ein Feind werde$fn102hingerichtet, weil er als gewarnt gilt!? Dieser erwiderte: Jener ist R. Jose b. Jehuda, denn es wird gelehrt: R. Jose b. Jehuda sagt, bei einem Gelehrten sei keine Warnung erforderlich, denn die Warnung ist nur deshalb nötig, um festzustellen, ob die Handlung wissentlich oder unwissentlich erfolgt ist."
Makkot 6b:7,"E<small>INE ANDERE</small> E<small>RKLÄRUNG</small>: <i>Durch den Mund zweier Zeugen</i>, <small>DAS</small> S<small>YNEDRIUM DARF</small> [<small>DIE</small> A<small>USSAGE</small>] <small>NICHT AUS DEM</small> M<small>UNDE EINES</small> D<small>OLMETSCHERS HÖREN</small>. Einst kamen Fremdländer vor Raba, und er stellte ihnen einen Dolmetscher. – Wieso tat er dies, es wird ja gelehrt, das Synedrium dürfe [die Aussage] nicht aus dem Munde eines Dolmetschers hören!? – Raba verstand, was sie sprachen, nur verstand er nicht, ihnen zu antworten."
