Index Title,Numbers
Numbers 5:17,"I nabierze kapłan wody poświęconej w naczynie gliniane, i nieco prochu znajdującego się na toku przybytku weźmie kapłan i wsypie do tej wody. "
Numbers 5:18,"I postawi kapłan niewiastę przed oblicze Wiekuistego, i rozpuści włosy na głowie niewiasty, i poda w ręce jej śniedną ofiarę pamięci, ową śniedną ofiarę zazdrości; w ręku zaś kapłana będzie woda goryczy, klątwy. "
Numbers 5:19,"I zaklnie ją kapłan i rzeknie do niewiasty: jeżeli nie obcował nikt z tobą, a nie wykroczyłaś zbezczeszczeniem przeciw mężowi twemu, - nienaruszona bądź od tej wody goryczy, klątwy; "
Numbers 5:20,"Ale jeżeliś wykroczyła przeciw mężowi twojemu i zostałaś zbezczeszczona, a obcował kto z tobą oprócz męża twojego, -  "
Numbers 5:21,"Zaklnie zaś kapłan niewiastę klątwą przekleństwa, przemawiając do niewiasty jako kapłan: - ""niechaj cię poda Wiekuisty na przekleństwo i klątwę między ludem twoim, czyniąc łono twoje zapadłém, a żywot twój opuchłym; "
Numbers 5:22,"I niech przenikną te wody klątwy we wnętrzności twoje, aby opuchł żywot twój, a zapadło łono twoje!"" Odpowie zaś niewiasta: Amen, amen. "
Numbers 5:23,"I napisze kapłan przekleństwa te na zwitku, a spłucze je w owej wodzie goryczy. "
Numbers 5:24,"I da się napić niewieście wody goryczy, klątwy, tak aby przenikły ją te wody klątwy, na gorycz jej. "
Numbers 5:25,Ale przedtém weźmie kapłan z rąk niewiasty śniedną ofiarę zazdrości i przedstawi tę ofiarę przed oblicze Wiekuistego i zaniesie ją do ofiarnicy; 
Numbers 5:26,"I nabierze kapłan garścią ze śniednej tej ofiary, jej ofiarę przypomnienia i puści ją z dymem na ofiarnicy, poczém da wypić niewieście wodę. "
Numbers 5:27,"A gdy da się jej napić owej wody, to jeżeliby zbezczeszczona była, a dopuściłaby się wiarołomstwa względem męża swojego, wtedy przenikną ją wody klątwy goryczą i opuchnie żywot jej, a zapadnie łono jej, i stanie się niewiasta ta przekleństwem między ludem swoim; "
Numbers 5:28,"Jeżeliby zaś nie była zbezczeszczona niewiasta, a byłaby czystą, wtedy nienaruszoną zostanie, a obdarzona będzie potomstwem. "
Numbers 5:29,"Oto ustawa o zazdrości, gdyby wykroczyła niewiasta przeciw mężowi swojemu, a zbezczeszczoną została; "
Numbers 5:30,"Albo gdyby w ogóle na męża przypadł duch zazdrości, tak żeby podejrzywał żonę swoję, wtedy postawi żonę przed oblicze Wiekuistego, a postąpi z nią kapłan wedle całej ustawy tej. "
Numbers 5:31,"A czystym będzie mąż od winy, żona zaś poniesie karę swoję."" "
Numbers 6:1,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 6:2,"""Powiedz synom Israela, a objaśnij im: Jeżeli się mężczyzna albo niewiasta wyróżni, ślubując ślub wstrzemięźliwości, aby być wstrzemięźliwym, gwoli Wiekuistemu; "
Numbers 6:3,"Tedy od wina i mocnego napoju wstrzymywać się winien, nawet kwasu winnego, ani kwasu z odurzających napojów pijać nie ma; żadnej téż nalewki z winnych jagód nie będzie pił, a także winnych jagód świeżych albo suszonych jadać nie będzie. "
Numbers 6:4,"Przez cały czas wstrzemięźliwości swojej, z niczego, co się przyrządza z winogradu, bądź z pestek, bądź z łupiny, kosztować nie ma. "
Numbers 6:5,"Przez cały czas ślubowanej wstrzemięźliwości swojej, brzytwa nie dotknie się głowy jego; aż do spełnienia się czasu, na który poddał się wstrzemięźliwości gwoli Wiekuistemu, uświęconym być winien, splatając rozpuszczone włosy głowy swojej. "
Numbers 6:6,"Przez cały czas, na który poddał się wstrzemięźliwości gwoli Wiekuistemu, do ciała martwego nie przystąpi. "
Numbers 6:7,"Ani przy ojcu, ani przy matce swojej, ani przy bracie, ani przy siostrze swojej nie zanieczyści się, gdy umrą; gdyż uświęcenie Boga swego ma na głowie swojej. "
Numbers 6:8,Przez cały czas wstrzemięźliwości swojej - poświęconym on Wiekuistemu. 
Numbers 6:9,"A gdyby kto umarł przy nim w jednej chwili, nagle, a zanieczyścił głowę jego poświęconą; ostrzyże wtedy głowę swoję w dzień oczyszczenia swego; dnia siódmego ostrzyże ją. "
Numbers 6:10,"A dnia ósmego przyniesie parę synogarlic albo parę młodych gołąbków do kapłana, do wnijścia przybytku zboru. "
Numbers 6:11,"I spełni kapłan jednym ofiarę zagrzeszną, a drugim całopalenie, i oczyści go od tego, czém zgrzeszył przez zmarłego, a poświęci głowę jego w tenże dzień; "
Numbers 6:12,"I podda się wstrzemięźliwości przed Wiekuistym na czas wstrzemięźliwości swojej, poczém przyniesie jagnię roczne jako ofiarę pokutną; czas wszakże poprzedni przepada, gdyż zanieczyszczone zostało poświęcenie jego. "
Numbers 6:13,"A oto ustawa o wstrzemięźliwym, gdy spełni się czas wstrzemięźliwości jego: należy go przyprowadzić do wnijścia przybytku zboru; "
Numbers 6:14,"I złoży on w ofierze Wiekuistemu - jedno jagnię roczne, zdrowe na całopalenie, i owcę jedną, roczną, zdrową na ofiarę zagrzeszną, barana téż jednego, zdrowego na ofiarę opłatną; "
Numbers 6:15,"Kosz téż przaśników z mąki przedniej, kołacze zaczynione oliwą i ołatki przaśne namazane oliwą, wraz z ofiarą ich śniedną i zalewką ich, -  "
Numbers 6:16,I złoży to kapłan przed Wiekuistym i spełni ofiarę jego zagrzeszną i całopalenie jego; 
Numbers 6:17,"Baranem zaś spełni ofiarę opłatną Wiekuistemu, wraz z koszem przaśników; i spełni téż kapłan śniedną ofiarę jego, i zalewkę jego. "
Numbers 6:18,"A wtedy ostrzyże wstrzemięźliwy u wnijścia do przybytku zboru głowę swą poświęconą, on zaś weźmie włosy poświęconej głowy jego i położy na ogień, znajdujący się pod ofiarą opłatną. "
Numbers 6:19,"Poczém weźmie kapłan łopatkę uwarzoną barana i jeden kołacz przaśny z kosza i ołatek przaśny jeden - a poda w ręce wstrzemięźliwego, gdy ostrzyże głowę swą poświęconą; "
Numbers 6:20,"I przedstawi to kapłan jako przedstawienie przed Wiekuistym: poświęcone to dla kapłana, oprócz mostka przedstawienia i łopatki podniesienia - a potem pić ma wstrzemięźliwy wino. "
Numbers 6:21,"Oto przepis o wstrzemięźliwym, który złożył ślub: ofiara jego przynależy Wiekuistemu za wstrzemięźliwość jego, oprócz tego, na co by go stać było; według ślubu, który ślubował uczyni, oprócz przepisanego o wstrzemięźliwości jego"". "
Numbers 6:22,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 6:23,"""Powiedz Ahronowi i synom jego w te słowa: Tak błogosławić macie synom Israela; powiecie do nich: "
Numbers 6:24,"Niechaj pobłogosławi cię Wiekuisty, a strzeże cię! "
Numbers 6:25,"Niechaj przyświeca Wiekuisty obliczem Swojém tobie, a miłościwym ci będzie! "
Numbers 6:26,"Niechaj zwróci Wiekuisty oblicze Swoje ku tobie, a da ci pokój! "
Numbers 6:27,"I tak niechaj złożą imię Moje na synów Israela, a Ja ich błogosławić będę!"" "
Numbers 7:1,"I stało się dnia, którego dokonał Mojżesz wystawienia przybytku, gdy namaścił i poświęcił go ze wszystkiemi przyborami jego, a ofiarnicę téż ze wszystkiemi przyborami jej namaścił i poświęcił, -  "
Numbers 7:2,"Przywiedli wtedy ofiary naczelnicy Israela, głowy domów swych rodowych, owi naczelnicy pokoleń, którzy zawiadywali spisami. "
Numbers 7:3,"Sprowadzili oni ofiary swe przed oblicze Wiekuistego: sześć wozów krytych przy dwunastu wołach; po wozie na dwóch naczelników, i po wole na każdego: i przywiedli je przed przybytek. "
Numbers 7:4,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 7:5,"""Przyjm od nich, a niechaj będą do wykonywania robót przy przybytku zboru; oddasz je zaś Lewitom, każdemu wedle służby jego"". "
Numbers 7:6,"Przyjął tedy Mojżesz owe wozy i woły, i oddał je Lewitom. "
Numbers 7:7,"Dwa wozy i cztery woły dał synom Gerszona, według służby ich; "
Numbers 7:8,"Cztery zaś wozy i ośm wołów dał synom Merarego, według służby ich, pod nadzorem Ithamara, syna Ahrona, kapłana. "
Numbers 7:9,"Synom wszakże Kehata nic nie dał, ponieważ służba przy świątyni była dla nich taka, że wszystko na ramieniu nosić mieli. "
Numbers 7:10,Przynieśli téż naczelnicy dary ku poświęceniu ofiarnicy w dzień namaszczenia jej - i złożyli naczelnicy dary swe przed ofiarnicą. 
Numbers 7:11,"I rzekł Wiekuisty do Mojżesza: ""Jednego dnia niechaj jeden naczelnik, a drugiego dnia niechaj drugi naczelnik złoży dary swoje ku poświęceniu ofiarnicy"". "
Numbers 7:12,"I złożył pierwszego dnia dar swój Nachszon, syn Amminadaba, od pokolenia Jehudy; "
Numbers 7:13,"A dar jego: misa srebrna jedna, sto trzydzieści szekli wagi, kropielnica jedna srebrna, na siedmdziesiąt szekli, wedle szekla uświęconego; obie pełne przedniej mąki, zaczynionej oliwą, na ofiarę śniedną; "
Numbers 7:14,"Jedna kadzielnica złota, na dziesięć szekli, pełna kadzidła; "
Numbers 7:15,"Cielec jeden młody, baran jeden, jagnię jedno roczne - na całopalenie; "
Numbers 7:16,Kozieł jeden - na ofiarę zagrzeszną; 
Numbers 7:17,"A na ofiarę opłatną: wołów parę, baranów pięć, kozłów pięć, jagniąt rocznych pięć: Oto dar Nachszona, syna Amminadaba. "
Numbers 7:18,"Dnia drugiego złożył dar Nethaneel, syn Cuara, naczelnik pokolenia Isachara. "
Numbers 7:19,"Złożył on w darze swoim: misę srebrną jednę, sto trzydzieści szekli wagi; kropielnicę jednę srebrną, na siedmdziesiąt szekli - wedle szekla uświęconego; obie pełne przedniej mąki, zaczynionej oliwą na ofiarę śniedną. "
Numbers 7:20,"Jedną kadzielnicę złotą, na dziesięć szekli, pełną kadzidła. "
Numbers 7:21,"Cielca jednego młodego, barana jednego, jagnię jedno roczne, na całopalenie. "
Numbers 7:22,Kozła jednego - na ofiarę zagrzeszną; 
Numbers 7:23,"A na ofiarę opłatną: wołów parę, baranów pięć, kozłów pięć, jagniąt rocznych pięć: Oto dar Nethaneela, syna Cuara. "
Numbers 7:24,"Dnia trzeciego - naczelnik synów Zebuluna, Eliab, syn Chelona. "
Numbers 7:25,"Dar jego: misa srebrna jedna, - sto trzydzieści szekli wagi, kropielnica jedna srebrna, na siedmdziesiąt szekli, - wedle szekla uświęconego; obie pełne przedniej mąki zaczynionej oliwą, na ofiarę śniedną. "
Numbers 7:26,"Jedna kadzielnica złota - na dziesięć szekli, pełna kadzidła. "
Numbers 7:27,"Cielec jeden młody, baran jeden, jagnię jedno roczne, na całopalenie. "
Numbers 7:28,Kozieł jeden - na ofiarę zagrzeszną; 
Numbers 7:29,"A na ofiarę opłatną: wołów parę, baranów pięć, kozłów pięć, jagniąt rocznych pięć: Oto dar Eliaba, syna Chelona. "
Numbers 7:30,"Dnia czwartego - naczelnik synów Reubena, Elicur, syn Szedeura. "
Numbers 7:31,"Dar jego: misa srebrna jedna, sto trzydzieści szekli wagi, kropielnica jedna srebrna, na siedmdziesiąt szekli, - wedle szekla uświęconego; obie pełne przedniej mąki, zaczynionej oliwą, na ofiarę śniedną. "
Numbers 7:32,"Jedna kadzielnica złota - na dziesięć szekli, pełna kadzidła. "
Numbers 7:33,"Cielec jeden młody, baran jeden, jagnię jedno roczne, na całopalenie. "
Numbers 7:34,Kozieł jeden - na ofiarę zagrzeszną; 
Numbers 7:35,"A na ofiarę opłatną: wołów parę, baranów pięć, kozłów pięć, jagniąt rocznych pięć: Oto dar Elicura, syna Szedeura. "
Numbers 7:36,"Dnia piątego - naczelnik synów Szymeona, Szelumiel, syn Curyszaddaja. "
Numbers 7:37,"Dar jego: misa srebrna jedna, sto trzydzieści szekli wagi, kropielnica jedna srebrna, na siedmdziesiąt szekli, - wedle szekla uświęconego; obie pełne przedniej mąki, zaczynionej oliwą, na ofiarę śniedną. "
Numbers 7:38,"Jedna kadzielnica złota - na dziesięć szekli, pełna kadzidła. "
Numbers 7:39,"Cielec jeden młody, baran jeden, jagnię jedno roczne, na całopalenie. "
Numbers 7:40,Kozieł jeden - na ofiarę zagrzeszną; 
Numbers 7:41,"A na ofiarę opłatną: wołów parę, baranów pięć, kozłów pięć, jagniąt rocznych pięć: Oto dar Szelumiela, syna Curyszaddaja. "
Numbers 7:42,"Dnia szóstego - naczelnik synów Gada, Eliasaf, syn Deuela. "
Numbers 7:43,"Dar jego: misa srebrna jedna, sto trzydzieści szekli wagi, kropielnica jedna srebrna, na siedmdziesiąt szekli - wedle szekla uświęconego; obie pełne przedniej mąki, zaczynionej oliwą, na ofiarę śniedną. "
Numbers 7:44,"Jedna kadzielnica złota, - na dziesięć szekli, pełna kadzidła. "
Numbers 7:45,"Cielec jeden młody, baran jeden, jagnię jedno roczne, na całopalenie. "
Numbers 7:46,"Kozieł jeden, na ofiarę zagrzeszną; "
Numbers 7:47,"A na ofiarę opłatną: wołów parę, baranów pięć, kozłów pięć, jagniąt rocznych pięć: Oto dar Elisafa, syna Deuela. "
Numbers 7:48,"Dnia siódmego - naczelnik synów Efraima, Eliszama, syn Ammihuda. "
Numbers 7:49,"Dar jego: misa srebrna jedna, - sto trzydzieści szekli wagi, kropielnica jedna srebrna, na siedmdziesiąt szekli, - wedle szekla uświęconego; obie pełne przedniej mąki, zaczynionej oliwą, na ofiarę śniedną. "
Numbers 7:50,"Jedna kadzielnica złota - na dziesięć szekli, pełna kadzidła. "
Numbers 7:51,"Cielec jeden młody, baran jeden, jagnię jedno roczne, na całopalenie. "
Numbers 7:52,Kozieł jeden - na ofiarę zagrzeszną; 
Numbers 7:53,"A na ofiarę opłatną: wołów parę, baranów pięć, kozłów pięć, jagniąt rocznych pięć: Oto dar Eliszamy, syna Ammihuda. "
Numbers 7:54,"Dnia ósmego - naczelnik synów Menaszy, Gamliel, syn Pedacura. "
Numbers 7:55,"Dar jego: misa srebrna jedna, - sto trzydzieści szekli wagi, kropielnica jedna srebrna, na siedmdziesiąt szekli, - wedle szekla uświęconego; obie pełne przedniej mąki, zaczynionej oliwą, na ofiarę śniedną, "
Numbers 7:56,"Jedna kadzielnica złota - na dziesięć szekli, pełna kadzidła. "
Numbers 7:57,"Cielec jeden młody, baran jeden, jagnię jedno roczne, na całopalenie. "
Numbers 7:58,Kozieł jeden - na ofiarę zagrzeszną; 
Numbers 7:59,"A na ofiarę opłatną: wołów parę, baranów pięć, kozłów pięć, jagniąt rocznych pięć: Oto dar Gamliela, syna Pedacura. "
Numbers 7:60,"Dnia dziewiątego - naczelnik synów Binjamina, Abidan, syn Gideoni. "
Numbers 7:61,"Dar jego: misa srebrna jedna, - sto trzydzieści szekli wagi, kropielnica jedna srebrna na siedmdziesiąt szekli, - wedle szekla uświęconego; obie pełne przedniej mąki, zaczynionej oliwą, na ofiarę śniedną. "
Numbers 7:62,"Jedna kadzielnica złota - na dziesięć szekli, pełna kadzidła. "
Numbers 7:63,"Cielec jeden młody, baran jeden, jagnię jedno roczne, na całopalenie. "
Numbers 7:64,Kozieł jeden - na ofiarę zagrzeszną; 
Numbers 7:65,"A na ofiarę opłatną: wołów parę, baranów pięć, kozłów pięć, jagniąt rocznych pięć: Oto dar Abidana, syna Gideoni. "
Numbers 7:66,"Dnia dziesiątego - naczelnik synów Dana, Achiezer, syn Ammiszaddaja. "
Numbers 7:67,"Dar jego: misa srebrna jedna, - sto trzydzieści szekli wagi, kropielnica jedna srebrna, na siedmdziesiąt szekli, - wedle szekla uświęconego; obie pełne przedniej mąki, zaczynionej oliwą, na ofiarę śniedną. "
Numbers 7:68,"Jedna kadzielnica złota - na dziesięć szekli, pełna kadzidła. "
Numbers 7:69,"Cielec jeden młody, baran jeden, jagnię jedno roczne, na całopalenie. "
Numbers 7:70,Kozieł jeden - na ofiarę zagrzeszną; 
Numbers 7:71,"A na ofiarę opłatną: wołów parę, baranów pięć, kozłów pięć, jagniąt rocznych pięć: Oto dar Achiezera, syna Ammiszaddaja. "
Numbers 7:72,"Dnia jedenastego - naczelnik synów Aszera, Pagiel, syn Ochrana. "
Numbers 7:73,"Dar jego: misa srebrna jedna, - sto trzydzieści szekli wagi, kropielnica jedna srebrna, na siedmdziesiąt szekli, - wedle szekla uświęconego; obie pełne przedniej mąki, zaczynionej oliwą, na ofiarę śniedną. "
