Index Title,Leviticus
Leviticus 24:13,"Tedy rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 24:14,"""Wyprowadź bluźniercę po za obóz, i niech włożą wszyscy, którzy to słyszeli, ręce swe na głowę jego, i niech ukamionuje go cały zbór. "
Leviticus 24:15,"Synom zaś Israela powiesz tak: Ktokolwiekby bluźnił Bogu swojemu, poniesie grzech swój. "
Leviticus 24:16,"A ktoby złorzeczył imieniu Wiekuistego, wydany będzie na śmierć; ukamionować ukamionuje go zbór cały, - tak cudzoziemiec jako krajowiec, gdyby złorzeczył imieniu Boga, na śmierć wydany będzie. "
Leviticus 24:17,"Ktoby téż zabił jakąkolwiek istotę ludzką, na śmierć wydany będzie. "
Leviticus 24:18,"A ktoby zabił bydlę, zapłaci za nie; bydlę za bydlę. "
Leviticus 24:19,"A ktoby przyprawił o kalectwo bliźniego swego, jako uczynił, tak niech mu się stanie. "
Leviticus 24:20,"Złamanie - za złamanie, oko - za oko, ząb - za ząb: jako on zadał kalectwo człowiekowi, tak i jemu niech zadaném będzie. "
Leviticus 24:21,"I tak, ktoby zabił bydlę, zapłaci za nie; a ktoby zabił człowieka, wydany będzie na śmierć. "
Leviticus 24:22,"Prawo jednakie będzie u was; cudzoziemiec jako krajowiec będzie: bom Ja Wiekuisty, Bóg wasz!"" "
Leviticus 24:23,I powiedział to Mojżesz synom Israela; i wyprowadzili bluźniercę po za obóz i ukamionowali go kamieniami. I uczynili synowie Israela jako przykazał Wiekuisty Mojżeszowi. 
Leviticus 25:1,"I rzekł Wiekuisty do Mojżesza u góry Synai, tak: "
Leviticus 25:2,"""Oświadcz synom Israela a powiedz im, gdy wnijdziecie do ziemi, którą oddaję wam, wtedy obchodzić ma ziemia Sabbat Wiekuistemu. "
Leviticus 25:3,"Przez sześć lat obsiewaj pole twoje, i przez sześć lat obrzynaj winnicę twą, i zbieraj plony jej. "
Leviticus 25:4,"Ale roku siódmego odpoczynek, wielki odpoczynek niechaj będzie dla ziemi, Sabbat Wiekuistemu. "
Leviticus 25:5,"Samorodnego plonu żniwa twego nie zżynaj, a gron nieobrzynanych winorośli twoich nie zbieraj: rok wypoczynku niechaj ma ziemia. "
Leviticus 25:6,"I pozostanie wam sobotni plon ziemi na pokarm, tobie, i słudze twojemu, i służebnicy twej i najemnikowi twemu, i przysiedleńcowi twojemu, zamieszkałemu przy tobie. "
Leviticus 25:7,"Bydłu zaś twojemu, i zwierzętom, które na ziemi twojej, niechaj służy wszystek plon jej na pokarm. "
Leviticus 25:8,"Poczém naliczysz sobie siedm lat odpoczynku, - po siedm lat siedm kroć, - aby uczynił ci czas siedmiu lat odpoczynku czterdzieści i dziewięć lat. "
Leviticus 25:9,"I każesz uderzyć w surmę miesiąca siódmego, dziesiątego dnia miesiąca; w dzień przebaczenia każecie uderzyć w surmę po całej ziemi waszej. "
Leviticus 25:10,"I poświęcicie rok pięćdziesiąty, a ogłosicie wolność na ziemi wszystkim mieszkańcom jej: jubileuszem będzie on dla was; i wrócicie każdy do posiadłości swojej i każdy do rodziny swojej powróci. "
Leviticus 25:11,"Jubileuszem ma być ten rok pięćdziesiąty dla was: nie siejcie ani zżynajcie samorodnego plonu w nim, ani obierajcie nieobrzynanych winorośli w nim! "
Leviticus 25:12,"Bo jubileuszem jest, święty będzie wam; wprost z pola plon jego pożywać będziecie. "
Leviticus 25:13,W tym to roku jubileuszowym wrócicie - każdy - do posiadłości swojej. 
Leviticus 25:14,"A gdy będziesz sprzedawał pole bliźniemu twojemu, albo je kupował od bliźniego twojego, nie oszukujcie jeden drugiego! "
Leviticus 25:15,Według liczby lat po jubileuszu kupisz od bliźniego twojego; według liczby lat plonów sprzeda on tobie. 
Leviticus 25:16,"W miarę powiększenia się lat tych, powiększysz mu cenę, a w miarę zmniejszenia się lat tych, umniejszysz mu cenę, - bo liczbę plonów on sprzedaje tobie. "
Leviticus 25:17,"A nie oszukujcie jeden drugiego, lecz obawiaj się Boga twojego; bom Ja Wiekuisty, Bóg wasz! "
Leviticus 25:18,"A gdy będziecie spełniali ustawy Moje, a praw Moich przestrzegali, spełniając je, zamieszkacie na ziemi bezpiecznie. "
Leviticus 25:19,"I wydawać będzie ziemia owoc swój, a pożywać będziecie do syta, i zamieszkacie bezpiecznie na niej. "
Leviticus 25:20,"A gdybyście rzekli: ""cóż nam jeść roku siódmego? wszak nie będziemy sieli, ani zbierali plonów naszych?"" "
Leviticus 25:21,"Oto zeszlę wam błogosławieństwo Moje roku szóstego, aby przyniósł plon na trzy lata. "
Leviticus 25:22,"I będziecie sieli roku ósmego, a jeść będziecie z plonu łońskiego - do roku dziewiątego; póki nie przyjdzie plon jego, jadać będziecie łoński. "
Leviticus 25:23,"Ziemia zaś nie będzie sprzedawana na wieczność; bo Moją ziemia, bo wyście przychodnie i przysiedleńcy u Mnie. "
Leviticus 25:24,Na całej ziemi władania waszego wyzwolenie dajcie dla ziemi! 
Leviticus 25:25,"Gdyby podupadł brat twój, a sprzedałby co z posiadłości swojej, przyjdzie wtedy krewny jego najbliższy mu i wykupi co sprzedał brat jego. "
Leviticus 25:26,"Jeżeliby zaś kto nie miał wyzwalającego, a osięgnąć by mogła ręka jego i stałoby go na wykupno; "
Leviticus 25:27,"To niech odliczy lata od sprzedaży swojej, a spłaci pozostałe temu, któremu sprzedał, i tak wróci do posiadłości swojej. "
Leviticus 25:28,"Gdyby go jednak nie stało na tyle, aby go spłacić mógł, wtedy niechaj pozostanie sprzedaż w ręku nabywcy do roku jubileuszowego, wyjdzie zaś w roku jubileuszowym, a on wróci do posiadłości swojej. "
Leviticus 25:29,Jeżeliby téż kto sprzedał dom mieszkalny w mieście murem otoczoném: to prawo wykupu mu służy do upływu roku sprzedaży; w przeciągu roku służy mu prawo wykupu. 
Leviticus 25:30,"A gdyby wykupionym nie został do końca roku całego, wtedy pozostanie ów dom w mieście opatrzoném murem na zawsze przy nabywcy swoim, dziedzicznie, nie wyjdzie w jubileuszu. "
Leviticus 25:31,"Domy wszakże po wsiach nie otoczonych murem dokoła, narówni z polem ziemi poczytywane będą; prawo wykupu im służy, a w jubileuszu wyzwalają się. "
Leviticus 25:32,"Miasta téż Lewitów, domy w miastach ich dziedzicznych, - prawo wykupu każdego czasu służy Lewitom. "
Leviticus 25:33,"A cokolwiekby wykupiono u Lewitów, wyzwala się również w jubileuszu - sprzedany dom lub miejska posiadłość - gdyż domy miast lewickich - to własność ich w pośród synów Israela. "
Leviticus 25:34,"I pole téż w obwodzie miast ich sprzedawaném być nie może, bo dziedzictwem wieczném to ich. "
Leviticus 25:35,"Gdyby podupadł brat twój, a zachwiała się dłoń jego przy tobie, podeprzyj go, czy to przychodzień, czy osiadły, niechaj żyje przy tobie. "
Leviticus 25:36,"Nie bierz od niego lichwy, ani przyrostu, a bój się Boga twojego, aby żył brat twój przy tobie. "
Leviticus 25:37,"Pieniędzy twoich nie dawaj mu na lichwę, a dla przyrostu nie oddawaj mu żywności twojej. "
Leviticus 25:38,"Jam Wiekuisty Bóg wasz, którym wywiódł was z ziemi Micraim, abym oddał wam ziemię Kanaan, a był wam Bogiem. "
Leviticus 25:39,"Jeżeliby téż podupadł brat twój przy tobie, a zaprzedał ci się, nie obarczaj go służbą niewolniczą. "
Leviticus 25:40,"Jako najemnik, jako przysiedleniec, niechaj będzie przy tobie, aż do roku jubileuszowego niechaj służy u ciebie. "
Leviticus 25:41,"A wtedy odejdzie od ciebie on i dzieci jego z nim a wróci do rodziny swojej, i do dziedzictwa ojców swoich wróci. "
Leviticus 25:42,"Albowiem słudzy to Moi, których wywiodłem z ziemi Micraim; nie będą sprzedawani, jako się sprzedaje niewolników. "
Leviticus 25:43,"Nie władaj nim z surowością, a bój się Boga twojego! "
Leviticus 25:44,"Niewolnik zaś i niewolnica twoja, których mieć możesz, - z narodów, które w około was, od nich możecie kupować niewolnika i niewolnicę. "
Leviticus 25:45,"Również z pośród dzieci przysiedleńców zamieszkałych przy was możecie kupować, i z plemienia ich, które u was, które zrodzili na ziemi waszej, oni téż mogą być własnością waszą. "
Leviticus 25:46,"I możecie przekazywać ich w dziedzictwie synom waszym po was, aby je posiadali jako własność, na zawsze posługiwać się nimi możecie. A nad braćmi waszymi, synami Israela, jeden nad drugim niechaj nie włada z surowością. "
Leviticus 25:47,"A gdyby przychodzień albo przysiedleniec doszedł do zamożności przy tobie a podupadł brat twój przy nim i zaprzedał się przychodniowi czy przesiedleńcowi u ciebie, albo potomkowi z plemienia przychodnia, -  "
Leviticus 25:48,To po sprzedaniu się służy mu prawo wykupu; którykolwiek z braci jego go wykupi. 
Leviticus 25:49,"Czy stryj jego, czy syn stryja jego go wykupi, czy téż który z bliższych krewnych z rodziny jego go wykupi, albo, gdyby go stać było na to, sam się wykupi. "
Leviticus 25:50,"A niechaj obliczy się z nabywcą swoim od roku, w którym mu się zaprzedał, do roku jubileuszowego, aby pieniądze, za które się zaprzedał, zwrócone mu zostały według liczby lat; jako czasowy najemnik niechaj będzie u niego. "
Leviticus 25:51,"Jeżeliby jeszcze wiele zostawało lat, w stosunku do nich zwróci okup swój z pieniędzy, za które kupiony był. "
Leviticus 25:52,"A jeżeliby mało zostawało lat do roku jubileuszowego, to niechaj mu je zaliczy; w stosunku do lat swoich niechaj zwróci okup swój. "
Leviticus 25:53,"Jako najemnik doroczny niechaj będzie u niego, nie będzie władał nim surowo w oczach twoich. "
Leviticus 25:54,"A gdyby nie był wykupiony w ten sposób, tedy odejdzie w roku jubileuszowym sam i dzieci jego z nim. "
Leviticus 25:55,"Albowiem Moimi sługami są synowie Israela, słudzy to Moi, których wywiodłem z ziemi Micraim. Ja Wiekuisty, Bóg wasz. "
Leviticus 26:1,"Nie róbcie sobie bałwanów, a bożków litych i posągów nie stawiajcie sobie, a kamieni rytych nie kładźcie w ziemi waszej, aby korzyć się na nich; bom Ja Wiekuisty, Bóg wasz. "
Leviticus 26:2,"Sabbatów Moich przestrzegajcie, a świątynię Moję czcijcie: Jam Wiekuisty. "
Leviticus 26:3,"Jeżeli podług ustaw Moich postępować, a przykazań Moich przestrzegać, a pełnić je będziecie, -  "
Leviticus 26:4,"Tedy dam wam deszcze w czasie swoim, i wyda ziemia plon swój, a drzewo polne wyda owoc swój. "
Leviticus 26:5,"I starczy wam młoćba do winobrania, a winobranie do wysiewu, i pożywać będziecie chléb swój do syta, i zamieszkacie bezpiecznie na ziemi waszej. "
Leviticus 26:6,"I ustanowię pokój na ziemi, i spoczywać będziecie, a nikt nie wystraszy; wyplenię téż zwierzęta dzikie z ziemi, a miecz nie przejdzie po ziemi waszej. "
Leviticus 26:7,I ścigać będziecie wrogów waszych i padną przed wami od miecza. 
Leviticus 26:8,"I ścigać będzie pięciu z was stu, a stu z was dziesięć tysięcy ścigać będzie, i padną wrogi wasze przed wami od miecza. "
Leviticus 26:9,"I zwrócę się ku wam, i rozplenię was, i rozmnożę was i utwierdzę przymierze Moje z wami. "
Leviticus 26:10,"I pożywać będziecie zboże łońskie, zaprzeszłoroczne, a łońskie dla nowego uprzątać będziecie. "
Leviticus 26:11,"I ustanowię przybytek Mój w pośród was, a nie odtrąci was dusza Moja. "
Leviticus 26:12,"I będę ustawicznie chodził w pośród was, i będę wam Bogiem, a wy będziecie Mi ludem. "
Leviticus 26:13,"Jam Wiekuisty, Bóg wasz, którym wywiódł was z ziemi Micrejczyków, abyście nie zostali niewolnikami ich, i skruszyłem sworzenie jarzma waszego, a prowadziłem was z czołem podniesioném. "
Leviticus 26:14,"Jeżelibyście zaś nie usłuchali Mnie, i nie pełnili wszystkich przykazań tych, -  "
Leviticus 26:15,"Jeżeli ustawami Mojemi wzgardzicie, a prawa Moje odtrąci dusza wasza, żebyście nie pełnili wszystkich przykazań Moich, naruszając przymierze Moje; "
Leviticus 26:16,"Tedy i Ja uczynię to wam: nawiodę na was trwogę, wycieńczenie i gorączkę, które pożerają oczy, i omdlałą czynią duszę, a siać będziecie daremnie nasiona wasze, i spożyją je wrogi wasze. "
Leviticus 26:17,"I zwrócę oblicze Moje na was, i porażeni będziecie przed wrogami waszymi, i władać wami będą nieprzyjaciele wasi, i będziecie pierzchali, choć was nikt nie będzie ścigał. "
Leviticus 26:18,"A jeżeli pomimo to nie posłuchacie Mnie: tém silniej karać was będę, siedmkroć za grzechy wasze. "
Leviticus 26:19,"I złamię wyniosłość mocy waszej, i uczynię niebo wasze jako żelazo, a ziemię waszę jako kruszec. "
Leviticus 26:20,"I wyczerpywać się będzie daremnie siła wasza, i nie wyda ziemia wasza plonu swego, a drzewo ziemi nie wyda owocu swego. "
Leviticus 26:21,"A jeżeli pomimo to postępować będziecie na przekór Mnie, a nie zechcecie Mnie słuchać, pomnożę wtedy klęski wasze, siedmkroć, w miarę grzechów waszych. "
Leviticus 26:22,"I puszczę na was zwierzęta dzikie i pozbawią was dzieci, i wyniszczą dobytek wasz i wyplenią was, i opustoszeją drogi wasze. "
Leviticus 26:23,"A jeżeli i tém się nie ukorzycie Mi i postępować będziecie na przekór Mnie, "
Leviticus 26:24,"Postępować téż będę i Ja na przekór wam, a razić was będę i Ja siedmkroć za grzechy wasze. "
Leviticus 26:25,"I sprowadzę na was miecz, który pomstę wywrze za przymierze; i zbiegniecie się do miast waszych, ale zeszlę zarazę między was, - a podani będziecie w moc wroga. "
Leviticus 26:26,"Gdy złamię wam podporę chleba, będą piekły dziesięć niewiast chléb wasz w piecu jednym, i oddawać wam chléb wasz pod wagą, i będziecie jedli, a nie nasycicie się. "
Leviticus 26:27,"A jeżeli i pomimo to nie usłuchacie Mnie, a postępować będziecie na przekór Mnie: "
Leviticus 26:28,"Wtedy postąpię z wami w zapalczywości na przekór wam, i karcić was będę téż i Ja siedmkroć za grzechy wasze. "
Leviticus 26:29,"I pożerać będziecie ciało synów waszych, i ciało córek waszych pożerać będziecie. "
Leviticus 26:30,"I zburzę wyżyny wasze, i rozwalę wasze posągi słońca, i rzucę trupy wasze na szczątki bałwanów waszych, i odtrąci was dusza Moja. "
Leviticus 26:31,I obrócę miasta wasze w pustkowie i opustoszę świątynie wasze i nie przyjmę wdzięcznej wonności waszej. 
Leviticus 26:32,"I spustoszę ziemię, że zdumieją się nad nią wrogi wasze, które osiądą na niej. "
Leviticus 26:33,"Was zaś rozproszę między narody i obnażę za wami miecz, a będzie ziemia wasza pustynią, a miasta wasze pozostaną rumowiskiem. "
Leviticus 26:34,"Wtedy uczyni zadość ziemia Sabbatom swoim po wszystkie dni opustoszenia swego, gdy będziecie w ziemi wrogów waszych; wtedy odpocznie ziemia i zaspokoi Sabbaty swoje. "
Leviticus 26:35,"Po wszystkie dni opustoszenia swego odpoczywać będzie, ile nie odpoczywała w Sabbaty wasze, gdyście wy mieszkali na niej. "
Leviticus 26:36,"A na pozostałych z was - nawiodę lękliwość w serca ich, na ziemi wrogów ich, że gnać ich będzie szmer liścia opadłego, i będą uciekali jako przed mieczem, i padną, choć nikt nie będzie ścigał. "
Leviticus 26:37,"I padać będą jeden na drugiego, jakby od miecza, choć nikt nie ściga; a nie będzie wam ostoju przed wrogami waszymi. "
Leviticus 26:38,I poginiecie między narodami i pożre was ziemia wrogów waszych. 
Leviticus 26:39,"A pozostali z pośród was wyniszczeją za winy swoje w ziemiach wrogów waszych, i za winy téż ojców swoich wraz z nimi wyniszczeją. "
Leviticus 26:40,"Jeżeli wtedy wyznawać będą winę swoję i winę ojców swoich, że za przeniewierstwo ich, którém przeniewierzyli się Mnie, i za to, że postępowali ze mną w przekorze, "
Leviticus 26:41,"I Ja téż postępowałem z nimi w przekorze, i zawiodłem ich do ziemi wrogów ich; gdyby wtedy ukorzyło się serce ich nieobrzezane, a zadość uczynili za winę swoję: "
Leviticus 26:42,"Wspomnę wtedy na przymierze Moje z Jakóbem, i na przymierze Moje z Ic'hakiem i na przymierze Moje z Abrahamem wspomnę, i na ziemię wspomnę. "
Leviticus 26:43,"Ale ziemia musi być opuszczoną przez nich i zadość uczynić Sabbatom swoim podczas opustoszenia swego po nich; muszą oni zadosyć uczynić za winy swoje, ponieważ prawa Moje porzucili, a ustawy Moje odtrąciła dusza ich. "
Leviticus 26:44,"Ale z tém wszystkiém, kiedykolwiek by przebywali w ziemi wrogów swoich, nie porzucę ich, i nie odtrącę ich, żebym ich miał wytępić, żebym zerwał przymierze Moje z nimi; bom Ja Wiekuisty, Bóg ich! "
Leviticus 26:45,"I wspomnę dla nich o przymierzu przodków, których wywiodłem z ziemi Micraim w oczach ludów, abym był im Bogiem: Ja Wiekuisty"". "
Leviticus 26:46,"Oto ustawy i prawa i nauki, które ustanowił Wiekuisty między Sobą a synami Israela u góry Synai przez Mojżesza. "
Leviticus 27:1,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 27:2,"""Oświadcz synom Israela a powiedz im: Jeżeliby kto przeznaczył objatę według ceny, jakąkolwiek osobę Wiekuistemu, -  "
Leviticus 27:3,"A tyczyłaby się ocena mężczyzny od dwudziestu do sześćdziesięciu lat - wtedy będzie cena pięćdziesiąt szekli srebrnych, według szekla uświęconego. "
Leviticus 27:4,"A jeżeli to kobieta, to będzie cena twoja trzydzieści szekli. "
Leviticus 27:5,"A jeżeli od piątego roku do dwudziestego - to będzie cena: za mężczyznę dwadzieścia szekli, a za kobietę dziesięć szekli. "
Leviticus 27:6,"A jeżeli od jednego miesiąca do pięciu lat - to będzie cena: za mężczyznę pięć szekli srebra, a za kobietę cena twoja trzy szekle srebra. "
Leviticus 27:7,"A jeżeli od sześćdziesięciu lat i wyżej, to będzie, - jeżeli to mężczyzna - ocena twoja piętnaście szekli, a za kobietę dziesięć szekli. "
Leviticus 27:8,"A jeżeli on za biedny dla oceny takiej: to niechaj stawią go przed kapłana, a kapłan oceni go: odpowiednio do zamożności ślubującego, niech oceni go kapłan. "
Leviticus 27:9,"A jeżeli to bydlę, z którego gatunku składają ofiarę Wiekuistemu, - to każde, które oddane będzie Wiekuistemu, poświęconém się stanie. "
Leviticus 27:10,"Nie należy go zamieniać ani zastępować inném, - lepszego gorszém albo gorszego lepszém; jeżeliby pomimo to zastępował kto bydlę bydlęciem, to i ono i zastępujące je poświęconém się staje. "
Leviticus 27:11,"Ale jeżeli to jakiekolwiek bydlę nieczyste, z których nie składają ofiar Wiekuistemu, - to niechaj stawi to bydlę przed kapłana; "
Leviticus 27:12,"I oceni je kapłan, czy lepiej czy gorzej, - jak oceni je kapłan, tak będzie; "
Leviticus 27:13,"A jeżeliby je chciał wykupić, niechaj dołoży część piątą do oceny. "
Leviticus 27:14,"Jeżeliby kto poświęcił dom swój na świętość Wiekuistemu, to niechaj oceni go kapłan; czy lepiéj czy gorzej, - jak oceni go kapłan, tak zostanie. "
Leviticus 27:15,"A jeżeliby sam poświęcający chciał wykupić dom swój, - to dołoży część piątą nad pieniądze oceny, a zostanie przy nim. "
Leviticus 27:16,"Jeżeliby kto część pola dziedzicznego swego poświęcił Wiekuistemu, - to będzie ocena według wysiewu jego: za wysiew chomeru jęczmienia pięćdziesiąt szekli srebra. "
Leviticus 27:17,"Jeżeli od samego roku jubileuszowego poświęcił pole swoje, to ono według tejże oceny pozostanie. "
Leviticus 27:18,"Jeżeliby zaś po jubileuszu poświęcił kto pole swoje, - tedy obliczy mu kapłan pieniądze według lat pozostałych do roku jubileuszowego a to się odejmie z oceny. "
Leviticus 27:19,"A jeżeliby chciał wykupić pole poświęcający je, - to niech dołoży część piątą nad pieniądze oceny, a zostanie ono przy nim. "
Leviticus 27:20,"Jeżeliby zaś nie wykupił pola, a sprzedałby komu innemu, - to już wykupioném być nie może. "
Leviticus 27:21,"I zostanie to pole, gdy wróci w jubileuszu, poświęconém Wiekuistemu jako pole zaklęte: do kapłana przejdzie na własność. "
Leviticus 27:22,"A jeżeliby kto pole kupne swoje, nie należące do pól dziedzicznych jego, poświęcił Wiekuistemu, -  "
Leviticus 27:23,Tedy obliczy mu kapłan wysokość oceny do roku jubileuszowego i niech uiści podług oceny tej tegoż dnia jako poświęcenie Wiekuistemu. 
Leviticus 27:24,"W roku zaś jubileuszowym wróci pole to do tego, od którego nabytém zostało, - do którego dziedzicznie należała ona ziemia. "
Leviticus 27:25,Wszelka zaś ocena twoja będzie według szekla uświęconego; dwadzieścia ger będzie w szeklu. 
Leviticus 27:26,"Wszakże pierworodne, które prawem pierworodztwa do Wiekuistego należy z bydła, - nie poświęci nikt tego: bądź to wół, bądź owca - do Wiekuistego należy. "
Leviticus 27:27,"A jeżeliby z bydła nieczystego było, - to wykupi je według oceny dołożywszy piątą część nadto; gdyby zaś wykupioném nie zostało, niechaj sprzedaném będzie według oceny twojej. "
Leviticus 27:28,"Wszakże nic co zaklętém jest, coby zaklął kto Wiekuistemu z całego mienia swojego, bądź człowieka, bądź bydlę, bądź pole dziedziczne swoje, nie może być sprzedaném ani wykupioném: wszystko zaklęte świętem świętości jest Wiekuistemu. "
Leviticus 27:29,"Wszelkie zaklęte, które zaklętém zostało z ludzi, nie będzie wykupione, lecz podaném będzie na śmierć. "
Leviticus 27:30,"Wszystkie téż dziesięciny z ziemi, z wysiewu rolnego, z owocu drzew, - do Wiekuistego należą: świętość to Wiekuistego. "
Leviticus 27:31,"A gdyby chciał kto wykupić część dziesięciny swojej, - to niech dołoży piątą część jej ceny. "
Leviticus 27:32,"Także wszystkie dziesięciny z rogacizny i trzód, z wszystkiego co przechodzi pod posochem, dziesiąte poświęcone będzie Wiekuistemu. "
Leviticus 27:33,"Nie będzie przebierał między lepszém a gorszém i nie zastąpi go inném; a jeżeliby zastępował je, to i ono i zastępujące je poświęconém będzie: nie może być wykupioném"". "
Leviticus 27:34,"Oto przykazania, które poruczył Wiekuisty Mojżeszowi dla synów Israela u góry Synai. "
