Index Title,II Kings
II Kings 22:5,"I aby je złożono do rąk zarządzających robotą, ustanowionych w przybytku Wiekuistego, aby je mianowicie wręczono robotnikom w przybytku Wiekuistego, zajętym naprawą uszkodzeń przybytku. "
II Kings 22:6,"Cieślom, i budowniczym, i murarzom, i na kupno budulcu i kamieni ciosanych, dla naprawy przybytku. "
II Kings 22:7,"Wszakże nie należy się obliczać z nimi z pieniędzy, składanych w ręce ich, gdyż rzetelnie pracują. "
II Kings 22:8,"I rzekł Chilkjasz, arcykapłan, do Szafana, kanclerza: Księgę zakonu znalazłem w przybytku Wiekuistego, i podał Chilkjasz księgę tę Szafanowi, który ją przeczytał. "
II Kings 22:9,"Poczem udał się Szafan, kanclerz, do króla, i zdał królowi sprawę, i rzekł: Wysypali słudzy twoi pieniądze, znajdujące się w przybytku, i złożyli je do rąk zarządzających robotą, ustanowionych w przybytku Wiekuistego. "
II Kings 22:10,"Poczem opowiedział Szafan, kanclerz, królowi mówiąc: Księgę podał mi Chilkjasz, kapłan. I odczytał ją Szafan królowi. "
II Kings 22:11,"Gdy tedy usłyszał król słowa księgi zakonu, rozdarł szaty swoje. "
II Kings 22:12,"Poczem polecił król kapłanowi, Chilkjaszowi, i Achikamowi, synowi Szafana, kanclerzowi, i Achborowi, synowi Michajasza, i Szafanowi, kanclerzowi, i Asajaszowi, przybocznemu dworzaninowi królewskiemu, jak następuje: "
II Kings 22:13,"Idźcie i radźcie się Wiekuistego względem mnie i względem ludu i względem całego Judy co do słów tej księgi, która odnalezioną została; albowiem wielkiem oburzenie Wiekuistego, które wspłonęło przeciw nam, dlatego, że nie usłuchali ojcowie nasi słów tej księgi, aby pełnili ściśle co napisano względem nas. "
II Kings 22:14,"Udał się tedy Chilkjasz, kapłan, i Achikam i Achbor i Szafan i Asajasz do prorokini Chuldy, żony Szalluma, syna Tykwy, syna Charchasa, szatnego; mieszkała zaś w Jerozolimie, w drugim obwodzie, i mówili z nią. "
II Kings 22:15,"I oświadczyła im: Tak rzecze Wiekuisty, Bóg Izraela: Powiedźcie mężowi, który wysłał was do mnie: "
II Kings 22:16,"Tak rzecze Wiekuisty: Oto przywiodę niedolę na miejsce to i na mieszkańców jego, wszystkie słowa księgi, którą przeczytał król Judy. "
II Kings 22:17,"Przeto że opuścili Mnie a kadzili bóstwom cudzym, aby Mnie jątrzyć wszystkiemi wytworami rąk swoich, a rozpali się oburzenie Moje przeciw miejscu temu a nie zagaśnie. "
II Kings 22:18,"Królowi zaś judzkiemu, który wysłał was, aby radzić się Wiekuistego, oświadczycie mu tak: Tak rzecze Wiekuisty, Bóg Izraela, odnośnie do słów, któreś słyszał: "
II Kings 22:19,"Ponieważ zmiękczyło się serce twoje, a ukorzyłeś się przed Wiekuistym, gdyś usłyszał com wyrzekł o miejscu tem i o mieszkańcach jego, aby przedmiotem przerażenia i przekleństwa się stali, a rozdarłeś szaty twoje, a płakałeś przed obliczem Mojem, przeto usłyszałem i Ja, rzecze Wiekuisty. "
II Kings 22:20,"Dla tego oto przyłączę cię do ojców twoich, a przyłączon będziesz w pokoju do grobów twoich, a nie zobaczą oczy twoje całej niedoli, którą przywiodę na miejsce to! I zdali królowi sprawę. "
II Kings 23:1,Poczem wysłał król posłów i zgromadzili doń wszystkich starszych Judy i Jerozolimy. 
II Kings 23:2,"I wstąpił król do przybytku Wiekuistego a wszyscy mężowie Judy i wszyscy obywatele Jerozolimy wraz z nim, również i kapłani i prorocy i wszystek lud, od najmniejszych do największych; i przeczytał w uszy ich wszystkie słowa księgi przymierza, znalezionej w przybytku Wiekuistego. "
II Kings 23:3,"Poczem stanął król przy kolumnie i zawarł przymierze przed obliczem Wiekuistego, aby postępowali za Wiekuistym, a przestrzegali przykazań i świadectw i ustaw Jego całem sercem i całą duszą, aby tak stwierdzić słowa tego przymierza, spisane w onej księdze. I przystąpił wszystek lud do przymierza. "
II Kings 23:4,"Poczem polecił król Chilkjaszowi, arcykapłanowi, jakoteż kapłanom podrzędnym i trzymającym straż u progu, aby uprzątnięto z przybytku Wiekuistego wszystkie przybory sporządzone dla Baala i dla Astarty i dla całego zastępu nieba. I kazał je spalić po za obrębem Jerozolimy na polach Kidronu i wyprowadził popiół ich do Bethel. "
II Kings 23:5,"Usunął też mnichów, których ustanowili królowie judzcy, gdy palono kadzidła po wyżynach w miastach judzkich i w okolicach Jerozolimy, również tych, którzy palili kadzidła Baalowi, słońcu i księżycowi i gwiazdom i całemu zastępowi nieba. "
II Kings 23:6,"I wyprowadził Astartę z przybytku Wiekuistego, poza obręb Jerozolimy, do doliny Kidronu, i spalił ją w dolinie kidrońskiej i starł w proch i rzucił proch jej na groby pospolitego ludu. "
II Kings 23:7,"I zburzył domy nierządników, znajdujące się przy przybytku Wiekuistego, gdzie kobiety tkały namioty dla Astarty. "
II Kings 23:8,"I sprowadził wszystkich kapłanów z miast judzkich i zanieczyścił wyżyny, gdzie kadzili ci kapłani, od Geby aż do Beerszeby. Zburzył również wyżyny wrotni, znajdujące się u wejścia do bramy Jozuego, naczelnika miasta, położonej po lewej stronie tego, który do bramy miasta wstępuje. "
II Kings 23:9,"Nie wolno wszakże było kapłanom wyżyn wstępować do ołtarza Wiekuistego w Jerozolimie, lecz pożywali przaśny chleb wśród braci swoich. "
II Kings 23:10,"Zanieczyścił również ognisko położone w dolinie Ben-Hinnom, aby nikt już syna swego albo córki swej nie przeprowadzał przez ogień dla Molocha. "
II Kings 23:11,"Usunął również od wejścia do przybytku Wiekuistego konie, które ustanowili byli królowie judzcy na cześć słońca, ku komnacie Netan-Melecha, podkomorzego, położonej w Parwarim; wozy słońca zaś spalił ogniem. "
II Kings 23:12,"Ołtarze też znajdujące się na dachu piętrowego budynku Achaza, które wystawili królowie judzcy, niemniej ołtarze, które wystawił Manase w obu dworcach przybytku Wiekuistego, zburzył król, strącił je ztamtąd i rzucił zgliszcza ich do doliny kidrońskiej. "
II Kings 23:13,"Wyżyny też, położone po wschodniej stronie Jerozolimy, na południu od góry zgorszenia, które zbudował Salomon, król izraelski, dla Astarty, ohydy Cydończyków, i Kemosza, ohydy Moabitów, i dla Milkoma, wstrętnego bożca Ammonitów, zanieczyścił król. "
II Kings 23:14,Skruszył również posągi i ściął Astarty i zapełnił miejsce ich kośćmi ludzkiemi. 
II Kings 23:15,"Ale i ołtarz w Bethel, wyżynę wzniesioną przez Jerobeama, syna Nebata, który uwiódł Izraela do grzechu, i ten ołtarz wraz z wyżyną zburzył; i spalił wyżynę i starł ją w proch; spalił również Astartę. "
II Kings 23:16,"A gdy się Jozjasz odwrócił i spostrzegł groby, które się tam na górze znajdowały, posłał i kazał zabrać kości z grobów i spalił je na ołtarzu i zanieczyścił go, wedle słowa Wiekuistego, które zapowiedział był ów mąż Boży, zwiastujący te rzeczy. "
II Kings 23:17,"Poczem zapytał się: Co to za pomnik, który tu widzę? I odpowiedzieli mu ludzie miasta: Grobowiec to onego męża Bożego, który przybył z Judy, i zapowiedział rzeczy te, któreś spełnił nad ołtarzem w Bethel. "
II Kings 23:18,"Rzekł tedy: Zostawcie go! niechaj nikt kości jego nie poruszy! I tak zachowali te kości, wraz z kośćmi proroka, który przybył z Samaryi. "
II Kings 23:19,"Nadto usunął Jozjasz i wszystkie przybytki wyżyn, znajdujące się w miastach Samaryi, które wznieśli królowie izraelscy dla jątrzenia Wiekuistego, i postąpił z nimi zupełnie tak, jak postąpił w Bethel. "
II Kings 23:20,"I wyrznął wszystkich znajdujących się tam kapłanów wyżyn na ołtarzach, i spalił na nich kości ludzkie. Poczem powrócił do Jerozolimy. "
II Kings 23:21,"I rozkazał król całemu ludowi tak: Obchodźcie paschę na cześć Wiekuistego, Boga waszego, jako przepisano w tej księdze przymierza. "
II Kings 23:22,"Albowiem nie obchodzono podobnej do tej paschy od czasu sędziów, którzy sądzili Izraela, i po wszystkie czasy królów izraelskich i królów judzkich. "
II Kings 23:23,Lecz dopiero ośmnastego roku króla Jozjasza obchodzono taką paschę na cześć Wiekuistego w Jerozolimie. 
II Kings 23:24,"Przytem wytępił Jozjasz wieszczbiarzy i znachorów, i bożki domowe, i bałwany, i wszystkie one ohydy, które się ukazały na ziemi judzkiej i w Jerozolimie, aby utwierdzić słowa zakonu, napisane w księdze, którą odnalazł Chilkjasz, kapłan, w przybytku Wiekuistego. "
II Kings 23:25,"Nie było zaś przed nim podobnego doń króla, któryby się tak całem sercem i całą duszą i ze wszystkich sił nawrócił do Wiekuistego, ściśle wedle zakonu Mojżesza, a też i po nim nie powstał doń podobny. "
II Kings 23:26,"Nie odwrócił się jednak Wiekuisty od zapalczywości wielkiego gniewu Swego, ponieważ wspłonął gniewem przeciw Judzie, z powodu wszystkich owych obraz, któremi jątrzył Go Manase. "
II Kings 23:27,"I rzekł Wiekuisty: I Judę usunę z przed oblicza Mojego, jakom usunął Izraela, i porzucę miasto to, którem był wybrał - Jerozolimę - i przybytek, o którym wyrzekłem, że będzie tam imię Moje! "
II Kings 23:28,"A co do innych spraw Jozjasza i wszystkiego czego dokonał, spisano to wszak w księdze dziejów królów judzkich. "
II Kings 23:29,"Za czasów jego wyruszył Faraon Necho, król egipski, przeciw królowi asyryjskiemu nad rzekę Eufrat. Wyciągnął tedy król Jozjasz na spotkanie jego, ale ten zabił go w Megiddo, gdy go tylko ujrzał. "
II Kings 23:30,"I uprowadzili go słudzy jego umierającego z Megiddo, a sprowadziwszy go do Jerozolimy, pochowali go w grobie jego. Ludność kraju zaś wzięła Jehoachaza, syna Jozjasza, i pomazali go, i ogłosili go królem miasto ojca jego. "
II Kings 23:31,"Dwadzieścia i trzy lata miał Jehoachaz gdy rządy objął, a trzy miesiące panował w Jerozolimie. Imię zaś matki jego: Chamutal, córka Jeremjasza, z Libny. "
II Kings 23:32,"I czynił co niegodziwem było w oczach Wiekuistego, tak jako czynili ojcowie jego. "
II Kings 23:33,"Uwięził go zaś Faraon Necho w Ryble, w krainie Chamat, aby nie panował już w Jerozolimie, i nałożył na kraj grzywnę stu talentów srebra i jednego talentu złota. "
II Kings 23:34,"I ogłosił Faraon Necho królem Eljakima, syna Jozjasza, miasto Jozjasza, ojca jego, i odmienił imię jego na Jojakima. Jehoachaza zaś zabrał, i przybył tenże do Egiptu i umarł tam. "
II Kings 23:35,"A srebro i złoto to wydał Jojakim Faraonowi. Musiał jednakże oszacować kraj, aby dostarczyć żądanych przez Faraona pieniędzy; stosownie do oszacowania każdego wydobył srebro i złoto to od ludności kraju, aby je wydać Faraonowi. "
II Kings 23:36,"Dwadzieścia pięć lat miał Jojakim gdy rządy objął, a jedenaście lat panował w Jerozolimie. Imię zaś matki jego: Zebuda, córki Pedaji, z Rumy. "
II Kings 23:37,"I czynił co niegodziwem było w oczach Wiekuistego, zupełnie tak jak czynili ojcowie jego. "
II Kings 24:1,"Za dni jego nadciągnął Nebukadnecar, król babiloński, i został Jojakim lennikiem jego przez trzy lata; poczem jednak odpadł znów od niego. "
II Kings 24:2,"Wysłał tedy nań Wiekuisty hufce Chaldejczyków i hufce Aramejczyków i hufce Moabitów i hufce Amonitów, i wysłał je przeciw Judzie, aby go zniszczyli, wedle słowa Wiekuistego, które wyrzekł był przez sługi Swoje, proroków. "
II Kings 24:3,"Tylko z powodu wyrzeczenia Wiekuistego przypadło to na Judę, aby go usunąć z przed oblicza Swojego, dla grzechu Manasy, wedle wszystkiego co uczynił. "
II Kings 24:4,"Nadto dla krwi niewinnej, którą wylał - że napełnił Jerozolimę krwią niewinną - tego nie chciał Wiekuisty odpuścić! "
II Kings 24:5,"A co do innych spraw Jojakima i wszystkiego czego dokonał, wszak napisano to w księdze dziejów królów judzkich. "
II Kings 24:6,"I spoczął Jojakim przy ojcach swoich, i objął rządy syn jego, Jojachin, miasto niego. "
II Kings 24:7,"Król egipski zaś nie wyruszył już więcej z kraju swojego, albowiem zdobył król babiloński od strumienia egipskiego aż do rzeki Eufrat wszystko, co należało do króla egipskiego. "
II Kings 24:8,"Ośmnaście lat miał Jojachin, gdy rządy objął, a trzy miesiące panował w Jerozolimie. Imię zaś matki jego: Nechuszta, córka Elnatana, z Jerozolimy. "
II Kings 24:9,"I czynił co niegodziwem było w oczach Wiekuistego, zupełnie jako czynił ojciec jego. "
II Kings 24:10,"Onego czasu nadciągnęli słudzy Nebukadnecara, króla babilońskiego, przeciw Jerozolimie i podległo miasto oblężeniu. "
II Kings 24:11,"Gdy tedy uderzył Nebukadnecar, król babiloński, na miasto, podczas gdy oblegali je słudzy jego, "
II Kings 24:12,"Wyszedł Jojachin, król judzki, do króla babilońskiego, on wraz z matką swą i sługami i książętami i podkomorzymi swoimi. I tak zabrał go król babiloński ósmego roku panowania swego. "
II Kings 24:13,"I uprowadził ztamtąd wszystkie skarby przybytku Wiekuistego i skarby pałacu królewskiego, i rozbił wszystkie naczynia złote, które sporządził Salomon, król izraelski, w przybytku Wiekuistego, jako zapowiedział Wiekuisty. "
II Kings 24:14,"I uprowadził całą Jerozolimę, wszystkich przełożonych i całe rycerstwo dzielne, w liczbie dziesięciu tysięcy, do niewoli, a nadto wszystkich płatnerzy i majstrów fortecznych. Nie pozostało nic, prócz najbiedniejszej ludności kraju. "
II Kings 24:15,"I uprowadził Jojachina do Babilonu; również i matkę króla i żony królewskie i podkomorzych jego i najznakomitszych kraju uprowadził w niewolę, z Jerozolimy do Babilonu. "
II Kings 24:16,"Nadto wszystkich ludzi wojennych, w liczbie siedmiu tysięcy, i płatnerzy i majstrów fortecznych, w liczbie tysiąca, wszystkich dzielnych, sposobnych do boju - uprowadził ich król babiloński w niewolę do Babilonu. "
II Kings 24:17,"Poczem ogłosił król babiloński Matanję, stryja jego, królem miasto niego, i odmienił imię jego na Cydkjasza. "
II Kings 24:18,"Dwadzieścia i jeden lat miał Cydkjasz, gdy rządy objął, a jedenaście lat panował w Jerozolimie. Imię zaś matki jego: Chamutal, córka Jeremjasza, z Libny. "
II Kings 24:19,"I czynił co niegodziwem było w oczach Wiekuistego, zupełnie jak czynił Jojakim. "
II Kings 24:20,"Albowiem działo się to wskutek gniewu Wiekuistego przeciw Jerozolimie i przeciw Judzie, aż je rzucił z przed oblicza Swojego. Cydkjasz zaś zbuntował się przeciw królowi babilońskiemu. "
II Kings 25:1,"I stało się roku dziewiątego panowania jego, miesiąca dziesiątego, dziesiątego dnia tegoż miesiąca, że przyciągnął Nebukadnecar, król babiloński, on wraz z całem wojskiem swojem, przeciw Jerozolimie i oblegali ją, i zbudowali przeciw niej wał wokoło. "
II Kings 25:2,I podlegało miasto oblężeniu aż do jedenastego roku króla Cydkjasza. 
II Kings 25:3,"Dziewiątego tegoż miesiąca wzmógł się głód w mieście, a nie stało chleba dla ludu pospolitego. "
II Kings 25:4,"I zrobiono wyłom w mieście; wszyscy zaś wojownicy uszli w nocy drogą bramy, między dwoma murami, która przy ogrodzie królewskim, podczas gdy Chaldejczycy otaczali miasto zewsząd i skierowali się na drogę do Araby. "
II Kings 25:5,"Ale pognało wojsko Chaldejczyków za królem, i doścignęli go na równinach jerychońskich, całe zaś wojsko jego rozpierzchło się od niego. "
II Kings 25:6,"I ujęli króla i przywiedli do króla Babilonu, do Rybli, i wydali nań wyrok. "
II Kings 25:7,"Synów zaś Cydkjasza wyrznęli przed oczyma jego, oczy też Cydkjasza oślepił, i kazał go okuć w okowy i przywiódł go do Babilonu. "
II Kings 25:8,"Miesiąca zaś piątego, siódmego tegoż miesiąca, mianowicie roku dziewiętnastego króla Nebukadnecara, króla babilońskiego, przybył Nebuzaradan, naczelnik straży przybocznej, sługa króla babilońskiego, do Jerozolimy. "
II Kings 25:9,I spalił przybytek Wiekuistego i pałac królewski i wszystkie domy Jerozolimy i wszystkie domy możnych spalił ogniem. 
II Kings 25:10,"Wszystkie też mury Jerozolimy wokoło zburzyło całe wojsko chaldejskie, będące przy naczelniku straży przybocznej. "
II Kings 25:11,"A ostatek ludu pozostały w mieście, - zarówno zbiegów, którzy byli zbiegli do króla babilońskiego, jak i ostatek tłumu - uprowadził Nebuzaradan, naczelnik straży przybocznej. "
II Kings 25:12,Z najbiedniejszych tylko kraju pozostawił naczelnik straży przybocznej jako winiarzy i rolników. 
II Kings 25:13,"Kolumny zaś miedziane, które w przybytku Wiekuistego i podnoża i wodozbiór miedziany, który w przybytku Wiekuistego, połamali Chaldejczycy i uprowadzili miedź ich do Babilonu. "
II Kings 25:14,"I kotły i łopaty i noże i czasze i wszystkie przybory miedziane, którymi pełniono służbę, zabrali. "
II Kings 25:15,"I łopatki i kropielnice, co tylko ze złota, co tylko ze srebra, zabrał naczelnik straży przybocznej. "
II Kings 25:16,"Kolumny obie, wodozbiór jeden, i podnoże, które sporządził król Salomon do przybytku Wiekuistego - nie do zważenia była miedź wszystkich przyborów tych. "
II Kings 25:17,"Ośmnaście łokci wysoką, była kolumna każda, a kapitel nad nią z miedzi, wysokość zaś kapitelu trzy łokcie, a krata i granaty nad kapitelem wokoło, wszystko z miedzi, i tak samo na kolumnie drugiej nad kratą. "
II Kings 25:18,"I zabrał naczelnik straży przybocznej Seraję, kapłana głównego, i Cefanję, kapłana zastępcę, i trzech odźwiernych. "
II Kings 25:19,"A z miasta zabrał dworzanina jednego, który ustanowiony był nad wojownikami, i siedmiu mężów z najbliższego otoczenia królewskiego, którzy znajdowali się w mieście, i kanclerza naczelnika wojska, który rekrutował ludność kraju, i sześćdziesięciu ludzi z ludności kraju, którzy znajdowali się w mieście. "
II Kings 25:20,"I zabrał ich Nebuzaradan, naczelnik straży przybocznej, i uprowadził ich do króla babilońskiego, do Rybli. "
II Kings 25:21,"I kazał ich pobić król Babilonu i uśmiercić w Ryble, w ziemi Chamat; i tak uprowadzony został Juda z ziemi swojej. "
II Kings 25:22,"Nad ludem zaś, który jeszcze był pozostał w ziemi judzkiej - który mianowicie pozostawił Nebukadnecar, król babiloński - ustanowił nad nimi Gedaljasza, syna Achikama, syna Szafana. "
II Kings 25:23,"Gdy tedy usłyszeli wszyscy dowódzcy wojsk, on i ich ludzie, że ustanowił król babiloński Gedaljasza, przybyli do Gedaljasza do Micpy: Izmael, syn Netanji, i Jochanan, syn Kareacha, i Seraja, syn Tanchumeta, z Netofy, i Jaazanjasz, syn Maachatczyka, on i wraz z ludźmi swoimi. "
II Kings 25:24,"I przysiągł Gedaljasz im i ludziom ich, i rzekł do nich: Nie obawiajcie się sług chaldejskich, i zostańcie w kraju, i służcie królowi babilońskiemu, a dobrze wam będzie! "
II Kings 25:25,"I stało się miesiąca siódmego, że przybył Iszmael, syn Netanji, syna Eliszamy, z rodu królewskiego, i dziesięciu mężów z nim, i zabili Gedaljasza na śmierć, a niemniej Judejczyków i Chaldejczyków, którzy byli z nim w Micpie. "
II Kings 25:26,"I powstał wszystek lud, od najmniejszego do największego, i dowódzcy wojska, i przybyli do Egiptu, obawiali się bowiem Chaldejczyków. "
II Kings 25:27,"I stało się trzydziestego siódmego roku po uprowadzeniu Jojachina, króla Judy, dwunastego miesiąca, dwudziestego siódmego tegoż miesiąca, że wywyższył Ewil Merodach, król babiloński, w roku wstąpienia swego na tron - głowę Jojachina, króla Judy, i uwolnił go z domu zamknięcia. "
II Kings 25:28,"I mówił z nim dobrotliwie, i ustanowił krzesło jego ponad krzesła królów, którzy byli przy nim w Babilonie. "
II Kings 25:29,"I odmienił szaty jego więzienne, i jadał chleb przed obliczem, jego wciąż, po wszystkie dni życia swego. "
II Kings 25:30,"A utrzymanie jego - utrzymanie stałe - dane mu zostało od króla, potrzeba dzienna w dniu swoim, po wszystkie dni jego życia. "
