Index Title,Exodus
Exodus 8:4,"I na ciebie i na naród twój, i na wszystkie sługi twoje polezą żaby te."" "
Exodus 8:5,"I rzekł Wiekuisty do Mojżesza: ""Powiedz Ahronowi: wyciągnij rękę twoję z laską twą na rzeki, na strumienie i na jeziora, a wywiedź żaby na ziemię Micraim."" "
Exodus 8:6,I wyciągnął Ahron rękę swą na wody Micraimu; i wylazły żaby i pokryły ziemię Micraim. 
Exodus 8:7,"I uczynili tak samo wróżbici czarami swoimi, i wywiedli żaby na ziemię Micraim. "
Exodus 8:8,"I wezwał Faraon Mojżesza i Ahrona i rzekł: ""Pomódlcie się do Wiekuistego, aby oddalił żaby odemnie i od ludu mojego, a uwolnię lud, i niechaj ofiarują Wiekuistemu."" "
Exodus 8:9,"I rzekł Mojżesz do Faraona: ""Rozkaż mi, na kiedy pomodlić się mam za ciebie, i za sługi twoje i za lud twój, aby wytępić żaby od ciebie i z domów twoich, aby tylko w rzece zostały."" "
Exodus 8:10,"I rzekł: ""Na jutro."" I odpowiedział: ""Będzie podług słowa twojego! Abyś poznał, iż nie masz jako Wiekuisty Bóg nasz. "
Exodus 8:11,"I ustąpią żaby od ciebie i z domów twoich i od ludu twojego; tylko w rzece pozostaną."" "
Exodus 8:12,"I wyszli Mojżesz i Ahron od Faraona. I wołał Mojżesz do Wiekuistego co do żab, które nasłał na Faraona. "
Exodus 8:13,"I uczynił Wiekuisty wedle słów Mojżesza, i pozdychały żaby w domach, na podwórzach i na polach. "
Exodus 8:14,I zgarniali je na liczne kupy i zacuchnęła ziemia. 
Exodus 8:15,"A widząc Faraon, że stała się ulga, utwierdził serce swoje i nie usłuchał ich, jako był powiedział Wiekuisty. "
Exodus 8:16,"I rzekł Wiekuisty do Mojżesza: ""Powiedz Ahronowi: wyciągnij laskę twoję, a uderz o proch ziemi, i zamieni się w komary po całej ziemi Micraim."" "
Exodus 8:17,"I uczynili tak: wyciągnął Ahron rękę swoję z laską swoją i uderzył o proch ziemi, i zjawiły się komary na ludziach i na bydle. Wszystek proch ziemi zamienił się w komary po całej ziemi Micraim. "
Exodus 8:18,"Starali się także i wróżbici czarami swoimi wywieść komary, ale nie zdołali. I były komary na ludziach i na bydle. "
Exodus 8:19,"I rzekli wróżbici do Faraona: ""Palec to Boży!"" ale skrnąbrniało serce Faraona i nie usłuchał ich, jako powiedział Wiekuisty. "
Exodus 8:20,"I rzekł Wiekuisty do Mojżesza: ""Wstań rano, a staw się przed Faraonem: Oto wyjdzie on nad wodę, i powiedz mu: tak rzecze Wiekuisty: uwolnij lud Mój, aby mi służyli. "
Exodus 8:21,"Bo jeżeli nie uwolnisz ludu Mojego, oto Ja puszczę na ciebie i na sługi twoje, i na lud twój, i na domy twoje rój robactwa, a napełnią się domy Micrejczyków rojem robactwa, jak i sama ziemia, na której przebywają. "
Exodus 8:22,"A wyróżnię dnia onego ziemię Goszen, na której lud Mój przebywa, aby tam nie było roju robactwa; abyś poznał, żem Ja Wiekuisty w pośród ziemi. "
Exodus 8:23,"I uczynię przedział między ludem Moim, a ludem twoim. Jutro stanie się znak ten!"" "
Exodus 8:24,"I uczynił tak Wiekuisty; nadciągnął rój robactwa niezliczony na dom Faraona, i na domy sług jego, i na całą ziemię Micraim; zniszczoną została ziemia od roju robactwa. "
Exodus 8:25,"I wezwał Faraon Mojżesza i Ahrona i rzekł: ""Idźcie, ofiarujcie Bogu waszemu w tym kraju."" "
Exodus 8:26,"I rzekł Mojżesz: ""Nie godzi się tak czynić, bo spełnilibyśmy wstrętną dla Micrejczyków ofiarę Wiekuistemu Bogu naszemu; jeżeli spełnimy wstrętną dla Micrejczyków ofiarę w oczach ich, czyż nie ukamionują nas? "
Exodus 8:27,"Drogą trzech dni pójdziemy do pustyni, i ofiarować będziemy Wiekuistemu Bogu naszemu, jako rozkaże nam."" "
Exodus 8:28,"I rzekł Faraon: ""Ja uwolnię was, abyście ofiarowali Wiekuistemu, Bogu waszemu, na puszczy, wszakże daleko nie odchodźcie; pomódlcie się za mną."" "
Exodus 8:29,"I rzekł Mojżesz: ""Oto wychodzę od ciebie i pomodlę się Wiekuistemu, a ustąpi rój robactwa od Faraona, i od sług jego i od ludu jego jutro; lecz niech przestanie Faraon zwodzić, nie uwalniając ludu, aby ofiarował Wiekuistemu."" "
Exodus 8:30,"I wyszedł Mojżesz od Faraona, i modlił się do Wiekuistego. "
Exodus 8:31,"I uczynił Wiekuisty według słowa Mojżesza i oddalił rój robactwa od Faraona, od sług jego i od ludu jego, nie zostało ni jednego. "
Exodus 8:32,"Ale utwierdził Faraon serce swoje i tym razem, a nie uwolnił ludu. "
Exodus 9:1,"I rzekł Wiekuisty do Mojżesza: ""Pójdziesz do Faraona i powiesz mu: tak rzecze Wiekuisty, Bóg Ibrejczyków: uwolnij lud Mój, aby Mi służył; "
Exodus 9:2,"Bo jeżeli nie zechcesz uwolnić, a jeszcze zatrzymywać ich będziesz: "
Exodus 9:3,"To oto ręka Wiekuistego będzie na bydle twojém, co w polu, na koniach, na osłach, na wielbłądach i na wołach, i na owcach, pomór ciężki bardzo. "
Exodus 9:4,"I rozdzieli Wiekuisty między bydłem Israelitów, a bydłem Micrejczyków, aby nie padło nic ze wszystkiego, co należy do synów Israela. "
Exodus 9:5,"I naznaczył Wiekuisty czas, mówiąc: jutro spełni Wiekuisty rzecz tę w tym kraju."" "
Exodus 9:6,"I spełnił Wiekuisty rzecz tę nazajutrz i pozdychało wszystko bydło Micraimu, a z bydła u synów Israela nie zdechło ani jedno. "
Exodus 9:7,"I posłał Faraon, a oto nie zdechło z bydła u Israelitów ani jedno. Ale uporném było serce Faraona i nie uwolnił ludu. "
Exodus 9:8,"Tedy rzekł Wiekuisty do Mojżesza i Ahrona: ""Weźcie sobie po pełnej garści sadzy z pieca, i niech rzuci ją Mojżesz ku niebu, w oczach Faraona. "
Exodus 9:9,"I zamieni się w pył po wszystkiej ziemi Micraim, i stanie się na ludziach i na bydle - wrzodem, wyrzucającym się w pryszcze po wszystkiej ziemi Micraim. "
Exodus 9:10,"I wzięli sadzę z pieca, i stanęli przed Faraonem. I rzucił ją Mojżesz ku niebu i stała się wrzodem, w pryszcze się wyrzucającym, na ludziach i na bydle. "
Exodus 9:11,I nie mogli wróżbici ustać przed Mojżeszem z powodu wrzodów; bo były wrzody na wróżbitach i na wszystkich Micrejczykach. 
Exodus 9:12,"Ale ukrnąbrnił Wiekuisty serce Faraona, i nie usłuchał ich, jako powiedział Wiekuisty Mojżeszowi. "
Exodus 9:13,"I rzekł Wiekuisty do Mojżesza: ""Wstań rano, a staw się przed Faraonem i powiedz mu: tak rzecze Wiekuisty, Bóg Ibrejczyków, uwolnij lud Mój, aby Mi służyli. "
Exodus 9:14,"Bo tym razem Ja nasyłam wszystkie klęski Moje w serce twe, i na sługi twoje, i na lud twój, abyś poznał, że nie masz równego Mnie na całej ziemi, "
Exodus 9:15,"Bo jużbym wyciągnął rękę Moję, a uderzył ciebie i lud twój morem, i byłbyś zgładzony z ziemi, -  "
Exodus 9:16,"Wszakże dla tego zachowałem cię, aby okazać ci siłę Moję, i aby rozgłaszano imię Moje po całej ziemi. "
Exodus 9:17,"Jeszcze wynosisz się nad ludem Moim, aby nie uwolnić ich! "
Exodus 9:18,"Oto spuszczę o tym czasie, jutro, wiatr silny bardzo, któremu podobnego nie było w Micraim, od dnia założenia go aż dotąd. "
Exodus 9:19,"A tak poszlij, schroń bydło twoje, i wszystko co masz na polu; na wszystkich ludzi i na bydło, które się znajdzie w polu, a nie będzie spędzone do domu, spadnie grad i zginą."" "
Exodus 9:20,"Kto się uląkł słowa Wiekuistego z pomiędzy sług Faraona, spędził sługi swoje i stada swe do domów; "
Exodus 9:21,"Ale kto nie zwracał uwagi na słowo Wiekuistego, zostawił sługi swoje i stada swe na polu. "
Exodus 9:22,"I rzekł Wiekuisty do Mojżesza: ""Wyciągnij rękę twą ku niebu, a będzie grad na całej ziemi Micraim - na ludzi i na bydło i na wszelakie zioła polne w ziemi Micraim."" "
Exodus 9:23,"I wyciągnął Mojżesz laskę swą ku niebu, a Wiekuisty dał gromy i grad, i zstąpił ogień na ziemię; i tak spuścił Wiekuisty grad na ziemię Micraim. "
Exodus 9:24,"I był grad i ogień kłębiący się w pośród gradu, silny bardzo, któremu podobnego nie było na całej ziemi Micraim, odkąd przynależał do narodu. "
Exodus 9:25,"I potłukł grad ten w całym kraju Micraim wszystko, co było na polu, od człowieka do bydlęcia, i wszystkie zioła polne potłukł grad, i wszystkie drzewa polne połamał. "
Exodus 9:26,"Tylko w ziemi Goszen, gdzie byli synowie Israela, nie było gradu. "
Exodus 9:27,"I powstał Faraon i wezwał Mojżesza i Ahrona i rzekł do nich: ""Zgrzeszyłem tym razem; Wiekuisty jest sprawiedliwy, a ja i naród mój występni. "
Exodus 9:28,"Pomódlcie się Wiekuistemu; niech dosyć będzie tych gromów Bożych i gradu, a uwolnię was i nie zostaniecie tu dłużej."" "
Exodus 9:29,"I rzekł doń Mojżesz: ""Gdy tylko wyjdę z miasta, wzniosę ręce moje do Wiekuistego: gromy ustaną, a gradu nie będzie więcej, abyś poznał, że Wiekuistego jest ziemia. "
Exodus 9:30,"Ale ty i słudzy twoi, wiem, że się jeszcze nie obawiacie oblicza Wiekuistego Boga."" "
Exodus 9:31,"A len i jęczmień potłuczone były, bo jęczmień się kłosił, a len był w rozkwicie. "
Exodus 9:32,"Pszenica jednak i orkisz nie były potłuczone, bo nizko stały... "
Exodus 9:33,"I tak wyszedł Mojżesz od Faraona z miasta, i wzniósł ręce swoje do Wiekuistego - i ustały gromy i grad, a deszcz nie lał na ziemię. "
Exodus 9:34,"A widząc Faraon, że ustał deszcz i grad i gromy, grzeszył dalej, i czynił uporném serce swoje, on i sługi jego. "
Exodus 9:35,"I tak skrnąbrniało serce Faraona, i nie uwolnił synów Israela: jako powiedział Wiekuisty przez Mojżesza. "
Exodus 10:1,"I rzekł Wiekuisty do Mojżesza: ""Idź do Faraona: gdyż Ja uczyniłem uporném serce jego i serce sług jego, abym ustanowił te znaki Moje w pośród niego. "
Exodus 10:2,"I abyś opowiadał w uszy syna twojego, i wnuka twojego, com zdziałał w Micraim, i o znakach Moich, którem okazał na nich, i abyście wiedzieli, żem Ja Wiekuisty."" "
Exodus 10:3,"I weszli Mojżesz i Ahron do Faraona, i rzekli doń: ""Tak rzecze Wiekuisty, Bóg Ibrejczyków: dopókiż nie zechcesz się ukorzyć przedemną? Uwolnij lud Mój, aby Mi służyli. "
Exodus 10:4,"Bo jeżeli nie zechcesz uwolnić ludu Mojego, to oto przywiodę jutro szarańczę na państwo twoje. "
Exodus 10:5,"I zakryje widnokrąg ziemi, że nie będzie można widzieć ziemi; i pożre ostatek ocalony, który pozostał wam po gradzie, i pożre wszelkie drzewo rosnące u was na polu. "
Exodus 10:6,"I napełni domy twoje, i domy wszystkich sług twoich, i domy wszystkich Micrejczyków, czego nie wiedzieli ojcowie twoi, ani ojcowie ojców twoich, odkąd byli na ziemi, aż do dnia tego."" I odwrócił się i wyszedł od Faraona. "
Exodus 10:7,"I rzekli słudzy Faraona do niego: ""Dopókiż ten będzie nam zagubą? Uwolnij tych ludzi, i niech służą Wiekuistemu, Bogu swojemu; alboż jeszcze nie widzisz, że ginie Micraim?"" "
Exodus 10:8,"I powołano napowrót Mojżesza i Ahrona do Faraona, a ten rzekł do nich: ""Idźcie, służcie Wiekuistemu, Bogu waszemu! Którzyż to są, co iść mają?"" "
Exodus 10:9,"I rzekł Mojżesz: ""Z małoletnimi naszymi i ze starcami naszymi pójdziem, z synami naszymi i z córkami naszemi, trzodami i z bydłem naszém pójdziemy; gdyż święto przed Wiekuistym obchodzim."" "
Exodus 10:10,"I rzekł do nich: ""Oby tak Wiekuisty był z wami, jako uwolnię was z dziatwą waszą! Patrzcie, bo zło przed obliczem waszem. "
Exodus 10:11,"Nie tak: Idźcie sami mężowie, a służcie Wiekuistemu, jeżeli tego się domagacie."" I wypędzono ich z przed oblicza Faraona. "
Exodus 10:12,"I rzekł Wiekuisty do Mojżesza: ""Wyciągnij rękę twoję na ziemię Micraim o szarańczę, aby napadła na ziemię Micraim i pożarła wszelkie zioła ziemi, wszystko co zostawił grad."" "
Exodus 10:13,"I wyciągnął Mojżesz laskę swą na ziemię Micraim, a Wiekuisty sprowadził wiatr wschodni na ziemię tę, przez cały on dzień, i przez całą noc. Nastał poranek, a wiatr wschodni przyniósł szarańczę. "
Exodus 10:14,"I napadła szarańcza na całą ziemię Micraim, i zaległa cały obszar Micraimu, w mnóstwie wielkiém; przedtém nie bywało szarańczy podobnej, a po niej nie będzie takowej. "
Exodus 10:15,"I pokryła widnokrąg całej ziemi, że zaćmiona była ziemia; i pożarła wszelkie zioła ziemi, i wszystek owoc drzewa, który zostawił grad; a nie zostało żadnej zieleni na drzewach, i na trawie polnej, w całej ziemi Micraim. "
Exodus 10:16,"I pospieszył Faraon wezwać Mojżesza i Ahrona, i rzekł: ""Zgrzeszyłem Wiekuistemu Bogu waszemu i wam! "
Exodus 10:17,"A teraz darujże grzech mój raz jeszcze, a módlcie się do Wiekuistego, Boga waszego, aby odwrócił odemnie tylko śmierć tę."" "
Exodus 10:18,I wyszedł od Faraona i pomodlił się Wiekuistemu. 
Exodus 10:19,"I zwrócił Wiekuisty wiatr zachodni bardzo silny, i uniósł szarańczę i wtrącił ją do morza sitowego; nie pozostała ani jedna szarańcza na całym obszarze Micraimu. "
Exodus 10:20,"I ukrnąbrnił Wiekuisty serce Faraona, i nie uwolnił synów Israela. "
Exodus 10:21,"I rzekł Wiekuisty do Mojżesza: ""Wyciągnij rękę twą ku niebu, a będzie ciemność na ziemi Micraim, i zgęści się ciemność."" "
Exodus 10:22,"I wyciągnął Mojżesz rękę swą ku niebu; i nastała ciemność mroczna na całej ziemi Micraim, trzy dni. "
Exodus 10:23,"Nie widział jeden drugiego, i nie powstał nikt z miejsca swojego trzy dni; ale u wszystkich synów Israela było światło w siedzibach ich. "
Exodus 10:24,"I wezwał Faraon Mojżesza i rzekł: ""Idźcie służcie Wiekuistemu; tylko trzody wasze i stada wasze niech zostaną; i dziatwa wasza niech idzie z wami."" "
Exodus 10:25,"I odpowiedział Mojżesz: ""I ty sam powinieneś dać nam ofiary i całopalenia, które złożyć mamy Wiekuistemu, Bogu naszemu! "
Exodus 10:26,"A i dobytek nasz pójdzie z nami, a nie zostanie ani kopyto, ponieważ z niego weźmiemy do służby Wiekuistemu, Bogu naszemu; a wszak nie wiemy, czém służyć mamy Wiekuistemu, póki nie przyjdziem tam."" "
Exodus 10:27,"Ale ukrnąbrnił Wiekuisty serce Faraona, i nie chciał ich uwolnić. "
Exodus 10:28,"I rzekł doń Faraon: ""Precz odemnie! Strzeż się, nie oglądaj więcej oblicza mojego, bo dnia, którego ujrzysz oblicze moje, umrzesz! "
Exodus 10:29,"I rzekł Mojżesz: ""Słusznieś powiedział: nie ujrzę więcej oblicza twojego!..."" "
Exodus 11:1,"I rzekł Wiekuisty do Mojżesza: ""Jeszcze jednę klęskę sprowadzę na Faraona i na Micraim; potém uwolni was ztąd; gdy zaś uwolni, to zupełnie wypędzi was ztąd. "
Exodus 11:2,"Pomówże w uszy ludu aby wyprosili - każdy u bliźniego swego i każda u przyjaciółki swojej - naczyń srebrnych i naczyń złotych."" "
Exodus 11:3,I użyczył Wiekuisty łaski ludowi w oczach Micrejczyków; a był także mąż ów Mojżesz wielkim bardzo w ziemi Micraim w oczach sług Faraona i w oczach ludu... 
Exodus 11:4,"I rzekł Mojżesz: ""Tak rzecze Wiekuisty: około północy Ja wystąpię w pośród Micraimu. "
Exodus 11:5,"A umrze wszelki pierworodny w ziemi Micraim, od pierworodnego Faraona, który miał zasiadać na tronie jego, aż do pierworodnego niewolnicy, który przy żarnach jest, i wszelkie pierworodne z bydła. "
Exodus 11:6,"A będzie krzyk wielki po całej ziemi Micraim, jakiego nie było i jakiego nie będzie więcej. "
Exodus 11:7,"Ale na wszystkich synów Israela nie zaostrzy pies języka swojego, ani na człowieka, ani na bydlę, abyście poznali, jaki rozdział czyni Wiekuisty między Micrejczykami, i między Israelem. "
Exodus 11:8,"I przyjdą wszyscy ci słudzy twoi do mnie, i pokłonią mi się mówiąc: ""Wyjdź ty i cały lud, który idzie za tobą, a potém wyjdę!"" I wyszedł od Faraona z płonącym gniewem. "
Exodus 11:9,"I rzekł Wiekuisty do Mojżesza: «Nie usłucha was Faraon, aby pomnożyły się cuda Moje na ziemi Micraim.» "
Exodus 11:10,A Mojżesz i Ahron spełnili wszystkie te cuda przed Faraonem; ale ukrnąbrnił Wiekuisty serce Faraona i nie uwolnił synów Israela z ziemi swojej. 
Exodus 12:1,I oświadczył Wiekuisty Mojżeszowi i Ahronowi w ziemi Micraim i rzekł: 
Exodus 12:2,"""Miesiąc ten, będzie wam początkiem miesięcy; pierwszym on dla was z miesięcy roku! "
Exodus 12:3,"Powiedźcie całemu zborowi Israela, mówiąc: ""Dziesiątego tego miesiąca niech wezmą sobie, każdy jagnię dla rodziny, jagnię dla domu. "
Exodus 12:4,"A jeżeliby za małym był dom na jagnię, to niechaj weźmie on i sąsiad jego, najbliższy jego domu, - wedle ilości dusz; każdego w miarę jego spożycia policzycie na jagnię. "
Exodus 12:5,"Jagnię zdrowe, samca, roczniaka mieć będziecie; z owiec albo z kóz wziąć je możecie. "
Exodus 12:6,"I będziecie je chowali do czternastego dnia tego miesiąca, a wtedy zarznie je cała rzesza zboru Israelskiego, nad wieczorem. "
Exodus 12:7,"I wezmą z krwi jego, i pokropią oba odrzwia i nadproże w domach, w których pożywać je będą. "
Exodus 12:8,"I będą jedli mięso jego tej samej nocy, upieczone na ogniu; z przaśnikami i gorzkiemi ziołami jeść je będą. "
Exodus 12:9,"Nie będziecie pożywali z niego nic niedopieczonego, ani ugotowanego w wodzie, tylko pieczone na ogniu, od głowy do nóg i wnętrzności jego. "
Exodus 12:10,"A nie zostawicie zeń do rana; a coby zostało zeń do rana, w ogniu spalicie. "
Exodus 12:11,"A tak pożywać je będziecie: biodra wasze przepasane, obuwie wasze na nogach waszych, a laska wasza w ręku waszym, i spożyjecie je w pośpiechu; jest to ofiara paschalna Wiekuistemu. "
