Index Title,Deuteronomy
Deuteronomy 24:7,"Jeżeliby zdybano człowieka, który ukradł kogokolwiek z braci swoich, z synów Israela, i zapanował nad nim, i sprzedał go: umrze wtedy złodziej taki; i wyplenisz zło z pośród siebie. "
Deuteronomy 24:8,"Bądź przezornym wobec zarazy trądu, abyś przestrzegał ściśle, i spełniał wszystko, co wskażą wam kapłani, Lewici; jakom przykazał im, starajcie się spełniać. "
Deuteronomy 24:9,"Pamiętaj, co uczynił Wiekuisty, Bóg twój, Miriamie, na drodze, gdyście szli z Micraim! "
Deuteronomy 24:10,"Gdy masz wierzytelność u bliźniego twojego, wierzytelność jakąkolwiek, nie wchodź do domu jego, aby brać zastaw od niego; "
Deuteronomy 24:11,"Na ulicy pozostań, a człowiek, którego wierzycielem jesteś, wyniesie ci zastaw na ulicę. "
Deuteronomy 24:12,"A jeżeli to człowiek biedny, nie kładź się z zastawem jego; "
Deuteronomy 24:13,"Zwrócisz mu zastaw z zachodem słońca, aby się położył w odzieży swojej, i błogosławił ci; a tobie poczytaném to będzie za zasługę przed Wiekuistym, Bogiem twoim. "
Deuteronomy 24:14,"Nie skrzywdzisz najemnika, biednego i ubogiego, z braci twoich, albo z cudzoziemców, którzy w kraju twoim, w bramach twoich. "
Deuteronomy 24:15,"Tegoż dnia dasz mu zapłatę jego, a niechaj nie zajdzie nad tém słońce, gdyż biednym jest, a na tém pokłada on życie swoje; aby nie poskarżył się na ciebie przed Wiekuistym, a nie był grzech na tobie! "
Deuteronomy 24:16,"Nie poniosą śmierci ojcowie za dzieci, ani poniosą dzieci śmierć za ojców: każdy za występek swój śmierć poniesie. "
Deuteronomy 24:17,"Nie naginaj prawa cudzoziemca, sieroty, ani weźmiesz w zastaw sukni wdowy. "
Deuteronomy 24:18,"A pomnij, żeś niewolnikiem był w ziemi Micraim, a wyzwolił cię Wiekuisty, Bóg twój, ztamtąd; przeto nakazuję ci, abyś to uczynił. "
Deuteronomy 24:19,"Gdy będziesz zżynał użątek na polu twojém, a zapomnisz snop na polu, nie wracaj się, by go zabrać: dla cudzoziemca, dla sieroty i wdowy niechaj zostanie, aby błogosławił ci Wiekuisty, Bóg twój, w każdej sprawie rąk twoich. "
Deuteronomy 24:20,"Gdy będziesz obijał oliwki twoje, nie przeglądaj gałązek za sobą: dla cudzoziemca, dla sieroty i wdowy niechaj zostanie. "
Deuteronomy 24:21,"Gdy będziesz obierał winnicę twoję, nie obieraj do szczętu za sobą: dla cudzoziemca, dla sieroty i wdowy niechaj zostanie. "
Deuteronomy 24:22,"A pomnij, żeś niewolnikiem był na ziemi Micraim; przeto nakazuję ci, abyś to uczynił. "
Deuteronomy 25:1,"Gdyby wynikł spór między ludźmi, a przyszliby do sądu, i rozsądzonoby ich, a uniewinniono sprawiedliwego, a skazano winnego, -  "
Deuteronomy 25:2,"To jeżeliby zasłużył na skarcenie winny, niech go każe położyć sędzia, i każe bić w obecności swojej, odpowiednio do winy jego, pod liczbą; "
Deuteronomy 25:3,"Czterdzieści razów dać mu można, nie więcej; aby go nie bito zanadto, razami bez miary, a nie poniżony był brat twój w oczach twoich. "
Deuteronomy 25:4,Nie zawieraj żuchwy wołu gdy młóci. 
Deuteronomy 25:5,"Gdy mieszkają bracia społem, a umiera jeden z nich nie mając potomstwa, - nie wyjdzie tedy żona zmarłego postronnie za męża obcego; brat męża jej przyjdzie do niej, i pojmie ją sobie za żonę, i połączy się z nią. "
Deuteronomy 25:6,"A pierworodny, którego by zrodziła, zastąpi imię brata jego zmarłego, aby nie zgładzoném było imię jego z Israela. "
Deuteronomy 25:7,"Gdyby wszakże nie chciał mąż ów pojąć bratowej swej; wnijdzie wtedy bratowa jego do bramy, przed starszych, i oświadczy: ""wzbrania się brat męża mojego utrwalić bratu swemu imię w Israelu, nie chce połączyć się ze mną."" "
Deuteronomy 25:8,"I zawezwą go starsi miasta jego, i przemówią doń; jeżeli przytem obstanie, i powié: ""nie chcę jej pojąć;"" "
Deuteronomy 25:9,"Przystąpi doń wtedy bratowa jego przed oczyma starszych, a zzuje trzewik z nogi jego i plunie przed nim w twarz, i zawoła i powié: ""tak postępują z człowiekiem, który nie odbuduwuje domu brata swojego!"" "
Deuteronomy 25:10,"I nadanym mu będzie przydomek w Israelu: ""dom bosego"". "
Deuteronomy 25:11,"Gdyby szamotali się z sobą mężczyźni, jeden z drugim, a przybiegłaby żona jednego, aby ocalić męża swego z ręki bijącego, a wyciągnąwszy rękę pochwyciła za srom jego, -  "
Deuteronomy 25:12,"Utnij wtedy rękę jej, - niechaj nie oszczędza oko twoje! "
Deuteronomy 25:13,"Nie miej w worku twoim dwojakich ciężarków, większych i mniejszych; "
Deuteronomy 25:14,"Nie miej w domu twoim dwojakiej efy, większej i mniejszej. "
Deuteronomy 25:15,"Wagę pełną i rzetelną mieć będziesz, efę pełną i rzetelną mieć będziesz: aby przedłużyły się dni twoje na ziemi, którą Wiekuisty, Bóg twój, oddaje tobie. "
Deuteronomy 25:16,"Gdyż wstrętem dla Wiekuistego, Boga twojego, każdy, który to czyni, każdy spełniający bezprawie. "
Deuteronomy 25:17,"Pomnij co uczynił ci Amalek na drodze, gdyście wyszli z Micraim. "
Deuteronomy 25:18,"Jako cię napadł na drodze, i pozabijał wszystkich ciągnących w nieładzie za tobą, gdyś znużony był i strudzony, - a nie obawiał się Boga; "
Deuteronomy 25:19,"Gdy przeto uspokoi cię Wiekuisty, Bóg twój, od wszystkich wrogów twoich wokoło, na ziemi, którą Wiekuisty, Bóg twój, oddaje ci w udziale, abyś ją posiadł, - zgładzisz pamięć Amaleka z pod nieba; nie zapominaj! "
Deuteronomy 26:1,"I stanie się, gdy wnijdziesz do ziemi, którą Wiekuisty, Bóg twój, oddaje ci w udziale, abyś ją posiadł, i zamieszkasz w niej, -  "
Deuteronomy 26:2,"Weźmiesz wtedy z pierwocin wszystkich płodów ziemi, które otrzymasz z ziemi twojej, którą Wiekuisty, Bóg twój, oddaje ci, i włożysz w kosz, i udasz się na miejsce, które wybierze Wiekuisty, Bóg twój, aby ustanowić imię Swoje tam; "
Deuteronomy 26:3,"I przyjdziesz do kapłana, który będzie podówczas, i powiesz mu: ""oświadczam dzisiaj przed Wiekuistym, Bogiem twoim, żem wszedł do ziemi, o której zaprzysiągł Wiekuisty ojcom naszym, iż ją odda nam"". "
Deuteronomy 26:4,"Weźmie wtedy kapłan kosz z ręki twojej i postawi go przed ołtarzem Wiekuistego, Boga twojego. "
Deuteronomy 26:5,"I ozwiesz się, i powiesz przed Wiekuistym, Bogiem twoim: ""Aramejczykiem tułającym się był praojciec mój, i zstąpił do Micraim, i przebywał tam z garstką małą, i wzrósł tam w naród wielki, potężny i liczny; "
Deuteronomy 26:6,"Lecz krzywdzili nas Micrejczycy, i gnębili nas, i nakładali na nas roboty ciężkie; "
Deuteronomy 26:7,"I wołaliśmy do Wiekuistego, Boga ojców naszych, i usłyszał Wiekuisty głos nasz, i wejrzał na niedolę naszę, i na trudy nasze, i na ucisk nasz; "
Deuteronomy 26:8,"I wywiódł nas Wiekuisty z Micraim ręką potężną, i ramieniem podniesioném, i postrachem wielkim, i znamionami, i cudami; "
Deuteronomy 26:9,"A przywiódł nas na miejsce to, i oddał nam tę ziemię, ziemię opływającą mlekiem i miodem; "
Deuteronomy 26:10,"Przeto, przyniosłem oto teraz pierwociny płodów ziemi, którą dałeś mi, Wiekuisty!"" I postawisz to przed Wiekuistym, Bogiem twoim, i ukorzysz się przed Wiekuistym, Bogiem twoim. "
Deuteronomy 26:11,"I będziesz się weselił wszystkiém dobrem, które dał Wiekuisty, Bóg twój, tobie i domowi twojemu, - ty, i Lewita, i cudzoziemiec, który wpośród ciebie. "
Deuteronomy 26:12,"A gdy ostatecznie oddzielisz wszystkie dziesięciny plonów twoich roku trzeciego, roku dziesięcin, a oddasz Lewicie, cudzoziemcowi, sierocie i wdowie, aby jedli w bramach twoich, i nasycili się: "
Deuteronomy 26:13,"Wyrzekniesz wtedy przed Wiekuistym, Bogiem twoim: ""Wyprzątnąłem poświęcone z domu, i oddałem je téż Lewicie i cudzoziemcowi, sierocie i wdowie, zupełnie według przykazania Twego, któreś mi przykazał; nie przekroczyłem nic z przykazań Twoich, anim zapomniał. "
Deuteronomy 26:14,"Nie pożywałem zeń w żałobie mojej, anim wyprzątnął go w nieczystości, anim oddawał zeń dla umarłego: słuchałem głosu Wiekuistego, Boga mojego, spełniłem wszystko, coś mi przykazał. "
Deuteronomy 26:15,"Wejrzyj z przybytku świętego Twojego, z nieba, a pobłogosław lud twój, Israel, i ziemię, którąś oddał nam, jakoś zaprzysiągł ojcom naszym, ziemię opływającą mlekiem i miodem!"" "
Deuteronomy 26:16,"Dnia dzisiejszego Wiekuisty, Bóg twój, przykazuje ci spełniać ustawy te i prawa: a tak przestrzegaj je całém sercem twojém, i całą duszą twoją. "
Deuteronomy 26:17,"Wiekuistemu przyobiecałeś dzisiaj, że ci będzie Bogiem, i że będziesz postępował drogami Jego, i przestrzegał ustaw Jego, i przykazań, i praw Jego, i słuchał głosu Jego; "
Deuteronomy 26:18,"Wiekuisty téż przyobiecał ci dzisiaj, że mu będziesz ludem wyłącznym, jako powiedział tobie, jeżelibyś przestrzegał wszystkich przykazań Jego; "
Deuteronomy 26:19,"I że cię postawi wyżej od wszystkich narodów, które stworzył, w chwale, sławie i blasku, i że będziesz ludem poświęconym Wiekuistemu, Bogu twojemu, jako wyrzekł. "
Deuteronomy 27:1,"I nakazał Mojżesz wobec starszych Israela ludowi, i rzekł: przestrzegajcie wszystkich przykazań, które wam przykazuję dzisiaj! "
Deuteronomy 27:2,"I będzie gdy przeprawicie się za Jarden, do ziemi, którą Wiekuisty, Bóg twój, ci oddaje: wystawisz sobie wtedy kamienie wielkie, i owapnisz je wapnem; "
Deuteronomy 27:3,"I napiszesz na nich wszystkie słowa zakonu tego, gdy się przeprawisz, abyś wszedł do ziemi, którą Wiekuisty, Bóg twój, oddaje tobie, - do ziemi, opływającej mlekiem i miodem, jako ci przyrzekł Wiekuisty, Bóg ojców twoich. "
Deuteronomy 27:4,"Gdy tedy przeprawicie się za Jarden, wystawicie te kamienie, o których przykazuję wam dzisiaj, na górze Ebal, i owapnicie je wapnem. "
Deuteronomy 27:5,"I wzniesiesz tam ofiarnicę Wiekuistemu, Bogu twojemu, ofiarnicę z kamieni; nie podnoś na nie żelaza. "
Deuteronomy 27:6,"Z kamieni całych wzniesiesz ofiarnicę Wiekuistego, Boga twojego, i złożysz na niej całopalenia Wiekuistemu, Bogu twojemu. "
Deuteronomy 27:7,"Zarzniesz téż ofiary opłatne, i będziesz tam jadł, i weselił się przed Wiekuistym, Bogiem twoim. "
Deuteronomy 27:8,I napiszesz na kamieniach owych wszystkie słowa zakonu tego bardzo jasno. 
Deuteronomy 27:9,"I przemówił Mojżesz, i kapłani Lewici do całego Israela, i rzekli: ""Uważaj i słuchaj, Israelu! dnia dzisiejszego stałeś się ludem Wiekuistemu, Bogu twojemu; "
Deuteronomy 27:10,"I tak słuchaj głosu Wiekuistego, Boga twojego, a spełniaj przykazania i ustawy Jego, które przykazuję ci dzisiaj!"" "
Deuteronomy 27:11,"I przykazał Mojżesz ludowi dnia tego, i rzekł: "
Deuteronomy 27:12,"Ci staną dla błogosławienia ludowi, na górze Geryzym gdy przeprawicie się za Jarden: Szymeon i Lewi, i Jehuda i Isachar, i Josef i Binjamin; "
Deuteronomy 27:13,"Ci zaś staną dla przeklinania na górze Ebal: Reuben, Gad i Aszer, i Zebulun, Dan i Naftali. "
Deuteronomy 27:14,"I ozwą się Lewici i powiedzą do każdego z Israelitów, głosem donośnym: "
Deuteronomy 27:15,"""Przeklęty każdy, kto zrobi rzeźbę, albo odlew, wstrętne Wiekuistemu, dzieło rąk mistrza, a ustawi w skrytości!"" I odezwie się wszystek lud, i powié: Amen. "
Deuteronomy 27:16,"""Przeklęty, kto znieważa ojca swojego, albo matkę swoję!"" I powié wszystek lud: Amen. "
Deuteronomy 27:17,"""Przeklęty, kto przesuwa granicę bliźniego swego!"" I powié wszystek lud: Amen. "
Deuteronomy 27:18,"""Przeklęty, kto zwodzi ślepego z drogi!"" I powié wszystek lud: Amen. "
Deuteronomy 27:19,"""Przeklęty, kto nagina prawo cudzoziemca, sieroty, i wdowy!"" I powié wszystek lud: Amen. "
Deuteronomy 27:20,"""Przeklęty, kto obcuje z żoną ojca swojego, - gdyż odkrył połę ojca swojego!"" I powié wszystek lud: Amen. "
Deuteronomy 27:21,"""Przeklęty, kto obcuje z jakiemkolwiek bydlęciem!"" I powié wszystek lud: Amen. "
Deuteronomy 27:22,"""Przeklęty, kto obcuje z siostrą swoją, z córką ojca swego, albo z córką matki swej!"" I powié wszystek lud: Amen. "
Deuteronomy 27:23,"""Przeklęty, kto obcuje z świekrą swoją!"" I powié wszystek lud: Amen. "
Deuteronomy 27:24,"""Przeklęty, kto zabija bliźniego swego potajemnie!"" I powié wszystek lud: Amen. "
Deuteronomy 27:25,"""Przeklęty, kto bierze wziątki, aby zabił człowieka, krew niewinną!"" I powié wszystek lud: Amen. "
Deuteronomy 27:26,"""Przeklęty, kto nie dotrzyma słów zakonu tego, aby je spełniał!"" I powié wszystek lud: Amen. "
Deuteronomy 28:1,"Jeżeli tedy pilnie słuchać będziesz głosu Wiekuistego, Boga twojego, przestrzegając i wypełniając wszystkie przykazania Jego, które ci przykazuję dzisiaj, wtedy wyniesie cię Wiekuisty, Bóg twój, wyżej nad wszystkie narody ziemi. "
Deuteronomy 28:2,"I przyjdą na cię wszystkie te błogosławieństwa i dosięgną cię, jeżeli posłusznym będziesz głosowi Wiekuistego, Boga twojego. "
Deuteronomy 28:3,"Błogosławiony będziesz w mieście, i błogosławiony będziesz na polu; "
Deuteronomy 28:4,"Błogosławiony owoc żywota twego, i owoc ziemi twojej, i owoc bydła twojego; płód rogacizny twojej, i przychowek trzód twoich; "
Deuteronomy 28:5,"Błogosławiony kosz twój, i dzieża twoja. "
Deuteronomy 28:6,"Błogosławiony będziesz wchodząc, i błogosławiony wychodząc. "
Deuteronomy 28:7,"Poda Wiekuisty, Bóg twój, wrogów twoich, którzy powstaną, przeciw tobie, porażonych przed obliczem twojém; drogą jedną wyciągną przeciw tobie, a siedmią drogami pierzchać będą przed obliczem twojém; "
Deuteronomy 28:8,"Przekaże ci Wiekuisty błogosławieństwo w spichrze twoje i na wszelkie przedsięwzięcie ręki twojej, i pobłogosławi ci na ziemi, którą Wiekuisty, Bóg twój, oddaje tobie. "
Deuteronomy 28:9,"Ustanowi cię Wiekuisty ludem Swoim poświęconym, jako zaprzysiągł tobie, - jeżeli będziesz przestrzegał przykazań Wiekuistego, Boga twojego i postępował drogami Jego; "
Deuteronomy 28:10,"I obaczą wszystkie ludy ziemi, że imię Wiekuistego mianowane nad tobą, - i obawiać się będą ciebie. "
Deuteronomy 28:11,"I nadmierzy ci Wiekuisty w dobrem, w owocu żywota twojego, i w płodzie bydła twojego, i w plonie roli twojej, na ziemi, o której zaprzysiągł Wiekuisty ojcom twoim, iż ją odda tobie. "
Deuteronomy 28:12,"Otworzy ci Wiekuisty skarbnicę Swą dobroczynną, - niebo, aby dać deszcz ziemi twej w czasie swoim, i by błogosławić wszelkiej sprawie rąk twoich, że będziesz wypożyczał wielu narodom, sam zaś nie pożyczał. "
Deuteronomy 28:13,"I uczyni cię Wiekuisty głową, a nie kończyną; i będziesz wciąż na wysokości, a nie będziesz w poniżeniu, jeżeli posłuszny będziesz przykazaniom Wiekuistego, Boga twojego, które ci przykazuję dzisiaj, abyś ich przestrzegał i je spełniał, -  "
Deuteronomy 28:14,"A nie odstąpisz od wszystkich słów, które przykazuję ci dzisiaj, ani na prawo, ani na lewo, idąc za bóstwami cudzemi, by służyć im. "
Deuteronomy 28:15,"Jeżelibyś wszakże nie słuchał głosu Wiekuistego, Boga twojego, by strzedz i spełniać wszystkie przykazania i ustawy Jego, które ci przykazuję dzisiaj, - przyjdą wtedy na cię wszystkie te przekleństwa i dosięgną cię: "
Deuteronomy 28:16,"Przeklęty będziesz w mieście, i przeklęty będziesz na polu; "
Deuteronomy 28:17,"Przeklęty kosz twój, i dzieża twoja; "
Deuteronomy 28:18,"Przeklęty owoc żywota twego, i owoc ziemi twojej, płód rogacizny twojej, i przychowek trzód twoich; "
Deuteronomy 28:19,"Przeklęty będziesz wchodząc, i przeklęty wychodząc; "
Deuteronomy 28:20,"Ciśnie Wiekuisty na cię klątwę, popłoch i zatratę na każdą sprawę rąk twoich, którą się zajmiesz, póki nie będziesz wytępiony, i póki nie zginiesz nagle za niegodziwość postępków twoich, przeto żeś opuścił Mnie. "
Deuteronomy 28:21,"Przyczepi Wiekuisty do ciebie mór, aż zgładzi cię z ziemi, do której idziesz, abyś ją posiadł. "
Deuteronomy 28:22,"Porazi cię Wiekuisty suchotami, i zimnicą, i gorączką, i zapaleniem, i posuchą, i śniecią, i rdzą, - i prześladować cię będą, aż zginiesz. "
Deuteronomy 28:23,"I będzie niebo, które nad głową twoją miedzią, a ziemia, która pod tobą, żelazem. "
Deuteronomy 28:24,"Przemieni Wiekuisty deszcz ziemi twojej w pył i proch; z nieba padać będzie na ciebie, aż zniszczejesz. "
Deuteronomy 28:25,"Poda cię Wiekuisty porażonym przed obliczem wrogów twoich; drogą jedną wyciągniesz przeciw nim, a siedmią drogami pierzchniesz przed nim, - i będziesz straszydłem dla wszystkich królestw ziemi. "
Deuteronomy 28:26,"A będą trupy twoje żerem wszelkiemu ptactwu nieba, i zwierzowi ziemi, a nikt nie spłoszy. "
Deuteronomy 28:27,"Porazi cię Wiekuisty trądem Micraimu, i krwawicami, i krostami, i strupami z których nie zdołasz się wyleczyć. "
Deuteronomy 28:28,"Porazi cię Wiekuisty obłędem i ślepotą, i stępieniem umysłu; "
Deuteronomy 28:29,"I będziesz chodził omackiem w południu, jako chodzi omackiem ślepy w ciemności; a nie powiedzie ci się na drogach twoich, - i będziesz jeno ciemiężony i ograbiany codzień, a nikt nie wspomoże. "
Deuteronomy 28:30,"Żonę sobie narzeczesz, a kto inny położy się z nią, dom zbudujesz, a nie zamieszkasz w nim; winnicę zasadzisz, a użytkować z niej nie będziesz. "
Deuteronomy 28:31,"Wół twój - zarznięty w oczach twoich, a nie będziesz jadł z niego; osioł twój - porwany z przed oblicza twego, a nie wróci do ciebie; trzody twe oddane wrogom twoim, a nikt ci nie pomoże. "
Deuteronomy 28:32,"Synowie twoi i córki twe wydane ludowi obcemu, a oczy twoje patrzą na to, i tęsknią za nimi dzień cały, ale bezsilna ręka twoja. "
Deuteronomy 28:33,"Plon ziemi twojej i wszystek trud twój będzie pożerał lud, którego nie znałeś, a będziesz tylko ciemiężony i dręczony po wszystkie dni. "
Deuteronomy 28:34,"I będziesz szalał na widok oczu twoich, jaki zobaczysz. "
Deuteronomy 28:35,"Porazi cię Wiekuisty trądem złośliwym na kolanach i na goleniach, z którego nie zdołasz się wyleczyć, od stopy nogi twej, do ciemienia twojego. "
Deuteronomy 28:36,"Zawiedzie Wiekuisty ciebie, i króla twego, którego ustanowisz nad sobą, do narodu, którego nie znałeś, - ani ty, ani ojcowie twoi, a będziesz tam służył bogom cudzym drewnu i kamieniom. "
Deuteronomy 28:37,"I będziesz straszydłem, baśnią i pośmiewiskiem u wszystkich ludów, do których uprowadzi cię Wiekuisty. "
Deuteronomy 28:38,"Zasiew obfity wyniesiesz na pole, - a mało zbierzesz, - bo wyniszczy to szarańcza. "
Deuteronomy 28:39,"Winnice zasadzisz i uprawisz ale wina nie będziesz pił, ani zbierał, - bo pożre je robactwo. "
Deuteronomy 28:40,"Oliwniki będziesz miał na całej dziedzinie twojej, ale oliwą namaszczać się nie będziesz, bo opadną oliwki twoje. "
Deuteronomy 28:41,"Synów i córki napłodzisz, ale nie będą twoje, bo pójdą w niewolę. "
Deuteronomy 28:42,"Wszystkie drzewa twoje, i plon ziemi twojej przywłaszczy sobie świerszcz. "
Deuteronomy 28:43,"Cudzoziemiec, który wpośród ciebie, wyniesie się nad tobą wyżej i wyżej; a ty będziesz schodził niżej i niżej. "
Deuteronomy 28:44,"On ci będzie pożyczał, a ty mu pożyczać nie będziesz; on będzie głową, a ty będziesz kończyną. "
Deuteronomy 28:45,"I przyjdą na cię wszystkie przekleństwa te, i prześladować cię będą, i ogarną cię aż zginiesz, przeto, żeś nie słuchał głosu Wiekuistego, Boga twojego, by przestrzegać przykazań i ustaw Jego, które ci zalecił. "
Deuteronomy 28:46,A będą one znamieniem i oznaką na tobie i na rodzie twoim na wieki. 
Deuteronomy 28:47,"Dlatego, żeś nie służył Wiekuistemu, Bogu twojemu, z radością i uciechą serca, przy dostatku wszystkiego. -  "
Deuteronomy 28:48,"Będziesz służył wrogowi twojemu, którego naszle na ciebie Wiekuisty, o głodzie, i w pragnieniu, i w nagości, i w niedostatku wszelkim; i włoży jarzmo żelazne na szyję twoję, aż cię wytępi. "
Deuteronomy 28:49,"Nawiedzie Wiekuisty na ciebie naród zdaleka, z krańca ziemi, gdyby lotem orła, - naród, którego języka nie zrozumiesz; "
Deuteronomy 28:50,"Naród srogiego wejrzenia, który nie uwzględni starca, ani użali się nad młodzieńcem. "
Deuteronomy 28:51,"I będzie pożerał płód bydła twojego, i płód ziemi twojej, aż cię zniszczy, tak że nie zostawi ci ani zboża, ani wina, ani oliwy, ani płodu rogacizny twojej, ani przychówku trzód twoich, aż cię zgubi. "
Deuteronomy 28:52,"I będzie cię oblegał we wszystkich bramach twoich, aż upadną mury twe wysokie i warowne, na których polegasz, na całej ziemi twojej; i tak oblegać cię będzie we wszystkich bramach twoich, na całej ziemi twojej, którą ci oddał Wiekuisty, Bóg twój; "
Deuteronomy 28:53,"I będziesz jadł płód żywota twego, ciało synów i córek twoich, które dał ci Wiekuisty, Bóg twój, - w owem oblężeniu i ściśnieniu, którém cię ściśnie wróg twój. "
Deuteronomy 28:54,"Mąż tkliwy w pośród ciebie i najbardziej wypieszczony będzie chciwie poglądał na brata swojego, i na żonę łona swego, i pozostałe dzieci swe, które jeszcze zostawił, -  "
Deuteronomy 28:55,"Nie użyczając nikomu z nich ciała dzieci swych, które pożerać będzie; ponieważ nie zostało mu nic w oblężeniu i ściśnieniu, którém cię ściśnie wróg twój we wszystkich bramach twoich. "
Deuteronomy 28:56,"Najtkliwsza téż wpośród ciebie, i najbardziej wypieszczona, która nie nawykła była stopy swojej stawiać na ziemię dla pieszczoty i delikatności, będzie chciwie poglądała na męża łona swego, i na syna swego, i na córkę swą, -  "
Deuteronomy 28:57,"Nie użyczając im błony, która wychodzi z niej, i dzieci, które rodzi; bo je pożre w niedostatku wszystkiego skrycie, w oblężeniu i ściśnieniu, którém ściśnie cię wróg twój w bramach twoich, -  "
Deuteronomy 28:58,"Jeżeli nie będziesz starannie spełniał wszystkich słów zakonu tego, napisanych w tej księdze, żebyś się obawiał tego imienia sławnego i groźnego, - Wiekuistego Boga twojego; "
Deuteronomy 28:59,"Odznaczy wtedy Wiekuisty klęski twoje, i klęski potomstwa twojego, jako klęski wielkie i trwałe, i choroby złe i długie. "
Deuteronomy 28:60,"I zwróci na ciebie wszystkie niemoce Micraimu, których się tak lękałeś, i przylgną one do ciebie; "
Deuteronomy 28:61,"Wszelką téż chorobę, i wszelką klęskę, nie napisaną w księdze zakonu tego, przywiedzie Wiekuisty na cię, aż cię wytępi. "
Deuteronomy 28:62,"I zostanie was garstka nieliczna, zamiast coście byli jako gwiazdy nieba w mnóstwie; przeto, żeś nie słuchał głosu Wiekuistego, Boga twojego. "
Deuteronomy 28:63,"I stanie się, że jako rad był Wiekuisty świadczyć wam dobrze, i rozmnażać was; tak rad będzie Wiekuisty gubić was i tępić, - i wyplenieni będziecie z ziemi, do której idziesz, abyś ją posiadł. "
Deuteronomy 28:64,"I rozproszy cię Wiekuisty między wszystkie ludy, od krańca ziemi, do krańca ziemi, i będziesz tam służył bogom cudzym, których nie znałeś, ani ty, ani ojcowie twoi, - drewnu i kamieniom. "
Deuteronomy 28:65,"Ale i między narodami tymi nie wytchniesz, ani znajdzie odpoczynku stopa twoja, - i da ci tam Wiekuisty serce drżące, i zanik oczu, i boleść duszy. "
Deuteronomy 28:66,"I będzie życie twoje zawieszone przed tobą, - i będziesz w postrachu nocą i dniem, i nie będziesz pewien życia twojego. "
Deuteronomy 28:67,"Zrana powiesz: »gdyby téż nastał wieczór!« a wieczorem powiesz: »gdyby téż nastał poranek!« - dla trwogi serca twego, która cię ogarnie, i dla widoku oczu twoich, jaki zobaczysz. "
Deuteronomy 28:68,"I wróci cię Wiekuisty do Micraim w okrętach, drogą, o której ci powiedziałem: nie ujrzysz jej więcej; i będziecie się tam zaprzedawali wrogom waszym za niewolników i za niewolnice, ale nikt nie kupi!« "
Deuteronomy 29:1,"Oto słowa przymierza, które rozkazał Wiekuisty Mojżeszowi zawrzeć z synami Israela na ziemi Moab, - oprócz przymierza, które był zawarł z nimi przy Chorebie. "
Deuteronomy 29:2,"I zawołał Mojżesz do całego Israela, i rzekł do nich: ""Wyście widzieli wszystko, co uczynił Wiekuisty w oczach waszych, w ziemi Micraim, Faraonowi, i wszystkim sługom jego, i całej ziemi jego; "
Deuteronomy 29:3,"Owe doświadczenia wielkie, które widziały oczy twoje, owe znamiona i cuda wielkie; "
Deuteronomy 29:4,"Ale nie dał wam Wiekuisty serca, aby zrozumieć, ani oczu, aby widzieć, ani uszu, aby słyszeć, aż po dziś dzień. "
Deuteronomy 29:5,"I prowadziłem was czterdzieści lat po pustyni, nie zwiotszały szaty wasze na was, i obuwie twoje nie zbutwiało na nodze twojej; "
Deuteronomy 29:6,"Aniście chleba nie jadali, aniście wina i mocnych napojów nie pijali, abyście poznali, żem Ja Wiekuisty, Bóg wasz. "
Deuteronomy 29:7,"A gdyście przyszli na ono miejsce, wystąpił Sychon, król Cheszbonu, i Og, król Baszanu, przeciw wam do walki, i poraziliśmy ich, "
Deuteronomy 29:8,"I zabraliśmy kraj ich, i oddaliśmy go w udziale Reubenidom i Gadydom, i połowie pokolenia Menaszy. "
Deuteronomy 29:9,"I tak przestrzegajcie słów przymierza tego, i spełniajcie je, aby się wam szczęściło we wszystkiem, co czynić będziecie. "
Deuteronomy 29:10,"Stoicie dziś wszyscy przed obliczem Wiekuistego, Boga waszego: naczelnicy pokoleń waszych, starsi, urzędnicy wasi, wszyscy mężowie Israela: "
Deuteronomy 29:11,"Dzieci wasze, żony wasze, i obcy, który w obozie twoim; od rąbiącego drwa, do czerpiącego wody twoje; "
Deuteronomy 29:12,"Abyś wszedł w przymierze Wiekuistego, Boga twojego, i w zaprzysiężoną umowę z Nim, którą Wiekuisty, Bóg twój, zawiera z tobą dziś; "
Deuteronomy 29:13,"Aby cię ustanowił dzisiaj ludem Swym, a był Bogiem twoim, jako ci zapowiedział, i jako przysiągł ojcom twoim Abrahamowi, Ic'hakowi, i Jakóbowi. "
Deuteronomy 29:14,"A nie z wami tylko samymi zawieram dzisiaj to przymierze i tę umowę zaprzysiężoną, -  "
Deuteronomy 29:15,"Lecz z każdym, który tu z wami stoi dziś przed obliczem Wiekuistego, Boga waszego, i którego tu niema z wami dzisiaj. "
Deuteronomy 29:16,"Bo wam wiadomo, jakośmy przebywali w Micraim, i jakośmy przechodzili wpośród narodów, mimo któreście przeszli; "
Deuteronomy 29:17,"I widzieliście ohydy ich, i obmierzłości ich, drewno i kamień, srebro i złoto, które u nich. "
Deuteronomy 29:18,"Może jest między wami mężczyzna albo niewiasta, rodzina albo pokolenie, których serce się odwraca dziś od Wiekuistego, Boga waszego, aby pójść i służyć bogom narodów tych; może jest między wami zaród wydający jad i piołun; "
