Index Title,Isaiah
Isaiah 9:18,"Bo rozpali się jako ogień niegodziwość, który głóg i ciernie pochłonie, i rozżarzy się w gęstwinach lasu, że zakłębią się w unoszącym się dymie. "
Isaiah 9:19,"Zapalczywością Wiekuistego zastępów zadymi się ziemia, a stanie się naród jako pastwa ognia, - jeden drugiego nie oszczędzi. "
Isaiah 9:20,"Odrzynać będą z prawej i łaknąć, pożerać z lewej i nie nasycą się; każdy ciało ramienia swego pożerać będzie. "
Isaiah 9:21,"Menaszeh Efraima, a Efraim Menaszę, obaj razem przeciw Jehudzie. Z tém wszystkiém nie odwróci się gniew Jego, i będzie wciąż dłoń Jego zawieszona. "
Isaiah 10:1,"Biada tym, którzy ustanawiają ustawy niesprawiedliwe, pisarzom, którzy niegodziwość spisują. "
Isaiah 10:2,"Aby usunąć od prawa biednych, a wydrzeć sprawiedliwość uciśnionym narodu Mojego, aby były wdowy łupem ich, aby mogli sieroty obdzierać. "
Isaiah 10:3,"I cóż uczynicie w dzień nawiedzenia i przeciw spustoszeniu, gdy z dali nadejdzie; do kogoż się uciekniecie o pomoc i gdzie zostawicie świetność waszę? "
Isaiah 10:4,"Jeżeli nie uklękną między brańcami, między poległymi polegną. Z tém wszystkiém nie odwróci się gniew Jego i będzie wciąż dłoń Jego zawieszona. "
Isaiah 10:5,"Biada Aszurowi, rózdze gniewu Mojego, co to maczugą w jego ręku rozjątrzenie Moje. "
Isaiah 10:6,"Na lud obłudny puszczam go, na naród zapalczywości Mojej go wyzywam, aby zdobywał zdobycze i łupił łupy i oddał go na podeptanie jako błoto ulic. "
Isaiah 10:7,"On wszakże nie tak on mniema, a serce jego nie tak ono myśli, bo zgładzić jest w sercu jego i wytępić ludów nie mało. "
Isaiah 10:8,Albowiem rzecze: Czyż nie są książęta moi wszyscy królami? 
Isaiah 10:9,"Czyż nie jest jak Karkemisz Kalno, albo nie jak Arpad Chamat, albo nie jak Damesek Szomron? "
Isaiah 10:10,"Jak dosięgła ręka moja królestw bałwanów, których posągi liczniejsze były niż Jeruszalaimu i Szomronu; "
Isaiah 10:11,"Czyżbym nie mógł, jakem uczynił Szomronowi i jego bałwanom, uczynić i Jeruszalaimowi i jego bożyszczom? "
Isaiah 10:12,"Otóż stanie się, gdy dokona Pan całego dzieła Swego na górze Cyon i w Jeruszalaim, wspomnę na owoc wyniosłego serca króla Aszuru, i na chełpliwość zuchwałych oczu jego. "
Isaiah 10:13,"Bo mniema: Siłą ręki mojej dokonałem tego i mądrością moją, bom rozumny; znosiłem granice narodów, a skarby ich zabierałem, i strącałem jako mocarz panujących; "
Isaiah 10:14,"I sięgała jak do gniazda ręka moja po bogactwa narodów, i jak się podbiera jaja opuszczone całą ziemię ja zagarnąłem, a nie było ktoby poruszył skrzydłem, lub otworzył usta i pisnął. "
Isaiah 10:15,"Czyż przechwala się siekiera wobec tego, co nią rąbie, albo wynosi się piła nad tym, który ją w ruch wprawia? Jak gdyby wywijał bicz tymi, co nim wywijają, albo podnosił kij tego, który nie jest drewnem. "
Isaiah 10:16,"Przeto zeszle Pan, Wiekuisty zastępów, na roztuczonych jego znędznienie, a wśród wspaniałości jego rozgoreje pożoga, gdyby pożoga ognia. "
Isaiah 10:17,"I stanie się światło Israela ogniem, a Święty jego płomieniem, i podpali i pochłonie głogi i ciernie jego w jednym dniu. "
Isaiah 10:18,"A wspaniałość lasu i sadu jego od duszy aż do ciała wyniszczy, i będzie jak gdy zanika zanikający. "
Isaiah 10:19,"A pozostałość drzew lasu jego nieliczną będzie, i chłopię by je spisało. "
Isaiah 10:20,"I będzie, że dnia onego przestanie szczątek Israela i co ocalało z domu Jakóba polegać na siepaczu swoim, ale polegać będzie na Wiekuistym, Świętym Israela w prawdzie. "
Isaiah 10:21,"Szczątek się nawróci, szczątek Jakóba do Boga potężnego. "
Isaiah 10:22,"Bo choćby był lud twój Israelu jako piasek morza, tylko szczątek się nawróci z pośród niego. Zagłada postanowiona, rozlewa sprawiedliwość. "
Isaiah 10:23,"Bo skończoném to i postanowioném; Pan, Bóg zastępów, spełni to na całej ziemi. "
Isaiah 10:24,"Tak przeto rzecze Pan, Bóg zastępów: Nie obawiaj się ludu Mój, zamieszkały w Cyonie, Aszura, który biczem cię smaga, a maczugę swą podnosi na ciebie zwyczajem Micraimu. "
Isaiah 10:25,"Bo już niezadługo, wkrótce, a przeminie oburzenie, a zwróci się gniew Mój na zniszczenie ich. "
Isaiah 10:26,"I podniesie nań Wiekuisty zastępów chłostę jak w czas klęski Midjanu przy skale Oreb, a laskę Swą nad morze, podniesie ją jak po drodze Micrejczyków. "
Isaiah 10:27,"I stanie się, że w dzień ów zdjętém będzie brzemię jego z grzbietu twojego a jarzmo jego z szyi twojej, i rozsadzoném będzie jarzmo wskutek otyłości. "
Isaiah 10:28,"Przybywa na Ajat, przechodzi przez Migron, w Michmasz składa rynsztunki swoje. "
Isaiah 10:29,"Przekraczają wąwóz, w Geba niby w gospodzie nocują, drży Ramah, Gibeat Szaul ucieka. "
Isaiah 10:30,"Wykrzykuj głosem twoim, córo Gallim, nasłuchuj Laiszo, biedne Anatot! "
Isaiah 10:31,"W popłochu Madmena, mieszkańcy Gebim się chronią. "
Isaiah 10:32,"Jeszcze dzisiaj w Nob ma stanąć; potrząsa ręką ku górze córy Cyońskiej, ku wyżynie Jeruszalaimu. "
Isaiah 10:33,"Oto Pan, Wiekuisty zastępów, strąca koronę groźną siłą, a wysocy wzrostem ścięci są, a wyniośli powaleni. "
Isaiah 10:34,"I wycięte będą gęstwiny lasu żelazem, a Liban przez Potężnego runie. "
Isaiah 11:1,"I puści się odróśl z pnia Iszaja, a płonka z korzeni jego się rozrośnie. "
Isaiah 11:2,"I spocznie na nim duch Wiekuistego, duch mądrości i rozsądku, duch rady i mocy, duch poznania i bojaźni Wiekuistego. "
Isaiah 11:3,"I będzie upodobanie jego w bojaźni Wiekuistego, i nie wedle wejrzenia oczu swoich sądzić będzie, ani wedle słuchu uszu swoich rozstrzygać. "
Isaiah 11:4,"Ale sądzić będzie w sprawiedliwości biednych, a rozstrzygać w prawości dla cierpiących w kraju; i uderzy ziemię chłostą ust swoich, a tchnieniem warg swoich zabije niegodziwego. "
Isaiah 11:5,"I będzie sprawiedliwość pasem bioder jego, a prawda przepasaniem lędźwi jego. "
Isaiah 11:6,"I gościć będzie wilk u jagnięcia, a pantera przy koźlęciu wylegać się będzie - cielę i lwiątko i tuczony byk pospołu, a chłopię małe prowadzi je. "
Isaiah 11:7,"A krowa i niedźwiedzica paść się będą, społem wylegają się młode ich, a lew jako wół zajada słomę. "
Isaiah 11:8,"I bawi się niemowlę nad norą żmii, a nad urokiem bazyliszka dziecię odstawione rączkę swą wyciąga. "
Isaiah 11:9,"Nie będą szkodzić ani niszczyć na całej górze Mojej świętej, bo pełną będzie ziemia poznania Wiekuistego, jako wody, które głębię morza pokrywają. "
Isaiah 11:10,"I będzie dnia onego, że odrośl Iszaja, która stanie jako znak narodów - ku niej ludy się zwrócą, a będzie siedziba jego chwałą. "
Isaiah 11:11,"I stanie się dnia onego, wyciągnie Pan po raz wtóry rękę swoję, by zdobyć ostatek ludu Swego, który ocaleje z Aszuru i z Micraimu, i z Patros i z Kusz, i z Elam i z Szynear, i z Chamat i z pobrzeży morza. "
Isaiah 11:12,"I podniesie znak narodom, i zgromadzi wygnańców Israela, a rozproszonych Jehudy zbierze z czterech kończyn ziemi. "
Isaiah 11:13,"I ustanie zazdrość Efraima, a prześladowcy w Jehudzie wytępieni będą: Efraim nie będzie zazdrościł Jehudzie, ani Jehuda prześladować Efraima. "
Isaiah 11:14,"I spuszczą się na grzbiet Pelisztów, ku morzu, wspólnie złupią synów Wschodu: Edom i Moab są pochwytem ich dłoni, a synowie Ammonu podległością ich. "
Isaiah 11:15,"I wysuszy Wiekuisty odnogę morza Micraimu, i podniesie rękę Swoję przeciw rzece żarem wichru Swego, i rozbije ją na siedm potoków, i przeprowadzi przez nią w sandałach. "
Isaiah 11:16,"I będzie gościniec dla szczątku ludu Jego, który pozostanie z Aszuru, jak miał go Israel w dniu wyjścia swojego z ziemi Micraim. "
Isaiah 12:1,"I wyrzeczesz w dniu onym: Dziękuję ci Wiekuisty, boś gniewał się na mnie; odwróci się gniew Twój a pocieszasz mnie. "
Isaiah 12:2,"Oto Bóg ocalenia mojego, ufam a nie trwożę się! Bo mocą i pieśnią moją Jah, Wiekuisty, był On wybawieniem mojém. "
Isaiah 12:3,I czerpać będziecie wody z radością ze źródeł ocalenia. 
Isaiah 12:4,"I rzekniecie dnia onego: Wysławiajcie Wiekuistego, wzywajcie imienia Jego, rozpowiadajcie między narodami o czynach Jego, rozgłaszajcie, że wzniosłém imię Jego. "
Isaiah 12:5,"Śpiewajcie Wiekuistemu, bo szczytnie dokonał, niech to rozgłoszoném będzie po ziemi całej. "
Isaiah 12:6,"Raduj się i wesel obywatelko Cyonu, bo wielkim wpośród ciebie Święty Israela! "
Isaiah 13:1,"Rzecz o Babelu, którą zwiastował Jeszajahu, syn Amoca. "
Isaiah 13:2,"Na górze odkrytej zatknijcie chorągiew, wołajcie doniośle do nich, potrząsajcie ręką, aby wkroczyli w bramy tyranów. "
Isaiah 13:3,"Otom powołał wybrańców Moich, tak, zawezwał bohaterów Moich, powolnych gniewowi Mojemu, cieszących się sławą Moją. "
Isaiah 13:4,"Odgłos wrzawy po górach jakby ludu mnogiego, odgłos zgiełku narodów z państw zgromadzonych, - Wiekuisty zastępów przegląda szyki bojowe. "
Isaiah 13:5,"Nadciągają z ziemi dalekiej, z krańca nieba, Wiekuisty i narzędzia grozy Jego, by zburzyć ziemię całą. "
Isaiah 13:6,"Biadajcie, gdyż blizkim dzień Wiekuistego, jako klęska od Wszechmocnego nadchodzi. "
Isaiah 13:7,"Dla tego wszelkie ręce opadają, a każde serce ludzkie truchleje. "
Isaiah 13:8,"I przerażeni są; kurcze i bóle porywają ich, jako rodząca drżą. Jeden na drugiego spogląda osłupiały, obliczem płomieni są oblicza ich. "
Isaiah 13:9,"Oto dzień Wiekuistego nadchodzi okrutny, ze srogością i zapalczywością, aby obrócić ziemię w pustynię, a grzeszników jej wytępić z niej. "
Isaiah 13:10,"Bo gwiazdy niebios i konstelacje ich nie przyświecają blaskiem swoim, zaćmiło się słońce przy wschodzie swoim, a księżyc nie daje jaśnieć światłu swojemu. "
Isaiah 13:11,"I poszukiwać będę na wszechziemi złości, a na niegodziwych winy ich, i ukrócę dumę zuchwałych a pychę potężnych poniżę. "
Isaiah 13:12,"Rzadszym uczynię śmiertelnego nad złoto szczere, a człowieka nad kruszec Ofiru. "
Isaiah 13:13,"Przeto niebem wstrząsnę i wyskoczy ziemia z posady swojej, na gniew Wiekuistego zastępów i w dzień zapalczywości Jego. "
Isaiah 13:14,"I będzie jako sarna spłoszona, i jako trzoda, której nikt nie gromadzi, każdy do narodu swego się zwróci, i każdy do ziemi swojej ujdzie. "
Isaiah 13:15,"Ktokolwiek się nawinie przebitym będzie, a ktokolwiek by był ujęty, padnie od miecza. "
Isaiah 13:16,"A dzieci ich roztrącane będą przed oczyma ich, zrabowane będą ich domy, a żony ich zhańbione. "
Isaiah 13:17,"Oto pobudzę przeciwko nim Madajczyków, którzy o srebro nie dbają, a złota nie pożądają. "
Isaiah 13:18,"Łukami młodzieńców miażdżą, nad płodem żywota nie litują się, nad dziećmi nie użala się oko ich. "
Isaiah 13:19,"I będzie Babel, ozdoba królestw, sława i duma Kasdejczyków jako zburzone przez Boga Sedom i Amorah. "
Isaiah 13:20,"Nie będzie zamieszkany nigdy, ani zaludniony po wszystkie wieki, ani rozbije tam Arab namiotu, ani będą tam pasterze koczowali. "
Isaiah 13:21,"I koczować tam będą zwierzęta stepu, a napełnią domy ich puhacze; i mieszkać tam będą strusie, a kosmacze hasać tam będą. "
Isaiah 13:22,"I zahuczą dzikie psy w zamkach jego, a szakale w przybytkach rozkoszy. Blizkim nadejścia czas jego, a dni jego się nie odwloką. "
Isaiah 14:1,"Bo zmiłuje się Wiekuisty nad Jakóbem i wybierze znowu Israela i osadzi ich na ziemi swej; i przyłączy się cudzoziemiec do nich, i przystaną do domu Jakóba. "
Isaiah 14:2,"I wezmą ich narody i przywiodą ich do siedziby swojej, i posiędzie je dom Israela na ziemi Wiekuistego jako sługi i służebnice; i będą imali imaczy swoich, i będą panowali ciemięzcom swoim. "
Isaiah 14:3,"I będzie w dniu, w którym da ci Wiekuisty wytchnienie od męczarni twojej, i od trwogi twojej, i od służby ciężkiej, którą posługiwano się tobą, "
Isaiah 14:4,"Odezwiesz się wtedy przypowieścią tą na króla Babelu, i powiesz: Jakże ustał ciemięzca, ustało tyraństwo! "
Isaiah 14:5,"Skruszył Wiekuisty maczugę niegodziwych, bicz możnowładców. "
Isaiah 14:6,"Który gromił narody w zaciekłości, razami bez ustanku, który gnębił w gniewie ludy, ścigane bez przerwy. "
Isaiah 14:7,"Spoczęła, uspokoiła się ziemia cała; wybuchnęli okrzykiem radosnym. "
Isaiah 14:8,"I cyprysy się rozradowały nad tobą, i cedry Libanu: Od chwili upadku twojego nie powstała siekiera na nas. "
Isaiah 14:9,"Przepaść u dołu wstrząsa się ku tobie, ku przyjściu twojemu; rozbudza ci cienie, wszystkich mocarzy ziemi, podnosi z tronów swoich wszystkich królów plemion. "
Isaiah 14:10,"Wszyscy się odezwą i powiedzą do ciebie: I tyś zaniemógł jak my, stałeś się nam podobnym. "
Isaiah 14:11,"Strąconą w przepaść wspaniałość twoja, brzęk lutni twoich; pod tobą rozposłany czerw, a przykryciem twém robactwo. "
Isaiah 14:12,"Jakżeś spadła z nieba, gwiazdo świetlana, synu jutrzenki! powalon na ziemię pogromco ludów. "
Isaiah 14:13,"A tyś mawiał w sercu twojém: Na niebo wstąpię, ponad gwiazdy Boże wyniosę stolicę moję, i osiędę na górze zboru, u krańców Północy; "
Isaiah 14:14,"Wzbiję się na szczyty chmur, dorównam Najwyższemu. "
Isaiah 14:15,"Aleś do piekła się stoczył, do ścian przepaści. "
Isaiah 14:16,"Spoglądający na cię przypatrują się tobie, zastanawiają się nad tobą: Czyż to ten człowiek, co trwożył ziemię, co wstrząsał państwy? "
Isaiah 14:17,"Obrócił świat w pustynię, a grody jego burzył? brańców swoich nie puszczał do domu? "
Isaiah 14:18,"Wszyscy królowie ludów, wszyscy spoczywają w chwale, każdy w grobowcu swoim; "
Isaiah 14:19,"Aleś ty rzucony zdala od grobu twojego, jak odróśl wzgardzona, otoczony poległymi, przebitymi mieczem, zstępującymi do kamiennych ścian mogiły jako trup stratowany. "
Isaiah 14:20,"Nie połączyć ci się z nimi w grobie, boś ziemię twoją zniszczył, lud twój wymordował. Wspominanym nie będzie na wieki płód zbrodniarzy. "
Isaiah 14:21,"Przygotujcie synom jego rzeźnicę dla winy ojców ich, aby nie powstali i zdobyli ziemię, a nie napełniła się powierzchnia świata wichrzycielami. "
Isaiah 14:22,"I powstanę przeciw nim, rzecze Wiekuisty zastępów, i zatracę Babelu imię i szczątek, i dziecię i wnuka, rzecze Wiekuisty. "
Isaiah 14:23,"I obrócę go w siedlisko jeża i w kałuże wód, i zmiotę go miotłą zagłady, rzecze Wiekuisty zastępów. "
Isaiah 14:24,"Zaprzysiągł Wiekuisty zastępów w tych słowach: Zaprawdę jakem umyślił, tak będzie, a jakem postanowił, tak się stanie! "
Isaiah 14:25,"Chcę skruszyć Aszur w kraju Moim, a na górach Moich go zdepczę, i spadnie z nich jarzmo jego, a brzemię jego z jego grzbietu zdjętém będzie. "
Isaiah 14:26,"Takiém jest postanowienie postanowione nad całą ziemią, i taką ręka zawieszona nad wszystkiemi narodami. "
Isaiah 14:27,"Bo Wiekuisty zastępów postanowił, i któż to udaremni? a ręka Jego zawieszona, i któż ją odwróci? "
Isaiah 14:28,Roku śmierci króla Achaza wyrzeczoną była rzecz następująca: 
Isaiah 14:29,"Nie ciesz się Pleszet cała, choć złamany kij pogromcy twojego, bo z zarodu węża lęże się jaszczurka, a płodem jego smok latający. "
Isaiah 14:30,"I paść się będą najbiedniejsi, a ubodzy bezpiecznie spoczną; ale wygubię głodem szczep twój, a szczątki twoje wytępione będą. "
Isaiah 14:31,"Płacz bramo, biadaj grodzie, rozpaczaj Pleszet cała! bo z Północy dym nadciąga, a nikt nie odosobniony w powołanych jego. "
Isaiah 14:32,"I cóż odpowiedzą posłom narodów? Że Wiekuisty utwierdził Cyon, i że w nim znajdują obronę biedni narodu Jego. "
Isaiah 15:1,"Rzecz o Moabie. Zaprawdę, w jednej nocy złupionym Ar-Moab, zburzonym; tak, w jednej nocy złupionym Kir Moab, zburzonym. "
Isaiah 15:2,"Wstąpił Habait i Dibon na wzgórza, aby płakać; o Nebo i Medebę Moab zawodzi, - na każdej głowie jego pleszywość, każda broda obcięta. "
Isaiah 15:3,"Na ulicach jego przepasano się w wory, na dachach i rynkach jego wszystko boleje, zanosi się od płaczu. "
Isaiah 15:4,"I woła Cheszbon i Elaleh, aż do Jahac rozlega się głos ich; przeto zbrojni Moabu narzekają, dusza każdego strwożona w nim. "
Isaiah 15:5,"Serce moje nad Moabem boleje, nad zbiegami jego aż do Coar, aż do Eglat Szeliszyja. Bo wzgórze Luchit, - z płaczem wstępują na nie, bo po drodze Choronaim okrzyk rozpaczy podnoszą. "
