Mishnah Location	Last Used Talmud Location	Mishnah Text
Pesachim 7:11	Pesachim 85b:6	כָּל הַנֶּאֱכָל בְּשׁוֹר הַגָּדוֹל, יֵאָכֵל בִּגְדִי הָרַךְ, וְרָאשֵׁי כְנָפַיִם וְהַסְּחוּסִים. הַשּׁוֹבֵר אֶת הָעֶצֶם בַּפֶּסַח הַטָּהוֹר, הֲרֵי זֶה לוֹקֶה אַרְבָּעִים. אֲבָל הַמּוֹתִיר בַּטָּהוֹר וְהַשּׁוֹבֵר בַּטָּמֵא, אֵינוֹ לוֹקֶה אֶת הָאַרְבָּעִים: 

Pesachim 10:5	Pesachim 116b:3	רַבָּן גַּמְלִיאֵל הָיָה אוֹמֵר, כָּל שֶׁלֹּא אָמַר שְׁלֹשָׁה דְבָרִים אֵלּוּ בְּפֶסַח, לֹא יָצָא יְדֵי חוֹבָתוֹ, וְאֵלּוּ הֵן, פֶּסַח, מַצָּה, וּמָרוֹר. פֶּסַח, עַל שׁוּם שֶׁפָּסַח הַמָּקוֹם עַל בָּתֵּי אֲבוֹתֵינוּ בְמִצְרַיִם. מַצָּה, עַל שׁוּם שֶׁנִּגְאֲלוּ אֲבוֹתֵינוּ בְמִצְרַיִם. מָרוֹר, עַל שׁוּם שֶׁמֵּרְרוּ הַמִּצְרִים אֶת חַיֵּי אֲבוֹתֵינוּ בְמִצְרָיִם. בְּכָל דּוֹר וָדוֹר חַיָּב אָדָם לִרְאוֹת אֶת עַצְמוֹ כְאִלּוּ הוּא יָצָא מִמִּצְרַיִם, שֶׁנֶּאֱמַר (שמות יג), וְהִגַּדְתָּ לְבִנְךָ בַּיּוֹם הַהוּא לֵאמֹר, בַּעֲבוּר זֶה עָשָׂה ה' לִי בְּצֵאתִי מִמִּצְרָיִם. לְפִיכָךְ אֲנַחְנוּ חַיָּבִין לְהוֹדוֹת, לְהַלֵּל, לְשַׁבֵּחַ, לְפָאֵר, לְרוֹמֵם, לְהַדֵּר, לְבָרֵךְ, לְעַלֵּה, וּלְקַלֵּס, לְמִי שֶׁעָשָׂה לַאֲבוֹתֵינוּ וְלָנוּ אֶת כָּל הַנִּסִּים הָאֵלּוּ, הוֹצִיאָנוּ מֵעַבְדוּת לְחֵרוּת, מִיָּגוֹן לְשִׂמְחָה, וּמֵאֵבֶל לְיוֹם טוֹב, וּמֵאֲפֵלָה לְאוֹר גָּדוֹל, וּמִשִּׁעְבּוּד לִגְאֻלָּה. וְנֹאמַר לְפָנָיו, הַלְלוּיָהּ: 

Pesachim 10:7	Pesachim 116b:6	מָזְגוּ לוֹ כוֹס שְׁלִישִׁי, מְבָרֵךְ עַל מְזוֹנוֹ. רְבִיעִי, גּוֹמֵר עָלָיו אֶת הַהַלֵּל, וְאוֹמֵר עָלָיו בִּרְכַּת הַשִּׁיר. בֵּין הַכּוֹסוֹת הַלָּלוּ, אִם רוֹצֶה לִשְׁתּוֹת, יִשְׁתֶּה. בֵּין שְׁלִישִׁי לָרְבִיעִי, לֹא יִשְׁתֶּה: 

Pesachim 10:8	Pesachim 117b:19	וְאֵין מַפְטִירִין אַחַר הַפֶּסַח אֲפִיקוֹמָן. יָשְׁנוּ מִקְצָתָן, יֹאכְלוּ. כֻּלָּן, לֹא יֹאכֵלוּ. רַבִּי יוֹסֵי אוֹמֵר, נִתְנַמְנְמוּ, יֹאכְלוּ. נִרְדְּמוּ, לֹא יֹאכֵלוּ: 

Rosh Hashanah 2:8	Rosh Hashanah 25a:3	דְּמוּת צוּרוֹת לְבָנוֹת הָיוּ לוֹ לְרַבָּן גַּמְלִיאֵל בַּטַּבְלָא וּבַכֹּתֶל בַּעֲלִיָּתוֹ, שֶׁבָּהֶן מַרְאֶה אֶת הַהֶדְיוֹטוֹת וְאוֹמֵר, הֲכָזֶה רָאִיתָ אוֹ כָזֶה. מַעֲשֶׂה שֶׁבָּאוּ שְׁנַיִם וְאָמְרוּ, רְאִינוּהוּ שַׁחֲרִית בַּמִּזְרָח וְעַרְבִית בַּמַּעֲרָב. אָמַר רַבִּי יוֹחָנָן בֶּן נוּרִי, עֵדֵי שֶׁקֶר הֵם. כְּשֶׁבָּאוּ לְיַבְנֶה קִבְּלָן רַבָּן גַּמְלִיאֵל. וְעוֹד בָּאוּ שְׁנַיִם וְאָמְרוּ, רְאִינוּהוּ בִזְמַנּוֹ, וּבְלֵיל עִבּוּרוֹ לֹא נִרְאָה, וְקִבְּלָן רַבָּן גַּמְלִיאֵל. אָמַר רַבִּי דוֹסָא בֶּן הַרְכִּינָס, עֵדֵי שֶׁקֶר הֵן, הֵיאָךְ מְעִידִין עַל הָאִשָּׁה שֶׁיָּלְדָה, וּלְמָחָר כְּרֵסָהּ בֵּין שִׁנֶּיהָ. אָמַר לוֹ רַבִּי יְהוֹשֻׁעַ, רוֹאֶה אֲנִי אֶת דְּבָרֶיךָ:  
Rosh Hashanah 3:6	Rosh Hashanah 27a:18	שׁוֹפָר שֶׁנִּסְדַּק וְדִבְּקוֹ, פָּסוּל. דִּבֵּק שִׁבְרֵי שׁוֹפָרוֹת, פָּסוּל. נִקַּב וּסְתָמוֹ, אִם מְעַכֵּב אֶת הַתְּקִיעָה, פָּסוּל. וְאִם לָאו, כָּשֵׁר: 

Rosh Hashanah 3:7	Rosh Hashanah 27b:2	הַתּוֹקֵעַ לְתוֹךְ הַבּוֹר אוֹ לְתוֹךְ הַדּוּת אוֹ לְתוֹךְ הַפִּטָּס, אִם קוֹל שׁוֹפָר שָׁמַע, יָצָא. וְאִם קוֹל הֲבָרָה שָׁמַע, לֹא יָצָא. וְכֵן מִי שֶׁהָיָה עוֹבֵר אֲחוֹרֵי בֵית הַכְּנֶסֶת, אוֹ שֶׁהָיָה בֵיתוֹ סָמוּךְ לְבֵית הַכְּנֶסֶת, וְשָׁמַע קוֹל שׁוֹפָר אוֹ קוֹל מְגִלָּה, אִם כִּוֵּן לִבּוֹ, יָצָא, וְאִם לָאו, לֹא יָצָא. אַף עַל פִּי שֶׁזֶּה שָׁמַע וְזֶה שָׁמַע, זֶה כִּוֵּן לִבּוֹ וְזֶה לֹא כִוֵּן לִבּוֹ: 

Yoma 1:3	Yoma 18a:7	מָסְרוּ לוֹ זְקֵנִים מִזִּקְנֵי בֵית דִּין, וְקוֹרִין לְפָנָיו בְּסֵדֶר הַיּוֹם, וְאוֹמְרִים לוֹ, אִישִׁי כֹהֵן גָּדוֹל, קְרָא אַתָּה בְּפִיךָ, שֶׁמָּא שָׁכַחְתָּ אוֹ שֶׁמָּא לֹא לָמָדְתָּ. עֶרֶב יוֹם הַכִּפּוּרִים שַׁחֲרִית, מַעֲמִידִין אוֹתוֹ בְּשַׁעַר מִזְרָח, וּמַעֲבִירִין לְפָנָיו פָּרִים וְאֵילִים וּכְבָשִׂים, כְּדֵי שֶׁיְּהֵא מַכִּיר וְרָגִיל בָּעֲבוֹדָה: 

Yoma 1:4	Yoma 18b:6	כָּל שִׁבְעַת הַיָּמִים לֹא הָיוּ מוֹנְעִין מִמֶּנּוּ מַאֲכָל וּמִשְׁתֶּה, עֶרֶב יוֹם הַכִּפּוּרִים עִם חֲשֵׁכָה, לֹא הָיוּ מַנִּיחִים אוֹתוֹ לֶאֱכֹל הַרְבֵּה, מִפְּנֵי שֶׁהַמַּאֲכָל מֵבִיא אֶת הַשֵּׁנָה: 

Yoma 1:5	Yoma 19b:11	מְסָרוּהוּ זִקְנֵי בֵית דִּין לְזִקְנֵי כְהֻנָּה, וְהֶעֱלוּהוּ לַעֲלִיַּת בֵּית אַבְטִינָס, וְהִשְׁבִּיעוּהוּ וְנִפְטְרוּ וְהָלְכוּ לָהֶם. וְאָמְרוּ לוֹ, אִישִׁי כֹהֵן גָּדוֹל, אָנוּ שְׁלוּחֵי בֵית דִּין, וְאַתָּה שְׁלוּחֵנוּ וּשְׁלִיחַ בֵּית דִּין, מַשְׁבִּיעִין אָנוּ עָלֶיךָ בְּמִי שֶׁשִּׁכֵּן שְׁמוֹ בַבַּיִת הַזֶּה, שֶׁלֹּא תְשַׁנֶּה דָבָר מִכָּל מַה שֶּׁאָמַרְנוּ לָךְ. הוּא פוֹרֵשׁ וּבוֹכֶה, וְהֵן פּוֹרְשִׁין וּבוֹכִין: 

Yoma 2:6	Yoma 26b:3	אַיִל קָרֵב בְּאַחַד עָשָׂר, הַבָּשָׂר בַּחֲמִשָּׁה, הַקְּרָבַיִם וְהַסֹּלֶת וְהַיַּיִן בִּשְׁנַיִם שְׁנָיִם: 

Yoma 3:1	Yoma 28a:10	אָמַר לָהֶם הַמְמֻנֶּה, צְאוּ וּרְאוּ אִם הִגִּיעַ זְמַן הַשְּׁחִיטָה. אִם הִגִּיעַ, הָרוֹאֶה אוֹמֵר, בַּרְקַאי. מַתִּתְיָא בֶּן שְׁמוּאֵל אוֹמֵר, הֵאִיר פְּנֵי כָל הַמִּזְרָח עַד שֶׁבְּחֶבְרוֹן. וְהוּא אוֹמֵר הֵן: 

Yoma 3:2	Yoma 30a:6	וְלָמָה הֻצְרְכוּ לְכָךְ, שֶׁפַּעַם אַחַת עָלָה מְאוֹר הַלְּבָנָה וְדִמּוּ שֶׁהֵאִיר מִזְרָח, וְשָׁחֲטוּ אֶת הַתָּמִיד, וְהוֹצִיאוּהוּ לְבֵית הַשְּׂרֵפָה. הוֹרִידוּ כֹהֵן גָּדוֹל לְבֵית הַטְּבִילָה. זֶה הַכְּלָל הָיָה בַמִּקְדָּשׁ, כָּל הַמֵּסֵךְ אֶת רַגְלָיו טָעוּן טְבִילָה, וְכָל הַמַּטִּיל מַיִם טָעוּן קִדּוּשׁ יָדַיִם וְרַגְלָיִם: 

Yoma 3:4	Yoma 31b:5	פֵּרְסוּ סָדִין שֶׁל בּוּץ בֵּינוֹ לְבֵין הָעָם. פָּשַׁט, יָרַד וְטָבַל, עָלָה וְנִסְתַּפֵּג. הֵבִיאוּ לוֹ בִגְדֵי זָהָב, וְלָבַשׁ וְקִדֵּשׁ יָדָיו וְרַגְלָיו. הֵבִיאוּ לוֹ אֶת הַתָּמִיד. קְרָצוֹ, וּמֵרַק אַחֵר שְׁחִיטָה עַל יָדוֹ. קִבֵּל אֶת הַדָּם וּזְרָקוֹ. נִכְנַס לְהַקְטִיר קְטֹרֶת שֶׁל שַׁחַר, וּלְהֵטִיב אֶת הַנֵּרוֹת, וּלְהַקְרִיב אֶת הָרֹאשׁ וְאֶת הָאֵבָרִים וְאֶת הַחֲבִתִּין וְאֶת הַיָּיִן: 

Yoma 3:5	Yoma 34b:7	קְטֹרֶת שֶׁל שַׁחַר הָיְתָה קְרֵבָה בֵּין דָּם לָאֵבָרִים. שֶׁל בֵּין הָעַרְבַּיִם, בֵּין אֵבָרִים לַנְּסָכִים. אִם הָיָה כֹהֵן גָּדוֹל זָקֵן אוֹ אִסְטְנִיס, מְחַמִּין לוֹ חַמִּין וּמְטִילִין לְתוֹךְ הַצּוֹנֵן, כְּדֵי שֶׁתָּפוּג צִנָּתָן: 

Yoma 3:6	Yoma 34b:8	הֱבִיאוּהוּ לְבֵית הַפַּרְוָה, וּבַקֹּדֶשׁ הָיְתָה. פָּרְסוּ סָדִין שֶׁל בּוּץ בֵּינוֹ לְבֵין הָעָם, קִדֵּשׁ יָדָיו וְרַגְלָיו וּפָשַׁט. רַבִּי מֵאִיר אוֹמֵר, פָּשַׁט, קִדֵּשׁ יָדָיו וְרַגְלָיו. יָרַד וְטָבַל, עָלָה וְנִסְתַּפֵּג. הֵבִיאוּ לוֹ בִגְדֵי לָבָן, לָבַשׁ וְקִדֵּשׁ יָדָיו וְרַגְלָיו: 

Yoma 3:7	Yoma 35b:14	בַּשַּׁחַר הָיָה לוֹבֵשׁ פִּלּוּסִין שֶׁל שְׁנֵים עָשָׂר מָנֶה, וּבֵין הָעַרְבַּיִם הִנְדְּוִין שֶׁל שְׁמֹנֶה מֵאוֹת זוּז, דִּבְרֵי רַבִּי מֵאִיר. וַחֲכָמִים אוֹמְרִים, בַּשַּׁחַר הָיָה לוֹבֵשׁ שֶׁל שְׁמֹנָה עָשָׂר מָנֶה, וּבֵין הָעַרְבַּיִם שֶׁל שְׁנֵים עָשָׂר מָנֶה, הַכֹּל שְׁלשִׁים מָנֶה. אֵלּוּ מִשֶּׁל צִבּוּר. וְאִם רָצָה לְהוֹסִיף, מוֹסִיף מִשֶּׁלּוֹ: 

Yoma 3:9	Yoma 37a:5	בָּא לוֹ לְמִזְרַח הָעֲזָרָה, לִצְפוֹן הַמִּזְבֵּחַ, הַסְּגָן מִימִינוֹ וְרֹאשׁ בֵּית אָב מִשְּׂמֹאלוֹ. וְשָׁם שְׁנֵי שְׂעִירִים, וְקַלְפִּי הָיְתָה שָׁם וּבָהּ שְׁנֵי גוֹרָלוֹת. שֶׁל אֶשְׁכְּרוֹעַ הָיוּ, וַעֲשָׂאָן בֶּן גַּמְלָא שֶׁל זָהָב, וְהָיוּ מַזְכִּירִין אוֹתוֹ לְשָׁבַח: 

Yoma 4:2	Yoma 41b:10	קָשַׁר לָשׁוֹן שֶׁל זְהוֹרִית בְּרֹאשׁ שָׂעִיר הַמִּשְׁתַּלֵּחַ וְהֶעֱמִידוֹ כְנֶגֶד בֵּית שִׁלּוּחוֹ, וְלַנִּשְׁחָט כְּנֶגֶד בֵּית שְׁחִיטָתוֹ. בָּא לוֹ אֵצֶל פָּרוֹ שְׁנִיָּה, וְסוֹמֵךְ שְׁתֵּי יָדָיו עָלָיו וּמִתְוַדֶּה. וְכָךְ הָיָה אוֹמֵר, אָנָּא הַשֵּׁם, עָוִיתִי פָּשַׁעְתִּי חָטָאתִי לְפָנֶיךָ אֲנִי וּבֵיתִי וּבְנֵי אַהֲרֹן עַם קְדוֹשֶׁיךָ. אָנָּא הַשֵּׁם, כַּפֶּר נָא לָעֲוֹנוֹת וְלַפְּשָׁעִים וְלַחֲטָאִים, שֶׁעָוִיתִי וְשֶׁפָּשַׁעְתִּי וְשֶׁחָטָאתִי לְפָנֶיךָ אֲנִי וּבֵיתִי וּבְנֵי אַהֲרֹן עַם קְדוֹשֶׁךָ, כַּכָּתוּב בְּתוֹרַת משֶׁה עַבְדֶּךָ (ויקרא טז), כִּי בַיּוֹם הַזֶּה יְכַפֵּר עֲלֵיכֶם לְטַהֵר אֶתְכֶם מִכֹּל חַטֹּאתֵיכֶם לִפְנֵי יְיָ תִּטְהָרוּ. וְהֵן עוֹנִין אַחֲרָיו, בָּרוּךְ שֵׁם כְּבוֹד מַלְכוּתוֹ לְעוֹלָם וָעֶד: 

Yoma 5:2	Yoma 53b:10	מִשֶּׁנִּטַּל הָאָרוֹן, אֶבֶן הָיְתָה שָׁם מִימוֹת נְבִיאִים רִאשׁוֹנִים, וּשְׁתִיָּה הָיְתָה נִקְרֵאת, גְּבוֹהָה מִן הָאָרֶץ שָׁלשׁ אֶצְבָּעוֹת, וְעָלֶיהָ הָיָה נוֹתֵן: 

Yoma 5:3	Yoma 53b:11	נָטַל אֶת הַדָּם מִמִּי שֶׁהָיָה מְמָרֵס בּוֹ, נִכְנַס לַמָּקוֹם שֶׁנִּכְנַס, וְעָמַד בַּמָּקוֹם שֶׁעָמַד, וְהִזָּה מִמֶּנּוּ אַחַת לְמַעְלָה וְשֶׁבַע לְמַטָּה, וְלֹא הָיָה מִתְכַּוֵּן לְהַזּוֹת לֹא לְמַעְלָה וְלֹא לְמַטָּה, אֶלָּא כְמַצְלִיף. וְכָךְ הָיָה מוֹנֶה, אַחַת, אַחַת וְאַחַת, אַחַת וּשְׁתַּיִם, אַחַת וְשָׁלשׁ, אַחַת וְאַרְבַּע, אַחַת וְחָמֵשׁ, אַחַת וָשֵׁשׁ, אַחַת וָשֶׁבַע. יָצָא וְהִנִּיחוֹ עַל כַּן הַזָּהָב שֶׁבַּהֵיכָל: 

Yoma 5:4	Yoma 58b:2	הֵבִיאוּ לוֹ אֶת הַשָּׂעִיר, שְׁחָטוֹ וְקִבֵּל בַּמִּזְרָק אֶת דָּמוֹ. נִכְנַס לִמְקוֹם שֶׁנִּכְנַס, וְעָמַד בִּמְקוֹם שֶׁעָמַד, וְהִזָּה מִמֶּנּוּ אַחַת לְמַעְלָה וְשֶׁבַע לְמַטָּה, וְלֹא הָיָה מִתְכַּוֵּן לְהַזּוֹת לֹא לְמַעְלָה וְלֹא לְמַטָּה, אֶלָּא כְמַצְלִיף. וְכָךְ הָיָה מוֹנֶה, אַחַת, אַחַת וְאַחַת, אַחַת וּשְׁתַּיִם, אַחַת וְשָׁלשׁ, אַחַת וְאַרְבַּע, אַחַת וְחָמֵשׁ, אַחַת וָשֵׁשׁ, אַחַת וָשֶׁבַע. יָצָא וְהִנִּיחוֹ עַל כַּן הַשֵּׁנִי שֶׁהָיָה בַהֵיכָל. רַבִּי יְהוּדָה אוֹמֵר, לֹא הָיָה שָׁם אֶלָּא כַּן אֶחָד בִּלְבָד. נָטַל דַּם הַפָּר וְהִנִּיחַ דַּם הַשָּׂעִיר, וְהִזָּה מִמֶּנּוּ עַל הַפָּרֹכֶת שֶׁכְּנֶגֶד הָאָרוֹן מִבַּחוּץ, אַחַת לְמַעְלָה וְשֶׁבַע לְמַטָּה, וְלֹא הָיָה מִתְכַּוֵּן לְהַזּוֹת לֹא לְמַעְלָה וְלֹא לְמַטָּה, אֶלָּא כְמַצְלִיף. וְכָךְ הָיָה מוֹנֶה, אַחַת, אַחַת וְאַחַת, אַחַת וּשְׁתַּיִם, אַחַת וְשָׁלשׁ, אַחַת וְאַרְבַּע, אַחַת וְחָמֵשׁ, אַחַת וָשֵׁשׁ, אַחַת וָשֶׁבַע. נָטַל דַּם הַשָּׂעִיר וְהִנִּיחַ דַּם הַפָּר, וְהִזָּה מִמֶּנּוּ עַל הַפָּרֹכֶת שֶׁכְּנֶגֶד הָאָרוֹן מִבַּחוּץ, אַחַת לְמַעְלָה וְשֶׁבַע לְמַטָּה, וְלֹא הָיָה מִתְכַּוֵּן לְהַזּוֹת לֹא לְמַעְלָה וְלֹא לְמַטָּה, אֶלָּא כְמַצְלִיף. וְכָךְ הָיָה מוֹנֶה, אַחַת, אַחַת וְאַחַת, אַחַת וּשְׁתַּיִם, אַחַת וְשָׁלשׁ, אַחַת וְאַרְבַּע, אַחַת וְחָמֵשׁ, אַחַת וָשֵׁשׁ, אַחַת וָשֶׁבַע. עֵרָה דַם הַפָּר לְתוֹךְ דַּם הַשָּׂעִיר, וְנָתַן אֶת הַמָּלֵא בָרֵיקָן: 

Yoma 5:5	Yoma 58b:3	וְיָצָא אֶל הַמִּזְבֵּחַ אֲשֶׁר לִפְנֵי יְיָ, זֶה מִזְבַּח הַזָּהָב. הִתְחִיל מְחַטֵּא וְיוֹרֵד. מֵהֵיכָן הוּא מַתְחִיל, מִקֶּרֶן מִזְרָחִית צְפוֹנִית, צְפוֹנִית מַעֲרָבִית, מַעֲרָבִית דְּרוֹמִית, דְּרוֹמִית מִזְרָחִית. מְקוֹם שֶׁהוּא מַתְחִיל בַּחַטָּאת עַל מִזְבֵּחַ הַחִיצוֹן, מִשָּׁם הָיָה גוֹמֵר עַל מִזְבֵּחַ הַפְּנִימִי. רַבִּי אֱלִיעֶזֶר אוֹמֵר, בִּמְקוֹמוֹ הָיָה עוֹמֵד וּמְחַטֵּא. וְעַל כֻּלָּן הָיָה נוֹתֵן מִלְּמַטָּה לְמַעְלָה, חוּץ מִזּוֹ שֶׁהָיְתָה לְפָנָיו, שֶׁעָלֶיהָ הָיָה נוֹתֵן מִלְמַעְלָה לְמָטָּה: 

Yoma 6:2	Yoma 66a:11	בָּא לוֹ אֵצֶל שָׂעִיר הַמִּשְׁתַּלֵּחַ וְסוֹמֵךְ שְׁתֵּי יָדָיו עָלָיו וּמִתְוַדֶּה. וְכָךְ הָיָה אוֹמֵר, אָנָּא הַשֵּׁם, עָווּ פָּשְׁעוּ חָטְאוּ לְפָנֶיךָ עַמְּךָ בֵּית יִשְׂרָאֵל. אָנָּא בַּשֵּׁם, כַּפֶּר נָא לָעֲוֹנוֹת וְלַפְּשָׁעִים וְלַחֲטָאִים, שֶׁעָווּ וְשֶׁפָּשְׁעוּ וְשֶׁחָטְאוּ לְפָנֶיךָ עַמְּךָ בֵּית יִשְׂרָאֵל, כַּכָּתוּב בְּתוֹרַת משֶׁה עַבְדֶּךָ לֵאמֹר (ויקרא טז), כִּי בַיּוֹם הַזֶּה יְכַפֵּר עֲלֵיכֶם לְטַהֵר אֶתְכֶם מִכֹּל חַטֹּאתֵיכֶם לִפְנֵי יְיָ תִּטְהָרוּ. וְהַכֹּהֲנִים וְהָעָם הָעוֹמְדִים בָּעֲזָרָה, כְּשֶׁהָיוּ שׁוֹמְעִים שֵׁם הַמְפֹרָשׁ שֶׁהוּא יוֹצֵא מִפִּי כֹהֵן גָּדוֹל, הָיוּ כּוֹרְעִים וּמִשְׁתַּחֲוִים וְנוֹפְלִים עַל פְּנֵיהֶם, וְאוֹמְרִים, בָּרוּךְ שֵׁם כְּבוֹד מַלְכוּתוֹ לְעוֹלָם וָעֶד: 

Yoma 6:4	Yoma 67a:1	וְכֶבֶשׁ עָשׂוּ לוֹ מִפְּנֵי הַבַּבְלִיִּים, שֶׁהָיוּ מְתַלְּשִׁים בִּשְׂעָרוֹ, וְאוֹמְרִים לוֹ, טֹל וָצֵא, טֹל וָצֵא. מִיַּקִּירֵי יְרוּשָׁלַיִם הָיוּ מְלַוִּין אוֹתוֹ עַד סֻכָּה הָרִאשׁוֹנָה. עֶשֶׂר סֻכּוֹת מִירוּשָׁלַיִם וְעַד צוּק, תִּשְׁעִים רִיס, שִׁבְעָה וּמֶחֱצָה לְכָל מִיל: 

Yoma 6:5	Yoma 67a:2	עַל כָּל סֻכָּה וְסֻכָּה אוֹמְרִים לוֹ, הֲרֵי מָזוֹן וַהֲרֵי מַיִם. וּמְלַוִּין אוֹתוֹ מִסֻּכָּה לְסֻכָּה, חוּץ מֵאַחֲרוֹנָה שֶׁבָּהֶן, שֶׁאֵינוֹ מַגִּיעַ עִמּוֹ לַצּוּק, אֶלָּא עוֹמֵד מֵרָחוֹק וְרוֹאֶה אֶת מַעֲשָׂיו: 
