Index,Daf,Siman,Siman Ref,Wiki Snippet
169,Sanhedrin 15b,ג,Sanhedrin 15b:11,בין יחידים למרובין לענין עבודת כוכבים בשאר מצות מי פליג <ג> אלא בשבט שהודח למימרא דבדינא
170,Sanhedrin 15b,ד,Sanhedrin 15b:12,רבי יאשיה רבי יונתן אומר <ד> מק' ועד רובו של שבט
171,Sanhedrin 16a,א,Sanhedrin 16a:4,"כדרב מתנה רבינא אמר לעולם בשבט שהודח ודקא קשיא לך בדינא דרבים דיינינן ליה אין אע""ג דקטלינן ביחיד <א> בי דינא דרבים דיינינן ליה"
172,Sanhedrin 16a,ב,Sanhedrin 16a:5,מוציא לשעריך <ב> ואי אתה מוציא כל העיר
173,Sanhedrin 16a,ג,Sanhedrin 16a:6,כולה לשעריך הכא נמי איש ואשה אתה מוציא לשעריך ואי אתה מוציא כל השבט כולו לשעריך: <ג> לא את נביא השקר: מנהני
174,Sanhedrin 16a,ד,Sanhedrin 16a:14,למיתת בעלים דעלמא מדמינן ליה אמר אביי מדקא מבעיא ליה שורו מכלל <ד> דממונו פשיטא ליה פשיטא מהו
175,Sanhedrin 16b,א,Sanhedrin 16b:4,"דרב אדא ואמרי לה א""ר יצחק בר אבודימי מאי קרא עורה כבודי עורה הנבל וכנור אעירה שחר: <א> ואין מוסיפין על העיר: מנהני"
176,Sanhedrin 16b,ב,Sanhedrin 16b:5,מתיב רבא כל הכלים שעשה משה <ב> משיחתן מקדשן מיכן ואילך עבודתן
177,Sanhedrin 16b,ג,Sanhedrin 16b:7,אותם במשיחה ולדורות אי במשיחה אי בעבודה אמר רב פפא אמר קרא אשר ישרתו בם בקודש <ג> הכתוב תלאן בשירות אלא אותם
178,Sanhedrin 16b,ד,Sanhedrin 16b:9,לדורות במשיחה: <ד> ואין עושין סנהדראות כו': מנא
179,Sanhedrin 16b,ה,Sanhedrin 16b:10,לן כדאשכחן במשה דאוקי סנהדראות ומשה במקום שבעים וחד קאי תנו רבנן <ה> מניין שמעמידין שופטים לישראל תלמוד
180,Sanhedrin 16b,ו,Sanhedrin 16b:14,דכתיב עריך תנו רבנן אחת <ו> אחת ולא שלש אתה אומר
181,Sanhedrin 16b,ז,Sanhedrin 16b:15,"אחת ולא שלש זימנין אמר רב <ז> בב""ד אחד הוא דאין עושין"
182,Sanhedrin 16b,ח,Sanhedrin 16b:15,"קרחה אמר ר""ל לא שנו אלא במקום אחד <ח> אבל בשנים ושלשה מקומות עושין"
183,Sanhedrin 16b,ט,Sanhedrin 16b:16,טעמא <ט> שמא ישמעו נכרים ויחריבו את
184,Sanhedrin 17a,א,Sanhedrin 17a:2,יהודה <א> אתך בדומין לך ורבנן מוהקל
185,Sanhedrin 17a,ב,Sanhedrin 17a:18,"מחייבין אכתי חד הוא אי עשרה מזכין ושלשה עשר מחייבין תלתא הוו א""ר אבהו <ב> אי אתה מוצא אלא במוסיפין"
186,Sanhedrin 17a,ג,Sanhedrin 17a:19,"ודברי הכל ובסנהדרי גדולה ואליבא דרבי יהודה דאמר שבעים וא""ר אבהו <ג> במוסיפין עושין ב""ד שקול לכתחילה"
187,Sanhedrin 17a,ד,Sanhedrin 17a:19,"פשיטא מהו דתימא האי דקאמר איני יודע כמאן דאיתיה דמי ואי אמר מילתא שמעינן ליה קמ""ל <ד> דהאי דקאמר איני יודע כמאן"
188,Sanhedrin 17a,ה,Sanhedrin 17a:20,דליתיה דמי ואי אמר טעמא לא שמעינן ליה אמר רב כהנא <ה> סנהדרי שראו כולן לחובה פוטרין
189,Sanhedrin 17a,ו,Sanhedrin 17a:21,"אותו מ""ט כיון דגמירי הלנת דין למעבד ליה זכותא והני תו לא חזו ליה א""ר יוחנן <ו> אין מושיבין בסנהדרי אלא בעלי"
190,Sanhedrin 17b,א,Sanhedrin 17b:2,בעלמא אמר רב יהודה אמר רב <א> כל עיר שאין בה שנים
191,Sanhedrin 17b,ב,Sanhedrin 17b:8,רבי יוסי בר חנינא: וכמה יהא בעיר ויהא ראויה לסנהדרין מאה ועשרים וכו': מאה ועשרים מאי עבידתייהו <ב> עשרים ושלשה כנגד סנהדרי קטנה
192,Sanhedrin 17b,ג,Sanhedrin 17b:10,ושני בעלי דינין ושני עדים ושני זוממין ושני זוממי זוממין הרי מאה וארביסר ותניא <ג> כל עיר שאין בה עשרה
193,Sanhedrin 18a,א,Sanhedrin 18a:5,אלף שרי עשרות ששת ריבוא נמצאו דייני ישראל שבעת ריבוא ושמונת אלפים ושש מאות: כהן גדול <א> דן ודנין אותו מעיד ומעידין
194,Sanhedrin 18a,ב,Sanhedrin 18a:5,אותו <ב> חולץ וחולצין לאשתו ומייבמין את
195,Sanhedrin 18a,ג,Sanhedrin 18a:6,אשתו אבל הוא אינו מייבם מפני שהוא אסור באלמנה <ג> מת לו מת אינו יוצא
196,Sanhedrin 18a,ד,Sanhedrin 18a:7,יהודה אומר <ד> אינו יוצא מן המקדש משום
197,Sanhedrin 18a,ה,Sanhedrin 18a:8,שנאמר ומן המקדש לא יצא <ה> וכשהוא מנחם אחרים דרך כל
198,Sanhedrin 18a,ו,Sanhedrin 18a:8,העם עוברין בזה אחר זה והממונה ממצעו בינו לבין העם <ו> וכשהוא מתנחם מאחרים כל העם
199,Sanhedrin 18a,ז,Sanhedrin 18a:8,אומרים לו אנו כפרתך והוא אומר להן תתברכו מן השמים <ז> וכשמברין אותו כל העם מסובין
200,Sanhedrin 18a,ח,Sanhedrin 18a:9,על הארץ והוא מיסב על הספסל <ח> המלך לא דן ולא דנין
201,Sanhedrin 18a,ט,Sanhedrin 18a:9,אותו לא מעיד ולא מעידין אותו <ט> לא חולץ ולא חולצין לאשתו
202,Sanhedrin 18a,י,Sanhedrin 18a:9,לא מייבם ולא מייבמין לאשתו רבי יהודה אומר אם רצה לחלוץ או לייבם זכור לטוב אמרו לו <י> אין שומעין לו
203,Sanhedrin 18a,כ,Sanhedrin 18a:10,אין שומעין לו <כ> ואין נושאין אלמנתו ר' יהודה
204,Sanhedrin 18b,א,Sanhedrin 18b:1, <א> ההורג כהן גדול או כהן
205,Sanhedrin 18b,ב,Sanhedrin 18b:2,"רוצח אפי' כ""ג במשמע: עובר על עשה ועל לא תעשה: לא סגי דלא עבר הכי קאמר <ב> אם עבר על עשה ועל"
206,Sanhedrin 18b,ג,Sanhedrin 18b:6,הגדול כתיב דבר גדול ממש: מעיד ומעידין אותו: מעיד והתניא והתעלמת פעמים שאתה מתעלם ופעמים שאי אתה מתעלם הא כיצד <ג> כהן והוא בבית הקברות
207,Sanhedrin 18b,ד,Sanhedrin 18b:6,כהן והוא בבית הקברות <ד> זקן ואינה לפי כבודו
208,Sanhedrin 18b,ה,Sanhedrin 18b:6,זקן ואינה לפי כבודו <ה> או שהיתה מלאכה שלו מרובה
209,Sanhedrin 18b,ו,Sanhedrin 18b:7,משל חבירו לכך נאמר והתעלמת אמר רב יוסף <ו> מעיד למלך והתנן לא דן
210,Sanhedrin 18b,ז,Sanhedrin 18b:9,ליה אנן בדיניה גופא <ז> אין מושיבין מלך בסנהדרין
211,Sanhedrin 18b,ח,Sanhedrin 18b:9,אין מושיבין מלך בסנהדרין <ח> ולא מלך וכהן גדול בעיבור
212,Sanhedrin 18b,ט,Sanhedrin 18b:14,פסיק ותני <ט> לא שנא מן האירוסין ולא
213,Sanhedrin 19a,א,Sanhedrin 19a:1, <א> ואין עשה דוחה לא תעשה
214,Sanhedrin 19a,ב,Sanhedrin 19a:2,ועשה אלא מן האירוסין אמאי יבא עשה וידחה לא תעשה <ב> גזירה ביאה ראשונה אטו ביאה
215,Sanhedrin 19a,ג,Sanhedrin 19a:3,שניה תניא נמי הכי <ג> אם קדמו ובעלו ביאה ראשונה
216,Sanhedrin 19a,ד,Sanhedrin 19a:8,"לא אתי למינגע ורבי יהודה אגב מרריה דילמא מקרי ואתי ונגע: כשהוא מנחם: ת""ר <ד> כשהוא עובר בשורה לנחם את"
217,Sanhedrin 19a,ה,Sanhedrin 19a:8,אחרים סגן ומשוח שעבר בימינו וראש בית אב ואבלים וכל העם משמאלו <ה> וכשהוא עומד בשורה ומתנחם מאחרים
218,Sanhedrin 19a,ו,Sanhedrin 19a:9,"בי א""ר פפא ש""מ מהא מתניתא תלת שמע מינה <ו> היינו סגן היינו ממונה ושמע"
219,Sanhedrin 19a,ז,Sanhedrin 19a:9,מינה <ז> אבלים עומדין וכל העם עוברין
220,Sanhedrin 19a,ח,Sanhedrin 19a:9,ושמע מינה <ח> אבלים לשמאל המנחמין הן עומדין
221,Sanhedrin 19a,ט,Sanhedrin 19a:12,רבי יוסי את הדבר ליושנו בציפורי שיהיו אבלים עומדין וכל העם עוברין ואמר רמי בר אבא התקין רבי יוסי בציפורי <ט> שלא תהא אשה מהלכת בשוק
222,Sanhedrin 19a,י,Sanhedrin 19a:12,ובנה אחריה משום מעשה שהיה ואמר רמי בר אבא התקין ר' יוסי בציפורי <י> שיהיו נשים מספרות בבית הכסא
223,Sanhedrin 19a,כ,Sanhedrin 19a:13,משום ייחוד אמר רב מנשיא בר עות שאילית את רבי יאשיה רבה בבית עלמין דהוצל ואמר לי <כ> אין שורה פחותה מעשרה בני
224,Sanhedrin 19a,ל,Sanhedrin 19a:14,אמר להו איהו תתנחמו נחשא קא רמי להו אלא <ל> כי מנחם לאחריני אמר להו
225,Sanhedrin 19a,מ,Sanhedrin 19a:15,"תתנחמו ש""מ: מלך לא דן כו': אמר רב יוסף לא שנו אלא מלכי ישראל <מ> אבל מלכי בית דוד דן"
226,Sanhedrin 19b,א,Sanhedrin 19b:2,ולא מעידין אותו: לא חולץ ולא חולצין וכו': איני והאמר רב אשי אפילו למאן דאמר <א> נשיא שמחל על כבודו כבודו
227,Sanhedrin 19b,ב,Sanhedrin 19b:2,מחול <ב> מלך שמחל על כבודו אין
228,Sanhedrin 19b,ג,Sanhedrin 19b:6,קידושי טעות דכתיב והיה האיש אשר יכנו יעשרנו המלך עושר גדול וגו' אזל קטליה אמר לו מלוה אית לך גבאי <ג> והמקדש במלוה אינה מקודשת אזל
229,Sanhedrin 19b,ד,Sanhedrin 19b:8,סבר מלוה ופרוטה <ד> דעתיה אפרוטה ואיבעית אימא דכולי
230,Sanhedrin 20a,א,Sanhedrin 20a:6,ברבי אילעאי שהיו ששה תלמידים מתכסין בטלית אחת ועוסקין בתורה: <א> מת לו מת אינו יוצא
231,Sanhedrin 20a,ב,Sanhedrin 20a:6,"שנאמר והמלך דוד הולך אחר המיטה א""ל <ב> לא היה הדבר אלא לפייס"
232,Sanhedrin 20a,ג,Sanhedrin 20a:6,את העם <ג> וכשמברין אותו כל העם מסובין
233,Sanhedrin 20a,ד,Sanhedrin 20a:7,על הארץ והוא מיסב על הדרגש: תנו רבנן <ד> מקום שנהגו נשים לצאת אחר
234,Sanhedrin 20a,ה,Sanhedrin 20a:14,לא אכילניה ולא אשקיניה השתא <ה> קא מוכלינן ליה וקא משקינן
235,Sanhedrin 20a,ו,Sanhedrin 20a:14,ליה אלא אי קשיא הא קשיא <ו> דרגש אינו צריך לכפותו אלא
236,Sanhedrin 20a,ז,Sanhedrin 20a:14,"זוקפו ואי ס""ד ערסא דגדא אמאי אינו צריך לכפותו והתניא <ז> הכופה את מטתו לא מטתו"
237,Sanhedrin 20a,ח,Sanhedrin 20a:15,דקתני <ח> אם היתה מיוחדת לכלים אינו
238,Sanhedrin 20a,ט,Sanhedrin 20a:15,"צריך לכפותה אלא אי קשיא הא קשיא רשב""ג אומר <ט> דרגש מתיר קרביטין והוא נופל"
239,Sanhedrin 20b,א,Sanhedrin 20b:2,סירוגו מתוכו מטה סירוגה מעל גבה מיתיבי <א> כלי עץ מאימתי מקבלין טומאה
240,Sanhedrin 20b,ב,Sanhedrin 20b:3,יעקב בר אמי <ב> מטה שנקליטיה יוצאין זוקפה ודיו:
241,Sanhedrin 20b,ג,Sanhedrin 20b:4,מטה שנקליטיה יוצאין זוקפה ודיו: <ג> ומוציא למלחמת הרשות על פי
242,Sanhedrin 20b,ד,Sanhedrin 20b:4,בית דין של שבעים ואחד <ד> ופורץ לעשות לו דרך ואין
243,Sanhedrin 20b,ה,Sanhedrin 20b:4,ממחה בידו <ה> דרך המלך אין לו שיעור
244,Sanhedrin 20b,ו,Sanhedrin 20b:4,דרך המלך אין לו שיעור <ו> וכל העם בוזזין ונותנין לו
245,Sanhedrin 20b,ז,Sanhedrin 20b:6,מילי דמלך תנא נמי מוציאין למלחמת הרשות אמר רב יהודה אמר שמואל <ז> כל האמור בפרשת מלך מלך
246,Sanhedrin 20b,ח,Sanhedrin 20b:11,עמי הארץ שבהן קלקלו שנאמר והיינו גם אנחנו ככל הגוים ושפטנו מלכנו ויצא לפנינו תניא רבי יוסי אומר <ח> שלש מצות נצטוו ישראל בכניסתן
247,Sanhedrin 20b,ט,Sanhedrin 20b:12,יד על כס יה מלחמה לה' בעמלק הוי אומר <ט> להעמיד להם מלך תחילה ואין
248,Sanhedrin 20b,י,Sanhedrin 20b:13,להכרית זרעו של עמלק תחלה כשהוא אומר והניח לכם מכל אויביכם וגו' והיה המקום אשר יבחר ה' וגו' הוי אומר <י> להכרית זרעו של עמלק תחלה
249,Sanhedrin 20b,כ,Sanhedrin 20b:20,"מלך והדיוט ומאן דאמר הדר מלך והדיוט ומלך: פורץ לעשות לו דרך: ת""ר <כ> אוצרות מלכים למלך ושאר ביזה"
250,Sanhedrin 21a,א,Sanhedrin 21a:3,גופיה מנלן דתניא רבי אומר והיתה לאהרן ולבניו מחצה לאהרן ומחצה לבניו: <א> לא ירבה לו נשים אלא
251,Sanhedrin 21a,ב,Sanhedrin 21a:5,"טעמא דקרא ור""ש לא דריש טעמא דקרא והא איפכא שמעינן להו דתניא <ב> אלמנה בין שהיא ענייה בין"
252,Sanhedrin 21a,ג,Sanhedrin 21a:17,אמר רב <ג> נשים בכתובה ובקידושין פלגשים בלא
253,Sanhedrin 21b,א,Sanhedrin 21b:2,אמו <א> ואין אחר מתייחד עם כל
254,Sanhedrin 21b,ב,Sanhedrin 21b:3,עריות שבתורה אלא אימא <ב> גזרו על ייחוד דפנויה ואדניה
255,Sanhedrin 21b,ג,Sanhedrin 21b:6,וחמשים איש רצים לפניו מאי רבותא אמר רב יהודה אמר רב כולן נטולי טחול וחקוקי כפות רגלים היו: <ג> לא ירבה לו סוסים אלא
256,Sanhedrin 21b,ד,Sanhedrin 21b:6,כדי מרכבתו <ד> וכסף וזהב לא ירבה לו
257,Sanhedrin 21b,ה,Sanhedrin 21b:6,"מאד אלא כדי ליתן אספניא <ה> וכותב לו ס""ת לשמו יוצא"
258,Sanhedrin 21b,ו,Sanhedrin 21b:7,מרבה הוא כדי רכבו ופרשיו הא מה אני מקיים סוסים סוסים הבטלנין מניין <ו> שאפילו סוס א' והוא בטל
259,Sanhedrin 21b,ז,Sanhedrin 21b:18,בשש וגו': וכותב ספר תורה לשמו: תנא <ז> ובלבד שלא יתנאה בשל אבותיו
260,Sanhedrin 21b,ח,Sanhedrin 21b:19,אמר (רבא) <ח> אף על פי שהניחו לו
261,Sanhedrin 21b,ט,Sanhedrin 21b:20,שלא יתנאה בשל אחרים מלך אין הדיוט לא לא צריכא לשתי תורות וכדתניא וכתב לו את משנה וגו' <ט> כותב לשמו שתי תורות אחת
262,Sanhedrin 22a,(א),Sanhedrin 22a:7,חסידא <(א)> המתפלל צריך שיראה עצמו כאילו
263,Sanhedrin 22a,א,Sanhedrin 22a:11,אנם לקת ניסרפו רב אשי אמר נמא נמא קתל פורסין: <א> אין רוכבין על סוסו ואין
264,Sanhedrin 22a,ב,Sanhedrin 22a:11,יושבין על כסאו ואין משתמשין בשרביטו <ב> ואין רואין אותו כשהוא מסתפר
265,Sanhedrin 22b,א,Sanhedrin 22b:5,"כו': ת""ר <א> מלך מסתפר בכל יום"
266,Sanhedrin 22b,ב,Sanhedrin 22b:5,מלך מסתפר בכל יום <ב> כהן גדול מערב שבת לערב
267,Sanhedrin 22b,ג,Sanhedrin 22b:5,שבת <ג> כהן הדיוט אחד לשלשים יום
268,Sanhedrin 22b,ד,Sanhedrin 22b:7,נמי <ד> סתם נזירות שלשים יום והתם
269,Sanhedrin 22b,ה,Sanhedrin 22b:10,נמי <ה> דומיא דיין מה יין בזמן
270,Sanhedrin 22b,ו,Sanhedrin 22b:11,ביאה שרי והתניא רבי אומר אומר אני כהנים אסורין לשתות יין לעולם אבל מה אעשה שתקנתו קלקלתו ואמר אביי <ו> כמאן שתי כהני חמרא האידנא
271,Sanhedrin 22b,ז,Sanhedrin 22b:13,לעבודה וליכא הכא אפשר דמספר ועייל התם נמי אפשר דניים פורתא ועייל דאמר רב אחא <ז> דרך מיל ושינה כל שהוא
272,Sanhedrin 22b,ח,Sanhedrin 22b:13,מפיגין את היין ולאו איתמר עלה אמר רב נחמן אמר רבה בר אבוה <ח> לא שנו אלא ששתה כדי
