rashei_tevot,expanded,context_before,context_after
יא,יצא אם,לו אותה תקיעה,טעה בתשר"ת
גכ,גם כן,טרומיטין; ושעור תקיעה,תשעה טרומיטין
שאצ,שאינו צריך,דתשר"ת יש אומרים,לעשותם בנשימה
ויא,ויש אומרים,שבר ונעשה תקיעה;,דאין לחוש
ויא,ויש אומרים,ה' אין לחוש,ששעור יבבא
ויא,ויש אומרים,יותר מכדי נשימה,שצריך לעשותם
ויא,ויש אומרים,בשביל תקיעה אחת;,שאפלו בשביל
ויא,ויש אומרים,שבר ונעשה תקיעה;,דאין לחוש
ויא,ויש אומרים,ה' אין לחוש,ששעור יבבא
ויא,ויש אומרים,יותר מכדי נשימה,שצריך לעשותם
ויא,ויש אומרים,בשביל תקיעה אחת;,שאפלו בשביל
ואא,ואין אומרים,מוסף ראש השנה,פסוקי מוסף
רח,ראש חדש,אומרים פסוקי מוסף,אלא אומרים
ואא,ואין אומרים,פורעניות של ישראל;,פסוק זכרונות
ואא,ואינו אלא,שטבעו חכמים בברכות,טועה הגה
גכ,גם כן,כהלכתן ; ואומרים,מוספי יום
שצ,שליח צבור,מחזיר,התפלה ותוקעין
אחכ,אחר כך,שהות ביום שישמע,התקיעות במקום
ואצ,ואין צריך,שני בלבד הגה,למיתב תענית
ויא,ויש אומרים,ביום שני הגה,לאומרו אפלו
אמ,אבינו מלכנו,ותחנונים הגה ואומרים,ערב ובקר
אמ,אבינו מלכנו,אפלו הכי אומרים,; ואומרים
בעשית,בעשרת ימי תשובה,מפת של עכו"ם,צריך
בעשית,בעשרת ימי תשובה;,במעשיו ולשוב מהם,וספק
ית,ימי תשובה;,ולשוב מהם בעשרת,וספק עברה
אצ,אינו צריך,עליו שם רע,למחל לו
שר,שם רע,וחרם שלא להוציא,על המתים
אעפ,אף על פי,כפור מבטל שבעה,שנהגו
אצ,אין צריך,כפור בתוך התפלה,לפרט החטא;
אפה,אפלו הכי,ולא שנה עליהם,יכול לחזר
והה,והוא הדין,לעשות בזדון הגה,בכל דבר
פא,פעם אחת,ברבים להוכיחן רק,אבל לא
ויא,ויש אומרים,יום הכפורים הגה,שאין להטמין
בכמ,בכל מקום,גבי החולים נוהגים,להרבות נרות
אעפ,אף על פי,לדוכן נוטל ידיו,שהן
אעפ,אף על פי,החולה רוחץ כדרכו,שאינו
אעפ,אף על פי,גופו או לטבל,שבשאר
לרה,לרשות הרבים,אפלו לצאת בהם,ומתר לעמד
והה,והוא הדין,לענות אותו בשעות,לקטנה הבריאה
מדס,מדברי סופרים,ואינן משלימין אלא,הגה ואפלו
אעפ,אף על פי,שהריחה ופניה משתנים,שלא
מעלע,מעת לעת;,אין מונין אותם,כגון אם
אעפ,אותו על פיו,החלי ויסתכן מאכילין,ואין
אעפ,אף על פי,עמו אומרים צריך,שמאה
ביוהכ,ביום הכפורים,י"ד חולה שאכל,ונתישב דעתו
שצ,שליח צבור,הכפורים נוהגים שאומר,בישיבה של
ואחכ,ואחר כך,כל נדרי וכו',אומר שהחינו
ואחכ,ואחר כך,בלא כוס הגה,מתפללים ערבית
סת,ספר תורה,עד אחר חזרת,וחוזרים ואומרים
גכ,גם כן,ומזכירין נשמותיהם דהמתים,יש להם
ביוהכ,ביום הכפורים,יש להם כפרה,
אמ,אבינו מלכנו,לשא כפים ואומרים,בסוף הסליחות
יוהכ,יום הכפורים,ואין מברכים במוצאי,על האור
יוהכ,יום הכפורים,מברכים עליו במוצאי,אף על
יוהכ,יום הכפורים,שאין מברכים במוצאי,אלא על
יוהכ,יום הכפורים,ואוכלים ושמחים במוצאי,דהוי קצת
יוהכ,יום הכפורים,שאין מברכים במוצאי,אלא על
יוט,יום טוב,הכפורים דהוי קצת,יש מחמירים
יוכ,יום כפור,לעשות שני ימים,ויש לזה
דט,ד' טפחים,ואם הוא רחוק,מן הגג
אעפ,אף על פי,ואם אינו לנוי,שהוא
עי,על ידי,של עליונה ואפלו,הדחק ויש
עי,על ידי,של עליונה אפלו,הדחק התחתונה
ביוט,ביום טוב;,ואין עולין לה,מקצתה על
ביוט,ביום טוב;,תפול עולין לה,ואם לאו
ביוט,ביום טוב,אין עולין לה,
ביוט,ביום טוב;,ואין עולין לה,מקצתה על
ביוט,ביום טוב;,תפול עולין לה,ואם לאו
ביוט,ביום טוב,אין עולין לה,
ביוט,ביום טוב;,ואין עולין לה,מקצתה על
ביוט,ביום טוב,אין עולין לה,
אעפ,אף על פי,צומח מן הארץ,שגדולו
אעפ,אף על פי,בירקות שממהרין ליבש,שפסולים
אכ,אם כן,מסככין בה אלא,עשאה לסכוך
אכ,אם כן,ומסככין בה אלא,עשאה לשכיבה
אכ,אם כן,לא יעשה אלא,הוא נכר
אעפ,אף על פי,צומח מן הארץ,שגדולו
אעפ,אף על פי,בירקות שממהרין ליבש,שפסולים
ואצ,ואינו צריך,הדברים כשרים לדפנות,להעמידם דרך
אצ,אין צריך,והדפן מגיע לסכך,קנה על
עג,על גביהן,אין צריך קנה,; ומה
אצ,אינו צריך,ז' בלא לבוד,כאן צורת
צופ,צורת פתח,בזה צריך לעשות,שיתן קנה
ויא,ויש אומרים,על הדפן האחר;,שאין זה
עג,על גבי,אסיק מחצתא סכך,מבוי שיש
עג,על גבי,שיך מגו סכך,אכסדרה שיש
בכהג,בכהאי גונא,אין לעשות סכה,היו דפנותיה
ביוט,ביום טוב,לסכה להכשירה; ואפלו,ובלבד שלא
אעפ,אף על פי,ז' שחמתו מרבה,שבצרוף
אעפ,אף על פי,מעבה כמין בית,שאין
אעפ,אף על פי,טפח או יותר,שהוא
אעפ,אף על פי,וג' דפנות כשרה,שהדפן
אעפ,אף על פי,נמשך עמהם כשר,שעשה
אעפ,אף על פי,ז' שחמתו מרבה,שבצרוף
אעפ,אף על פי,מעבה כמין בית,שאין
אעפ,אף על פי,טפח או יותר,שהוא
אעפ,אף על פי,וג' דפנות כשרה,שהדפן
אעפ,אף על פי,נמשך עמהם כשר,שעשה
אעפ,אף על פי,ז' שחמתו מרבה,שבצרוף
אעפ,אף על פי,מעבה כמין בית,שאין
אעפ,אף על פי,טפח או יותר,שהוא
אעפ,אף על פי,וג' דפנות כשרה,שהדפן
אעפ,אף על פי,נמשך עמהם כשר,שעשה
יט,י' טפחים,על ז' בגבה,גם צריך
גט,ג' טפחים,כשרה; יש ביניהם,פסולה
פא,פעם אחד,בסכה שישב בה,אבל אם
כש,כל שמונת,עצי סכה אסורים,ימי החג
כש,כל שמונת,מהן לדבר אחר,הימים מפני
כש,כל שמנה,אסור להסתפק מהם,אפלו נפלו
כש,כל שכן,אפלו בדפנות עצמן,בנוין ומכל
יוט,יום טוב,אכילה בסכה בליל,הראשון חובה;
יח,ידי חובה;,כזית פת יצא,מכאן ואילך
ואצ,ואינו צריך,לאכל במקום נר,לילך לסכת
אעג,אף על גב,וחיב לישן שם,דצריך
אעג,אף על גב,חיב לישב בסכה,דמצטער
ואעג,ואף על גב,לילה לאכל בסכה,דיש
ממ,מקרי מצטער,ידיו ורגליו לא,וחיב לישן
ממ,מכל מקום,גב דיש להקל,המחמיר תבא
ואחכ,ואחר כך,יין קדוש וסכה,זמן לפי
ואחכ,ואחר כך,לישב בסכה ויושב,מברך זמן
ואחכ,ואחר כך,לישב בסכה ויושב,מברך זמן
ויוט,ויום טוב,בחל אבל בשבת,שיש בהן
בקש,בקריאת שמע,אלא כדרך שאמרו,באמצע שואל
ועכ,ועל כן,דאמר בגמרא דכשר;,נוהגין באלו
ויא,ויש אומרים,כל שהוא פסול,דגם בנקב
ויא,ויש אומרים,כל שהוא כשר;,שצריך שישתיר
אעפ,אף על פי,על ידי קוצים,שיש
אעפ,אף על פי,פסול לסברא הראשונה,שאינו
אעפ,אף על פי,כשנתפשט הנמור ברבו,שבשטח
אעפ,אף על פי,עשאו כמו בריתו,שעשאו
דהה,דהוא הדין,ויש מי שאומר,דיבש פוסל
אעפ,אף על פי,על ידי קוצים,שיש
אעפ,אף על פי,פסול לסברא הראשונה,שאינו
אעפ,אף על פי,כשנתפשט הנמור ברבו,שבשטח
אעפ,אף על פי,עשאו כמו בריתו,שעשאו
אכ,אם כן,אין לפסל אלא,נטל הדד
אכ,אם כן,השדה פסול אלא,חוזר למראה
גט,ג' טפחים;,שעור הדס וערבה,ושדרו של
ויא,ויש אומרים,לולב י"ד גודלים;,ששעור הדס
שהשצ,שהשליח צבור,הגה ויש אומרים,מנענע גם
בפע,בפני עצמו,על כל אחד,ואם חסר
ביוט,ביום טוב,על הבגד אפלו,דמוליד ריחא
שד,שפיר דמי,שלא יצא מידו,שתפים שקנו
סת,ספר תורה,מקיפים ואין מוציאין,על הבימה
שאא,שאין אומרים,יש מי שאומר,הושענא בשבת
אאכ,אלא אם כן,שני על הלולב,חל
ביוט,ביום טוב,להרבות במזמורים כמו,הגה וא"א
ביוט,ביום טוב;,ישראל וכו' כמו,ואומרים קדיש
ביוט,ביום טוב,להרבות במזמורים כמו,הגה וא"א
ביוט,ביום טוב;,ישראל וכו' כמו,ואומרים קדיש
ביוהכ,ביום הכפורים,קצת בנרות כמו,הגה והמדקדקים
יוט,יום טוב,טוב לצרך ליל,ולכן אסור
סת,ספרי תורה,ערבית ושחרית כל,שבהיכל ואומרים
על,עין לעיל,ותענית חלום בחנכה,סימן תקס"ח
על,עין לעיל,ולענין צדוק הדין,בהלכות ראש
רח,ראש חדש,עין לעיל בהלכות,סי' ת"כ
ויא,ויש אומרים,ידליקו יותר הגה,דכל אחד
ויוט,ויום טוב,בנרות של שבת,יזהרו שלא
לרה,לרשות הרבים,לו פתח פתוח,מניחו בחלון
מגט,מג' טפחים,אחר מניחו למעלה,ומצוה להניחו
מיט,מי' טפחים,ומצוה להניחו למטה,ואם הניחו
וממ,ומכל מקום,בטפח הסמוך לפתח;,המנהג להדליק
וממ,ומכל מקום,כמה נרות מדליקין;,יזהר שלא
וממ,ומסדרן ממזרח,או בדרום המנורה,למערב ומדליקין
עי,על ידי,להדליק זה מזה,נר של
ככ,כל כך,והשאר אינו למצוה,לכן אין
כש,כל שכן,המצוה מתרים בהנאה,שמתר להדליק
כש,כלם של,שבת ושל חנכה,מצוה הם
וממ,ומכל מקום,ומדליקה לשם מצוה;,צריך שידליקנה
ואעפ,ואף על פי,לא עשה כלום,שהניחה
ויא,ויש אומרים,אצל אביו הגה,דבזמן הזה
דבזהז,דבזמן הזה,הגה ויש אומרים,שמדליקים בפנים
בפע,בפני עצמו,לו מדורה ושורפו,שהרי הקצה
ויא,ויש אומרים,ההם בעת הזאת;,שאומרים אותו
רח,ראש חדש,קורא אחד בשל,ומתחיל וביום
רח,ראש חדש,באחד ג' בשל,ובשני קורא
רח,ראש חדש,וקרא ד' בשל,אם לא
רח,ראש חדש,להפסיק לקרות בשל,; ואם
רח,ראש חדש,חנכה אם חל,טבת בשבת
רח,ראש חדש,ושמחי; ואם חל,בחל מוציאין
אצ,אינו צריך,הוציאו ספר ב',לקרות יותר;
רח,ראש חדש,,אדר הסמוך
רח,ראש חדש,השבוע ובשני של,ובשלישי קורא
רח,ראש חדש,באחד לחדש חל,אדר הסמוך
רח,ראש חדש,שראוי לקבע בהם,אדר זבד"ו;
רח,ראש חדש,ובי"ו כלומר כשחל,בשבת מפסיקין
רח,ראש חדש,השבוע ובשני של,ובשלישי קורא
ממ,מכל מקום,אפשר להם לבא,יזהרו לקרותם
אחכ,אחר כך,לא יתענו ויפרעו,אבל שאר
תת,תלמוד תורה,השחר יצא מבטלים,לשמע מקרא
אא,אי אפשר,שתיהן אבל אם,לעשות שתיהן
ויא,ויש אומרים,ממנו לא יצא;,שהנשים אינם
ויא,ויש אומרים,את האנשים הגה,אם האשה
יא,יש אומרים,אינו מוציא הגה,דאפלו את
אע,את עצמו,יש אומרים דאפלו,אינו מוציא
יא,יודעים אחד,יודע והאחרים אינם,פוטר את
ואחכ,ואחר כך,שפסק בה ושהה,חזר למקום
ואחכ,ואחר כך,השני וקרא שלישי,חזר וקרא
יח,ידי חובתו,פה לא יצא,הלועז ששמע
יח,ידי חובתו,הם אומרים יצא,היתה כתובה
יח,ידי חובתו,העכו"ם לא יצא,בקריאתה אלא
ויא,ויודע אשורית,מי שיודע לעז,אינו יוצא
ויא,ויש אומרים,אינו יוצא בלעז;,שיוצא הגה
ויא,ויש אומרים,אין מדקדקין בטעיותיה;,דוקא בטעות
יח,ידי חובתו,כון לבו לצאת,יצא והוא
יח,ידי חובתו,כון לבו לצאת,יצא; ולא
ויא,ויש אומרים,צריך לעבד לשמה;,שצריך עבוד
ויא,ויש אומרים,כדי להקיפה בו;,שצריכה תגין
ויא,ויש אומרים,אומרים שצריכה תגין,שאינה צריכה;
ויא,ויש אומרים,בוא"ו דויזתא בכתיבתה,בקריאתה ;
בסת,בספר תורה,קדם שיכתבנה כמו,; ועושין
והה,והוא הדין,לענין לולב הגזול,כאן
אעפ,אף על פי,בעוד שקורין אותה,שיצא
יח,ידי חובתו,להוציא את אחר,מי שהוא
ואחכ,ואחר כך,לך וקורים המגלה,מבדילין אומר
ואחכ,ואחר כך,הפרשה וקורין המגלה,סדר קדשה
אאכ,אלא אם כן,לקים משלח מנות,מחל
וכש,וכמו שיתבאר,כל י"ב חדש,ביורה דעה
וכש,וכל שכן,כדברי תורה הגה,שחיב במקרא
וכש,ושבת כמו שנתבאר,עדיף מיום טוב,לעיל
וכש,וכל שכן,בי"ד בין בט"ו,שמתר לעשות
ממ,מכל מקום,ואין נוהגין כן,ירבה קצת
ואא,ואין אומרים,חג השבועות הגה,תחנון מתחלת
רח,ראש חדש,אומרים תחנון מתחלת,סיון עד
עי,על ידי,טוב מתר לעשותו,שנוי קצירה
בעח,בעלי חיים,וכל מקצה שאינו,כגון אוצר
ואצ,ואין צריך,מכאן אני נוטל,שירשם ומתר
ביוט,ביום טוב,אין משקים אותן,ואין נותנים
ביוט,ביום טוב,ספק מוכן מתר,שני משום
ביוט,ביום טוב,לקח ממנה דגים,דהוה ליה
ביוט,ביום טוב,שהביא דורון לישראל,בני יונה
ביוט,ביום טוב,מתרים השוחט בהמה,טוב לו
סס,ספק ספקא,שני משום דהוי,אם סכר
שצל,שצריך לומר,ועוף שמחסרים צידה,הבא מצודה
ואצ,ואין צריכים,לאכילה מתר לצודן,זמון שאר
ואצ,ואין צריך,אני נוטל למחר,לנענעם אבל
ואצ,ואינו צריך,זמן כל השובך,אלא לזוג
מעיוט,מערב יום טוב,טוב יבדק סכינו,ולא
ביוט,ביום טוב,יום טוב ולא,שמא ישחיזנו
ביוט,ביום טוב,הדחק יכול לבדקו,יכול להוליך
ואעפ,ואף על פי,להוליכו על כתפו,שהיה
ביוט,ביום טוב,לתחום אם באו,אין שוחטין
ויא,ויש אומרים,ומביאו עמו הגה,דאין להפשיטה
מעלע,מעת לעת,ולכן צריך שהיה,ובדיקה אחר
ביוט,ביום טוב,כל הרוצה לשחט,יבדק סכינו
ביוט,ביום טוב,שחיטה מתר לשחט,ולא חיישינן
אעג,אף על גב,שמא ימצא טרפה,דאתיליד
מבעי,מבעוד יום,ממנה כזית צלי,ואפלו אין
מבעי,מבעוד יום,לו עפר מוכן,ואם עבר
מבעי,מבעוד יום,לו דקר נעוץ,בעפר תחוח
אאכ,אלא אם כן,יהודי צריך הכן,באו
אאכ,אלא אם כן,לה אסור לשחטה,יש
אאכ,אלא אם כן,אינו נוטל עורה,שיר
אאכ,אלא אם כן,דאין להפשיטה כלל,שחטה
אאכ,אלא אם כן,ועוף ביום טוב,יש
אאכ,אלא אם כן,ביום טוב אסור,הוא
אאכ,או אפר כירה,לו עפר מוכן,אם
אעפ,אף על פי,מתר לכסות בו,שאינו
ביוט,ביום טוב,אין שוחטין אותו,ואם שחטו
אאכ,אלא אם כן,אסור למלג גדי,מולגו
מעיוט,מערב יום טוב,אבל אם נשחטה,אסור
בכהג,בכהאי גונא,אינו יהודי אפלו,אסור אסור
אעפ,אף על פי,חתיכות בבת אחת,שאינו
אעפ,אף על פי,הבשר ביום טוב,שהיה
ויא,ויש אומרים,יפרע לו הגה,דדוקא ישראל
ויא,ויש אומרים,אלא אחת הגה,דלא שרי
אעפ,אף על פי,חתיכות בבת אחת,שאינו
אעפ,אף על פי,הבשר ביום טוב,שהיה
מעיוט,מערב יום טוב,טוב אפלו נשחט,וטוב
מעיוט,מערב יום טוב,עליהם כלי כבד,הרי
בעב,בעלי בתים,התר במפוח של,על ידי
יוט,יום טוב,מכבהו ודוקא לצרך,ראשון אבל
יוט,יום טוב,ראשון אבל לצרך,שני אסור
עג,על גבי,אבל לא יניחנה,האבנים וכן
עג,על גבי,יעמיד אותם שורה,שורה עד
עג,על גב,שאר עצים אף,שאינו ראוי
עג,על גבי,יעמיד אותם שורה,שורה עד
ויא,ויש אומרים,בזה משום בנין,דאפלו מגיע
ויא,ויש אוסרין,ביום טוב הגה,וכן המנהג
אעג,אף על גב,עם שאר עצים,שאינו
עי,על ידי,של בעלי בתים,שנוי להפכו
עי,על ידי,המנהג אם לא,הדחק ולכן
יוט,יום טוב,הוא שבת או,ואפלו בשני
אעפ,אף על פי,אשה קדרה בשר,שאינה
שאצ,שאינה צריכה,אף על פי,אלא לחתיכה
אעפ,אף על פי,שכן שיכול לשחט,שאינו
שאצ,שאינו צריך,אף על פי,אלא לכזית
אעפ,אף על פי,חבית של מים,שאינו
שאצ,שאינו צריך,אף על פי,אלא לקיתון
וכש,וכל שכן,לחתיכה אחת הגה,שיכול לשחט
מכא,מכל אחת,הרבה קדרות ולאכל,מעט ודוקא
אעפ,אף על פי,אשה קדרה בשר,שאינה
שאצ,שאינה צריכה,אף על פי,אלא לחתיכה
אעפ,אף על פי,שכן שיכול לשחט,שאינו
שאצ,שאינו צריך,אף על פי,אלא לכזית
אעפ,אף על פי,חבית של מים,שאינו
שאצ,שאינו צריך,אף על פי,אלא לקיתון
רה,רשות הרבים,אצלם אפלו דרך,אף על
ובאי,ובארץ ישראל,הוא השנוי שלה,אפלו בקטנה אסור
והה,והוא הדין,כמו דיכת מלח,מצות בלא
ואי,ואם יש,בה אכלין אסור,בה אכלין
ואי,ואינו יהודי,שנותן בכלי הגה,החולב בהמה
ביוט,ביום טוב,של גליות מתר,שני ואם
עי,על ידי,מרקדין הקמח אפלו,שנוי אבל
ויא,ויש אומרים,בלא שנוי הגה,דמתר לטל
ויא,ויפריש אחר,ידי שיאכל ממנו,כך חלה
ויא,ויאפה את,טוב אלא יחלקנה,שלו אם
עג,על גבי,שנוי קצת כגון,שלחן הגה
בעיוט,בערב יום טוב,אבל עסה שנלושה,אסור
עי,על ידי,ומתר לאפות הפת,שיאכל ממנו
ביוט,ביום טוב,אין מודדין קמח,כדי ללוש
ביוט,ביום טוב,קצת הלש עסה,יכול להפריש
ביוט,ביום טוב,להפריש ממנה חלה,הגה אלא
ביוט,ביום טוב,עוד עסה אחת,ויצרפם יחד
ביוט,ביום טוב,טוב המפריש חלה,והיא טמאה
ביוט,ביום טוב,שאין שורפין קדשים,אלא מניחה
ביוט,ביום טוב,ושורפה מתר לעשות,פתין גדולים
ביוט,ביום טוב,העכו"ם אסור לאפותה,אלא יחלקנה
ביוט,ביום טוב,אסור לעשות שאור,אלא על
ביוט,ביום טוב,מתר להפריש המתנות,
בב,בני בית,כן יש לו,שרגיל להאכילם
ביוט,ביום טוב,מתר להפריש המתנות,
אעפ,אף על פי,פי' יורה גדולה,שעצים
אעפ,אף על פי,יגע בפת כלל,שאם
אעפ,אף על פי,היה נוגע בהם,שבלא
אעפ,אף על פי,תנור מלא פת,שאינו
ביוט,ביום טוב,להסיקן אם נשרו,בתוך התנור
ביוט,ביום טוב,בשבת אסור להסיקן,שלאחריו אפלו
עי,על ידי,טוב שלאחריו אפלו,בטול ברב
אעפ,אף על פי,תנור מלא פת,שאינו
שאצ,שאינו צריך,אף על פי,אלא פת
אעפ,אף על פי,שפוד שנרצף,שהוא
ביוט,ביום טוב,בו כך ונשבר,מתר לתקנו
ביוט,ביום טוב,וביצים מתר לתפרם,והוא שיתקן
ביוט,ביום טוב,שלא יחתך החוט,הגה וכן
ביוט,ביום טוב,בו מתר לחתך,אגד גדיים
ביוט,ביום טוב,העוף מתר ללבן,כלי ברזל
ביוט,ביום טוב,דאסור להגעיל כלי,ומתר ללבן
ביוט,ביום טוב,לחזר ולצלות בו,אין נוקבין
ביוט,ביום טוב,נקב חדש בחבית,להטביל כלי
ביוט,ביום טוב,להטביל כלי חדש,דינו כמו
ביוט,ביום טוב,הדחת ושפשוף כלים,דינן כמו
עג,על גבי,שלה אבל מחדדה,העץ או
ביוט,ביום טוב,וביצים מתר לתפרם,והוא שיתקן
ביוט,ביום טוב,בו מתר לחתך,אגד גדיים
ביוט,ביום טוב,דאסור להגעיל כלי,ומתר ללבן
ביוט,ביום טוב,להטביל כלי חדש,דינו כמו
ביוט,ביום טוב,ומפרכין קטניות כדרכן,ומנפח מעט
ביוט,ביום טוב,ומפרכין קטניות כדרכן,ומנפח מעט
ביוט,ביום טוב,בכברה הבורר קטניות,בורר כדרכו
ביוט,ביום טוב,אין תולין המשמרת,לסנן בה
ביוט,ביום טוב,ושאר דיני סנון,כמו בשבת
ביוט,ביום טוב,אין עושין גבינה,ואין מעמידין
ביוט,ביום טוב,ואין מעמידין חלב,והוא הדין
ביוט,ביום טוב,חמאה מן החלב,אין גוזזין
ביוט,ביום טוב,הרבה חתיכות צנון,אם רוצה
ביוט,ביום טוב,פי שהתרה הוצאה,אפלו שלא
ביוט,ביום טוב,אין עושין גבינה,ואין מעמידין
והה,והוא הדין,חלב ביום טוב,דאין עושין
והה,והעכביות הגה,מתקנים את הקנדס,ומתר למלח
אעפ,אף על פי,האכל מן הפסלת,שהאכל
אעפ,אף על פי,אם רוצה לאכלן,שאסור
אעפ,אף על פי,בשבת ויש מחמירין,שהתרה
אא,אי אפשר,משנוי המשא ואם,כגון שזמן
מעיוט,מערב יום טוב,אבל במים שהחמו,מתר
כא,כך אחד,ויתן לו אחר,בני החיל
כא,כלבים אבל,לבשל ולאפות לצרך,מתר לטלטל
כא,כי אם,לגבל המורסן לעופות,על ידי
עי,על ידי,לעופות כי אם,שנוי ומתר
דא,דבר אחר,אם יש לו,שיוכל לתן
ביוט,ביום טוב,ביצה שנולדה,אסור לגע
ביוט,ביום טוב,אסורה ביצה שנולדה,שנתבשלה בשוגג
ביוט,ביום טוב,טוב ראשון מתרת,שני בשני
רה,ראש השנה,יום טוב של,וכן בשבת
רה,ראש השנה,בליל שני של,ולא בליל
ומסלת,ומסיח לפי תמו,ביום טוב ראשון,שנולדו
ביוט,ביום טוב,ביצה שנולדה,אסור לגע
ביוט,ביום טוב,ספק אם נולדה,או בחל
ביוט,ביום טוב,אסורה ביצה שנולדה,שנתבשלה בשוגג
ביוט,ביום טוב,הכלי אם נולדה,ראשון מתרת
ביוט,ביום טוב,טוב ראשון מתרת,שני בשני
ביוט,ביום טוב,ואחר כך נולדה,מתרת לפיכך
ביוט,ביום טוב,ועכו"ם המביא ביצים,ראשון ומסיח
ביוט,ביום טוב,לסמך עליו ודוקא,שחל באמצע
ביוט,ביום טוב,באמצע השבוע אבל,שחל באחד
ביוט,ביום טוב,בשבת ואסור מדאורייתא,אין עכו"ם
ביוט,ביום טוב,תמו נאמן ודוקא,ראשון אבל
ביוט,ביום טוב,טוב ראשון אבל,שני אפלו
רה,ראש השנה,טוב שני אפלו,נאמן דאינו
ביוט,ביום טוב,גמורות מתרות ואפלו,שלאחר השבת
ביוט,ביום טוב,השבת אפרוח שנולד,אסור ואם
ביוט,ביום טוב,נולד בשבת אסור,שלאחריו
ביוט,ביום טוב,אסור לכבות דלקה,אפלו אם
עי,על ידי,וכן נוהגין אבל,סכין אסור
עי,על ידי,אלא אם כן,שנותן שני
שאצ,שאינו צריך,של בטלה דהינו,לו אסור
אקבו,אשר קדשנו במצותיו וצונו,טוב צריך לברך,
יט,ימים טובים,בכדי שיעשו ובשני,של גליות
יט,ימים טובים,דנוהגין להחמיר בשני,של גליות
יט,יום טוב,בשבת אבל בשני,של גליות
יוט,יום טוב,לאסרו עד מוצאי,שני ונוהגין
יוט,יום טוב,להמתין עד מוצאי,ושבת בכדי
ביוט,ביום טוב,וכן אם הובא,שני צריך
ביוט,ביום טוב,ראש השנה או,הסמוך לשבת
מויט,מוצאי יום טוב,מחמירין לאסרו עד,שני
מויט,מוצאי יום טוב,צריך להמתין עד,ושבת
ביוט,ביום טוב,שהביא דורון לישראל,אם יש
ביוט,ביום טוב,וכן אם הובא,שני צריך
ביוט,ביום טוב,ראש השנה או,הסמוך לשבת
ביוט,ביום טוב,שיש במינם במחבר,ראשון של
רה,ראש השנה,טוב ראשון של,שחל להיות
ביוט,ביום טוב,שאין צריכים הכנה,שלפני השבת
ביוט,ביום טוב,דבר שצריך להכין,שני לצרך
ביוט,ביום טוב,לאסר ואף לטלטל,שני אם
ביוט,ביום טוב,במחבר שהובא לישראל,ראשון של
רה,ראש השנה,טוב ראשון של,מתר בשני
ביוט,ביום טוב,ונתעכב העכו"ם והביאם,מחוץ לתחום
דא,ד' אמות,מתר לטלטלן בתוך,או בתוך
יוט,יום טוב,מתר מיד בליל,שני בכדי
יוט,יום טוב,לאסרו עד מוצאי,שני ונוהגין
יוט,יום טוב,אם אינו לצרך,לצרך אורחים
יוט,יום טוב,צריך להמתין במוצאי,בכדי שיעשו
יוט,יום טוב,להמתין עד מוצאי,ושבת בכדי
יוט,יום טוב,מתרין מיד במוצאי,אף למי
יוט,יום טוב,בשבת אבל בשני,של גליות
יוט,יום טוב,אף לאכלם ולערב,ראשון צריך
יוט,יום טוב,ידי עכו"ם מערב,ונתעכב העכו"ם
והה,והוא הדין,השנה מתר בשני,לשבת ויום
ויוט,ויום טוב,והוא הדין לשבת,הסמוכים זה
אעג,אף על גב,היה דעתו מאתמול,דלית
ביוט,ביום טוב,מתר לשלח לחברו,בהמה חיה
אעפ,אף על פי,מתר משלחים כלים,שאינם
רה,רשות הרבים,בזה אפלו דרך,מתר לשלחן
וסת,וספר תורה,כגון קטן ולולב,וכלים הגה
ברה,ברשות הרבים,לשחק בכדור אפלו,אף על
ברה,ברשות הרבים,לשחק בכדור אפלו,אף על
ברה,ברשות הרבים,משובך לשובך אפלו,אבל סלם
וכז,וכל זה,למחר שלא יסריח,בעשית קבר
עי,על ידי,ולשומו בקבר מתר,ישראל הגה
עי,על ידי,ולשומו בקבר מתר,ישראל הגה
עי,על ידי,וטוב לזהר לטהרו,קש על
עי,על ידי,או נסר ולא,סדינים שלא
עי,עד יום,ראשון אסור להלינו,טוב שני
עי,על ידי,בו כלל אפלו,עממין אפלו
עי,על ידיהם,עממין אפלו להוציאו,ולהניחו בכוך
עי,על ידי,הקבר והארון ותכריכין,עממין ושאר
עי,עושים ישראלים,עממין ושאר הדברים,כמו ביום
עי,על ידי,מתר לעשות הכל,ישראל חוץ
עי,על ידי,אסור מלאכה אפלו,אינו יהודי
ביוט,ביום טוב,עושים ישראלים כמו,ראשון אבל
עג,על גבי,טוב שני לרכב,בהמה אם
יוט,יום טוב,,שחל להיות
בעש,בערב שבת,טוב שחל להיות,לא יבשל
יוט,יום טוב,שבשלן סומך מערב,אפלו על
יוט,יום טוב,נתכון בו לצרך,יכול הוא
יוט,יום טוב,קדרות שלא לצרך,מתר לאכלן
ליוט,ליום טוב,הוא כמה קדרות,ואם הותיר
ועי,ועל ידי,הותיר הותיר לשבת,ערוב מבשל
והה,והוא הדין,על תפוחים מבשלים,שאר פרות
מעיוט,מערב יום טוב,קטנים שבשלן סומך,אפלו
עת,ערוב תחומין,בו אפלו הניח,ויכול לבא
אאכ,אלא אם כן,ויכול לבא לכאן,התנה
אאכ,אלא אם כן,אינו יכול לבשל,נשתיר
בעת,בערובי תבשילין,מזכין על ידו,וכל מי
