Phrase,Freq,,Alternate #1,Alternate #2,Alternate #3,Alternate #4,Alternate #5,Alternate #6,Alternate #7,Alternate #8,Alternate #9,Alternate #10,Alternate #11,Alternate #12,Alternate #13,Alternate #14,Alternate #15,Alternate #16,Alternate #17,Alternate #18,Alternate #19,Alternate #20,Alternate #21,Alternate #22,Alternate #23,,,,,,,,,,,,,,,,,,,,,,,,
בפסחי',139,|,בפסחים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"המל""א",41,|,היתר_מצטרף_לאיסור_אינו (185),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הנז',35358,|,הנזכר (1),הנזכרת (7),הנז (14),הנזכרים (20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלמי',132,|,שלמים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לי',34930,|,ליה (0),ליהו (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הנ""ח",23,|,הדלקת_נרות_חנוכה (538),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שכדברי',9,|,שכדבריה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סומכי',130,|,סומכים (0),סומכין (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
חרמי',13,|,חרמים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הר""ן",36682,|,הרב_רבינו_ניסים (477),הרב_רבינו_נסים (724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הדגמ""ר",136,|,הדגול_מרבבה (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ומחצה""ש",43,|,ומחצית_השקל_שם (137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הרי""ף",35083,|,הריף (316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ערבני',6,|,ערבנין (891),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לבעלי',134,|,לבעלים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"על""ג",45,|,עביד_לגלויי (8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לאור',23,|,לאורה (611),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הרמנ""ח",16,|,הרב_מניני_חדאד (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומותר',41,|,ומותרת (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובהיו',21,|,ובהיותם (961),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בפ',34247,|,בפרק (3),בפירקין (286),בפרשת (391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמשמ',9,|,שמשמיט (969),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לפל',130,|,לפלני (0),לפלוני (46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ומ""ש",48329,|,ומה_שכתב (9),ומה_שהקשה (11),ומה_שסיים (12),ומה_שדקדק (13),ומה_שכתבתי (37),ומה_שכתבו (51),ועל_מה_שכתב (75),וגם_מה_שכתב (77),וכן_מה_שכתב (80),ומה_שתמה (89),ומה_שהאריך (94),והנה_מה_שהאריך (104),והנה_מה_שכתב (115),ומה_שהשיג (146),וגם_מה_שהביא (203),ומה_שהוסיף (207),ומה_שדחה (212),ומה_שהשיב (214),ומה_שפלפל (220),ומה_שפקפק (233),ולפי_מה_שכתב (242),ומסיק_שם (259),ומה_שנתקשה (275),ומה_שישב (276),ומה_שאמר (319),ומה_שעמד (346),ומה_שאומר (415),ומזה_שפט (438),ומה_שפירשו (493),ועיין_מה_שכתוב (584),ומה_שמצאנו (629),ומה_שכתוב (638),ולפי_מה_שכתבנו (759),ומה_שאמרו (841),ומה_שהקשיתי (989),,,,,,,,,,,,
"לפסד""ז",43,|,לפסוקי_דזמרה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כר',33664,|,כרבי (0),כרב (9),כריש (15),כרבן (16),כרבינו (98),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מעשרי',41,|,מעשרים (0),מעשרין (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נכבדי',13,|,נכבדים (40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"תה""ק",21,|,תורה_הקדושה (457),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תלמ',41,|,תלמוד (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומפרשי',135,|,ומפרשים (1),ומפרשי (2),ומפרשין (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
השוחטי',21,|,השוחטים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ומ""מ",33486,|,ומכל_מקום (6),ולכך_ממילא (641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"תכ""ח",144,|,תכח (401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ומנ',170,|,ומנין (0),ומניין (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פאדו',6,|,פאדוה (13),פאדוא (58),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שאל""ת",41,|,שאין_לו_תובעין (3),שאין_לו_תובעים (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דמשנ',13,|,דמשנה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"א""ר",31788,|,אמר_רבי (1),איתא_רבי (781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מבי',132,|,מבית (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בגמ',30497,|,בגמרא (1),בגמרת (353),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
קוני',41,|,קונים (0),קונין (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
במשנ',131,|,במשנה (0),במשנתינו (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תשמישי',21,|,תשמישיה (0),תשמישייהו (10),תשמישיו (71),תשמישיהן (91),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וי""ל",32609,|,ועוד_יש_לומר (29),ויש_לדחות (33),ויש_לתרץ (48),ומיהו_יש_לומר (85),ויש_להקשות (168),ויש_לישב (209),ויש_לעיין (214),ועוד_יש_לתרץ (275),ובדוחק_יש_ליישב (322),ואולי_יש_לדחוק (509),ויותר_יש_לומר (702),ויש_לפקפק (759),ועוד_יש_להוכיח (789),ולכן_יראה_לי (867),ועדיין_יש_לדקדק (876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דבה""ש",130,|,דבין_השמשות (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וע""כ",28922,|,ועל_כרחך (59),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והחזו""א",23,|,והחזון_איש (329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דא""כ",26934,|,דאם_כן (1),דאי_כפשוטו (390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אביה',132,|,אביהם (0),אביהן (1),אביה (66),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הראב""ד",29594,|,הרב_אב_בית_דין (896),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
להעי',41,|,להעיד (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הרב""ה",13,|,הרב_בעל_המרדכי (114),הרב_בעל_ההגהה (229),הרב_בעל_התוספות (250),הרב_בעל_החשן (624),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"פשיט""ל",133,|,פשיטה_ליה (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מהירו',42,|,מהירושלמי (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נפשו',136,|,נפשות (0),נפשו (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לר',26072,|,לרבי (0),לרב (3),לרבינו (35),לרבה (96),לרבנא (465),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ואר""נ",46,|,ואמר_רב_נחמן (4),ומשני_אמר_רב_נחמן (202),ואתא_רב_נחמן (771),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
במחיצ',13,|,במחיצותיה (717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בעשי""ת",136,|,בעשרת_ימי_תשובה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אלו""ם",23,|,אלום (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"א""א",27041,|,אי_אפשר (1),אי_איפשר (8),אדרבא (319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הבי""ע",42,|,הרב_בית_עובד (635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"קמ""ץ",137,|,קמץ (569),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"עיי""ש",31093,|,עיין_שם (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ל',26365,|,לבסוף (466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וכפ',22,|,וכפירש (849),וכפירושו (916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ור',26949,|,ורבי (0),ורב (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לד""נ",132,|,לדיני_נפשות (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ה""ה",26870,|,הרי_התם (156),הכא_הוא (302),המרדכי_הטעם (314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
במסקנ',42,|,במסקנא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"נ""ל",28711,|,נראה_לי (1),נראה_לכאורה (6),נראה_לישב (68),נוכל_לומר (84),נראה_לן (100),נראה_ליישב (125),נראה_לדקדק (148),נראה_לצדד (227),נראה_להכריח (305),נראה_להחמיר (338),נראה_לבאר (544),נוכל_להוכיח (736),נוכל_לתרץ (746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ע""ד",27084,|,עליו_דמלשון (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ומ""ם",141,|,ומם (117),ויהיה_ממנו (723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וכ""ש",26178,|,וכל_שכן (0),ועוד_כתב_שם (445),וכיון_שנתברר (851),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"וח""ד",138,|,ובפרי_חדש (246),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כדמפ',137,|,כדמפרש (0),כדמפורש (23),כדמפיק (638),כדמפרשי (845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מסוג',41,|,מסוגיא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הורמנ',6,|,הורמנותא (134),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מחייב',13,|,מחייבה (54),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מהפי',22,|,מהפירוש (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בנ""ד",25903,|,בנידון_דידן (1),בנידן_דידן (8),בנדון_דידן (9),בנדוננו (45),בנדון_דשם (185),בנדון_דהכא (193),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שד""א",42,|,שבועה_דאורייתא_אפילו (85),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
והרוצ',13,|,והרוצה (119),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ואע""פ",26219,|,ואף_על_פי (1),ולפיכך_אף_על_פי (120),ולכן_אף_על_פי (484),ומיהו_אף_על_פי (593),ו_אף_על_פי (765),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
התחתונ',129,|,התחתונה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובדר',43,|,ובדרב (161),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פטורו',13,|,פטורות (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כדפריש',150,|,כדפרישית (1),כדפרישנא (6),כדפרישת (30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דירח',13,|,דירחי (9),דירחא (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"למ""ד",23989,|,למאן_דאמר (3),למאן_דסובר (61),למאן_דמפרש (84),למאי_דאמרינן (279),למאן_דפוסל (321),למה_דאמרינן (665),למאן_דמחלק (694),לחד_מאן_דאמר (923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ילה""ק",22,|,יש_להקשות (5),יש_להתבונן_קצת (24),יש_להעיר_קצת (273),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דמהרא""י",133,|,דמהראיה (874),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לה""ג",42,|,לבעל_הלכות_גדולות (200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ת""ל",24339,|,תלמוד_לומר (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
זקוקי',130,|,זקוקים (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ומע""י",9,|,ואין_מעשה_ידיה (3),ומעשי_ידיה (9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דאפי',23469,|,דאפילו (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בחידושי',43,|,בחידושי (125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
איתתי',6,|,איתתי (79),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דהבעה""ת",21,|,דהבעל_התרומות (1),דעת_הבעל_התרומות (643),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הך',43,|,הכאף (8),הכתר (165),הכיס (984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ע""ג",23708,|,עג (61),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
התביע',41,|,התביעה (0),התביעות (159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"להגר""י",140,|,להגאון_רבי_יהודה (2),להגאון_רבי_ישראל (170),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"להא""ח",11,|,להארחות_חיים (477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מג""ח",21,|,מגמילות_חסדים (292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בס',24196,|,בספר (0),בספרו (4),בספריו (556),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וצריכי',133,|,וצריכין (0),וצריכים (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובנצ""ב",13,|,ובין_נכסי_צאן_ברזל (124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לצור',41,|,לצורך (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ר""ת",23292,|,רבינו_תם (1),רבנו_תם (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
והכניס',21,|,והכניסה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מתני',28498,|,מתניתין (0),מתניתן (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דבמ""ה",10,|,דבאמת_מהאי (776),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"יצי""מ",142,|,יציאת_מצרים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ח""א",22418,|,חלק_א (161),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובא""ז",162,|,ובאור_זרוע (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בתוס',24374,|,בתוספות (37),בתוספתא (376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אוזפי',21,|,אוזפי (54),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בתשו',22276,|,בתשובות (10),בתשובת (14),בתשו (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עשירי',42,|,עשירים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שכ',21218,|,שכתב (0),שכותב (13),שכתבה (418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כ""כ",22804,|,כל_כך (0),כאן_כלום (313),כותבים_כן (451),כתב_כן (751),כזו_כלל (764),כלל_כנגד (876),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בש""צ",131,|,בשאר_צרות (935),בשלמי_ציבור (992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הגדו',41,|,הגדול (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"א""צ",21559,|,אין_צריך (0),אינו_צריך (3),אין_צריכין (22),אין_צריכים (40),אם_צריך (59),אי_צריך (70),אז_צריך (74),אמאי_צריך (104),אכתי_צריך (201),אז_צריכין (285),אחר_צריך (338),אנו_צריכים (513),אנו_צריכין (550),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ברוב',23,|,ברובא (0),ברובה (499),ברוב (845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וכתו',134,|,וכתוב (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לש""ר",46,|,להניח_של_ראש (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"להסד""ט",23,|,להסדרי_טהרה (145),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שלד',136,|,שלדעת (0),שלדברי (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"עכו""ם",21412,|,עובד_כוכבים_ומזלות (17),עובדי_כוכבים_ומזלות (21),עובד_כוכבים_מותר (35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מבנ""ח",133,|,מבני_חורין (0),מבני_חרי (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כביד""א",7,|,כמו_בידי_אדם (16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ללישנ',41,|,ללישנא (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כ""ש",21497,|,כל_שכן (0),כדי_שנאמר (393),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
השניי',132,|,השנייה (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"להר""ד",9,|,להרב_דרישה (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לא""מ",134,|,לאחר_מהיום (180),לאמירה (357),לדעת_אחרת_מקנה (453),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הבהמ""ק",41,|,הבית_המקדש (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והרא""ש",21935,|,והרב_אשירי (346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בעבוד',42,|,בעבודת (0),בעבודה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובאה""ש",21,|,ובאילת_השחר (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"י""ט",21489,|,יט (572),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ע""ה",20480,|,עה (135),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כמש""ה",128,|,כמו_שאמר_הכתוב (0),כמו_שכתוב_הושע (200),כמו_שהתבאר (343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"תתס""ג",14,|,תתסג (83),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מהת""ה",6,|,מדברי_התרומת_הדשן (923),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נדונית',40,|,נדוניתה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ש""מ",20615,|,שמע_מיניה (0),שמא_משמע (189),שפיר_משני (238),שמעינן_מדבריו (242),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בגמט',22,|,בגמטריא (185),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דאייתי',14,|,דאייתיאו (798),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"צ""ל",20306,|,צריך_לומר (0),צריכין_לומר (7),צריך_לפרש (10),צריכים_לומר (19),צריך_להבין (172),צריך_ליישב (267),צריך_למחוק (348),צריך_להוסיף (760),צריך_לסבור (974),צריכין_ליישב (987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שחי',131,|,שחילקתי (37),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ה""נ",20249,|,הכא_נמי (10),התם_נמי (31),השתא_נמי (162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הנ""ש",130,|,הנזירות_שמשון (25),הנחלת_שבעה (29),האבני_נזר_שם (367),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בפשר',21,|,בפשרה (2),בפשר (507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אקניית',9,|,אקנייתא (16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
המסקנ',41,|,המסקנא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שתשוב',13,|,שתשובת (740),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ב""י",20408,|,בית_יוסף (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ושה""ש",21,|,ושיר_השירים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דנד""ד",131,|,דשאני_נדון_דידן (49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לגוי',42,|,לגוי (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בראשונ',132,|,בראשונה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דאע""ג",19259,|,דאף_על_גב (1),דהא_אף_על_גב (306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שפלו',40,|,שפלוני (0),שפלונית (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דסוט',41,|,דסוטה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בכה""ג",19371,|,בכהאי_גוונא (4),בכי_האי_גוונא (11),בכי_האי_גונא (21),בכי_האי_גוני (34),בכל_כי_האי_גוונא (982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לה',20492,|,להשם (335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בהס""ד",132,|,בהסוגיא_דגיטין (173),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ס""ד",19276,|,סד (90),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דלפ""ה",21,|,דלפירוש_המפרשים (13),דלפי_האי (604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ועי',21190,|,ועיין (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בעדו',127,|,בעדות (0),בעדותו (2),בעדותם (14),בעדותן (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
