Ref,Headword,Location Name (Hebrew)
סוטה לז ב,גריזים,הר גריזים
סוטה לו ב,גריזים,הר גריזים
סוטה לו א,גריזים,הר גריזים
סוטה לג ב,גריזים,הר גריזים
תלמוד ירושלמי סוטה ז ה,גריזים,הר גריזים
תלמוד ירושלמי סוטה ז ה,גריזים,הר גריזים
תלמוד ירושלמי סוטה ז ה,גריזים,הר גריזים
תלמוד ירושלמי סוטה ז ה,גריזים,הר גריזים
תלמוד ירושלמי סוטה ז ה,גריזים,הר גריזים
תלמוד ירושלמי סוטה ז ה,גריזים,הר גריזים
תלמוד ירושלמי סוטה ז ה,גריזים,הר גריזים
תלמוד ירושלמי סוטה ז ה,גריזים,הר גריזים
תלמוד ירושלמי יבמות ח א,גריזים,הר גריזים
תלמוד ירושלמי יבמות ח א,גריזים,הר גריזים
תלמוד ירושלמי שבת יט ב,גריזים,הר גריזים
תלמוד ירושלמי שבת יט ב,גריזים,הר גריזים
משנה סוטה ז ה,הר גריזים,הר גריזים
משנה סוטה ז ה,הר גריזים,הר גריזים
משנה סוטה ז ה,הר גריזים,הר גריזים
תוספתא עבודה זרה ג יג,גריזים,הר גריזים
תוספתא סוטה ח ז,גריזים,הר גריזים
תוספתא סוטה ח יא,גריזים,הר גריזים
תוספתא סוטה ח ט,גריזים,הר גריזים
תוספתא סוטה ח ט,גריזים,הר גריזים
תוספתא סוטה ח ט,גריזים,הר גריזים
תוספתא סוטה ח ט,גריזים,הר גריזים
תוספתא עבודה זרה ג יג,גריזים,הר גריזים
סדר עולם רבה,גריזים,הר גריזים
תלמוד ירושלמי סוכה ג א,הר הברזל,הר הברזל
עירובין ב א,הר הברזל,הר הברזל
סוכה ג א,הר הברזל,הר הברזל
סוכה ג א,הר הברזל,הר הברזל
סוכה ג א,הר הברזל,הר הברזל
משנה סוכה ג א,הר הברזל,הר הברזל
משנה סוכה ג א,הר הברזל,הר הברזל
סוטה לח א,עיבל,הר עיבל
סוטה לז ב,עיבל,הר עיבל
סוטה לו ב,עיבל,הר עיבל
סוטה לו א,עיבל,הר עיבל
סוטה לג ב,עיבל,הר עיבל
שבת נה ב,עיבל,הר עיבל
תלמוד ירושלמי סוטה ז ה,עיבל,הר עיבל
תלמוד ירושלמי סוטה ז ה,עיבל,הר עיבל
תלמוד ירושלמי סוטה ז ה,עיבל,הר עיבל
תלמוד ירושלמי סוטה ז ה,עיבל,הר עיבל
תלמוד ירושלמי סוטה ז ה,עיבל,הר עיבל
תלמוד ירושלמי סוטה ז ה,עיבל,הר עיבל
תלמוד ירושלמי סוטה ז ה,עיבל,הר עיבל
תלמוד ירושלמי סוטה ז ה,עיבל,הר עיבל
תלמוד ירושלמי מגילה א י,עיבל,הר עיבל
משנה סוטה ז ה,הר עיבל,הר עיבל
משנה סוטה ז ה,הר עיבל,הר עיבל
משנה סוטה ז ה,הר עיבל,הר עיבל
תוספתא סוטה ח ז,עיבל,הר עיבל
תוספתא סוטה ח יא,עיבל,הר עיבל
תוספתא סוטה ח ט,עיבל,הר עיבל
תוספתא סוטה ח ט,עיבל,הר עיבל
תוספתא סוטה ח ט,עיבל,הר עיבל
תוספתא סוטה ח ט,עיבל,הר עיבל
סדר עולם רבה,עיבל,הר עיבל
בראשית רבה צח ד,עיבל,הר עיבל
איכה רבה כה,הר הזתים,הר הזיתים
איכה רבה כה,להר הזתים,הר הזיתים
איכה רבה כה,להר הזיתים,הר הזיתים
תלמוד ירושלמי תענית ג ח,הר הבית,הר הבית
תלמוד ירושלמי שקלים ז ב,בהר הבית,הר הבית
תלמוד ירושלמי תענית ד ו,בהר המלך,הר המלך
תלמוד ירושלמי שבת א ד,להר המלך,הר המלך
תלמוד ירושלמי שביעית ט ב,כהר המלך,הר המלך
תלמוד ירושלמי שביעית ט ב,הר המלך,הר המלך
תלמוד ירושלמי עבודה זרה ה ג,בהר המלך,הר המלך
תלמוד ירושלמי עבודה זרה ב ו,להר המלך,הר המלך
תלמוד ירושלמי עבודה זרה א ח,בהר המלך,הר המלך
תלמוד ירושלמי מעשר שני א ב,בהר המלך,הר המלך
תלמוד ירושלמי יומא ו ג,להר המלך,הר המלך
תלמוד ירושלמי דמאי ו א,בהר המלך,הר המלך
תלמוד ירושלמי דמאי ה ט,הר המלך,הר המלך
תלמוד ירושלמי דמאי ב א,מהר המלך,הר המלך
בבא קמא ט ב,בהר המלך,הר המלך
תוספתא מנחות ט יג,מהר המלך,הר המלך
תוספתא מעשר שני א ו,ובהר המלך,הר המלך
תוספתא שביעית ז י,הר המלך,הר המלך
תוספתא דמאי א יא,מהר המלך,הר המלך
תוספתא דמאי א יא,מהר המלך,הר המלך
ספרי דברים ו,הר המלך,הר המלך
משנה שביעית ט ג,כהר המלך,הר המלך
משנה שביעית ט ב,כההר המלך,הר המלך
איכה רבה ב ד,בהר המלך,הר המלך
משנה שביעית ט ב,הר המלך,הר המלך
משנה שביעית ט ג,הר המלך,הר המלך
מועד קטן כו א,לצופים,צופים
פסחים פא ב,הצופים,צופים
ברכות סא ב,הצופים,צופים
ברכות סא ב,הצופים,צופים
ברכות מט ב,הצופים,צופים
תלמוד ירושלמי מועד קטן ג ז,הצופים,צופים
תלמוד ירושלמי מועד קטן ג ז,הצופים,צופים
תלמוד ירושלמי ברכות ט ה,הצופים,צופים
תלמוד ירושלמי ברכות ט ה,הצופים,צופים
משנה פסחים ג ח,צופים,צופים
תוספתא מגילה ג כו,צופים,צופים
תוספתא מגילה ג כו,צופים,צופים
תוספתא פסחים ג יב,צופים,צופים
תוספתא פסחים ג יג,צופים,צופים
איכה רבה ה יח,לצופי',צופים
סנהדרין פט ב,המוריה,מוריה
תענית טז א,המריה,מוריה
תענית טז ב,המריה,מוריה
תענית יז א,המריה,מוריה
תלמוד ירושלמי ברכות ד ה,המוריה,מוריה
משנה תענית ב ה,מוריה,מוריה
משנה תענית ב ד,מוריה,מוריה
תוספתא תענית א יג,מוריה,מוריה
שיר השירים רבה ד ד,המוריה,מוריה
קהלת רבה י ט,המוריה,מוריה
קהלת רבה ט ז,המוריה,מוריה
ויקרא רבה כ ב,המוריה,מוריה
ויקרא רבה יג ב,המורייה,מוריה
בראשית רבה נז ב,המוריה,מוריה
בראשית רבה ס י,המוריה,מוריה
בראשית רבה נח ה,המוריה,מוריה
בראשית רבה נז א,המוריה,מוריה
בראשית רבה נז ג,המוריה,מוריה
בראשית רבה נו ב,המוריה,מוריה
בראשית רבה נו ב,המוריה,מוריה
בראשית רבה נז א,המוריה,מוריה
תלמוד ירושלמי חלה ד ח,אמנס,אמאוס
תלמוד ירושלמי חלה ד ח,אמנס,אמאוס
תלמוד ירושלמי שביעית ו א,אמנס,אמאוס
תלמוד ירושלמי שביעית ו א,אמנס,אמאוס
תלמוד ירושלמי שביעית ו א,אמנס,אמאוס
חולין צא ב,אימאוסם,אמאוס
מכות יד א,שלאמאוס,אמאוס
יומא נא א,ומאומאום,אמאוס
תלמוד ירושלמי שביעית ט ב,אמאוס,אמאוס
תלמוד ירושלמי שביעית ט ב,מאמאוס,אמאוס
משנה כריתות ג ז,אמאוס,אמאוס
משנה ערכין ב ד,אמאוס,אמאוס
תוספתא ערכין א יד,אמאוס,אמאוס
סיפרא,אמאוס,אמאוס
קהלת רבה ז יב,לאימוניס,אמאוס
קהלת רבה ז ז,לאמאוס,אמאוס
איכה רבה א נב,מעומעוס,אמאוס
תלמוד ירושלמי עבודה זרה א ח,לסולמה שלצור,סולם צור
שבת ב ב,מסולמא דצור,סולם צור
עירובין ו א,לסולמה של צור,סולם צור
תוספתא פסחים ב טז,לסולמה שלצור,סולם צור
תוספתא פסחים ב טז,לסולמה שלצור,סולם צור
קהלת רבה ה ח ה,לסלמה שלצור,סולם צור
קהלת רבה ה ח ה,לסלמה שלצור,סולם צור
ויקרא רבה לז ג,לסולמי צור,סולם צור
ויקרא רבה לז ג,בסולמי צור,סולם צור
ויקרא רבה כב ד,לסולמי צור,סולם צור
ויקרא רבה כב ד,לסולמי דצור,סולם צור
בראשית רבה לט ח,לסולמה שלצור,סולם צור
תלמוד ירושלמי סוטה א ט,בהר ההר,הר ההר
תלמוד ירושלמי יומא א א,בהר ההר,הר ההר
ספרי דברים שלח,הר ההר,הר ההר
סדר עולם רבה ט,בהר ההר,הר ההר
תלמוד ירושלמי סנהדרין י ג,לדפנא,דפנה
תלמוד ירושלמי סנהדרין י ג,לדפני,דפנה
תלמוד ירושלמי שקלים ו ג,בדיפני,דפנה
איכה רבה ב ד,מגדלא,מגדלא
איכה רבה ב ד,ומגדלא,מגדלא
זבחים נד ב,ברמה,רמה (בנימין)
זבחים נד ב,רמה,רמה (בנימין)
תענית ה ב,ברמה,רמה (בנימין)
תענית ה ב,רמה,רמה (בנימין)
תוספתא סוטה יא יב,רמה,רמה (בנימין)
תוספתא סוטה יא יב,רמה,רמה (בנימין)
איכה רבה א כג,ברמה,רמה (בנימין)
איכה רבה א כג,ברמה,רמה (בנימין)
תלמוד ירושלמי מגילה א יא,אווסוס,אפסוס
עבודה זרה לט א,מפילוסיא,פלוסיום
תלמוד ירושלמי תענית ד ו,במגדל צבעייא,מגדל צבעיא
תלמוד ירושלמי תענית ד ו,ומגדל צבעייא,מגדל צבעיא
תלמוד ירושלמי תענית ד ו,ומגדל צבעייא,מגדל צבעיא
שיר השירים רבה א יב א,ממגדל צבעייה,מגדל צבעיא
רות רבה ב י,מגדל צבעים,מגדל צבעיא
ויקרא רבה יז ד,למגדל צבוענא,מגדל צבעיא
בראשית רבה עט ו,מגדל צבעייה,מגדל צבעיא
איכה רבה ב ד,במגדל אדצבעיא,מגדל צבעיא
סוכה ו א,ועקרבת,עקרבא
משנה מעשר שני ה ב,עקרבת,עקרבא
זבחים עד א,בדן,בדן
זבחים עב ב,בדן,בדן
עבודה זרה עד א,בדן,בדן
יבמות פא ב,באדן,בדן
סוכה ג ב,בדן,בדן
תלמוד ירושלמי ערלה א ו,בדן,בדן
תלמוד ירושלמי ערלה ג ז,בדן,בדן
תלמוד ירושלמי ערלה ג ז,בדן,בדן
תלמוד ירושלמי דמאי ב א,בדן,בדן
משנה כלים יז ה,בדן,בדן
משנה כלים יז ה,בדן,בדן
משנה ערלה ג ז,בדן,בדן
תוספתא כלים מציעא ו י,בדן,בדן
תלמוד ירושלמי שביעית ט ב,מבית חורון,בית חורון עליון
תלמוד ירושלמי נדרים ה ו,בית חורון,בית חורון עליון
סנהדרין ד א,בית חורון,בית חורון עליון
כתובות ז א,דבית חורון,בית חורון עליון
ברכות ט א,בית חורון,בית חורון עליון
ברכות ט א,ובית חירון,בית חורון עליון
משנה נדרים ה ו,בבית חורון,בית חורון עליון
משנה שביעית ט ב,מבית חורון,בית חורון עליון
משנה מנחות ח ו,ובית לבן,בית לבן (של ההר)
משנה נדרים ה ו,בית חורון,בית חורון תחתון
משנה שביעית ט ב,בית חורון,בית חורון תחתון
קהלת רבה א יח,מארבל,ארבל
פסחים יג א,ברתותא,כפר תותא
תלמוד ירושלמי חלה ב ב,בירתותא,כפר תותא
משנה טבול יום ג ד,ברתותא,כפר תותא
משנה טבול יום ג ה,ברתותא,כפר תותא
משנה אבות ג ז,ברתותא,כפר תותא
משנה ערלה א ד,ברתותא,כפר תותא
תוספתא זבים א ה,ברתותא,כפר תותא
תוספתא בכורות ז ו,ברתותא,כפר תותא
חולין מח א,אסיא,אסיא
סנהדרין כו א,באסיא,אסיא
בבא קמא פג א,בעסיא,אסיא
גיטין ד ב,ועסיא,אסיא
סוטה מט ב,בעסיא,אסיא
יבמות קכ ב,באסיא,אסיא
מגילה יח ב,באסייא,אסיא
שבת קט א,עסיא,אסיא
תלמוד ירושלמי מגילה ד א,באסייא,אסיא
משנה יבמות טז ד,אסיא,אסיא
תוספתא פרה ז ד,אסיא,אסיא
תוספתא מקוואות ד ו,אסיא,אסיא
תוספתא חולין ג י,אסיא,אסיא
תוספתא מגילה ב ה,אסיא,אסיא
בראשית רבה צו ה,באסייה,אסיא
בראשית רבה לו ח,באסיה,אסיא
בראשית רבה ו ה,באסייה,אסיא
סוטה ט א,אבית פאגי,בית פגיא
סוטה ט א,אבית פאגי,בית פגיא
מעילה א ב,פגא,בית פגיא
מנחות יא ב,אבית פאגי,בית פגיא
בבא מציעא ז ב,בית פאגי,בית פגיא
תוספתא מעילה א ה,בית פאגי,בית פגיא
תוספתא מנחות יא א,אבית פאגי,בית פגיא
תוספתא מנחות יא א,אבית פאגי,בית פגיא
תוספתא מנחות ח יח,אבית פגי,בית פגיא
תוספתא פסחים ח ח,בבית פגי,בית פגיא
ספרי במדבר קנא,בבית פגי,בית פגיא
ספרי במדבר קנא,מבית פגי,בית פגיא
משנה מנחות יא ב,בבית פגי,בית פגיא
משנה מנחות יא ב,בית פגי,בית פגיא
יבמות טו א,בודלי,בית דלי
משנה עדיות ח ה,בית בדלי,בית דלי
משנה יבמות טז ז,בית דלי,בית דלי
משנה עדויות ח ה,בית דלי,בית דלי
משנה יבמות טז ז,בית דלי,בית דלי
משנה שביעית ט ה,בית נטופה,בית נטופה
ויקרא רבה כב ד,בית שיפא,בית נטופה
בראשית רבה עט ו,דבית טופה,בית נטופה
תלמוד ירושלמי סוטה ז ה,אלוני מורה,אלון מורה
תלמוד ירושלמי סוטה ז ה,אלוני מורה,אלון מורה
תוספתא סוטה ח ז,אילונימורה,אלון מורה
ספרי דברים נו,אל'מו',אלון מורה
סדר עולם רבה יא,אלוני מורה,אלון מורה
משנה סוטה ז ה,אלוני מורה,אלון מורה
משנה סוטה ז ה,אלוני מורה,אלון מורה
סוכה ו א,עלת,אילת
תלמוד ירושלמי עבודה זרה א ד,בוטנה,אילת
תלמוד ירושלמי עבודה זרה א ד,שלבוטנה,אילת
תלמוד ירושלמי עבודה זרה א ד,שלבוטנה,אילת
משנה מעשר שני ה ב,אילת,אילת
בראשית רבה נח ד,וממרא,אילת
בראשית רבה מז י,ביטנן,אילת
בראשית רבה מז י,בטנן,אילת
בראשית רבה מב ח,ממרא,אילת
בראשית רבה מב ח,ממרא,אילת
בראשית רבה מב ח,ממרא,אילת
משנה מנחות י ב,גנות צריפין,גתות צריפין
משנה מנחות ח ו,בית רימה,בית רמה
משנה מנחות ח ו,בית רימה,בית רמה
זבחים קיט א,וגבעון,גיבעון
זבחים קיט א,וגבעון,גיבעון
זבחים קיט א,וגבעון,גיבעון
זבחים קיט א,לגבעון,גיבעון
זבחים קיח ב,וגבעון,גיבעון
זבחים קיח ב,וגבעון,גיבעון
זבחים סא ב,וגבעון,גיבעון
זבחים נט ב,בגבעון,גיבעון
סוטה טז א,וגבעון,גיבעון
סוטה טז א,וגבעון,גיבעון
פסחים לט א,וגבעון,גיבעון
תלמוד ירושלמי סנהדרין א ה,וגבעון,גיבעון
תלמוד ירושלמי סוטה ב ב,וגבעון,גיבעון
תלמוד ירושלמי מגילה א יא,בגבעון,גיבעון
תלמוד ירושלמי מגילה א יא,ובגבעון,גיבעון
תלמוד ירושלמי מגילה א יא,ובגבעון,גיבעון
תלמוד ירושלמי מגילה א יא,ובגבעון,גיבעון
תלמוד ירושלמי מגילה א יא,ובגבעון,גיבעון
תלמוד ירושלמי פסחים ב ה,וגבעון,גיבעון
משנה זבחים יד ז,גבעון,גיבעון
תוספתא זבחים יג י,גבעון,גיבעון
תוספתא זבחים יג י,גבעון,גיבעון
תוספתא זבחים יג ט,גבעון,גיבעון
תוספתא זבחים יג ט,גבעון,גיבעון
תוספתא זבחים יג ח,גבעון,גיבעון
תוספתא זבחים יג ו,גבעון,גיבעון
תוספתא זבחים יג ה,גבעון,גיבעון
תוספתא יומא ב יב,גבעון,גיבעון
סדר עולם רבה,גבעון,גיבעון
סדר עולם רבה,גבעון,גיבעון
סדר עולם רבה,גבעון,גיבעון
סדר עולם רבה,גבעון,גיבעון
סדר עולם רבה,גבעון,גיבעון
סדר עולם רבה,גבעון,גיבעון
סיפרא,גבעון,גיבעון
רות רבה,לגבעון,גיבעון
שיר השירים רבה ו ד,בגבעון,גיבעון
איכה רבה ב יז,וגבעון,גיבעון
בראשית רבה נד ד,וגבעון,גיבעון
תלמוד ירושלמי שביעית ט ג,ומגוש חלב,גוש חלב
פסחים ד ב,שבגש חלב,גוש חלב
תוספתא מנחות ט ה,גש חלב,גוש חלב
תוספתא שביעית ז טו,גוש חלב,גוש חלב
שיר השירים רבה ח א א,מגוש חלב,גוש חלב
שיר השירים רבה ח א א,בגוש חלב,גוש חלב
ספרי דברים שנה,לגוש חלב,גוש חלב
ספרי דברים שטז,גוש חלב,גוש חלב
משנה ערכין ט ו,שלגש חלב,גוש חלב
משנה ערכין ט ו,גש חלב,גוש חלב
תלמוד ירושלמי שקלים ה ו,גם זו,גמזו
ערכין לב ב,וחדיד,חדוד
ערכין לב א,וחדיד,חדוד
תלמוד ירושלמי מגילה א א,וחדיד,חדוד
משנה ערכין ט ו,חדיד,חדוד
משנה עדויות ז ה,חדיד,חדוד
סיפרא,חדיד,חדוד
תוספתא תרומות ג יח,כפר סגנא,כפר סיגנא
משנה כלים ה ד,כפר סיגנייה,כפר סיגנא
משנה מנחות ח ו,וכפר סיגנה,כפר סיגנא
משנה כלים ה ד,כפר סיגנייה,כפר סיגנא
משנה מנחות ח ו,כפר סגנא,כפר סיגנא
משנה אבות ד כ,כפר הבבלי,כפר הבבלי
משנה עדיות ו ב,כפר הבבלי,כפר הבבלי
משנה אבות ד כ,כפר הבבלי,כפר הבבלי
משנה עדויות ו ב,כפר הבבלי,כפר הבבלי
תוספתא כלאים ד ז,לכפר עזין,כפר עזיז
משנה כלאים ו ד,לכפר עזיז,כפר עזיז
תלמוד ירושלמי חלה ד ג,כבכפר בנותני,כפר עותנאי
תלמוד ירושלמי בבא מציעא ז יא,וכפר עותני,כפר עותנאי
בכורות ט ב,בכפר עתני,כפר עותנאי
תוספתא פרה י ב,כפר עותני,כפר עותנאי
תוספתא בכורות ז ג,בכפר עותני,כפר עותנאי
תוספתא גיטין ה ז,לכפר עותני,כפר עותנאי
תוספתא גיטין ה ז,כפר עותני,כפר עותנאי
תוספתא גיטין א ד,לכפר עותני,כפר עותנאי
תוספתא דמאי ה כג,כפר עותני,כפר עותנאי
משנה גיטין ז ז,לכפר עתני,כפר עותנאי
משנה גיטין א ה,ליכפר עותני,כפר עותנאי
משנה גיטין ז ז,כפר עתני,כפר עותנאי
משנה גיטין א ה,כפר עותני,כפר עותנאי
משנה ערלה ב ה,כפר ידתמה,כפר יותמא
תוספתא בבא קמא ח י,שבכפר עמאייק,כפר עמיקו
משנה מנחות ח א,מכמס,מכמש
תוספתא מנחות ט ב,מכמס,מכמש
ראש השנה יד ב,מצפה,מצפס
ראש השנה טו א,המצפה,מצפס
תלמוד ירושלמי יומא ב ג,המצפה,מצפס
תלמוד ירושלמי יומא ב ג,המצפה,מצפס
משנה תענית ב ד,מצפה,מצפס
משנה פאה ב ו,מצפה,מצפס
תוספתא זבחים ו יג,מצפה,מצפס
תוספתא יומא א יג,מצפה,מצפס
סדר עולם רבה,מצפה,מצפס
משנה סוכה ד ה,מוצא,מוצא
קידושין סו א,במודעית,מודיעין
חגיגה כו א,מודעין,מודיעין
חגיגה כו א,מודעין,מודיעין
חגיגה כו א,המודעין,מודיעין
חגיגה כו א,המודעין,מודיעין
חגיגה כו ב,מודיעים,מודיעין
פסחים צד א,למודעית,מודיעין
פסחים צד א,המודעית,מודיעין
פסחים צד א,המודעית,מודיעין
תלמוד ירושלמי חגיגה ג ה,המודיעית,מודיעין
תלמוד ירושלמי פסחים ט ב,המודיעית,מודיעין
תלמוד ירושלמי פסחים ט ב,המודיעית,מודיעין
תלמוד ירושלמי פסחים ט ב,המודיעית,מודיעין
תלמוד ירושלמי פסחים ו ב,המודיעית,מודיעין
משנה חגיגה ג ה,מודיעין,מודיעין
משנה חגיגה ג ה,מודיעין,מודיעין
משנה חגיגה ג ה,מודיעין,מודיעין
משנה פסחים ט ב,מודיעין,מודיעין
תוספתא חגיגה ג כט,מודיעין,מודיעין
תוספתא חגיגה ג כט,מודיעין,מודיעין
זבחים כה ב,באהליה,אהליה
משנה עדויות ז ד,אהליא,אהליה
ערכין לב ב,ואונו,אונו
ערכין לב א,ואונו,אונו
חולין נז א,באוני,אונו
סנהדרין יז ב,אונו,אונו
סנהדרין יא ב,אונו,אונו
גיטין סז א,אונו,אונו
כתובות קיא ב,לאונו,אונו
מגילה ד א,ואונו,אונו
תלמוד ירושלמי סנהדרין א ב,אונו,אונו
תלמוד ירושלמי גיטין ד ו,אוני,אונו
תלמוד ירושלמי גיטין ד ו,אוני,אונו
תלמוד ירושלמי נדרים ו ט,אונו,אונו
תלמוד ירושלמי מגילה א א,ואונו,אונו
תלמוד ירושלמי מגילה א א,ואונו,אונו
תלמוד ירושלמי מגילה א א,ואונו,אונו
משנה ערכין ט ו,אונו,אונו
משנה גיטין ו ז,אונו,אונו
תוספתא סנהדרין ב יג,אונו,אונו
סיפרא,אונו,אונו
שיר השירים רבה ב ב,לאונו,אונו
איכה רבה א נב,לאונו,אונו
משנה מנחות ח ו,קרוחים,כרוכים
בבא קמא לח ב,מרקם,רקם
גיטין ו א,ורקם,רקם
גיטין ו א,מרקם,רקם
גיטין ד א,הרקם,רקם
יבמות יז א,מרקם,רקם
תלמוד ירושלמי קידושין ד א,מרקם,רקם
תלמוד ירושלמי גיטין א ב,רקם,רקם
תלמוד ירושלמי גיטין א ב,ורקם,רקם
תלמוד ירושלמי גיטין א ב,מרקם,רקם
תלמוד ירושלמי יבמות א ד,מרקם,רקם
תלמוד ירושלמי שביעית ו א,ורקם,רקם
משנה גיטין א א,רקם,רקם
משנה גיטין א ב,רקם,רקם
משנה נידה ז ג,רקם,רקם
משנה גיטין א ב,רקם,רקם
תוספתא שביעית ד יא,רקם,רקם
תוספתא שביעית ד יא,רקם,רקם
עבודה זרה לז א,צרדה,צרדה
עבודה זרה לז א,צרידה,צרדה
נדרים כ א,צרידה,צרדה
פסחים יז ב,צרידה,צרדה
פסחים טז א,צרדה,צרדה
פסחים טז א,צרדה,צרדה
שבת טו א,צרדה,צרדה
שבת יד ב,צרדה,צרדה
תלמוד ירושלמי סוטה ט ט,צרידה,צרדה
תלמוד ירושלמי סוטה ט ט,צרידה,צרדה
תלמוד ירושלמי כתובות ח ח,צרידה,צרדה
תלמוד ירושלמי פסחים א ו,צרידה,צרדה
תלמוד ירושלמי שבת א ד,צרידה,צרדה
משנה אבות א ד,צרדה,צרדה
משנה אבות א ד,צרדה,צרדה
משנה עדויות ח ד,צרדה,צרדה
משנה סוטה ט ט,צרדה,צרדה
תוספתא בבא קמא ח יג,צרדה,צרדה
תוספתא בבא קמא ח יג,צרדה,צרדה
סיפרא,צרדה,צרדה
בראשית רבה סה כב,צרדה,צרדה
בראשית רבה סה כב,צרדה,צרדה
משנה אבות א ג,שוכו,סוכו
ויקרא רבה א ג,סוכו,סוכו
מנחות צד א,בתקוע,תקוע
פסחים נג א,שבתקוע,תקוע
עירובין צא א,בתקוע,תקוע
שבת קמז ב,בתקוע,תקוע
תלמוד ירושלמי עירובין ט א,בתקוע,תקוע
משנה מנחות ח ג,תקוע,תקוע
משנה חלה ד י,תקוע,תקוע
תוספתא מנחות ט ה,תקוע,תקוע
תוספתא עירובין ה כד,תקוע,תקוע
תוספתא שביעית ז טו,תקוע,תקוע
תלמוד ירושלמי דמאי א א,שיקמא,שיקמונה
משנה דמאי א א,שקמה,שיקמונה
תלמוד ירושלמי סוטה א ח,תמנתה,תמנע
תלמוד ירושלמי סוטה א ח,תמנתה,תמנע
תלמוד ירושלמי סוטה א ח,תימניות,תמנע
בראשית רבה פה ו,תמניות,תמנע
בראשית רבה פה ו,תמנה,תמנע
נידה כב ב,מטיבעון,טיבון
מגילה כד ב,טבעונין,טיבון
עירובין כט א,לטבעין,טיבון
תלמוד ירושלמי מגילה ד א,שלטיבעין,טיבון
משנה מכשירין א ג,טבעון,טיבון
תוספתא מגילה ב ה,טבעון,טיבון
עבודה זרה כה ב,לכזיב,אכזיב
עבודה זרה כה ב,לכזיב,אכזיב
גיטין ז ב,לכזי',אכזיב
גיטין ז ב,כזיב,אכזיב
עירובין סד ב,לכזיב,אכזיב
עירובין סד ב,לאכזיב,אכזיב
תלמוד ירושלמי עבודה זרה א ח,מגזיב,אכזיב
תלמוד ירושלמי חלה ד ח,מגזיב,אכזיב
תלמוד ירושלמי חלה ד ח,מגזיב,אכזיב
תלמוד ירושלמי שביעית ו ה,גזיב,אכזיב
תלמוד ירושלמי שביעית ו א,מגזיב,אכזיב
תלמוד ירושלמי שביעית ו א,מגזיב,אכזיב
תלמוד ירושלמי שביעית ו א,לאכזיב,אכזיב
תלמוד ירושלמי שביעית ו א,לאכזיב,אכזיב
תלמוד ירושלמי דמאי א ג,כזיב,אכזיב
תלמוד ירושלמי דמאי א ג,בכזיב,אכזיב
תלמוד ירושלמי דמאי א ג,כזיב,אכזיב
תלמוד ירושלמי דמאי א ג,גזיב,אכזיב
תלמוד ירושלמי דמאי א א,מגזיב,אכזיב
תלמוד ירושלמי דמאי א א,מגזיב,אכזיב
משנה חלה ד ח,כזיב,אכזיב
משנה חלה ד ח,כזיב,אכזיב
משנה שביעית ו א,כזיב,אכזיב
משנה שביעית ו א,כזיב,אכזיב
משנה דמאי א ג,כזיב,אכזיב
תוספתא אהלות יח יד,כזיב,אכזיב
תוספתא אהלות יח יד,כזיב,אכזיב
תוספתא פסחים ב טז,כזיב,אכזיב
תוספתא חלה ב ו,כזיב,אכזיב
תוספתא מעשר שני ג יח,כזיב,אכזיב
תוספתא שביעית ד ו,כזיב,אכזיב
תוספתא פסחים ב טו,כזיב,אכזיב
תוספתא דמאי א י,כזיב,אכזיב
תוספתא דמאי א ד,כזיב,אכזיב
ויקרא רבה לז ג,לאכזיב,אכזיב
ויקרא רבה לז ג,לאכזיב,אכזיב
ויקרא רבה לז ג,לאכזיב,אכזיב
נידה נב ב,ביבנה,יבנה
נידה נ ב,שביבנ',יבנה
נידה נ ב,שביבנ',יבנה
נידה מח ב,ביבנה,יבנה
נידה טו א,ביבנה,יבנה
ערכין ד א,ביבנה,יבנה
בכורות לח א,ביבנה,יבנה
מנחות מו ב,ביבנה,יבנה
מנחות כא ב,ביבנה,יבנה
זבחים נז א,ביבנה,יבנה
סנהדרין לג א,ליבנה,יבנה
סנהדרין לב ב,ליבנה,יבנה
סנהדרין יז ב,וביבנה,יבנה
סנהדרין יא א,ביבנה,יבנה
בבא בתרא קלא ב,ביבנה,יבנה
קידושין סו ב,ביבנה,יבנה
גיטין נו ב,יבנה,יבנה
סוטה מח ב,ביבנה,יבנה
כתובות נ א,שביבנה,יבנה
יבמות עה א,ביבנה,יבנה
יבמות סז א,ביבנה,יבנה
יבמות מב ב,ביבנה,יבנה
תענית לא א,ביבנה,יבנה
ביצה לב א,ביבנה,יבנה
ביצה לב א,ביבנה,יבנה
ביצה ל א,יבנה,יבנה
ביצה לא ב,מיבנה,יבנה
ביצה לא ב,ליבנה,יבנה
ביצה ל א,וביבנה,יבנה
ביצה ל א,וביבנה,יבנה
ביצה ל א,וביבנה,יבנה
ביצה ל א,וביבנה,יבנה
ביצה כט ב,ביבנה,יבנה
פסחים מט א,ביבנה,יבנה
עירובין יג ב,ביבנה,יבנה
שבת קלח ב,ביבנה,יבנה
שבת לג ב,ביבנה,יבנה
שבת יא ב,ביבנה,יבנה
ברכות סג ב,ביבנה,יבנה
ברכות מח ב,ביבנה,יבנה
ברכות מח ב,ביבנה,יבנה
ברכות כח ב,ביבנה,יבנה
ברכות כח ב,ביבנה,יבנה
תלמוד ירושלמי הוריות ג ח,ביבנה,יבנה
תלמוד ירושלמי עבודה זרה ג א,ביבנה,יבנה
תלמוד ירושלמי סנהדרין יא ב,שביבנה,יבנה
