level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11,refs
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Intent for use outside its proper time,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Intent for use outside its proper time,Cases,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Intent for use outside its proper place,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Leaving offerings unwatched,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Leaving offerings unwatched,Laws,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Principles in Pigul,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",What can become pigul,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Korbanot which are processed with both pigul and disqualifying thoughts,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Pigul thoughts,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Pigul thoughts which also intend abnormal use of a korban,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Pigul with an amount which is less than the minimum shiur,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]","Defining the act of ""eating,"" in a pigul thought regarding consumption of a korban",,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]","Inappropriate thoughts which are not about offering the korban, or eating it, in the wrong time/place",,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Intentional and unintentional Pigul,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Impurity of Pigul,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Disqualifying thoughts during specific services,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",Eating Pigul,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Thoughts of improper use of the korban, during the avodah [Pigul]",After the service is performed,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,Notar - Leaving a korban until after the time-limit for its consumption,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,Yotzei - Removing a korban from its designated area,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,Yotzei - Removing a korban from its designated area,Disqualification of the Offering,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,Disqualifications in bringing the ketoret [incense],,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,Mixed-up korbanot,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,Mixed-up korbanot,General Rules,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,Mixed-up korbanot,Specific Cases,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,Laylah - Bringing a korban at night,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,Laylah - Bringing a korban at night,Cases,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,Yosheiv - Sitting down,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Ritzui Tzitz - Acceptance of a disqualified service because of the ""Tzitz"" garment of the Kohen Gadol",,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of the Service,"Ritzui Tzitz - Acceptance of a disqualified service because of the ""Tzitz"" garment of the Kohen Gadol",Acceptability,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,General rules regarding disqualification of an animal for a korban,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Physically blemished korbanot,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Physically blemished korbanot,Blemishing a sanctified animal,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Physically blemished korbanot,Sanctification of a blemished animal,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Physically blemished korbanot,Specific Temple Services,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Physically blemished korbanot,Specific Offerings,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Physically blemished korbanot,Specific Wounds,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Physically blemished korbanot,Beyond the Laws,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Under-age or over-age korbanot,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Under-age or over-age korbanot,General Rules,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Under-age or over-age korbanot,Specific Animals,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Under-age or over-age korbanot,Specific Offerings,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Animals used as prostitution-payment or exchanged for a dog - etnan zonah and mechir kelev,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Animals used as prostitution-payment or exchanged for a dog - etnan zonah and mechir kelev,An item used as a Prostitute's Fee,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Disqualification of Korbanot,Animals used as prostitution-payment or exchanged for a dog - etnan zonah and mechir kelev,An animal exchanged for a dog,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Procedure Issues,,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Procedure Issues,Disposal of an ineligible korban,,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Procedure Issues,Disposal of an ineligible korban,Issues Pre-Disposal,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Procedure Issues,Disposal of an ineligible korban,Burning,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Procedure Issues,Disposal of an ineligible korban,"""Ikkur""",,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Procedure Issues,Disposal of an ineligible korban,"""Ibbur Tzurah""",,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Procedure Issues,Disposal of an ineligible korban,Proper Disposal of Offerings of Lower Holiness,,,,,,,
Temple Offerings - Korbanot,Disqualification of Sanctified Items and Services,Procedure Issues,Disposal of an ineligible korban,Punishment for Improper Disposal,,,,,,,
Temple Offerings - Korbanot,Singing of the Levites; Music,,,,,,,,,,
Temple Offerings - Korbanot,Singing of the Levites; Music,In General,,,,,,,,,
Temple Offerings - Korbanot,Singing of the Levites; Music,The Instruments,,,,,,,,,
Temple Offerings - Korbanot,Singing of the Levites; Music,On Specific Days,,,,,,,,,
Temple Offerings - Korbanot,Singing of the Levites; Music,For Specific Services,,,,,,,,,
Temple Offerings - Korbanot,Shifts of people representing the nation on the daily offerings,,,,,,,,,,
Temple Offerings - Korbanot,Shifts of people representing the nation on the daily offerings,Make-Up of the Shift,,,,,,,,,
Temple Offerings - Korbanot,Shifts of people representing the nation on the daily offerings,Their Job,,,,,,,,,
Temple Offerings - Korbanot,Shifts of people representing the nation on the daily offerings,Suspension of the Shift or its Jobs,,,,,,,,,
Temple Offerings - Korbanot,Shifts of people representing the nation on the daily offerings,Beyond the Laws,,,,,,,,,
Temple Offerings - Korbanot,Kodshei Kodashim - High-level korbanot,,,,,,,,,,
Temple Offerings - Korbanot,Kodshei Kodashim - High-level korbanot,Chatat - Sin Offerings,,,,,,,,,
Temple Offerings - Korbanot,Kodshei Kodashim - High-level korbanot,Chatat - Sin Offerings,Liability for a korban chatat,,,,,,,,
Temple Offerings - Korbanot,Kodshei Kodashim - High-level korbanot,Chatat - Sin Offerings,Liability for a korban chatat,General laws regarding korbanot chatat and the requirement to bring them,,,,,,,
Temple Offerings - Korbanot,Kodshei Kodashim - High-level korbanot,Chatat - Sin Offerings,Liability for a korban chatat,General laws regarding korbanot chatat and the requirement to bring them,The obligation to bring a korban chatat,,,,,,
Temple Offerings - Korbanot,Kodshei Kodashim - High-level korbanot,Chatat - Sin Offerings,Liability for a korban chatat,General laws regarding korbanot chatat and the requirement to bring them,The obligation to bring a korban chatat,The sins which require a korban chatat,,,,,
Temple Offerings - Korbanot,Kodshei Kodashim - High-level korbanot,Chatat - Sin Offerings,Liability for a korban chatat,General laws regarding korbanot chatat and the requirement to bring them,The obligation to bring a korban chatat,The sins which require a korban chatat,Principles,,,,
Temple Offerings - Korbanot,Kodshei Kodashim - High-level korbanot,Chatat - Sin Offerings,Liability for a korban chatat,General laws regarding korbanot chatat and the requirement to bring them,The obligation to bring a korban chatat,Intent to sin; Knowledge of one's sin,,,,,
Temple Offerings - Korbanot,Kodshei Kodashim - High-level korbanot,Chatat - Sin Offerings,Liability for a korban chatat,General laws regarding korbanot chatat and the requirement to bring them,The obligation to bring a korban chatat,Intent to sin; Knowledge of one's sin,Cases,,,,
Temple Offerings - Korbanot,Kodshei Kodashim - High-level korbanot,Chatat - Sin Offerings,Liability for a korban chatat,General laws regarding korbanot chatat and the requirement to bring them,The obligation to bring a korban chatat,"Liability for multiple korbanot chatat, in general",,,,,
Temple Offerings - Korbanot,Kodshei Kodashim - High-level korbanot,Chatat - Sin Offerings,Liability for a korban chatat,General laws regarding korbanot chatat and the requirement to bring them,The obligation to bring a korban chatat,"Liability for multiple korbanot chatat, in general",Cases and Principles,,,,
