Rashi Matches,Data
Rashi on Exodus 28:7:2,"3134@שמות כח,ז@אצילים@קודי""ש@codes@מרפקים@ר' אה""ל מס' 2414.$"
Rashi on Exodus 28:14:3,"3135@שמות כח,יד@דה""מ שרשרת@אינצינשייר""ש@encensieres@מחתות (מיכלים לקטורת)@הלעז אינו בא לתרגם את המלה ""שרשרת"", אלא, כדברי הפירוש: שלשלאות ""מעשה עבות, מעשה קליעת חוטין… כאותן שעושים לערדסקאות שקורין אנצינשייר""ש בלע""ז"" בניגוד לשרשרות של דליים, שבן ""מעשה נקבים וכפלים"".$"
Rashi on Exodus 28:15:1,"3136@שמות כח,טו@משפט@דיריישנימינ""ט@dereisnement@הוכחה@לפי דברי רש""י ""נשפט"" מצביע כאן על כך, שבחושן מבהיר את הצדק בין שני בעלי-דינים וכדומה. במשמעות זו היינו מצפים לצורה דישריישנימינ""ט desreisnement, אך כפי הנראה נפלה השי""ן (מחמת דיסימילציה?).$"
Rashi on Exodus 28:22:3,"3137@שמות כח,כב@גבול@אשומיי""ל@asomeil@גבול, קצה@$"
Rashi on Exodus 28:41:4,"3138@שמות כח,מא@דה""מ ומלאת@גנ""ט@gant@כפפה@""ובלשון לעז כשממנין אדם על פקידת דבר נותן השליט בידו בית יד של עור שקורין גנ""ט בלע""ז. [וקורין לאותה מסירה ריוישטי""ר]"" (מה שבאריחיים חסר בדפוס ראשון של פירוש רש""י).$"
Rashi on Exodus 28:41:4,"3139@שמות כח,מא@דה""מ ומלאת@ריוישטי""ר@rewestir@להלביש, להסמיך@בשני כתבי-יד יש גרסה הקרובה לצורה אינוישטי""ר inwestir, שהוא המונח המקובל עד היום להסמכה חגיגית.$"
Rashi on Exodus 29:13:1,"3140@שמות כט,יג@(ה)חלב המכסה את הקרב@טייל""א@teile@קרום@$"
Rashi on Exodus 29:13:2,"3141@שמות כט,יג@(ה)יתרת על הכבד@איבדי""ש@ebdes@סרעפת@ר' אה""ל מס' 2084.$"
Rashi on Exodus 29:20:1,"3142@שמות כט,כ@תנוך@טינרו""ם@tenrum@חסחוס (שבאוזן)@הכוונה לחסחוס מכוסה עור, ולדברי רש""י מדובר ב""אמצעי"".$"
Rashi on Exodus 29:27:2,"3143@שמות כט,כז@תנופה@וינטילי""ר@wenteler@להניף@$"
Rashi on Exodus 30:7:2,"3144@שמות ל,ז@נרת@לוצי""ש@loces@מנורות@הכלים, שבהם שמים את השמן, להבדיל מן הלהבות עצמן. חסר בדפוס ראשון.$"
Rashi on Exodus 30:34:1,"3145@שמות ל,לד@נטף@גומ""א@gome@שרף (של אילן)@$"
Rashi on Exodus 30:34:1,"3146@שמות ל,לד@נטף@תירייק""א@theriake@תריאקה@תרופה, שהייתה עשויה כפי הנראה משרף-עץ, אך בזיהוי הזה יש הרבה ספקות, גם מבחינה בלשנית גם מבחינת המשמעות. ר' אה""ל מס' 1194.$"
Rashi on Exodus 31:10:2,"3147@שמות לא,י@שרד@לצידי""ץ@lacediz@רשת@בגדי כהונה ""היו ארוגים במחט עשויים נקבים נקבים"", כלומר מעין תחרים.$"
Rashi on Exodus 32:3:1,"3148@שמות לב,ג@ויתפרקו@דישקריי""ר@descharjier@לפרוק@$"
Rashi on Exodus 32:4:1,"3149@שמות לב,ד@דה""מ בחרט@ניאי""ל@neel@תצריב שחור@$"
Rashi on Exodus 32:16:2,"3150@שמות לב,טז@חרות@אנטייליי""ר@enteilier@לחתוך, לפסול@$"
Rashi on Exodus 35:14:2,"3151@שמות לה,יד@(נרתיה)[נרות]@לוצי""ש@loces@מנורות@ר' לעיל מס' 3144, וכאן רש""י אומר בפירוש: ""בזיכין שהשמן והפתילות נתונין בהן"".$"
Rashi on Exodus 38:8:1,"3152@שמות לח,ח@מראת@מירידויר""ש@miredoirs@מראות@$"
Rashi on Exodus 39:3:1,"3153@שמות לט,ג@וירקעו@אישטינדר""א@estendre@למתוח@יש גרסה אחת בכתבי-יד, אטאנבי""ר, ולפיה מופיע בדפוס ראשון: אטינבי""ר; אם זו הגרסה הנכונה, יש לקרוא atenvir (""להדק"").$"
Rashi on Leviticus 1:9:2,"3154@ויקרא א,ט@אשה@פואיד""א@foede@אש, מוקד@$"
Rashi on Leviticus 3:4:1,"3155@ויקרא ג,ד@כסלים@פלנק""ש@flancs@כסלים (השרירים הפנימיים של הירך)@$"
Rashi on Leviticus 3:4:1,"3156@ויקרא ג,ד@מתנים@לונביל""ש@lonbels@חלק הבטן שבאיזור הכליות@$"
Rashi on Leviticus 3:4:2,"3157@ויקרא ג,ד@(ה)יתרת על הכבד@איברי""ש@ebres@סרעפת@ר' אה""ל מס' 2084. גם כאן יש גרסאות בדל""ת.$"
Rashi on Leviticus 4:35:2,"3158@ויקרא ד,לה@(אשי)[אשים]@פואיילי""ש@foeiles@מוקדי אש@$"
Rashi on Leviticus 6:21:2,"3159@ויקרא ו,כא@ומרק@אישקורימינ""ט@escurement@ניקוי מתוך סילוק@רש""י רוצה להסביר את המשמעות של הפועל ""מרק"" ואומר, שזה ניקוי על-ידי סילוק כל הלכלוך, שבלע החפץ (בהוסיפו את הקידומת es” לפועל curer).$"
Rashi on Leviticus 11:3:2,"3160@ויקרא יא,ג@פרסה@פלנט""א@plante@כף רגל@$"
Rashi on Leviticus 11:11:3,"3161@ויקרא יא,יא@יבחושין@מושקירונ""ש@moscherons@יבחושים@רש""י מביא את דברי מדרש תורת כוהנים, שלפיהם המלית ""את"" בפסוק ""ואת נבלתם תשקצו"" באה לאסור סוגים מסוימים של חרקים.$"
Rashi on Leviticus 11:16:1,"3162@ויקרא יא,טז@נץ@אושטוי""ר@ostoir@נץ גדול@בכתב-יד אחד כתוב אשפרוי""ר (צ""ל: אישפרויי""ר esparwier); וזה כפי הנראה תיקון מאוחר, המביא שם עוף יותר מצוי, והם דומים מאוד זה לזה. ר' אה""ל מס' 1683, 2088.$"
Rashi on Leviticus 11:17:2,"3163@ויקרא יא,יז@כוס@צואיטי""ש@cuetes@כוס (עוף לילי)@לא ברור לי, למה הלעז בצורת הריבוי.$"
Rashi on Leviticus 11:17:2,"3164@ויקרא יא,יז@ינשוף@יב""ן@javan@לילית@המלה javan הפכה בצרפתית של היום, ברך של אטימולוגיה עממית, ל – chat-huant. רש""י מביא את שני הלעזים לתרגם את שני שמות העופות העבריים, אבל נראה, שאינו מכריע איזה מתאים לראשון ואיזה לשני. ר' אה""ל מס' 73-72.$"
Rashi on Leviticus 11:18:1,"3165@ויקרא יא,יח@תנשמת@קלב""א שורי""ץ@chalve soriz@עטלף@$"
Rashi on Leviticus 11:18:1,"3166@ויקרא יא,יח@תנשמת@טלפ""א@talpe@חפרפרת@חסר בתכיב-היד במקום זה (ר' להלן מס' 3176).$"
Rashi on Leviticus 11:19:1,"3167@ויקרא יא,יט@חסידה@ציגוינ""א@cegoine@חסידה@צורה זו של הלעז עדיפה על cigonie, כפי שרשמתי באה""ל מס' 1677.$"
Rashi on Leviticus 11:19:3,"3168@ויקרא יא,יט@אנפה@הירו""ן@heron@עגור@חסר בדפוס ראשון.$"
Rashi on Leviticus 11:19:3,"3169@ויקרא יא,יט@דוכיפת@הירופ""א@herupe@דוכיפת@המלה huppe בצרפתית של היום, מלטינית upupa, הושפעה מן הפועל heruper (""להסתמר""), כי הדוכיפת מצטיינת בהסתמרות כרבולתה. באה""ל מס' 2191 רש""י מתרגם ""דוכיפת"" בלעז אחר (""טווס – בר""), אך אולי זה השם העממי של אותו העוף.$"
Rashi on Leviticus 11:21:2,"3170@ויקרא יא,כא@דה""מ ממעל לרגליו@לנגושט""א@langoste@ארבה@ברבים מכתבי-היד קוראים את הצורה המקבילה לאושט""א laoste; זו, כפי הנראה, נגזרת במישרין מהלטינית locusta, ואילו langoste נתקבלה בצרפתית דרך הפרובנסילית.$"
Rashi on Leviticus 11:29:2,"3171@ויקרא יא,כט@חלד@משוטויל""א@mostoile@סמור (טורף לילי קטן מן היונקים)$"
Rashi on Leviticus 11:29:3,"3172@ויקרא יא,כט@צב@פרוי""ט@froit@קרפדה@שני הלעזים האחרונים מופיעים בכתבי-היד בגרסאות שונות ומשונות. כפי הנראה נשכחו שמות החיות האלה בדורות שאחרי רש""י. במקוםfroit  קוראים בשלושה כתבי-יד בוט""ו (צ""ל בו""ט bot), שם אחר לקרפדה, ובשניים טרטוג""א tartuge או משהו דומה, כלומר ""צב"".$"
Rashi on Leviticus 11:30:1,"3173@ויקרא יא,ל@אנקה@היריצו""ן@hericon@קיפוד@ר' אה""ל מס' 218.$"
Rashi on Leviticus 11:30:2,"3174@ויקרא יא,ל@לטאה@ליישירד""א@leiserde@לטאה@$"
Rashi on Leviticus 11:30:3,"3175@ויקרא יא,ל@חמט@לימצ""א@limace@חילזון ערום@$"
Rashi on Leviticus 11:30:4,"3176@ויקרא יא,ל@תנשמת@טלפ""א@talpe@חפרפרת@$"
Rashi on Leviticus 11:42:4,"3177@ויקרא יא,מב@חיפושית@אישקרבו""ט@escharbot@חיפושית@$"
Rashi on Leviticus 11:42:5,"3178@ויקרא יא,מב@מרבה רגלים@צינפיי""ש@cenpies@נדל, מרבה-רגליים (מלה במלה: מאה רגליים)@$"
Rashi on Leviticus 13:2:2,"3179@ויקרא יג,ב@בהרת@טי""א@taje@כתם@$"
Rashi on Leviticus 13:10:1,"3180@ויקרא יג,י@(מחית)[מחיה]@שיינימינ""ט@seiniment@החלמה@לדעתי רש""י מנצל בהסברת התפרצות הצרעת את דימוי-הצלילים בין שני גזרונים רומניים, של sanus (""בריא"") ושל sanies (""מוגלה""), ומתרץ בזה את השימוש במלים ""מחיה"" ו""חי"" כשמדובר בפצע מוגלתי.$"
Rashi on Leviticus 13:23:2,"3181@ויקרא יג,כג@דה""מ צרבת השחין@ריטרייר""א@retreire@לכווץ@$"
Rashi on Leviticus 13:23:3,"3182@ויקרא יג,כג@צרבת@ריטריימינ""ט@retreiment@כיווץ@רש""י מסביר קודם את המושג ואחר-כך מתרגם את המלה.$"
Rashi on Leviticus 13:24:1,"3183@ויקרא יג,כד@(מחית)[מחיה]@שיינימינ""ט@seiniment@החלמה@ר' לעיל מס' 3180.$"
Rashi on Leviticus 13:37:1,"3184@ויקרא יג,לז@צהוב@אורבל""א@orable@צהבהב@חסר בדפוס ראשון.$"
Rashi on Leviticus 13:39:2,"3185@ויקרא יג,לט@אדם אדום@רו""ש@ros@אדמוני@$"
Rashi on Leviticus 13:45:4,"3186@ויקרא יג,מה@שפם@גירנו""ן@gernon@שפם@$"
Rashi on Leviticus 13:51:1,"3187@ויקרא יג,נא@ממארת@פוינינ""ט@poiniant@דוקר@$"
Rashi on Leviticus 14:14:1,"3188@ויקרא יד,יד@תנוך@טינרו""ם@tenrum@חסחוס@ר' לעיל מס' 3142.$"
Rashi on Leviticus 14:41:1,"3189@ויקרא יד,מא@יקצע@רודוניי""ר@rodonier@לכרסם, לגייץ@$"
Rashi on Leviticus 15:9:1,"3190@ויקרא טו,ט@תפוס של סרגא@ארצו""ן@arcon@שלד-אוכף@$"
Rashi on Leviticus 15:9:1,"3191@ויקרא טו,ט@אוכף@אלוי""ש@alwes@מושב-אוכף@$"
Rashi on Leviticus 19:5:3,"3192@ויקרא יט,ה@(רצנכם)[רצון]@אישפיימינ""ט@espiement@ריגול@רש""י מסביר את הביטוי ""לא תלך רכיל [שהוא קושר עם המלה ""רגל""]"" בהצביעו על קשר דומה, שיש לדעתו בין espier (""לרגל"") ובין pie (""רגל). הלעז חסר בכתבי-היד.$"
Rashi on Leviticus 19:19:1,"3194@ויקרא יט,יט@נוז@מישטי""ר@mester@לערבב@חסר בכתבי-היד.$"
Rashi on Leviticus 19:19:1,"3194א@ויקרא יט,יט@כמש@פליישטרי""ר@fleistrir@לכמוש, לנבול@כוונת רש""י כפי הנראה לומר, שהחוטים איבדו את מהותם, מפני שהם שזורים בלי היכר צמר ופשתים יחדיו. הלעז חסר בכתבי-היד.$"
Rashi on Leviticus 19:28:3,"3195@ויקרא יט,כח@קעקע@פורפוינ""ט@porpoint@תקוע@$"
Rashi on Leviticus 21:20:1,"3196@ויקרא כא,כ@גבן@שורצילו""ש@sorcilos@בעל גבות ארוכות וסבוכות@$"
Rashi on Leviticus 21:20:1,"3197@ויקרא כא,כ@דה""מ דק@טייל""א@teile@קרום@$"
Rashi on Leviticus 21:20:3,"3198@ויקרא כא,כ@דה""מ תבלל@פרוניל""א@prunele@אישון@$"
Rashi on Leviticus 22:19:1,"3199@ויקרא כב,יט@(רצנכם)[רצון]@אפיימני""ט@apeiement@פיוס@$"
Rashi on Leviticus 22:22:4,"3200@ויקרא כב,כב@יבלת@וירוא""ה@werue@יבלת@$"
Rashi on Leviticus 23:8:3,"3201@ויקרא כג,ח@שבעת@שייטיינ""א@seiteine@קבוצה של שבעה@$"
Rashi on Leviticus 23:14:2,"3202@ויקרא כג,יד@כרמל@גרניי""ש@graneis@גרעינים…@הדבר היחיד, שהוא ברור בלעז זה, הוא, שהוא נגזר מלטינית granum (""זרע, גרעין""), אבל קשה לדעת מן הגרסאות השונות, מה היא הנכונה, ומכאן גם את הפירוש המדוייק.$"
Rashi on Leviticus 26:13:2,"3203@ויקרא כו,יג@מטת@קוניונגל""א@conjongle@חיבור, כבל@$"
Rashi on Leviticus 26:13:2,"3204@ויקרא כו,יג@מטת@יודי""ש@jodes@חגורות, חבלים@בכתבי-היד אפשר (בלי ודאות) לקרוא את שני הלעזים הנ""ל. בדפוסים ובאחד מכתבי-היד: קיביל""א chevile (""יתד""), שאולי הוא יותר מתקבל על הדעת, מוצא המלה jode מהגרמנית Glide (""איגוד"").$"
Rashi on Leviticus 26:16:2,"3205@ויקרא כו,טז@שחפת@אנפולי""ש@anpoles@בועות (תפיחות בעור, מלאות נוזלים)@$"
Rashi on Numbers 2:17:3,"3206@במדבר ב,יז@על ידו@אי""ן שו""ן איש""א@en son aise@ברווחתו@התרגום המוצע מתאים למשמעות המלה aise בצרפתית של היום. רש""י כפי הנראה הרגיש במשמעות זו: היא נובעת ממקור המלה (לטינית adjacens, ""המונח ליד""), אבל המלה עברה לציין את כל החלל הנמצא בצד האדם, שידו מגעת אליו, ומכאן את יכולתו לנוע בתוכו בחופשיות. לכן רש""י משתמש בפירושו בביטויים: ""מקומו"", ""רוח של צדו"", ""סמוכה לו לכל הושטת ידו"".$"
Rashi on Numbers 4:9:3,"3207@במדבר ד,ט@(נרתיה)[נרות]@לוצי""ש@loces@מנורות@כפי שרש""י מדגיש בשמות לה,יד מדובר כאן בכלי הקיבול של השמן (ראה לעיל מס' 3144 וכן מס' 3151).$"
Rashi on Numbers 4:14:3,"3208@במדבר ד,יד@יעים@ודי""ל@wadil@יעה, מגרפה@ר' תיאורים נוספים של הכלי ברש""י על שמות כז,ג ועל חגיגה כ. (אה""ל מס' 1093).$"
Rashi on Numbers 6:23:1,"3209@במדבר ו,כג@אמור@דישנ""ט@disant@באמרכם@כמו בהרבה מקומות אחרים, רש""י מבחין הבחנה חמורה בין הציווי הרגיל לבין צורת המקור, כמו כאן, שמסבירים אותה בדרך כלל כציווי חגיגי ומוחלט. אולם תרגומו הקבוע של צורה זו בפועל בעל סיומת –ant’, וכן פירושו ""לשון הווה"" (למשל דברים א,טז) אינם מאשרים דעה זו. השערתי היא, שרש""י רואה בצורות אלה מה שקוראים בדקדוק הצרפתי gerondif. כלומר פעולה משנית המלווה פעולה עיקרית (""בעשותו""). כך ""זכור את יום השבת לקדשו ששת ימים תעבוד"", משמעו: ""בזכרך את יום השבת… תעבוד"" וזה מה שאמרו חז""ל, שהמצווה ""זכור"" שייכת לכל ימי השבוע. וגם כאן: ""כה תברכו את בני ישראל אמור [היינו: באמרכם] להם""$"
