Rashi Matches,Data
Rashi on Shabbat 18b:2:1,"121 שבת יח: <b>תורמסין</b><br>בלי""ץ blez [bliz] <b>סלק</b><br><small>הלעז מצוי רק בשני כתבי-יד, ואף שם בצורה מעוותת (כליי""ן), והוא חסר בדפוסי התלמוד שלנו.$</small>"
Rashi on Shabbat.19a.8.1,"122 שבת יט. <b>פילגוס (אמצעיתו של ים)</b><br>פיליג""א  pelege[pelegue] <b>לב ים</b><br><small>רש""י מקשר עם המלה pelege הצרפתית את המלה התלמודית ""פילגוס"" (ובעירובין מא: את הפועל ""והפליגה"") הנראית מאותו מוצא. במילונים מוצאים רק את הצורה pelaigre  (כפי הנראה בהשפעת peregrinus ""צליין""), אך בפרובנסאלית יש pelec. אולי צריך להטעים pelege (ספרדית: pielago).$</small>"
Rashi on Shabbat 19b:6:1,"123 שבת יט: <b>חררה</b><br>טורטי""ל tortel <b>עוגה עגולה</b><br><small>$</small>"
Rashi on Shabbat 19b:6:2,"124 שבת יט: <b>יקרמו</b><br>קרושטי""ר croster <b>לקרום (מדובר בשכבה החיצונית של הלחם)</b><br><small>$</small>"
Rashi on Shabbat 20a:2:4,"125 שבת כ. <b>מגריפה</b><br>ודי""ל wadil [vadil] <b>יעה, מרדֶה</b><br><small>ראה להלן מס' 1093.$</small>"
Rashi on Shabbat 20a:7:1,"126 שבת כ. <b>עץ יחידי</b><br>צוקי""ש coches <b>גדמי-עץ</b><br><small>בצרפתית של היום:souches.$</small>"
Rashi on Shabbat 20b:2:3,"127 שבת כ: <b>גבבא</b><br>אישטובל""א estoble <b>קש (הנשאר עומד בשדה אחרי הקציר)</b><br><small>$</small>"
Rashi on Shabbat 20b:2:4,"128 שבת כ: <b>קש</b><br>אישטריי""ם estreim [estraim] <b>קש (בעיקר המשמש למרבץ הבהמות)</b><br><small>ר' מילונו של לוי (מס' 435), שם יש לתקן את הכותרת ל – estraim או estrain.$</small>"
Rashi on Shabbat 20b:3:5,"129 שבת כ: <b>זאזא</b><br>מולש""א molse <b>טחב</b><br><small>$</small>"
Rashi on Shabbat 20b:7:2,"130 שבת כ: <b>נפיץ</b><br>קרפי""ר charpir <b>לנער (סיב מהשבבים), לפורר (סיב או אריג לחוטיו)</b><br><small>ר' בלונדהיים ב' (ע' 147-146) ומילונו של לוי (מס' 200).$</small>"
Rashi on Shabbat 20b:8:1,"131 שבת כ: <b>גושקרא</b><br>פולצי""ל folcel <b>פסולת של משי גולמי (העשוי מהחלק החיצוני של הגולם)</b><br><small>$</small>"
Rashi on Shabbat 20b:10:2,"132 שבת כ: <b>סיריקון</b><br>ייד""ש (jeds) jieds <b>שאריות [של משי] (מה שזורקים [jeter=לזרוק])</b><br><small>לא פענחו בלונדהיים. הפתרון המוצע כאן נראה הולם מאוד, חוץ מהאות d, כי העדויות האחרות כולן ב – t, וכך מסתבר גם מחוקי הלשון. אולי יש כאן תופעה מקומית (""במקומנו"").$</small>"
Rashi on Shabbat 20b:11:4,"133 שבת כ: <b>שברא</b><br>אורטיא""ה ortie <b>סרפד</b><br><small>$</small>"
Rashi on Shabbat 20b:15:1,"134 שבת כ: <b>עיטרן</b><br>דיהי""ט dehet <b>עטרן</b><br><small>מלה צ'כית, הנמצאת בהגהות הב""ח (דוהי""ט [!] בלשון ""כנען""), ומובן, שהוא מייחס אותה בטעות לרש""י.$</small>"
Rashi on Shabbat 21a:2:2,"135 שבת כא. <b>נר</b><br>קרוישו""ל croisol <b>מנורה</b><br><small>מעניין לציין את הפלוגתה בין הבלשנים על מוצא המלה הצרפתית. לפי אלה נגזרה מהמלה ""צלב"" (croix) על שם צורת המנורה, ולפי אלה מהמלה ""וו"" (croc), כי אפשר לתלות את המנורה בתקרה ובקיר על-ידי הוו שבה. מסתבר שרש""י, המזכיר את המלה לעתים קרובות, לא קשר אותה עם הצלב. ר' מילונו של לוי (מס' 267).$</small>"
Rashi on Shabbat 21a:3:2,"136 שבת כא. <b>צמר גפן</b><br>קוטו""ן coton <b>כותנה</b><br><small>ראה לעיל מס' 26$</small>"
Rashi on Shabbat 21a:4:1,"137 שבת כא. <b>מסכסכת</b><br>אינמישלי""ר enmesler <b>לסבך, לבלבל</b><br><small>$</small>"
Rashi on Shabbat 21a:4:1,"138 שבת כא. <b>מסכסכת</b><br>ברואיש""ט broist <b>(הוא) צולה</b><br><small>הכוונה, כפי הנראה, לשרפה חיצונית בלבד, והלהבה, הקופצת מסביב לפתילה, משולה לאש בתהליך הצלייה.$</small>"
Rashi on Shabbat 21a:8:1,"139 שבת כא. <b>מהותך</b><br>פונדו""ד fondud <b>מומס, מותך</b><br><small>$</small>"
Rashi on Shabbat 21b:11:1,"140 שבת כא: <b>גץ</b><br>אישטינציל""א estencele <b>ניצוץ</b><br><small>$</small>"
Rashi on Shabbat 22a:4:5,"141 שבת כב. <b>קרמים</b><br>אוברי""ץ ovrez <b>מעשה אורג בעבודות מחט</b><br><small>$</small>"
Rashi on Shabbat.22b.2.1,"142 שבת כב: <b>נרות</b><br>לוצי""ש loces <b>אורות</b><br><small>לכאורה בא רש""י להבדיל בין ""נר"" שלמעלה (מס' 135), שהוא כלי קיבול, לבין ""נר"" זה, שהוא החומר הדולק עצמו והאור המופק ממנו. אלא שאי-אפשר לקיים פירוש זה, אם גרסת ספרינו נכונה: ""נרות של זהב, שנותנין לתוכן שמן ופתילה"".$</small>"
Rashi on Shabbat 23a:1:1,"143 שבת כג. <b>עששית</b><br>לנפ""א lanpe <b>בית-מנורה של זכוכית</b><br><small>יש מקום לעיין, למה רש""י מתרגם ""עששית"" פעמיים lanpe (כאן ולהלן מס' 171) ושלוש פעמים lanterne (לעיל מס' 20, 65, ולהלן מס' 939) ומה ההבדל בין שני המונחים. ובפרט שגם כאן כמה כתבי-יד והדפוסים גורסים ""לנטירנ""א"".$</small>"
Rashi on Shabbat 23a:5:3,"144 שבת כג. <b>שרף</b><br>גומ""א gome <b>שרף (של אילן)</b><br><small>ראה להלן מס' 357.$</small>"
Rashi on Shabbat 23a:5:4,"145 שבת כג. <b>קטף</b><br>פרוניליי""ר prunelier <b>עץ שזיף-בר</b><br><small>$</small>"
Rashi on Shabbat 26a:3:4,"146 שבת כו. <b>סולמא דצור</b><br>פו""י pui <b>רמה</b><br><small>מלטינית podium: משמש היום בצרפתית בשמות הרים כגון:  Dome  Puy-de.$</small>"
Rashi on Shabbat 28a:1:2,"147 שבת כח. <b>שזורין</b><br>ריטור""ש retors <b>מפותלים</b><br><small>$</small>"
Rashi on Shabbat 29a:5:3,"148 שבת כט. <b>רעפים</b><br>טיולי""ש tiules <b>רעפים</b><br><small>$</small>"
Rashi on Shabbat 29b:1:2,"149 שבת כט: <b>מגוד</b><br>קיביל""א chevile [cheville] <b>יתד, וו, זיז</b><br><small>$</small>"
Rashi on Shabbat 29b:12:6,"150 שבת כט: <b>נר</b><br>קרוישו""ל croisol <b>מנורה</b><br><small>ראה עליל מס' 135. כאן בלי ספק בא רש""י להבדיל בין ""המכבה את הנר"", כלומר את הלהבה, ובין ""כחס על הנר"" כלומר על המנורה, שהוא רוצה למנוע אותה מלהתקלקל.$</small>"
Rashi on Shabbat 30b:3:3,"151 שבת ל: <b>צוות</b><br>שול""ץ solaz <b>שעשוע</b><br><small>ראה לעיל מס' 3.$</small>"
Rashi on Shabbat 31a:1:3,"152 שבת לא. <b>סגלגלות</b><br>בישלונק""ש besloncs <b>מוארכים יתר על המידה</b><br><small>$</small>"
Rashi on Shabbat 32a:2:5,"153 שבת לב. <b>מחטרא</b><br>בטידור""א batedure <b>הכאה</b><br><small>ר' מילונו של לוי (מס' 155).$</small>"
Rashi on Shabbat 32a:8:5,"154 שבת לב. <b>ארנא</b><br>יפרייט""א jafreite <b>ארון</b><br><small>כך קבע בלונדהיים את צורת המלה בצרפתית עתיקה ותרגומה. המלה אינה מופיעה במילונים. מוצאה מההולנדית schaprade, ולפי המקורות, שהביא בלונדהיים בניירותיו, משמעותה המדויקת: ""מעין קיטון הנסגר בשמשה גדולה, שבה מצניעים חפצי-חן"". וראה להלן מס' 155.$</small>"
Rashi on Shabbat 32a:8:5,"155 שבת לב. <b>ארנא</b><br>מישטיי""ר mestier <b>מזנון, קיטון לשמירת דברי-אוכל וכלי-בית</b><br><small>""בלשוננו"", דהיינו בלשון המדוברת במקומו של רש""י, אצל היהודים בלבדם או גם אצל הגויים, בניגוד למלה הקודמת, במס' 154, שהיא סתם צרפתית. בלונדהיים מתרגם בפשטות ""ארון"".$</small>"
Rashi on Shabbat 33a:11:1,"156 שבת לג. <b>תפוח</b><br>שייני""ש seines [ ] <b>מוגלה</b><br><small>לא פענחו בלונדהיים, והוא מתרגמו כך: ""מחלה (הידרוקן?), שבה העור מתנפח על הבשר וביניהם מים נקווים, כך שהמקום הפגוע נעשה רך ודומה לזכוכית"". ""שייני""ש"" (לטינית sanies) היא הגרסה של הדפוסים, אבל גרסת כתבי-היד שונה בהרבה, והיא נקראת בערך פונדו""ש fondus ""נמסים"" (?).$</small>"
Rashi on Shabbat 33a:13:2,"157 שבת לג. <b>אסכרה</b><br>בו""ן מלנ""ט bon malant <b>פצע חמור</b><br><small>ראה לעיל מס' 5.$</small>"
Rashi on Shabbat 35a:3:4,"158 שבת לה. <b>קש</b><br>אישטריי""ם estreim [estraim] <b>קש</b><br><small>ראה לעיל מס' 128.$</small>"
Rashi on Shabbat 35b:3:6,"159 שבת לה: <b>אדאני</b><br>מלו""א malwe [malve] <b>חלמית (צמח בר)</b><br><small>בלונדהיים (פ'. ע' CX) סובר, שבחירת התרגום הלועזי הושפעה מהדמיון עם השם העברי ""מלוח"".$</small>"
Rashi on Shabbat 36a:5:3,"160 שבת לו. <b>המסס</b><br>צינפיי""ל cenpeil <b>המסס, הקיבה השלישית של מעלי-הגירה</b><br><small>במלה, שמשמעותה לפי מקורה הלטיני ""מאה קרומים"", רואים חוקרי הלשון מונח מיוחד לשפת היהודים בצרפת. אך אין למהר ולהסיק מסקנות מכך, שהמלה מצויה רק בכתבי היהודים, כי בזמן ההוא היקפה ותחומיה של ספרות הגויים בצרפתית היו מצומצמים ביותר, ומלה, שאינה מצויה בה, אין זה מוכיח עליה, שלא הייתה קיימת בלשון. לפי גרסאות אחדות בכתבי היד, וגם לפי מקורות חיצוניים, אולי יש לקרוא צינפוי""ל cenfoil, ואז יהיה פירוש המלה ""מאה עלים"".$</small>"
Rashi on Shabbat 36a:5:4,"161 שבת לו. <b>כרס</b><br>פנצ""א pance <b>בטן</b><br><small>כאן בהוראה מיוחדת של החלק הראשון בקיבת מעלי-הגירה.$</small>"
Rashi on Shabbat 36a:5:4,"162 שבת לו. <b>עובי (בית הכוסות)</b><br>דובלו""ן doblon <b>פימה, קפל של שומן</b><br><small>בטעות נדפס הלעז במהדורות המקובלות בלי מרכאות. ר' מילונו של לוי (מס' 490)$</small>"
Rashi on Shabbat 36b:3:3,"163 שבת לו: <b>גבבא</b><br>אישטובל""א estoble <b>קש</b><br><small>ראה לעיל מס' 127.$</small>"
Rashi on Shabbat 37a:10:1,"164 שבת לז. <b>נעורת</b><br>ארישטי""ש arestes <b>פסולת של פשתן</b><br><small>ר' בלונדהיים ב' (ע' 110-108) ומילונו של לוי (מס' 200).$</small>"
Rashi on Shabbat 37b:1:1,"165 שבת לז: <b>מצטמק</b><br>רישטריינ""ט restreint <b>מתכווץ, מצטמצם</b><br><small>$</small>"
Rashi on Shabbat 38a:9:3,"166 שבת לח. <b>עוזררין</b><br>קורמי""ש cormes <b>פירות העוזרר (שיח בר)</b><br><small>ברוב הדפוסים הגרסה ""עוזרד"", אבל מסתבר, שאינה נכונה.$</small>"
Rashi on Shabbat 39a:1:3,"167 שבת לט. <b>קולייס האיספנין</b><br>טונינ""א ronine <b>טוּנה</b><br><small>$</small>"
Rashi on Shabbat 40b:3:3,"168 שבת מ: <b>אלונטית</b><br>טיול""א tewale [tevale] <b>מגבת</b><br><small>$</small>"
Rashi on Shabbat 41b:1:1,"169 שבת מא: <b>מצרף</b><br>שולדי""ר solder <b>לרתך</b><br><small>ראה לעיל מס' 113.$</small>"
Rashi on Shabbat 43a:2:3,"170 שבת מג. <b>ארוכות</b><br>לימונ""ש limons <b>יצולים</b><br><small>מוטות אורך בעגלה, במחרשה וכו'; כאן במיטה של פרקים.$</small>"
Rashi on Shabbat 44a:4:3,"171 שבת מד. <b>עששית</b><br>לנפ""א lanpe <b>בית-מנורה של זכוכית</b><br><small>$</small>"
Rashi on Shabbat 44b:2:1,"172 שבת מד: <b>מוכני</b><br>רוד""א rode <b>אופן, גלגל</b><br><small>חסר בדפוסים, שם ניתן פירוש עברי במקום התרגום הצרפתי.$</small>"
Rashi on Shabbat 45a:4:3,"173 שבת מה. <b>קרמים</b><br>אוברי""ץ ovrez <b>מעשה אורג בעבודות מחט</b><br><small>$</small>"
Rashi on Shabbat 45a:4:4,"174 שבת מה. <b>אפרסקין</b><br>פירשקי""ש persches <b>אפרסקים</b><br><small>אותה מלה כמו בעברית; בצרפתית של היום: peches.$</small>"
Rashi on Shabbat 45a:6:3,"175 שבת מה. <b>חבושין</b><br>קודוינ""ץ codoinz <b>חבושים (פירות)</b><br><small>$</small>"
Rashi on Shabbat 46a:2:1,"176 שבת מו. <b>חידקי</b><br>קרינ""ש crens <b>חריצים</b><br><small>ר' מילונו של לוי (מס' 256).$</small>"
Rashi on Shabbat 47a:7:8,"177 שבת מז <b>קשת</b><br>ארבלישט""א arbaleste <b>בליסטרה</b><br><small>קשת משוכללת, המותקנת על כן, מיתרה מחוזק בדף-עץ ופועלת באמצעות קפיץ. ר' בלונדהיים ב' (ע' 105-103). המלה העברית והמלה הצרפתית מושאלות מאותה מלה לטינית arcuballistra.$</small>"
Rashi on Shabbat 47b:1:1,"178 שבת מז: <b>יתדות</b><br>קוינ""ץ coinz <b>טריזים</b><br><small>$</small>"
Rashi on Shabbat 47b:2:1,"179 שבת מז: <b>גללניתא</b><br>טורנידי""ץ tornediz <b>[מיטה] מסתובבת, מתקפלת</b><br><small>$</small>"
Rashi on Shabbat 48a:5:1,"180 שבת מח. <b>לבדין</b><br>פילטרי""ש feltres <b>לבדים (מצעים של לֶבֶד)</b><br><small>$</small>"
Rashi on Shabbat 48b:10:1,"181 שבת מח: <b>רהיטני</b><br>פליינ""א pleine [plaine] <b>מקצועה</b><br><small>בלונדהיים גורס plaine, וכן המילונים לצרפתית עתיקה של Lacurne de Sainte-Palaye (הנותן דוגמה אחת), של  Gamillscheg ושל Mayer-Lubke, אבל המילון המשוכלל של Tobler-Lommatzsch גורס plane (כפי הנראה בהשאלה ישירה מהלטינית) ונותן דוגמאות הרבה. אחדות מהגרסאות שבכתבי-היד, אפשר לקרוא אותן plane, ואין צורך לייחס אותן להשפעה פרובנסאלית, כדעת בלונדהיים.$</small>"
Rashi on Shabbat 49a:5:1,"182 שבת מט. <b>נעורת</b><br>ארישטי""ש arestes <b>פסולת של פשתן</b><br><small>המלה חסרה בכתבי-היד החשובים, ויש לפקפק, שמא היא הוספה מאוחרת.$</small>"
Rashi on Shabbat.49a.7.1,"183 שבת מט. <b>ינקרו (או: ייקדו)</b><br>פוריי""ר forjier <b>לנקב</b><br><small>מצוי רק בשני כתבי-יד$</small>"
Rashi on Shabbat 49a:7:2,"184 שבת מט. <b>קסדור</b><br>מינישטרי""ל menestrel <b>פקיד, שוטר</b><br><small>$</small>"
Rashi on Shabbat 50a:4:2,"184א שבת נ. <b>הפתק</b><br>ט""ש tas <b>ערֵמה</b><br><small>$</small>"
Rashi on Shabbat 50a:15:3,"185 שבת נ. <b>גרתקון</b><br>אלו""ם alum <b>צָריף (אלום)</b><br><small>מלח גבישי המורכב בעיקר מגפרת האשלגן ומנפרת החמרן, ובימי-הביניים היו משתמשים בו שימושים רבים. ר' בלונדהיים ב' (ע' 82-81).$</small>"
Rashi on Shabbat 50b:5:3,"186 שבת נ: <b>כוספא דיסמין</b><br>סנבק""ו sanbaco <b>שמן ריחני המופק מפסולת של יסמין (=שומשום?)</b><br><small>זו מלה איטלקית; היא מופיעה רק בכתב-יד אחד, וברור, שאינה מפירושו של רש""י, ובפרט שאין רש""י משתמש באות סמ""ך בכתיבת הלעזים.$</small>"
