Index Title,Job
Job 22:22,קַח־נָ֣א מִפִּ֣יו תּוֹרָ֑ה וְשִׂ֥ים אֲ֝מָרָ֗יו בִּלְבָבֶֽךָ׃
Job 22:23,אִם־תָּשׁ֣וּב עַד־שַׁ֭דַּי תִּבָּנֶ֑ה תַּרְחִ֥יק עַ֝וְלָ֗ה מֵאׇהֳלֶֽךָ׃
Job 22:24,וְשִׁית־עַל־עָפָ֥ר בָּ֑צֶר וּכְצ֖וּר נְחָלִ֣ים אוֹפִֽיר׃
Job 22:25,וְהָיָ֣ה שַׁדַּ֣י בְּצָרֶ֑יךָ וְכֶ֖סֶף תּוֹעָפ֣וֹת לָֽךְ׃
Job 22:26,כִּי־אָ֭ז עַל־שַׁדַּ֣י תִּתְעַנָּ֑ג וְתִשָּׂ֖א אֶל־אֱל֣וֹהַּ פָּנֶֽיךָ׃
Job 22:27,תַּעְתִּ֣יר אֵ֭לָיו וְיִשְׁמָעֶ֑ךָּ וּנְדָרֶ֥יךָ תְשַׁלֵּֽם׃
Job 22:28,וְֽתִגְזַר־אֹ֭מֶר וְיָ֣קׇם לָ֑ךְ וְעַל־דְּ֝רָכֶ֗יךָ נָ֣גַהּ אֽוֹר׃
Job 22:29,כִּֽי־הִ֭שְׁפִּילוּ וַתֹּ֣אמֶר גֵּוָ֑ה וְשַׁ֖ח עֵינַ֣יִם יוֹשִֽׁעַ׃
Job 22:30,יְמַלֵּ֥ט אִֽי־נָקִ֑י וְ֝נִמְלַ֗ט בְּבֹ֣ר כַּפֶּֽיךָ׃&nbsp;<span>{פ}</span><br>
Job 23:1,וַיַּ֥עַן אִיּ֗וֹב וַיֹּאמַֽר׃
Job 23:2,גַּם־הַ֭יּוֹם מְרִ֣י שִׂחִ֑י יָ֝דִ֗י כָּבְדָ֥ה עַל־אַנְחָתִֽי׃
Job 23:3,מִֽי־יִתֵּ֣ן יָ֭דַעְתִּי וְאֶמְצָאֵ֑הוּ אָ֝ב֗וֹא עַד־תְּכוּנָתֽוֹ׃
Job 23:4,אֶעֶרְכָ֣ה לְפָנָ֣יו מִשְׁפָּ֑ט וּ֝פִ֗י אֲמַלֵּ֥א תוֹכָחֽוֹת׃
Job 23:5,אֵ֭דְעָה מִלִּ֣ים יַעֲנֵ֑נִי וְ֝אָבִ֗ינָה מַה־יֹּ֥אמַר לִֽי׃
Job 23:6,הַבְּרׇב־כֹּ֭חַ יָרִ֣יב עִמָּדִ֑י לֹ֥א אַךְ־ה֝֗וּא יָשִׂ֥ם בִּֽי׃
Job 23:7,שָׁ֗ם יָ֭שָׁר נוֹכָ֣ח עִמּ֑וֹ וַאֲפַלְּטָ֥ה לָ֝נֶ֗צַח מִשֹּׁפְטִֽי׃
Job 23:8,הֵ֤ן קֶ֣דֶם אֶהֱלֹ֣ךְ וְאֵינֶ֑נּוּ וְ֝אָח֗וֹר וְֽלֹא־אָבִ֥ין לֽוֹ׃
Job 23:9,שְׂמֹ֣אול בַּעֲשֹׂת֣וֹ וְלֹא־אָ֑חַז יַעְטֹ֥ף יָ֝מִ֗ין וְלֹ֣א אֶרְאֶֽה׃
Job 23:10,כִּֽי־יָ֭דַע דֶּ֣רֶךְ עִמָּדִ֑י בְּ֝חָנַ֗נִי כַּזָּהָ֥ב אֵצֵֽא׃
Job 23:11,בַּ֭אֲשֻׁרוֹ אָחֲזָ֣ה רַגְלִ֑י דַּרְכּ֖וֹ שָׁמַ֣רְתִּי וְלֹא־אָֽט׃
Job 23:12,מִצְוַ֣ת שְׂ֭פָתָיו וְלֹ֣א אָמִ֑ישׁ מֵ֝חֻקִּ֗י צָפַ֥נְתִּי אִמְרֵי־פִֽיו׃
Job 23:13,וְה֣וּא בְ֭אֶחָד וּמִ֣י יְשִׁיבֶ֑נּוּ וְנַפְשׁ֖וֹ אִוְּתָ֣ה וַיָּֽעַשׂ׃
Job 23:14,כִּ֭י יַשְׁלִ֣ים חֻקִּ֑י וְכָהֵ֖נָּה רַבּ֣וֹת עִמּֽוֹ׃
Job 23:15,עַל־כֵּ֭ן מִפָּנָ֣יו אֶבָּהֵ֑ל אֶ֝תְבּוֹנֵ֗ן וְאֶפְחַ֥ד מִמֶּֽנּוּ׃
Job 23:16,וְ֭אֵל הֵרַ֣ךְ לִבִּ֑י וְ֝שַׁדַּ֗י הִבְהִילָֽנִי׃
Job 23:17,כִּֽי־לֹ֣א נִ֭צְמַתִּי מִפְּנֵי־חֹ֑שֶׁךְ וּ֝מִפָּנַ֗י כִּסָּה־אֹֽפֶל׃
Job 24:1,"מַדּ֗וּעַ מִ֭שַּׁדַּי לֹא־נִצְפְּנ֣וּ עִתִּ֑ים <span class=""mam-kq-trivial"">וְ֝יֹדְעָ֗ו </span>לֹא־חָ֥זוּ יָמָֽיו׃"
Job 24:2,גְּבֻל֥וֹת יַשִּׂ֑יגוּ עֵ֥דֶר גָּ֝זְל֗וּ וַיִּרְעֽוּ׃
Job 24:3,חֲמ֣וֹר יְתוֹמִ֣ים יִנְהָ֑גוּ יַ֝חְבְּל֗וּ שׁ֣וֹר אַלְמָנָֽה׃
Job 24:4,יַטּ֣וּ אֶבְיֹנִ֣ים מִדָּ֑רֶךְ יַ֥חַד חֻ֝בְּא֗וּ עֲנִיֵּי־אָֽרֶץ׃
Job 24:5,הֵ֤ן פְּרָאִ֨ים&thinsp;<b>׀</b> בַּ֥מִּדְבָּ֗ר יָצְא֣וּ בְּ֭פׇעֳלָם מְשַׁחֲרֵ֣י לַטָּ֑רֶף עֲרָבָ֥ה ל֥וֹ לֶ֝֗חֶם לַנְּעָרִֽים׃
Job 24:6,"בַּ֭שָּׂדֶה בְּלִיל֣וֹ <span class=""mam-kq""><span class=""mam-kq-k"">(יקצירו)</span> <span class=""mam-kq-q"">[יִקְצ֑וֹרוּ]</span></span> וְכֶ֖רֶם רָשָׁ֣ע יְלַקֵּֽשׁוּ׃"
Job 24:7,עָר֣וֹם יָ֭לִינוּ מִבְּלִ֣י לְב֑וּשׁ וְאֵ֥ין כְּ֝ס֗וּת בַּקָּרָֽה׃
Job 24:8,מִזֶּ֣רֶם הָרִ֣ים יִרְטָ֑בוּ וּֽמִבְּלִ֥י מַ֝חְסֶ֗ה חִבְּקוּ־צֽוּר׃
Job 24:9,יִ֭גְזְלוּ מִשֹּׁ֣ד יָת֑וֹם וְֽעַל־עָנִ֥י יַחְבֹּֽלוּ׃
Job 24:10,עָר֣וֹם הִ֭לְּכוּ בְּלִ֣י לְב֑וּשׁ וּ֝רְעֵבִ֗ים נָ֣שְׂאוּ עֹֽמֶר׃
Job 24:11,בֵּין־שׁוּרֹתָ֥ם יַצְהִ֑ירוּ יְקָבִ֥ים דָּ֝רְכ֗וּ וַיִּצְמָֽאוּ׃
Job 24:12,מֵ֘עִ֤יר מְתִ֨ים&thinsp;<b>׀</b> יִנְאָ֗קוּ וְנֶֽפֶשׁ־חֲלָלִ֥ים תְּשַׁוֵּ֑עַ וֶ֝אֱל֗וֹהַּ לֹֽא־יָשִׂ֥ים תִּפְלָֽה׃
Job 24:13,"הֵ֤מָּה&thinsp;<b>׀</b> הָיוּ֮ בְּֽמֹרְדֵ֫י<span class=""mam-implicit-maqaf"">־</span>א֥וֹר לֹא־הִכִּ֥ירוּ דְרָכָ֑יו וְלֹ֥א יָ֝שְׁב֗וּ בִּנְתִיבֹתָֽיו׃"
Job 24:14,לָא֡וֹר יָ֘ק֤וּם רוֹצֵ֗חַ יִֽקְטׇל־עָנִ֥י וְאֶבְי֑וֹן וּ֝בַלַּ֗יְלָה יְהִ֣י כַגַּנָּֽב׃
Job 24:15,וְעֵ֤ין נֹאֵ֨ף&thinsp;<b>׀</b> שָׁ֤מְרָֽה נֶ֣שֶׁף לֵ֭אמֹר לֹא־תְשׁוּרֵ֣נִי עָ֑יִן וְסֵ֖תֶר פָּנִ֣ים יָשִֽׂים׃
Job 24:16,חָתַ֥ר בַּחֹ֗שֶׁךְ בָּ֫תִּ֥ים יוֹמָ֥ם חִתְּמוּ־לָ֗מוֹ לֹא־יָ֥דְעוּ אֽוֹר׃
Job 24:17,כִּ֤י יַחְדָּ֨ו&thinsp;<b>׀</b> בֹּ֣קֶר לָ֣מוֹ צַלְמָ֑וֶת כִּֽי־יַ֝כִּ֗יר בַּלְה֥וֹת צַלְמָֽוֶת׃
Job 24:18,קַל־ה֤וּא&thinsp;<b>׀</b> עַל־פְּנֵי־מַ֗יִם תְּקֻלַּ֣ל חֶלְקָתָ֣ם בָּאָ֑רֶץ לֹא־יִ֝פְנֶ֗ה דֶּ֣רֶךְ כְּרָמִֽים׃
Job 24:19,צִיָּ֤ה גַם־חֹ֗ם יִגְזְל֥וּ מֵֽימֵי־שֶׁ֗לֶג שְׁא֣וֹל חָטָֽאוּ׃
Job 24:20,יִשְׁכָּ֘חֵ֤הוּ רֶ֨חֶם&thinsp;<b>׀</b> מְתָ֘ק֤וֹ רִמָּ֗ה ע֥וֹד לֹֽא־יִזָּכֵ֑ר וַתִּשָּׁבֵ֖ר כָּעֵ֣ץ עַוְלָֽה׃
Job 24:21,רֹעֶ֣ה עֲ֭קָרָה לֹ֣א תֵלֵ֑ד וְ֝אַלְמָנָ֗ה לֹ֣א יְיֵטִֽיב׃
Job 24:22,וּמָשַׁ֣ךְ אַבִּירִ֣ים בְּכֹח֑וֹ יָ֝ק֗וּם וְֽלֹא־יַאֲמִ֥ין בַּֽחַיִּֽין׃
Job 24:23,יִתֶּן־ל֣וֹ לָ֭בֶטַח וְיִשָּׁעֵ֑ן וְ֝עֵינֵ֗יהוּ עַל־דַּרְכֵיהֶֽם׃
Job 24:24,ר֤וֹמּוּ מְּעַ֨ט&thinsp;<b>׀</b> וְֽאֵינֶ֗נּוּ וְֽהֻמְּכ֗וּ כַּכֹּ֥ל יִקָּפְצ֑וּן וּכְרֹ֖אשׁ שִׁבֹּ֣לֶת יִמָּֽלוּ׃
Job 24:25,וְאִם־לֹ֣א אֵ֭פוֹ מִ֣י יַכְזִיבֵ֑נִי וְיָשֵׂ֥ם לְ֝אַ֗ל מִלָּתִֽי׃&nbsp;<span>{פ}</span><br>
Job 25:1,וַ֭יַּעַן בִּלְדַּ֥ד הַשֻּׁחִ֗י וַיֹּאמַֽר׃
Job 25:2,הַמְשֵׁ֣ל וָפַ֣חַד עִמּ֑וֹ עֹשֶׂ֥ה שָׁ֝ל֗וֹם בִּמְרוֹמָֽיו׃
Job 25:3,הֲיֵ֣שׁ מִ֭סְפָּר לִגְדוּדָ֑יו וְעַל־מִ֝֗י לֹא־יָק֥וּם אוֹרֵֽהוּ׃
Job 25:4,וּמַה־יִּצְדַּ֣ק אֱנ֣וֹשׁ עִם־אֵ֑ל וּמַה־יִּ֝זְכֶּ֗ה יְל֣וּד אִשָּֽׁה׃
Job 25:5,הֵ֣ן עַד־יָ֭רֵחַ וְלֹ֣א יַאֲהִ֑יל וְ֝כוֹכָבִ֗ים לֹא־זַכּ֥וּ בְעֵינָֽיו׃
Job 25:6,אַ֭ף כִּֽי־אֱנ֣וֹשׁ רִמָּ֑ה וּבֶן־אָ֝דָ֗ם תּוֹלֵעָֽה׃&nbsp;<span>{פ}</span><br>
Job 26:1,וַיַּ֥עַן אִיּ֗וֹב וַיֹּאמַֽר׃
Job 26:2,מֶה־עָזַ֥רְתָּ לְלֹא־כֹ֑חַ ה֝וֹשַׁ֗עְתָּ זְר֣וֹעַ לֹא־עֹֽז׃
Job 26:3,מַה־יָּ֭עַצְתָּ לְלֹ֣א חׇכְמָ֑ה וְ֝תֻשִׁיָּ֗ה לָרֹ֥ב הוֹדָֽעְתָּ׃
Job 26:4,אֶת־מִ֭י הִגַּ֣דְתָּ מִלִּ֑ין וְנִשְׁמַת־מִ֝֗י יָצְאָ֥ה מִמֶּֽךָּ׃
Job 26:5,הָרְפָאִ֥ים יְחוֹלָ֑לוּ מִתַּ֥חַת מַ֝֗יִם וְשֹׁכְנֵיהֶֽם׃
Job 26:6,עָר֣וֹם שְׁא֣וֹל נֶגְדּ֑וֹ וְאֵ֥ין כְּ֝ס֗וּת לָאֲבַדּֽוֹן׃
Job 26:7,נֹטֶ֣ה צָפ֣וֹן עַל־תֹּ֑הוּ תֹּ֥לֶה אֶ֝֗רֶץ עַל־בְּלִי־מָֽה׃
Job 26:8,צֹרֵֽר־מַ֥יִם בְּעָבָ֑יו וְלֹֽא־נִבְקַ֖ע עָנָ֣ן תַּחְתָּֽם׃
Job 26:9,מְאַחֵ֥ז פְּנֵֽי־כִסֵּ֑ה פַּרְשֵׁ֖ז עָלָ֣יו עֲנָנֽוֹ׃
Job 26:10,חֹֽק־חָ֭ג עַל־פְּנֵי־מָ֑יִם עַד־תַּכְלִ֖ית א֣וֹר עִם־חֹֽשֶׁךְ׃
Job 26:11,עַמּוּדֵ֣י שָׁמַ֣יִם יְרוֹפָ֑פוּ וְ֝יִתְמְה֗וּ מִגַּעֲרָתֽוֹ׃
Job 26:12,"בְּ֭כֹחוֹ רָגַ֣ע הַיָּ֑ם <span class=""mam-kq""><span class=""mam-kq-k"">(ובתובנתו)</span> <span class=""mam-kq-q"">[וּ֝בִתְבוּנָת֗וֹ]</span></span> מָ֣חַץ רָֽהַב׃"
Job 26:13,בְּ֭רוּחוֹ שָׁמַ֣יִם שִׁפְרָ֑ה חֹלְלָ֥ה יָ֝ד֗וֹ נָחָ֥שׁ בָּרִֽחַ׃
Job 26:14,"הֶן־אֵ֤לֶּה&thinsp;<b>׀</b> קְצ֬וֹת דְּרָכָ֗ו וּמַה־שֵּׁ֣מֶץ דָּ֭בָר נִשְׁמַע־בּ֑וֹ וְרַ֥עַם <span class=""mam-kq-trivial"">גְּ֝בוּרֹתָ֗ו </span>מִ֣י יִתְבּוֹנָֽן׃&nbsp;<span>{פ}</span><br>"
Job 27:1,וַיֹּ֣סֶף אִ֭יּוֹב שְׂאֵ֥ת מְשָׁל֗וֹ וַיֹּאמַֽר׃
Job 27:2,חַי־אֵ֭ל הֵסִ֣יר מִשְׁפָּטִ֑י וְ֝שַׁדַּ֗י הֵמַ֥ר נַפְשִֽׁי׃
Job 27:3,כִּי־כׇל־ע֣וֹד נִשְׁמָתִ֣י בִ֑י וְר֖וּחַ אֱל֣וֹהַּ בְּאַפִּֽי׃
Job 27:4,אִם־תְּדַבֵּ֣רְנָה שְׂפָתַ֣י עַוְלָ֑ה וּ֝לְשׁוֹנִ֗י אִם־יֶהְגֶּ֥ה רְמִיָּֽה׃
Job 27:5,חָלִ֣ילָה לִּי֮ אִם־אַצְדִּ֢יק אֶ֫תְכֶ֥ם עַד־אֶגְוָ֑ע לֹֽא־אָסִ֖יר תֻּמָּתִ֣י מִמֶּֽנִּי׃
Job 27:6,בְּצִדְקָתִ֣י הֶ֭חֱזַקְתִּי וְלֹ֣א אַרְפֶּ֑הָ לֹא־יֶחֱרַ֥ף לְ֝בָבִ֗י מִיָּמָֽי׃
Job 27:7,יְהִ֣י כְ֭רָשָׁע אֹ֣יְבִ֑י וּמִתְקוֹמְמִ֥י כְעַוָּֽל׃
Job 27:8,כִּ֤י מַה־תִּקְוַ֣ת חָ֭נֵף כִּ֣י יִבְצָ֑ע כִּ֤י יֵ֖שֶׁל אֱל֣וֹהַּ נַפְשֽׁוֹ׃
Job 27:9,הֲֽ֭צַעֲקָתוֹ יִשְׁמַ֥ע&thinsp;<small>׀</small>&thinsp;אֵ֑ל כִּֽי־תָב֖וֹא עָלָ֣יו צָרָֽה׃
Job 27:10,אִם־עַל־שַׁדַּ֥י יִתְעַנָּ֑ג יִקְרָ֖א אֱל֣וֹהַּ בְּכׇל־עֵֽת׃
Job 27:11,אוֹרֶ֣ה אֶתְכֶ֣ם בְּיַד־אֵ֑ל אֲשֶׁ֥ר עִם־שַׁ֝דַּ֗י לֹ֣א אֲכַחֵֽד׃
Job 27:12,הֵן־אַתֶּ֣ם כֻּלְּכֶ֣ם חֲזִיתֶ֑ם וְלָמָּה־זֶּ֝֗ה הֶ֣בֶל תֶּהְבָּֽלוּ׃
Job 27:13,זֶ֤ה&thinsp;<b>׀</b> חֵלֶק־אָדָ֖ם רָשָׁ֥ע&thinsp;<small>׀</small>&thinsp;עִם־אֵ֑ל וְֽנַחֲלַ֥ת עָ֝רִיצִ֗ים מִשַּׁדַּ֥י יִקָּֽחוּ׃
Job 27:14,אִם־יִרְבּ֣וּ בָנָ֣יו לְמוֹ־חָ֑רֶב וְ֝צֶאֱצָאָ֗יו לֹ֣א יִשְׂבְּעוּ־לָֽחֶם׃
Job 27:15,"<span class=""mam-kq-trivial"">שְׂ֭רִידָו </span>בַּמָּ֣וֶת יִקָּבֵ֑רוּ וְ֝אַלְמְנֹתָ֗יו לֹ֣א תִבְכֶּֽינָה׃"
Job 27:16,אִם־יִצְבֹּ֣ר כֶּעָפָ֣ר כָּ֑סֶף וְ֝כַחֹ֗מֶר יָכִ֥ין מַלְבּֽוּשׁ׃
Job 27:17,יָ֭כִין וְצַדִּ֣יק יִלְבָּ֑שׁ וְ֝כֶ֗סֶף נָקִ֥י יַחֲלֹֽק׃
Job 27:18,בָּנָ֣ה כָעָ֣שׁ בֵּית֑וֹ וּ֝כְסֻכָּ֗ה עָשָׂ֥ה נֹצֵֽר׃
Job 27:19,עָשִׁ֣יר יִ֭שְׁכַּב וְלֹ֣א יֵאָסֵ֑ף עֵינָ֖יו פָּקַ֣ח וְאֵינֶֽנּוּ׃
Job 27:20,תַּשִּׂיגֵ֣הוּ כַ֭מַּיִם בַּלָּה֑וֹת לַ֝֗יְלָה גְּנָבַ֥תּוּ סוּפָֽה׃
Job 27:21,יִשָּׂאֵ֣הוּ קָדִ֣ים וְיֵלַ֑ךְ וִ֝ישָׂעֲרֵ֗הוּ מִמְּקֹמֽוֹ׃
Job 27:22,וְיַשְׁלֵ֣ךְ עָ֭לָיו וְלֹ֣א יַחְמֹ֑ל מִ֝יָּד֗וֹ בָּר֥וֹחַ יִבְרָֽח׃
Job 27:23,יִשְׂפֹּ֣ק עָלֵ֣ימוֹ כַפֵּ֑ימוֹ וְיִשְׁרֹ֥ק עָ֝לָ֗יו מִמְּקֹמֽוֹ׃
Job 28:1,כִּ֤י יֵ֣שׁ לַכֶּ֣סֶף מוֹצָ֑א וּ֝מָק֗וֹם לַזָּהָ֥ב יָזֹֽקּוּ׃
Job 28:2,בַּ֭רְזֶל מֵֽעָפָ֣ר יֻקָּ֑ח וְ֝אֶ֗בֶן יָצ֥וּק נְחוּשָֽׁה׃
Job 28:3,קֵ֤ץ&thinsp;<b>׀</b> שָׂ֤ם לַחֹ֗שֶׁךְ וּֽלְכׇל־תַּ֭כְלִית ה֣וּא חוֹקֵ֑ר אֶ֖בֶן אֹ֣פֶל וְצַלְמָֽוֶת׃
Job 28:4,פָּ֤רַץ נַ֨חַל&thinsp;<b>׀</b> מֵֽעִם־גָּ֗ר הַֽנִּשְׁכָּחִ֥ים מִנִּי־רָ֑גֶל דַּ֖לּוּ מֵאֱנ֣וֹשׁ נָֽעוּ׃
Job 28:5,אֶ֗רֶץ מִמֶּ֥נָּה יֵֽצֵא־לָ֑חֶם וְ֝תַחְתֶּ֗יהָ נֶהְפַּ֥ךְ כְּמוֹ־אֵֽשׁ׃
Job 28:6,מְקוֹם־סַפִּ֥יר אֲבָנֶ֑יהָ וְעַפְרֹ֖ת זָהָ֣ב לֽוֹ׃
Job 28:7,נָ֭תִיב לֹא־יְדָ֣עוֹ עָ֑יִט וְלֹ֥א שְׁ֝זָפַ֗תּוּ עֵ֣ין אַיָּֽה׃
Job 28:8,לֹֽא־הִדְרִיכ֥וּהוּ בְנֵֽי־שָׁ֑חַץ לֹֽא־עָדָ֖ה עָלָ֣יו שָֽׁחַל׃
Job 28:9,בַּ֭חַלָּמִישׁ שָׁלַ֣ח יָד֑וֹ הָפַ֖ךְ מִשֹּׁ֣רֶשׁ הָרִֽים׃
Job 28:10,בַּ֭צּוּרוֹת יְאֹרִ֣ים בִּקֵּ֑עַ וְכׇל־יְ֝קָ֗ר רָאֲתָ֥ה עֵינֽוֹ׃
Job 28:11,מִ֭בְּכִי נְהָר֣וֹת חִבֵּ֑שׁ וְ֝תַעֲלֻמָ֗הּ יֹ֣צִא אֽוֹר׃&nbsp;<span>{פ}</span><br>
Job 28:12,וְֽ֭הַחׇכְמָה מֵאַ֣יִן תִּמָּצֵ֑א וְאֵ֥י זֶ֝֗ה מְק֣וֹם בִּינָֽה׃
Job 28:13,לֹא־יָדַ֣ע אֱנ֣וֹשׁ עֶרְכָּ֑הּ וְלֹ֥א תִ֝מָּצֵ֗א בְּאֶ֣רֶץ הַחַיִּֽים׃
Job 28:14,תְּה֣וֹם אָ֭מַר לֹ֣א בִי־הִ֑יא וְיָ֥ם אָ֝מַ֗ר אֵ֣ין עִמָּדִֽי׃
Job 28:15,לֹֽא־יֻתַּ֣ן סְג֣וֹר תַּחְתֶּ֑יהָ וְלֹ֥א יִ֝שָּׁקֵ֗ל כֶּ֣סֶף מְחִירָֽהּ׃
Job 28:16,לֹֽא־תְ֭סֻלֶּה בְּכֶ֣תֶם אוֹפִ֑יר בְּשֹׁ֖הַם יָקָ֣ר וְסַפִּֽיר׃
Job 28:17,לֹא־יַעַרְכֶ֣נָּה זָ֭הָב וּזְכוֹכִ֑ית וּתְמ֖וּרָתָ֣הּ כְּלִי־פָֽז׃
Job 28:18,רָאמ֣וֹת וְ֭גָבִישׁ לֹ֣א יִזָּכֵ֑ר וּמֶ֥שֶׁךְ חׇ֝כְמָ֗ה מִפְּנִינִֽים׃
Job 28:19,לֹֽא־יַ֭עַרְכֶנָּה פִּטְדַת־כּ֑וּשׁ בְּכֶ֥תֶם טָ֝ה֗וֹר לֹ֣א תְסֻלֶּֽה׃
Job 28:20,וְֽ֭הַחׇכְמָה מֵאַ֣יִן תָּב֑וֹא וְאֵ֥י זֶ֝֗ה מְק֣וֹם בִּינָֽה׃
Job 28:21,וְֽ֭נֶעֶלְמָה מֵעֵינֵ֣י כׇל־חָ֑י וּמֵע֖וֹף הַשָּׁמַ֣יִם נִסְתָּֽרָה׃
Job 28:22,אֲבַדּ֣וֹן וָ֭מָוֶת אָ֣מְר֑וּ בְּ֝אׇזְנֵ֗ינוּ שָׁמַ֥עְנוּ שִׁמְעָֽהּ׃
Job 28:23,אֱ֭לֹהִים הֵבִ֣ין דַּרְכָּ֑הּ וְ֝ה֗וּא יָדַ֥ע אֶת־מְקוֹמָֽהּ׃
Job 28:24,כִּי־ה֭וּא לִקְצוֹת־הָאָ֣רֶץ יַבִּ֑יט תַּ֖חַת כׇּל־הַשָּׁמַ֣יִם יִרְאֶֽה׃
Job 28:25,לַעֲשׂ֣וֹת לָר֣וּחַ מִשְׁקָ֑ל וּ֝מַ֗יִם תִּכֵּ֥ן בְּמִדָּֽה׃
Job 28:26,בַּעֲשֹׂת֣וֹ לַמָּטָ֣ר חֹ֑ק וְ֝דֶ֗רֶךְ לַחֲזִ֥יז קֹלֽוֹת׃
Job 28:27,אָ֣ז רָ֭אָהּ וַֽיְסַפְּרָ֑הּ הֱ֝כִינָ֗הּ וְגַם־חֲקָרָֽהּ׃
Job 28:28,וַיֹּ֤אמֶר&thinsp;<b>׀</b> לָאָדָ֗ם הֵ֤ן יִרְאַ֣ת אֲ֭דֹנָי הִ֣יא חׇכְמָ֑ה וְס֖וּר מֵרָ֣ע בִּינָֽה׃&nbsp;<span>{פ}</span><br>
Job 29:1,וַיֹּ֣סֶף אִ֭יּוֹב שְׂאֵ֥ת מְשָׁל֗וֹ וַיֹּאמַֽר׃
Job 29:2,מִֽי־יִתְּנֵ֥נִי כְיַרְחֵי־קֶ֑דֶם כִּ֝ימֵ֗י אֱל֣וֹהַּ יִשְׁמְרֵֽנִי׃
Job 29:3,בְּהִלּ֣וֹ נֵ֭רוֹ עֲלֵ֣י רֹאשִׁ֑י לְ֝אוֹר֗וֹ אֵ֣לֶךְ חֹֽשֶׁךְ׃
Job 29:4,כַּאֲשֶׁ֣ר הָ֭יִיתִי בִּימֵ֣י חׇרְפִּ֑י בְּס֥וֹד אֱ֝ל֗וֹהַּ עֲלֵ֣י אׇהֳלִֽי׃
Job 29:5,בְּע֣וֹד שַׁ֭דַּי עִמָּדִ֑י סְבִ֖יבוֹתַ֣י נְעָרָֽי׃
Job 29:6,בִּרְחֹ֣ץ הֲלִיכַ֣י בְּחֵמָ֑ה וְצ֥וּר יָצ֥וּק עִ֝מָּדִ֗י פַּלְגֵי־שָֽׁמֶן׃
Job 29:7,בְּצֵ֣אתִי שַׁ֣עַר עֲלֵי־קָ֑רֶת בָּ֝רְח֗וֹב אָכִ֥ין מוֹשָׁבִֽי׃
Job 29:8,רָא֣וּנִי נְעָרִ֣ים וְנֶחְבָּ֑אוּ וִ֝ישִׁישִׁ֗ים קָ֣מוּ עָמָֽדוּ׃
Job 29:9,שָׂ֭רִים עָצְר֣וּ בְמִלִּ֑ים וְ֝כַ֗ף יָשִׂ֥ימוּ לְפִיהֶֽם׃
Job 29:10,קוֹל־נְגִידִ֥ים נֶחְבָּ֑אוּ וּ֝לְשׁוֹנָ֗ם לְחִכָּ֥ם דָּבֵֽקָה׃
Job 29:11,כִּ֤י אֹ֣זֶן שָׁ֭מְעָה וַֽתְּאַשְּׁרֵ֑נִי וְעַ֥יִן רָ֝אֲתָ֗ה וַתְּעִידֵֽנִי׃
Job 29:12,כִּֽי־אֲ֭מַלֵּט עָנִ֣י מְשַׁוֵּ֑עַ וְ֝יָת֗וֹם וְֽלֹא־עֹזֵ֥ר לֽוֹ׃
Job 29:13,בִּרְכַּ֣ת אֹ֭בֵד עָלַ֣י תָּבֹ֑א וְלֵ֖ב אַלְמָנָ֣ה אַרְנִֽן׃
Job 29:14,צֶ֣דֶק לָ֭בַשְׁתִּי וַיִּלְבָּשֵׁ֑נִי כִּמְעִ֥יל וְ֝צָנִ֗יף מִשְׁפָּטִֽי׃
Job 29:15,עֵינַ֣יִם הָ֭יִיתִי לַעִוֵּ֑ר וְרַגְלַ֖יִם לַפִּסֵּ֣חַ אָֽנִי׃
Job 29:16,אָ֣ב אָ֭נֹכִ֥י לָאֶבְיוֹנִ֑ים וְרִ֖ב לֹא־יָדַ֣עְתִּי אֶחְקְרֵֽהוּ׃
Job 29:17,וָ֭אֲשַׁבְּרָה מְתַלְּע֣וֹת עַוָּ֑ל וּ֝מִשִּׁנָּ֗יו אַשְׁלִ֥יךְ טָֽרֶף׃
Job 29:18,וָ֭אֹמַר עִם־קִנִּ֣י אֶגְוָ֑ע וְ֝כַח֗וֹל אַרְבֶּ֥ה יָמִֽים׃
Job 29:19,שׇׁרְשִׁ֣י פָת֣וּחַ אֱלֵי־מָ֑יִם וְ֝טַ֗ל יָלִ֥ין בִּקְצִירִֽי׃
Job 29:20,כְּ֭בוֹדִי חָדָ֣שׁ עִמָּדִ֑י וְ֝קַשְׁתִּ֗י בְּיָדִ֥י תַחֲלִֽיף׃
Job 29:21,לִֽי־שָׁמְע֥וּ וְיִחֵ֑לּוּ וְ֝יִדְּמ֗וּ לְמ֣וֹ עֲצָתִֽי׃
Job 29:22,אַחֲרֵ֣י דְ֭בָרִי לֹ֣א יִשְׁנ֑וּ וְ֝עָלֵ֗ימוֹ תִּטֹּ֥ף מִלָּתִֽי׃
Job 29:23,וְיִחֲל֣וּ כַמָּטָ֣ר לִ֑י וּ֝פִיהֶ֗ם פָּעֲר֥וּ לְמַלְקֽוֹשׁ׃
Job 29:24,אֶשְׂחַ֣ק אֲ֭לֵהֶם לֹ֣א יַאֲמִ֑ינוּ וְא֥וֹר פָּ֝נַ֗י לֹ֣א יַפִּילֽוּן׃
