Index Title,Negaim
Negaim 12:3,"III. W<small>IEVIEL</small> S<small>TEINE MUSS ES HABEN?</small> R. J<small>IŠMA͑ÉL SAGT, VIER;</small> R. A͑<small>QIBA SAGT, ACHT</small>. R. J<small>IŠMA͑ÉL SAGT NÄMLICH, NUR WENN ER SICH IN ZWEI</small> G<small>RAUPENGRÖSSEN AUF ZWEI</small> S<small>TEINEN ODER AUF EINEM</small> S<small>TEINE ZEIGT, UND</small> R. A͑<small>QIBA SAGT, NUR WENN ER SICH IN ZWEI</small> G<small>RAUPENGRÖSSEN AUF ZWEI</small> S<small>TEINEN UND NICHT AUF EINEM</small> S<small>TEINE ZEIGT</small>. R. E<small>LEA͑ZAR B</small>. R. Š<small>IMO͑N SAGT, NUR WENN ER SICH IN ZWEI</small> G<small>RAUPENGRÖSSEN AUF ZWEI</small> S<small>TEINEN AN ZWEI</small> W<small>ÄNDEN IN EINEM</small> W<small>INKEL ZEIGT; ZWEI</small> G<small>RAUPENGRÖSSEN LANG UND EINE</small> G<small>RAUPENGRÖSSE BREIT</small>."
Negaim 12:4,"IV. H<small>OLZ SOVIEL, UM ES UNTER DIE</small> O<small>BERSCHWELLE ZU LEGEN;</small> R. J<small>EHUDA SAGT, UM DARAUS EINE</small> V<small>ERSCHALUNG FÜR DIE</small> A<small>USSENSEITE DER</small> O<small>BERSCHWELLE</small><sup>4</sup><i class=""footnote"">fn1414,Sodaß die Tür, wenn sie zugemacht wird, sich unter dieser befindet u. nicht vorsteht.</i> <small>MACHEN ZU KÖNNEN</small>. E<small>RDE SOVIEL, UM SIE ZWISCHEN EINEM</small> H<small>ALBSTEINE UND DEM ANDEREN TUN ZU KÖNNEN</small>. D<small>IE</small> W<small>ÄNDE EINER</small> K<small>RIPPE UND DIE</small> W<small>ÄNDE EINES</small> V<small>ERSCHLAGES</small><sup>5</sup><i class=""footnote"">fn1415,Einer leichten Scheidewand, durch die der Raum, geteilt wird; nach anderer Erklärung der Gartenzaun.</i> <small>WERDEN NICHT DURCH DEN</small> A<small>USSATZ UNREIN</small>. [E<small>IN</small> H<small>AUS</small>] <small>IN</small> J<small>ERUŠALEM UND AUSSERHALB DES</small> L<small>ANDES WIRD DURCH DEN</small> A<small>USSATZ NICHT UNREIN</small>."
Negaim 12:5,"V. W<small>IE ERFOLGT DIE</small> B<small>ESICHTIGUNG DES</small> H<small>AUSES</small>? <sup>6</sup><i class=""footnote"">fn1416,Lev. 14,35.</i><i>Es komme der, dem das Haus gehört, und spreche zum Priester also: Wie ein Aussatz hat sich mir am Hause gezeigt.</i> S<small>ELBST WENN ER</small> S<small>CHRIFTGELEHRTER IST UND WEISS, DASS ES SICHER EIN</small> A<small>USSATZ IST, DARF ER NICHT ENTSCHEIDEND SAGEN: EIN</small> A<small>USSATZ HAT SICH MIR AM</small> H<small>AUSE GEZEIGT, SONDERN: WIE EIN</small> A<small>USSATZ HAT SICH MIR AM</small> H<small>AUSE GEZEIGT</small>. <sup>7</sup><i class=""footnote"">fn1417,Ib. V. 36.</i><i>Dann befehle der Priester, und man räume das Haus aus, bevor der Priester den Aussatz besichtigen kommt, damit nicht alles unrein werde, was im Hause ist, und nachher</i><sup>8</sup><i class=""footnote"">fn1418,<span dir=""rtl"">כך</span> in der Erstausgabe ist Druckfehler. In manchen Texten fehlt die 2. Hälfte des angezogenen Schriftverses, da die folgende Auslegung sich nur auf die 1. Hälfte bezieht.</i><i> komme der Priester, das Haus zu besichtigen.</i> S<small>ELBST</small> H<small>OLZBÜNDEL UND</small> R<small>OHRBÜNDEL – SO</small> R. J<small>EHUDA</small>. R. Š<small>IMO͑N SAGT:</small> D<small>IES WÄRE EINE</small> B<small>ESCHÄFTIGUNG FÜR</small> M<small>ÜSSIGGÄNGER</small><sup>9</sup><i class=""footnote"">fn1419,Diese werden nicht unrein, auch wenn sie darin bleiben.</i>. R. M<small>EÍR SPRACH:</small> W<small>AS KANN IHM DA UNREIN WERDEN: MEINST DU ETWA SEINE</small> H<small>OLZGERÄTE, SEINE</small> K<small>LEIDER UND SEINE</small> M<small>ETALLGERÄTE, SO KANN ER SIE JA UNTERTAUCHEN, UND SIE WERDEN REIN</small>!? D<small>IE</small> T<small>ORA SCHONTE VIELMEHR SEIN</small> T<small>ONGEFÄSS, SEIN</small> K<small>RÜGLEIN UND SEIN</small> T<small>ROPFFLÄSCHCHEN</small><sup>10</sup><i class=""footnote"">fn1420,Die durch das Untertauchen nicht rein werden u. daher zu zerbrechen sind; cf. Lev. 15,12.</i>. W<small>ENN NUN DIE</small> T<small>ORA SEINEN MINDERWERTIGEN</small> B<small>ESITZ SO SEHR GESCHONT HAT, UM WIEVIEL MEHR SEINEN WERTVOLLEN</small> B<small>ESITZ</small>. U<small>ND WENN SO SEHR SEINEN</small> B<small>ESITZ, UM WIEVIEL MEHR DAS</small> L<small>EBEN SEINER</small> S<small>ÖHNE UND SEINER</small> T<small>ÖCHTER</small>. U<small>ND WENN SO SEHR DAS EINES</small> S<small>ÜNDERS</small><sup>11</sup><i class=""footnote"">fn1421,Der Aussatz ist eine Strafe für manche Sünden; Ar. Fol. 16a.</i>, <small>UM WIEVIEL MEHR DAS EINES</small> G<small>ERECHTEN</small>."
Negaim 12:6,"VI. E<small>R</small><sup>12</sup><i class=""footnote"">fn1422,Der untersuchende Priester.</i><small>DARF NICHT NACH</small> H<small>AUSE GEHEN UND ES ABSCHLISSEN</small><sup>13</sup><i class=""footnote"">fn1423,Durch einen anderen abschließen lassen.</i>, <small>AUCH NICHT IM</small> H<small>AUSE, IN DEM DER</small> A<small>USSATZ IST</small>, [<small>BLEIBEN</small>] <small>UND ES ABSCHLISSEN</small><sup>14</sup><i class=""footnote"">fn1424,Und es nachher verlassen.</i>, <small>VIELMEHR STEHE ER AN DER</small> T<small>ÜR DES</small> H<small>AUSES, IN DEM DER</small> A<small>USSATZ IST, UND SCHLIESSE ES AB, DENN ES HEISST</small> :<sup>15</sup><i class=""footnote"">fn1425,Lev. 14,38.</i><i>und der Priester gehe aus dem Hause zur Tür des Hauses und schließe das Haus auf sieben Tage ab.</i> A<small>M</small> E<small>NDE DER</small> W<small>OCHE KOMME ER WIEDER UND SCHAUE NACH, OB</small> [<small>DER</small> A<small>USSATZ</small>] <small>ZUGENOMMEN HAT</small>.<sup>16</sup><i class=""footnote"">fn1426,Ib. VV, 40 u. 42.</i><i>Und der Priester befehle, und man reiße die Steine heraus, an denen der Schaden, und werfe sie außerhalb der Stadt an einen unreinen Ort. Sodann nehme man andere Steine, und bringe sie anstelle der Steine, und er nehme andere Erde und überstreiche das Haus.</i> M<small>AN DARF NICHT</small> S<small>TEINE VON DER EINEN</small> S<small>TELLE NEHMEN UND AN EINE ANDERE</small> S<small>TELLE HINTUN, NICHT</small> E<small>RDE VON DER EINEN</small> S<small>TELLE NEHMEN UND AN EINE ANDERE</small> S<small>TELLE HINTUN, UND</small> K<small>ALK AUS KEINER</small> S<small>TELLE</small>. M<small>AN DARF NICHT EINEN STATT ZWEI ODER ZWEI STATT EINES NEHMEN, VIELMEHR NEHME MAN ZWEI STATT ZWEI, STATT DREI ODER STATT VIER</small>. H<small>IERAUS FOLGERND SAGTEN SIE:</small> W<small>EHE DEM</small> F<small>REVLER UND WEHE SEINEM</small> N<small>ACHBAR</small><sup>17</sup><i class=""footnote"">fn1427,Ist es eine gemeinsame Wand zwischen 2 Häusern, so muß sich auch der Nachbar mit dem Ausreißen der Steine befassen.</i>. B<small>EIDE MÜSSEN</small> [<small>DIE</small> S<small>TEINE</small>] <small>HERAUSREISSEN, BEIDE MÜSSEN</small> [<small>DIE</small> E<small>RDE</small>] <small>ABKRATZEN, UND BEIDE MÜSSEN</small> [<small>ANDERE</small>] S<small>TEINE HOLEN;</small> E<small>RDE ABER BRINGE DIESER ALLEIN, DENN ES HEISST:</small> <i>und nehme andere Erde und überstreiche das Haus</i>; <small>SEIN</small> N<small>ACHBAR BRAUCHT SICH NICHT MIT IHM BEIM</small> B<small>ESTREICHEN ZU BEFASSEN</small>."
Negaim 12:7,"VII. A<small>M</small> E<small>NDE DER</small> W<small>OCHE KOMME ER WIEDER UND SCHAUE NACH, OB ER WIEDERGEKEHRT IST</small>.<sup>18</sup><i class=""footnote"">fn1428,Lev. 14,45.</i><i>Und er reiße das Haus nieder, seine Steine, sein Holz und die ganze Erde des Hauses, und bringe es außerhalb der Stadt an einen unreinen Ort</i>. D<small>IE</small> Z<small>UNAHME</small> [<small>GILT ALS SOLCHE</small>], <small>WENN ANSCHLIESSEND, BEI JEDER</small> G<small>RÖSSE, WENN ENTFERNT, BEI</small> G<small>RAUPENGRÖSSE, UND BEIM</small> (<small>AN</small> H<small>ÄUSERN</small>) <small>WIEDERKEHRENDEN, BEI ZWEI</small> G<small>RAUPENGRÖSSEN</small>."
Negaim 13:1,"<b>E</b>S <small>GIBT ZEHN</small> [F<small>ÄLLE VON</small>] H<small>ÄUSER</small>[<small>AUSSATZ</small>]. I<small>ST ER IN DER ERSTEN</small> [W<small>OCHE</small>] <small>BLASSER GEWORDEN ODER GESCHWUNDEN, SO SCHÄLE MAN IHN HERUNTER, UND ER IST REIN</small>. I<small>ST ER IN DER ZWEITEN BLASSER GEWORDEN ODER GESCHWUNDEN, SO SCHÄLE MAN IHN HERUNTER, UND ER BENÖTIGT DER</small> V<small>ÖGEL</small><sup>1</sup><i class=""footnote"">fn1429,Der Darbringung solcher zur Entsündung; cf. Lev. 14,49.</i>. H<small>AT ER IN DER ERSTEN</small> [W<small>OCHE</small>] <small>ZUGENOMMEN, SO REISSE MAN</small> [<small>DIE</small> S<small>TEINE</small>] <small>HERAUS, KRATZE AB UND ÜBERSTREICHE SIE</small><sup>2</sup><i class=""footnote"">fn1430,Die neu eingesetzten Steine.</i>, <small>UND MAN GEWÄHRE IHM NOCH EINE</small> W<small>OCHE</small>. K<small>EHRT ER WIEDER, SO IST</small> [<small>DAS</small> H<small>AUS</small>] <small>NIEDERZUREISSEN, UND KEHRT ER NICHT WIEDER, SO BENÖTIGT ER DER</small> V<small>ÖGEL</small>. I<small>ST ER IN DER ERSTEN</small> [W<small>OCHE</small>] <small>UNVERÄNDERT GEBLIEBEN UND HAT IN DER ZWEITEN ZUGENOMMEN, SO REISSE MAN</small> [<small>DIE</small> S<small>TEINE</small>] <small>HERAUS</small>, <small>KRATZE AB UND ÜBERSTREICHE SIE</small><sup>2</sup><i class=""footnote"">fn1430,Die neu eingesetzten Steine.</i>, <small>UND MAN GEWÄHRE IHM NOCH EINE</small> W<small>OCHE</small>. K<small>EHRT ER WIEDER, SO IST</small> [<small>DAS</small> H<small>AUS</small>] <small>NIEDERZUREISSEN, UND KEHRT ER NICHT WIEDER, SO BENÖTIGT ER DER</small> V<small>ÖGEL</small>. I<small>ST ER IN DER EINEN UND DER ANDEREN UNVERÄNDERT GEBLIEBEN. SO REISSE MAN</small> [<small>DIE</small> S<small>TEINE</small>] <small>HERAUS, KRATZE AB UND ÜBERSTREICHE SIE</small><sup>2</sup><i class=""footnote"">fn1430,Die neu eingesetzten Steine.</i>, <small>UND MAN GEWÄHRE IHM NOCH EINE</small> W<small>OCHE</small>. K<small>EHRT ER WIEDER, SO IST</small> [<small>DAS</small> H<small>AUS</small>] <small>NIEDERZUREISSEN, UND KEHRT ER NICHT WIEDER, SO BENÖTIGT ER DER</small> V<small>ÖGEL</small>. Z<small>EIGT SICH DER</small> A<small>USSATZ WIEDER, BEVOR</small> [<small>DAS</small> H<small>AUS</small>] <small>DURCH DIE</small> V<small>ÖGEL GEREINIGT WORDEN IST, SO IST ES NIEDERZUREISSEN, UND ZEIGT SICH DER</small> A<small>USSATZ WIEDER, NACHDEM ES DURCH DIE</small> V<small>ÖGEL GEREINIGT WORDEN IST, SO IST ER WIE ANFÄNGLICH ZU BEHANDELN</small>."
Negaim 13:2,"II. E<small>INEN</small> E<small>CKSTEIN</small><sup>3</sup><i class=""footnote"">fn1431,Der 2 Wände verbindet; gemeint ist ein großer Stein, der über 2 Wände von 2 Häusern reicht.</i> <small>REISSE MAN, WENN MAN IHN HERAUSREISST, VOLLSTÄNDIG HERAUS; REISST MAN ABER</small> [<small>DAS</small> H<small>AUS</small>] <small>NIEDER, SO REISSE MAN SEINES NIEDER UND LASSE DAS SEINES</small> N<small>ÄCHSTEN</small>. E<small>S ERGIBT SICH ALSO, DASS ES BEIM</small> H<small>ERAUSREISSEN STRENGER IST ALS BEIM</small> N<small>IEDERREISSEN</small>. R. E<small>LIE͑ZER SAGTE:</small> I<small>ST EIN</small> H<small>AUS</small><sup>4</sup><i class=""footnote"">fn1432,Dh. die Wand zwischen zwei Häusern.</i> <small>AUS</small> H<small>AUPT- UND</small> Z<small>WISCHENSCHICHTEN</small><sup>5</sup><i class=""footnote"">fn1433,Eine Schicht über die ganze Dicke der Wand durchgehender Steine u. eine Schicht kleinerer, bis zur Mitte der Wanddicke reichender Steine.</i> <small>GEBAUT, SO NEHME ER, WENN</small> [<small>DER</small> A<small>USSATZ</small>] <small>SICH IN DER</small> H<small>AUPTSCHICHT ZEIGT, DEN GANZEN</small> [S<small>TEIN</small>] <small>HERAUS, UND WENN IN DER</small> Z<small>WISCHENSCHICHT, NUR SEINEN HERAUS UND LASSE DEN SEINES</small> N<small>ÄCHSTEN</small>."
Negaim 13:3,"III. B<small>EFINDET SICH ÜBER DEM</small> H<small>AUSE, IN DEM EIN</small> A<small>USSATZ SICH ZEIGT, EIN</small> S<small>ÖLLER, SO LASSE MAN DAS</small> G<small>EBÄLK</small><sup>6</sup><i class=""footnote"">fn1434,Das als Decke für das Haus u. als Fußboden für den Söller dient.</i> <small>ZUM</small> S<small>ÖLLER, UND ZEIGT ER SICH IM</small> S<small>ÖLLER, SO LASSE MAN DAS</small> G<small>EBÄLK ZUM</small> H<small>AUSE</small>. B<small>EFINDET SICH DARÜBER KEIN</small> S<small>ÖLLER, SO SIND SEINE</small> S<small>TEINE, SEIN</small> H<small>OLZ UND SEINE</small> E<small>RDE MIT NIEDERZUREISSEN, DIE</small> R<small>AHMEN</small><sup>7</sup><i class=""footnote"">fn1435,Der Türen u. Fenster, die fest eingeklemmt, aber nicht eingebaut sind.</i> <small>ABER UND DIE</small> F<small>ENSTERGITTER BLEIBEN GESCHÜTZT</small>. R. J<small>EHUDA SAGT, DER</small> R<small>AHMEN, DER DARÜBER EINGEBAUT</small><sup>8</sup><i class=""footnote"">fn1436,Über den Wänden, auf dem das Dach ruht.</i> <small>IST, SEI MIT NIEDERZUREISSEN</small>. S<small>EINE</small> S<small>TEINE, SEIN</small> H<small>OLZ UND SEINE</small> E<small>RDE VERUNREINIGEN IN</small> O<small>LIVENGRÖSSE</small>. R. E<small>LIE͑ZER</small> Ḥ<small>ISMA SAGT, IN JEDER</small> G<small>RÖSSE</small>."
Negaim 13:4,"IV. D<small>AS ABGESCHLOSSENE</small> H<small>AUS VERUNREINIGT VON INNEN, UND DAS POSITIV UNREINE VON INNEN UND VON AUSSEN; DAS EINE UND DAS ANDERE VER- UNREINIGEN BEIM</small> H<small>INEINKOMMEN</small>."
Negaim 13:5,"V. W<small>ENN MAN</small> [S<small>TEINE</small>] <small>VON EINEM ABGESCHLOSSENEN</small> [H<small>AUSE</small>] <small>IN EIN REINES HINEINGEBAUT HAT UND DER</small> A<small>USSATZ SICH WIEDER IM</small> H<small>AUSE ZEIGT, SO REISSE MAN DIE</small> S<small>TEINE</small><sup>9</sup><i class=""footnote"">fn1437,Sie werden mit unrein.</i> <small>HERAUS; ZEIGT ER SICH WIEDER AN DEN</small> S<small>TEI- NEN, SO IST DAS ERSTE</small> H<small>AUS NIEDERZUREISSEN UND DIE</small> S<small>TEINE DIENEN DEM ZWEITEN</small> H<small>AUSE BEI DEN</small> [A<small>USSATZ</small>]<small>ZEICHEN</small><sup>10</sup><i class=""footnote"">fn1438,Das 2. Haus ist aussätzig u. abzuschließen u. bei der Zunahme wie jedes aussätzige Haus niederzureißen.</i>."
Negaim 13:6,"VI. W<small>ENN EIN</small> H<small>AUS EIN AUSSÄTZIGES</small> H<small>AUS ÜBERDACHT</small><sup>11</sup><i class=""footnote"">fn1439,Wenn das Dach über ein aussätziges ragt od. letzteres sich im ersteren befindet.</i><small>UND EBENSO, WENN EIN</small> B<small>AUM EIN AUSSÄTZIGES</small> H<small>AUS ÜBERDACHT, SO IST, WER IN DAS ÄUSSERE HINEINGEHT, REIN –SO</small> R. E<small>LEA͑ZAR B</small>. A͑<small>ZARJA</small>. R. E<small>LEA͑ZAR SPRACH:</small> W<small>ENN SOGAR EIN</small> S<small>TEIN DAVON BEIM</small> H<small>INEINKOMMEN</small><sup>12</sup><i class=""footnote"">fn1440,Ein Stein von einem aussätzigen Hause macht alles unrein, was sich mit ihm in einem Raume befindet.</i><small>UNREIN MACHT, WIE SOLLTE ES SELBER NICHT BEIM</small> H<small>INEINKOMMEN UNREIN MACHEN</small>!?"
Negaim 13:7,"VII. W<small>ENN UNTER EINEM</small> B<small>AUME EIN</small> U<small>NREINER</small><sup>13</sup><i class=""footnote"">fn1441,Ein Aussatzbehafteter.</i><small>STEHT UND EIN</small> R<small>EINER VORÜBERGEHT, SO IST ER UNREIN; WENN UNTER EINEM</small> B<small>AUME EIN</small> R<small>EINER STEHT UND EIN</small> U<small>NREINER VORÜBERGEHT, SO IST ER REIN; BLEIBT ER STEHEN, SO IST ER UNREIN</small>. D<small>ESGLEICHEN IST ER BEI EINEM AUSSÄTZIGEN</small> S<small>TEINE</small><sup>14</sup><i class=""footnote"">fn1442,Den jemand unter dem Baume vorüberträgt.</i> <small>REIN, UND WENN ER IHN HINLEGT, UNREIN</small>."
Negaim 13:8,"VIII. I<small>ST EIN</small> R<small>EINER MIT DEM</small> K<small>OPFE UND DER GRÖSSEREN</small> H<small>ÄLFTE SEINES</small> K<small>ÖRPERS IN EIN UNREINES</small> H<small>AUS HINEINGEKOMMEN, SO IST ER UNREIN, UND IST EIN</small> U<small>NREINER MIT DEM</small> K<small>OPFE UND DER GRÖSSEREN</small> H<small>ÄLFTE SEINES</small> K<small>ÖRPERS IN EIN REINES</small> H<small>AUS HINEINGEKOMMEN, SO HAT ER ES UNREIN GEMACHT</small>. H<small>AT MAN</small> [<small>EIN</small> S<small>TÜCK</small>] <small>VON DREI ZU DREI</small> [F<small>INGERBREITEN</small>] <small>VON EINEM REINEN</small> M<small>ANTEL IN EIN UNREINES</small> H<small>AUS HINEINGEBRACHT, SO IST ES UNREIN, UND HAT MAN VON EINEM UNREINEN AUCH NUR EIN OLIVENGROSSES</small> S<small>TÜCK IN EIN REINES</small> H<small>AUS HINEINGEBRACHT, SO HAT ES DIESES UNREIN GEMACHT</small>."
Negaim 13:9,"IX. G<small>EHT JEMAND IN EIN AUSSÄTZIGES</small> H<small>AUS HINEIN MIT DEN</small> K<small>LEIDERN AUF DER</small> S<small>CHULTER UND DEN</small> S<small>ANDALEN UND DEN</small> R<small>INGEN IN DEN</small> H<small>ÄNDEN, SO SIND ER UND DIESE SOFORT UNREIN; HAT ER ABER DIE</small> K<small>LEIDER AN, DIE</small> S<small>ANDALEN AN DEN</small> F<small>ÜSSEN UND DIE</small> R<small>INGE AN DEN</small> F<small>INGERN, SO IST ER SOFORT UNREIN, DIESE ABER SIND SOLANGE REIN, BIS ER DA GEWEILT HAT, ALS MAN EIN</small> P<small>ERAS ESSEN KANN</small>, W<small>EIZENBROT UND NICHT</small> G<small>ERSTENBROT, ANGELEHNT UND MIT</small> Z<small>UKOST GEGESSEN</small><sup>15</sup><i class=""footnote"">fn1443,In Ruhe u. schmackhaft; nicht überstürzt u. nicht zu langsam, wie dies beim schlechten Brote ohne Zukost der Fall ist.</i>."
Negaim 13:10,"X. W<small>ENN ER DRINNEN STEHT UND DIE</small> H<small>AND MIT DEN</small> R<small>INGEN DARAN NACH AUSSEN HINAUSSTRECKT, SO SIND SIE. WENN ER DA SOLANGE GEWEILT HAT</small>, <small>ALS MAN EIN</small> P<small>ERAS ESSEN KANN, UNREIN</small>. W<small>ENN ER DRAUSSEN STEHT UND DIE</small> H<small>AND MIT DEN</small> R<small>INGEN DARAN INNEN HINEINSTECKT, SO SIND SIE NACH</small> R. J<small>EHUDA SOFORT UNREIN, UND WIE DIE</small> W<small>EISEN SAGEN, ERST WENN, ER SOLANGE GEWEILT HAT, ALS MAN EIN</small> P<small>ERAS ESSEN KANN</small>. S<small>IE SPRACHEN ZU</small> R. J<small>EHUDA:</small> W<small>ENN ER IN DEM</small> F<small>ALLE, WENN SEIN GANZER</small> K<small>ÖRPER UNREIN WIRD, DAS, WAS ER ANHAT, ERST DANN UNREIN MACHT, WENN ER DA SOLANGE GEWEILT HAT, ALS MAN EIN</small> P<small>ERAS ESSEN KANN, WIE SOLLTE ER, WENN NICHT SEIN GANZER</small> K<small>ÖRPER UNREIN WIRD, DAS, WAS ER ANHAT, NICHT ERST DANN UNREIN MACHEN, WENN ER SOLANGE GEWEILT HAT, ALS MAN EIN</small> P<small>ERAS ESSEN KANN!?</small>"
Negaim 13:11,"XI. I<small>ST EIN</small> A<small>USSÄTZIGER IN EIN</small> H<small>AUS EINGETRETEN, SO SIND ALLE DARIN BEFINDLICHEN</small> G<small>ERÄTE UNREIN, SOGAR BIS ZU DEN</small> B<small>ALKEN</small>. R. Š<small>IMO͑N SAGT</small>, <small>BIS</small> [<small>ZUR</small> H<small>ÖHE VON</small>] <small>VIER</small> E<small>LLEN</small>. D<small>IE</small> G<small>ERATE SIND SOFORT UNREIN</small>. R. J<small>EHUDA SAGT, ERST WENN ER SOLANGE GEWEILT HAT, ALS MAN EINE</small> L<small>AMPE ANZÜNDEN KANN</small>."
Negaim 13:12,"XII. G<small>EHT ER</small><sup>13</sup><i class=""footnote"">fn1441,Ein Aussatzbehafteter.</i><small>IN EIN</small> B<small>ETHAUS, SO MACHE MAN FÜR IHN EINE</small> S<small>CHEIDEWAND ZEHN</small> H<small>ANDBREITEN HOCH UND VIER</small> E<small>LLEN BREIT; ER GEHE ALS ERSTER HINEIN UND ALS LETZTER HINAUS</small>. A<small>LLES, WAS MIT FESTSCHLIESSENDEM</small> D<small>ECKEL IM</small> T<small>OTENZELTE SCHÜTZT</small><sup>16</sup><i class=""footnote"">fn1444,Vor Leichenunreinheit; cf. Kel. X,l.</i>, <small>SCHÜTZT MIT FESTSCHLIESSENDEM</small> D<small>ECKEL IM AUSSÄTZIGEN</small> H<small>AUSE, UND ALLES, WAS ZUGEDECKT IM</small> T<small>OTENZELTE SCHÜTZT</small><sup>17</sup><i class=""footnote"">fn1445,Cf. Ah. VI,6.</i>, <small>SCHÜTZT ZUGEDECKT IM AUSSÄTZIGEN</small> H<small>AUSE</small> –<small>SO</small> R. M<small>EÍR</small>. R. J<small>OSE SAGT, ALLES, WAS MIT FESTSCHLIESSENDEM</small> D<small>ECKEL IM</small> T<small>OTENZELTE SCHÜTZT</small>, <small>SCHÜTZE ZUGEDECKT IM AUSSÄTZIGEN</small> H<small>AUSE, UND ALLES, WAS ZUGEDECKT IM</small> T<small>OTENZELTE SCHÜTZT, SEI IM AUSSÄTZIGEN</small> H<small>AUSE AUCH OFFEN REIN</small>."
Negaim 14:1,"<b>W</b>IE <small>ERFOLGTE DIE</small> R<small>EINIGUNG DES</small> A<small>USSÄTZIGEN?</small> M<small>AN HOLTE EINE NEUE IRDENE</small> S<small>CHALE UND TAT DARIN EIN</small> V<small>IERTELLOG</small> Q<small>UELLWASSER, SODANN HOLTE MAN ZWEI IN</small> F<small>REIHEIT LEBENDE</small> V<small>ÖGEL</small>, <small>UND ER SCHLACHTETE DEN EINEN ÜBER DEM</small> T<small>ONGEFÄSSE UND DEM</small> Q<small>UELLWASSER, MACHTE EINE</small> G<small>RUBE UND BEGRUB IHN VOR IHM</small><sup>1</sup><i class=""footnote"">fn1446,Dein Aussätzigen.</i>. H<small>IERAUF NAHM ER</small> Z<small>EDERNHOLZ</small>. Y<small>SOP UND KARMESINROTE</small> W<small>OLLE, BAND SIE ZUSAMMEN MIT DEM</small> E<small>NDE DES</small> W<small>OLLSTREIFENS, LEGTE SIE AN DIE</small> F<small>LÜGELSPITZEN UND DIE</small> S<small>CHWANZSPITZE DES ANDEREN, TAUCHTE EIN UND SPRENGTE SIEBENMAL AUF DIE</small> R<small>ÜCKSEITE DER</small> H<small>AND DES</small> A<small>USSÄTZIGEN; MANCHE SAGEN, AUF SEINE</small> S<small>TIRN</small>. E<small>BENSO SPRENGTE ER AUF DIE</small> O<small>BERSCHWELLE DES</small> [<small>AUSSÄTZIGEN</small>] H<small>AUSES</small><sup>2</sup><i class=""footnote"">fn1447,Bei der Reinigung desselben (cf. Lev. 14,49ff.); die Oberschwello beim Hause entspricht der Stirn beim Menschen.</i> <small>VON AUSSEN</small>."
Negaim 14:2,"II. D<small>ANN GING ER DARAN, DEN LEBENDEN</small> V<small>OGEL FLIEGEN ZU LASSEN; ER WANDTE DAS</small> G<small>ESICHT NICHT ZUM</small> M<small>EERE, NICHT ZUR</small> S<small>TADT UND NICHT ZUR</small> W<small>ÜSTE</small><sup>3</sup><i class=""footnote"">fn1448,Wenn solche vor der Stadt Ligen.</i>, <small>DENN ES HEISST:</small> <sup>4</sup><i class=""footnote"">fn1449,Lev. 14,53.</i><i>und er lasse den lebendigen Vogel aus der Stadt hinaus auf das freie Feld</i>. D<small>ANN GING ER DARAN, DEN</small> A<small>USSÄTZIGEN ZU SCHEREN; ER FÜHRTE DAS</small> S<small>CHERMESSER ÜBER SEINEN GANZEN</small> K<small>ÖRPER, UND DIESER WUSCH SEINE</small> K<small>LEIDER UND NAHM EIN</small> T<small>AUCHBAD</small>. E<small>R WAR DANN REIN UND VERUNREINIGTE NICHT MEHR DURCH</small> H<small>INEINGEHEN, SONDERN</small> (<small>VERUNREINIGTE</small>) <small>NUR NOCH WIE EIN</small> K<small>RIECHTIER</small><sup>5</sup><i class=""footnote"">fn1450,Das nur durch Berühren bis zum Abend unrein macht.</i>; <small>ER DURFTE AUCH INNERHALB DER</small> S<small>TADTMAUER HINEINGEHEN, WAR ABER NOCH SIEBEN</small> T<small>AGE VON SEINEM</small> H<small>AUSE VERWIESEN, UND DER</small> G<small>ESCHLECHTSVERKEHR WAR IHM VERBOTEN</small>."
Negaim 14:3,"III. A<small>M SIEBENTEN</small> T<small>AGE ERFOLGTE DAS ZWEITE</small> H<small>AARSCHEREN GLEICH DEM ERSTEN</small> H<small>AARSCHEREN, UND ER WUSCH SEINE</small> K<small>LEIDER UND NAHM EIN</small> T<small>AUCHBAD</small>. E<small>R WAR DANN REIN UND VERUNREINIGTE AUCH NICHT MEHR WIE EIN</small> K<small>RIECHTIER, UND ALS AM SELBEN</small> T<small>AGE</small> U<small>NTERGETAUCHTER DURFTE ER DEN</small> Z<small>EHNTEN ESSEN</small>. N<small>ACHDEM DIE</small> S<small>ONNE UNTERGEGANGEN WAR, DURFTE ER</small> H<small>EBE ESSEN, UND NACHDEM ER</small><sup>6</sup><i class=""footnote"">fn1451,Am darauf folgenden 8. Tage.</i> <small>SEIN</small> S<small>ÜHNOPFER DARGEBRACHT HATTE, DURFTE ER AUCH</small> H<small>EILIGES ESSEN</small>. E<small>S ERGIBT SICH ALSO, DASS ES BEIM</small> A<small>USSÄTZIGEN DREI</small> R<small>EINHEITSGRADE GIBT, UND DESGLEICHEN DREI</small> R<small>EINHEITSGRADE BEI DER</small> W<small>ÖCHNERIN</small><sup>7</sup><i class=""footnote"">fn1452,Und ebenso beim Flußbehafteten; ci. Ker. 8b.</i>."
