entry,suspected string
"<entry id=""E02930""><head-word>בָּלַע. – בְּלַע</head-word><pos>פ״י,</pos><senses>
<sense>
<number>1) </number><definition>
 הוריד האוכל אל הקרב</definition><notes> 
to absorb, to swallow | 
<italic>
verschlingen, verschlucken, einsaugen
</italic>
 חול׳ ע״א ע״א׃ טומאה בלועה; ירוש׳ ר״ה א׳ נ״ו ע״ב׃ חשבון מרובה בולע.
 
</notes></sense><sense>
<number>2) </number><definition>
 נלקה</definition><notes> 
to recieve blows | 
<italic>
geschlagen werden
</italic>
 מנח׳ ז׳
 ע״א׃ קולפא טאבי בלע.
</notes></sense></senses>
<binyan><binyan-name>נִבְלַע נפ׳</binyan-name><senses><sense><definition>נעלם</definition><notes> 
to be absorbed, to disappear | 
<italic>
verschwinden
</italic>
 ב״ר צ״ד׃ בלע שנבלע ממני.</notes></sense></senses>
</binyan>
<binyan><binyan-name>הַבְלֵעַ הפ׳</binyan-name><senses><sense><definition>גרם שלא תהיה מציאות הדבר ניכרת</definition><notes> 
to make absorb, to sell in a lump | 
<italic>
unsichtbar werden lassen
</italic>
 ב״מ ס״ד ע״א׃ הגוזל את חבירו והבליע לו בחשבון.</notes></sense></senses></binyan>
<binyan><binyan-name>הוּבְלַע</binyan-name> <senses><sense><definition>הָפעל, כנ״ל. ירוש׳ עיר׳ ד׳ כ״א ע״ד׃ עיירות המובלעות.</definition></sense></senses>
</binyan>
<binyan><binyan-name>הִתְבַּלֵעַ התפ׳</binyan-name><senses><sense><definition>עי׳ <bold>
נִבְלַע.
</bold>
 ירוש׳ ברכ׳ ח׳ י״א ד׳׃ אם בא אדם לספר גבורותיו של הקב״ה מתבלע מן העולם.</definition></sense></senses></binyan>
</entry>

",נִבְלַע
"<entry id=""E02986""><head-word>בְּנָא, בְּנֵי</head-word><pos>פ״י,</pos><senses><sense><definition>עשה בנין</definition><notes> 
to build | 
<italic>
bauen
</italic>
 תרג׳ בראש׳ ד׳ י״ז׃ (ויהי בונה עיר) בני קרתא.</notes></sense></senses>
<binyan><binyan-name>אִתְבְּנֵי</binyan-name> <senses><sense><definition>את׳, נבנה כמקדם</definition><notes> 
to be rebuilt | 
<italic>
wiedererbaut werden
</italic>
 ירוש׳ ברכ׳ ב׳ ה׳ ע״א׃ אמר לה רחיצה אנן דברגליה חריב וברגליה מתבניי.</notes></sense></senses></binyan>
</entry>

",אִתְבְּנֵי
"<entry id=""E02992""><head-word>בִּינָה</head-word><binyan><binyan-name>פיעל,</binyan-name><senses><sense><definition>ערך בנין העיר במדה</definition><notes> 
to plan a city | 
<italic>
einen Bauplan entwerfen
</italic>
 שמו״ר כ״ג׃ ומבנים אותה (את ירושלים).</notes></sense></senses>
</binyan>
<binyan>
<binyan-name>נִתְבַּנֶּה נתפ׳</binyan-name><senses><sense><definition>נתאזרח, נחשב ליליד הארץ</definition><notes> 
to be naturglized | 
<italic>
als Bürger aufgenommen werden
</italic>
 פסיק״ר מ״ג׃ נתבנו בישראל.</notes></sense></senses></binyan>
</entry>

",נִתְבַּנֶּה
"<entry id=""E03058""><head-word>בֻּסַּם</head-word><senses><sense><definition>פועל, מתוקן בבשמים</definition><notes>
 
parfumed | 
<italic>
parfümiert
</italic>
 
תוס׳ ברכ׳ ו׳ ה׳׃ לפי שאין שבח לת״ח שיצא מבוסם.</notes></sense></senses>
<binyan><binyan-name>הִתְבַּסֵּם</binyan-name>

 <pos>הת׳</pos> <senses>
<sense>
<number>1) </number><definition>
 התקין עצמו בבשמים</definition><notes> 
to perfume o. s. | 
<italic>
sich parfümieren
</italic>
 יומא 
ל״ח ע״א׃ שלא יאמרו ממעשה הקטורת מתבסמין.
 
</notes></sense><sense>
<number>2) </number><definition>
 נעשה רך, נעים</definition><notes> 
to grow better | 
<italic>
wohlgelaunt werden
</italic>
 ב״ר ס״ז׃ נתבסמה דעתו עליו.
 
</notes></sense><sense>
<number>3) </number><definition>
 שתה והחל לשכר</definition><notes> 
to feel the wine | 
<italic>
angeheitert sein
</italic>
 
קוה״ר י״א ט׳ (שמח בחור)׃ אכל ושתה ונסבסם.
</notes></sense></senses></binyan></entry>

",הִתְבַּסֵּם
"<entry id=""E03060""><head-word>בְּסַם</head-word><binyan><binyan-name>פַעל,</binyan-name><pos>פ״י, כנ״ל</pos> <senses>
<sense>
<number>1) </number><definition>
 בַּסֵם  המתיק, שִמח
</definition><notes>
to sweeten, to delight | 
<italic>
lieblich machen, erfreuen
</italic>
 סוכה נ״א ע״א׃ לבסימי קלא; תרג׳ תהל׳ קי״ט קכ״ב (ערוב עבדך לטוב)׃ בסים עבדך לטבא.
 
</notes></sense><sense>
<number>2) </number><definition>
 חנט</definition><notes> 
to embalm | 
<italic>
einbalsamieren
</italic>
 תרג׳ ירוש׳ ברא׳ נ׳ ב׳ (ויחנטו הרופאים)׃ לבסמא.
</notes></sense></senses></binyan>
<binyan><binyan-name>אִיתְבַּסֵם</binyan-name>

 <pos>את׳</pos> <senses>
<sense>
<number>1) </number><definition>
 היה מתוק</definition><notes> 
to be sweet | 
<italic>
süss sein
</italic>
 תרג׳ איוב כ״א כ׳ (מתקו רמה)׃ אתבסימה לרחשא.
 
</notes></sense><sense>
<number>2) </number><definition>
 היה חנוט</definition><notes> 
to be enbalmed | 
<italic>
einbalsamiert werden
</italic>
 
תרג׳ ברא׳ נ׳ ג׳׃ אתבסם.
 
</notes></sense><sense>
<number>3) </number><definition>
 הטיב לבו ביין</definition><notes>
 
to be cheerful | 
<italic>
sich belustigen
</italic>
 
מגי׳ ז׳ ע״ב׃ מיחייב אינש לבסומי (= לאיבסומי) בפוריא.
</notes></sense></senses></binyan></entry>

",אִיתְבַּסֵם
"<entry id=""E03064""><head-word>בִּיסֵס</head-word><pos>פ״י,</pos><senses><sense><definition>העמיד על יסוד חזק</definition><notes>
 
to establish firmly | 
<italic>
fest gründen
</italic>
 
שהש״ר א׳ ט׳׃ ומי ביסס העולם אנכי וכו׳.</notes></sense></senses>
<binyan><binyan-name>נִסְבַּסֵּס</binyan-name> <senses><sense><definition>נת׳ עמד על יסוד חזק</definition><notes>
 
to rest safely | 
<italic>
fest ruhen
</italic>
 
במדבר י״ב׃ כיון שנעשה המשכן מיד נסבסס העולם.
</notes></sense></senses></binyan>
</entry>
",נִסְבַּסֵּס
"<entry id=""E03106""><head-word>בַּעֵט, בַּעֵיט</head-word><senses><sense><definition>פעל, דרך ענבים</definition><notes>
 
to tread (grapes) | 
<italic>
Trauben treten
</italic>
 
תרג׳ איכה א׳ ט״ו׃ מבעיט.</notes></sense></senses>
<binyan><binyan-name>אִתְבְּעֵיט אתפ׳</binyan-name><senses><sense><definition>היה נרמס</definition><notes>
 
to be trodden | 
<italic>
getreten werden
</italic>
 
תרג׳ ישעי׳ ס״ג ג׳ (פורה דרכתי)׃ כביעוט דמתבעיט.</notes></sense></senses></binyan>
</entry>

",אִתְבְּעֵיט
"<entry id=""E03109""><head-word>בְּעֵי</head-word>

 <senses>
<sense>
<number>1) </number><definition>
 <pos>פ״י,</pos> שאל</definition><notes>
 
to inquire, to ask | 
<italic>
fragen
</italic>
 
ברכ׳ ב׳ ע״א׃ ובעי לה מבעיא; ב״ק 
ל״ג ע״א׃ בעא מיניה רבא מר׳ נחמן.
 
</notes></sense><sense>
<number>2) </number><definition>
 התפלל, בקש רחמים</definition><notes>
 
to pray, to ask for mercy | 
<italic>
beten, flehen
</italic>
 
ברכ׳ ח׳ ע״א׃ לבעי אינש רחמי.
 
</notes></sense><sense>
<number>3) </number><definition>
 <pos>פ״ע,</pos> היה צריך, מצא חפץ בדבר</definition><notes>
 
to desire, to require, to want | 
<italic>
benötigen, erfordern, wünschen
</italic>
 
פסח׳ ט׳ ע״א׃ ובעי בדיקה; כתוב׳ ל״ט ע״ב׃ לא בעינא לך; ב״ק ק״ב ע״ב׃ לא יקרייכו בעינא וכו׳.
</notes></sense></senses>
<binyan><binyan-name>אִתְבְּעִי אתפ׳</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 נתבקש</definition><notes>
 
to be searched for | 
<italic>
gesucht werden
</italic>
 
תרג׳ ירמ׳ נ׳ כ׳ (יבֻקש את עון ישראל)׃ ותבעון ית חובי ישראל.
 
</notes></sense><sense>
<number>2) </number><definition>
 נבהל ללכת
</definition><notes>
to be hurried | 
<italic>
zur Eile gedrängt werden
</italic>
 שמואל א׳ כ׳ כ״ו (נחפזללכת)׃ מתבעי למיזל.
</notes></sense></senses>
</binyan>
<binyan><binyan-name>אִיבָּעֵי</binyan-name> 

 <pos>את׳,</pos> <senses>
<sense>
<number>1) </number><definition>
 נשאל</definition><notes> 
to be asked | 
<italic>
gefragt werden
</italic>
 פסחי׳ ד׳ ע״ב׃ איבעיא להו.
 
</notes></sense><sense>
<number>2) </number><definition>
 צריך להיות</definition><notes> 
it ought to | 
<italic>
sein müssen, sollen
</italic>
 שם ז׳ ע״ב׃ יצא בו מיבעי ליה; ב״ק כ״א ע״ב׃ איבעי ליה לאסוקי דעתא.
</notes></sense></senses>
</binyan>
<binyan><binyan-name>לא מִיבָּעְיָא … אֶלָא אַפִילוּ</binyan-name> <senses><sense><definition>לא זה בלבד … אלא אף</definition><notes> 
not only … but | 
<italic>
nicht nur … sondern auch
</italic>
 פסח׳ ד׳ ע״ב׃ לא מבעיא… אלא…</notes></sense></senses></binyan>
</entry>

",אִתְבְּעִי
"<entry id=""E03126""><head-word>בַּעֵל</head-word><senses><sense><definition>כנ״ל. תרג׳ רות א׳ י״ב׃ מבעלא לגבה. פַעל</definition></sense></senses>
<binyan><binyan-name>אִבְּעֲלָא</binyan-name><senses><sense><definition> אתפ׳ יומא י״ט ע״ב׃ ואבעול כמא בתולתא בנהרדעה.
 
בַּעַל·– ז׳, אדמה עמוקה ששותה מי גשמים</definition><notes> 
ground sufficiently watered by rain | 
<italic>
Boden, der keiner künstlichen Bewässerung bedarf
</italic>
 שביעי׳ פ״ב מ״ט׃ הבצלים וכו׳ ושל בעל שמנע מהם שתי עונות.</notes></sense></senses></binyan>
</entry>

",פַעל
"<entry id=""E03151""><head-word>בְּעַע</head-word><binyan><binyan-name>אפ׳,</binyan-name><pos>פ״ע,</pos><senses><sense><definition>אַבַּע  מיהר</definition><notes> 
to hurry | 
<italic>
eilen
</italic>
 תרג׳ מ״א כ״ב ט׳ (מהרה מיכיהו)׃ תבע מיכה.</notes></sense></senses>
</binyan>
<binyan><binyan-name>אִתַּבַּע אתפ׳,</binyan-name><senses><sense><definition>נחפז, בהול</definition><notes> 
to be in a hurry, to be anxious | 
<italic>
eilig, ängstlich sein
</italic>
 תרג׳ מ״ב ז׳ ט״ו (בחפזם)׃ באתבעותהון; תרג׳ ש״ב ד׳ ד׳ (ויהי בחפזה לנוס)׃ באתבעיותה.</notes></sense></senses></binyan>
</entry>

",אִתַּבַּע
"<entry id=""E03154C""><head-word>בָּעַר</head-word><senses><sense><definition>·– פיו״ע, נִתְבָּעֵר נת׳, נפל תחת חובת הבעור</definition><notes> 
to must be cleared | 
<italic>
der Räumungspflicht unterliegen
</italic>
 שביעי׳ פ״ז מ״ב׃ היה אפשר לבער דמיהן מתבערין בשביעית.
 
הוּבְעָר הָפ׳ נדלק עוד הפעם 
to be rekindled | 
<italic>
wieder angezündet werden
</italic>
 שבת ל״ז ע״ב׃ כיון דהובערה הדרא וכו׳.</notes></sense></senses>
</entry>

",הוּבְעָר
"<entry id=""E03156""><head-word>בַּעֵר</head-word><senses><sense><definition>הצית אש פַעל,</definition><notes>to enkindle | 
<italic>
Feuer machen
</italic>
 תרג׳ שמו׳ ל״ה ג׳ (לא תבערו)׃ לא תבערין.</notes></sense></senses>
<binyan><binyan-name>אַבְעֵר אפ׳</binyan-name><senses><sense><definition>כנ״ל. תרג׳ ויקרא ו׳ ה׳ (ובער עליה)׃ ויבער עלה.</definition></sense></senses></binyan>
</entry>

",אַבְעֵר
"<entry id=""E03160""><head-word>בָּעַת</head-word><binyan><binyan-name>הפ׳,</binyan-name><pos>פ״י,</pos><senses><sense><definition><bold>
הִבְעִית
</bold>
 
 הפחיד</definition><notes> 
to frighten | 
<italic>
schrecken
</italic>

יומא נ״ג ע״ב׃ שלא להבעית את ישראל.</notes></sense></senses>
</binyan>
<binyan><binyan-name>הִתְבָּעֵת התפ׳,</binyan-name><senses><sense><definition>היה נדכא מפני פחד</definition><notes> 
to be exited | 
<italic>
erschrecken
</italic>

ירוש׳ שבת ו׳ ח׳ ע״ב׃ שהוא מתבעת.</notes></sense></senses></binyan>
</entry>

",הִתְבָּעֵת
"<entry id=""E03163""><head-word>בַּעֵת, בַּעֵית</head-word> <binyan><binyan-name>אִתְבְּעֵית. אִבְּעֵית</binyan-name> <senses><sense><definition>פַעל, אתפ׳, הפחיד</definition> <notes>to frighten | 
<italic>
schrecken
</italic>
 נדה ס״ו ע״א׃ זיל בעתה.
 

 נבהל 
to be afraid, to be in hurry | 
<italic>
Angst haben, Eile haben
</italic>
 תרג׳ ש״א כ״א ב׳ (ויחרד אחימלך)׃ ואתבעית אחימלך; מגי׳ ג׳ ע״א׃ האי מאן דמיבעית; כתוב׳ ק״ו ע״א׃ הוה מיבעית ליה בעותי.</notes></sense></senses></binyan>
</entry>

",אִבְּעֵית
"<entry id=""E03167""><head-word>בְּצָא</head-word><pos>פ״י,</pos><senses><sense><definition>חפש ובדק</definition><notes> 
to search | 
<italic>
suchen
</italic>

תרג׳ משלי ב׳ ד׳ (וכמטמונים תחפשנה)׃ היך סימתא תצביה (צ״ל תבציה).</notes></sense></senses>
<binyan><binyan-name>אִתְבְּצֵי, אִיבְּצֵי אתפ׳,</binyan-name><senses><sense><definition>נחפש, נחקר</definition><notes> 
to be searched | 
<italic>
untersucht werden
</italic>

שם כ״ח י״ב׃ (ובקום רשעים יחפש אדם)׃ מבצי בר נשא.</notes></sense></senses></binyan>
</entry>

","אִתְבְּצֵי,"
"<entry id=""E03181""><head-word>בְּצַל</head-word><pos>פ״י,</pos><senses><sense><definition>בקע, חלק והפריד</definition><notes> 
to split, to branch off | 
<italic>
spalten, abzweigen
</italic>

קוה״ר י״ב ז׳׃ על אם הדרך – אם דבצל.</notes></sense></senses>
<binyan><binyan-name>אִיבְצִיל אתפ׳,</binyan-name><senses><sense><definition>נעבה כבצל
</definition><notes>
to grow bulbous | 
<italic>
knollig werden
</italic>

עיר׳ כ״ט ע״ב׃ איבציל זירתא.
 
בָּצָל·– בְּנֵי בְצָלִים
 ז״ר, בצלים קטנים 
centralspouts of onions | 
<italic>
kleine Zwiebeln, die sich an den grossen bilden
</italic>

עוקצ׳ פ״ב מ״ח׃ עלי הבצלים ובני בצלים.</notes></sense></senses>
</binyan>
<binyan><binyan-name>עֲלֵי בְצָלִים</binyan-name>
 
<pos>ז״ר,</pos> <senses>
<sense>
<number>1) </number><definition>
 קליפות הבצל
</definition><notes>
leaves of onions | 
<italic>
Zwiebelschalen
</italic>
 
שם, שם.
 
</notes></sense><sense>
<number>2) </number><definition>
 שם לוָי
</definition><notes>
a man’s (nick-) name | 
<italic>
männlicher (Spott)-Name
</italic>
 
ירוש׳ חגיג׳ ב׳ ע״ז ע״ב׃ מרים כת עלי בצלים.
</notes></sense></senses></binyan></entry>

",אִיבְצִיל
"<entry id=""E03190B""><head-word>בָּצַר</head-word> <senses><sense><definition>·–  נִבְצַר</definition></sense>
<sense>
<number>1) </number><definition>
 נקטף (ענבים)</definition><notes> 
to be cut | 
<italic>
abgeschnitten werden
</italic>
 גיט׳ ל״ט ע״א׃ ענבים העומדות ליבצר.
 
</notes></sense><sense>
<number>2) </number><definition>
 נתמעט</definition><notes> 
to be dimnished | 
<italic>
verringert werden
</italic>
 שמו״ר ל׳׃ הגיע עונתן (של הגוים) ליבצר.
 
בִּצֵּר, בִּיצֵר  </notes></sense><sense>
<number>1) </number><definition>
 חיזק</definition><notes> 
to fortify, to surround | 
<italic>
umwallen, befestigen
</italic>
 ירוש׳ שבוע׳ ח׳ ל״ח ע״ב׃ אמר ר׳ לעזר הדא דתימר בגג שאינו מבוצר וכו׳.

 
</notes></sense><sense>
<number>2) </number><definition>
 החליש</definition><notes> 
to diminish | 
<italic>
verringern
</italic>
 מדרש רבה דברי׳ א׳׃ עיר מצור זו רומי יכו׳ שמצירה ומבצרה לישראל
 
</notes></sense><sense>
<number>3) </number><definition>
 עומד באמצע</definition><notes> 
being in the midst | 
<italic>
in der Mitte stehen
</italic>
 נגע׳ פ״א מ״ה׃׃ מבוצרת ונעשה מן הצד.
</notes></sense></senses>
<binyan><binyan-name>נִתְבַּצֵר נתפ׳,</binyan-name><senses><sense><definition>נקבע</definition><notes> 
to be set apart | 
<italic>
abgesondert werden
</italic>
 במד״ר י״ח׃ מקום נתבצר להם בגהינם.</notes></sense></senses></binyan>
</entry>
","בִּצֵּר,"
"<entry id=""E03192A""><head-word>בַּצֵּר</head-word><senses><sense><definition>פַעל, הקטין, הפחית
to cut off, to diminish, to deduct | 
<italic>
abschneiden, verringern, abziehen
</italic>
 מנח׳ ל״ז ע״ב׃ האי מאן דבצריה לגלימיה; ע״ז ט׳ ע״ב׃ ונבצר מנייהו ארבעים ושמונה.
 
בֶּצֶר·– ז׳, מקור הפרנסה 
means of support | 
<italic>
Unterhalt
</italic>
 שמו״ר מ׳ סוף׃ אמר הקב״ה אני הוא בצרכן אל תניחו בצרכן ולא בצרן של אבותיכם.</definition></sense></senses>
</entry>

",בֶּצֶר·–
"<entry id=""E03201""><head-word>בָּקִי, בָּקִיא</head-word><pos>ת׳,</pos><senses><sense><definition>מומחא, יודע ענין היטיב</definition><notes> 
expert, versed, familiar | 
<italic>
erfahren, vertraut
</italic>
 קיד׳ י׳ ע״ב׃ בקי בחדרי תורה; תוס׳ נז׳ר ה׳ א׳׃ נמת׳ לו אל תבוז לו בקיא הוא ביהושע בן ממל; ר״ה ל״ד ע״ב׃ כשם שמוציא את שאינו בקי כך מוציא את 
הבקי.
 
בִּקְּיָא, בִּקְּייָא נ׳, מין תבואה 
vetch | 
<italic>
Wicke
</italic>
 תוס׳ מעשר׳ ג׳׃ בקיא; ירוש׳ חלה ד׳ ס׳ ע״ב׃ בקייא.</notes></sense></senses>
</entry>

","בִּקְּיָא,"
