Index Title,"Shulchan Arukh, Yoreh De'ah"
"Shulchan Arukh, Yoreh De'ah 14:2","הוציא ידו והחזירה (פי' קודם שחיטה) מה שיצא מהאבר לחוץ אסור; אבל מה שנשאר ממנו בפנים ומקום חתך מותר; לא החזירה קודם שחיטה גם מקום החתך אסור אבל מה שבפנים מותר אפילו הוא מיעוטו. הגה: וכל זה לא איירי אלא לענין שיהא ניתר בשחיטת אמו כשאר עובר הנמצא בה ~[ב] אבל אם ילדה אותה הבהמה אח""כ גם האבר שיצא והחזירו שרי דשחיטת עצמו מתיר הכל. (כך העלה הב""י ור""י ן' חביב וכל בו בשם י""א וכן הוכיח מהרש""ל פרק המקשה סי' א' וכן משמעות הפוסקים והוא פשוט)."
"Shulchan Arukh, Yoreh De'ah 14:3",אם יצא רוב העובר הרי הוא כילוד ואם יצא חציו ברוב אבר או שיצא ~[ג] רובו במיעוט אבר הרי הוא כילוד.
"Shulchan Arukh, Yoreh De'ah 14:4",הוציא אבר א' והחזירו וחזר והוציא אבר אחר והחזירו עד שהשלים לרוב המיעוט שלא יצא מותר; ~[ד] ואם חתך כל אבר ואבר בשעה שהוציא אותו גם המיעוט שנשאר בפנים אסור.
"Shulchan Arukh, Yoreh De'ah 14:5",עובר שהוציא אבר ונאסר האבר ואחר כך נשחטה האם והוציאו העובר והרי היא נקבה החלב שלה אסור לשתותו הואיל והוא בא מכלל האברים ויש בה אבר א' אסור ~[ה] והרי זה כחלב טרפה שנתערב בחלב כשרה.
"Shulchan Arukh, Yoreh De'ah 14:6","המושיט ידו למעי הבהמה וחתך מן הטחול ומן הכליות וכיוצא בהן והניח החתיכות בתוך מעיה ואח""כ שחטה הרי אותן החתיכות אסורות משום אבר מן החי ואע""פ שהוא בתוך מעיה; אבל אם חתך מן העובר שבמעיה ולא הוציאו ואח""כ שחטה הרי חתיכת העובר או אברו מותר הואיל ולא יצא (רמב""ם דין ט’). הגה: יד ואם שחט עובר ~[ו] במעי אמו לא מקרי שחיטה. (ר""ן ובעיא פ' בהמה המקשה ולא איפשטא)."
"Shulchan Arukh, Yoreh De'ah 15:1",אפרוח כל זמן שלא יצא לאויר העולם אסור; ולאחר שיצא לאויר העולם מותר מיד.
"Shulchan Arukh, Yoreh De'ah 15:2",בהמה שילדה אם ידוע שכלו לו חדשיו דהיינו ט' חדשים לגסה וה' לדקה מותר מיד ביום שנולד ולא חיישינן ~[א] שמא נתרסקו (פי' נכתשו ונכתתו) אבריו מחבלי הלידה; ~[ב] ואם אין ידוע שכלו לו חדשיו אסור משום ספק נפל עד תחלת ליל שמיני.
"Shulchan Arukh, Yoreh De'ah 15:3","~[ג] אין סומכין על עובד כוכבים בגדיים קטנים הנקחים ממנו ואומר שהם בני ח' ימים (תשובת רשב""א סי' רמ""ג)."
"Shulchan Arukh, Yoreh De'ah 16:1","אסור לשחוט אותו ואת בנו (ויקרא ביום א' לא שנא האם ואחר כך הבן או הבת ל""ש הבן או הבת ואח""כ האם."
"Shulchan Arukh, Yoreh De'ah 16:2",איסור אותו ואת בנו נוהג בנקבות שזה בנה ודאי; ואם נודע ודאי שזה הוא אביו אין שוחטין שניהם ביום אחד ואם שחט אינו לוקה ~[א] שהדבר ספק אם נוהג בזכרים או אינו נוהג.
"Shulchan Arukh, Yoreh De'ah 16:3","עבר ושחט אותו ואת בנו ביום א' מותר לאכלם; ויש מי שאוסר (~[ב] בו ביום לאכול האחרון) (הרא""ש והר""ן)."
"Shulchan Arukh, Yoreh De'ah 16:4",יום אחד האמור באותו ואת בנו היום הולך אחר הלילה. כיצד הרי ששחט ראשון בתחלת ליל ד' לא ישחוט השני עד תחלת ליל ה'; ואם שחט האחד בסוף יום ד' קודם בין השמשות שוחט הב' בתחלת ליל ה'; ואם שחט הא' בין השמשות של ליל ה' לא ישחוט השני עד ליל ו' ואם שחט ביום ה' אינו לוקה.
"Shulchan Arukh, Yoreh De'ah 16:5",אם הוא כרוך אחריה חזקה שהיא אמו. אבל מן הספק אין חוששין) (טור).
"Shulchan Arukh, Yoreh De'ah 16:6","הלוקח בהמה אינו חושש שמא נשחטה אמה או בנה היום אבל על המוכר להזהיר הלוקח ולהודיעו אם שחט האם או הבן היום או אם מכרה לאחר לשחטה היום; ואם הוא באחד מן ד' זמנים שדרך שכל מי שקונה בהמה ששוחטה מיד והם: ערב פסח; וערב עצרת; וערב ר""ה; וערב יום טוב האחרון של חג צריך להודיעו שמכר היום האם או הבת; ואם לא הודיעו שמכר שוחט ואינו חושש בין קנה מישראל בין קנה מעובד כוכבים ואם נודע לו אח""כ שנשחטה אמה או בתה היום הוי מקח טעות; ודוקא שמוכר שניהם ביום אחד אבל אם מכר האם או הבת ביום שלפניו אין צריך להודיעו; ואם מכר האחד לחתן והשני לכלה אפי' אם מוכר בשני ימים צריך להודיעו שודאי שניהם שוחטין ביום אחד. שנים שלקחו אותו ואת בנו ביום אחד הלוקח תחלה ישחוט ולא השני; במה דברים אמורים כשלקחום שניהם מאדם א' שמיד כשמכר לראשון לא היה יכול לשחוט את שנשאר בידו שהלוקח לקח על מנת לשחוט מיד (ולכן גם הלוקח ממנו אסור לשחוט שלא יכול למכור לו רק זכות שבידו) (טור); אבל אם לקחום משנים שניהם שוים יד וכל מי שישחוט תחלה זריז ונשכר."
"Shulchan Arukh, Yoreh De'ah 16:7",אין איסור אותו ואת בנו אלא בבהמה טהורה בלבד שנאמר: ושור או שה אותו ואת בנו לא תשחטו ביום אחד (ויקרא ונוהג בכלאים הבא ממין כבש וממין עז.
"Shulchan Arukh, Yoreh De'ah 16:8",צבי שבא על העז וילדה ושחט העז ובנה לוקה; אבל העז שבא על הצביה אסור לשחוט אותה ואת בנה ואם שחט אינו לוקה; ~[ג] היתה בת הצביה הזאת נקבה וילדה בן ושחט את הנקבה בת הצביה ואת בנה לוקה.
"Shulchan Arukh, Yoreh De'ah 16:9",אין איסור אותו ואת בנו אלא בשחיטה בלבד שנאמר: לא תשחטו (ויקרא אבל אם ניחר (פי' ענין הנחירה הוא שתוחב הסכין בנחיריו וחותך) את הראשון או נתנבלה בידו מותר לשחוט השני; לפיכך חרש שוטה וקטן ששחטו את הראשון בינם לבין עצמם מותר לשחוט השני אחריהם לפי שרוב מעשיהם מקולקלים. הגה: ואם אחרים רואין ששוחטין כראוי אסור לשחוט אחריהם (טור) כן נראה לי.
"Shulchan Arukh, Yoreh De'ah 16:10",מותר לשחוט את המעוברת עובר ירך אמו הוא; ואם יצא העובר חי אחר שחיטת אמו והפריס על גבי קרקע אין שוחטין אותו ביום אחד ואם שחט אינו לוקה.
"Shulchan Arukh, Yoreh De'ah 16:11",עובד כוכבים שמכר שתי בהמות ואחר כך אמר מסיח לפי תומו שהן אותו ואת בנו אינו נאמן במה שאמר לאחר שמכרם ויצאו מתחת ידו; ומיהו אי מהימן ליה אסור.
"Shulchan Arukh, Yoreh De'ah 16:12",בהמה שנשחטה אמה או בתה היום ונתערבה באחרות וצריך לשחוט מהם היום כיצד תקנתו כה נכבשינהו דניידי ממקום קביעותן ויקח מהם אחד וישחוט דכל דפריש מרובא פריש; ושנים הנותרים אסור לשחטם היום.
"Shulchan Arukh, Yoreh De'ah 17:1","השוחט את הבריאה ולא פרכסה. (פי' שלא נתנענעה) הרי זו מותרת; אבל המסוכנת והוא כל שמעמידים אותה בגערה או במקל) (כל בו בשם הראב""ד) ואינה עומדת אעפ""י שהיא אוכלת מאכל בריאות שחטה ולא פרכסה כלל הרי זו נבלה ולוקין עליה; ואם פרכסה הרי זו מותרת וצריך שיהיה הפרכוס בסוף השחיטה ~[א] ולמשוך עד אחר השחיטה) (תא""ו נט""ו ח""ג לדעת רש""י) אבל בתחלתה אינו מועיל. כיצד הוא הפרכוס בבהמה דקה ובחיה גסה ודקה בין שפשטה ידה והחזירה או שפשטה רגלה אע""פ שלא החזירה או שכפפה רגלה בלבד הרי זה פרכוס ומותר; אבל אם פשטה ידה ולא החזירה הרי זו אסורה שאין זו אלא הוצאת נפש בלבד; ובבהמה גסה אחד היד ואחד הרגל בין שפשטה ולא כפפה בין כפפה ולא פשטה הרי זה פרכוס ומותרת. ואם לא פשטה לא יד ולא רגל ולא כפפה כלל הרי זו נבילה; ובעוף אפילו לא רפרף (פי' מענין כהרף עין) אלא בעינו ולא כשכש (פירוש נענע) אלא בזנבו הרי זה פרכוס."
"Shulchan Arukh, Yoreh De'ah 17:2",השוחט את המסוכנת ~[ב] בלילה ולא ידע אם פרכסה הרי זו ספק נבילה ואסורה.
"Shulchan Arukh, Yoreh De'ah 17:3","גדולי החכמים לא היו אוכלים מבהמה שממהרים ושוחטים אותה כדי שלא תמות ואע""פ שפרכסה בסוף השחיטה; ודבר זה אין בו איסור אלא כל הרוצה להחמיר על עצמו בדבר זה הרי זה משובח."
"Shulchan Arukh, Yoreh De'ah 18:1","השוחט בסכין בדוקה ונמצאת פגומה אפילו מן הצד) (ד""ע) הרי זה נבילה; אפילו נגע בעצם המפרקת אין תולין שנפגמה בו אחר שחיטה אלא חיישינן שמא בעור נפגמה ונמצא שחט בסכין פגומה ואפי' בעוף."
"Shulchan Arukh, Yoreh De'ah 18:2",~[א] שיעור הפגימה כל שהוא; ובלבד שתאגור בה כל שהוא אפילו חוט השערה.
"Shulchan Arukh, Yoreh De'ah 18:3","צריך לבדוק הסכין קודם שחיטה ואם לא בדק לא ישחוט; ואם עבר ולא בדקה תחלה ואח""כ בדקה ומצאה יפה שחיטתו כשרה."
"Shulchan Arukh, Yoreh De'ah 18:4","סכין שתבדק בהולכה ולא הרגיש שיש בה פגם וכשהחזיר אותה בהבאה הרגיש שיש בה פגם וזו היא הנקרא מסוכסכת אם שחט בה דרך הולכה ולא הביא שחיטתו כשרה; ואם הביא שחיטתו פסולה. והני מילי כשהרגיש בה קודם שחיטה אבל אם מצא סכינו יפה קודם שחיטה ואחר שחיטה מצא בה פגימה מסוכסכת ואמר: ברי לי שלא עשיתי אלא הולכה לבד שחיטתו פסולה. הגה: ויש מחמירים דכל מסוכסכת אסורה עד דקיימא ארישא דסכינא ממש אם שחט בהולכה; ואסיפא דסכינא ממש אם שחט בהבאה (הלכות שחיטות ישנים והגהות סמ""ק ופוסקים הנ""ל). ולפי שאין אנו בקיאין היכן מיקרי רישא דסכינא יש להטריף הכל (ד""ע גם הג""ה בשחיטת מהרי""ו וכ""מ במרדכי וכל בו ואגודה וכ""כ האגור שכן המנהג) והכי נהוג."
"Shulchan Arukh, Yoreh De'ah 18:5",סכין שיש בה פגימות הרבה אפילו כולן מסוכסכות אפילו שחט בה בדיעבד פסולה דמתוך שפגימותיה מרובות חיישינן שמא השיב ידו מעט ולא הרגיש.
"Shulchan Arukh, Yoreh De'ah 18:6","סכין חדה שהושחזה והרי אינה חלקה אלא מגעתה כמגע ראש השבולת שהוא מסתבך באצבע הואיל ואין בה פגם שוחטין בה (ל' רמב""ם שם דין י""ח). הגה: ואין אנו נוהגים לשחוט בה לפי שאין אנו בקיאין בדבר (אגור וב""י ומהרש""ל פ""ק סימן ל""ז)."
"Shulchan Arukh, Yoreh De'ah 18:7","סכין שפיה חלק ואינה חדה הואיל ואין בה פגם שוחטין בה ואע""פ שהוליך והביא כל היום עד ששחטו שחיטתו כשרה (וע""ל סימן כ""ג דבבהמה כה""ג לפעמים טריפה וכ""כ ב""י)."
"Shulchan Arukh, Yoreh De'ah 18:8",סכין שהיא עולה ויורדת כנחש ואין בה פגם שוחטין בה לכתחלה.
