Index Title,Rashi on Numbers
Rashi on Numbers 5:20:1,<b> ואת כי שטית.</b> כי משמש °בלשון אם:
Rashi on Numbers 5:21:1,<b> בשבעת האלה.</b> שבועה של קללה:
Rashi on Numbers 5:21:2,<b>יתן ה' אותך לאלה וגו'.</b> שיהיו הכל מקללין ביך יבואך °כדרך שבא לפלונית:
Rashi on Numbers 5:21:3,"<b>ולשבעה.</b> שיהיו הכל נשבעין ביך לא יארע לי כדרך שאירע לפלונית וכן הוא אומר <small>(ישעיה סה, טו)</small> והנחתם שמכם לשבועה לבחירי שהצדיקים נשבעים בפורענותן של רשעים וכן לענין הברכה <small>(בראשית יב, ג)</small> ונברכו וגו' <small>(שם מח, כ)</small> בך יברך ישראל לאמר <small>(סוטה יח. שבועות כד)</small>: "
Rashi on Numbers 5:21:4,<b>את ירכך.</b> בקללה הקדים ירך לבטן לפי שבה התחילה בעבירה תחלה:
Rashi on Numbers 5:21:5,<b>צבה.</b> כתרגומו נפוחה:
Rashi on Numbers 5:22:1,"<b> לצבות בטן.</b> כמו להצבות בטן זהו שמוש פתח שהלמד נקודה בו וכן <small>(שמות יג, כא)</small> לנחותם הדרך <small>(דברים א, לג)</small> לראותכם בדרך אשר תלכו בה וכן לנפיל ירך להנפיל ירך שהמים מצבים את הבטן ומפילים את הירך: "
Rashi on Numbers 5:22:2,"<b>לצבות בטן ולנפל ירך.</b> בטנו וירכו של בועל או אינו אלא של נבעלת כשהוא אומר את ירכך נופלת ואת בטנך צבה הרי של נבעלת אמור <small>(סוטה כח, א)</small>: "
Rashi on Numbers 5:22:3,"<b>אמן אמן.</b> קבלת שבועה אמן °על האלה אמן על השבועה אמן אם מאיש זה אמן אם מאיש אחר אמן שלא שטיתי ארוסה ונשואה שומרת יבם וכנוסה <small>(שם יח, א)</small>: "
Rashi on Numbers 5:24:1,"<b> והשקה את האשה. </b>אין זה סדר המעשה שהרי בתחלה °הקריב מנחתה אלא הכתוב מבשרך שכשישקנה יבאו בה למרים לפי °שנאמר בטן וירך מנין לשאר כל הגוף תלמוד לומר ובאו בה בכולה אם כן מה תלמוד לומר בטן וירך לפי שהן התחילו בעבירה תחלה לפיכך התחיל מהם הפורענות <small>(שם ח, ב)</small>: "
Rashi on Numbers 5:24:2,<b>למרים.</b> °להיות לה רעים ומרים:
Rashi on Numbers 5:25:1,"<b> והניף.</b> מוליך ומביא °מעלה ומוריד ואף היא מניפה עמו שידה °למעלה מידו של כהן <small>(שם יט, א)</small>: "
Rashi on Numbers 5:25:2,"<b>והקריב אותה.</b> זו היא הגשתה בקרן דרומית מערבית של מזבח °קודם קמיצה כשאר מנחות <small>(שם יד, ב)</small>: "
Rashi on Numbers 5:26:1,<b> אזכרתה.</b> הוא הקומץ שעל ידי הקטרתו המנחה באה לזכרון לגבוה <small>(ספרי נשא יז)</small>:
Rashi on Numbers 5:27:1,<b> והשקה את המים.</b> לרבות שאם אמרה °איני שותה לאחר שנמחקה המגלה °מערערין אותה ומשקין אותה בעל כרחה אלא אם כן אמרה טמאה אני <small>(סוטה כז)</small>:
Rashi on Numbers 5:27:2,<b>וצבתה בטנה וגו'.</b> אף על פי שבקללה הזכיר ירך תחלה המים °אינן בודקין אלא כדרך כניסתן בה:
Rashi on Numbers 5:27:3,<b>והיתה האשה לאלה.</b> כמו שפירשתי שיהיו הכל °אלין בה:
Rashi on Numbers 5:27:4,<b>בקרב עמה.</b> הפרש יש בין אדם המתנוול °במקום שניכר לאדם המתנוול במקום שאינו ניכר <small>(ספרי יד)</small>:
Rashi on Numbers 5:28:1,<b> ואם לא נטמאה האשה.</b> °בסתירה זו:
Rashi on Numbers 5:28:2,<b>וטהורה היא.</b> ממקום אחר:
Rashi on Numbers 5:28:3,"<b>ונקתה.</b> ממים המאררים °ולא עוד אלא ונזרעה זרע אם היתה יולדת בצער תלד בריוח אם היתה יולדת שחורים יולדת לבנים <small>(שם יט. סוטה כו, א)</small>: "
Rashi on Numbers 5:30:1,"<b> או איש.</b> כמו <small>(שמות כא, לו)</small> או נודע כלומר אם איש קנאי הוא לכך והעמיד את האשה: 
"
Rashi on Numbers 5:31:1,<b> ונקה האיש מעון.</b> אם בדקוה המים אל ידאג לומר חבתי במיתתה נקי הוא מן העונש. דבר אחר משישקנה תהא אצלו בהיתר ונקה מעון °שהסוטה אסורה לבעלה <small>(ספרי כא)</small>:
Rashi on Numbers 6:2:1,"<b> כי יפלא.</b> יפריש למה נסמכה פרשת נזיר לפרשת סוטה לומר לך °שכל הרואה סוטה °בקלקולה יזיר עצמו מן היין שהוא מביא לידי ניאוף <small>(סוטה ב, א)</small>: "
Rashi on Numbers 6:2:2,<b>נדר נזיר.</b> אין נזירה בכל מקום אלא פרישה אף כאן שפירש מן היין:
Rashi on Numbers 6:2:3,"<b>להזיר לה'.</b> להבדיל עצמו מן היין לשם שמים <small>(נדרים ט, ב. ספרי כב)</small>: "
Rashi on Numbers 6:3:1,<b> מיין ושכר.</b> כתרגומו מחמר חדת ועתיק °שהיין משכר כשהוא ישן:
Rashi on Numbers 6:3:2,"<b>וכל משרת.</b> °לשון צביעה במים או בכל משקה ובלשון משנה יש הרבה אין שורין דיו וסממנים <small>(שבת יז, ב)</small> נזיר ששרה פתו ביין <small>(נזיר לד, ב)</small>: "
Rashi on Numbers 6:4:1,<b> חרצנים.</b> הם הגרעינין:
Rashi on Numbers 6:4:2,"<b>זג.</b> הם הקליפות שמבחוץ שהחרצנים בתוכן °כענבל בזוג <small>(ספרי כד. נזיר שם)</small>: 
"
Rashi on Numbers 6:5:1,<b> קדש יהיה.</b> °השער שלו °לגדל הפרע של שער ראשו <small>(ספרי)</small>:
Rashi on Numbers 6:5:2,"<b>פרע.</b> נקוד °פתח קטן (סגול) לפי שהוא דבוק לשער ראשו פרע של שער ופירוש של פרע גידול של שער וכן <small>(ויקרא כא, י)</small> את ראשו לא יפרע ואין קרוי פרע °פחות מל' יום: 
"
Rashi on Numbers 6:8:1,<b> כל ימי נזרו קדוש הוא.</b> זו קדושת הגוף <small>(ספרי כז)</small> °מליטמא למתים:
Rashi on Numbers 6:9:1,<b> פתע.</b> זה אונס:
Rashi on Numbers 6:9:2,<b>פתאם.</b> זה שוגג <small>(ספרי כח)</small> ויש אומרים פתע פתאום דבר אחד הוא °מקרה של פתאום:
Rashi on Numbers 6:9:3,<b>וכי ימות מת עליו.</b> °באהל שהוא בו:
Rashi on Numbers 6:9:4,<b>ביום טהרתו.</b> ביום °הזייתו או אינו אלא בשמיני שהוא טהור לגמרי תלמוד לומר ביום השביעי אי שביעי יכול אפילו לא הזה תלמוד לומר ביום טהרתו <small>(שם)</small>:
Rashi on Numbers 6:10:1,"<b> וביום השמיני יבא שתי תרים. </b>להוציא את השביעי או אינו אלא להוציא את התשיעי °קבע זמן לקרבין וקבע זמן למקריבין מה קרבין הכשיר שמיני ומשמיני והלאה <small>(ויקרא כב, כז)</small> אף מקריבין שמיני ומשמיני והלאה <small>(ספרי כט)</small>: "
Rashi on Numbers 6:11:1,<b> מאשר חטא על הנפש. </b>שלא נזהר מטומאת המת רבי אלעזר הקפר אומר °שציער עצמו מן היין <small>(שם ל)</small>:
Rashi on Numbers 6:11:2,"<b>וקדש את ראשו.</b> לחזור ולהתחיל מנין נזירותו <small>(שם)</small>: 
"
Rashi on Numbers 6:12:1,<b> והזיר לה' את ימי נזרו.</b> יחזור וימנה נזירותו כבתחלה:
Rashi on Numbers 6:12:2,<b>והימים הראשונים יפלו.</b> לא יעלו מן המנין:
Rashi on Numbers 6:13:1,"<b> יביא אתו.</b> יביא את עצמו וזה אחד משלשה אתים שהיה רבי ישמעאל דורש כן כיוצא בו <small>(ויקרא כב, טז)</small> והשיאו אותם עון אשמה את עצמם כיוצא בו <small>(דברים לד, ו)</small> ויקבור אותו בגי הוא קבר את עצמו <small>(ספרי לב)</small>: "
Rashi on Numbers 6:15:1,<b> ומנחתם ונסכיהם.</b> °של עולה ושלמים לפי שהיו בכלל ויצאו לידון בדבר חדש שיטעינו לחם החזירן לכללן שיטעינו נסכים כדין עולה ושלמים <small>(שם לד)</small>:
Rashi on Numbers 6:15:2,"<b>חלות בלולות ורקיקי מצות. °</b>עשר מכל מין <small>(מנחות עח, א)</small>: "
Rashi on Numbers 6:17:1,"<b> זבח שלמים לה' על סל המצות.</b> °ישחט את השלמים על מנת לקדש את הלחם <small>(שם מו, ב)</small>: "
Rashi on Numbers 6:17:2,<b>את מנחתו ואת נסכו.</b> °של איל:
Rashi on Numbers 6:18:1,"<b> וגלח הנזיר פתח אהל מועד. </b>יכול יגלח בעזרה °הרי זה דרך בזיון אלא וגלח הנזיר °לאחר שחיטת השלמים שכתוב בהן <small>(ויקרא ג, ב)</small> ושחטו פתח אהל מועד <small>(ספרי לה)</small>: "
Rashi on Numbers 6:18:2,<b>אשר תחת זבח השלמים.</b> תחת °הדוד שהוא מבשלן בו לפי ששלמי נזיר היו °מתבשלין בעזרה שצריך ליטול הכהן הזרוע אחר שנתבשל ולהניף לפני ה':
Rashi on Numbers 6:19:1,"<b> הזרוע בשלה.</b> °לאחר שנתבשלה <small>(שם לו)</small>: 
"
Rashi on Numbers 6:20:1,<b> קדש הוא לכהן.</b> °החלה והרקיק והזרוע °תרומה הן לכהן:
Rashi on Numbers 6:20:2,"<b>על חזה התנופה.</b> °מלבד חזה ושוק הראוים לו מכל שלמים מוסף על שלמי נזיר הזרוע הזה °לפי שהיו שלמי נזיר בכלל ויצאו לידון בדבר החדש להפרשת זרוע הוצרך להחזירן לכללן לידון אף בחזה ושוק <small>(שם לז)</small>: 
"
Rashi on Numbers 6:21:1,<b> מלבד אשר תשיג ידו.</b> שאם אמר הריני נזיר על מנת לגלח °על ק' עולות ועל ק' שלמים: <b>כפי נדרו אשר ידר כן יעשה. </b>מוסף על תורת נזרו <small>(שם לח)</small>. על תורת הנזיר °מוסף ולא יחסר שאם אמר הריני נזיר חמש נזירות על מנת לגלח על ג' בהמות הללו אין אני קורא בו כאשר ידור כן יעשה:
Rashi on Numbers 6:21:2,
Rashi on Numbers 6:23:1,"<b> אמור להם.</b> °כמו זכור שמור בלע""ז דישנ""ט: "
Rashi on Numbers 6:23:2,<b>אמור להם.</b> שיהיו °כולם שומעים <small>(שם לט)</small>:
Rashi on Numbers 6:23:3,<b>אמור.</b> מלא לא תברכם בחפזון ובבהלות אלא בכונה ובלב שלם <small>(במדרש רבה. תנחומא י)</small>:
Rashi on Numbers 6:24:1,<b> יברכך.</b> שיתברכו נכסיך <small>(ספרי מ. תנחומא י)</small>:
Rashi on Numbers 6:24:2,"<b>וישמרך.</b> שלא יבאו עליך שודדים ליטול ממונך שהנותן מתנה לעבדו אינו יכול לשמרו מכל אדם וכיון שבאים לסטים עליו ונוטלין אותה ממנו מה הנאה יש לו במתנה זו אבל הקב""ה הוא הנותן הוא השומר <small>(תנחומא י)</small>. והרבה מדרשים דרשו בו בספרי: "
Rashi on Numbers 6:25:1,<b> יאר ה' פניו אליך.</b> יראה לך פנים שוחקות פנים צהובות <small>(ספרי מא. תנחומא י)</small>:
Rashi on Numbers 6:25:2,<b>ויחנך.</b> יתן לך חן <small>(ספרי שם)</small>:
Rashi on Numbers 6:26:1,"<b> ישא ה' פניו אליך.</b> יכבוש כעסו <small>(במ""ר יא, ז)</small>: "
Rashi on Numbers 6:27:1,<b> ושמו את שמי. </b>יברכום בשם המפורש <small>(ספרי מג)</small>:
Rashi on Numbers 6:27:2,"<b>ואני אברכם.</b> לישראל °ואסכים עם הכהנים. דבר אחר ואני °אברכם לכהנים <small>(חולין מט, א)</small>: "
Rashi on Numbers 7:1:1,"<b> ויהי ביום כלות משה.</b> כלות כתיב (ר""ל בפת""ח ולא כלות בשו""א ודו""ק) יום הקמת המשכן היו ישראל ככלה הנכנסת לחופה <small>(במדרש רבה. תנחומא נשא כ)</small>: "
Rashi on Numbers 7:1:2,"<b>כלות כתיב.</b> בצלאל ואהליאב וכל חכם לב עשו את המשכן ותלאו הכתוב במשה °לפי שמסר נפשו עליו לראות תבנית כל דבר ודבר כמו שהראהו בהר להורות לעושי המלאכה ולא טעה בתבנית אחת וכן מצינו בדוד לפי שמסר נפשו על בנין בית המקדש שנאמר <small>(תהלים קלב, א־ב)</small> זכור ה' לדוד את כל ענותו אשר נשבע לה' וגו' לפיכך נקרא על שמו שנאמר <small>(מלכים־א יב, טז)</small> ראה ביתך דוד <small>(תנחומא נשא יג)</small>: "
Rashi on Numbers 7:1:3,<b>ביום כלות משה להקים.</b> ולא נאמר ביום הקים מלמד שכל שבעת ימי המלואים היה משה מעמידו ומפרקו ובאותו היום העמידו ולא פרקו לכך נאמר ביום כלות משה להקים אותו היום כלו הקמותיו וראש חודש ניסן היה °בשני נשרפה הפרה בשלישי הזו הזיה ראשונה °ובשביעי גלחו <small>(גיטין ס. ספרי מד)</small>:
