Index Title,Rashi on Numbers
Rashi on Numbers 5:22:1,"<b>To swell the abdomen.</b> [לַצְבּוֹת בֶּטֶן is] like לְהַצְבּוֹת בֶּטֶן, “to cause the abdomen to swell.” This is the function of the פַּתַּח when it vocalizes the ל' . Similarly, לַנְחוֹתָם הַדֶּרֶךְ, (“to lead them on the way,”) לַרְאוֹתְכֶם בַּדֶּרֶךְ אֲשֶר תֵּלְכוּ בָהּ (“to show you the way in which to go.”) Similarly, לַנְפִּל יָרֵך, לְהַנְפִּיל יָרֵךְ (“to cause the thigh to collapse”). The waters swell the abdomen and collapse the thigh. "
Rashi on Numbers 5:22:2,"<b>To swell the abdomen and collapse the thigh.</b> The abdomen and thigh of the adulterer, or perhaps it refers only to the adulteress? When Scripture says, “. . . your thigh to collapse and abdomen to swell,” the [punishment of the] adulteress has been stated. "
Rashi on Numbers 5:22:3,"<b>Amein, Amein.</b> [This is] The acceptance of the oath. Amein °for the curse, Amein for the oath. Amein if [I strayed] from this husband, Amein if [I strayed] from a different husband. Amein that I did not stray [when] betrothed, married, levirately engaged or taken to his home. 
"
Rashi on Numbers 5:24:1,"<b>He shall have the woman drink.</b> It was not done in this order, as °he brought her offering first. But Scripture informs you that when he does give her the waters, they will penetrate her with bitterness. °Since it [merely] says “abdomen” and “thigh,” how do we know the rest of the body [is affected]? The Torah states “and [the waters] shall enter her,” completely. If so, why does the Torah say “abdomen” and “thigh”? Since they began the transgression, the punishment began with them. "
Rashi on Numbers 5:24:2,"<b>To become bitter.</b> °They will be harmful and bitter for her. 
"
Rashi on Numbers 5:25:1,"<b>And shall wave.</b> He moves it forward, back, °up, and down. She, too, waves with him, with her hand °above the hand of the <i>kohein.</i> "
Rashi on Numbers 5:25:2,"<b>And bring it.</b> This refers to placing it at the southwest corner of the altar °before taking the handful, like the other <i>minchah</i>- offerings. "
Rashi on Numbers 5:26:1,"<b>Its commemoration.</b> This is the handful. Through its burning, the <i>mincha</i>-offering is remembered on high. (Sifri, 5:72.) "
Rashi on Numbers 5:27:1,"<b>He shall make her drink the water.</b> [This is written] to add that if she said, °”I will not drink” after the scroll was erased, °we coerce her, forcing her to drink against her will, unless she says “I am defiled.” "
Rashi on Numbers 5:27:2,"<b>Her abdomen will swell.</b> Although, in the curse, Scripture mentions the thigh first, the water °tested her just the way it entered her. "
Rashi on Numbers 5:27:3,"<b>The woman will be a curse.</b> As I explained, everyone will °use her to curse. "
Rashi on Numbers 5:27:4,"<b>Among her people.</b> There is a difference between a person disgraced °among those who know her, and a person disgraced among those who do not know her. "
Rashi on Numbers 5:28:1,<b>But if the woman was not defiled.</b> °During this concealment.
Rashi on Numbers 5:28:2,<b>And is pure.</b> From any other place.
Rashi on Numbers 5:28:3,"<b>She will be cleansed.</b> Of the lethal waters. °Furthermore, “she will bear seed” — if she suffered during childbirth, her labor will now be painless. If she gave birth to swarthy [babies], they will now be light. "
Rashi on Numbers 5:30:1,"<b>If (lit., or) [he is] a man.</b> As in, “If it was known.” As if it had said, “If he is a vengeful man, and, therefore, he shall have the woman stand.” 
"
Rashi on Numbers 5:31:1,"<b>The man is cleansed of sin.</b> If the water affected her, let him not be tormented saying: “I was responsible for her death.” He is cleansed from punishment. Another interpretation: After he (the <i>kohein</i>) causes her to drink, she is permitted to be with him (her husband), and he is cleansed of sin. For, °the [untested] <i>sotah</i> is forbidden to [have intimate relations with] her husband. "
Rashi on Numbers 6:2:1,"<b>If . . . sets apart.</b> Sets [himself] apart. Why is the chapter of the nazirite placed next to the chapter of the <i>sotah</i>? To tell you °that whoever observes a <i>sotah</i> °in her decadence should take the <i>nazirite</i> vow against wine, which leads to promiscuity. "
Rashi on Numbers 6:2:2,"<b>A nazirite vow.</b> נְזִירָה always indicates abstinence. Here, too, he abstains from wine. "
Rashi on Numbers 6:2:3,<b>To set [himself] apart for Adonoy.</b> To separate himself from wine for the sake of heaven.
Rashi on Numbers 6:3:1,<b>From new or old [intoxicating] wine.</b> As Targum [Onkelos] translates; “from new wine or old”: °Wine intoxicates when aged.
Rashi on Numbers 6:3:2,"<b>Anything steeped in grapes.</b> The word [מִשְׁרַת] °denotes adding color to water, or any beverage. In the Mishnaic idiom, there are many [examples]: ‘One does not steep ink or dye’, ‘If a nazirite steeped his bread in wine’. "
Rashi on Numbers 6:4:1,<b>Seeds.</b> These are the kernels.
Rashi on Numbers 6:4:2,"<b>Skin.</b> These are the outer shells in which the seeds are [held] °like the tongue of a bell. 
"
Rashi on Numbers 6:5:1,"<b>He shall be sacred.</b> °His hair, °for growing the growth of hair on his head. "
Rashi on Numbers 6:5:2,"<b>Long.</b> This is vocalized with °a <i>small patach</i> (<i>segol</i>), even though it is attached to “the hair of his head” — the growth of hair. The meaning of פֶּרַע is “growth of hair.” Similarly, “He (the <i>kohein gadol</i>) shall not permit the growth of hair on his head.” It is not considered a פֶּרַע (growth) [if uncut] °less than thirty days. 
"
Rashi on Numbers 6:8:1,"<b>All the days of his separation, he is sacred.</b> This refers to personal sanctity, °from defilement [by contact] with the dead. "
Rashi on Numbers 6:9:1,<b>Suddenly.</b> This refers to the unavoidable.
Rashi on Numbers 6:9:2,"<b>[Or] unexpectedly.</b> This refers to the unintentional. Some say פֶּתַע פִּתְאוֹם is a single statement, [meaning] °”a sudden incident.” "
Rashi on Numbers 6:9:3,<b>If someone died near him.</b> °In the tent where he was.
Rashi on Numbers 6:9:4,"<b>On the day of his purification.</b> On the day °when he is sprinkled. Or, perhaps only the eighth [day], when he is completely purified? The Torah therefore states, “on the seventh day.” If the seventh, perhaps even if he was not sprinkled? The Torah therefore states, “on the day of his purification.” "
Rashi on Numbers 6:10:1,"<b>On the eighth day he shall take two turtledoves.</b> This excludes the seventh [day]. Or perhaps it is intended to exclude the ninth [day]? [Scripture] °designated a time for the offerings, and designated a time for those who bring them. Just as the offerings are sanctioned on the eighth, and from the eighth and onward, so [are] those who bring them [sanctioned] on the eighth, and from the eighth and onward. "
Rashi on Numbers 6:11:1,"<b>From his sin [of contact] with a [departed] soul.</b> He was negligent about defilement with the dead. R’ Elazar Hakapar says, [the sin was] that °he inflicted suffering on himself by abstaining from wine. "
Rashi on Numbers 6:11:2,"<b>He shall sanctify his head.</b> By beginning, again, his nazirite counting. 
"
Rashi on Numbers 6:12:1,"<b>He shall set apart, for Adonoy, his nazarite days.</b> He shall repeat the count of his nazarite days as [counted] originally. "
Rashi on Numbers 6:12:2,<b>The first days shall elapse.</b> Be discounted.
Rashi on Numbers 6:13:1,"<b>He shall bring himself [lit. him].</b> He shall bring himself. This is one of the three usages of אֶת, (literally, “him”), which R’ Yishmael explained this way. Similarly, “They will burden them with sin and guilt. — themselves.” Similarly, “He (Moshe) buried אוֹתוֹ (lit. him) in the valley.” He buried himself. "
Rashi on Numbers 6:15:1,"<b>And their meal-offerings and libations.</b> °Of the burnt-offering and the peace- offering. Because they were included in a group, but then distinguished innovatively, requiring bread, Scripture reinstates them into the group, [stating] that they require libations, following the rule of all burnt and peace-offerings. "
Rashi on Numbers 6:15:2,<b>Matzoh loaves [mixed with oil] and matzoh wafers.</b> °Ten of each kind.
Rashi on Numbers 6:17:1,"<b>A peace-offering for Adonoy, along with the basket of matzos.</b> °He shall slaughter the peace-offering with the intent to sanctify the bread. "
Rashi on Numbers 6:17:2,<b>His meal-offering and libation.</b> °The ram’s.
Rashi on Numbers 6:18:1,"<b>The Nazir shall shave at the entrance to the Tent of Meeting.</b> Perhaps he shaves in the courtyard? °But this would be grossly disrepectful. Rather, the <i>Nazir</i> shall shave °after the slaughter of the <i>shelamim</i>, concerning which is written “. . . and slaughter, it [the peace-offering] at the entrance to the Tent of Meeting.” "
Rashi on Numbers 6:18:2,"<b>Which is under the peace-offering sacrifice.</b> Underneath °the pot in which he cooks it. Because the <i>Nazir’s</i> peace-offerings °were cooked in the courtyard, since the <i>kohein</i> had to remove the foreleg after it was cooked and wave it before God. "
Rashi on Numbers 6:19:1,<b>The cooked foreleg.</b> °After it was cooked.
Rashi on Numbers 6:20:1,"<b>It is consecrated to the kohein.</b> °The loaf, wafer, and foreleg are °<i>terumah</i>-gifts to the <i>kohein. </i>"
Rashi on Numbers 6:20:2,"<b>Besides the breast of the wave-offering.</b> °Besides the breast and the shoulder that are due to him from all peace-offerings, there is added to the nazirite peace-offerings, this foreleg. °Because the nazirite peace-offerings were included in a group, but then distinguished innovatively, for the consecration of the foreleg, Scripture must reinstate them into the group and deal, also, with the breast and shoulder. 
"
Rashi on Numbers 6:21:1,"<b>Aside from what he can afford to bring.</b> If he said, “I am hereby a <i>Nazir</i> with the stipulation to shave [my hair] °relative to a hundred burnt-offerings and a hundred peace-offerings,” [his vow is effective]. According to his vow, that he vows, so shall he fulfill. Added . . . Beyond his nazirite laws. Beyond the nazirite laws. He may °increase, but not reduce. If he said, “I am hereby a nazirite five times [consecutively], with the stipulation to shave [my hair] relative to these three animals,” I do not read, concerning him, “whatever he vows, so shall he do.” 
"
Rashi on Numbers 6:21:2,
Rashi on Numbers 6:23:1,"<b>Saying.</b> °Like זָכוֹר, “remembering,” שָׁמוֹר, “keeping.” in Old French, “<i>disant</i>” — gerund. "
Rashi on Numbers 6:23:2,<b>Saying to them.</b> So that °they all hear.
Rashi on Numbers 6:23:3,"<b>Saying.</b> [אָמוֹר is] Full. Do not bless them with haste and rushing, but with concentration and a whole heart. "
Rashi on Numbers 6:24:1,<b>May . . . bless you.</b> May your possessions be blessed.
Rashi on Numbers 6:24:2,"<b>And protect you.</b> From thieves descending on you for your money. A person who presents a gift to his servant is unable to protect him from everybody, so if bandits descend on him and take it from him, what benefit does he have from the gift? But the Holy One, Blessed is He, is both giver and protector. There are many homiletic interpretations in Sifri. "
