Index Title,Rashi on Leviticus
Rashi on Leviticus 4:13:1,<b>עדת ישראל.</b> אלו °סנהדרין:
Rashi on Leviticus 4:13:2,<b>ונעלם דבר.</b> טעו להורות באחת מכל כריתות שבתורה שהוא מותר <small>(הוריות ז:)</small>:
Rashi on Leviticus 4:13:3,<b>הקהל ועשו.</b> °שעשו צבור על פיהם:
Rashi on Leviticus 4:17:1,"<b>את פני הפרכת.</b> ולמעלה הוא אומר את פני פרכת הקדש, משל למלך שסרחה עליו מדינה, אם מעוטה סרחה פמליא שלו מתקיימת, ואם כולם סרחו, אין פמליא שלו מתקיימת, אף כאן כשחטא כהן משיח עדיין שם קדושת המקום על המקדש, משחטאו כולם ח""ו נסתלקה הקדושה <small>(זבחים מא:)</small>: "
Rashi on Leviticus 4:18:1,"<b>יסוד מזבח העולה אשר פתח אהל מועד.</b> זה יסוד מערבי שהוא °כנגד הפתח: 
"
Rashi on Leviticus 4:19:1,"<b>ואת כל חלבו ירים.</b> ואע""פ שלא פירש כאן יותרת ושתי כליות, למדין הם מִוְּעָשָׂה לפר כאשר עשה וגו'. ומפני מה לא נתפרשו בו, תנא דבי ר' ישמעאל, משל למלך שזעם על אוהבו, ומיעט בסרחונו מפני חיבתו <small>(שם)</small>: "
Rashi on Leviticus 4:20:1,"<b>ועשה לפר.</b> זה°, <b>כאשר עשה לפר החטאת </b>כמו שמפורש בפר כהן משיח, להביא °יותרת ושתי כליות, שפירש שם מה שלא פירש כאן, ולכפול במצות העבודות, °ללמד שאם חסר אחת מכל המתנות פסול, לפי שמצינו בניתנין על המזבח החיצון שנתנן °במתנה אחת כפר, הוצרך לומר כאן שמתנה אחת מהן מעכבת: "
Rashi on Leviticus 4:20:2,
Rashi on Leviticus 4:20:3,
Rashi on Leviticus 4:22:1,"<b>אשר נשיא יחטא.</b> °לשון אשרי, אשרי הדור שהנשיא שלו נותן לב להביא כפרה על שגגתו, ק""ו שמתחרט על זדונותיו: "
Rashi on Leviticus 4:23:1,"<b>או הודע.</b> כמו אם הודע הדבר, הרבה או יש שמשמשין בלשון אם, ואם במקום או, וכן אוֹ נוֹדַע כִּי שׁוֹר נַגָּח הוּא <small>(שמות כא, לו)</small>: "
Rashi on Leviticus 4:23:2,"<b>הודע אליו.</b> כשחטא היה סבור שהוא היתר, ולאחר מכאן נודע לו שאיסור היה: "
Rashi on Leviticus 4:23:3,
Rashi on Leviticus 4:24:1,<b>במקום אשר ישחט את העולה.</b> °בצפון שהוא מפורש בעולה:
Rashi on Leviticus 4:24:2,"<b>חטאת הוא.</b> לשמו כשר, °שלא לשמו פסול: "
Rashi on Leviticus 4:25:1,"<b>ואת דמו.</b> °שירי הדם: 
"
Rashi on Leviticus 4:26:1,"<b>כחלב זבח השלמים.</b> כאותן אמורין המפורשים °בעז, האמור אצל שלמים: 
"
Rashi on Leviticus 4:31:1,<b>כאשר הוסר חלב מעל זבח השלמים.</b> כאימורי עז האמורים בשלמים:
Rashi on Leviticus 4:31:2,
Rashi on Leviticus 4:33:1,"<b>ושחט אותה לחטאת.</b> שתהא שחיטתה לשם חטאת: 
"
Rashi on Leviticus 4:35:1,"<b>כאשר יוסר חלב הכשב.</b> שנתרבו אמורין וְאַלְיָה, אף חטאת כשהיא באה כבשה טעונה אַלְיָה עם האמורין: "
Rashi on Leviticus 4:35:2,"<b>על° אשי ה'.</b> על מדורות האש העשויות לשם, פואיילי""ש בלע""ז: "
Rashi on Leviticus 4:35:3,
Rashi on Leviticus 5:1:1,"<b>ושמעה קול אלה.</b> בדבר °שהוא עד בו, שהשביעוהו שבועה שאם יודע לו בעדות שיעיד לו: "
Rashi on Leviticus 5:2:1,"<b>או נפש אשר תגע וגו'.</b> °ולאחר הטומאה הזו יאכל קדשים, או יכנס למקדש, שהוא דבר שזדונו כרת, במסכת שבועות <small>(ז.)</small> נדרש כן: 
"
Rashi on Leviticus 5:2:2,<b>ונעלם ממנו.</b> °הטומאה:
Rashi on Leviticus 5:2:3,<b>ואשם.</b> באכילת קודש או בביאת מקדש:
Rashi on Leviticus 5:3:1,<b>בטומאת אדם.</b> זו טומאת מת:
Rashi on Leviticus 5:3:2,<b>לכל טומאתו.</b> לרבות טומאת מגע זבין וזבות:
Rashi on Leviticus 5:3:3,<b>אשר יטמא.</b> לרבות הנוגע בבועל נדה:
Rashi on Leviticus 5:3:4,<b>בה.</b> לרבות °בולע נבלת עוף טהור:
Rashi on Leviticus 5:3:5,<b>ונעלם.</b> °ולא ידע. ששכח הטומאה:
Rashi on Leviticus 5:3:6,<b>ואשם.</b> באכילת קודש או °בביאת מקדש:
Rashi on Leviticus 5:4:1,<b>בשפתים.</b> °ולא בלב:
Rashi on Leviticus 5:4:2,<b>להרע.</b> °לעצמו:
Rashi on Leviticus 5:4:3,<b>או להיטיב.</b> לעצמו כגון אוכל ולא אוכל אישן ולא אישן:
Rashi on Leviticus 5:4:4,<b>לכל אשר יבטא.</b> לרבות לשעבר <small>(שבועות כו.)</small>:
Rashi on Leviticus 5:4:5,"<b>ונעלם ממנו.</b> °ועבר על שבועתו. כל אלה °בקרבן עולה ויורד °כמפורש כאן, אבל שבועה שיש בה כפירת ממון אינה בקרבן זו אלא באשם: 
"
Rashi on Leviticus 5:8:1,"<b>והקריב את אשר לחטאת ראשונה.</b> חטאת קודמת לעולה למה הדבר דומה לפרקליט שנכנס לרצות, ריצה פרקליט נכנס דורון אחריו <small>(זבחים ז:)</small>: "
Rashi on Leviticus 5:8:2,<b>ולא יבדיל.</b> אינו מולק אלא °סימן אחד <small>(חולין כא.)</small>:
Rashi on Leviticus 5:8:3,<b>עורף.</b> הוא גובה הראש המשופע לצד הצואר:
Rashi on Leviticus 5:8:4,"<b>מול עורף.</b> מול הרואה את העורף, והוא אורך כל אחורי הצואר: "
Rashi on Leviticus 5:9:1,"<b>והזה מדם החטאת.</b> בעולה לא הטעין אלא מצוי, ובחטאת הזאה ומצוי, אוחז בעורף ומתיז, והדם ניתז והולך למזבח <small>(זבחים סד:)</small>: "
Rashi on Leviticus 5:9:2,"<b>חטאת הוא.</b> °לשמה כשרה, שלא לשמה פסולה: "
Rashi on Leviticus 5:10:1,<b>כמשפט.</b> °כדת האמור בעולת העוף של נדבה בראש הפרשה:
Rashi on Leviticus 5:11:1,<b>כי חטאת הוא.</b> ואין בדין שיהא קָרְבָּנוֹ מְהֻדָּר <small>(מנחות ו.)</small>:
Rashi on Leviticus 5:12:1,"<b>חטאת הוא.</b> נקמצה ונקטרה לשמה כשרה °שלא לשמה פסולה: 
"
Rashi on Leviticus 5:13:1,"<b>על חטאתו אשר חטא.</b> כאן שנה הכתוב, שהרי בעשירות ובדלות נאמר מחטאתו, וכאן בדלי דלות נאמר על חטאתו, דקדקו רבותינו <small>(כריתות כז:)</small> מכאן שאם חטא כשהוא עשיר והפריש מעות לכשבה או שעירה והעני, יביא ממקצתן שתי תורים, הפריש מעות לשתי תורים והעני, יביא ממקצתן עשירית האיפה, (לכך נאמר מחטאתו), הפריש מעות לעשירית האיפה והעשיר, יוסיף עליהן ויביא קרבן עשיר, לכך נאמר כאן על חטאתו: "
Rashi on Leviticus 5:13:2,"<b>מאחת מאלה.</b> מאחת °משלש כפרות האמורות בענין, או בעשירות, או בדלות, או בדלי דלות. ומה תלמוד לומר, שיכול הַחֲמוּרִים שבהם יהיו בכשבה או שעירה, °והקלין יהיו בעוף, והקלין שבקלין יהיו בעשירית האיפה, תלמוד לומר מאחת מאלה, להשוות קלין לחמורין לכשבה ושעירה אם השיגה ידו, ואת החמורין לקלין לעשירית האיפה בדלי דלות <small>(ת""כ פרק יט, י)</small>: "
Rashi on Leviticus 5:13:3,"<b>והיתה לכהן כמנחה.</b> ללמד על מנחת חוטא שיהיו °שיריה נאכלין, זהו לפי פשוטו. ורבותינו דרשו <small>(שם יא. מנחות עג:)</small>, והיתה לכהן, ואם חוטא זה כהן הוא, תהא כשאר מנחת נדבת כהן, °שהוא כָּלִיל תִּהְיֶה לֹא תֵאָכֵל <small>(ויקרא ו, טז)</small>: "
Rashi on Leviticus 5:13:4,
Rashi on Leviticus 5:15:1,"<b>כי תמעל מעל.</b> אין מעילה בכל מקום °אלא שינוי <small>(ת""כ פרשתא יא, יב)</small>, וכן הוא אומר וַיִּמְעֲלוּ בֵּאלֹהֵי אֲבֹותֵיהֶם וַיִּזְנוּ אַחֲרֵי אֱלֹהֵי עַמֵּי הָאָרֶץ <small>(דברי הימים־א ה, כה)</small>, וכן הוא אומר בסוטה וּמָעֲלָה בוֹ מָעַל <small>(במדבר ה, יב)</small>: "
Rashi on Leviticus 5:15:2,"<b>וחטאה בשגגה מקדשי ה'.</b> שנהנה מן ההקדש, °והיכן הוזהר, נאמר כאן חטא, ונאמר להלן חטא בתרומה וְלֹא יִשְׂאוּ עָלָיו חֵטְא <small>(ויקרא כב, ט)</small>, מה להלן הזהיר אף כאן הזהיר, אי מה להלן לא הזהיר אלא °על האוכל אף כאן לא הזהיר אלא על האוכל, תלמוד לומר °תמעול מעל ריבה <small>(מעילה יח:)</small>: "
Rashi on Leviticus 5:15:3,"<b>מקדשי ה'.</b> המיוחדים לשם, °יצאו קדשים קלים: 
"
Rashi on Leviticus 5:15:4,"<b>איל.</b> °ל' קשה, כמו וְאֶת אֵילֵי הָאָרֶץ לָקָח <small>(יחזקאל יז, יג)</small>, אף כאן קשה בן שתי שנים: "
Rashi on Leviticus 5:15:5,<b>בערכך כסף שקלים.</b> שיהא °שוה שתי סלעים:
Rashi on Leviticus 5:16:1,<b>ואת אשר חטא מן הקדש ישלם.</b> °קרן וחומש להקדש <small>(כריתות כו:)</small>:
Rashi on Leviticus 5:17:1,"<b>ולא ידע ואשם והביא.</b> הענין הזה מדבר במי שבא ספק כרת לידו ולא ידע אם עבר עליו אם לאו, כגון חֵלֶב ושומן לפניו, וכסבור ששתיהן היתר, ואכל את האחת, אמרו לו אחת של חֵלֶב היתה, ולא ידע אם זו של חֵלֶב אכל, הרי זה מביא אשם תלוי ומגין עליו כל זמן שלא נודע לו שודאי חטא, ואם יודע לו לאחר זמן יביא חטאת: "
Rashi on Leviticus 5:17:2,"<b>ולא ידע ואשם ונשא עונו.</b> <small>(ת""כ)</small> ר' יוסי הגלילי אומר <small>(שם פרשתא יב, ז)</small>, הרי הכתוב ענש את מי שלא ידע, על אחת כמה וכמה שיעניש את שידע. רבי יוסי אומר <small>(שם:)</small> אם נפשך לידע מתן שכרן של צדיקים, צא ולמד מאדם הראשון, שלא נצטוה אלא על מצוַת לא תעשה, ועבר עליה, ראה כמה מיתות נקנסו עליו ולדורותיו, וכי איזו מדה מרובה, של טובה או של פורענות, הוי אומר מדה טובה, אם מדת פורענות המעוטה ראה כמה מיתות נקנסו לו ולדורותיו, מדה טובה המרובה, היושב לו מן הפגולין והנותרות והמתענה ביום הכיפורים, על אחת כמה וכמה שיזכה לו ולדורותיו ולדורות דורותיו עד סוף כל הדורות. ר' עקיבא אומר <small>(שם יא)</small> הרי הוא אומר עַל פִּי ב' עֵדִים אֹו ג' עֵדִים וגו' <small>(דברים יז, ו)</small>, אם מתקיימת העדות בשנים למה פרט לך הכתוב בג', אלא להביא שלישי להחמיר עליו ולעשות דינו כיוצא באלו לענין עונש והזמה, אם כך ענש הכתוב לנטפל לעוברי עבירה כעוברי עבירה, על אחת כמה וכמה שישלם שכר טוב לנטפל לעושי מצוה כעושי מצוה. ר' אלעזר בן עזריא אומר כִּי תִקְצֹור קִצִירְךָ בְּשָׂדֶךָ <small>(דברים כד, יט)</small> וְשָׁכַחְתָּ עֹומֶר בַּשָׁדֶה <small>(שם יג)</small>, הרי הוא אומר למען יברכך וגו', קבע הכתוב ברכה למי שבאת על ידו מצוה בלא ידע, אמור מעתה היתה סלע צרורה בכנפיו, ונפלה הימנו, ומצאה העני ונתפרנס בה, הרי הקב""ה קובע לו ברכה: "
Rashi on Leviticus 5:18:1,<b>בערכך לאשם.</b> °בערך האמור למעלה:
Rashi on Leviticus 5:18:2,"<b>אשר שגג והוא לא ידע.</b> הא אם ידע לאחר זמן לא נתכפר לו באשם זה, עד שיביא חטאת, הא למה זה דומה, לעגלה ערופה שנתערפה ואח""כ נמצא ההורג, הרי זה יהרג <small>(ת""כ פרק כא, ב)</small>: "
Rashi on Leviticus 5:19:1,"<b>אשם הוא אשם אשם.</b> הראשון כולו קמץ שהוא שם דבר, והאחרון חציו קמץ וחציו פתח שהוא לשון פעל, ואם תאמר מקרא שלא לצורך הוא, כבר נדרש הוא בת""כ <small>(פרק כא, ג)</small>: <b>אשם אשם.</b> להביא אשם שפחה חרופה שיהא איל °(בן שתי שנים) [שוה שתי סלעים]. יכול שאני מרבה אשם נזיר ואשם מצורע תלמוד לומר, הוא: "
Rashi on Leviticus 5:19:2,
Rashi on Leviticus 5:21:1,"<b>נפש כי תחטא.</b> אמר ר' עקיבא <small>(שם פרק כב, ד)</small> מה תלמוד לומר °ומעלה מעל בה', לפי שכל המלוה והלוה והנושא והנותן אינו עושה אלא °בעדים ובשטר, לפיכך בזמן שהיא מכחש, מכחש בעדים ובשטר, אבל המפקיד אצל חבירו ואינו רוצה שתדע בו נשמה אלא °שלישי שביניהם, לפיכך כשהוא מכחש, מכחש בשלישי שביניהם: "
Rashi on Leviticus 5:21:2,"<b>בתשומת יד.</b> שֶׁשָׂם בידו ממון להתעסק, או במלוה:"
Rashi on Leviticus 5:21:3,°<b>או בגזל.</b> שגזל מידו כלום:
Rashi on Leviticus 5:21:4,<b>או עשק.</b> הוא שכר שכיר:
Rashi on Leviticus 5:22:1,<b>וכחש בה.</b> שכפר °על אחת מכל אלה אשר יעשה האדם לחטוא ולהשבע על שקר לכפירת ממון:
Rashi on Leviticus 5:23:1,"<b>כי יחטא ואשם.</b> כשיכיר בעצמו °לשוב בתשובה, ולדעת ולהתודות כי יחטא <small>(גי' ס""א ובדעתו להתודות כי חטא)</small> ואשם: 
"
Rashi on Leviticus 5:24:1,<b>בראשו.</b> הוא °הקרן ראש הממון:
Rashi on Leviticus 5:24:2,"<b>וחמשתיו.</b> <small>(ב""ק קח.)</small> רבתה תורה חמשיות הרבה לקרן אחת, שאם כפר בחומש ונשבע והודה חוזר ומביא חומש על אותו חומש, וכן מוסיף והולך עד שיתמעט הקרן שנשבע עליו פחות משוה פרוטה: "
