Index Title,Rashi on Deuteronomy
Rashi on Deuteronomy 2:11:2,"<b>אמים.</b> על שם שאימתם מוטלת על הבריות, וכן ובשעיר ישבו החורים ונתתים לבני עשו: "
Rashi on Deuteronomy 2:12:1,"<b>יירשום.</b> לשון הווה, כלומר °נתתי בהם כח שהיו מורישים אותם והולכים: "
Rashi on Deuteronomy 2:15:1,"<b>היתה בם.</b> למהר ולהומם בתוך מ' שנה, שלא יגרמו לבניהם °עוד להתעכב במדבר: "
Rashi on Deuteronomy 2:16:1,"<b>ויהי כאשר תמו וגו' וידבר ה' אלי וגו'.</b> אבל משילוח המרגלים עד כאן °לא נאמר בפרשה זו וידבר, אלא ויאמר, ללמדך שכל ל""ח שנה שהיו ישראל נזופים, לא נתיחד עמו הדבור בלשון חבה פנים אל פנים וישוב הדעת, ללמדך שאין השכינה שורה על הנביאים, אלא בשביל ישראל: "
Rashi on Deuteronomy 2:16:2,<b>אנשי המלחמה.</b> מבן עשרים שנה היוצאים בצבא:
Rashi on Deuteronomy 2:18:1,<b>אתה עובר היום את גבול מואב וגו' וקרבת מול בני עמון וגו'.</b> מכאן שארץ עמון לצד צפון:
Rashi on Deuteronomy 2:20:1,"<b>ארץ רפאים תחשב.</b> ארץ רפאים נחשבת אף היא, לפי שהרפאים ישבו בה לפנים, אבל לא זו היא שנתתי לאברהם: "
Rashi on Deuteronomy 2:23:1,"<b>והעוים היושבים בחצרים וגו'. </b>עוים מפלשתים הם, שעמהם הם נחשבים בספר יהושע, <small>(יג, ג)</small> שנאמר חֲמֵשֶׁת סַרְנֵי פְלִשְׁתִּים הָעַזָּתִי וְהָאַשְׁדּוֹדִי הָאֶשְׁקְלוֹנִי הַגִּתִּי וְהָעֶקְרוֹנִי וְהָעַוִּים, ומפני השבועה °שנשבע אברהם לאבימלך, לא יכלו ישראל להוציא ארצם מידם <small>(חולין ס:)</small>, והבאתי עליהם כפתורים והשמידום וישבו תחתם, ועכשיו אתם מותרים לקחתה מידם: "
Rashi on Deuteronomy 2:25:1,"<b>תחת כל השמים. </b>°למד, שעמדה חמה למשה ביום מלחמת עוג (ס""א סיחון), ונודע הדבר תחת כל השמים <small>(תענית כ. ע""ז כה)</small>: "
Rashi on Deuteronomy 2:26:1,"<b>ממדבר קדמות.</b> °אע""פ שלא צוני המקום לקרוא לסיחון לשלום, למדתי ממדבר סיני, מן התורה שקדמה לעולם, כשבא הקב""ה ליתנה לישראל חזר אותה על עשו וישמעאל, וגלוי לפניו שלא יקבלוה, ואעפ""כ פתח להם בשלום, אף אני קדמתי את סיחון בדברי שלום. °דבר אחר ממדבר קדמות, ממך למדתי שקדמת לעולם, יכול היית לשלוח ברק אחד ולשרוף את המצריים, אלא שלחתני מן המדבר אל פרעה, לאמר שלח את עמי בְּמָתוּן: 
"
Rashi on Deuteronomy 2:29:1,"<b>כאשר עשו לי בני עשו.</b> °לא לענין לעבור את ארצם, אלא לענין מכר אוכל ומים: 
"
Rashi on Deuteronomy 2:29:2,<b>עד אשר אעבור את הירדן.</b> °מוסב על אעברה בארצך:
Rashi on Deuteronomy 2:31:1,<b>החלתי תת לפניך.</b> כָּפָה שר של אמוריים של מעלה תחת רגליו של משה והדריכו על צוארו:
Rashi on Deuteronomy 2:32:1,"<b>ויצא סיחון.</b> °לא שלח בשביל עוג לעזור לו, ללמדך שלא היו צריכין זה לזה: 
"
Rashi on Deuteronomy 2:33:1,"<b>ואת בניו.</b> °בנו כתיב, שהיה לו בן גבור כמותו: "
Rashi on Deuteronomy 2:34:1,"<b>מתם.</b> אנשים, בביזת סיחון נאמר בזזנו לנו, לשון ביזה, שהיתה חביבה עליהם ובוזזים איש לו, וכשבאו לביזת עוג כבר היו שבעים ומלאים, והיתה בזויה בעיניהם, ומקרעין ומשליכין בהמה ובגדים ולא נטלו כי אם כסף וזהב, לכך נאמר בַּזּוֹנוּ לָנוּ לשון בזיון, כך נדרש בספרי <small>(בלק קלא)</small> בפ' וַיֵּשֶׁב יִשְׂרָאֵל בַּשִּׁטִּים <small>(במדבר כה, א)</small>: 
"
Rashi on Deuteronomy 2:37:1,<b>כל יד נחל יבק.</b> °כל אצל נחל יבק:
Rashi on Deuteronomy 2:37:2,"<b>וכל אשר צוה ה' אלהינו.</b> °שלא לכבוש, הנחנו: "
Rashi on Deuteronomy 3:1:1,<b>ונפן ונעל.</b> כל צד צפון הוא עלייה:
Rashi on Deuteronomy 3:2:1,"אל תירא אותו. <small>(נדה סא.)</small> ובסיחון לא הוצרך לומר אל תירא אותו, אלא מתיירא היה משה שלא תעמוד לו זכות ששמש לאברהם, שנאמר וַיָּבֹא הַפָּלִיט <small>(בראשית יד, יג)</small>, והוא עוג: 
"
Rashi on Deuteronomy 3:4:1,"<b>חבל ארגב.</b> מתרגמינן בית פְּלַךְ טְרָכוֹנָא, וראיתי תרגום ירושלמי <small>(תרגום שני א, ג)</small> במגלת אסתר קורא פלטין טרכונין, °למדתי חבל ארגוב הפרכיא היכל מלך, °כלומר שהמלכות נקראת על שמה, וכן את הארגוב דמלכים, אצל היכל מלך הֲרָגוֹ פקח בן רמליהו לִפקחיה <small>(מלכים־ב טו, כה)</small>, למדתי שכך נקראת שם ההפרכיא:
"
Rashi on Deuteronomy 3:5:1,"<b>מערי הפרזי.</b> פרזות ופתוחות בלא חומה, וכן פְּרָזוֹת תֵּשֵׁב יְרוּשָׁלִַם <small>(זכריה ב, ח)</small>: "
Rashi on Deuteronomy 3:6:1,"<b>החרם.</b> לשון הוה, הלוך וכלות: "
Rashi on Deuteronomy 3:8:1,<b>מיד.</b> מרשות:
Rashi on Deuteronomy 3:9:1,"<b>צידנים יקראו לחרמון וגו'.</b> ובמקום אחר הוא אומר וְעַד הַר שִׂיאֹן הוּא חֶרְמוֹן <small>(לקמן ד, מח)</small>, הרי לו ארבעה שמות, למה הוצרכו ליכתב, להגיד שבח ארץ ישראל שהיו ארבע מלכיות מתפארות בכך, זו אומרת על שמי יקרא וזו אומרת על שמי יקרא: "
Rashi on Deuteronomy 3:9:2,<b>שניר.</b> °הוא שלג בלשון אשכנז (שנעע) ובלשון כנען:
Rashi on Deuteronomy 3:11:1,"<b>מיתר הרפאים.</b> שהרגו אמרפל וחביריו בעשתרות קרנים, והוא פלט מן המלחמה, שנאמר וַיָּבֹא הַפָּלִיט <small>(בראשית יד, יג)</small>, זהו עוג <small>(נדה סא.)</small>: "
Rashi on Deuteronomy 3:11:2,<b>באמת איש.</b> °באמת עוג:
Rashi on Deuteronomy 3:12:1,"<b>ואת הארץ הזאת ירשנו בעת ההוא.</b> °האמורה למעלה, מנחל ארנון ועד הר חרמון: "
Rashi on Deuteronomy 3:12:2,"<b>מערער אשר על נחל ארנון.</b> °אינו מחובר לראשו של מקרא אלא לסופו, על נתתי לראובני ולגדי, אבל לענין ירושה עד הר חרמון היה: 
"
Rashi on Deuteronomy 3:13:1,<b>ההוא יקרא ארץ רפאים.</b> °היא אותה שנתתי לאברהם:
Rashi on Deuteronomy 3:16:1,"<b>תוך הנחל וגבול.</b> כל הנחל °ועוד מֵעֵבֶר לשפתו, כלומר עד ועד בכלל ויותר מכאן: "
Rashi on Deuteronomy 3:17:1,"<b>מכנרת.</b> °מעבר הירדן המערבי היה, ונחלת בני גד מעבר הירדן המזרחי, ונפל בגורלם רוחב הירדן כנגדם ועוד מֵעֵבֶר לשפתו עד כנרת, וזהו שנאמר והירדן וגבול, הירדן וּמֵעֵבֶר לו: "
Rashi on Deuteronomy 3:18:1,<b>ואצו אתכם.</b> °לבני ראובן ובני גד היה מדבר:
Rashi on Deuteronomy 3:18:2,"<b>לפני אחיכם.</b> °הם היו הולכים לפני ישראל למלחמה, לפי שהיו גבורים ואויבים נופלים לפניהם, שנאמר וְטָרַף זְרוֹעַ אַף קָדְקֹד <small>(לקמן לג, כ)</small>: 
 "
Rashi on Deuteronomy 3:18:3,
Rashi on Deuteronomy 3:23:1,"<b>ואתחנן.</b> °אין חנון בכל מקום אלא לשון מתנת חנם, אע""פ שיש להם לצדיקים לתלות במעשיהם הטובים, אין מבקשים מאת המקום אלא מתנת חנם, °לפי שאמר לו וְחַנֹּתִי אֶת אֲשֶׁר אָחֹן <small>(שמות לג, יט)</small>, אמר לו בלשון ואתחנן. °דבר אחר, זה אחד מעשרה לשונות °שנקראת תפלה, כדאיתא בספרי <small>(כו)</small>: "
Rashi on Deuteronomy 3:23:2,<b>בעת ההיא.</b> °לאחר שכבשתי ארץ סיחון ועוג °דִּמִיתִי שמא הותר הנדר <small>(ספרי שם)</small>:
Rashi on Deuteronomy 3:23:3,"<b>לאמר.</b> °זה אחד משלשה מקומות שאמר משה לפני המקום, איני מניחך עד שתודיעני אם תעשה שאלתי אם לאו: "
Rashi on Deuteronomy 3:24:1,"<b>ה' אלהים. °</b>חום בדין: 
"
Rashi on Deuteronomy 3:24:2,"<b>אתה החלות להראות את עבדך. </b>°פתח להיות עומד ומתפלל אע""פ שנגזרה גזירה, אמר לו ממך למדתי, שאמרת לי וְעַתָּה הַנִּיחָה לִּי <small>(שמות לב, י)</small>, וכי תופס הייתי בך, אלא לפתוח פתח שבי היה תלוי להתפלל עליהם <small>(ספרי כז)</small>, כמו כן הייתי סבור לעשות עכשיו: "
Rashi on Deuteronomy 3:24:3,"<b>את גדלך.</b> זו מדת טובך, וכן הוא אומר, °וְעַתָּה יִגְדַּל נָא כֹּחַ אֲדֹנָי <small>(במדבר יד, יז)</small>: "
Rashi on Deuteronomy 3:24:4,"<b>ואת ידך.</b> זו ימינך, °שהיא פשוטה לכל באי עולם: "
Rashi on Deuteronomy 3:24:5,<b>החזקה.</b> °שאתה כובש ברחמים את מידת הדין החזקה:
Rashi on Deuteronomy 3:24:6,"<b>אשר מי אל וגו'.</b> °אינך דומה למלך בשר ודם, °שיש לו יועצין וְסַנְקַתַּדְּרִין, הממחין בידו כשרוצה לעשות חסד ולעבור על מדותיו, אתה אין מי ימחה בידך אם תמחול לי ותבטל גזירתך. °ולפי פשוטו, אתה החלות להראות את עבדך, מלחמת סיחון ועוג, כדכתיב רְאֵה הַחִלֹּתִי תֵּת לְפָנֶיךָ <small>(דברים ב, לא)</small>, הראני מלחמת ל""א מלכים:"
Rashi on Deuteronomy 3:25:1,<b>אעברה נא.</b> °אין נא אלא לשון בקשה:
Rashi on Deuteronomy 3:25:2,<b>ההר הטוב הזה.</b> °זו ירושלים:
Rashi on Deuteronomy 3:25:3,<b>והלבנון. °</b>זה בית המקדש <small>(יומא לט:)</small>:
Rashi on Deuteronomy 3:26:1,<b>ויתעבר ה'. </b>°נתמלא חמה <small>(ספרי כט)</small>:
Rashi on Deuteronomy 3:26:2,"<b>למענכם.</b> בשבילכם, °אתם גרמתם לי, וכן הוא אומר, וַיַּקְצִיפוּ עַל מֵי מְרִיבָה וַיֵּרַע לְמשֶׁה בַּעֲבוּרָם <small>(תהלים קו, לב)</small>: "
Rashi on Deuteronomy 3:26:3,"<b>רב לך.</b> °שלא יאמרו הרב כמה קשה, והתלמיד כמה סרבן מפציר. °דבר אחר רב לך, הרבה מזה שמור לך, °רב טוב הצפון לך <small>(ספרי פנחס קלה)</small>: 
"
Rashi on Deuteronomy 3:27:1,"<b>וראה בעיניך.</b> בקשת ממני ואראה את הארץ הטובה, °אני מראה לך את כולה, שנאמר וַיַּרְאֵהוּ ה' אֶת כָּל הָאָרֶץ <small>(לקמן לד, א)</small>: "
Rashi on Deuteronomy 3:28:1,"<b>וצו את יהושע.</b> °על הטרחות ועל המשאות, ועל המריבות: 
"
Rashi on Deuteronomy 3:28:2,"<b>וחזקהו ואמצהו.</b> °בדבריך, שלא ירך לבו לומר, כשם שנענש רבי עליהם כך סופי ליענש עליהם, מבטיחו אני, כי הוא יעבור והוא ינחיל: "
Rashi on Deuteronomy 3:28:3,"<b>כי הוא יעבר.</b> °אם יעבור לפניהם ינחלו, ואם לאו לא ינחלו. וכן אתה מוצא כששלח מן העם אל העי, והוא יָשַׁב, וַיַּכּוּ מֵהֶם אַנְשֵׁי הָעַי וגו' <small>(יהושע ז, ה)</small>, °וכיון שנפל על פניו, אמר לו °קֻם לָךְ <small>(שם פסוק י)</small>, קם לך כתיב, אתה הוא העומד במקומך ומשלח את בני למלחמה, למה זה אתה נופל על פניך, לא כך אמרתי למשה רבך, אם הוא עובר עוברין ואם לאו אין עוברין: "
Rashi on Deuteronomy 3:29:1,"<b>ונשב בגיא וגו'. °</b>ונצמדתם לעבודת אלילים, ואעפ""כ ועתה ישראל שמע אל החקים, והכל מחול לך, ואני לא זכיתי לימחל לי <small>(ספרי פנחס קלו)</small>: 
"
Rashi on Deuteronomy 4:2:1,"<b>לא תוסיפו. </b>כגון חמש פרשיות בתפילין, חמשת מינין בלולב, וחמש ציציות, וכן לא תגרעו <small>(ספרי ראה פב)</small>: 
"
Rashi on Deuteronomy 4:6:1,<b>ושמרתם.</b> °זו משנה:
Rashi on Deuteronomy 4:6:2,<b>ועשיתם.</b> כמשמעו:
Rashi on Deuteronomy 4:6:3,"<b>כי הוא חכמתכם ובינתכם וגו'.</b> °בזאת תֵּחָשְׁבוּ חכמים ונבונים לעיני העמים: 
"
Rashi on Deuteronomy 4:8:1,<b>חקים ומשפטים צדיקים.</b> °הגונים ומקובלים:
Rashi on Deuteronomy 4:9:1,"<b>רק השמר לך וגו' פן תשכח את הדברים.</b> אז, כשלא תשכחו אותם ותעשום על אמתתם, °תחשבו חכמים ונבונים, ואם תְּעַוותוּ אותם מתוך שכחה, תֵּחָשְׁבוּ שוטים: 
"
Rashi on Deuteronomy 4:10:1,"<b>יום אשר עמדת.</b> מוסב על מקרא שלמעלה ממנו, אשר ראו עיניך, °יום אשר עמדת בחורב, אשר ראיתם את הקולות ואת הלפידים: "
Rashi on Deuteronomy 4:10:2,<b>יִלְמְדוּן.</b> °יַלְפוּן לעצמם:
Rashi on Deuteronomy 4:10:3,"<b>יְלַמֵּדוּן.</b> יְאַלְפוּן לאחרים: 
"
Rashi on Deuteronomy 4:14:1,"<b>ואתי צוה ה' בעת ההיא ללמד אתכם.</b> °תורה בעל פה: 
"
Rashi on Deuteronomy 4:16:1,<b>סמל.</b> צורה:
Rashi on Deuteronomy 4:19:1,"<b>ופן תשא עיניך.</b> °להסתכל בדבר, ולתת לב לשוב לטעות אחריהם: 
"
Rashi on Deuteronomy 4:19:2,"<b>אשר חלק ה'.</b> °להאיר להם. °דבר אחר, לאלוהות, לא מנען °מלטעות אחריהם, אלא החליקם בדברי הבליהם לטרדם מן העולם <small>(ע""ז נה.)</small>, וכן הוא אומר, כִּי הֶחֱלִיק אֵלָיו בְּעֵינָיו לִמְצֹא עֲוֹנוֹ לִשְׂנֹא <small>(תהלים לו, ג)</small>: "
