Chapter,Segment.,English,Hebrew
1,39,"Thus this is the meaning of “those called up to <i>mo’eid</i> (meeting), men of name.” It is necessary to call up the <i>mo’adot,</i> namely, the Three Festivals, in order to rectify the three traits, which are “men of name.”","וְזֶהוּ בְּחִינַת: קְרוּאֵי מוֹעֵד אַנְשֵׁי שֵׁם, שֶׁצְּרִיכִין לִקְרוֹת אֶת הַמּוֹעֲדוֹת, דְּהַיְנוּ הַשָּׁלֹשׁ רְגָלִים, לְתַקֵּן אֶת הַשָּׁלֹשׁ מִדּוֹת הַנַּ""ל, שֶׁהֵם בְּחִינַת אַנְשֵׁי שֵׁם כַּנַּ""ל:"
1,40,"<b>6.</b> And by building Yerushalayim—i.e., the rectification of perfect fear in the heart—an angel is created that instills the vessels of prophecy with prophetic inspiration. Prophecy stems from the concept of the cherubs, as in “he heard the Voice…from between the two cherubs” (Numbers 7:89). Cherubs have a child’s face (Zohar I, 18b). They receive inspiration from the angel, as in (Genesis 48:16), “May the angel who redeems me from all evil bless the children”—i.e., “a child’s face,” the cherubs.","<b>ו</b> וְעַל־יְדֵי בִּנְיַן יְרוּשָׁלַיִם, דְּהַיְנוּ תִּקּוּן שְׁלֵמוּת הַיִּרְאָה שֶׁבַּלֵּב, עַל־יְדֵי־זֶה נִבְרָא מַלְאָךְ, שֶׁמַּשְׁפִּיעַ נְבוּאָה לִכְלֵי הַנְּבוּאָה. כִּי הַנְּבוּאָה בָּאָה מִבְּחִינַת כְּרוּבִים, בִּבְחִינַת (במדבר ז׳:פ״ט): וַיִּשְׁמַע אֶת הַקּוֹל מִבֵּין שְׁנֵי הַכְּרֻבִים; וּכְרוּבִים הֵם אַנְפֵּי זוּטְרֵי (זהר בראשית דף יח:), וְהֵם נִשְׁפָּעִים מִן הַמַּלְאָךְ, בִּבְחִינַת (בראשית מ״ח:ט״ז): הַמַּלְאָךְ הַגּוֹאֵל־אֹתִי מִכָּל רָע יְבָרֵךְ אֶת הַנְּעָרִים; שֶׁהֵם אַנְפֵּי זוּטְרֵי, בְּחִינַת כְּרוּבִים."
1,41,"This angel’s root is fear, because the letters that spell <i>MaLAKh</i> (angel) are the initial letters of “<i>Ki Ain Machsor Li’reiav</i> (for those who fear Him lack nothing)” (Psalms 34:10). Prophetic insight is then drawn, so that even the children can attain prophesy, as in “and your sons and daughters will prophesy” (Joel 3:1).","וְזֶה הַמַּלְאָךְ שָׁרְשׁוֹ מִיִּרְאָה, כִּי זֶה אוֹתִיּוֹת מַלְאָךְ – רָאשֵׁי־תֵבוֹת כִּי אֵין מַחְסוֹר לִירֵאָיו (תהילים ל״ד:י׳), וַאֲזַי נִמְשֶׁכֶת נְבוּאָה, וַאֲפִילוּ קְטַנִּים יְכוֹלִין לְהִתְנַבְּאוֹת, בִּבְחִינַת (יואל ג׳:א׳): וְנִבְּאוּ בְּנֵיכֶם וּבְנוֹתֵיכֶם:"
1,42,"<b>7.</b> Nevertheless, a person must be very careful not to assume a position of authority. In attaining fear one acquires a strong desire to influence others, because “anyone who fears Heaven, his words are heard” (Berakhot 6b). And because his words are heeded, he longs to be in a position of influence. But he must be very careful not to assume such a position, because being in a position of authority snuffs out the prophetic inspiration, namely, the angel created through fear.","<b>ז</b> אַךְ צָרִיךְ לִזָּהֵר מְאֹד מֵהִתְמַנּוּת, כִּי זֶה הַזּוֹכֶה לְיִרְאָה יֵשׁ לוֹ הִשְׁתּוֹקְקוּת לְהִתְמַנּוּת, כִּי מִי שֶׁיֵּשׁ בּוֹ יִרְאַת שָׁמַיִם דְּבָרָיו נִשְׁמָעִין (ברכות ו:), וּמֵחֲמַת שֶׁדְּבָרָיו נִשְׁמָעִין, הוּא מִשְׁתּוֹקֵק לְהִתְמַנּוּת, אֲבָל צָרִיךְ לִשְׁמֹר עַצְמוֹ מְאֹד מֵהִתְמַנּוּת, כִּי הַהִתְמַנּוּת מַפְסִיד הַשְׁפָּעַת הַנְּבוּאָה, בְּחִינוֹת הַמַּלְאָךְ הַנַּ""ל, הַנַּעֲשֶׂה עַל־יְדֵי הַיִּרְאָה."
1,43,"This is what Yehoshua said to Moshe, when [Moshe] was told “Eldad and Meidad are prophesying in the camp.” [Yehoshua said,] “My master, Moshe, <i>kla’aim</i> (destroy them)!” (Numbers 11:27-28). <i>Rashi</i> interprets [<i>kla’aim</i>] as: burden them with community responsibility and they will perish [of their own accord]. This is because community responsibility, i.e., a position of authority, erodes and snuffs out the flow of prophecy. Thus rearranging the letters of <i>MaLAKh</i> [spells] <i>KLa’AiM</i>.","וְזֶה שֶׁאָמַר יְהוֹשֻׁעַ לְמֹשֶׁה, כְּשֶׁנֶאֶמַר לוֹ: אֶלְדָּד וּמֵידָד מִתְנַבְּאִים בַּמַּחֲנֶה (במדבר י״א:כ״ז): – אֲדוֹנִי מֹשֶׁה כְּלָאֵם. פֵּרֵשׁ רַשִׁ""י (והוא בסנהדרין יז): הַטֵּל עֲלֵיהֶם צָרְכֵי צִבּוּר וְהֵם כָּלִים וְכוּ'; כִּי צָרְכֵי צִבּוּר, הַיְנוּ הִתְמַנּוּת, מְכַלֶּה וּמַפְסִיד הַנְּבוּאָה כַּנַּ""ל, כִּי נַּעֲשֶׂה מֵאוֹתִיּוֹת מַלְאָךְ כְּלָאֵם:"
1,44,"<b>8.</b> Even if there is no one to prophesy, prophetic inspiration—its mere presence in the world!—frees prayer from exile and redeems it.","<b>ח</b> וְעַל־יְדֵי הַשְׁפָּעַת הַנְּבוּאָה, אַף עַל פִּי שֶׁאֵין מִי שֶׁיִּתְנַבֵּא, רַק שֶׁיֵּשׁ בְּחִינַת הַשְׁפָּעַת הַנְּבוּאָה בָּעוֹלָם, עַל־יְדֵי־זֶה נִגְאֶלֶת וְנִפְדֵּית הַתְּפִלָּה,"
1,45,"Prayer is really very exalted, but people treat it lightly. Even when they stand up to pray, all they want is to be done with it. As our Sages, of blessed memory, taught: “That which is exalted is degraded by the sons of man” (Psalms 12:9)—this refers to those things that stand at the very summit of the universe, yet people treat them lightly (Berakhot 6b).","כִּי הַתְּפִלָּה הִיא גָבוֹהַ מְאֹד, וּבְנֵי אָדָם מְזַלְזְלִין בָּהּ. וּכְשֶׁעוֹמְדִים לְהִתְפַּלֵּל, חֲפֵצִים לִפְטֹר הַתְּפִלָּה מֵעֲלֵיהֶם, כְּמַאֲמַר רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (ברכות ו:): כְּרֻם זֻלֻּת לִבְנֵי אָדָם – אֵלּוּ דְּבָרִים הָעוֹמְדִין בְּרוּמוֹ שֶׁל עוֹלָם, וּבְנֵי אָדָם מְזַלְזְלִין בָּהֶם וְכוּ';"
1,46,"Yet through prophecy, prayer is redeemed from exile, as in “for he is a prophet, and he will pray for you” (Genesis 20:7). Prophecy brings to the perfection of prayer. This is because prayer is the concept of “He creates <i>NiV</i> (the expression) of the lips” (Isaiah 57:19)—i.e., <i>NeVuah</i> (prophecy).","וְעַל־יְדֵי הַנְּבוּאָה נִגְאֶלֶת הַתְּפִלָּה מִן הַגָּלוּת, בִּבְחִינַת (בראשית כ׳:ז׳): כִּי נָבִיא הוּא וְיִתְפַּלֵּל בַּעַדְךָ. שֶׁעַל־יְדֵי נְבוּאָה הַתְּפִלָּה בִּשְׁלֵמוּת, כִּי הַתְּפִלָּה הִיא בְּחִינַת (ישעיהו נ״ז:י״ט): בּוֹרֵא נִיב שְׂפָתָיִם, בְּחִינַת נְבוּאָה:"
1,47,"<b>9.</b> And when prayer is freed from exile and redeemed, all doctoring falls away, because there will be no need for medicine. All medicines are based on plants, each plant receiving potency from its own particular star and constellation. This is as our Sages, of blessed memory, taught (Bereishit Rabbah 10:6) : You won’t find a blade of grass that does not have a star and a constellation striking it and telling it, “Grow!”","<b>ט</b> וּכְשֶׁנִּגְאֶלֶת וְנִפְדֵּית הַתְּפִלָּה, אֲזַי נוֹפֵל כָּל הַדָּאקְטִירַיי, כִּי אֵין צְרִיכִין לִרְפוּאוֹת, כִּי כָל הָרְפוּאוֹת הֵם עַל־יְדֵי עֲשָׂבִים, וְכָל עֵשֶׂב וָעֵשֶׂב מְקַבֵּל כֹּחַ מִכּוֹכָב וּמַזָּל הַמְּיֻחָד לוֹ, כְּמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (מ""ר בראשית פ' י): אֵין לְךָ כָּל עֵשֶׂב וָעֵשֶׂב שֶׁאֵין לוֹ כּוֹכָב וּמַזָּל, שֶׁמַּכֶּה אוֹתוֹ וְאוֹמֵר לוֹ: גְּדַל."
1,48,"Now, each star and constellation receives power from those higher than it. And the higher one receives from the one higher than it, till they receive power from the ministering angels. This is as is said: All the heavenly bodies borrow from one another; the moon borrows from the sun, etc. (Tikkuney Zohar #44, p.82b). “For there is higher and higher still” (Ecclesiastes 5:7), and they all borrow from one another, till they receive and borrow from the ministering angels. These angels, in turn, receive from those above them, “higher and higher still,” until they all receive from the root of all things, which is the Word of God: “By the Word of God the firmaments were made, and their entire host by the breath of His mouth” (Psalms 33:6). Therefore, when a person merits [perfected] prayer, he has no need for the healing that plants provide, because prayer is the Word of God, which is the root of everything.","וְכָל כּוֹכָב וּמַזָּל מְקַבֵּל כֹּחַ מִכּוֹכָבִים שֶׁלְּמַעְלָה מִמֶּנּוּ, וְהָעֶלְיוֹן – מֵהָעֶלְיוֹן מִמֶּנּוּ, עַד שֶׁמְּקַבְּלִים כֹּחַ מֵהַשָּׂרִים הָעֶלְיוֹנִים, כְּמוֹ שֶׁאָמְרוּ (בתקו""ז תקון מ""ד, דף פב:): כָּל כּוֹכְבַיָּא לָוִין דָּא מִן דָּא, סִהֲרָא לָוֵי מִן שִׁמְשָׁא וְכוּ', כִּי גָּבֹהַּ מֵעַל גָּבֹהַּ וְכוּ' (קהלת ה׳:ז׳), וְהֵם כֻּלָּם בְּחִינַת לוֹוִים זֶה מִזֶּה וְזֶה מִזֶּה, עַד שֶׁמְּקַבְּלִים וְלוֹוִין מֵהַשָּׂרִים הָעֶלְיוֹנִים, וְהַשָּׂרִים מְקַבְּלִים מֵהָעֶלְיוֹנִים מֵהֶם, גָּבוֹהַּ מֵעַל גָּבוֹהַּ, עַד שֶׁכֻּלָּם מְקַבְּלִים מִשֹּׁרֶשׁ הַכֹּל, שֶׁהוּא דְּבַר ה', כְּמוֹ שֶׁכָּתוּב (תהילים ל״ג:ו׳): בִּדְבַר ה' שָׁמַיִם נַעֲשׂוּ וּבְרוּחַ פִּיו כָּל צְבָאָם. וְעַל־כֵּן כְּשֶׁזּוֹכִין לִתְפִלָּה, אֵין צְרִיכִין לִרְפוּאַת הָעֲשָׂבִים, כִּי הַתְּפִלָּה הִיא בְּחִינַת דְּבַר ה', שֶׁהוּא שֹׁרֶשׁ הַכֹּל."
1,49,"This is the concept of <i>NaVYE</i> (a prophet), which is an acronym for <i>Bidvar YHVH Shamayim Naasu</i> (“By the Word of God the firmaments were made”). The <i>Alef</i> represents the firmament separating water from water (Tikkuney Zohar #5, p. 19b, and #40, p.80a). <b>*</b> Prophecy is the means to prayer, which corresponds to the Word of God, as discussed above.","וְזֶה בְּחִינַת נָבִיא, רָאשֵׁי תֵבוֹת: בִּדְבַר יְיָ שָׁמַיִם נַעֲשׂוּ; כִּי הָאָלֶף הוּא רָקִיעַ, הַמַּבְדִּיל בֵּין מַיִם לְמַיִם (תקון ה' ותקון מ')*). כִּי עַל־יְדֵי נְבוּאָה זוֹכִין לִתְפִלָּה, שֶׁהִיא בְּחִינַת דְבַר ה' כַּנַּ""ל."
1,50,This is: “He dispatches His word to heal them; He saves them <i>me’shechitotam</i> (from their destruction)” (Psalms 107:20).,וְזֶה בְּחִינַת (תהילים ק״ז:כ׳:) יִשְׁלַח דְּבָרוֹ וְיִרְפָּאֵם וִימַלֵּט מִשְּׁחִיתוֹתָם.
1,51,"<b>He dispatches His word to heal them—</b> In other words, all cures are received solely by means of the Word of God, namely, prayer. Thus…","יִשְׁלַח דְבָרוֹ וְיִרְפָּאֵם, הַיְנוּ שֶׁמְּקַבְּלִין כָּל הָרְפוּאוֹת רַק עַל־יְדֵי דְבַר ה', דְּהַיְנוּ תְּפִלָּה."
1,52,"<b>He saves them <i>me’shechitotam</i>—</b> [<i>SheChiTotam</i>] alludes to plants, as in “harvest <i>leShaChaT</i> (hay)” (Menachot 71a), because there is no need for the healing that plants provide.","אֲזַי: וִימַלֵּט מִשְּׁחִיתוֹתָם, הַיְנוּ עֲשָׂבִים, בִּבְחִינַת (מנחות עא): הַקּוֹצֵר לְשַׁחַת, כִּי אֵין צְרִיכִין לִרְפוּאַת הָעֲשָׂבִים כַּנַּ""ל:"
1,53,"And this is the meaning of: “You shall serve God, your Lord, and He shall bless your bread and your water, and I shall remove illness from your midst” (Exodus 23:25). “You shall serve God”—“service” is prayer (Bava Kama 92b)—“and He shall bless your bread and your water, and I shall remove illness….” In other words, you will be healed through bread and water. As a result of their being blessed from the root of everything—i.e., the Word of God/prayer—bread and water will have the same healing power as the plants.","וְזֶהוּ בְּחִינַת: וַעֲבַדְתֶּם אֶת ה' אֱלֹקֵיכֶם, וּבֵרַךְ אֶת לַחְמְךָ וְאֶת מֵימֶיךָ, וַהֲסִירֹתִי מַחֲלָה מִקִּרְבֶּךָ (שמות כ״ג:כ״ה). וַעֲבַדְתֶּם אֶת ה' – עֲבוֹדָה זוֹ תְּפִלָּה (בבא קמא צב:). אֲזַי: וּבֵרַךְ אֶת לַחְמְךָ וְאֶת מֵימֶיךָ וַהֲסִירֹתִי מַחֲלָה וְכוּ'; הַיְנוּ שֶׁיִּהְיֶה לְךָ רְפוּאָה עַל־יְדֵי לֶחֶם וּמַיִם, עַל־יְדֵי שֶׁיִּתְבָּרְכוּ מִן שֹׁרֶשׁ הַכֹּל, דְּהַיְנוּ דְבַר ה', בְּחִינַת תְּפִלָּה, וְיִהְיֶה לְלֶחֶם וּמַיִם כֹּחַ לְרַפְּאוֹת כְּמוֹ עֲשָׂבִים."
1,54,"The division of the potencies, such that one plant has the power to cure one kind of illness, and another [plant] a different kind of illness, and so on—all this apportioning of their potencies is only in the lower world. But on high, at the root of everything, which is the Word of God, all things are one. Bread and water are no different than plants. By grabbing onto the root—i.e., the Word of God/prayer—it is possible to channel the healing powers into bread and water. Then one will be healed through the bread and water, as in “and He shall bless your bread…and I shall remove illness….”","כִּי הִתְחַלְּקוּת הַכֹּחוֹת, שֶׁזֶּה הָעֵשֶׂב יֵשׁ לוֹ כֹּחַ לְרַפְּאוֹת חוֹלַאַת פְּלוֹנִי וְזֶה חוֹלַאַת פְּלוֹנִי, וְכַיּוֹצֵא בָּזֶה – כָּל חִלּוּקֵי כֹּחוֹתָם הוּא רַק לְמַטָּה, אֲבָל לְמַעְלָה בְּשֹׁרֶשׁ הַכֹּל, דְּהַיְנוּ דְבַר ה', הַכֹּל אֶחָד, וְאֵין חִלּוּק בֵּין לֶחֶם וּמַיִם וּבֵין עֲשָׂבִים, וּכְשֶׁאוֹחֲזִין בְּהַשֹּׁרֶשׁ, דְּהַיְנוּ דְבַר ה', בְּחִינַת תְּפִלָּה, יְכוֹלִין לְהַמְשִׁיךְ כֹּחוֹת הָרְפוּאָה לְתוֹךְ לֶחֶם וּמַיִם, וְיִהְיֶה לוֹ רְפוּאָה עַל־יְדֵי לֶחֶם וּמַיִם, בְּחִינַת: וּבֵרַךְ אֶת לַחְמְךָ וְכוּ' וַהֲסִירֹתִי מַחֲלָה וְכוּ' כַּנַּ""ל:"
