EY comment,EY current paragraph
"<b>מנין ודגלו.</b> שעולה מנין מ""ט ובתנחומא ובשיר השירים רבה גרס שהיא נדרשת מ""ט פנים טהור ומ""ט פנים טמא. והכוונה שבתורה יש ששים רבוא אותיות. ולעתיד יחברן ויצרפן ה' באופנים וצירופים הרבה ומכל צירוף יהיה פנים חדשות לתורה. ולכן יעלו הצירופים לפנים הרבה (רמב""ן).",Bemidbar Rabbah 2:3
<b>היה נהרג.</b> כי אינו מהחק והנימוס להראות באצבע על דמות המלך אכן אצלו יתברך אינו כן. איקונין פי' צורה.,Bemidbar Rabbah 2:3
"<b>ומראים את האזכרות באצבע.</b> שלהיות אותיות התורה שמותיו של הקב""ה ויש להם רוחניות והרגש היה להם להקפיד (יפ""ת).",Bemidbar Rabbah 2:3
"<b>וגודלו.</b> פי' אצבעו שמראה בו את האזכרות או י""ל גדולתו שהוא מתגדל ושלבו גס בו (מתנת כהונה).",Bemidbar Rabbah 2:3
"<b>ודלוגו עלי אהבה.</b> ר""ל שלא יאמר אדם איך אני יכול ללמוד תורה שיש כמה וכמה מאמרים חמורים וצריך אני לדלג אותם. אמר הקב""ה מכל מקום עלי אהבה.",Bemidbar Rabbah 2:3
"<b>כ""ב רבבות של מלאכים.</b> וכן הוא בתנחומא ריש וישלח. אבל צ""ל שם וכאן כ""ב אלף מרכבות מלאכים וכן הוא בתנחומא ס""ז.",Bemidbar Rabbah 2:3
<b>עשה אותם דגלים כמו שנתאוו.</b> דרש באותות לשון בכל אות נפשם. שכל ישראל נתאוו לדגלים במעמד הקדוש כשראו שם דגלים של מלאכי השרת (בחיי).,Bemidbar Rabbah 2:3
"<b>קדושים וגדולים היו ישראל כו'.</b> הקדושה הוא בעניינים הנפשיים שנתקדשו עי""ז מאד. כי הסידור והמדרגה הנעשה בעולם השפל המכוון לעולם העליון נעשה כח מקבל השפע מלמעלה. כמו סדר הבית המקדש כתבניתו כמצווה היה מוריד השפע מלמעלה וגדולים בעניני הגוף ג""כ שהכל היו יראים מפניהם כי נפל פחדם עליהם כי מהקדושה נמשך הגדולה.",Bemidbar Rabbah 2:4
"<b>ואומרים מי זאת הנשקפה וגו' אומרים להם כו' הדבקו לנו כו'.</b> ביאור הדבר שהעכו""ם בחזותם מעלתם. אמרו מי זאת הנשקפה כזוהר. ומחלים פניהם שיתחברו אתם באהבה וישובו מאחרי ה'. ואומרים שובי שובי אלינו השולמית אתם האומה שמשלימים נפשיכם למיתה על אלהיכם (ודרש השולמית נוטריקון משלמת למיתה כדאיתא בחזית). שובי שובי אלינו להדבק בנו ותהיו מכובדים ונחזה בך שנעשה אתכם שלטונים ודוכסים. ולא שתהיו עם לבדד ישכון בטל במיעוטו.",Bemidbar Rabbah 2:4
<b>הגמונים.</b> בלשון יוני פקיד וקצין (מוסף הערוך).,Bemidbar Rabbah 2:4
<b>דוכסין ואפרכין אסטרטליטין.</b> דוכוס פירוש שר. ואיפרכוס גדול ממנו. ואסטרטליטיס גדול ממנו כדאיתא בפסיקתא דוזאת הברכה. דוכוס בלשון רומיי שר צבא. ואיפרכוס בלשון יוני שר הפרשים. ואיסטרטליטין בלשון יוני פקיד מלחמה (מוסף הערוך).,Bemidbar Rabbah 2:4
"<b>וישראל אומרים להם מה תחזו בשולמית.</b> מה גדולה אתם נותנין לאומה שמשלמת עצמה למיתה. שמא כמחולת המחנים. שמא יכולים אתם לעשות לנו כגדולה שעשה האלהים במדבר דגל מחנה יהודה. ואחז בדגל יהודה בראשונה. לפי שמשבטו המלוכה כמ""ש לא יסור שבט מיהודה. ועוד ראו אהבתו עלי שחטאתי לפניו ומחל לי. והזהירני עוד על הקדושה יתירה למען לדבק בי. ואיך תפתני להסיר הדיבוק והקדושה ולהתחבר עמך.",Bemidbar Rabbah 2:4
"<b>אף בלעם כו'.</b> כלומר שהיה מחפש אולי ימצא מקום לקללם. וכשראה אותם שוכן לשבטיו זהו הדגלים. שכל אחד עומד במקומו הראוי המכוון לענין כחו למעלה. ואז אין כח במזל הרע העומד לעומתם לשלוט עליהם. ולכן בירכן בע""כ.",Bemidbar Rabbah 2:4
"<b>גדולה וגדר.</b> פי' גדר לבל ישלוט בהם רע או קללה ח""ו.",Bemidbar Rabbah 2:4
"<b>כתרצה שאני מתרצה לכם כו' שאתם מתרצים בקרבנות.</b> הענין שעל ג' דברים העולם עומד. על התורה ועל העבודה ועל גמילות חסדים. ואמרו חז""ל כשחרב בית המקדש בכו ואמרו ח""ו שאין לנו תקומה כי אין לנו תורה (כמ""ש מלכה ושריה בגוים אין תורה) ולא עבודה אמר רבי יוחנן בן זכאי ועוד נשתייר לנו דבר אחד והוא גמילות חסדים כמ""ש עולם חסד יבנה. וז""ש כתרצה שאני מתרצה לכם והיינו ע""י התורה שהיא עיקרית שהתורה וקב""ה חד הוא. דבר אחר כתרצה כשאתם מתרצין לי ע""י גמילות חסדים כמ""ש עולם חסד יבנה. דבר אחר כתרצה כשאתם מתרצים בקרבנות והיא העבודה.",Bemidbar Rabbah 2:5
<b>שהם יראים ומושלמים לי.</b> דרש ירושלים לשני תיבות ירא ושלם.,Bemidbar Rabbah 2:5
<b>ובמה אתם.</b> איומה ואמר כנדגלות בדגלים שנתתי לכם.,Bemidbar Rabbah 2:5
"<b>מציאה גדולה כו'.</b> המציאה הוא דבר שלא חשב שימצא במקום הזה. וכן נדמו ישראל למציאה שימצא ויצא מבין העכו""ם כלם אומה שתהיה דבוקה בה'. והוא כמציאת ענבים במקום מדבר ושממה שהם חביבים מאד על מוצאם.",Bemidbar Rabbah 2:5
"<b>תהו ויללה היה העולם.</b> כצ""ל.",Bemidbar Rabbah 2:6
<b>עד שלא קבלו את התורה.</b> כדאיתא בריש רות רבה שאילו לא קבלו את התורה היה העולם מתמוגג.,Bemidbar Rabbah 2:6
<b>לא עשה כן.</b> פי' לא עיכב אלא מיד כו'.,Bemidbar Rabbah 2:6
"<b>מהו אומר יסובבנהו יבוננהו וגו' יסובבנהו שהקיפו כו'.</b> ר""ל מה עשה ה' לשמרם ולהגן עליהם מן העכו""ם סביבותם הן בענינים גופנים לבלי יזיקו להם הקיפם בעננים מעלה ומטה ובד' רוחות כדאיתא לעיל פ""א. והן בענינים נפשיים נתן להם התורה החמימה המיישרת הלב. וכל כך נצרם עד שכינה הכתוב שנצרם כאישון עינו כביכול וצום להקים לו משכן שישכון בתוכם וצום לעשות דגלים לאות ולסימן שהם מיוחדים לו.",Bemidbar Rabbah 2:6
<b>עשה אותם דגלים לשמי.</b> דוגמת דגלי מלאכי מעלה ועי' בבחיי שהאריך בדברי נועם.,Bemidbar Rabbah 2:6
<b>באותות סימנין היו.</b> דרש באותות מלשון אותות השמים. והם סימנים שהיו בכל דגל ודגל.,Bemidbar Rabbah 2:7
<b>ומצוייר עליו דודאים.</b> כתב הבחיי שהיה בדגל ראובן צורת אדם רמז לדודאים.,Bemidbar Rabbah 2:7
<b>כמו שמים.</b> פי' כעין שמים.,Bemidbar Rabbah 2:7
<b>ומצוייר עליו אריה.</b> שכן המשילו אביו לגור אריה.,Bemidbar Rabbah 2:7
<b>יודעי בינה לעתים.</b> שהיו בקיאים בתקופות ומזלות.,Bemidbar Rabbah 2:7
<b>וצבע מפה שלו לבנה.</b> סימן לעשרו שהכסף לבן (בחיי).,Bemidbar Rabbah 2:7
<b>דומה לספיר.</b> שהוא שחור.,Bemidbar Rabbah 2:7
<b>וצבע מפה שלו דומה לכל הצבעים.</b> פי' שהיה צבע מפתו כלולה מכל הצבעים של כל השבטים.,Bemidbar Rabbah 2:7
"<b>שמתקשטות בו הנשים.</b> על שם שבנות אשר היו נאות והיו ראויות למלכות כדאיתא בבראשית רבה פרשה צ""ט. ובבחיי הגירסא לאור שמן זית.",Bemidbar Rabbah 2:7
"<b>הה""ד אשא דעי למרחוק.</b> שמשם התבוננתי איך ראוי להיות סדר ומעמד הדגלים ולפועלי זה הקב""ה אתן צדק שציוה עלי בדגלים ככה.",Bemidbar Rabbah 2:8
<b>דייתיקי.</b> שטר צואה ועיקר הדבר דא תהא למיקם ולהיות (ערוך).,Bemidbar Rabbah 2:8
<b>טכסים.</b> בלשון יוני סדר (מוסף הערוך).,Bemidbar Rabbah 2:8
<b>עושה לו עגולות עד ד' אמות דברי ר' חנינא כו'.</b> פי' ד' אמות מכל צד שמותר לטלטל בהם.,Bemidbar Rabbah 2:9
<b>ומטלטל בתוך ד' אמות.</b> הטעם דנותנין לו ד' אמות דכתיב שבו איש תחתיו ומקומו של אדם ד' אמות.,Bemidbar Rabbah 2:9
"<b>כדי שיטול חפץ מן מרגלותיו כו'.</b> אבל ר""מ פליג וס""ל מלא קומתו ופישוט ידיו ורגליו ואיכא בינייהו מצומצמות. דלר""י ד' אמות מצומצמות ולר""מ גדולות דפישוט ידים ורגלים יותר מאמה הוא.",Bemidbar Rabbah 2:9
"<b>והשובת במדינה כו' מהלך את כולה כו'.</b> בתנחומא גריס מהלך את כולה ועבורה וחוץ מעבורה אלפים אמה לכל רוח ומהו עבורה חנויות ופונדקאות (פי' מלון אורחים שאוכלין ושותים וישנים שם) והן חוץ למדינה על הדרך ע""כ.",Bemidbar Rabbah 2:9
"<b>כמערת צדקיהו.</b> מפרש בתנחומא כמערה שברח בה צדקיהו. ושם בתנחומא גריס שהיתה בת י""ב מיל.",Bemidbar Rabbah 2:9
<b>ומנין סמכו תחומין.</b> כלומר היכן מצאו סמך לתחומין מן התורה וקאמר מפסוק ומדותם וגו'.,Bemidbar Rabbah 2:9
"<b>ומדותם מחוץ לעיר.</b> שזה שייך לעיר מגרש וא""כ מותר ההליכה בה כעיר עצמו ולכן לא הרחיקו הארון כי אם אלפים אמה בכדי שיהיו יכולין ללכת בשבת. ודייק ג""כ על אלפים דכתיב מנגד שהוא סימן הרחוק ומצאנו במקום אחר כתיב מנגד ורחוק. ורחוק הוא אלפים אמה א""כ גם כאן כן.",Bemidbar Rabbah 2:9
"<b>אך רחוק יהיה ביניכם כו'.</b> ואך משמע מיעוט כדאמרינן בעלמא אכין ורקין מיעוטין. והיינו שלא יתרחקו יותר מאלפים אמה כדי שיהיו רשאים לבא להתפלל לפני הארון. ומכל מקום הוזהרו ג""כ אף שלא להתקרב פחות מאלפים כדכתיב להדיא אך רחוק יהיה בינו וביניכם כאלפים אמה במדה אל תקרבו אליו. ודיוקו שטעם הריחוק הוא משום שבת. כתב הרד""ק ממ""ש במדה בפת""ח הבי""ת ולא בשו""א מורה על מדה הידוע שהוא אלפים אמה של תחום שבת הידוע.",Bemidbar Rabbah 2:9
"<b>ותשב לה מנגד הרחק.</b> וילפינן נגד מנגד ורחוק מרחוק. פי' כאן בדגלים כתיב מנגד סביב לאהל מועד יחנו ולא פירש שיעורה. וילפינן ממנגד דכתיב בהגר. ובהגר ילפינן דמנגד היינו אלפים אמה מדכתיב הרחק וכתיב ביהושע אך רחוק מה רחוק שנאמר ביהושע אלפים אמה שהרי שם מפורש כאלפים אמה. אף רחוק שנאמר בהגר ג""כ מיל שהם אלפים אמה. והלמד בגזירה שוה חוזרו ומלמד בגזירה שוה כדאיתא בפרק הוציאו לו.",Bemidbar Rabbah 2:9
"<b>והחנים קדמה כו' ה' בחכמה יסד ארץ.</b> באו להורות בזה שהעולם השפל מכוון למול עולם העליון. וכל מה שאנחנו רואים פה בעולם מקום טוב יותר הוא נגד הדבר הטוב המיוסד למעלה. וידוע דאור הוא הגשם היותר זך ובהיר מכל הגשמיים על כן נמשכה מציאותו מדבר היותר נעלה בעליונים כי את זה לעומת זה עשה האלהים. ולכן יהודה שהוא הראשון במעלה ואך לו המלוכה. הוא במזרח שהוא מעלת המקום. ודי בזה להבין בדרך כל הענינים וציורם (אשה""נ).",Bemidbar Rabbah 2:10
<b>וקור וחום.</b> ועיין פרקי דר' אליעזר פרק ג'.,Bemidbar Rabbah 2:10
<b>וגשמי ברכה.</b> שם איתא וגשמי נדבה.,Bemidbar Rabbah 2:10
"<b>וכשם שברא הקב""ה ד' רוחות </b>וסיבבן לכל העולם כולו ובריות העולם עומד באמצע. כך ברא הקב""ה ד' רוחות וסיבבן לכסא הכבוד. וכסא הכבוד באמצע למעלה מכולם. כן הוא במדרש כונן.",Bemidbar Rabbah 2:10
"<b>מזרח שממנו אור יוצא לעולם.</b> יהיה כנגדו מי שהוא אור. כן הוא שם. ור""ל שהמלוכה נקראת אור כדכתיב (מלכים א' יא) למען היות ניר לדוד ופי' ניר כמו נר. והתורה נקראת אור שנאמר ותורה אור. העשירות נקראת אור וכדאמרו בשבת דף קנ""ו האי מאן דבכוכב יהא גבר עתיר כו' מאי טעמיה משום דאית בית נורא.",Bemidbar Rabbah 2:10
