Index Title,Rashash on Pesachim
Rashash on Pesachim 10b:2,"<b>תוס' ד""ה ואם. </b>נ""ל דלרש""י דחק לשון הברייתא דמביא רב יוסף לקמן ""רי""א כל שלא בדק בג""פ הללו שוב א""ב"" דע""כ נזכר שם מקודם דעת חכמים כלשונם במשנתינו. אור י""ד. י""ד. תוך המועד. ור""י מודה להו בג""פ הללו א""כ מוכח דתוך המועד הוא שעת הביעור שבדבריו במשנה עוד נ""ל דמשמע דהג""פ שזכר ר""י יש לכ""א קדימת מעלה על הבא אחריו. הלילה. אור הנר יפה בה ושעה שב""א מצויין בבתיהם. ושחרית נ""ל דהיינו עד ד' שעות כמו תפלת השחר לדידיה בר""פ תה""ש ושעת ביעור היינו שעה ה' וששית (דבה' כ""א בהול לבערו למכור לנכרי טרם שיגיע ו' שאסור בהנאה) ולדידיה דתולין כל חמש ודאי דעדיף טפי לבדוק קודם לה שמותר עדיין באכילה. אבל לחכמים (דהם ר""מ כמ""ש רש""י לקמן בד""ה דרבנן אדרבנן) דס""ל דאוכלין כל חמש שוה חמש לקודם לה. ולכן שינו לשונם לומר תוך המועד דהוא שעה ו' מועד שקבעו חכמים לבערו. וכן ל""א בי""ד שחרית שלא תטעה דהיינו עד ד' שעות כמו בדר""י. ולדידהו היינו עד ה' שעות ולכן הוכרח ג""כ לפרש לאחר המועד הוא עד שתחשך ולא יותר דאל""כ הל""ל לא בדק בתוך המועד יבדוק עד שתחשך לא בדק כו' יבדוק בתוך הרגל. דהא ודאי עדיף טפי קודם הרגל דאינו אלא בלאו מברגל עצמו דבכרת עי' ר""ן ונכון בעז""ה:"
Rashash on Pesachim 11a:1,"<b>גמרא לא יקוב כו' ויתננה בצד הנר. </b>בשבת הגי' על פי הנר וכצ""ל כאן:"
Rashash on Pesachim 11a:2,"<b>רש""י ד""ה מא""ל. ואוקמינן לההיא כר""י במס' מנחות כו'. </b>וכן לקמן (נו ב):"
Rashash on Pesachim 11a:3,"<b>רש""י ד""ה פונדא. איזור חלול. </b>כצ""ל:"
Rashash on Pesachim 11b:1,"<b>גמרא ומ""ש גבי קירצוף דל""ג. </b>בגה""ש הקשה הא קידור לא הוי רק דרבנן כו'. וכ""ע הב""א הקשה זה מדנפשיה ולא זכר דברי הת""י דיומא ולא ראה סוף דבריו שכתב אח""ז מצאתי שהקשה כן בתו""י כו':"
Rashash on Pesachim 11b:2,"<b>משנה רי""א כו' ותולין כל חמש. </b>לכאורה יפלא כיון דאיסור הנאה מז' הוא ג""כ מדאורייתא ולוקין עליו עי' מל""מ בפ""ה מהל' יסוה""ת מדוע ל""ג עלי' ג""כ כמו באכילה וי""ל שלא רצו להחמיר כ""כ ואשכחן כה""ג לענין בשר בחלב דאע""ג דהג' איסורין שבו דהם אכילה הנאה ובישול שוין לאיסורא מ""מ במאי דגזרו מדבריהם ל""ג אלא על אכילה עי' יו""ד ר""ס פ""ז ובזבחים (צט ב) באכילה עבוד רבנן מעלה כו' ועי' (שבת יב ב) תוד""ה ר' נתן:"
Rashash on Pesachim 11b:3,"<b>גמ' אחד אומר בשנים בחדש וא""א בג' עדותן קיימת כו'. </b>נ""ל דדוקא בכה""ג אבל אם שניהם לא כוונו יום החדש לפי מה שהוא עדותן בטלה דבב' לא תלינן טעות כמו לרבא בשעות לקמן ולא""ד גם לאביי ואפשר דאף לל""ק דאביי מודה בימי החדש דבהם אין הטעות מצוי כ""כ כבשעות ופירש""י בד""ה עדותן בטלה שכתב הטעם דבעינן שתהא עדותן מכוונת (משמע דר""ל שתהא מכוונת של זה לשל זה) אינו מובן דתיפוק ליה דאחד מכחיש א""ע מימי החדש לימי השבוע לפי האמת והנ""ל דנסתרסו הדבורים וזה קאי על עדותן בטלה דשעות דלקמן. [שוב ראיתי להמהרש""א שם בר""פ היו בודקין שהתעורר בזה ויש ט""ס בדבריו ע""ש] :"
Rashash on Pesachim 11b:4,"<b>תוס' ד""ה אחד. ומע""ה עד הנה""ח מהלך ד' מילין כו'. </b>כן הגיה השנ""א בפ""א דברכות ע""ש ועי' כה""ד וק""ל מאי דא""ר לקמן מעשה כי הוה או בתחלת שתים כו' דא""כ הוה קודם הנץ וזה שאמר בסוף שלש ודאי הוא אחר הנץ ואיך עדותן קיימת ואין לומר דרבא יכוון לתחלת שתים לפי אמירת העד דסובר שאז הוא אחר הנץ אבל באמת היה אז שעה ומחצה דא""כ מאי האי דמסיים וחד מנייהו קטעי ב' שעות כו' הלא אינו אלא שעה ומחצה. אולם לשיטת התוכנים די""ב שעות דיום נחשבות מנץ עד שקיעה עי' בהגר""א ז""ל באו""ח תנ""ט סק""ה קושייתם נופלת לגמרי דכיון דמעידים בשעות כוונתם על השעות שעברו מהנץ ואילך:"
Rashash on Pesachim 12a:1,"<b>רש""י ד""ה מעשה כי הוה </b>(בסופו). כלומר כו' אפי' כאחד שאמר באותה שעה כו'. כ""נ דצ""ל ולולי ד""ק הייתי אומר דבדוקא קאמר רבא הכי משום דס""ל דלא תלינן טעות בשניהם וכמש""כ לעיל:"
Rashash on Pesachim 12b:1,"<b>גמרא שעה א' ללקוט בה עצים. </b>עמש""כ (בשבת סו) בס""ד:"
Rashash on Pesachim 12b:2,"<b>גמ' חמישית מאכל ת""ח ששית מאכל כ""א. </b>בשבת הגי' בהיפך והוא יותר נכון:"
Rashash on Pesachim 12b:3,"<b>רש""י ד""ה שלא בשעת ביעורו. ימתין עד שעת ביעורו כו'. </b>ק""ל הא כיון דבין שש לשבע טועין א""כ ניחוש דאותו זמן שהוא סובר דהוא שש הוא שבע ואם ימתין עוד שעה יעבור על מ""ע דתשביתו וגם על לאוי דב""י וב""י לשיטתו לעיל (ד) בד""ה בין לר""מ. וי""ל דמשום שיעבור בשוא""ת לא חשו חכמים אבל יקשה לפ""ז מדוע אסרו ליה שעה א' כדי ללקוט עצים אם לא יהיו לו עצים בשש ימתין עד ז' וילקט בו' וישרפנו בז' אפי' תאמר דלר""י לעולם בשרפה:"
Rashash on Pesachim 12b:4,"<b>תוס' ד""ה ולהך. אפי' כו' ובשבע חמה במערב. </b>ר""ל לאביי ע""כ צ""ל דבתחלת ז' חמה במערב דהא לדידיה איכא למימר דהאי דקאמר בז' היינו בתחלתה ואפ""ה בה' ובז' עדותן בטלה. אבל לרבא אינו מוכרח לומר כן דהא לדידיה א""ל דהאי דקאמר ז' היינו בסופה ולכן עדותן בטלה ולהכי פריך שפיר אליביה מתחלת ה' לא ניכול וזה דלא כמהרש""א ומהר""ם:"
Rashash on Pesachim 12b:5,"<b>תוס' ד""ה אימתי. </b>אבל במכילתא משמע כפירש""י דז""ל עד שלא תגיע שעת הביעור מצות כילויו בשרפה משהגיע שעה""ב מצות כילויו בכ""ד:"
Rashash on Pesachim 13a:1,"<b>גמרא ונימא מר הלכה כר""ג כו'. </b>הב""א הקשה לפמש""כ התוס' לקמן בסע""ב דר""א דאמר כשרות היו אתיא כר""ג אכתי קשה דה""ל לפסוק כר""ג דר""א קאי כוותיה וה""ל תרי נגד ר""י ולק""מ דהא ר' יהושע לקמן בברייתא ס""ל כר""י וא""כ ה""ל תרי ותרי גם ר""א איש ברתותא דאמר משמיה דר' יהושע משמע דסבר כוותיה כמש""כ הפוס' בכ""ד. וגם קושיית התוס' בהא דאר""א כשרות היו לענ""ד י""ל דלדידיה היו החלות של מצה:"
Rashash on Pesachim 13a:2,"<b>רש""י ד""ה מזון ב""ס. ולא שלש דכל שלש כו'. </b>כצ""ל:"
Rashash on Pesachim 13a:3,"<b>רש""י ד""ה לנו. כהנים אורחים כו'. </b>כצ""ל:"
Rashash on Pesachim 13a:4,"<b>רש""י ד""ה אף לדבריכם. </b>צריך למחוק מלת אף:"
Rashash on Pesachim 13b:1,"<b>גמרא תני תנא כו'. על גב האיצטבא כו'. </b>עמש""כ בזה בס' נת""ע דף צט ב בס""ד:"
Rashash on Pesachim 13b:2,"<b>גמ' הכא בי""ד עסקינן. </b>וקרי ליה בברייתא חג. ומזה נ""ל ראיה למה שהביא הד""מ ביו""ד שצ""ט אות ג' וד' בשם הא""ז והתשב""ץ שאין אבילות נוהג בו. אבל שם כתוב מזמן שחה""פ ואולי הברייתא אתיא כבן בתירא המובא לקמן (קח) דמצפרא זמנו הוא:"
Rashash on Pesachim 13b:3,"<b>רש""י ד""ה אין מביאין. אלא עד שש שעות. </b>עי' צל""ח שכ' דלשון זה לא שייך ביה למימר עול""ע בכלל ועי' מה שהשבתי עליו בחדושי לשו""ע או""ח סי' נ""ח:"
Rashash on Pesachim 13b:4,"<b>רש""י ד""ה כשרות היו. ואפי' הן עדיין טעונות עיבור צורה כו'. </b>לכאורה יפלא מאי מהני להו ע""צ כיון דאין נפסלין בלינה דלא קדשי עדיין קדושת הגוף כמו שמבאר והולך. אולם דבריו יתכנו לפמש""כ התוס' לקמן (טו) בד""ה ולד דע""צ אינו פסול נותר רק לינה בעלמא ע""ש:"
Rashash on Pesachim 13b:5,"<b>[בא""ד ואם נטמאו נפדין כו'. </b>ולקמן לא הזכיר טומאה אצל פדיון ועיין בר""פ המנחות והנסכים] :"
Rashash on Pesachim 13b:6,"<b>רש""י ד""ה ואינו קדוש. אלא שם שלמי נדבה עליהן כו'. </b>כצ""ל:"
Rashash on Pesachim 13b:7,"<b>תוס' ד""ה כשרות. </b>עמש""כ לעיל ע""א ע""ד בס""ד:"
Rashash on Pesachim 14a:1,"<b>ד""ה מלשרוף. עם חמור ממנו עם מי שנגע באה""ט כו'. </b>כצ""ל:"
Rashash on Pesachim 14a:2,"<b>רש""י ד""ה בנר. אלמא לא מקבל טומאה מן הכלי כו' ולא אדם וכלים. </b>צ""ע דהא קרא מיירי בכלי חרס שאינו נעשה אה""ט לעולם אפי' ע""י מת לטמא אדם וכלים עי' לקמן (יז) בתוס' (ויח ב) בתד""ה דיו והל""ל מדלא כתיב כבוס בגדים בנוגע בהם עי' בפירושו לקמן (כ ב) שוב התבוננתי דדבריו יתכנו ע""פ המבואר בר""ש ובהרע""ב בספ""ט דאהלות דאף כ""ח מטמא כלים בחבורין ע""ש היטב. והיינו דוקא במת מפני שהוא אבי אה""ט נעשה הכ""ח אה""ט בשעת חבורו משא""כ בשרץ שאפילו בשעת חבורו לא מטמא כלי כמבואר (בשבת קלח ב) מפני שהוא אינו רק אה""ט והכ""ח נעשה ראשון ונכון בעז""ה:"
Rashash on Pesachim 14a:3,"<b>רש""י ד""ה מקרא מלא. ונבואת חגי כו' וכבר נגזרו. </b>כצ""ל:"
Rashash on Pesachim 14b:1,"<b>גמרא בחלל חרב חרב ה""ה כחלל. </b>כצ""ל. ובהגהת הגרי""פ בשם הערוך דה""ל לכתוב בחלל כמו למעלה הנוגע בעצם או בחלל כו' הן מש""כ למעלה ע""כ ט""ס וצ""ל למטה כמו שהוא בפרשה. אך לפ""ז אין ראיה משם דכיון דכתיב בחלל המכוון הידוע הנזכר למעלה. אבל עיינתי בערוך עצמו וכתוב שם כדכתיב וכל הנוגע כו' וע""כ גם שם ט""ס כי לא כתיב וכל אלא ועל ואומר אני שיותר טוב להגיה כדכתיב וכל נוגע בחלל ויכוון על הכתוב בפ' מדין בס' מטות ומשם הראי' נכונה:"
Rashash on Pesachim 14b:2,"<b>ונל""פ </b>לפי הדרשה דבחלל חרב פי' בחרב חלל. וכן פירשתי בשר ערלתכם דהוה כמו ערלת בשרכם וכדכתיב ותכרות את ערלת בנה ומלתם את ערלת לבבכם ובשר הוא כנוי לאבר כדפירש""י (בנדה מג) על ומצא בשרו חם ובמקרא גדלי בשר (יחזקאל טז) ע""ש ברד""ק. וכן כי יהיה זב מבשרו רר בשרו החתים בשרו. ועמ""ש (בבכורות מג ב). [וכה""ג כתב הראב""ע בפרשת ויקהל לה ה] :"
Rashash on Pesachim 14b:3,"<b>רש""י ד""ה דתנן כה""פ אה""ת. כל הני כו' שגזרו כו' דאין ד""ת צריכין חזוק </b>משמע דכל שני דאורייתא א""מ אה""מ להיות תחלה. וצ""ע דמוכח בכ""ד דאין חילוק וגם שני דאורייתא מטמא אה""מ לה""ת ומהן בספ""ק דטהרות אם יש ביניהן משקה טופח אף בתרומה הכל טמא ולאביי דבתרומה עושה כיוצא בו ה""ל שני דאורייתא. וכ""נ להדיא מד""ע לקמן (טו ב) בסופו במש""כ ואכתי כו' דאילו משקין שנגע בהן תחלה הי' מדרבנן. וגם לכאורה סותר א""ע תכ""ד שמתחלה פי' מטעם דאיקלישא טומאתו וכ""פ (בחולין לד):"
Rashash on Pesachim 14b:4,"<b>רש""י ד""ה נימא. דכל אה""ט דאורייתא הוא </b>והתוס' מצאו אה""ט דרבנן. ולי משנה מפורשת בפ""ד דטהרות מי""א אבל דבר שהוא אה""ט והוא מד""ס כו' וע""ע מש""כ (בעירובין לה ב) בפירש""י:"
Rashash on Pesachim 14b:5,"<b>תוס' ד""ה אפילו. קרשו ואח""כ נימוחו ה""ה שניים. </b>ע""ש בר""ש במ""א ובמ""ב:"
Rashash on Pesachim 14b:6,"<b>בא""ד והיינו לעולם אפי' קרשו. </b>ר""ל ואח""כ נימוחו ע""ש בר""ש:"
Rashash on Pesachim 14b:7,"<b>תוס' ד""ה התם. ובירושלמי כו' בטבו""י דבה""פ שהוא מדבריהם. </b>שמעתי מקשים דהא ר""ע אית לי' (ביומא יד) דטהור שנפלה עליו הזאה טמאתו וצריך טבילה והע""ש מדאורייתא וטומאת בה""פ צריך הזאה ג' וז' כדמשמע (בנזיר נד) ע""ש. ואח""כ חזר להיות טבו""י דאורייתא מפני ההזאה. ול""נ דכוונת הירושלמי על האדם שנגע במי שנטמא בבה""פ דא""ט אלא טומאת ערב: ועי' מהרש""א שהקשה דלפ""ז אימא דר""ח בול""ט דאורייתא כו' ע""ש. ול""נ דל""ק דא""כ מנ""ל לר""מ דר""ע איירי בטבו""י דרבנן דבשלמא ול""ט מצינו דקרי לטומאה דרבנן במ""ט פ""ג דמע""ש ובמ""ז פ""ח דשקלים ועמש""כ שו""ש. אבל הא קשיא מאי דקאמר הש""ס ומאי מדבריהם מדר""ח הלא לפ""ז גם מדר""ע יוכל ללמוד:"
Rashash on Pesachim 15a:1,"<b>גמרא אילימא הא ר' יהושע דתנן חבית כו'. </b>קשה אכתי מ""ד התם ספק טמאה מדאורייתא כמ""ש התו' והכא טהור וטמא (עמ""ש בשבת ג ב ד""ה תפשוט) כדפריך לעיל:"
Rashash on Pesachim 15a:2,"<b>רש""י ד""ה מדברי ר""ח. דמטמא לי' מדרבנן כו'. </b>ל""י מה דחקו לפרש דוקא אליבא דרבינא דמקרא מלא דה""כ ואי דלא מסתבר לי' לעשות טמאה דרבנן דאורייתא מה יעשה בדלקמן סע""ב באוקימתא דר' ירמי' דשם מוכרח לאמר כן וכדפי' שם בעצמו:"
