Lekach Tov,Perek+Pasuk
@55פס'. @11אשר צוה ה' לתת להם. @22מלמד שהיו ישראל במתנות מהר סיני וזכו בהן אהרן ובניו משזכו בשמן המשחה. מאת בני ישראל. @45(עד)@46 מרצון בני ישראל. חקת עולם לדורותם. שינהג הדבר לדורות:,7:36
"@55פס'. @11זאת התורה לעולה למנחה לחטאת ולאשם ולמלואים ולזבח השלמים. @22אחר שפרטם למעלה חזר וכללם. מלמד שכשם שהמלואים נאמרו כללותיהן ודקדוקיהן מסיני. @45(עה)@46 אמר ריש לקיש מאי דכתיב זאת התורה לעולה למנחה לחטאת ולאשם, כל העוסק בתורה כאלו מקריב עולה ומנחה וחטאת ואשם. אמר רבי יצחק מאי דכתיב זאת תורת החטאת וזאת תורת המנחה כל העוסק בתורת העולה עולה לו כאלו מקריב עולות. בתורת מנחה כאלו מקריב מנחות:",7:37
"@55פס'. @11אשר צוה ה' את משה בהר סיני ביום צותו. @22מלמד שאין כשרין אלא ביום. את בני ישראל להקריב את קרבניהם לה'. הושוו כל הקרבנות על זה. שכשם שעולת סיני טעונה כלי אף כולם טעונין כלי שנאמר (שמות כד) ויקח משה חצי הדם וישם באגנות. אין לי אלא עולות מנין לרבות את כולם שטעונין כלי @45(עו)@46 למדנו מזה שלא תוכל לומר תכש""ט במסכת מנחות (ולא) [אלא] תש""ט שהרי כולם טעונין כלי:",7:38
"@55פס'. @11וידבר ה' אל משה לאמר. @22זו פרשת המלואים דע שאע""פ שנחלקו חכמים ביום השמיני יש מהם שאמרו שהוא שמיני למלואים שחל באחד בניסן. ויש מהם שאמרו כי חל יום שמיני בשמיני בניסן. ר' עקיבא אומר בפרק הישן במסכת סוכה נראין הדברים שהוא אחד בניסן שהרי הנשיאים הקריבו מאחד בניסן שנא' (במדבר ז) זאת חנוכת המזבח וכבר כל שבעת ימי המלואים לא הקריב אהרן כי אם משה שנא' וישחט ויזרוק משה את הדם. והיאך היה משה מקריב קרבנן של נשיאים ולא מצינו שזרק משה כי אם דם המלואים ולא עוד אלא שכתוב (ויקרא ט) כי היום ה' נראה אליכם. ואפשר עד עתה היו הנשיאים מחנכים ולא נראה עד יום שמיני אלא נראין דברי האומר אותו היום נטל עשר עטרות ראשון לכהונה. ראשון לחדשים. @45(עז)@46 וכן הוא את מוצא (שם י) ואת שעיר החטאת דרש דרש משה. זה על מה נשרף ואלו למה לא נאכלו שנא' (שם) אכול תאכלו אותה כל אחת ואחת שעיר נחשון ושעיר העדה אבל שעיר החדש נשרף שלא כתורה שנא' (שם) ואותה נתן לכם לשאת את עון העדה. וכתיב (שם ט) [שעיר] עזים (אחד) לחטאת:",8:1
"@55פס'. @11קח את אהרן. @22מה ת""ל לפי שנאמר (שמות לב) ויגוף ה' את העם על אשר עשו את העגל אשר עשה אהרן. כסבור שנתרחק אהרן ת""ל קח את אהרן. ד""'א קח את אהרן. קחם בדברים @45(עח)@46 שלא יהא לכם אלא לדבר אחד. @45(עט)@46 זה היה מעשה קודם הקמת המשכן שבעת ימים שהרי עד יום השמיני לא שרת השכינה שנא' ויהי ביום השמיני קרא משה. הוא היום שנטל עשר עטרות וכו'. וכל שבעת הימים היה משה מחנך את אהרן ואת בניו כדרך שישראל היו עושין בכל שנה שבעת ימים קודם ליוה""כ היו מפרישין כה""ג מביתו וכו'. ואע""פ שכבר נצטווה משה רבינו על זה בפ' ואתה תצוה חזר ושינה אותם בשעת מעשה. קח את אהרן ואת בניו אתו ואת הבגדים. שזכורין למעלה ואלה הבגדים אשר יעשו. ואת שמן המשחה שפקדתיך שנא' (שם ל) ועשית אותו שמן משחת קדש. ואת פר החטאת שנאמר (שם כט) והקרבת את הפר ואת שני האילים שנאמר ואת האיל האחד תקח @45(פ)@46 לא כסדר האמור להלן בואתה תצוה אמור כאן שכאן הקדים הקרבת אהרן למלואים ולהלן הקרבת המלואים לאהרן:",8:2
@55פס'. @11ואת כל העדה הקהל. @22עשה במעמד כל העדה שיהו נוהגין קדושה בכהונה:,8:3
@55פס'. @11ויעש (אהרן) [משה] כאשר צוה ה'@22 @45(פא)@46 כשם שהסדיר משה. זה הדבר. מה זה הדבר האמור להלן בקידוש אהרן ובניו הכתוב מדבר. ויקרב משה את אהרן ואת בניו וירחץ אותם במים. אותה שעה זכה אהרן ובניו בקידוש ידים ורגלים:,8:4
"@55פס'. @11ויתן עליו את הכתונת. @22מלמד @45(פב)@46 שנעשה משה סגן לאהרן הוא היה מפשיטו והוא היה מלבישו וכשם שנעשה לו סגן בחיים כן נעשה סגן במותו. שנאמר (במדבר כ) קח את אהרן ואת אלעזר בנו והפשט והלבש וגו'. ומנין שעשה כן שנאמר (שם) ויעש משה כאשר צוה ה' ויפשט משה את אהרן. וכי היאך היה משה יכול להפשיט את אהרן בגדים כסדרן והלא העליונים הם העליונים לעולם וכמו כן התחתונים אלא מעשה נס עשה הקב""ה לאהרן כמותו יותר מבחייו. העמידו משה על הסלע והפשיטו בגדי כהונה ובגדי שכינה נלבשין תחתיהן וכן הפשיט בגדים התחתונים תחלה ואחר כך העליונים:",8:7
"@55פס'. @11וישם עליו את החשן. @22פרשה זו לימדה לשעתה @45(פג)@46 ולימדה לעתיד לבא. לימדה לשירות יום הכפורים. בכל יום היה משמש בבגדי זהב וביוה""כ בבגדי לבן. וישם עליו את המצנפת לא כסדר האמורין להלן אמורין כאן. להלן הסדיר את הבגדים כסדרן @45(פד)@46 וכאן היה מסרגן.להלן הסדיר את הקרבנות תחלה ואח""כ הסדיר את הבגדים:",8:8
@55פס'. @11ויקח משה את שמן המשחה. @22ר' יהודה אומר שמן המשחה שעשה משה ראה כמה נסים נעשו בו וכו' @45(פה)@46 כדמפורש בהוריות כדמפורש לעיל:,8:10
@55פס'. @11וימשח את המזבח. @22לא כמשיחת אהרן ובניו משיחת כל הכלים. משיחת אהרן ובניו @45(פו)@46 מאחר שהלבישן חוזר ומושחן שנא' (תהלים קלג) כשמן הטוב על הראש. משיחת כלים כל כלי וכלי טעון משיחה בפני עצמו:,8:11
@55פס'. @11ויצק משמן המשחה. @22בתחלה היה יוצק שמן על ראשו ואחר כך נותן לו שמן בין ריסי עיניו.,8:12
@55פס'. @11ויקרב משה את בני אהרן. @22כשם שנעשה סגן לאהרן כך נעשה סגן לבניו:,8:13
@55פס'. @11ויגש את פר החטאת. @22 @45(פז)@46 מתחלה לא היה נקרא פר החטאת שנא' לקח פר בן בקר וכשהוא פורט את מעשיו נקרא פר החטאת. וזהו היה פר החטאת של אהרן ולא פר של צבור ויסמוך אהרן ובניו:,8:14
"@55פס'. @11וישחט ויקח משה את הדם. @22כל ז' ימי המלואים היה משה משמש בכהונה גדולה הוא היה שוחט הוא היה זורק הוא היה מזה הוא היה מחטא הוא היה יוצק הוא היה מכפר שנאמר וישחט ויקח משה את הדם היה משה שוחט ואהרן היה רואה אותו. מזה ואהרן רואה אותו. משלו חכמים משל לבת מלכים שנישאת קטנה ופסק עם אמה שתהא משמשת (אותה) [אותו] עד שתתלמד. ויקדשהו ויכפר עליו. @45(פח)@46 כפרה זו איני יודע מה היא אלא אמר משה שמא ידחקו ישראל איש או אשה להביא שלא בטובתן תהא כפרה זו שלא יהא דבר גזול במקדש וכה""א (ישעיה סא) כי אני ה' אוהב משפט שונא גזל בעולה:",8:15
@55פס'. @11ויקח את כל החלב וגו'. @22 @45(פט)@46 כל שלא למד משתי פרשיות אלו אינו מנהיג לדורות מפני שהייתי אומר פרים הנשרפים ושעירים הנשרפים הואיל ואינן נאכלין יהו כולם נשרפים ולא יהא מהם למזבח כלום. לכך נאמר ויקח את כל החלב והיתה תרומתו למזבח ושאר הפר שרף שנאמר ואת הפר ואת עורו ואת בשרו ואת פרשו שרף באש:,8:16
@55פס'. @11ויקרב את איל העולה ויסמוך אהרן ובניו. @22מכאן למדנו סמיכה לעולה:,8:18
@55פס'. @11וישחט ויזרק משה את הדם. @22מכאן זריקה לעולה:,8:19
@55פס'. @11ואת האיל נתח לנתחיו. @22כל המפורש שבעולת יחיד מפורש כאן ואין ניתוח בלא הפשט. ויקטר משה את הראש כמו שנאמר להלן (יקרא א) ונתח אותו לנתחיו. מכאן למדנו הקטרה וניתוח לעולה שהרי כתיב ויקטר משה את הראש. אשה לה' הוא. מלמד שכולם ניתנן על גבי האשים:,8:20
@55פס'. @11ויקרב את האיל השני. @22 @45(צ)@46 מלמד שהשני ממלא את הראשון שאם הקריב האחד ולא הקריב השני לא יצא ידי קדושו המלואים שהוא משלים עם הכל. ויסמכו אהרן ובניו את ידיהם על ראש האיל @45(צא)@46 בשמחה ואותו היום עשאוהו יום טוב. משל לפורע את חובו ועושה יום טוב. כך כיון שנקדשו הכהנים ונתקדשו הכלים עשאוהו לאותו היום יום טוב. מכאן סמכו חכמים שכל המשלים מסכתא צריך לעשות יום טוב לחבירו כל שכן שמשלים לימודה. וכן היה עושה כהן גדול יום טוב לאחיו בשעה שהיה יוצא בשלום מן הקדש:,8:21
@55פס'. @11וישחט ויקרב. @22תכף לסמיכה שחיטה לקח בלא רישול. מדמו ויתן. שלשה מיני דמים האמורים בפרשה ואין דומין זה לזה. הראשון טעון שש מתנות. השני שתים. השלישי @45(צא)@46 (נחלק לשני רוחות). ויתן על תנוך אזן אהרן @45(צב)@46 זה גדר האמצעי. ועל בהן ידם הימנית. זה פרק האמצעי שבבהן. ועל בהן ידם הימנית וכן שבאוזן הבנים:,8:23
"@55פס'. @11ויקח את החלב ואת האליה. אין לך כל דבר ודבר שברא הקב""ה בעולמו שאין בו המצוה. הפירות יש בהן תרומה ומעשר והחלה והבכורים והלקט והשכחה והפאה. שערי הבתים והמדינות יש בהן מצות וכתבתם על מזוזות ביתך ובשעריך. בגדים יש בהם מצוה לא תלבש שעטנז. גדילים תעשה לך. בהמה טהורה יש בהן מצות בכור ומעשר ומתנות. בהמה טמאה פדיון פטר חמור. החיה והעוף הפורח באויר. אמר הקב""ה כשיבואו לידך קיים כהן מצוה. ושפך את דמו וכסהו בעפר. העולה כולה כליל ועורה לכהנים. שלמים נאכלים לבעלים. אמר הכתוב יהא דמן למזבח וגם האימורים שנא' ויקח את החלב ואת האליה. לפיכך צריך אדם שיהא ממנו מצות למקום בכל יום ויום:",8:25
