number,name,text
23,"
ר' אליעזר אשכנזי (מעשי ה'), פוסטאט-איטליה-פראג-פולין (1513-1586)
","
תלמידם של רבי יוסף טאיטאצאק ושל ר' יוסף קארו (יחד עם מהר""ם אלשיך). בהיותו בן 26 שימש ברבנות במצרים. בחלוף 20 שנה נאלץ לצאת ממצרים ועבר לעיר פמגושטה שבקפריסין (על תקופה זו כתב בהקדמתו לספרו ""יוסף לקח"").
משם עבר רבי אליעזר לוניציה אך בשל מחלוקת קשה עם ר' שמואל יהודה קצנלנבוגן (מהרשי""ק) מפאדובה וסיעתו נאלץ להעתיק מקומו לפראג. מאוחר יותר חזר לאיטליה, הפעם לקרימונה, אך גם שם לא פסקו נדודיו והוא היגר לפולין, שם שימש כאב בית הדין בפוזנא ואף עמד בראש ישיבה מקומית. את חייו סיים בקרקוב.
חיבר את הספר ""מעשי השם"" על התורה ואת ""יוסף לקח"" על מגילת אסתר, וכן פירוש להגדה של פסח ותשובות הלכתיות רבות.
 
וכך כתב עליו אחד מגדולי איטליה: 
האשל הגדול בתורה ובחכמה פאר הדור כמוהר""ר אליעזר אשכנזי יצ""ו וכו'... הוא בקי בשנים-עשר לשונות, גדול ליהודים וחכם בהרבה חכמות חיצוניות,ובתלמוד השיג עשר ידות, והוא עשיר בכמו חמשת או ששת אלפים זהב...כי לא מצאתי מיום נסעי מויניציאה עד הנה איש אלקים נורא כמוהו...
               (מתוך האגרת ""מכתב מאליהו"", בתוך: ""אוצר מסעות"" עמ' 170). 
 

כתיבה: יוחאי עופרן
 
"
24,"
ר' משה יצחק אשכנזי  (הואיל משה), טריאסטי (1821-1898)
","
נודע גם כר' משה טרסקי/טדסקי
בעל ""הואיל משה"" על התורה, מתלמידיו של שד""ל. (בהקדמה לספרו הוא מציג תרגום של מאמרו של ר' מרדכי מורטארה ""על אמיתת ספרי התנ""ך"").
 
מספריו:מוסר המלכים - ספר הגות ע""פ יסודות פרקי אבות.כוס תנחומים - דרשות על אבלות.
"
25,"
ר' אברהם בדרשי, צרפת (המאה ה-13)
","
משורר, בן העיר בדרש שבפרובנס, ידוע גם כר' אברהם פרופיאט.
כתב פיוטים ושירי קודש רבים, המפורסמת שבקינותיו היא הקינה על שריפת התלמוד (בשנת 1242). עמד בקשרי ידידות עם ר' מנחם המאירי, וקונן עליו לאחר מותו (דיוואן).מלבד עיסוקו בשירה, כתב גם את הספר ""חותם תכנית"" המוקדש לביאור מילים נרדפות.
גם בנו ר' ידעיה הפניני כתב שירים שחלקם יוחסו בטעות לאב.
 
כתיבה: יוחאי עופרן
"
26,"
ר' ידעיה בדרשי (ידעיה הפניני), צרפת (1270-1340)
","
רופא, משורר ופילוסוף, בנו של ר' אברהם בדרשי.
מעריץ נלהב של הרמב""ם, ובספרו ""בחינת עולם"" הוא ממשיך את הקו הפילוסופי של ""מורה נבוכים"".
בעקבות חרם הרשב""א על לימוד פילוסופיה כתב ""אגרת התנצלות"" המצדדת בחכמי פרובנאס ומהללת ומשבחת את לימוד החכמות ואת העיסוק בפילוסופיה.
בין ספריו: ""ספר הפרדס"" - משלים שירים ודברי לקח.פירוש על אגדות התלמוד ועל פרקי אבות.ביאור לסיפורים ממדרשי חז""ל.
 
להרחבה על אודותיו ראו אנציקלופדיה דעת.
 
ליקט וכתב: יוחאי עופרן
"
27,"
פרופ' מרדכי מרטין בובר (דרכו של מקרא), וינה-ירושלים (1878-1965)
","
פילוסוף ואיש רוח, תרגם את התנ""ך לגרמנית (עם פרנץ רוזנצוויג).
כיהן כפרופסור באוניברסיטאות בגרמניה (פרנקפורט) ובישראל (האוני' העברית). ב-1958 הוענק לו פרס ישראל.
הגותו עסקה בעיקר במקומו של האדם אל מול ההויה ואל מול אלוהיו. מלבד ספרי הגות כתב גם ספרים ומאמרים רבים על המקרא ועל תנועת החסידות.
 
להרחבה על אודותיו ראו ויקיפדיה וכן אנציקלופדית סטנפורד לפילוסופיה 
"
28,"
ר' בחיי בן אשר אבן חלוה (רבנו בחיי), ספרד (1255-1340)
","
מחכמי ספרד, תלמיד הרשב""א, נתפרסם בזכות פירושו לתורה.
את פירושו כתב בהסתמך על דברי קבלה ועל מדרשים. חלק מהמדרשים שהוא מזכיר אינם נמצאים בידינו בכתבי יד.
בנוסף לפירושו לתורה כתב גם דרשות מוסר שראו אור תחת השם ""כד הקמח"".  
 
"
29,"
ר' יוסף בכור-שור (בכור שור), צרפת (המאה ה-12)
","
מתלמידי רבנו תם (נכדו של רש""י).
יש הסבורים ששם משפחתו הוא ראשי התיבות של ""שוחט ורב"", אך קשה למצוא סימוכין לסברה זו.
קנה את שמו בעיקר בזכות פירושו לתורה אשר השפיע על פרשנים בדורות שאחריו, דוגמת החזקוני.
 
להרחבה על אודותיו ראו ויקיפדיה.
"
30,"
חיים נחמן ביאליק, אוקראינה-ישראל (1873-1934)
","

סופר מתרגם ועורך ספרותי ומגדולי המשוררים העבריים בעת החדשה, כונה ""המשורר הלאומי"".
 
להרחבה על אודותיו ראו ויקיפדיה. 
"
31,"
ר' אליהו בן-אמוזג (אם למקרא), איטליה (1822-1900)
","

רב ופילוסוף, כתב פירוש למקרא.
בן למשפחה ששורשיה בפאס שבמרוקו. למרות שגדל ללא הורים (נפטרו בהיותו בן 4), הצליח לרכוש השכלה רחבה וכבר בגיל 18 הוסמך לרבנות, ושימש כרב העיר ליוורנו במשך כחמישים שנה.
בהגותו ביקש להדגיש את היסוד האוניברסליסטי שלטענתו משתקף מהדת היהודית (למשל בספרו ""ישראל והאנושות""). ניתן לזהות בכתביו נסיונות להתמודד עם רעיונותיהם של קאנט, הגל, פיכטה, ופילוסופים אחרים.
 

כתיבה: יוחאי עופרן
"
32,"
ר' לוי בן גרשום (רלב""ג), פרובנס (1288-1344)
","
מגדולי הפילוסופים היהודיים בימי הביניים, איש-מדע (רופא ואסטרונום) ופרשן המקרא.לפי מסורות עממיות היה מצאצאיו של הרמב""ן.
פירושו למקרא מחולק לשלושה חלקים: 
א. ביאור המילות.ב. ביאור דברי הפרשה.ג. התועלות - דברי הלקח הנלמדים מהפרשות.
בפירושו נעזר בידיעותיו בפילוסופיה, במתמטיקה ובאסטרונומיה, והפנה את קוראיו להרחיב דעתם בספרו הפילוסופי ""מלחמות ה'"".
להרחבה על אודותיו ראו ויקיפדיה.
"
33,"
ר' אברהם בן הרמב""ם, קהיר (1186-1237)
","
בדומה לאביו (הרמב""ם), עסק ברפואה בפילוסופיה והרבה לעסוק בתורה, כל זאת במקביל לתפקידו כנגיד בקהיר.
בהגותו, הציג עמדות דומות לשל אביו ופעמים רבות אף יצא להגנה על שיטתו (""מלחמות ה'"", ""המספיק לעובדי ה'""), בין חיבוריו גם פירוש לתורה!
 
עוד על אודותיו בויקיפדיה
"
34,"
ר' דוד בן זמרא (רדב""ז), ספרד-צפת (1479-1573)
","
מגדולי הפוסקים במאה ה-16, נצר לשושלת תורנית מפוארת.
נולד בספרד וגדל בה עד הגיעו למצוות אז גורשו היהודים מספרד. תחילה נדד עם משפחתו לפאס שבמרוקו, אח""כ עלה לארץ-ישראל, והתיישב בצפת, לבסוף קבע מושבו בירושלים. ב-1513 עבר הרדב""ז למצרים שם עמד בראש הקהילה המקומית. כעבור 40 שנה שב לארץ-ישראל, ושהה בה עד מותו בשיבה טובה בגיל 95.
בכתביו של הרדב""ז ניכרת נטייתו לחכמת הקבלה. 
בין ספריו: 
""כללי הגמרא""- עקרונות הפסיקה בתלמוד.""מצודות דוד""- ביאורים על דרך הנסתר לתרי""ג מצוות.""יקר תפארת""- פירוש ל""משנה-תורה"" של הרמב""ם.""מגן דוד""- חיבור קבלי מובהק על האלפבי""ת העברי.""מכתב לדוד""-
 
מלבד זאת הרדב""ז כתב אלפי תשובות הלכתיות שכונסו (אלו שנשתמרו, מרביתן נכחדו) בשלשה שותי""ם:
שו""ת הרדב""ז, דברי דוד והון יוסף.   
 
ליקט וכתב: יוחאי עופרן
"
35,"
ר' יעקב בן חביב (עין יעקב), ספרד-סלוניקי (1450-1516)
","
מחכמי ספרד, מחבר ""עין יעקב"" – פירושים על אגדות התלמוד.
עד גירוש ספרד (1492) כיהן כראש ישיבה בסלמנקה (לא הרחק מעיר הולדתו זמורה), אך בעקבות הגירוש נאלץ לנדוד, תחילה לפורטוגל ומאוחר יותר לעיר סלוניקי (יוון), בה התגורר עד פטירתו.
עם הגיעו לסלוניקי נתמנה לאחד מראשי הקהילה היהודית שם (קהילה אשר קלטה רבים ממגורשי ספרד), ותיקן מספר תקנות בענייני האנוסים ובענייני אישות. הוא הקים בעיר ישיבה והוביל את יהדות סלוניקי אל תקופת הזוהר שלה.
את עיקר פרסומו קנה בזכות ספרו ""עין יעקב"" אשר הינו ביאורים ופרשנויות על אגדות התלמוד. החיבור נעזר בפירושי רש""י, בעלי התוספות ופרשנים אחרים, ונכתבו עליו מספר פירושים והרחבות כדוגמת ""עיון יעקב"", ""עץ יוסף"" ו""ענף יוסף"".
עוד כתב: 
תשובות הלכתיות (חלקן נדפסו בחיבוריהם של המרשד""ם והרא""ם).ביאור ל""טור"" של ר' יעקב בן אשר.
 
 
להרחבה ראו ויקיפדיה
לקריאה בספר ""עין יעקב"" חלק א', חלק ב', חלק ג', חלק ד', 
"
36,"
ר' חנוך ב""ר יוסף זונדל (ענף יוסף), ביאליסטוק (נפטר ב-1867)
","
מחבר הפירושים עץ יוסף וענף יוסף על עין יעקב ועל מדרש תנחומא ומדרש רבה.
 
עוד על אודותיו
"
37,"
ר' מאיר ליבוש בן יחיאל מיכל (מלבי""ם), פולין-רומניה-רוסיה (1809-1879)
","

פרשן המקרא, כיהן כרב במספר קהילות במזרח אירופה במאה ה-19.
כבר בהיותו נער, בעיר וולוצ'יסק (פולין), נודע כעילוי. כשמלאו לו 30 מונה לרב בפוזנא, ובחלוף שבע שנים מונה לרבה של העיר קמפן (פרוסיה). בשנות כהונתו שם נתפרסם כ""המגיד מקמפן"".
ב-1858 העתיק מושבו לרומניה ושימש כרב בבוקרשט (לימים נוסד בעיר בית כנסת על שמו). עד מהרה הפך לאחד ממנהיגי המאבק בתנועת הרפורמה אך עובדה זו היא אשר אילצה אותו, בסופו של דבר, לעזוב את רומניה ולהגר לרוסיה (בשנת 1864), אך גם שם לא פסקו נדודיו והוא כיהן כרב במספר ערים.
פירושו לתורה נושא אופי הלכתי, וחלק ניכר ממנו מוקדש לדיון במדרשי ההלכה הקדומים ולנסיון לבאר באיזה אופן נלמדו ההלכות מהפסוקים. גם פרשות ופסוקים עלילתיים-ספרותיים זוכים אצלו לפירוש הלכתי, והוא מוצא בהם לקח מעשי. בקיאותו והשכלתו הרחבה ניכרות היטב בפירושיו ולא פעם מוזכרים בהם פילוסופים מחכמי אומות העולם.
מלבד פירוש למקרא כתב גם חידושים על הש""ס, חידושים על ה""שולחן ערוך"", דרשות וספרי לשון.
 
להרחבה על אודותיו ועל פירושיו ראו אנציקלופדיה דעת.
"
