id,perek_id,name,start,end
559,728,טומאה בנשיאת מקצת האדם,11,NULL
560,729,היסט שאינו מכוח הזב,1,2
561,729,משכב ומושב מטמאים כלים ואוכלים במגע בלבד,3,NULL
562,729,טומאת מדרס מספק,4,5
563,730,חזקת טומאה של עם הארץ,1,NULL
564,730,קבלת חברות,2,NULL
565,730,מי צריך לקבל חברות,3,6
566,730,נאמנות וחשד בטהרות,7,11
567,731,נאמנות לקודש ולתרומה,1,5
568,731,נאמנות על כלי חרס,5,8
569,731,נאמנות בשעת הרגל,9,11
570,731,נאמנות על טומאת מת,12,NULL
571,732,כלי החבר שמונחים ברשות עם הארץ,1,5
572,732,חבר בבית עם הארץ ועם הארץ בבית החבר,6,16
573,732,שכנות בין חבר לעם הארץ,17,23
574,732,חשש לנגיעת העוברים והשבים,23,NULL
575,733,חבר שאומניו ופועליו עמי הארץ,1,5
576,733,שמירה שלא נעשתה כראוי,6,NULL
577,733,טהרותיו וכליו של החבר שמת,7,NULL
578,733,עדות על הטהרות שנטמאו,8,NULL
579,735,טומאת נבלת בהמה,1,3
580,735,חלקי הנבלה המטמאים,4,12
581,735,נבלה שנפגמה מאכילה או שבטלה בתערובת,13,17
582,736,הגדרת הבהמה כמתה,1,NULL
583,736,עובר שמת ולא יצא החוצה,2,NULL
584,736,בשר ואבר הפורשים מן הנבלה או מהחי,3,5
585,736,טהרה מטומאת נבלה על ידי שחיטה,6,10
586,736,קולית הנבלה,11,12
587,737,טומאת נבלת העוף הטהור,1,3
588,737,אופן הבליעה והשיעור המטמא,4,8
589,737,חלקי העוף המטמאים,9,10
590,737,נבלה שנפגמה מאכילה,11,NULL
591,737,"טהרה מטומאת נבלה על ידי שחיטה, מליקה ועריפה",12,13
592,737,נבלת העוף הטמא,14,NULL
593,737,אבר הפורש מן העוף,15,16
594,738,טומאת השרץ והשרצים המטמאים,1,2
595,738,אבר ובשר הפורשים מן השרץ,3,6
596,738,חלקי השרץ המטמאים,7,11
597,738,שרץ שנפגם מאכילה,12,NULL
598,738,נבלה או שרץ שצמקו או תפחו,13,NULL
599,738,הגדרת השרץ כמת; שאר שרצים שאינם מטמאים,14,NULL
600,739,טומאת שכבת זרע,1,4
601,739,טומאות מדברי סופרים,5,8
602,739,טומאה מחמת תשמיש,9,10
603,739,פולטת שכבת זרע ושכבת זרע יבשה,11,14
604,739,תוקף הטומאות השונות,15,NULL
605,739,"דין שכבת זרע בגוי, בהמה וקטן",16,19
606,740,אבות הטומאה של עבודה זרה,1,NULL
607,740,עבודה זרה ומשמשיה,2,6
608,740,תקרובת עבודה זרה ויין נסך,7,8
609,740,סיכום אבות הטומאות מן התורה ומדברי סופרים ומאפייניהם,9,15
610,740,דבר שנגע באב הטומאה בהיותו במקווה,16,NULL
611,741,גזרת חכמים על אוכלים ומשקים שיטמאו אחרים,1,4
612,741,גזרה על משקים שייעשו תחילה לטומאה,5,NULL
613,741,טומאת אחורי הכלי,6,NULL
614,742,טומאת הידיים,1,2
615,742,קדשים שנפסלו המטמאים את הידיים,3,5
616,742,טומאת הידיים במקדש,6,NULL
617,742,טומאת ידיים לקודש ולתרומה,7,9
618,742,הדברים הנטמאים מחמת הידיים,10,NULL
619,742,טומאת האוכל אוכלים טמאים,10,13
620,743,טומאת הבא ראשו ורובו במים שאובים או שנפלו עליו,1,4
621,743,כתבי הקודש המטמאים את הידיים,5,11
622,744,טומאת טבול יום,1,6
623,744,סיכום: דרגות הטומאה מן התורה ומדברי חכמים,7,10
624,745,"דרגות הטומאה של מאכלי חולין, תרומה וקודש",1,9
625,745,האוכל מאכלים שהם שלישי ורביעי לטומאה,10,12
626,745,"הגדרת מאכלי קודש, תרומה וחולין",13,16
627,746,מעלות לקודש ולחולין שנעשו על טהרת הקודש,1,6
628,746,מעלות לקודש בלבד,7,15
629,746,סיכום,16,NULL
630,747,מעלות בבגדים ובטבילה,1,3
631,747,גזרת טומאה על כלים ורוקים הנמצאים,4,8
632,747,ספקות ששורפים עליהם תרומה וקדשים,9,13
633,748,רשימת הספקות שטיהרו חכמים,1,NULL
634,748,ספק מים שאובים,2,NULL
635,748,ספק טומאה צפה,3,6
636,748,ספק המשקים,7,10
637,748,ספק הידיים,11,12
638,749,ספק דברי סופרים,1,NULL
639,749,ספק החולין,2,NULL
640,749,ספק הקרבנות,3,NULL
641,749,ספק נגעים,4,NULL
642,749,ספק עומד ועובר,5,NULL
643,749,ספק שרצים,6,7
644,749,ספקות ברשות הרבים והיחיד,8,11
645,750,מקור דין ספק טומאה ברשות הרבים והיחיד,1,2
646,750,ספק טומאה בדבר שאין בו דעת להישאל,2,3
647,750,מקרי ספק במקום שיש חזקה או מציאות ברורה,3,8
648,750,דין תינוק לעניין ספק טומאה,9,10
649,751,החזקת טומאה ממקום למקום,1,6
650,751,ספק טומאה שהולכים בו אחר הרוב,7,8
651,751,ספק נגיעה בשרץ שנשאו אותו,9,NULL
652,752,דרגת הספק,1,3
653,752,טומאה למפרע,4,NULL
654,752,רוקים הנמצאים ברשות היחיד והרבים,5,6
655,752,כלים שמונחים ברשות היחיד והרבים,7,10
656,752,ספקות מחמת אנשים טמאים,11,16
657,753,התייחסות לכל מקרה בנפרד או לשניהם יחד,1,2
658,753,תליית אחד מהמקרים לטומאה וטהרת המקרה השני,3,4
659,754,הגדרת מקומות כרשות הרבים והיחיד לטומאה,1,8
660,754,ספק כניסה לרשות היחיד,9,NULL
661,754,רשות היחיד שנעשתה רשות הרבים ולהפך,10,NULL
662,754,מקום ברשות הרבים הנחשב כרשות היחיד,11,13
663,756,תנאי קבלת הטומאה של אוכלים ומשקים,1,5
664,756,אוכלים שאינם מקבלים טומאה,6,17
665,756,משקים שאינם מקבלים טומאה,18,24
666,756,טומאת אוכלים באיסורי הנאה,25,NULL
667,757,אוכלים ומשקים המחוברים לקרקע ובעלי חיים שלא מתו,1,13
668,757,אוכלים ומשקים שאינם ראויים למאכל,14,17
669,757,טהרת אוכלים שנטמאו,18,20
670,757,טהרת משקים שנטמאו,21,28
671,758,כללי מחשבה והכשר,1,2
672,758,אוכלים שצריכים מחשבה והכשר,3,8
673,758,מחשבה שאינה מועילה,9,10
674,759,שיעור אוכל ומשקה לטמא וליטמא,1,4
675,759,שיעור מאכל שגודלו השתנה או שיש בו חלל,5,10
676,759,הצטרפות אוכלים הטמאים בדרגות שונות,11,16
677,760,טומאת הידות והשומרים,1,5
678,760,פרטי דינים בידות ושומרים,6,16
679,760,הגדרתם של חלקי מאכלים שונים,17,21
680,761,חיבור שומרים לאוכלים,1,4
681,761,חיבור חלקי מאכל זה לזה,5,10
682,761,חיבור אוכלים נפרדים זה לזה,11,19
683,762,ניצוק,1,5
684,762,קטפרס ואשבורן,5,6
685,762,קוּלות בדיני טומאת אוכלים בטבול יום,7,9
686,763,חיבור אוכלים ומשקים בטבול יום,1,8
687,763,חיבור בקדשים שאינם אוכל,9,NULL
688,763,מגע טבול יום במאכלי תרומה וחולין,10,18
689,763,טבול יום מטומאות חמורות,19,NULL
690,764,משקים שקרשו ואוכלים שיצא מהם משקה,1,2
691,764,העברת טומאה על ידי משקים,3,10
692,764,משקים המובדלים זה מזה,11,NULL
693,765,שבעת המשקים ותולדותיהם,1,4
694,765,משקים היוצאים מן האדם,5,9
695,765,זיעת בתים,10,12
696,765,משקים היוצאים מזיתים וענבים,13,15
697,765,המשקים במקדש,16,17
698,766,הכשר ענבים,1,5
699,766,הכשר זיתים,6,15
700,766,שמירה מפני עם הארץ וטיהור כלי בית הבד,16,17
701,767,כללי הכשר אוכלים,1,3
702,767,מקרים של תלישת המים ברצון,3,12
703,768,מקרים של תלישת המים ברצון (המשך),1,17
704,769,רצון האדם בהכשר,1,4
705,769,הכשר על ידי לחות מועטת,5,14
706,769,הכשר על ידי רוק והבל הפה,15,16
707,769,הכשר שני לאחר מחשבה לצורך אדם,17,NULL
708,770,טומאת מים שבקרקע וטהרתם,1,6
709,770,משקה הפה הנידון כמים שבקרקע,7,8
710,771,מאכלים שבחזקת מוכשרים וטמאים,1,7
711,771,היתר טומאה במאכלי חולין,8,9
712,771,זהירות מלהיטמא; חתימה: מעלת הפרישות והטהרה,10,12
713,773,מיני החומרים המקבלים טומאה,1,7
714,773,צורת הכלי המקבל טומאה בחומרים השונים,8,11
715,774,הגדרת כלי קיבול,1,2
716,774,כלי קיבול שאינם מקבלים טומאה,3,8
717,775,כלים גדולים העומדים במקומם ואינם מיטלטלים,1,3
718,775,מדידת גודל הכלים,4,6
719,775,כלים גדולים שאינם עומדים כדרכם,7,8
720,776,כלים המשמשים את האדם והכלים,1,3
721,776,חיפויי כלים,4,NULL
722,776,כלי שעשוי מעץ ומתכת,5,9
723,777,גמר מלאכה בכלי עץ ועצם,1,NULL
724,777,דברים שאינם מוגדרים ככלים,1,12
725,778,טהרת כלי שנשבר ושיעור השבירה המטהרת,1,8
726,778,כלי שעשוי מכמה חלקים שכל אחד הוא כלי בפני עצמו,9,10
727,778,טהרת כלי שהתפרק או נהרס,10,14
728,778,טהרת כלי על ידי ציפויו,15,NULL
729,779,גמר מלאכה,1,NULL
730,779,עורות שאינם מוגדרים ככלים,2,5
731,779,טהרת כלי עור,6,15
732,780,גמר מלאכה בכלי מתכת,1,5
733,780,כלי מלחמה ותכשיטים,6,9
734,780,קביעת ייעוד הכלי במחשבה,10,15
735,781,כלי מתכת המשמשים את הקרקע או העץ,1,NULL
736,781,חלקים קטנים של תכשיטים וכלי מתכת,1,5
737,781,כיסויי כלים,6,7
738,781,משקולות,8,10
739,781,ווים ושלשלאות,11,15
740,781,כלים שיש להם שם בפני עצמם,16,NULL
741,782,מסמרים,1,5
742,782,כלי מתכת שונים,6,17
743,783,כלים שנשברו או החלידו,1,18
744,783,כלים שמשמשים למלאכה בשני צדיהם,19,23
745,783,כלי שחיברו לקורה או לכותל,24,NULL
746,784,כלי מתכת שנשבר ותיקנו מחדש,1,3
747,784,כלים שעשויים מתערובת מתכת טמאה וטהורה,4,8
748,784,כלי טמא מדברי סופרים שנשבר ותיקנו,9,NULL
749,784,טהרת כלי זכוכית בשבירה,10,15
750,784,כלי זכוכית שאינם עשויים לקבלה; גמר מלאכה,16,18
751,785,האופן שבו כלי חרס נטמא ומטמא,1,5
752,785,מה נחשב לאוויר הכלי,6,14
753,786,כלי המוקף צמיד פתיל,1,2
754,786,טומאה בלועה,3,6
755,786,כלי שמחולק במחיצה,7,NULL
756,786,כלי ששפתו מחוץ לכלי החרס,8,13
757,786,כלי הכפוי על פי כלי אחר,14,NULL
758,787,גמר מלאכה בכלי חרס ובתנור,1,5
759,787,תנורים שאינם של חרס,6,7
760,787,סוגי תנורים שונים,8,10
761,787,כירות העשויות מאבנים או כלים,11,19
762,788,טהרת תנור על ידי שבירה,1,3
763,788,תנור שעשוי מחתיכות של חרס,3,11
764,788,אופני טהרה שונים,12,14
765,789,תוספות לתנור ולכירה המשמשות עמהם,1,7
766,790,כלי חרס שאינו מקבל או שלא נעשה לקבלה,1,8
767,790,ספינה מחרס,9,NULL
768,790,שברי כלי חרס המקבלים טומאה,10,16
769,791,שיעור השבירה המטהר,1,6
770,791,גסטרה וכלי שנתרועע,7,13
771,791,סתימת נקב בזפת,14,16
772,792,ידות וחיבורים לכלי חרס,1,7
773,792,ידות וחיבורים לשאר הכלים,8,15
774,792,חיבורים באריגים,15,17
775,793,חוטים היוצאים מן הבגדים,1,2
776,793,חוטי משקולות ומאזניים,3,5
777,793,חבלים המחוברים למיטה,6,12
778,794,שיעור בגדים לקבלת טומאה,1,2
779,794,סוגי בגדים המקבלים טומאה,3,11
780,794,גמר מלאכה בבגדים וטהרת בגדים שנקרעו או נתבלו,12,27
781,795,קבלת טומאה במפץ,1,NULL
782,795,שיעורם של חומרים שונים לקבלת טומאת מדרס,2,6
783,795,טהרת בגדים מטומאת מדרס,7,11
784,796,עורות הנטמאים במדרס,1,5
785,796,הכשר לטומאה בגמר מלאכה או במחשבה,6,7
786,796,טהרת כלי עור בקריעה או בשינוי לכלי אחר,8,11
787,797,כלים שונים שנטמאים טומאת מדרס,1,19
788,797,כלים שנטמאים משום מרכב,20,NULL
789,798,טהרה על ידי קביעה בבניין,1,NULL
790,798,טהרה בשבירה,2,8
791,798,טהרת מיטה שנתפרקה,9,15
792,799,"קבוצות של שלושה כלים שאחד נטמא במדרס, אחד בשאר טומאות ואחד אינו נטמא כלל",1,17
793,800,אחוריים ותוך בכלים לעניין טומאת משקים,1,7
794,802,הטמאים שיש להם טהרה במקווה,1,5
795,802,זמן הטבילה,6,NULL
796,802,אופן הטבילה,7,11
797,802,כללי חציצה בטבילה,12,NULL
798,803,הדברים החוצצים בטבילת אדם,1,15
799,803,חפיפת השער קודם הטבילה,16,18
800,803,הדברים החוצצים לעניין טהרות בלבד,19,22
