Week #,Secular Date,Day Of Week,Hebrew Date,Daf,Parsha
1615,02/10/2036,Su,שבט 12 5796,בבא מציעא צט,יתרו
1616,02/17/2036,Su,שבט 19 5796,בבא מציעא ק,משפטים
1617,02/24/2036,Su,שבט 26 5796,בבא מציעא קא,תרומה
1618,03/02/2036,Su,אדר 3 5796,בבא מציעא קב,תצוה
1619,03/09/2036,Su,אדר 10 5796,בבא מציעא קג,כי תשא
1620,03/16/2036,Su,אדר 17 5796,בבא מציעא קד,ויקהל-פקודי
1621,03/23/2036,Su,אדר 24 5796,בבא מציעא קה,ויקרא
1622,03/30/2036,Su,ניסן 2 5796,בבא מציעא קו,צו
1623,04/06/2036,Su,ניסן 9 5796,בבא מציעא קז,פסח
1624,04/13/2036,Su,ניסן 16 5796,בבא מציעא קח,פסח
1625,04/20/2036,Su,ניסן 23 5796,בבא מציעא קט,שמיני
1626,04/27/2036,Su,ניסן 30 5796,בבא מציעא קי,תזריע-מצורע
1627,05/04/2036,Su,אייר 7 5796,בבא מציעא קיא,אחרי מות-קדשים
1628,05/11/2036,Su,אייר 14 5796,בבא מציעא קיב,אמור
1629,05/18/2036,Su,אייר 21 5796,בבא מציעא קיג,בהר-בחקתי
1630,05/25/2036,Su,אייר 28 5796,בבא מציעא קיד,במדבר
1631,06/01/2036,Su,סיון 6 5796,בבא מציעא קטו,נשא
1632,06/08/2036,Su,סיון 13 5796,בבא מציעא קטז,בהעלתך
1633,06/15/2036,Su,סיון 20 5796,בבא מציעא קיז,שלח לך
1634,06/22/2036,Su,סיון 27 5796,בבא מציעא קיח,קרח
1635,06/29/2036,Su,תמוז 4 5796,בבא מציעא קיט,חקת
1636,07/06/2036,Su,תמוז 11 5796,בבא בתרא ב,בלק
1637,07/13/2036,Su,תמוז 18 5796,בבא בתרא ג,פינחס
1638,07/20/2036,Su,תמוז 25 5796,בבא בתרא ד,מטות-מסעי
1639,07/27/2036,Su,אב 3 5796,בבא בתרא ה,דברים
1640,08/03/2036,Su,אב 10 5796,בבא בתרא ו,ואתחנן
1641,08/10/2036,Su,אב 17 5796,בבא בתרא ז,עקב
1642,08/17/2036,Su,אב 24 5796,בבא בתרא ח,ראה
1643,08/24/2036,Su,אלול 1 5796,בבא בתרא ט,שופטים
1644,08/31/2036,Su,אלול 8 5796,בבא בתרא י,כי תצא
1645,09/07/2036,Su,אלול 15 5796,בבא בתרא יא,כי תבוא
1646,09/14/2036,Su,אלול 22 5796,בבא בתרא יב,נצבים
1647,09/21/2036,Su,אלול 29 5796,בבא בתרא יג,וילך
1648,09/28/2036,Su,תשרי 7 5797,בבא בתרא יד,האזינו
1649,10/05/2036,Su,תשרי 14 5797,בבא בתרא טו,"חוה""מ סוכות"
1650,10/12/2036,Su,תשרי 21 5797,בבא בתרא טז,בראשית
1651,10/19/2036,Su,תשרי 28 5797,בבא בתרא יז,נח
1652,10/26/2036,Su,חשון 5 5797,בבא בתרא יח,לך לך
1653,11/02/2036,Su,חשון 12 5797,בבא בתרא יט,וירא
1654,11/09/2036,Su,חשון 19 5797,בבא בתרא כ,חיי שרה
1655,11/16/2036,Su,חשון 26 5797,בבא בתרא כא,תולדת
1656,11/23/2036,Su,כסלו 4 5797,בבא בתרא כב,ויצא
1657,11/30/2036,Su,כסלו 11 5797,בבא בתרא כג,וישלח
1658,12/07/2036,Su,כסלו 18 5797,בבא בתרא כד,וישב
1659,12/14/2036,Su,כסלו 25 5797,בבא בתרא כה,מקץ
1660,12/21/2036,Su,טבת 3 5797,בבא בתרא כו,ויגש
1661,12/28/2036,Su,טבת 10 5797,בבא בתרא כז,ויחי
1662,01/04/2037,Su,טבת 17 5797,בבא בתרא כח,שמות
1663,01/11/2037,Su,טבת 24 5797,בבא בתרא כט,וארא
1664,01/18/2037,Su,שבט 2 5797,בבא בתרא ל,בא
1665,01/25/2037,Su,שבט 9 5797,בבא בתרא לא,בשלח
1666,02/01/2037,Su,שבט 16 5797,בבא בתרא לב,יתרו
1667,02/08/2037,Su,שבט 23 5797,בבא בתרא לג,משפטים
1668,02/15/2037,Su,שבט 30 5797,בבא בתרא לד,תרומה
1669,02/22/2037,Su,אדר 7 5797,בבא בתרא לה,תצוה
1670,03/01/2037,Su,אדר 14 5797,בבא בתרא לו,כי תשא
1671,03/08/2037,Su,אדר 21 5797,בבא בתרא לז,ויקהל-פקודי
1672,03/15/2037,Su,אדר 28 5797,בבא בתרא לח,ויקרא
1673,03/22/2037,Su,ניסן 6 5797,בבא בתרא לט,צו
1674,03/29/2037,Su,ניסן 13 5797,בבא בתרא מ,"חוה""מ פסח"
1675,04/05/2037,Su,ניסן 20 5797,בבא בתרא מא,שמיני
1676,04/12/2037,Su,ניסן 27 5797,בבא בתרא מב,תזריע-מצורע
1677,04/19/2037,Su,אייר 4 5797,בבא בתרא מג,אחרי מות-קדשים
1678,04/26/2037,Su,אייר 11 5797,בבא בתרא מד,אמור
1679,05/03/2037,Su,אייר 18 5797,בבא בתרא מה,בהר-בחקתי
1680,05/10/2037,Su,אייר 25 5797,בבא בתרא מו,במדבר
1681,05/17/2037,Su,סיון 3 5797,בבא בתרא מז,נשא
1682,05/24/2037,Su,סיון 10 5797,בבא בתרא מח,בהעלתך
1683,05/31/2037,Su,סיון 17 5797,בבא בתרא מט,שלח לך
1684,06/07/2037,Su,סיון 24 5797,בבא בתרא נ,קרח
1685,06/14/2037,Su,תמוז 1 5797,בבא בתרא נא,חקת
1686,06/21/2037,Su,תמוז 8 5797,בבא בתרא נב,בלק
1687,06/28/2037,Su,תמוז 15 5797,בבא בתרא נג,פינחס
1688,07/05/2037,Su,תמוז 22 5797,בבא בתרא נד,מטות-מסעי
1689,07/12/2037,Su,תמוז 29 5797,בבא בתרא נה,דברים
1690,07/19/2037,Su,אב 7 5797,בבא בתרא נו,ואתחנן
1691,07/26/2037,Su,אב 14 5797,בבא בתרא נז,עקב
1692,08/02/2037,Su,אב 21 5797,בבא בתרא נח,ראה
1693,08/09/2037,Su,אב 28 5797,בבא בתרא נט,שופטים
1694,08/16/2037,Su,אלול 5 5797,בבא בתרא ס,כי תצא
1695,08/23/2037,Su,אלול 12 5797,בבא בתרא סא,כי תבוא
1696,08/30/2037,Su,אלול 19 5797,בבא בתרא סב,נצבים-וילך
1697,09/06/2037,Su,אלול 26 5797,בבא בתרא סג,האזינו
1698,09/13/2037,Su,תשרי 4 5798,בבא בתרא סד,יום כיפור
1699,09/20/2037,Su,תשרי 11 5798,בבא בתרא סה,"חוה""מ סוכות"
1700,09/27/2037,Su,תשרי 18 5798,בבא בתרא סו,בראשית
1701,10/04/2037,Su,תשרי 25 5798,בבא בתרא סז,נח
1702,10/11/2037,Su,חשון 2 5798,בבא בתרא סח,לך לך
1703,10/18/2037,Su,חשון 9 5798,בבא בתרא סט,וירא
1704,10/25/2037,Su,חשון 16 5798,בבא בתרא ע,חיי שרה
1705,11/01/2037,Su,חשון 23 5798,בבא בתרא עא,תולדת
1706,11/08/2037,Su,חשון 30 5798,בבא בתרא עב,ויצא
1707,11/15/2037,Su,כסלו 7 5798,בבא בתרא עג,וישלח
1708,11/22/2037,Su,כסלו 14 5798,בבא בתרא עד,וישב
1709,11/29/2037,Su,כסלו 21 5798,בבא בתרא עה,מקץ
1710,12/06/2037,Su,כסלו 28 5798,בבא בתרא עו,ויגש
1711,12/13/2037,Su,טבת 5 5798,בבא בתרא עז,ויחי
1712,12/20/2037,Su,טבת 12 5798,בבא בתרא עח,שמות
1713,12/27/2037,Su,טבת 19 5798,בבא בתרא עט,וארא
1714,01/03/2038,Su,טבת 26 5798,בבא בתרא פ,בא
1715,01/10/2038,Su,שבט 4 5798,בבא בתרא פא,בשלח
1716,01/17/2038,Su,שבט 11 5798,בבא בתרא פב,יתרו
1717,01/24/2038,Su,שבט 18 5798,בבא בתרא פג,משפטים
1718,01/31/2038,Su,שבט 25 5798,בבא בתרא פד,תרומה
1719,02/07/2038,Su,אדר א 2 5798,בבא בתרא פה,תצוה
1720,02/14/2038,Su,אדר א 9 5798,בבא בתרא פו,כי תשא
1721,02/21/2038,Su,אדר א 16 5798,בבא בתרא פז,ויקהל
1722,02/28/2038,Su,אדר א 23 5798,בבא בתרא פח,פקודי
1723,03/07/2038,Su,אדר א 30 5798,בבא בתרא פט,ויקרא
1724,03/14/2038,Su,אדר ב 7 5798,בבא בתרא צ,צו
1725,03/21/2038,Su,אדר ב 14 5798,בבא בתרא צא,שמיני
1726,03/28/2038,Su,אדר ב 21 5798,בבא בתרא צב,תזריע
1727,04/04/2038,Su,אדר ב 28 5798,בבא בתרא צג,מצורע
1728,04/11/2038,Su,ניסן 6 5798,בבא בתרא צד,אחרי מות
1729,04/18/2038,Su,ניסן 13 5798,בבא בתרא צה,"חוה""מ פסח"
1730,04/25/2038,Su,ניסן 20 5798,בבא בתרא צו,קדשים
1731,05/02/2038,Su,ניסן 27 5798,בבא בתרא צז,אמור
1732,05/09/2038,Su,אייר 4 5798,בבא בתרא צח,בהר
1733,05/16/2038,Su,אייר 11 5798,בבא בתרא צט,בחקתי
1734,05/23/2038,Su,אייר 18 5798,בבא בתרא ק,במדבר
1735,05/30/2038,Su,אייר 25 5798,בבא בתרא קא,נשא
1736,06/06/2038,Su,סיון 3 5798,בבא בתרא קב,בהעלתך
1737,06/13/2038,Su,סיון 10 5798,בבא בתרא קג,שלח לך
1738,06/20/2038,Su,סיון 17 5798,בבא בתרא קד,קרח
1739,06/27/2038,Su,סיון 24 5798,בבא בתרא קה,חקת
1740,07/04/2038,Su,תמוז 1 5798,בבא בתרא קו,בלק
1741,07/11/2038,Su,תמוז 8 5798,בבא בתרא קז,פינחס
1742,07/18/2038,Su,תמוז 15 5798,בבא בתרא קח,מטות
1743,07/25/2038,Su,תמוז 22 5798,בבא בתרא קט,מסעי
1744,08/01/2038,Su,תמוז 29 5798,בבא בתרא קי,דברים
1745,08/08/2038,Su,אב 7 5798,בבא בתרא קיא,ואתחנן
1746,08/15/2038,Su,אב 14 5798,בבא בתרא קיב,עקב
1747,08/22/2038,Su,אב 21 5798,בבא בתרא קיג,ראה
1748,08/29/2038,Su,אב 28 5798,בבא בתרא קיד,שופטים
1749,09/05/2038,Su,אלול 5 5798,בבא בתרא קטו,כי תצא
1750,09/12/2038,Su,אלול 12 5798,בבא בתרא קטז,כי תבוא
1751,09/19/2038,Su,אלול 19 5798,בבא בתרא קיז,נצבים-וילך
1752,09/26/2038,Su,אלול 26 5798,בבא בתרא קיח,האזינו
1753,10/03/2038,Su,תשרי 4 5799,בבא בתרא קיט,יום כיפור
1754,10/10/2038,Su,תשרי 11 5799,בבא בתרא קכ,"חוה""מ סוכות"
1755,10/17/2038,Su,תשרי 18 5799,בבא בתרא קכא,בראשית
1756,10/24/2038,Su,תשרי 25 5799,בבא בתרא קכב,נח
1757,10/31/2038,Su,חשון 2 5799,בבא בתרא קכג,לך לך
1758,11/07/2038,Su,חשון 9 5799,בבא בתרא קכד,וירא
1759,11/14/2038,Su,חשון 16 5799,בבא בתרא קכה,חיי שרה
1760,11/21/2038,Su,חשון 23 5799,בבא בתרא קכו,תולדת
1761,11/28/2038,Su,כסלו 1 5799,בבא בתרא קכז,ויצא
1762,12/05/2038,Su,כסלו 8 5799,בבא בתרא קכח,וישלח
1763,12/12/2038,Su,כסלו 15 5799,בבא בתרא קכט,וישב
1764,12/19/2038,Su,כסלו 22 5799,בבא בתרא קל,מקץ
1765,12/26/2038,Su,כסלו 29 5799,בבא בתרא קלא,ויגש
1766,01/02/2039,Su,טבת 6 5799,בבא בתרא קלב,ויחי
1767,01/09/2039,Su,טבת 13 5799,בבא בתרא קלג,שמות
1768,01/16/2039,Su,טבת 20 5799,בבא בתרא קלד,וארא
1769,01/23/2039,Su,טבת 27 5799,בבא בתרא קלה,בא
1770,01/30/2039,Su,שבט 5 5799,בבא בתרא קלו,בשלח
1771,02/06/2039,Su,שבט 12 5799,בבא בתרא קלז,יתרו
1772,02/13/2039,Su,שבט 19 5799,בבא בתרא קלח,משפטים
1773,02/20/2039,Su,שבט 26 5799,בבא בתרא קלט,תרומה
1774,02/27/2039,Su,אדר 3 5799,בבא בתרא קמ,תצוה
1775,03/06/2039,Su,אדר 10 5799,בבא בתרא קמא,כי תשא
1776,03/13/2039,Su,אדר 17 5799,בבא בתרא קמב,ויקהל-פקודי
1777,03/20/2039,Su,אדר 24 5799,בבא בתרא קמג,ויקרא
1778,03/27/2039,Su,ניסן 2 5799,בבא בתרא קמד,צו
1779,04/03/2039,Su,ניסן 9 5799,בבא בתרא קמה,פסח
1780,04/10/2039,Su,ניסן 16 5799,בבא בתרא קמו,פסח
1781,04/17/2039,Su,ניסן 23 5799,בבא בתרא קמז,שמיני
1782,04/24/2039,Su,ניסן 30 5799,בבא בתרא קמח,תזריע-מצורע
1783,05/01/2039,Su,אייר 7 5799,בבא בתרא קמט,אחרי מות-קדשים
1784,05/08/2039,Su,אייר 14 5799,בבא בתרא קנ,אמור
1785,05/15/2039,Su,אייר 21 5799,בבא בתרא קנא,בהר-בחקתי
1786,05/22/2039,Su,אייר 28 5799,בבא בתרא קנב,במדבר
1787,05/29/2039,Su,סיון 6 5799,בבא בתרא קנג,נשא
1788,06/05/2039,Su,סיון 13 5799,בבא בתרא קנד,בהעלתך
1789,06/12/2039,Su,סיון 20 5799,בבא בתרא קנה,שלח לך
1790,06/19/2039,Su,סיון 27 5799,בבא בתרא קנו,קרח
1791,06/26/2039,Su,תמוז 4 5799,בבא בתרא קנז,חקת
1792,07/03/2039,Su,תמוז 11 5799,בבא בתרא קנח,בלק
1793,07/10/2039,Su,תמוז 18 5799,בבא בתרא קנט,פינחס
1794,07/17/2039,Su,תמוז 25 5799,בבא בתרא קס,מטות-מסעי
1795,07/24/2039,Su,אב 3 5799,בבא בתרא קסא,דברים
1796,07/31/2039,Su,אב 10 5799,בבא בתרא קסב,ואתחנן
1797,08/07/2039,Su,אב 17 5799,בבא בתרא קסג,עקב
1798,08/14/2039,Su,אב 24 5799,בבא בתרא קסד,ראה
1799,08/21/2039,Su,אלול 1 5799,בבא בתרא קסה,שופטים
1800,08/28/2039,Su,אלול 8 5799,בבא בתרא קסו,כי תצא
1801,09/04/2039,Su,אלול 15 5799,בבא בתרא קסז,כי תבוא
1802,09/11/2039,Su,אלול 22 5799,בבא בתרא קסח,נצבים
1803,09/18/2039,Su,אלול 29 5799,בבא בתרא קסט,וילך
1804,09/25/2039,Su,תשרי 7 5800,בבא בתרא קע,האזינו
1805,10/02/2039,Su,תשרי 14 5800,בבא בתרא קעא,"חוה""מ סוכות"
1806,10/09/2039,Su,תשרי 21 5800,בבא בתרא קעב,בראשית
1807,10/16/2039,Su,תשרי 28 5800,בבא בתרא קעג,נח
1808,10/23/2039,Su,חשון 5 5800,בבא בתרא קעד,לך לך
1809,10/30/2039,Su,חשון 12 5800,בבא בתרא קעה,וירא
1810,11/06/2039,Su,חשון 19 5800,בבא בתרא קעו,חיי שרה
1811,11/13/2039,Su,חשון 26 5800,סנהדרין ב,תולדת
1812,11/20/2039,Su,כסלו 3 5800,סנהדרין ג,ויצא
1813,11/27/2039,Su,כסלו 10 5800,סנהדרין ד,וישלח
1814,12/04/2039,Su,כסלו 17 5800,סנהדרין ה,וישב
1815,12/11/2039,Su,כסלו 24 5800,סנהדרין ו,מקץ
1816,12/18/2039,Su,טבת 1 5800,סנהדרין ז,ויגש
1817,12/25/2039,Su,טבת 8 5800,סנהדרין ח,ויחי
1818,01/01/2040,Su,טבת 15 5800,סנהדרין ט,שמות
1819,01/08/2040,Su,טבת 22 5800,סנהדרין י,וארא
1820,01/15/2040,Su,טבת 29 5800,סנהדרין יא,בא
1821,01/22/2040,Su,שבט 7 5800,סנהדרין יב,בשלח
1822,01/29/2040,Su,שבט 14 5800,סנהדרין יג,יתרו
1823,02/05/2040,Su,שבט 21 5800,סנהדרין יד,משפטים
1824,02/12/2040,Su,שבט 28 5800,סנהדרין טו,תרומה
1825,02/19/2040,Su,אדר 5 5800,סנהדרין טז,תצוה
1826,02/26/2040,Su,אדר 12 5800,סנהדרין יז,כי תשא
1827,03/04/2040,Su,אדר 19 5800,סנהדרין יח,ויקהל-פקודי
1828,03/11/2040,Su,אדר 26 5800,סנהדרין יט,ויקרא
1829,03/18/2040,Su,ניסן 4 5800,סנהדרין כ,צו
1830,03/25/2040,Su,ניסן 11 5800,סנהדרין כא,"חוה""מ פסח"
1831,04/01/2040,Su,ניסן 18 5800,סנהדרין כב,שמיני
1832,04/08/2040,Su,ניסן 25 5800,סנהדרין כג,תזריע-מצורע
1833,04/15/2040,Su,אייר 2 5800,סנהדרין כד,אחרי מות-קדשים
1834,04/22/2040,Su,אייר 9 5800,סנהדרין כה,אמור
1835,04/29/2040,Su,אייר 16 5800,סנהדרין כו,בהר-בחקתי
1836,05/06/2040,Su,אייר 23 5800,סנהדרין כז,במדבר
1837,05/13/2040,Su,סיון 1 5800,סנהדרין כח,שבועות
1838,05/20/2040,Su,סיון 8 5800,סנהדרין כט,נשא
1839,05/27/2040,Su,סיון 15 5800,סנהדרין ל,בהעלתך
1840,06/03/2040,Su,סיון 22 5800,סנהדרין לא,שלח לך
1841,06/10/2040,Su,סיון 29 5800,סנהדרין לב,קרח
1842,06/17/2040,Su,תמוז 6 5800,סנהדרין לג,חקת-בלק
1843,06/24/2040,Su,תמוז 13 5800,סנהדרין לד,פינחס
1844,07/01/2040,Su,תמוז 20 5800,סנהדרין לה,מטות-מסעי
1845,07/08/2040,Su,תמוז 27 5800,סנהדרין לו,דברים
1846,07/15/2040,Su,אב 5 5800,סנהדרין לז,ואתחנן
1847,07/22/2040,Su,אב 12 5800,סנהדרין לח,עקב
1848,07/29/2040,Su,אב 19 5800,סנהדרין לט,ראה
1849,08/05/2040,Su,אב 26 5800,סנהדרין מ,שופטים
1850,08/12/2040,Su,אלול 3 5800,סנהדרין מא,כי תצא
1851,08/19/2040,Su,אלול 10 5800,סנהדרין מב,כי תבוא
1852,08/26/2040,Su,אלול 17 5800,סנהדרין מג,נצבים-וילך
1853,09/02/2040,Su,אלול 24 5800,סנהדרין מד,ראש השנה
1854,09/09/2040,Su,תשרי 2 5801,סנהדרין מה,האזינו
1855,09/16/2040,Su,תשרי 9 5801,סנהדרין מו,סוכות
1856,09/23/2040,Su,תשרי 16 5801,סנהדרין מז,שמיני עצרת
1857,09/30/2040,Su,תשרי 23 5801,סנהדרין מח,בראשית
1858,10/07/2040,Su,תשרי 30 5801,סנהדרין מט,נח
1859,10/14/2040,Su,חשון 7 5801,סנהדרין נ,לך לך
1860,10/21/2040,Su,חשון 14 5801,סנהדרין נא,וירא
1861,10/28/2040,Su,חשון 21 5801,סנהדרין נב,חיי שרה
1862,11/04/2040,Su,חשון 28 5801,סנהדרין נג,תולדת
1863,11/11/2040,Su,כסלו 6 5801,סנהדרין נד,ויצא
1864,11/18/2040,Su,כסלו 13 5801,סנהדרין נה,וישלח
1865,11/25/2040,Su,כסלו 20 5801,סנהדרין נו,וישב
1866,12/02/2040,Su,כסלו 27 5801,סנהדרין נז,מקץ
1867,12/09/2040,Su,טבת 5 5801,סנהדרין נח,ויגש
1868,12/16/2040,Su,טבת 12 5801,סנהדרין נט,ויחי
1869,12/23/2040,Su,טבת 19 5801,סנהדרין ס,שמות
1870,12/30/2040,Su,טבת 26 5801,סנהדרין סא,וארא
1871,01/06/2041,Su,שבט 4 5801,סנהדרין סב,בא
1872,01/13/2041,Su,שבט 11 5801,סנהדרין סג,בשלח
1873,01/20/2041,Su,שבט 18 5801,סנהדרין סד,יתרו
1874,01/27/2041,Su,שבט 25 5801,סנהדרין סה,משפטים
1875,02/03/2041,Su,אדר א 2 5801,סנהדרין סו,תרומה
1876,02/10/2041,Su,אדר א 9 5801,סנהדרין סז,תצוה
1877,02/17/2041,Su,אדר א 16 5801,סנהדרין סח,כי תשא
1878,02/24/2041,Su,אדר א 23 5801,סנהדרין סט,ויקהל
1879,03/03/2041,Su,אדר א 30 5801,סנהדרין ע,פקודי
1880,03/10/2041,Su,אדר ב 7 5801,סנהדרין עא,ויקרא
1881,03/17/2041,Su,אדר ב 14 5801,סנהדרין עב,צו
1882,03/24/2041,Su,אדר ב 21 5801,סנהדרין עג,שמיני
1883,03/31/2041,Su,אדר ב 28 5801,סנהדרין עד,תזריע
1884,04/07/2041,Su,ניסן 6 5801,סנהדרין עה,מצורע
1885,04/14/2041,Su,ניסן 13 5801,סנהדרין עו,"חוה""מ פסח"
1886,04/21/2041,Su,ניסן 20 5801,סנהדרין עז,אחרי מות
1887,04/28/2041,Su,ניסן 27 5801,סנהדרין עח,קדשים
1888,05/05/2041,Su,אייר 4 5801,סנהדרין עט,אמור
1889,05/12/2041,Su,אייר 11 5801,סנהדרין פ,בהר
1890,05/19/2041,Su,אייר 18 5801,סנהדרין פא,בחקתי
1891,05/26/2041,Su,אייר 25 5801,סנהדרין פב,במדבר
1892,06/02/2041,Su,סיון 3 5801,סנהדרין פג,נשא
1893,06/09/2041,Su,סיון 10 5801,סנהדרין פד,בהעלתך
1894,06/16/2041,Su,סיון 17 5801,סנהדרין פה,שלח לך
1895,06/23/2041,Su,סיון 24 5801,סנהדרין פו,קרח
1896,06/30/2041,Su,תמוז 1 5801,סנהדרין פז,חקת
1897,07/07/2041,Su,תמוז 8 5801,סנהדרין פח,בלק
1898,07/14/2041,Su,תמוז 15 5801,סנהדרין פט,פינחס
1899,07/21/2041,Su,תמוז 22 5801,סנהדרין צ,מטות-מסעי
1900,07/28/2041,Su,תמוז 29 5801,סנהדרין צא,דברים
1901,08/04/2041,Su,אב 7 5801,סנהדרין צב,ואתחנן
1902,08/11/2041,Su,אב 14 5801,סנהדרין צג,עקב
1903,08/18/2041,Su,אב 21 5801,סנהדרין צד,ראה
1904,08/25/2041,Su,אב 28 5801,סנהדרין צה,שופטים
1905,09/01/2041,Su,אלול 5 5801,סנהדרין צו,כי תצא
1906,09/08/2041,Su,אלול 12 5801,סנהדרין צז,כי תבוא
1907,09/15/2041,Su,אלול 19 5801,סנהדרין צח,נצבים-וילך
1908,09/22/2041,Su,אלול 26 5801,סנהדרין צט,האזינו
1909,09/29/2041,Su,תשרי 4 5802,סנהדרין ק,יום כיפור
1910,10/06/2041,Su,תשרי 11 5802,סנהדרין קא,"חוה""מ סוכות"
1911,10/13/2041,Su,תשרי 18 5802,סנהדרין קב,בראשית
1912,10/20/2041,Su,תשרי 25 5802,סנהדרין קג,נח
1913,10/27/2041,Su,חשון 2 5802,סנהדרין קד,לך לך
1914,11/03/2041,Su,חשון 9 5802,סנהדרין קה,וירא
1915,11/10/2041,Su,חשון 16 5802,סנהדרין קו,חיי שרה
1916,11/17/2041,Su,חשון 23 5802,סנהדרין קז,תולדת
1917,11/24/2041,Su,כסלו 1 5802,סנהדרין קח,ויצא
1918,12/01/2041,Su,כסלו 8 5802,סנהדרין קט,וישלח
1919,12/08/2041,Su,כסלו 15 5802,סנהדרין קי,וישב
1920,12/15/2041,Su,כסלו 22 5802,סנהדרין קיא,מקץ
1921,12/22/2041,Su,כסלו 29 5802,סנהדרין קיב,ויגש
1922,12/29/2041,Su,טבת 6 5802,סנהדרין קיג,ויחי
1923,01/05/2042,Su,טבת 13 5802,מכות ב,שמות
1924,01/12/2042,Su,טבת 20 5802,מכות ג,וארא
1925,01/19/2042,Su,טבת 27 5802,מכות ד,בא
1926,01/26/2042,Su,שבט 5 5802,מכות ה,בשלח
1927,02/02/2042,Su,שבט 12 5802,מכות ו,יתרו
1928,02/09/2042,Su,שבט 19 5802,מכות ז,משפטים
1929,02/16/2042,Su,שבט 26 5802,מכות ח,תרומה
1930,02/23/2042,Su,אדר 3 5802,מכות ט,תצוה
1931,03/02/2042,Su,אדר 10 5802,מכות י,כי תשא
1932,03/09/2042,Su,אדר 17 5802,מכות יא,ויקהל-פקודי
1933,03/16/2042,Su,אדר 24 5802,מכות יב,ויקרא
1934,03/23/2042,Su,ניסן 2 5802,מכות יג,צו
1935,03/30/2042,Su,ניסן 9 5802,מכות יד,פסח
1936,04/06/2042,Su,ניסן 16 5802,מכות טו,פסח
1937,04/13/2042,Su,ניסן 23 5802,מכות טז,שמיני
1938,04/20/2042,Su,ניסן 30 5802,מכות יז,תזריע-מצורע
1939,04/27/2042,Su,אייר 7 5802,מכות יח,אחרי מות-קדשים
1940,05/04/2042,Su,אייר 14 5802,מכות יט,אמור
1941,05/11/2042,Su,אייר 21 5802,מכות כ,בהר-בחקתי
1942,05/18/2042,Su,אייר 28 5802,מכות כא,במדבר
1943,05/25/2042,Su,סיון 6 5802,מכות כב,נשא
1944,06/01/2042,Su,סיון 13 5802,מכות כג,בהעלתך
1945,06/08/2042,Su,סיון 20 5802,מכות כד,שלח לך
1946,06/15/2042,Su,סיון 27 5802,שבועות ב,קרח
1947,06/22/2042,Su,תמוז 4 5802,שבועות ג,חקת
1948,06/29/2042,Su,תמוז 11 5802,שבועות ד,בלק
1949,07/06/2042,Su,תמוז 18 5802,שבועות ה,פינחס
1950,07/13/2042,Su,תמוז 25 5802,שבועות ו,מטות-מסעי
1951,07/20/2042,Su,אב 3 5802,שבועות ז,דברים
1952,07/27/2042,Su,אב 10 5802,שבועות ח,ואתחנן
1953,08/03/2042,Su,אב 17 5802,שבועות ט,עקב
1954,08/10/2042,Su,אב 24 5802,שבועות י,ראה
1955,08/17/2042,Su,אלול 1 5802,שבועות יא,שופטים
1956,08/24/2042,Su,אלול 8 5802,שבועות יב,כי תצא
1957,08/31/2042,Su,אלול 15 5802,שבועות יג,כי תבוא
1958,09/07/2042,Su,אלול 22 5802,שבועות יד,נצבים
1959,09/14/2042,Su,אלול 29 5802,שבועות טו,וילך
1960,09/21/2042,Su,תשרי 7 5803,שבועות טז,האזינו
1961,09/28/2042,Su,תשרי 14 5803,שבועות יז,"חוה""מ סוכות"
1962,10/05/2042,Su,תשרי 21 5803,שבועות יח,בראשית
1963,10/12/2042,Su,תשרי 28 5803,שבועות יט,נח
1964,10/19/2042,Su,חשון 5 5803,שבועות כ,לך לך
1965,10/26/2042,Su,חשון 12 5803,שבועות כא,וירא
1966,11/02/2042,Su,חשון 19 5803,שבועות כב,חיי שרה
1967,11/09/2042,Su,חשון 26 5803,שבועות כג,תולדת
1968,11/16/2042,Su,כסלו 3 5803,שבועות כד,ויצא
1969,11/23/2042,Su,כסלו 10 5803,שבועות כה,וישלח
1970,11/30/2042,Su,כסלו 17 5803,שבועות כו,וישב
1971,12/07/2042,Su,כסלו 24 5803,שבועות כז,מקץ
1972,12/14/2042,Su,טבת 1 5803,שבועות כח,ויגש
1973,12/21/2042,Su,טבת 8 5803,שבועות כט,ויחי
1974,12/28/2042,Su,טבת 15 5803,שבועות ל,שמות
1975,01/04/2043,Su,טבת 22 5803,שבועות לא,וארא
1976,01/11/2043,Su,טבת 29 5803,שבועות לב,בא
1977,01/18/2043,Su,שבט 7 5803,שבועות לג,בשלח
1978,01/25/2043,Su,שבט 14 5803,שבועות לד,יתרו
1979,02/01/2043,Su,שבט 21 5803,שבועות לה,משפטים
1980,02/08/2043,Su,שבט 28 5803,שבועות לו,תרומה
1981,02/15/2043,Su,אדר א 5 5803,שבועות לז,תצוה
1982,02/22/2043,Su,אדר א 12 5803,שבועות לח,כי תשא
1983,03/01/2043,Su,אדר א 19 5803,שבועות לט,ויקהל
1984,03/08/2043,Su,אדר א 26 5803,שבועות מ,פקודי
1985,03/15/2043,Su,אדר ב 3 5803,שבועות מא,ויקרא
1986,03/22/2043,Su,אדר ב 10 5803,שבועות מב,צו
1987,03/29/2043,Su,אדר ב 17 5803,שבועות מג,שמיני
1988,04/05/2043,Su,אדר ב 24 5803,שבועות מד,תזריע
1989,04/12/2043,Su,ניסן 2 5803,שבועות מה,מצורע
