"shekalim, Erster Abschnitt.1","<b>M</b><small>OŠE EMPFING DIE</small> T<small>ORA AUF</small>[<small>DEM</small> B<small>ERGE</small>] S<small>INAJ, ÜBERLIEFERTE SIE</small> J<small>EHOŠUA͑</small>, J<small>EHOŠUA͑ DEN</small> Ä<small>LTESTEN, DIE</small> Ä<small>LTESTEN DEN</small> P<small>ROPHETEN UND DIE</small> P<small>ROPHETEN ÜBERLIEFERTEN SIE DEN</small> M<small>ÄNNERN DER</small> G<small>ROSSSYNODE</small>. D<small>IESE SPRACHEN DREI</small> D<small>INGE AUS:</small> S<small>EID BEDÄCHTIG BEIM</small> R<small>ECHTSPRECHEN, BILDET VIELE</small> S<small>CHÜLER AUS, UND ERRICHTET EINEN</small> Z<small>AUN UM DIE</small> T<small>ORA</small><sup>1</sup><i class=""footnote"">fn2668,Durch Verschärfung der Bestimmungen derselben.</i>."
"shekalim, Sechster Abschnitt.11","X. R. J<small>OSE B</small>. Q<small>ISMA ERZÄHLTE :</small> E<small>INST GING ICH AUF DEM</small> W<small>EGE, DA BEGEGNETE MIR EIN</small> M<small>ANN UND BOT MIR DEN</small> F<small>RIEDENSGRUSS UND ICH ERWIDERTE IHN IHM</small>. D<small>ARAUF SPRACH ER ZU MIR:</small> M<small>EISTER, AUS WELCHEM</small> O<small>RTE BIST DU?</small> I<small>CH ERWIDERTE IHM:</small> I<small>CH BIN AUS EINER GROSSEN</small> S<small>TADT VON</small> W<small>EISEN UND</small> G<small>ELEHRTEN</small>. D<small>A SPRACH ER ZU MIR:</small> M<small>EISTER, VIELLEICHT BIST DU EINVERSTANDEN, MIT UNS IN UNSEREM</small> O<small>RTE ZU WOHNEN, UND ICH WÜRDE DIR TAUSENDE UND ABERTAUSENDE VON</small> G<small>OLDDENAREN</small>, E<small>DELSTEINEN UND</small> P<small>ERLEN GEBEN?</small> D<small>A ERWIDERTE ICH IHM:</small> M<small>EIN</small> S<small>OHN, SELBST WENN DU MIR ALLES SLLBER UND GOLD, ALLE EDELSTEINE UND PERLEN DER WELT GEBEN</small> W<small>ÜRDEST</small>, WOHNE ICH NUR IN EINEM O<small>RTE DER TORA</small>. D<small>ENN BEIM</small> H<small>INSCHEIDEN DES</small> M<small>ENSCHEN BEGLEITEN IHN NICHT</small> S<small>ILBER UND NICHT</small> G<small>OLD, AUCH NICHT</small> E<small>DELSTEINE UND NICHT</small> P<small>ERLEN, SONDERN NUR DIE</small> T<small>ORA UND GUTE</small> H<small>ANDLUNGEN, WIE ES HEISST</small>: <sup>29</sup><i class=""footnote"">fn2816,Pr. 6,22.</i><i>wenn du gehst, wird sie dich geleiten, wenn du dich legst, wird sie über dich wachen, und wenn du aufwachst, wird sie dich unterhalten. Wenn du gehst, wird sie dich geleiten,</i> <small>AUF DIESER</small> W<small>ELT</small>; <i>wenn du dich legst,</i> <small>WIRD SIE ÜBER DICH WACHEN, IM</small> G<small>RABE</small>; <i>wenn du aufwachst,</i> <small>WIRD SIE DICH UNTERHALTEN, IN DER ZUKÜNFTIGEN</small> W<small>ELT</small>. U<small>ND EBENSO STEHT ES AUCH GESCHRIEBEN IM</small> B<small>UCHE DER</small> P<small>SALMEN DURCH</small> D<small>AVID, DEN</small> K<small>ÖNIG VON</small> J<small>ISRAÉL</small>:<sup>30</sup><i class=""footnote"">fn2817,Ps. 119,72.</i><i>Lieber ist mir die Lehre deines Mundes, als Tausende Goldes und Silbers</i>. F<small>ERNER HEISST ES</small>:<sup>31</sup><i class=""footnote"">fn2818,Hag. 2,8.</i><i>mein ist das Silber, mein ist das Gold, spricht der Herr der Heerscharen</i>."
"shekalim, Sechster Abschnitt.12","XI. F<small>ÜNF</small> E<small>IGNUNGEN EIGNETE DER</small> H<small>EILIGE, GEPRIESEN SEI ER, IN SEINER</small> W<small>ELT, UND ZWAR: DIE</small> T<small>ORA IST EINE</small> E<small>IGNUNG</small>, H<small>IMMEL UND</small> E<small>RDE SIND EINE</small> E<small>IGNUNG</small>, A<small>BRAHAM IST EINE</small> E<small>IGNUNG</small>, J<small>ISRAÉL IST EINE</small> E<small>IGNUNG UND DER</small> T<small>EMPEL IST EINE</small> E<small>IGNUNG</small>. D<small>IE</small> T<small>ORA IST EINE</small> E<small>IGNUNG; WOHER DIES?</small> E<small>S HEISST</small>:<sup>32</sup><i class=""footnote"">fn2819,Pr. 8,22.</i><i>der Herr hat mich geeignet als den Anfang seiner Wege, als erstes seiner Werke, vorlängst</i>. H<small>IMMEL UND</small> E<small>RDE SIND EINE</small> E<small>IGNUNG; WOHER DIES?</small> E<small>S HEISST</small>:<sup>33</sup><i class=""footnote"">fn2820,Jes. 66,1.</i><i>so spricht der Herr: Der Himmel ist mein Thron, und die Erde meiner Füße Schemel, was wäre das für ein Haus, das ihr mir bauen wolltet, und welcher Ort meine Ruhestätte</i>. F<small>ERNER HEISST ES</small>:<sup>34</sup><i class=""footnote"">fn2821,Ps. 104,24.</i><i>wie sind deiner Werke so viel, o Herr, du hast sie alle in Weisheit geschaffen, die Erde ist ganz deine Eignung</i>. A<small>BRAHAM IST EINE</small> E<small>IGNUNG; WOHER DIES</small>? E<small>S HEISST</small>:<sup>35</sup><i class=""footnote"">fn2822,Gen. 14,19.</i><i>und er segnete ihn und sprach: Gesegnet werde Abraham vom höchsten Gott, dem Eigner von Himmel und Erde</i>. J<small>ISRAÉL IST EINE</small> E<small>IGNUNG; WOHER DIES?</small> E<small>S HEISST</small>:<sup>36</sup><i class=""footnote"">fn2823,Ex. 15,16.</i><i>bis vorüber ist dein Volk, o Herr, bis vorüber ist das Volk, das da geeignet hast</i>. F<small>ERNER HEISST ES</small>:<sup>37</sup><i class=""footnote"">fn2824,Ps. 16,3.</i><i>en Heiligen, die im Land sind, und Herrliche, an denen all mein Wohlgefallen</i>. D<small>ER</small> T<small>EMPEL IST EINE</small> E<small>IGNUNG; WOHER DIES</small>? E<small>S HEISST</small>:<sup>38</sup><i class=""footnote"">fn2825,Ex. 15,17,</i><i>das Heiligtum des Herrn, das bereitet</i><sup>39</sup><i class=""footnote"">fn2826,<span dir=""rtl"">כוננו</span> gleich <span dir=""rtl"">קנו</span>.</i><i>haben deine Hände</i>. F<small>ERNER HEISST ES</small>:<sup>40</sup><i class=""footnote"">fn2827,Ps. 78,54.</i><i>er brachte sie zu seinem heiligen Berge</i><sup>41</sup><i class=""footnote"">fn2828,Die Lesart <span dir=""rtl"">הר</span> an Stelle des masoretischen <span dir=""rtl"">גבול</span> findet sich nicht nur in der Vulgata u. der <i>LXX</i> u. allen aus dieser herrührenden Übersetzungen (Syr. Arab. Äthiop.), sondern auch in manchen hebr. Bibelhandschriften.</i>, <i>dem Berge, den geeignet hat seine Rechte</i>."
"shekalim, Sechster Abschnitt.13","XII. U<small>ND ALLES, WAS DER</small> H<small>EILIGE, GEPRIESEN SEI ER, ERSCHAFFEN HAT, SCHUF ER NUR ZU SEINER</small> E<small>HRE, DENN ES HEISST</small>:<sup>42</sup><i class=""footnote"">fn2829,Jes. 43,7.</i><i>jeden, der sich nach meinem Namen nennt, den ich zu meiner Ehre geschaffen, gebildet und bereitet habe</i>. F<small>ERNER HEISST ES</small>:<sup>43</sup><i class=""footnote"">fn2830,Ex. 15,18.</i><i>der Herr ist König auf immer und ewig.</i>"
"shekalim, Sechster Abschnitt.14","XIII<sup>44</sup><i class=""footnote"">fn2831,Diese Mišna, aus Mak. iii,16 entnommen, gehört nicht zu dieser Barajtha; sie ist durch die editio separata in die Mišnaausgabe, u. aus dieser in die Taimudausgabe herübergenommen.</i>. R.<small>ḤANINA B</small>. A͑<small>QAŠJA SAGTE:</small> G<small>OTT WOLLTE</small> J<small>ISRAÉL VERDIENSTLICH MACHEN, DAHER VERLIEH ER IHNEN DAS</small> G<small>ESETZ UND VIELE</small> G<small>EBOTE, DENN ES HEISST</small>:<sup>45</sup><i class=""footnote"">fn2832,Jes. 42,21.</i><i>dem Herrn gefiel es um seiner Gerechtigkeit willen, seine Lehre groß und ausgedehnt zu machen.</i>"
"shekalim, Siebenter Abschnitt.1","<sup>i</sup><b>R.</b> J<small>EHOŠUA͑ UND</small> R. Ç<small>ADOQ BEKUNDETEN, DASS, WENN DER</small> L<small>ÖSERSATZ FÜR DAS</small> E<small>RSTGEBORENE EINES</small> E<small>SELS</small><sup>1</sup><i class=""footnote"">fn2607,Das Erstgeborene eines reinen Tieres gehört dem Priester, das eines unreinen Tieres muß auf ein reines (Lamm) umgetauscht werden; cf. Ex. 13,11ff.</i> <small>VERENDET</small><sup>2</sup><i class=""footnote"">fn2608,Nachdem ihn der Eigentümer zu diesem Behufe ausgehoben hat.</i>, <small>DER</small> P<small>RIESTER DAVON NICHTS HABE</small>; R. E<small>LIE͑ZER SAGT NÄMLICH, [DER</small> E<small>IGENTÜMER</small>] <small>SEI HAFTBAR, WIE BEI DEN FÜNF</small> S<small>ELA͑ FÜR EINEN</small> [<small>ERSTGEBORENEN</small>] S<small>OHN</small><sup>3</sup><i class=""footnote"">fn2609,Cf. Ex. 13,13.</i>, <small>DIE</small> W<small>EISEN ABER SAGEN, ER SEI NICHT HAFTBAR, VIELMEHR GLEICHT DIESER DEM</small> L<small>ÖSEGELDE DES ZWEITEN</small> Z<small>EHNTEN</small><sup>4</sup><i class=""footnote"">fn2610,Wenn das Geld abhanden kommt, so ist der Eigentümer nicht haftbar.<br>3. Cf. Ex. 13,13.<br>4. Wenn das Geld abhanden kommt, so ist der Eigentümer nicht haftbar.</i>."
"shekalim, Siebenter Abschnitt.2","II. R. Ç<small>ADOQ BEKUNDETE, DASS DIE</small> T<small>UNKE VON UNREINEN</small> H<small>EUSCHRECKEN REIN SEI; DIE ERSTE</small> [V<small>ERSION DER</small>] M<small>IŠNA LAUTETE NÄMLICH: WENN UNREINE</small> H<small>EUSCHRECKEN ZUSAMMEN MIT REINEN EINGELEGT WORDEN SIND, SO IST DIE</small> T<small>UNKE NICHT UNBRAUCHBAR</small><sup>5</sup><i class=""footnote"">fn2611,Also nur bei einer Mischung von reinen u. unreinen. Einleuchtender ist jed. die Lesart: so haben sie nur die Tunke unbrauchbar gemacht.</i>."
"shekalim, Siebenter Abschnitt.3","III. R. Ç<small>ADOQ BEKUNDETE, DASS, WENN DAS</small> F<small>LUSSWASSER MEHR IST ALS DAS</small> T<small>ROPFWASSER, ES TAUGLICH</small><sup>6</sup><i class=""footnote"">fn2612,Als Flußwasser; bei manchen rituellen Handlungen, wie zBs. beim Besprengen des Flußbehafteten, ist durchaus Quellwasser vorgeschrieben; als solches gilt jedes sich stetig bewegende Gewässer.</i> <small>SEI</small>. E<small>INST EREIGNETE SICH EIN SOLCHER</small> F<small>ALL IN</small> B<small>IRATH</small> P<small>ELIJA, UND ALS DIE</small> S<small>ACHE VOR DIE</small> W<small>EISEN KAM, ERKLÄRTEN SIE ES ALS TAUGLICH</small>."
"shekalim, Siebenter Abschnitt.4","IV. R. Ç<small>ADOQ BEKUNDETE, DASS, WENN MAN</small> F<small>LUSSWASSER DURCH</small> N<small>USSBLÄTTER</small><sup>7</sup><i class=""footnote"">fn2613,Wahrscheinlich, wenn man aus diesen Blättern eine Art Rinne bildet.</i> <small>LAUFEN LÄSST, ES TAUGLICH</small><sup>8</sup><i class=""footnote"">fn2614,Diese Blätter sind nicht verunreinigungsfähig; dagegen wird das Wasser untauglich, wenn es durch eßbare, also verunreinigungsfähige Kräuter fließt.</i><small>SEI</small>. E<small>LNST EREIGNETE SICH EIN SOLCHER</small> F<small>ALL IN</small> A<small>HALAJA, UND ALS DIE</small> S<small>ACHE IN DIE</small> Q<small>ÜADERHALLE</small><sup>9</sup><i class=""footnote"">fn2615,Vor das Synedrium.</i> <small>KAM, ERKLÄRTEN SIE ES ALS TAUGLICH</small>."
"shekalim, Siebenter Abschnitt.5","V. R. J<small>EHOSÜA UND</small> R. J<small>AQIM AUS</small> H<small>ADAR BEKUNDETEN, DASS, WENN MAN EINEN</small> K<small>RUG MIT</small> E<small>NTSÜNDIGUNGSASCHE</small><sup>10</sup><i class=""footnote"">fn2616,Von der roten Kuh; cf. Num. 19,2ff.</i><small>AUF EIN</small> K<small>RIECHTIER GESTELLT</small><sup>11</sup><i class=""footnote"">fn2617,Ein irdenes Gefäß wird nur dann unrein, wenn die Innenseite unrein wird; auch ln diesem Falle bleibt der Krug rein und nur die Asche wird unrein, da von dieser ausdrücklich hervorgehoben wird, daß man sie nur an eine reine Stelle lege ; cf. Num. 19,9.</i><small>HAT, DIESE UNREIN SEI;</small> R. E<small>LIE͑ZER ERKLÄRTE SIE NÄMLICH ALS REIN</small>. R. P<small>APJAS BEKUNDETE, DASS, WENN JEMAND ZWEI</small> N<small>AZIRATE</small><sup>12</sup><i class=""footnote"">fn2618,Ohne Zeitbestimmung, also je 30 Tage.</i><small>GELOBT UND WEGEN DES ERSTEN SICH AM DREISSIGSTEN</small> T<small>AGE DAS</small> H<small>AAR GESCHNITTEN</small><sup>13</sup><i class=""footnote"">fn2619,Am letzten Tage muß sich der Nazir das Haar schneiden; cf. Num. 6,18.</i><small>HAT, ER ES SICH WEGEN DES ZWEITEN AM SECHZIGSTEN</small> T<small>AGE SCHNEIDE; UND DASS, WENN ER DIES AM NEUNUNDFÜNFZIGSTEN</small> T<small>AGE GETAN HAT, ER SEINER</small> P<small>FLICHT GENÜGT HABE, DENN DER DREISSIGSTE</small> T<small>AG WERDE IHM ANGERECHNET</small><sup>14</sup><i class=""footnote"">fn2620,Der 30. Tag des ersten gilt gleichzeitig als 1. des zweiten.</i>."
"shekalim, Siebenter Abschnitt.6","VI. R. J<small>EHOŠUA͑ UND</small> R. P<small>APJAS BEKUNDETEN, DASS DAS</small> J<small>UNGE VON EINEM</small> H<small>EILSOPFER<sup>15</sup><i class=""footnote"">fn2621,Das das Opfertier nach seiner Aushebung geworfen hat.</i>ALS</small> H<small>EILSOPFER DARGEBRACHT WERDE</small>. R. E<small>LIE͑ZER SAGTE NÄMLICH, DAS</small> J<small>UNGE VON EINEM</small> H<small>EILSOPFER WERDE NICHT ALS</small> H<small>EILSOPFER DARGEBRACHT, DIE</small> W<small>EISEN ABER SAGTEN, ES WERDE WOHL ALS SOLCHES DARGEBRACHT</small>. H<small>LERZU SAGTE</small> R. P<small>APJAS</small>: I<small>CH BEKUNDE, DASS WIR EINST EINE</small> H<small>EILSOPFERKUH HATTEN, DIE WIR AM</small> P<small>ESAḤFESTE VERZEHRTEN, UND AUCH DAS</small> J<small>UNGE DERSELBEN VERZEHRTEN WIR AM</small> F<small>ESTE</small><sup>16</sup><i class=""footnote"">fn2622,Dem darauffolgenden, am Wochenfeste.</i><small>ALS</small> H<small>EILSOPFER</small>."
"shekalim, Siebenter Abschnitt.7","VII. D<small>IESELBEN BEKUNDETEN, DASS DIE</small> R<small>OLLBRETTER</small><sup>17</sup><i class=""footnote"">fn2623,Richtiger ist die Lesart der Mišna separata <span dir=""rtl"">ארוכות</span>, wie sie in dieser Bedeutung auch an anderer Stelle im T. vorkommt.</i><small>DER</small> B<small>ÄCKER VERUNREINIGUNGSFÄHIG SIND;</small> R. E<small>LIE͑ZER SAGTE NÄMLICH, SIE SEIEN NICHT</small><sup>18</sup><i class=""footnote"">fn2624,Da sie keine Geräte sind.</i> <small>VERUNREINIGUNGSFÄHIG</small>. D<small>IESELBEN BEKUNDETEN AUCH, DASS, WENN MAN EINEN</small> O<small>FEN</small><sup>19</sup><i class=""footnote"">fn2625,Dieser hatte die Form eines Topfes u. war transportabel; er galt daher hinsichtlich der Verunreinigung als Gefaß.</i><small>IN EINZELNE</small> R<small>INGE ZERSCHNITTEN UND ZWISCHEN DIE</small> R<small>INGE</small> S<small>AND GETAN</small><sup>20</sup><i class=""footnote"">fn2626,Und oben mit Lehm bestrichen, damit er nicht auseinanderfalle.</i><small>HAT, ER UNREIN SEI;</small> R. E<small>LIE͑ZER ERKLÄRTE NÄMLICH EINEN SOLCHEN ALS REIN</small><sup>21</sup><i class=""footnote"">fn2627,Da die Ringe von einander durch Sand getrennt sind, so gilt er als zerbrochenes Gefäß.</i>. D<small>IESELBEN BEKUNDETEN FERNER, DASS MAN DAS</small> J<small>AHR WÄHREND DES GANZEN</small> [M<small>ONATS</small>] A<small>DAR INTERKALIEREN</small><sup>22</sup><i class=""footnote"">fn2628,Vgl. Bd. VIII S. 3 Anm. 10.</i><small>KÖNNE; SIE SAGTEN NÄMLICH, NUR BIS ZUM</small> P<small>URIMFESTE</small><sup>23</sup><i class=""footnote"">fn2629,Dem 14. dieses Monats.</i>. D<small>IESELBEN BEKUNDETEN FERNER, DASS MAN DAS</small> J<small>AHR</small> B<small>EDINGUNG S WEISE</small><sup>24</sup><i class=""footnote"">fn2630,Daß der Fürst seine Zustimmung geben werde; cf. Syn. Fol. 11a.</i><small>INTERKALIEREN KÖNNE</small>. E<small>INST WAR</small> R. G<small>AMLIÉL VERREIST, UM</small> E<small>RLAUBNIS ÜBER ETWAS VOM</small> H<small>EGEMON IN</small> S<small>YRIEN EINZUHOLEN, UND VERSPÄTETE SICH MIT SEINER</small> R<small>ÜCKKEHR; DA INTERKALIERTEN SIE DAS</small> J<small>AHR UNTER DER BEDINGUNG, DASS, WENN</small> R. G<small>AMLIÉL EINVERSTANDEN SEIN WÜRDE, DAS</small> J<small>AHR INTERKALIERT SEI</small>."
"shekalim, Siebenter Abschnitt.8","VIII. R. M<small>ENAḤEM B</small>. S<small>IGNAJ BEKUNDETE, DASS DER</small> A<small>NSATZ EINES</small> K<small>ESSELS</small><sup>25</sup><i class=""footnote"">fn2631,Damit der Kessel nicht überlaufe, wird oben ein Ansatz aus Lehm angestückt.</i><small>DER</small> O<small>LIVENSIEDER VERUNREINIGUNGSFÄHIG UND DER DER</small> F<small>ÄRBER NICHT VERUNREINIGUNGSFÄHIG SEI; SIE SAGTEN NÄMLICH, DIE</small> S<small>ACHE VERHALTE SICH ENTGEGENGESETZT</small><sup>26</sup><i class=""footnote"">fn2632,Nach der einen Ansicht ist der Ansatz am ersteren unentbehrlich u. daher ver unreinigungsfähig, nicht aber am zweiten, u. nach der anderen Ansicht entgegengesetzt.</i>."
"shekalim, Siebenter Abschnitt.9","IX. R. N<small>EḤUNJA B</small>. G<small>UDGADA BEKUNDETE, DASS EINE DURCH IHREN</small> V<small>ATER VERHEIRATETE</small> T<small>AUBSTUMME DURCH EINEN</small> S<small>CHEIDEBRIEF GESCHIEDEN</small><sup>27</sup><i class=""footnote"">fn2633,Obgleich die Verheiratung durch den Vater erfolgt u. sie selbst nicht vollsinnig ist.</i><small>WERDEN</small> K<small>ÖNNE, DASS EINE AN EINEN</small> P<small>RIESTER VERHEIRATETE MINDERJÄHRIGE</small> J<small>ISRAÉLITIN</small><sup>28</sup><i class=""footnote"">fn2634,Dh. keine Priesterstochter.</i>H<small>EBE ESSEN</small><sup>29</sup><i class=""footnote"">fn2635,Auch in dem Falle, wenn sie keinen Vater hat und von ihren Angehörigen verheiratet worden ist, obgleich diese Heirat nur rabbanitisch gültig ist.</i><small>DÜRFE, UND DASS, WENN EINE SOLCHE</small><sup>30</sup><i class=""footnote"">fn2636,Eine durch ihre Verwandten verheiratete Minderjährige.</i><small>GESTORBEN IST, IHR</small> M<small>ANN SIE BEERBE</small>. F<small>ERNER, DASS MAN FÜR EINEN GERAUBTEN, IN EINEN</small> P<small>ALAST EINGEBAUTEN</small> B<small>ALKEN NUR DEN</small> W<small>ERT ZU ERSETZEN</small><sup>31</sup><i class=""footnote"">fn2637,Er braucht wegen der Rückgäbe des Balkens das Gebäude nicht zu zerstören. Dies, um ihm die Büßfertigkeit zu erleichtern.</i><small>HABE, UND DASS EIN</small> S<small>ÜNDOPFER, WENN ES GERAUBT UND DIES DEN</small> L<small>EUTEN UNBEKANNT IST</small>, S<small>ÜHNE SCHAFFE; EINE VORSORGLICHE</small> B<small>ESTIMMUNG FÜR DEN</small> A<small>LTAR</small><sup>32</sup><i class=""footnote"">fn2638,Dh. für den Altardienst; wird das Sündopfer als ungültig erklärt, so haben die Priester durch den Genuß desselben eine Sünde begangen, (durch das Essen von Profanem, das im Tempelhofe geschlachtet wurde,) und um solchen Sünden vorzubeugen, würden sie sich weigern, den Altardienst zu verrichten.</i>."
"shekalim, Achter Abschnitt.1","<sup>i</sup><b>R.</b> J<small>EHOŠUA͑ B</small>. B<small>ETHERA BEKUNDETE, DASS DAS</small> B<small>LUT VON</small> Ä<small>SERN REIN SEI</small>. R. Š<small>IMO͑N</small> B. B<small>ETHERA BEKUNDETE, DASS, WENN EIN</small> T<small>EIL DER</small> E<small>NTSÜNDIGUNGSASCHE</small><sup>1</sup><i class=""footnote"">fn2639,Vgl. S. 426 Anm. 10.</i> <small>VON EINEM</small> U<small>NREINEN BERÜHRT WORDEN IST, DAS GANZE UNREIN SEI</small>. R. A͑<small>QIBA FÜGTE NOCH DAS</small> F<small>EINMEHL</small><sup>2</sup><i class=""footnote"">fn2640,Zum Speisopfer.</i>, <small>DAS</small> R<small>ÄUCHERWERK, DEN</small> W<small>EIHRAUCH UND DIE</small> K<small>OHLEN</small><sup>3</sup><i class=""footnote"">fn2641,Die der Hochpriester am Versöhnungstage in das Allerheiligste bringt; cf. Lev. 16,12.</i> <small>HINZU; WENN NÄMLICH EIN AM SELBEN</small> T<small>AGE</small> U<small>NTERGETAUCHTER</small><sup>4</sup><i class=""footnote"">fn2642,Vgl. S. 409 Anm. 2.</i> <small>VON DIESEM EINEN</small> T<small>EIL BERÜHRT HAT, SO HAT ER DAS GANZE UNTAUGLICH GEMACHT</small>."
"shekalim, Achter Abschnitt.2","II. R. J<small>EHUDA B</small>. A<small>BBA UND</small> R. J<small>EHUDA DER</small> P<small>RIESTER BEKUNDETEN, DASS EINE AN EINEN PRIESTER VERHEIRATETE MINDERJÄHRIGE</small> J<small>ISRAÉLITIN</small><sup>5</sup><i class=""footnote"">fn2643,Vgl. S. 427 Anm. 29.</i> H<small>EBEESSEN DÜRFE, SOBALD SIE UNTER DEN</small> B<small>ALDACHIN<sup>6</sup><i class=""footnote"">fn2644,Zur Antrauung.</i> GEKOMMEN, NOCH BEVOR SIE BESCHLAFEN WORDEN IST</small>. R. J<small>OSE DER</small> P<small>RIESTER UND</small> R. Z<small>EKHARJA B</small>. H<small>AQAÇAB BEKUNDETEN FOLGENDES:</small> E<small>INST WURDE IN</small> A<small>ŠQELON EIN MINDERJÄHRIGES</small> M<small>ÄDCHEN VERPFÄNDET, UND DIE</small> A<small>NGEHÖRIGEN IHRER</small> F<small>AMILIE STIESSEN SIE</small><sup>7</sup><i class=""footnote"">fn2645,In der Annahme, sie sei geschändet worden.</i> <small>AUS, OBGLEICH IHRE ZEUGEN</small><sup>8</sup><i class=""footnote"">fn2646,Die ihre Pfändung bekundeten.</i> <small>BEKUNDET HATTEN, DASS SIE MIT NIEMAND ISOLIERT WAR UND NICHT VERUNREINIGT WORDEN IST</small>. D<small>A SPRACHEN DIE</small> W<small>EISEN ZU IHNEN:</small> G<small>LAUBT IHR IHNEN, DASS SIE VERPFÄNDET WAR, SO GLAUBT IHNEN AUCH, DASS SIE MIT NIEMAND ISOLIERT WAR UND NICHT VERUNREINIGT WORDEN IST, UND GLAUBT IHR IHNEN NICHT, DASS SIE MIT NIEMAND ISOLIERT WAR UND NICHT VERUNREINIGT WORDEN IST, SO GLAUBT IHNEN AUCH NICHT, DASS SIE VERPFÄNDET WAR</small>."
"shekalim, Achter Abschnitt.3","III. R. J<small>EHOŠUA͑ UND</small> R. J<small>EHUDA B</small>. B<small>ETHERA BEKUNDETEN, DASS DIE</small> W<small>ITWE [EINES</small> M<small>ENSCHEN AUS] EINER</small> M<small>ISCHFAMILIE<sup>9</sup><i class=""footnote"">fn2647,Wenn die Familie ein Mitglied hat, hinsichtlich dessen ein Zweifel der Illegitimität besteht; die Illegitimität der Mitglieder einer solchen Familie ist doppelt zweifeihaft: 1. ist die Illegitimität der in Betracht kommenden Person überhaupt fraglich, 2. weiß man nicht, wer diese Person ist.</i> FÜR</small> P<small>RIESTER TAUGLICH<sup>10</sup><i class=""footnote"">fn2648,Dh. einen Priester zu heiraten.</i> SEI, DENN DIE</small> M<small>ISCHFAMILIE IST ZUSTÄNDIG, [HIRE</small> M<small>ITGLIEDER</small>] <small>ALS UNREIN ODER ALS REIN</small><sup>11</sup><i class=""footnote"">fn2649,In geschlechtlicher Beziehung, hinsichtlich der Legitimität.</i><small>ZU ERKLÄREN, AUSZUSTOSSEN<sup>12</sup><i class=""footnote"">fn2650,Aus der Familie, damit die Familie ihre Reinheit nicht verliere.</i>ODER AUFZUNEHMEN</small>. R. Š<small>IMO͑N B</small>. G<small>AMLIÉL SPRACH :</small> W<small>IR WOLLEN EURE</small> B<small>EKUNDUNG ENTGEGENNEHMEN, WAS ABER</small> K<small>ÖNNEN WIR TUN GEGEN DIE BESTIMMUNG DES</small> R. J<small>OHANAN</small> B. Z<small>AKKAJ, ZU DIESEM</small> B<small>EHUFE<sup>13</sup><i class=""footnote"">fn2651,Um einer solchen Witwe die Heirat mit einem Priester zu erlauben.</i>KEIN</small> G<small>ERICHTSKOLLEGIUM EINZUSETZEN; DIE</small> P<small>RIESTER WÜRDEN</small> N<small>ÄMLICH NUR HINSICHTLICH DER</small> A<small>USSTOSSUNG GEHORCHEN, NICHT ABER HINSICHTLICH DER AUFNAHME</small>."
"shekalim, Achter Abschnitt.4","IV. R. J<small>OSE B</small>. J<small>OE͑ZER AUS ÇEREDA BEKUNDETE, DASS DIE</small> W<small>IDDERHEUSCHRECKE</small><sup>14</sup><i class=""footnote"">fn2652,Cf. Az. Fol. 37a.</i><small>REIN SEI, DASS DIE</small> F<small>LÜSSIGKEITEN IM</small> S<small>CHLACHTHAUSE</small><sup>15</sup><i class=""footnote"">fn2653,Des Tempelhofes; cf. ib. Fol. 37b.</i><small>REIN SEIEN, UND DASS, WER EINEN</small> T<small>OTEN BERÜHRT, UNREIN</small><sup>16</sup><i class=""footnote"">fn2654,Cf. ib. ib.</i><small>SEI; MAN NANNTE IHN DAHER</small> J<small>OSE DEN</small> E<small>RLAUBENDEN</small>."
"shekalim, Achter Abschnitt.5","V. R. A͑<small>QIBA BEKUNDETE IM</small> N<small>AMEN DES</small> N<small>EḤEMJA AUS</small> B<small>EDALI</small><sup>17</sup><i class=""footnote"">fn2655,Vgl. Bd. IV. S. 732 Amm. 15.</i>, D<small>ASS MAN AUF DIE</small> A<small>USSAGE EINES</small> Z<small>EUGEN</small><sup>18</sup><i class=""footnote"">fn2656,Der den Tod ihres Mannes bekundet.</i><small>HIN EINER</small> F<small>RAU ZU HEIRATEN ERLAUBE</small>. R. J<small>EHOŠUA͑ BEKUNDETE, DASS</small> K<small>NOCHEN, DIE IN DER</small> H<small>OLZKAMMER</small><sup>19</sup><i class=""footnote"">fn2657,Des Tempelhofes.</i><small>GEFUNDEN WERDEN UNREIN</small><sup>20</sup><i class=""footnote"">fn2658,Weil sie vielleicht von Leichen herrühren. In den den Kommentaren vorgelegenen Texten scheinen diese Worte (unrein seien) gefehlt zu haben.</i><small>SEIEN</small>. D<small>IE</small> W<small>EISEN SAGTEN, MAN LESE SIE EINZELN AUF, UND ALLES BLEIBE REIN</small><sup>21</sup><i class=""footnote"">fn2659,Da der Raum, in dem diese Kammer sich befand, als öffentliches Gebäude gilt, u. bei einem solchen ist bei einem Zweifel hinsichtlich der Unreinheit erleichternd zu entscheiden.</i>."
