Index Title,Beitzah
Beitzah 5a:8,"Ferner haben wir gelernt: [Früher] brachte man aus allen eine Tagreise entfernten Orten um Jerušalem [die Früchte des] vierjährigen Weinberges nach Jerušalem. Welche sind die Grenzorte? SüdlichSo richtig nach der Mišna separata.E͑lath, nördlichSo richtig nach der Mišna separata.A͑qrabath, westlich Lud und östlich der Jarden. 
"
Beitzah 5a:9,"Hierzu sagte U͑la, nach anderen Rabba b.Bar Ḥana, im Namen R. Joḥanans: Aus welchem Grunde? Um die Straßen Jerušalems mit Früchten zu schmücken. 
"
Beitzah 5a:10,"Ferner wird gelehrt: R. Elie͑zer hatte einen vierjährigen Weinberg im Osten von Lud, seitwärts von Kephar Ṭabi, 
"
Beitzah 5b:1,"und er wollte ihn den Armen freigebenUm nicht die Früchte nach J. bringen zu müssen.. Da sprachen seine Schüler zu ihm: Meister, bereits haben deine Genossen gegen dich abgestimmt und [einen solchen] erlaubt: Nur weil sie abgestimmt haben, sonst aber nichtDie Erlaubnis konnte also durch eine Abstimmung erfolgen.. – Wer sind diese Genossen? – R. Joḥanan b.Zakkaj. – 
"
Beitzah 5b:2,"Wozu das ‘ferner’? – 
"
Beitzah 5b:3,"Merke, es heißt ja bereits: Ex. 19,15.<i>seid zum dritten Tage bereit, nähert euch keinem Weibe</i>, wozu heißt es wiederum: <i>geh, sage ihnen: Kehret in eure Zelte zurück</i>? Schließe hieraus, daß jede Abstimmung nur durch eine andere Abstimmung aufgehoben werden kann. 
"
Beitzah 5b:4,"Wolltest du erwidern, wegen des Gebotes der BeiwohnungDaß sie von da ab dazu verpflichtet waren, u. nicht nur das bisherige Verbot aufzuheben., so heißt es: <i>wenn das Widderhorn geblasen wird, sollen sie den Berg hinansteigen</i>. 
"
Beitzah 5b:5,"Merke, es heißt ja bereits:Ex. 34,3.<i>selbst Schafe und Rinder dürfen nirgends in der Nähe dieses Berges weiden</i>, wozu heißt es wiederum: <i>wenn das Widderhorn geblasen wird</i>? Schließe hieraus, daß jede Abstimmung nur durch eine andere Abstimmung aufgehoben werden kann. 
"
Beitzah 5b:6,"Wolltest du erwidern, nur bei einem [Verbote] der Tora, nicht aber bei einem rabbanitischen, so komm und höre [die Lehre] vom vierjährigen Weinberge; bei diesem ist esDas Bringen nach Jerušalem aus dem Umkreise einer Tagesreise.ja rabbanitisch, dennoch sprachen sie zu ihm: Bereits haben deine Genossen gegen dich abgestimmt und [einen solchen] erlaubt. 
"
Beitzah 5b:7,"Wolltest du erwidern, auch über das Ei ließ R. Joḥanan b.Zakkaj abstimmen und erlaubte es, so ist ja die Beschlußfassung nur über die Zeugenaussage erfolgt, nicht aber über das Ei. 
"
Beitzah 5b:8,"Abajje sprach zu ihm: Ist denn über das Ei überhaupt eine Abstimmung erfolgt, das Ei ist ja von der Zeugenaussage abhängig: ist die Zeugenaussage unzulässig, so ist das Ei verboten, ist die Zeugenaussage zulässig, so ist das Ei erlaubt!?
"
Beitzah 5b:9,"R. Ada und R. Šalmon, beide aus Be Kloḥith, sagten: Das Ei ist auch nach der Anordnung des R. Joḥanan b.Zakkaj verboten. – Aus welchem Grunde? – Gar schnell wird der Tempel erbaut, und man würde sagen: Im Vorjahre aßen wir am zweiten Festtage ein [am ersten gelegtes] Ei, wir wollen auch jetzt essen. Man würde aber nicht bedenken, daß es im Vorjahre zwei [verschiedene] HeiligkeitenAn einem Tage wegen des Zweifels.waren, jetzt aber ist es die gleiche Heiligkeit. – 
"
Beitzah 5b:10,"Demnach sollte manNach der Vesperzeit.auch keine Zeugenaussage entgegennehmen, denn gar schnell wird der Tempel erbaut, und man würde sagen: Im Vorjahre nahmen wir die Zeugenaussage über [das Erscheinen] des Neumondes den ganzen Tag entgegen, wir wollen sie auch jetzt entgegennehmen!? –
"
Beitzah 5b:11,"Was soll dies: die [Entgegennahme der] Zeugenaussage ist dem Gerichte überlassen, während das Ei jedem überlassen ist. 
"
Beitzah 5b:12,"Raba sagte: Das Ei ist auch nach der Anordnung des R. Joḥanan b.Zakkaj verboten, denn pflichtet etwa R. Joḥanan b.Zakkaj nicht bei, daß, wenn Zeugen nach der Vesperzeit kommen, sowohl dieser Tag als auch der folgende heilig zu halten ist!? 
"
Beitzah 5b:13,"Ferner sagte Raba: Die Halakha ist bei diesen drei LehrenBeim Ei am Š. u. F., bei den beiden Festtagen in der Diaspora u. den beiden Neujahrstagen; cf. infra Fol. 5b.wie Rabh, sowohl erleichternd als auch erschwerend.
"
Beitzah 6a:1,"Raba sagte: Mit einem Leichnam dürfen sich am ersten Festtage Nichtjuden befassen, am zweiten Festtage auch Jisraéliten, und dies gilt sogar von beiden Tagen des Neujahrsfestes, was aber bei einem Ei nicht der Fall ist. 
"
Beitzah 6a:2,"Die Nehardee͑nser sagen, dies gelte auch von einem Ei. Zu berücksichtigen ist ja nur, der Elul könnte interkaliertSodaß das Fest auf den 2. Tag fallen würde.werden, aber R. Ḥenana b. Kahana sagte, seit den Tagen E͑zras sei der Elul nie interkaliert worden. 
"
Beitzah 6a:3,"Mar Zuṭra sagte: Dies nur, wenn [der Leichnam] bereits längere Zeit liegt, wenn aber nicht, so lasse man ihn liegen. 
"
Beitzah 6a:4,"R. Aši sagte: Auch wenn er nicht längere Zeit gelegen hat, lasse man ihn nicht liegen, denn inbetreff des Toten haben die Weisen den zweiten Festtag dem Alltage gleichgestellt, sogar hinsichtlich des Zuschneidens eines [Toten]gewandes und des Abschneidens einer MyrteDie auf die Bahre gelegt wurde.. 
"
Beitzah 6a:5,"Rabina sagte: Jetzt aber, wo GebernDenen die Jisraéliten Frohndienst leisten mußten, wovon sie am Feiertage befreit waren.vorhanden sind, unterlasse man dies.
"
Beitzah 6a:6,"Einst saß Rabina am NeujahrsfesteWörtl. an den beiden Tagen des N., dh. aus 2 Tagen bestehenden.vor R. Aši, und als er bemerkte, daß dieser betrübt war, sprach er zu ihm: Weshalb ist der Meister betrübt? Dieser erwiderte: Ich habe keinen Speise-E͑rub niedergelegt. 
"
Beitzah 6a:7,"Da sprach jener: So bereite ihn der Meister doch jetzt, denn Raba sagte, man dürfe an einem Tage des Festes für den anderen einen Spcisen-E͑rub unter BedingungIst der 1. der eigentliche Festtag, so ist am 2. die Zubereitung von Speisen überhaupt erlaubt, u. ist der 2. der eigentl. Festtag, so ist am 1. die Bereitung des E͑rub zulässig.niederlegen. 
"
Beitzah 6a:8,"Dieser entgegnete: Raba sagte dies allerdings von den zwei Festtagen in der Diaspora, sagte er dies etwa auch von den beiden Tagen des NeujahrsfestesDie beide heilig sind.!? – 
"
Beitzah 6a:9,"Aber die Nehardee͑nser sagten ja, selbst ein EiDas an diesem Tage gelegt worden ist.sei erlaubt!? R. Mordekhaj sprach zu ihm: Der Meister sagte mir ausdrücklich, er halte nichts von der Lehre der Nehardee͑nser.
"
Beitzah 6a:10,"Es wurde gelehrt: Ein am Festtage ausgebrütetes Küchlein ist, wie Rabh sagt, verboten, und wie Šemuél, nach anderen R. Joḥanan, sagt, erlaubt. Rabh sagt, es sei verboten, denn es ist Abgesondertes. Šemuél, nach anderen R. Joḥanan, sagt, es sei erlaubt, denn durch das Schlachten macht es sich selber erlaubtVor dem Schlachten ist es überhaupt zum Genusse verboten, u. wenn es durch das Schlachten erlaubt wird, so erfolgt dies in jeder Hinsicht.. 
"
Beitzah 6a:11,"R. Kahana und R. Aši sprachen zu Rabh: Welchen Unterschied gibt es zwischen diesem und einem am Festtage geborenenDas nach einer weiter folgenden Lehre nach aller Ansicht erlaubt ist.Kalbe!? Dieser erwiderte: Dieses gilt durch das Schlachten der Mutter als VorrätigesDie im geschlachteten Muttertier befindliche Geburt wird durch die Schlachtung des Muttertieres zum Genusse erlaubt; das Kalb gilt daher noch vor der Geburt als Vorrätiges.. – 
"
Beitzah 6a:12,"Welchen Unterschied gibt es zwischen diesem und einem von einem TotverletztenDas durch das Schlachten des totverletzten Muttertieres nicht zum Genusse erlaubt wird.geborenen Kalbe!? Da schwieg Rabh. 
"
Beitzah 6a:13,"Rabba, nach anderen R. Joseph, sprach: Weshalb schwieg Rabh, er sollte ihnen doch erwidern: dieses ist durch die Mutter für die Hunde brauchbar und gilt daher als Vorrätiges! 
"
Beitzah 6a:14,"Abajje erwiderte ihm: 
"
Beitzah 6b:1,"Wenn das, was für Menschen als Vorrätiges gilt, nicht für Hunde als Vorrätiges gilt, wie sollte das, was für Hunde als Vorrätiges gilt, als Vorrätiges für Menschen gelten!? Wir haben nämlich gelernt: ManIm Texte befindet sich die angezogene Lehre in der Mitte des vorangehenden Einwurfs.darf Kürbisse für das Vieh zerschneiden und ein Aas für die Hunde. R. Jehuda sagt, war das Aas am Vorabend des Šabbaths noch nicht vorhanden, sei es verboten, weil es kein Vorrätiges ist. 
"
Beitzah 6b:2,"Dieser erwiderte: Freilich, was als Vorrätiges für Menschen gilt, gilt nicht als Vorrätiges für Hunde, denn was für Menschen brauchbar ist, wirft man den Hunden nicht vor, was aber als Vorrätiges für Hunde gilt, gilt als Vorrätiges auch für Menschen, denn ein Mensch ißt, was für ihn geeignet ist. 
"
Beitzah 6b:3,"Es gibt eine Lehre übereinstimmend mit Rabh, und es gibt eine Lehre übereinstimmend mit Šemuél, beziehungsweise mit R. Joḥanan. 
"
Beitzah 6b:4,"Es gibt eine Lehre übereinstimmend mit Rabh: Ein am Festtage geborenes Kalb ist erlaubt, ein am Festtage ausgebrütetes Kücblein ist verboten. Welchen Unterschied gibt es zwischen diesem und jenem? Jenes gilt durch das Schlachten der Mutter als Vorrätiges, dieses gilt nicht durch das Schlachten der Mutter als Vorrätiges.
"
Beitzah 6b:5,"Es gibt eine Lehre übereinstimmend mit Šemuél, beziehungsweise mit R. Joḥanan: Ein am Festtage geborenes Kalb ist erlaubt, ein am Festtage ausgebrütetes Küchlein ist erlaubt. Aus welchem Grunde? Jenes gilt durch das Schlachten der Mutter als Vorrätiges, dieses macht sich selber durch das Schlachten erlaubtVor dem Schlachten ist es überhaupt zum Genusse verboten, u. wenn es durch das Schlachten erlaubt wird, so erfolgt dies in jeder Hinsicht..
"
Beitzah 6b:6,"Die Rabbanan lehrten: Ein am Festtage ausgebrütetes Küchlein ist verboten; R. Elie͑zer b.Ja͑qob sagt, es sei sogar am Wochentage verboten, da seine Augen noch nicht geöffnet sind. 
"
Beitzah 6b:7,"Wessen Ansicht vertritt folgende Lehre:Lev. 11,42.<i>Jedes Kriechtier, das auf der Erde kriecht</i>, dies schließt Küchlein ein, deren Augen noch nicht geöffnet sind. Wessen? Die des R. Elie͑zer b. Ja͑qob.
"
Beitzah 6b:8,"R. Hona sagte im Namen Rabhs: das Ei ist mit seinem Hervorkommen fertig. Was heißt ‘mit seinem Hervorkommen fertig’: wollte man sagen, mit seinem Hervorkommen fertig, indem man es mit Milch essen darf, wonach es, solange es sich in der Henne befindet, mit Milch zu essen verboten ist, so wird ja gelehrt, daß man, wenn man eine Henne schlachtet und darin fertige Eier findet, diese mit Milch essen dürfe!? – 
"
Beitzah 6b:9,"Vielmehr, es wird mit seinem Hervorkommen fertig, indem man es am Festtage essen darf. – Demnach ist es im Leibe der Mutter am Festtage zu essen verboten, während gelehrt wird, daß man, wenn man eine Henne schlachtet und darin fertige Eier findet, diese am Festtage essen dürfe!? 
"
Beitzah 6b:10,"Wolltest du sagen, die Barathja lehre, was unsere Mišna nichtEs sei danach nicht zu entscheiden.lehrt, so lehrt dies ja auch diese: ein am Festtage gelegtes Ei darf, wie die Schule Šammajs sagt, gegessen werden, und wie die Schule Hillels sagt, nicht gegessen werden, die Schule Šammajs und die Schule Hillels streiten also nur über das gelegte, im Leibe der Mutter aber ist es demnach nach aller Ansicht erlaubt. 
"
Beitzah 6b:11,"Wolltest du sagen, nach der Schule Hillels sei es auch im Leibe der Mutter verboten, und nur deshalb lehre er es von einem gelegten, um dir die Λveitgehendere Ansicht der Schule Šammajs hervorzuheben, daß nämlich auch das gelegte erlaubt sei, so vertritt demnach die Lehre, daß man, wenn man eine Henne schlachtet und darin fertige Eier findet, sie am Festtage essen dürfe, weder die Ansicht der Schule Šammajs noch die der Schule Hillels!?– 
"
Beitzah 6b:12,"Vielmehr, es wird mit seinem Hervorkommen fertig, indem es zum Ausbrüten verwendbar ist, während es im Leibe der Mutter zum Ausbrüten nicht verwendbar ist. – In welcher Hinsicht ist dies von Bedeutung? – Beim KaufVerpflichtet sich jemand Bruteier zu lie fern, so müssen es fertig gelegte sein.und Verkauf. So sagte jemand einst:
"
Beitzah 7a:1,"‘Wer hat fertigeEigentl. Gacker-Eier.Eier?’ Als ihm darauf [der Verkäufer] Eier von einer geschlachteten [Henne] geben wollte, kam er zu R. Ami, und dieser entschied, der Kauf sei arglistig und er könne zurücktreten. – 
"
Beitzah 7a:2,"Selbstverständlich!? – Man könnte glauben, er brauchte sie tatsächlich zum Essen, und nur deshalb sagte er fertige, weil solche reifer sind, wonach nur die Differenz herauszuzahlen sei, so lehrt er uns. 
"
Beitzah 7a:3,"Einst sagte jemand: ‘Wer hat Bruteier, wer hat Bruteier?’ Als ihm darauf der Verkäufer parthenogenetischeWörtl. durch Scharren in die Erde entstandene.Eier gab, kam er zu R. Ami, und dieser entschied, der Kauf sei arglistig und er könne zurücktreten. – 
"
Beitzah 7a:4,"Selbstverständlich!? – Man könnte glauben, er brauchte sie tatsächlich zum Essen, und nur deshalb sagte er Bruteier, weil solche fetter sind, wonach nur die Differenz her auszuzahlen sei, so lehrt er uns. 
"
Beitzah 7a:5,"Wenn du aber willst, sage ich: es wird mit seinem Hervorkommen fertig, es wird mit dem Hervorkommen der größeren Hälfte fertig. Dies nach R. Joḥanan, denn R. Joḥanan sagte: Wenn das Ei zur größeren Hälfte am Vorabend des Festtages hervorgekommen und zurückgetreten war, so darf man es am Festtage essen. 
"
Beitzah 7a:6,"Manche erklären: Es wird mit seinem Hervorkommen fertig, nur mit seinem vollständigen Hervorkommen, nicht aber mit dem Hervorkommen der größeren Hälfte. Dies schließt die Lehre R. Joḥanans aus.
"
Beitzah 7a:7,"Der Text: wenn man eine Henne schlachtet und darin fertige Eier findet, so darf man sie mit Milch essen; R. Ja͑qob sagt, sind sie durch Adern verbunden, sei es verboten. – 
"
Beitzah 7a:8,"Wer ist der Autor der folgenden Lehre der Rabbanan: Wer vom Aas eines kleinen Vogels ißt, von dessen Eierknoten, von den Knochen oder den Adern, oder von dem Fleische eines Lebenden, ist rein;
"
Beitzah 7a:9,"wenn aber vom Eierstocke, vom Kröpfe, von den Därmen, oder wenn er das Fett schmilzt und es trinkt, so ist er unrein. 
"
Beitzah 7a:10,"Wer ist es nun, der lehrt, wer vom Eierknoten ißt, sei reinWonach sie nicht als Fleisch gelten.? R. Joseph erwiderte: Es ist nicht R. Ja͑qob, denn R. Ja͑qob sagt ja, sie seien, wenn sie durch Adern verbunden sind, [mit Milch] verboten. 
"
Beitzah 7a:11,"Abajje sprach zu ihm: Wieso denn: vielleicht sagt R. Ja͑qob dies nur hinsichtlich des Verbotes, nicht aber hinsichtlich der UnreinheitSie gelten zwar nicht als Fleisch, als besondere Erschwerung aber darf man sie mit Milch nicht essen.!? 
"
Beitzah 7a:12,"Wolltest da sagen, demnach sollte man diesSie als Erschwerung als unrein zu erklären.auch hinsichtlich der Unreinheit berücksichtigen, so wäre dies ja eine Vermehrung der Unreinheit, und wegen einer rabbanitischen [Anordnung] vermehren wir die Unreinheit nicht. 
"
Beitzah 7a:13,"Manche lesen: Wer ist es nun, der lehrt, wer vom Eierstocke ißt, sei unrein? R. Joseph erwiderte: Es ist R. Ja͑qob, welcher sagt, sie seien, wenn sie durch Adern verbunden sind, mit Milch verboten. Abajje sprach zu ihm: Woher, daß unter Eierstock die Eier zu verstehen sind, die sich im Eierstocke befinden, vielleicht der Eierstock selbst!? 
"
Beitzah 7a:14,"Wolltest du erwidern, vom Eierstocke selbst brauchte dies nicht gelehrt zu werden, so lehrt er es ja auch vom Kropfe und den Därmen, obgleich auch diese Fleisch sind, weil es Leute gibt, die sie nicht essen, ebenso lehrt er es auch von jenem, weil es Leute gibt, die ihn nicht essen.
"
Beitzah 7a:15,"Die Rabbanan lehrten: Was sich am Tage begattet, gebiert am Tage, was sich nachts begattet, gebiert nachts; was sich sowohl am Tage als auch nachts begattet, gebiert sowohl am Tage als auch nachts. Was sich am Tage begattet, gebiert am Tage, das ist das Huhn. Was sich nachts begattet, gebiert nachts, das ist die Fledermaus. Was sich sowohl am Tage als auch nachts begattet, gebiert sowohl am Tage als auch nachts, das ist der Mensch und alles, was ihm gleicht.
"
Beitzah 7a:16,"Der Meister sagte: Was sich am Tage begattet, gebiert am Tage, das ist das Huhn. In welcher Hinsicht ist dies von Bedeutung? – Hinsichtlich [einer Lehre] des R. Mari, Sohnes des R. Kahana, denn R. Mari, Sohn des R. Kahana, sagte: Wenn man am Vorabend des Festtages das Hühnernest untersucht und darin kein Ei gefunden hat, und am folgenden Morgen darin ein Ei findet, so ist es erlaubt. – 
"
Beitzah 7a:17,"Er hat ja untersucht!? – Er hat vielleicht nicht genau untersucht, und auch wenn er genau untersucht hat, war es vielleicht zur größeren Hälfte hervorgekommen und zurückgetreten, nach R. JoḥananDaß es in einem solchen Falle erlaubt ist.. – 
"
Beitzah 7a:18,"Dem ist ja aber nicht so, R. Joseb.Šaúl sagte ja im Namen Rabhs, daß, wenn jemand am Vorabend des Festtages das Hühnernest untersucht und darin kein Ei gefunden hat, und am folgenden Morgen darin ein Ei findet, es verboten sei!? –Da sind es parthenogenetischeUnd wahrscheinl. nachts gelegt.. – 
"
Beitzah 7a:19,"Demnach könnten es ja auch bei [der Lehre] R. Maris parthenogenetische sein!? – Wenn bei der [Henne] ein Hahn ist. – Aber auch wenn ein Hahn bei ihr ist, können es ja parthenogenetische sein!? Rabina erwiderte: Wir wissen, daß, wenn ein Hahn bei ihr ist, sie keine parthenogenetischen [legt]. – 
"
Beitzah 7a:20,"Bis zu welcher [Entfernung]? R. Gamda erwiderte im Nainen Rablis: 
"
Beitzah 7b:1,"Daß sie seine Stimme am TageDie nicht so weit wie nachts reicht.hört. R.
"
Beitzah 7b:2,"Mari traf eine Entscheidung bei [einer Entfernung von] sechzig HäusernDer Hahn war 60 Häuser von der Henne entfernt, dennoch nahm er eine Begattung an u. erlaubte er das Ei.. 
"
Beitzah 7b:3,"Liegt ein Fluß zwischen ihnen, so geht sie nicht hinüber; ist eine Brücke da, so geht sie hinüber, wenn aber nur ein Steg, so geht sie nicht hinüber. Einst ereignete es sich, daß eine auch über einen Steg hinüberging. – 
"
Beitzah 7b:4,"Weshalb nur, wo du esDie Lehre des RJbŠ.auf parthenogenetische beziehst, wenn man es untersucht hat, dies sollte doch auch von dem Falle gelten, wenn man es nicht untersucht hat!? –
"
