Index Title,Makkot
Makkot 4b:4,"R. A͑qiba sagte: Nicht dies ist der Grund, sondern weil es ein Verbot ist, wobei keine Tätigkeit ausgeübt wird, und wegen eines solchen ist nicht zu geißeln. Demnach ist R. Jehuda der Ansicht, daß man wegen eines Verbotes, wobei keine Tätigkeit ausgeübt wird, wohl zu geißeln ist; woher entnimmt er dies? 
"
Makkot 4b:5,"U͑la erwiderte: Er folgert dies von der falschen Beschuldigung: wie die falsche Beschuldigung ein Verbot ist, wobei keine Tätigkeit ausgeübt wird, und er wird gegeißelt, ebenso ist zu geißeln auch wegen jedes anderen Verbotes, wobei keine Tätigkeit ausgeübt wird. – Wohl wegen der falschen Beschuldigung, weil darauf Geißelung und Zahlung [einer Geldbuße] gesetzt ist!? 
"
Makkot 4b:6,"Vielmehr, erklärte Reš Laqiš, ist dies von den überführten Falschzeugen zu folgern; wie die überführten Falschzeugen wegen eines Verbotes, wobei keine Tätigkeit ausgeübt wird, zu geißeln sind, ebenso ist zu geißeln auch wegen jedes anderen Verbotes, wobei keine Tätigkeit ausgeübt wird. – Wohl die überführten Falschzeugen, weil bei diesen auch keine WarnungAlle anderen Verbote haben nur dann eine Bestrafung zur Folge, wenn der Übertretende vorher gewarnt worden war.erforderlich ist!? – 
"
Makkot 4b:7,"Die falsche Anschuldigung beweist [das Entgegengesetzte]. Die Replikation wiederholt sich: die Eigenheit des einen gleicht nicht der Eigenheit des anderen und die Eigenheit des anderen gleicht nicht der Eigenheit des einen; das Gemeinsame bei ihnen ist, daß beide Verbote sind, wobei keine Tätigkeit ausgeübt wird, und dieserhalb ist zu geißeln, ebenso ist zu geißeln auch wegen jedes anderen Verbotes, wobei keine Tätigkeit ausgeübt wird.– 
"
Makkot 4b:8,"Aber das Gemeinsame bei ihnen ist ja auch, daß bei beiden eine Geldbuße zu zahlen ist!? – Das ist kein Einwand; R. Jehuda ist nicht der Ansicht R. A͑qibasDaß die Zahlung der Falschzeugen eine Buße sei.. – 
"
Makkot 4b:9,"Vielmehr, das Gemeinsame bei ihnen ist, daß sie eine erschwerende Seite haben, und nach R. Jehuda ist die erschwerende Seite kein Umstand des EinwandesDie erschwerenden Seiten sind von einander verschieden, somit sind sie nicht der Grund der Geißelung.. – 
"
Makkot 4b:10,"Was folgern die Rabbanan aus [dem Verbote]: <i>du sollst nicht wider deinen Nächsten als falscher Zeuge aussagen</i>!? – 
"
Makkot 4b:11,"Hieraus entnehmen sie die VerwarnungDas eigentl. Verbot.für die überführten Falschzeugen. – Woher entnimmt R. Meír die Verwarnung für die Falschzeugen!? R. Jirmeja erwiderte: Er entnimmt dies aus [den Worten] :Dt. 19,20.<i>und die übrigen sollen es vernehmen und sich fürchten und nicht wieder verüben &amp;c</i>. – 
"
Makkot 4b:12,"Und die Rabbanan!? – 
"
Makkot 5a:1,"Dies ist für die öffentliche BekanntmachungCf. Syn. Fol. 89a.nötig. – Und R. Meír!? – Die öffentliche Bekanntmachung ist zu entnehmen aus [den Worten]: <i>sollen es vernehmen und sich fürchten</i>.
"
Makkot 5a:2,"<sup>iii,2</sup><b>M</b><small>AN TEILT DIE</small> G<small>ELDSTRAFE, NICHT ABER DIE</small> G<small>EISSELUNG, UND ZWAR: HABEN SIE GEGEN JEMAND BEKUNDET, ER SCHULDE SEINEM</small> N<small>ÄCHSTEN ZWEIHUNDERT</small> Z<small>UZ, UND WURDEN ALS</small> F<small>ALSCHZEUGEN ÜBERFÜHRT, SO WIRD</small> [<small>DIESE</small> S<small>UMME</small>] <small>UNTER IHNEN GETEILT; WENN SIE ABER GEGEN EINEN BEKUNDET HABEN, ER HABE SICH DER VIERZIG</small> S<small>TREICHE SCHULDIG GEMACHT, UND ALS</small> F<small>ALSCHZEUGEN ÜBERFÜHRT WURDEN, SO ERHÄLT JEDER DIE VIERZIG</small> S<small>TREICHE</small>.
"
Makkot 5a:3,"GEMARA. Woher dies? Abajje erwiderte: Es heißt <i>Schuldiger</i> bei der GeißelungCf. Num. 35,31 u. Dt. 25,2.und es heißt <i>Schuldiger</i> bei der TodesstrafeCf. Num. 35,31 u. Dt. 25,2., wie es keine geteilte Todesstrafe gibt, ebenso gibt es keine geteilte Geißelung. 
"
Makkot 5a:4,"Raba͑ erklärte: Es heißt: <i>was er gedacht hat, mit seinem Bruder zu tun</i>, was dann nicht der Fall wäre. – Dies gilt ja auch von der Geldstrafe!? – Ein Geldbetrag wird vereinigtDer zu Unrecht Beschuldigte erhält den vollständigen Betrag, den er verloren haben würde., die Geißelung aber wird nicht vereinigt.
"
Makkot 5a:5,"<sup>iv</sup><b>D</b><small>IE</small> Z<small>EUGEN WERDEN NUR DANN ALS</small> F<small>ALSCHZEUGEN ERKLÄRT, WENN SIE DURCH IHRE EIGENE</small> P<small>ERSON ÜBERFÜHRT</small>Wenn man ihnen ihr Alibi nach weist.<small>WERDEN; 
"
Makkot 5a:6,"UND ZWAR: WENN SIE GESAGT HABEN</small>: W<small>IR BEKUNDEN, DASS DIESER EINEN</small> M<small>ENSCHEN GETÖTET HAT, UND</small> [<small>ANDERE</small> Z<small>EUGEN</small>] <small>IHNEN ENTGEGNEN</small>: W<small>IESO KÖNNT IHR DIES BEKUNDEN, AN JENEM</small> T<small>AGE WAR JA DER</small> [<small>ANGEBLICH</small>] E<small>RMORDETE, BEZIEHUNGSWEISE</small> M<small>ÖRDER MIT UNS ZUSAMMEN AN JENEM</small> O<small>RTE, SO GELTEN SIE NICHT ALS ÜBERFÜHRTE</small> F<small>ALSCHZEUGEN</small>Hinsichtlich ihrer Bestrafung; ihr Zeugnis ist selbstverständlich ungültig.. W<small>ENN SIE IHNEN ABER ENTGEGNEN:</small> W<small>IESO KÖNNT IHR DIES BEKUNDEN, AN JENEM</small> T<small>AGE WART IHR JA MIT UNS ZUSAMMEN AN JENEM</small> O<small>RTE, SO GELTEN SIE ALS ÜBERFÜHRTE</small> F<small>ALSCHZEUGEN UND WERDEN AUF</small> G<small>RÜND DIESER</small> A<small>USSAGE HINGERICHTET</small>. 
"
Makkot 5a:7,"K<small>OMMEN DARAUF ANDERE</small> [Z<small>EUGEN</small>] <small>UND SIE ÜBERFÜHREN AUCH DIESE, ANDERE UND SIE</small>Die Zeugen, die die ersten als Falschzeugen überführt haben.<small>ÜBERFÜHREN AUCH DIESE, SELBST WENN ES HUNDERT SIND, SO WERDEN SIE ALLE HINGERICHTET</small>. R. J<small>EHUDA SAGT, DIES SEI EINE</small> V<small>ERABREDUNG</small>Eigentl. Verschwörung (<i>στ?σιζ; <small>VIELMEHR WIRD NUR DIE ERSTE</small> Z<small>EUGENPARTIE HINGERICHTET</small>.
"
Makkot 5a:8,"GEMARA. Woher dies? R. Ada erwiderte: Die Schrift sagt:Dt. 19,18.<i>daß der Zeuge ein lügenhafter Zeuge war, daß er Lügen ausgesagt hat</i>; wenn das Zeugnis durch sie selbst als lügenhaft überführt wird. 
"
Makkot 5a:9,"In der Schule R. Jišma͑éls lehrten sie:Ib. V. 16.<i>wider ihn falsch zu zeugen</i>, wenn das Zeugnis durch sie selbst als falsch überführt wird.
"
Makkot 5a:10,"Raba sagte: Wenn zwei [Zeugen] kommen und bekunden, jemand habe in der Ostseite eines Palastes einen Menschen getötet, und darauf andere zwei kommen und ihnen entgegnen: ihr wart ja in der Westseite des Palastes mit uns zusammen, so gelten sie, falls man sich in der Westseite des Palastes befindet und nach der Ostseite sehen kann, nicht als überführte Falschzeugen, wenn aber nicht, so gelten sie als überführte Falschzeugen. – 
"
Makkot 5a:11,"Selbstverständlich!? – Man könnte glauben, es sei zu berücksichtigen, [sie haben vielleicht] eine besonders starkeNach Müller (Komposition u. Strophenbau p. 143) ist <span dir=""rtl"">בריא</span> von <span dir=""rtl"">ברא</span> (leer, frei, wüst) abzuleiten, dh. Wüstenlicht, die Fata morgana. Eine philologische Spitzfindigkeit, die jedoch eine Fata morgana ist dem Kenner, der weiß, daß der T. Qid. 24b von <span dir=""rtl"">נהורא בריא</span> (starker Sehkraft) u. <span dir=""rtl"">נהורא בחישא</span> (schwacher Sehkraft) spricht. Sehkraft, so lehrt er uns.
"
Makkot 5a:12,"Ferner sagte Raba: Wenn zwei [Zeugen] kommen und bekunden, jemand habe in Sura am Sonntag morgens einen Menschen getötet, und darauf andere zwei kommen und ihnen entgegnen: am Sonntag abends wart ihr ja mit uns zusammen in Nehardea͑, so gelten sie, wenn man von morgens bis abends von Sura nach Nehardea͑ gelangen kann, nicht als überführte Falschzeugen, wenn aber nicht, so gelten sie als überführte Falschzeugen. – 
"
Makkot 5a:13,"Selbstverständlich!? – Man könnte glauben, es sei zu berücksichtigen, [sie benutzten vielleicht] Rennkamele, so lehrt er uns.
"
Makkot 5a:14,"Ferner sagte Raba: Wenn zwei [Zeugen] kommen und bekunden, jemand habe am Sonntag einen Menschen getötet, und darauf andere zwei kommen und ihnen entgegnen: am Sonntag wart ihr ja mit uns zusammen, vielmehr hat jener erst am Montag einen Menschen getötet, und noch mehr: selbst wenn sie entgegnen: er hat bereits am Vorabend des Šabbaths einen Menschen getötet, so werden jene hingerichtet, denn zur Zeit ihrer Bekundung war der Beschuldigte nicht zum Tode zu verurteilenWegen seiner wirklichen Handlung, über die die zweite Zeugenpartie bekundet, könnte er aus formalen Gründen freigesprochen werden; die ersten Zeugen würden also allein durch ihre falsche Aussage seine Hinrichtung veranlaßt haben.. – 
"
Makkot 5a:15,"Was lehrt er uns da, diesDaß Falschzeugen hinzurichten sind, obgleich der Angeklagte durch die Aussage anderer Zeugen hinzurichten ist.wurde ja bereits gelehrt!? Wenn daherCf. infra Fol. 6b.eine [Zeugenpartie] als Falschzeugen überführt wird, so werden diese und er hingerichtet, und die andere ist frei!? – 
"
Makkot 5a:16,"Nötig ist der Schlußsatz: Anders verhält es sich bei der Verurteilung: Wenn zwei [Zeugen] kommen und bekunden, jemand sei am Sonntag verurteilt worden, und darauf andere zwei kommen und ihnen entgegnen: am Sonntag wart ihr ja mit uns zusammen, vielmehr wurde jener bereits am Vorabend des Šabbaths verurteilt, und noch mehr, selbst wenn sie sagen, erst am Montag wurde jener verurteilt, so werden jene nicht hingerichtet, denn zur Zeit ihrer Bekundung war der Beschuldigte zum Tode verurteilt.
"
Makkot 5a:17,"Ebenso bei der Zahlung von Bußgeldern: 
"
Makkot 5a:18,"wenn zwei [Zeugen] kommen und bekunden, jemand habe am Sonntag [ein Vieh] gestohlen und es geschlachtet oder verkauft, und darauf andere zwei kommen und ihnen entgegnen: am Sonntag wart ihr ja mit uns zusammen, vielmehr hiat er es erst am Montag gestohlen und geschlachtet oder verkauft, und noch mehr, selbst wenn sie sagen, er habe es bereits am Vorabend des Šabbaths gestohlen und geschlachtet oder verkauft, so müssen jene [die Geldbuße] bezahlen, denn zur Zeit ihrer Bekundung war der Angeklagte nicht zahlungspflichtigEr konnte inzwischen ein Geständnis ablegen und von der Zahlung frei sein.. 
"
Makkot 5a:19,"Wenn aber zwei [Zeugen] kommen und bekunden, jemand habe am Sonntag [ein Vieh] gestohlen und es geschlachtet oder verkauft, und sei verurteilt worden, und darauf andere zwei kommen und ihnen entgegnen: am Sonntag wart ihr ja mit uns zusammen, vielmehr hat er es bereits am Vorabend des Šabbaths gestohlen und geschlachtet oder verkauft und ist verurteilt worden, und noch mehr, selbst wenn sie sagen, er hat es am Sonntag gestohlen und geschlachtet oder verkauft und ist erst am Montag verurteilt worden, so brauchen sie nichts zu zahlen, denn zur Zeit ihrer Bekundung war der Angeklagte zahlungspflichtig.
"
Makkot 5a:20,"[R. J<small>EHUDA SAGT, DIES SEI EINE</small> V<small>ERABREDUNG</small> &amp;<small>C</small>.] 
"
Makkot 5b:1,"Wenn dies eine Verabredung ist, so sollte auch die erste Zeugenpartie nicht [hingerichtet werden]!? R. Abahu erwiderte: Wenn sie bereits hingerichtet worden ist. – 
"
Makkot 5b:2,"Was geschehen, ist ja geschehenWieso heißt es demnach, daß nur die 1. Zeugenpartie hingerichtet werde.!? Vielmehr, erklärte Raba, er meint es wie folgt: ist es eine Zeugenpartie, so wird sie hingerichtet, sind es mehrere, so werden sie nicht hingerichtet. – Es heißt ja aber: nur!? – Ein Ein wand.
"
Makkot 5b:3,"Einst brachte eine Frau Zeugen und sie erwiesen sich als lügenhaftOhne durch ein Alibi als Falschzeugen überführt worden zu sein (vgl. Bd. VIII S. 494 Anm. 234).; hierauf brachte sie andere Zeugen und sie erwiesen sich ebenfalls als lügenhaft. Als sie später andere Zeugen brachte, die sich nicht als lügenhaft erwiesen, sprach Reš Laqiš: Bei dieser ist es schon feststehendDaß die von ihr erbrachten Zeugen falsche sind.. R. Elie͑zer entgegnete ihm: Ist es denn, weil es bei ihr feststehend ist, auch bei ganz Jisrael feststehendDaß sie falsches Zeugnis ablegen.!? 
"
Makkot 5b:4,"Ein anderes Mal saßen sie vor R. Joḥanan, und eine ähnliche Sache kam vor sie; da sprach Reš Laqiš: Bei dieser ist es schon feststehend. R. Joḥanan entgegnete ihm: Ist es denn, weil es bei dieser feststehend ist, auch bei ganz Jisraél feststehend!? Hierauf sah [Reš Laqiš] R. Elie͑zer schief an und sprach zu ihm: Du hast etwas vom SchmiedesohnBezeichnung RJ.s.gehört und es mir nicht in seinem Namen gesagt! 
"
Makkot 5b:5,"Reš Laqiš wäre also der Ansicht R. Jehudas und R. Joḥanan der der Rabbanan – 
"
Makkot 5b:6,"Reš Laqiš kann dir erwidern: meine Ansicht gilt auch nach den Rabbanan, denn die Rabbanan sind dieser Ansicht nur in jenem Falle, wo niemand [die Zeugen] anstiftet, hierbei aber ist jemand da, der sie anstiftet. 
"
Makkot 5b:7,"Und auch R. Joḥanan kann dir erwidern: meine Ansicht gilt auch nach R. Jehuda, denn R. Jehuda ist dieser Ansicht nur in jenem Falle, denn wir sagen, die ganze Welt könne ja nicht mit ihnen zusammen gewesen sein, hierbei aber konnten diese es bekunden, jene aber konnten es nicht bekunden.
"
Makkot 5b:8,"<b>D</b><small>IE</small> F<small>ALSCHZEUGEN WERDEN NUR DANN HINGERICHTET, WENN AUF IHRE</small> [A<small>USSAGE HIN</small>] <small>DAS</small> U<small>RTEIL BEREITS GEFÄLLT WORDEN IST</small>. <sup>vi</sup> D<small>IE</small> S<small>ADUZÄER SAGTEN, NUR DANN, WENN</small> [<small>DER</small> B<small>ESCHULDIGTE</small>] <small>HINGERICHTET WORDEN IST, DENN ES HEISST</small>:Ex. 21,28; manche Texte haben hier richtiger den Schriftvers Dt. 19,21, <span dir=""rtl"">נפש בנפש</span>.<i>Leben um Leben</i>. 
"
Makkot 5b:9,"D<small>IE</small> W<small>EISEN ENTGEGNETEN IHNEN:</small> E<small>S HEISST:</small> <i>so sollt ihr mit ihm das tun, was er mit seinem Bruder zu tun gedacht hat</i>, <small>WENN SEIN</small> B<small>RUDER NOCH LEBT</small>. W<small>ESHALB ABER HEISST ES:</small> <i>Leben um Leben</i>? M<small>AN KÖNNTE NÄMLICH GLAUBEN, SIE SEIEN HINZURICHTEN, SOBALD IHR</small> Z<small>EUGNIS ANGENOMMEN WORDEN IST, SO HEISST ES</small>: <i>Leben um Leben</i>, <small>SIE SIND NUR DANN HINZURICHTEN, WENN DAS</small> U<small>RTEIL BEREITS GEFÄLLT WORDEN IST</small>.
"
Makkot 5b:10,"GEMARA. Es wird gelehrt: Berrabi sagte: Haben sie die Hinrichtung nicht [herbeigeführt], so werden sie hingerichtet, haben sie die Hinrichtung [herbeigeführt], so werden sie nicht hingerichtet. Da sprach sein Vater zu ihm: Mein Sohn, ist etwa nicht [durch einen Schluß] vom Leichteren auf das Schwerere [das Entgegengesetzte zu folgern]!? 
"
Makkot 5b:11,"Jener erwiderte: Du hast uns gelehrt, Meister, daß man nicht eine Bestrafung durch einen Schluß folgere. Es wird nämlich gelehrt:Lev. 20,17.<i>Wenn einer seine Schwester nimmt, die Tochter seines Vaters oder die Tochter seiner Mutier</i>; ich weiß dies also von der Tochter des Vaters, die nicht die Tochter der Mutter ist, und von der Tochter der Mutter, die nicht die Tochter des Vaters ist, woher dies von der Tochter der Mutter und des Vaters? Es heißt:Lev. 20,17.<i>die Scham seiner Schwester hat er entblößt</i>. 
"
Makkot 5b:12,"Es ist also nicht überlassen worden, dies durch einen Schluß zu folgern: wenn man wegen der Tochter des Vaters, die nicht die Tochter der Mutter ist, und der Tochter der Mutter, die nicht die Tochter des Vaters ist, strafbar ist, um wieviel mehr wegen der Tochter des Vaters und der Mutter. Du lernst nun, daß man nicht eine Bestrafung durch einen Schluß folgere. 
"
Makkot 5b:13,"Wir wissen dies nur von der Bestrafung, woher dies von der Verwarnung? Es heißt:Ib. 18,9.<i>die Scham deiner Schwester, der Tochter deines Vaters oder der Tochter deiner Mutter</i>; ich weiß dies also von der Tochter des Vaters, die nicht die Tochter der Mutter ist, und von der Tochter der Mutter, die nicht die Tochter des Vaters ist, woher dies von der Tochter des Vaters und der Mutter? Es heißt :Ib. V. 11.<i>die Scham der Tochter der Frau deines Vaters, die dein Vater erzeugt hat, sie ist deine Schwester</i>. 
"
Makkot 5b:14,"Es ist also nicht überlassen worden, dies durch einen Schluß zu folgern: wenn die Tochter der Mutter, die nicht die Tochter des Vaters ist, und die Tochter des Vaters, die nicht die Tochter der Mutter ist, verboten ist, um wieviel mehr die Tochter des Vaters und der Mutter. Du lernst nun, daß man nicht eine Verwarnung durch einen Schluß folgere. – 
"
Makkot 5b:15,"Woher diesDaß die überführten Falschzeugen nur dann bestraft werden, wenn auf ihre Aussage hin das Urteil bereits gefällt worden ist. von der Geißelung? Es heißt [bei beiden]Sowohl beim Morde (Num. 35,31) als auch bei der Geißelung (Dt. 25,2); diese Wortanalogie besagt, daß beide Strafarten diesbezüglich einander gleichen.<i>Schuldiger</i>. – 
"
Makkot 5b:16,"Woher dies von der Verbannung? – Es heißt [bei beide]Beim vorsätzlichen Morde (Num. 35,31) und beim fahrlässigen Totschlage (ib. V. 11).<i>Totschläger</i>.
"
Makkot 5b:17,"Es wird gelehrt: R. Jehuda b. Ṭabaj sagte: Ich soll [keinen]Im Texte fehlt das W. ‘keinen’, wohl Euphemismus.Trost sehen, wenn ich nicht einen Falschzeugen hinrichten ließ, als Kundgebung gegen die Saduzäer, welche sagen, überführte Falschzeugen werden nur dann hingerichtet, wenn [durch ihre Aussage] der Angeklagte bereits hingerichtet worden ist. 
"
Makkot 5b:18,"Da sprach Šimo͑n b. Šaṭaḥ zu ihm: Ich soll [keinen] Trost sehen, wenn du nicht unschuldiges Blut vergossen hast. Die Weisen sagten nämlich, Falschzeugen werden nur dann hingerichtet, wenn beide als solche überführt worden sind, werden nur dann gegeißelt, wenn beide als solche überführt worden sind. 
"
Makkot 5b:19,"Hierauf nahm R. Jehuda b. Ṭabaj auf sich, nur in Gegenwart des Šimo͑n b. Šaṭaḥ Rechtsfragen zu entscheiden. Während seines ganzen Lebens pflegte R. Jehuda b. Ṭabaj sich auf das Grab jenes Zeugen niederzuwerfen. Das Volk hörte dann eine Stimme und glaubte, es sei die Stimme des Hingerichteten; da sprach er zu ihnen: Es ist meine Stimme; morgen sollt ihr sehen, daß er tot ist, indem ihr seine Stimme nicht mehr hören werdet. 
"
Makkot 5b:20,"R. Aḥa, Sohn des Raba, sprach zu R. Aši: Vielleicht lud er ihn vor Gericht, oder er bat ihn um Verzeihung.
"
Makkot 5b:21,"<sup>vii</sup> Dt. 17,6.<b>A</b><i>uf die Aussage zweier Zeugen oder dreier Zeugen hin soll der Beschuldigte getötet werden</i>. W<small>ENN DAS</small> Z<small>EUGNIS DURCH ZWEI BESTÄTIGT WIRD, WOZU SPRICHT DIE</small> s<small>CHRIFT VON DREI</small>? d<small>ASS MAN ZWEI DREIEN GLEICHSTELLE</small>: W<small>IE DREI ZWEI ALS</small> F<small>ALSCHZEUGEN ÜBERFÜHREN KÖNNEN, EBENSO KÖNNEN AUCH ZWEI DREI ALS</small> F<small>ALSCHZEUGEN ÜBERFÜHREN</small>. U<small>ND WOHER, DASS AUCH HUNDERT?</small> E<small>S HEISST:</small> <i>Zeugen</i>Die Wiederholung des W.es ‘Zeugen’ im angezogenen Schriftverse ist überflüssig.. 
"
