Index Title,Berachot
Berakhot 9a:7,"Sie sprachen zu ihm wie folgt: streiten die RabbananWie Tannaím, ursprüngl. Lehrer, Mišnalehrer; spater auch Gelehrtenjünger, Schüler. In vorliegender Übersetzung entsprechend übertragen.gegen dich, und wenn ein Einzelner gegen eine Mehrheit streitet, so ist die Halakha nach der Mehrheit zu entscheiden, oder sind die Rabbanan ebenfalls deiner Ansicht und sagen nur deshalb: bis Mitternacht, um den Menschen von einer Übertretung fernzuhalten? Darauf erwiderte er ihnen: Die Rabbanan sind meiner Ansicht, und ihr seid [zu lesen] verpflichtet, und nur deshalb sagen sie: bis Mitternacht, um den Menschen von einer Übertretung fernzuhalten.
"
Berakhot 9a:8,"U<small>ND NICHT NUR DIESBEZÜGLICH SAGTEN SIE DIES, SONDERN &amp;C</small>. 
"
Berakhot 9a:9,"Ist R. Gamliél denn der Ansicht: bis Mitternacht, daß er sagt: und nicht nur diesbezüglich sagten sie dies!? – 
"
Berakhot 9a:10,"Vielmehr, R. Gamliél sprach zu seinen Söhnen, wie folgt: selbst nach den Rabbanan, die bis Mitternacht sagen, reicht das Gebot, bis die Morgenröte aufsteigt, und nur deshalb sagen sie: bis Mitternacht, um den Menschen von einer Übertretung fernzuhalten.
"
Berakhot 9a:11,"D<small>AS</small> G<small>EBOT DER</small> A<small>UFRÄUCHERUNG DES</small> F<small>ETTES</small>. 
"
Berakhot 9a:12,"Das Essen des PesaḥopfersDes Opferlammes des (cf. Ex. Kap. 12) Pesaḥ festes; Pesaḥ ist der Name des Festes sowie des Opfers.aber nennt er nicht. 
"
Berakhot 9a:13,"Ich will auf einen Widerspruch hinweisen: Das Gebot des Šema͑lesens am Abend, des Lobliedes an den Pesaḥabenden und des Essens des Pesaḥopfers, bis die Morgenröte aufsteigt!?
"
Berakhot 9a:14,"R. Joseph erwiderte: Das ist kein Einwand; das eine nach R. Elea͑zar b. A͑zarja und das andere nach R. A͑qiba. Es wird nämlich gelehrt:Ex. 12,8.<i>Sie sollen das Fleisch in dieser Nacht essen</i>. R. Elea͑zar b. A͑zarja sagte: Hier heißt es: <i>in dieser Nacht</i>, und dortIb. V. 12.heißt <i>es: ich werde in dieser Nacht durch das Land Miçrajim ziehen</i>; wie dort bis Mitternacht, so auch hier bis Mitternacht. 
"
Berakhot 9a:15,"R. A͑qiba entgegnete: Es heißt vorher:Ib. V. 11.<i>in Eile</i>, bis zur Zeit der EileDie Zeit des Auszuges aus Ägypten, am Morgen.. Wieso heißt es demnach <i>Nacht</i>!? – 
"
Berakhot 9a:16,"Man könnte glauben, es sei gleich den geheiligten [Opfern] am Tage zu essen, daher heißt es <i>Nacht</i>, es darf nur bei Nacht gegessen werden, nicht aber am Tage. – 
"
Berakhot 9a:17,"Erklärlich ist es nach R. Elea͑zar b. A͑zarja, der eine Wortanalogie<span dir=""rtl"">נזירח שוה</span> <i>Schluß aus der Gleichheitanwendet, daß die Schrift <i>in dieser</i> sagt, worauf aber deutet nach R. A͑qiba [das Wort] <i>in dieser</i>!? –
"
Berakhot 9a:18,"Dieses schließt die darauffolgende Nacht aus. Man könnte glauben, daß, da das Pesaḥopfer zu den minderheiligen gehört und das Friedensopfer ebenfalls zu den minderheiligen Opfern gehört, wie das Friedensopfer während zweier Tage und einer Nacht gegessen werden darf, auch das Pesaḥopfer statt an zwei Tagen an zwei Nächten zu essen sei, mithin während zweier Nächte und eines Tages gegessen werden dürfe, so heißt es: <i>in dieser Nacht</i>, es darf nur m dieser Nacht gegessen werden, nicht aber darf es in der folgenden Nacht gegessen werden. – 
"
Berakhot 9a:19,"Und jener!? – Es heißt bereits:Ex. 12,10.<i>Morgen</i>, somit ist kein Schriftvers zur Ausschließung der folgenden Nacht nötig. –
"
Berakhot 9a:20,"Und der andere!? – Wenn nur dies, so könnte man glauben, <i>Morgen</i> heiße bis zum zweiten Morgen. – 
"
Berakhot 9a:21,"Und jener!? – Er kann dir erwidern: Unter ‘Morgen’ ist überall der nächstfolgende Morgen zu verstehen.
"
Berakhot 9a:22,"
"
Berakhot 9a:23,"Diese Tannaím [führen denselben Streit] wie jene Tannaím. Es wird gelehrt:Dt. 16,6.<i>Dort sollst du das Pesaḥopfer schlachten, am Abend bei Sonnenuntergang, zur Zeit, wo du aus Miçrajim zogst</i>. 
"
Berakhot 9a:24,"R. Elie͑zer sagte: Am Abend sollst du es schlachten, bei Sonnenuntergang sollst du es essen, und in der Zeit, wo du aus MiçrajimDie Zeit des Auszuges aus Ägypten, am Morgen.zogst, sollst du esWas davon übrig bleibt; cf. Ex. 12,10.verbrennen. R. Jehošua͑ aber sagte: Am Abend sollst du es schlachten, bei Sonnenuntergang sollst du es zu essen beginnen, und mit dem Essen fortfahren kannst du bis zur Zeit, wo du aus Miçrajim zogst.
"
Berakhot 9a:25,"R. Abba sagte: Alle stimmen überein, daß die Jisraéliten, als sie aus Miçrajim erlöst wurden, am Abend erlöst wurden, denn es heißt:Dt. 16,1.<i>der Herr, dein Gott, hat dich nachts aus Miçrajim geführt</i>, und daß sie, als sie auszogen, am Tage auszogen, denn es heißt:Num. 3,3.<i>am Morgen nach dem Pesaḥfest zogen die Kinder Jisraél mit erhobener Hand aus</i>, 
"
Berakhot 9a:26,"und sie streiten nur über die Zeit der Eile: R. Elea͑zar b. A͑zarja ist der Ansicht, unter ‘Eile’ sei die Eile MiçrajimsBeim Tod der Erstgeborenen, um Mitternacht, eilten sie, die Jisraéliten aus dem Lande zu entfernen; cf. Ex. 12,30ff.zu verstehen,
"
Berakhot 9a:27,"und R. A͑qiba ist der Ansicht, unter ‘Eile’ sei die Eile JisraélsAm Morgen beim Auszug.zu verstehen. 
"
Berakhot 9a:28,"Desgleichen wird gelehrt: <i>Der Herr, dein Gott, hat dich nachts aus Miçrajim geführt</i>; zogen sie denn nachts aus, sie zogen ja am Tage aus, wie es heißt: <i>am Morgen nach dem Pesaḥfest zogen die Kinder Jisraél mit erhobener Hand aus</i>!? Dies lehrt vielmehr, daß die Erlösung schon am Abend begonnen hatte.
"
Berakhot 9a:29,"Ex. 11,2.<i>Rede doch in die Ohren des Volkes &amp;c</i>. In der Schule R. Jannajs wurde gesagt: ‘Doch’ ist nichts anderes als der Ausdruck einer Bitte; der Heilige, gepriesen sei er, sprach zu Moše: Ich bitte dich, geh und sprich zu den Jisraéliten: ich bitte euch, fordert von den Miçrijim Gold- und Silbergeräte,
"
Berakhot 9b:1,"damit nicht jener GerechteDer Erzvater Abraham.sage: [Die Verheißung,]Gen. 15,13.<i>man</i> <i>wird sie knechten und bedrücken</i>, hat er an ihnen erfüllt, [die Verheißung,]Gen. 15,13.<i>nachher werden sie mit großem Besitztum ausziehen</i>, hat er an ihnen nicht erfüllt. 
"
Berakhot 9b:2,"Da sprachen sieDie Jisraéliten zu Moše.zu ihm: 0, daß doch wir selbst hinauskommen könnten! Ein Gleichnis. Wenn man zu einem Menschen, der im Gefängnis eingesperrt ist, sagt: morgen wird man dich aus dem Gefängnis herausholen und dir viel Geld geben, so erwidert dieser: befreiet mich heute, und ich verlange nichts.
"
Berakhot 9b:3,"Ex. 12,36.<i>Und sie liehen ihnen</i>. Hierzu sagte R. Ami: DiesDie im Texte gebrauchte kausative Hiphilform: sie machten sie leihen.lehrt, daß sie sie wider ihren Willen zu leihen genötigt haben. Manche sagen, wider den Willen der Miçrijim, und manche sagen, wieder den Willen der Jisraéliten. 
"
Berakhot 9b:4,"Manche sagen, wider den Willen der Miçrijim, denn es heißt: Ps. 68,13.<i>und die Mitbewohnerin des Hauses teilt die Beute</i>, und manche sagen, wider den Willen der Jisraéliten wegen der LastUm ihnen den Auszug zu erschweren..
"
Berakhot 9b:5,"Ex. 12,36.<i>Und sie leerten Miçrajim</i>. Hierzu sagte R. Ami: Dies lehrt, daß sie es wie ein NetzWegen der Wortähnlichkeit des Verbums <span dir=""rtl"">נצל</span> mit <span dir=""rtl"">מצולח</span>, <i>Meerestiefemachten, das keine Getreidekörner mehr hat. Reš Laqiš sagte: Sie machten es wie eine MeerestiefeWegen der Wortähnlichkeit des Verbums <span dir=""rtl"">נצל</span> mit <span dir=""rtl"">מצולח</span>, <i>Meerestiefe, die keine Fische hat.
"
Berakhot 9b:6,"Ex. 3,14.<i>Ich werde sein, der ich sein werde</i>. Der Heilige, gepriesen sei er, sprach zu Moše: Gehe hin und sage den Jisraéliten: Ich werde mit euch in dieser Knechtschaft sein, und ich werde mit euch in der Knechtschaft der [späteren] Regierungen sein. 
"
Berakhot 9b:7,"Da sprach er vor ihm: Herr der Welt, es genügt die Not zu ihrer ZeitSie braucht nicht schon vorher angekündigt zu werden.. Der Heilige, gepriesen sei er, erwiderte: Geh und sage ihnen: ‘Ich werde sein’ hat mich zu euch geschickt.
"
Berakhot 9b:8,"iReg. 18,37.<i>Erhöre mich, o Herr, erhöre mich</i>. R. Abahu sagte: Weshalb rief Elijahu zweimal ‘erhöre mich’? Dies lehrt, daß Elijahu vor dem Heiligen, gepriesen sei er, sprach: Herr der Welt, erhöre mich, daß ein Feuer vom Himmel herabkomme und alles verzehre, was sich auf dem Altar befindet, und erhöre mich, daß du ihre [bösen] Gedanken abwendest, damit sie nicht sagen, es sei Zauberwerk. Daher heißt es: iReg. 18,37.<i>du hast ihr Herz rückwärts gewendet</i>.
"
Berakhot 9b:9,"<sup>ii</sup> <b>V</b><small>ON WANN AN LIEST MAN DAS</small> Š<small>EMA͑ AM</small> M<small>ORGEN</small>? – <small>SOBALD MAN ZWISCHEN PURPURBLAU UND WEISS UNTERSCHEIDEN KANN</small>; R. E<small>LIE͑ZER SAGT, ZWISCHEN PURPURBLAU UND LAUCHGRÜN</small>. M<small>AN BEENDE ES BIS</small> S<small>ONNENAUFGANG</small>; R. J<small>EHOŠUA͑ SAGT, BIS DREI</small> S<small>TUNDEN</small>Nach Sonnenauf gang liest man das Šema͑ am Morgen., <small>DENN</small> K<small>ÖNIGE PFLEGEN IN DER DRITTEN</small> S<small>TUNDE AUFZUSTEHEN</small>.
"
Berakhot 9b:10,"W<small>ER VON DA AB LIEST, HAT NICHTS VERLOREN, ALS WENN JEMAND IN DER</small> T<small>ORA LIEST</small>.
"
Berakhot 9b:11,"GEMARA. Was heißt: zwischen purpurblau und weiß; wollte man sagen, zwischen einem weißen (Wollbündel) und einem purpurblauen Wollbündel, so ist dies ja auch nachts zu unterscheiden!? – Vielmehr, zwischen blau und weiß, das daranWahrscheinlich ist hier, wie schon Maimonides bemerkt, der weiße, blau oder schwarz gestreifte Gebetmantel gemeint.. 
"
Berakhot 9b:12,"Es wird gelehrt: R. Meír sagt, sobald man zwischen einem Wolfe und einem Hunde unterscheiden kann; R. A͑qiba sagt, zwischen einem Esel und einem Waldesel; Andere sagen, sobald man seinen Nächsten in einer Entfernung von vier Ellen sehen und erkennen kann. 
"
Berakhot 9b:13,"R. Hona sagte: Die Halakha ist wie die Anderen. Abajja sagte: Bezüglich des Gebetes, wie die Anderen; bezüglich des Šema͑lesens, wie die Erzfrommen. R. Joḥanan sagte nämlich, die Erzfrommen pflegten es mit Sonnenaufgang zu beenden.
"
Berakhot 9b:14,"Desgleichen wird gelehrt: Die Erzfrommen pflegten es mit Sonnenaufgang zu beenden, um das Gebet an den Erlösungssegen anschließen zu können; man betet dann bei Tage. 
"
Berakhot 9b:15,"R. Zera sagte: Hierauf deutet folgender Schriftvers:Ps. 72,5.<i>sie mögen dich mit der Sonne fürchten, auch vor dem Monde, von Geschlecht zu Geschlecht</i>.
"
Berakhot 9b:16,"R. Jose b. Eljaqim bekundete im Namen der heiligen Gemeinde zu Jerušalem: Wer das Gebet an den Erlösungssegen anschließt, kommt den ganzen Tag nicht zu Schaden. – 
"
Berakhot 9b:17,"Dem ist ja nicht so; R. Zera sagte ja: Ich schließe ihn an, dennoch kam ich zu Schaden. Man erwiderte ihm: Dein Schaden bestand wohl darin, daß du eine Myrte in den königlichen Palast bringen mußtest, aber du solltest noch eine Belohnung entrichten, um das Gesicht des Königs zu schauen. R. Joḥanan sagte nämlich: Man sei stets bestrebt, den jisraélitischen Königen entgegenzueilen, und nicht nur jisraélitischen Königen, sondern auch Königen der weltlichen Völker, denn, wenn es ihm beschieden seinDas messianische Reich zu sehen.sollte, wird er zwischen den jisraélitischen Königen und den Königen der weltlichen Völker unterscheiden können.
"
Berakhot 9b:18,"R. Elea͑ sagte zu U͑la: Wenn du nach dortNach Palästina, das höher liegt als Babylonien.hinaufgehst, so grüße meinen Bruder R. Bruna in Gegenwart der ganzen Genossenschaft, denn er ist ein großer Mann und freut sich der Gebote. Eines Tages hatte er das Gebet an den Erlösungssegen angeschlossen, und den ganzen Tag wich das Lächeln nicht von seinem Munde.
"
Berakhot 9b:19,"Wieso kann man anschließen, R. Joḥanan sagte ja, daß man zu Beginn sage:Ps. 51,17.<i>Herr, öffne meine Lippen</i>, und zum Schluß:Ps. 19,15.<i>Es mögen die Worte meines Mundes zum Wohlgefallen sein</i>!? 
"
Berakhot 9b:20,"R. Elea͑zar erwiderte: DiesDie Vorschrift RJ.sgeschehe beim Abendgebet. – 
"
Berakhot 9b:21,"R. Joḥanan sagte ja aber, ein Kind der zukünftigen Welt sei derjenige, der den Erlösungssegen des Abends an das Gebet des Abends anschließt!? – 
"
Berakhot 9b:22,"Vielmehr erwiderte R. Elea͑zar, dies geschehe beim Nachmittagsgebet. 
"
Berakhot 9b:23,"R. Aši erwiderte: Du kannst auch sagen, bei allen [Gebeten], denn da dieRabbanan sie zum Gebete gefügt haben, so ist es als verlängertes Gebet zu betrachten.
"
Berakhot 9b:24,"Wie könnte man, wolltest du nicht so sagen, es abends anschließen, wo man ja [das Gebet] ‘Laß uns niederlegen’ hersagen muß!? Vielmehr, wie [das Gebet] ‘Laß uns niederlegen’ als verlängerter Erlösungssegen betrachtet wird, weil die Rabbanan es angeordnet haben, ebenso ist es hierbei, da die Rabbanan sieDie Formel ‘<i>Herr öffne meine Lippenzum Gebete gefügt haben, als verlängertes Gebet zu betrachten. –
"
Berakhot 9b:25,"Merke [die Formel:] <i>Es mögen zum Wohlwollen sein die Worte meines Mundes</i>, paßt ja zu Beginn wie zum Schluß, weshalb haben sie die Rabbanan nach dem Achtzehngebet angeordnet, sollte man sie vorher sagen!? 
"
Berakhot 9b:26,"R. Jehuda, Sohn des R. Šimo͑n b. Pazi, erwiderte; Da David sie erst nach achtzehn Abschnitten gesagt hat, so haben auch die Rabbanan sie nach dem Achtzehngebet angeordnet. –
"
Berakhot 9b:27,"Wieso achtzehn, es siud ja neunzehnDie genannte Formel ist der letzte Vers des 19. Kapitels.!? –
"
Berakhot 9b:28,"[Der Psalm] <i>Heil dem Manne</i> und [der Psalm] <i>Warum toben die Völker</i>Die zwei ersten Psalmen.sind ein Abschnitt.
"
Berakhot 9b:29,"R. Jehuda, Sohn des R. Šimo͑n b. Pazi, sagte nämlich: Hundertdrei Psalmen hatte David gesagt, doch sagte er nicht eher ‘Halelujah’, als bis er die Niederlage der Frevler gesehen, denn es heißt:Ps. 104,35.<i>Mögen die Sünder von der Erde verschwinden und die Frevler nicht mehr da sein; preise, meine Seele, den Herrn, Halelujah</i>, 
"
Berakhot 9b:30,"Es sind ja nicht hundertdrei, sondern hundertvierDer angezogene Schriftvers befindet sich im 104. Kapitel.!? Hieraus ist somit zu entnehmen, daß [der Psalm] <i>Heil dem Manne</i> und [der Psalm] <i>Warum toben die Völker</i> ein Abschnitt sind. 
"
Berakhot 9b:31,"Ebenso saste R. Šemuél b. Naḥmani im Namen R. Joḥanans: 
"
Berakhot 10a:1,"Jeden Psalm, der David besonders lieb war, begann er mit ‘Heil’ und schloß ihn mit ‘Heil’; er begann ihn mit ‘Heil’, wie es heißt: <i>Heil dem Manne</i>, und er schloß ihn mit ‘Heil’, wie es heißt:Ps. 2,12; letzter Vers des 2. Psalmes; hieraus folgt, daß beide Psalmen ein Abschnitt sind.<i>Heil allen, die in ihm Schutz suchen</i>.
"
Berakhot 10a:2,"In der Nachbarschaft des R. Meír wohnten RohlingeBarjone, ursprüngl. wohl Name einer Kriegspartei in Jerušalem (cf. Git. 56a u. meine Anm. daselbst); später übertragen Rohlinge, Strolche., die ihn sehr quälten, und R. Meír flehte wider sie, daß sie stürben. Da sprach seine Frau Berurja zu ihm: Du stützest dich wohl auf den Schriftvers:Ps.104,35.<i>mögen schwinden die Sünden</i>, aber es heißt nicht <i>Sünder</i>, sondern <i>Sünden</i>.
"
Berakhot 10a:3,"Und beachte ferner den Schluß des Verses: <i>und die Frevler werden nicht mehr da sein</i>; sind die Sünden vernichtet, so sind auch keine Frevler mehr da. Flehe vielmehr für sie um Erbarmen, daß sie Buße tun.
"
Berakhot 10a:4,"Hierauf flehte er für sie um Erbarmen, und sie taten Buße.
"
Berakhot 10a:5,"Ein Minäer sprach zu Berurja: Es heißt:Jes.54,1.<i>juble, Unfruchtbare, die nicht geboren</i>; weil sie nicht geboren, soll sie jubeln!? 
"
Berakhot 10a:6,"Sie erwiderte ihm: Tor, beachte den Schluß des Verses, denn es heißt: <i>denn zahlreicher sind die Kinder der Verlassenen als die Kinder der Vermählten, spricht der Herr</i>. 
"
Berakhot 10a:7,"[Die Worte:] <i>unfruchtbare, die nicht geboren</i>, sind also zu verstehen: Juble, Gemeinde Jisraél, die einer unfruchtbaren Frau gleicht, die nicht, wie ihr, Kinder für das Fegefeuer geboren hat.
"
Berakhot 10a:8,"Ein Minäer sprach zu R. Abahu: Es heißt:Ps. 3,1.<i>ein Loblied Davids, als er vor seinem Sohne Abšalom floh</i>, und weiter heißt es:Ps. 57,1.<i>ein Lied Davids, als er vor Šaúl in die Höhle floh</i>. Welches Ereignis geschah zuerst? Das Ereignis mit Šaúl geschah ja zuerst, somit sollte er doch dieses zuerst geschrieben haben!? 
"
Berakhot 10a:9,"Dieser erwiderte: Euch, die ihr das NebeneinanderstehenVon Schriftstellen und Gesetzen, die nicht zusammen gehören.nicht zur Forschung verwendet, ist dies unerklärlich, uns aber, die wir das Nebeneinanderstehen zur Forschung verwenden, ist dies erklärlich. 
"
Berakhot 10a:10,"R. Joḥanan sagte nämlich: Wo ist das Nebeneinanderstehen aus der Tora zu entnehmen? – es heißt:Ps. 111,8.<i>nebeneinander stehen sie für immer und ewig, gemacht zu Treue und Recht</i>, 
"
Berakhot 10a:11,"Der Abschnitt von Abšalom steht deshalb neben dem Abschnitt von GogPs. 2 wird auf die messian. Kriege von G. u. M. bezogen; cf. Anm. 293.und Magog, damit, wenn jemand dir vorhält, ob es denn einen Sklaven gäbe, der sich gegen seinen Herrn auflehnt, du ihm entgegnest, ob es denn einen Sohn gäbe, der sich gegen seinen Vater auflehnt. Wie es diesen gegeben, so wird es auch jenen geben.
"
Berakhot 10a:12,"R. Joḥanan sagte im Namen des R. Šimo͑n b. Joḥaj: Es heißt:Pr. 31,26.<i>Ihren Mund öffnet sie mit Weisheit, und die Lehre der Liebe ist auf ihrer Zunge</i>. Auf wen bezüglich sprach Šelomo diesen Vers? – Er bezog ihn auf niemand anderes, als auf seinen Vater David, der in fünf Welten geweilt, und [jedesmal] ein Lied angestimmt hat. 
"
Berakhot 10a:13,"Als er im Leibe seiner Mutter weilte, stimmte er ein Lied an, wie es heiβt:Ps. 103,1.<i>Preise, meine Seele, den Herrn, und all mein Inneres</i>Das W. ‘Inneres’ bedeutet, daß er noch im Innern war.<i>seinen heiligen Namen</i>.
"
Berakhot 10a:14,"Als er in den Weltenraum hinaustrat und die Sterne und Sternbilder betrachtete, stimmte er ein Lied an, wie es heißt:Ps. 103,20ff.<i>Preiset den Herrn, ihr Engel, Helden an Kraft, die ihr sein Werk ausführt, auf die Stimme seines Wortes zu hören. Preiset den Herrn, all seine Heerscharen &amp;c</i>.
"
Berakhot 10a:15,"Als er an den Brüsten seiner Mutter saugte und ihre Zitzen betrachtete, stimmte er ein Lied an, wie es heißt:Ib. V. 2.<i>Preise, meine Seele, den Herrn, und vergiß nicht all seine Wohltaten</i><span dir=""rtl"">גמול</span> <i>entwöhntes Kind, Säugling. – 
"
Berakhot 10a:16,"Worin bestehen diese Wohltaten? R. Abahu antwortete: Daß er [dem Weibe] die Brüste an den Ort der VernunftNeben dem Herzen, nicht wie bei anderen Säugetieren.setzte. – 
"
Berakhot 10a:17,"Weshalb? R. Jehuda erwiderte: Damit [das Kind] nicht die Schamstelle schaue. R. Mathna erwiderte: Damit es nicht aus der Stelle des Schmutzes sauge. 
"
Berakhot 10a:18,"Als er die Niederlage der Frevler sah, stimmte er ein Lied an, wie es heißt:Ps.104,35.<i>Es mögen schwinden die Sunden von der Erde und die Frevler nicht mehr da sein; preise, meine Seele, den Herrn; Halelujah</i>.
"
Berakhot 10a:19,"Als er den Tag des Sterbens betrachtete, stimmte er ein Lied an, wie es heißt:Ib. V.1.<i>Preise, meine Seele, den Herrn; o Herr, mein Gott, du bist sehr groß, mit Glanz und Herrlichkeit bekleidet</i>. – 
"
Berakhot 10a:20,"Woher, daß dies sich auf den Tag des Sterbens bezieht? Rabba b. R. Šilo erwiderte: Dies geht aus der Fortsetzung hervor, wo es heißt:Ib. V.29.<i>Verbirgst du sein Antlitz, so ersehrecken sie &amp;c</i>.
"
Berakhot 10a:21,"R. Šimi b. U͑qaba, manche sagen. Mar U͑qaba, pflegte bei R. Šimo͑n b. Pazi anwesend zu sein, der vor R. Jehošua͑ b. Levi AgadaHomiletische Auslegung der Schrift; meist mit Haggada (Mythe, Erzählung) verwechselt, sodaß beide Worte abwechselnd und willkürlich gebraucht werden, für alle Bestandteile der Talmud- u. Midrašliteratur, die nicht zur Halakha gehören.vortrug. Dieser sprach zu ihm: Was bedeutet der Schriftvers: <i>Preise, meine Seele, den Herrn, und all mein Inneres seinen heiligen Namen</i>? Jener erwiderte: Komm und sieh, wie die Handlungsweise des Heiligen, gepriesen sei er, nicht der Handlungsweise des Menschen gleicht. Ein Mensch malt eine Figur an die Wand, kann aber nicht Geist und Seele, Inneres und Eingeweide in diese bringen; nicht so aber der Heilige, gepriesen sei er: er bildet eine Figur in einer Figur, und doch bringt er in diese Geist und Seele, Inneres und Eingeweide. Dies ist es, was Ḥanna gesagt hat:iSam. 2,2.<i>Es gibt keinen Heiligen, wie der Herr, denn niemand ist außer dir; und es gibt keinen Schöpfer, wie unser Gott</i>. 
"
Berakhot 10a:22,"Was heißt: <i>es gibt keinen Schöpfer [çur] wie unser Gott</i>? – es gibt keinen Bildner [çajar] wie unser Gott. – 
"
Berakhot 10a:23,"Was bedeuten [die Worte]: <i>niemand ist außer dir</i>? R. Jehuda b. Menasja erwiderte: Man lese nicht: <i>niemand biltekha</i> [außer dir], sondern: <i>niemand lebalotheka</i>, [der dich überdauertEigentlich: ermüdet, verbraucht, morsch macht.]. Denn nicht gleicht die Eigenschaft des Heiligen, gepriesen sei er, der Eigenschaft des Menschen. Den Menschen überdauert das Werk seiner Hände, der Heilige, gepriesen sei er, überdauert seine Werke. 
"
Berakhot 10a:24,"Dieser entgegnete: Ich fragte dich folgendes: bezüglich wessen sagte David fünfmal: <i>Preise meine Seele</i>? – Er bezog sie auf niemand anders, als auf den Heiligen, gepriesen sei er, und die Seele.
"
Berakhot 10a:25,"Wie der Heilige, gepriesen sei er, die ganze Welt füllt, so füllt auch die Seele den ganzen Körper; wie der Heilige, gepriesen sei er, sieht und nicht gesehen wird, so sieht auch die Seele und wird nicht gesehen; wie der Heilige, gepriesen sei er, die gesamte Welt ernährt, so ernährt auch die Seele den ganzen Körper; wie der Heilige, gepriesen sei er, rein ist, so ist auch die Seele rein; wie der Heilige, gepriesen sei er, in den innersten Gemächern wohnt, so wohnt auch die Seele in den innersten Gemächern. Daher komme die, in der diese fünf Eigenschaften vereinigt sind, und preise den, in dem diese fünf Eigenschaften vereinigt sind.
"
Berakhot 10a:26,"R. Hamnuna sagte: Es heißt:Ecc. 1,8.<i>Wer ist dem Weisen gleich, und wer kennt die Lösung der Dinge</i>. Wer ist dem Heiligen, gepriesen sei er, gleich, der eine Lösung kannte bei den beiden Frommen, zwischen Ḥizqijahu und Ješa͑jahu [zu schlichten]. Ḥizqijahu sagte nämlich: Ješa͑jahu besuche mich, denn so finden wir es auch bei Elijahu, daß er Aḥáb besuchte, wie es heißt:iReg. 18,2.<i>und Elijahu ging hin, um vor Aḥáb zu erscheinen;</i> Ješa͑jahu aber sagte: Ḥizqijahu besuche mich, denn so finden wir es auch bei Jehoram, dem Sohne Aḥábs, daß er den Eliša͑ besuchte.
"
Berakhot 10a:27,"Was tat der Heilige, gepriesen sei er? – er brachte Züchtigungen über Ḥizqujahu und sprach zu Ješa͑jahu: Geh und besuche den Kranken. Denn es heißt:Jes. 38,1.<i>In jenen Tagen erkrankte Ḥizqijahu zum Sterben, und der Prophet Ješa͑jahu, Sohn des Amoç, kam zu ihm und sprach: So sprach der Herr der Heerscharen: Bestelle dein Haus, denn sterben wirst du und nicht leben</i>. Was heißt: <i>denn sterben wirst du und nicht leben</i>? – Siehen wirst du, in dieser Welt, und nicht leben, in der zukünftigen Welt. Er sprach zu ihm: Weshalb dies alles?
"
Berakhot 10a:28,"Jener erwiderte: Weil du nicht die Fortpflanzung gepflegt hast. Dieser sprach: Weil ich im heiligen Geist geschaut, daß mir ungeratene Kinder entstammen werden.
"
Berakhot 10a:29,"Jener entgegnete: Was gehen dich die Geheimnisse des Allbarmherzigen an? Du solltest tun, was dir geboten, und der Heilige, gepriesen sei er, mag tun, was ihm gefällt.
"
Berakhot 10a:30,"Dieser sprach: So gib mir deine Tochter, vielleicht bewirken meine und deine Verdienste zusammen, daß mir geratene Kinder entstammen. Jener erwiderte: Das Unheil ist bereits über dich verhängt worden. Da sprach er: Sohn Amoç, höre auf mit deiner Weissagung und geh. 
"
Berakhot 10a:31,"Folgendes ist mir aus dem Hause meines Ahnherrn überliefert: Selbst wenn ein scharfes Schwert schon auf dem Halse des Menschen ruht, verzweifle er an der Barmherzigkeit nicht. 
"
Berakhot 10a:32,"Auch wurde gelehrt: R. Joḥanan und R. Elie͑zer sagten beide: Selbst wenn ein scharfes Schwert schon auf dem Halse des Menschen ruht, verzweifle er an der Barmherzigkeit nicht, denn es heißt:Ij. 13.15.<i>wenn er mich auch tötet, hoffe ich dennoch auf ihn</i>. 
"
Berakhot 10b:1,"R. Ḥanan sagte: Selbst wenn der Traumengel zu einem Menschen sagt, daß er morgen sterben werde, verzweifle er nicht an der Barmherzigkeit, denn es heißt:Ecc. 5,6.<i>wo viele Träume, da Eitelkeit und viele Worte; vielmehr fürchte Gott</i>Aus Rücksicht für die Ehre Ḥizqijahus (vgl. Lebrecht, Lesarten p. 5 f.) wurde an dieser Stelle in den gedruckten Talmudausgaben die Erzählung von der Ungeratenheit der Söhne Ḥizqijahus fortgelassen; diese ist in Handschriften sowie im E͑n Jisraél erhalten: Schließlich gab er ihm seine Tochter, und es entstammten ihm Menaše und Rabšaqe. Eines Tages nahm er sie auf die Schulter und brachte sie in das Lehrhaus. Da sagte der eine: Die Glatze des Vaters ist geeignet, darauf Nüsse zu zerschlagen. Der andere sagte: Fische zu braten. Da schlug er sie zu Boden. Rabšaqe starb, Menaše starb nicht.. 
"
Berakhot 10b:2,"Hierauf:Jes. 38,2.<i>da kehrte Ḥizqijahu sein Antlitz zur Wand und betete zum Herrn</i>. – 
"
Berakhot 10b:3,"Worauf deutet [das Wort] <i>Wand</i>? R. Šimo͑n b. Laqiš erwiderte: Daß er aus den WändenAus dem Innersten.seines Herzens [betete], wie es beißt: Jer. 4,19.<i>mein Eingeweide, mein Eingeweide, ich bete aus den Wänden meines Herzens</i>. 
"
