Index Title,Sanhedrin
Sanhedrin 4a:5,"Er erwiderte ihnen: Bei einem Knaben wird eine Dauer der Unreinheit und eine der Reinheit festgesetzt, und ebenso wird bei einem Mädchen eine Dauer der Unreinheit und eine der Reinheit festgesetzt, wie nun die Dauer der Reinheit bei einem. Mädchen doppelt so lange ist wie bei einem Knaben, ebenso ist die Dauer der Unreinheit bei einem Mädchen doppelt so Iange wie bei einem Knaben. 
"
Sanhedrin 4a:6,"Als sie fort waren, ging er ihnen nach und sprach zu ihnen: Ihr habt dies nicht nötig, wir lesen <i>šebua͑jim</i> und die Lesart ist maßgebend. 
"
Sanhedrin 4a:7,"Die Schule Šammajs, denn wir haben gelernt: Die Schule Šammajs sagt, bei allen Sprengungen<sup>68</sup><i class=""footnote"">Das Blut mancher Opfer wird 4mal gesprengt, an alle vier Altar winkel, mancher 2mal, an 2 gegenüberliegende Winkel, sodaß alle 4 Wände besprengt werden, und mancher nur einmal.</i>des äußeren Altars habe man Sühne erlangt, auch wenn man nur eine Sprengung aufgetragen hat, (denn es heißt:<sup>69</sup><i class=""footnote"">Dt. 12,27.</i><i>das Blut deiner Opfer soll fortgegossen werden</i>,) beim Sündopfer aber sind zwei Sprengungen erforderlich; die Schule Hillels sagt, auch beim Sündopfer habe man mit einer Sprengung Sühne erlangt. 
"
Sanhedrin 4a:8,"Hierzu sagte R. Hona: Folgendes ist der Grund der Schule Šammajs: es heißt: <i>Hörner, Hörner, Hörner</i>, das sind also sechsmal<sup>70</sup><i class=""footnote"">Das W. <span dir=""rtl"">קרנות</span>, Hörner, Winkel, kommt im betreffenden Abschnitte (Lev. Kap. 4) dreimal vor; die Schreibweise ist einmal plene, in der Mehrzahl, 2 Winkel, und zweimal defektiv, in der Einzahl, 1 Winkel, dagegen ist die traditionelle Lesart überall in der Mehrzahl; nach der Schule Šammajs ist also die traditionelle Lesart, alle in der Mehrzahl, maßgebend.</i>, viermal als Gebot<sup>71</sup><i class=""footnote"">Da der Altar 4 Winkel hat.</i>und zweimal, daß es davon abhänge. 
"
Sanhedrin 4a:9,"Die Schule Hillels erklärt: <i>Hörner, Hörner, Hörner</i>, das sind also viermal<sup>70</sup><i class=""footnote"">Das W. <span dir=""rtl"">קרנות</span>, Hörner, Winkel, kommt im betreffenden Abschnitte (Lev. Kap. 4) dreimal vor; die Schreibweise ist einmal plene, in der Mehrzahl, 2 Winkel, und zweimal defektiv, in der Einzahl, 1 Winkel, dagegen ist die traditionelle Lesart überall in der Mehrzahl; nach der Schule Šammajs ist also die traditionelle Lesart, alle in der Mehrzahl, maßgebend.</i>, dreimal als Gebot und einmal, daß es von diesem abhänge. – 
"
Sanhedrin 4a:10,"Vielleicht alle als Gebot!? – Wir finden keine Sühne ganz ohne [Sprengung], 
"
Sanhedrin 4a:11,"R. Šimo͑n, denn es wird gelehrt: Zwei<sup>72</sup><i class=""footnote"">Der Wände der Festhütte; Cf. Suk. Fol. 6b.</i> vorschriftsmäßig und für die dritte reicht eine Handbreite; R. Šimo͑n sagt, drei müssen vorschriftsmäßig sein und für die vierte reiche eine Handbreite. Worin besteht nun ihr Streit? Die Rabbanan sind der Ansicht, die überlieferte [Schreibart] sei maßgebend, und R. Šimo͑n ist der Ansicht, die Lesart sei maßgebend. 
"
Sanhedrin 4a:12,"Die Rabbanan sind der Ansicht, die überlieferte [Schreibart] sei maßgebend: <i>in einer Hütte, in einer Hütte, in Hütten</i>, das sind also vier<sup>73</sup><i class=""footnote"">Cf. Anm. 70 mut. mut.</i>; eines ist an sich nötig, sodaß drei zurückbleiben, die dritte [Wand] aber hat die überlieferte Lehre<sup>74</sup><i class=""footnote"">Es gibt eine überlieferte Lehre, daß für die Wand der Festhütte eine Handbreite ausreiche.</i>auf eine Handbreite reduziert. 
"
Sanhedrin 4a:13,"R. Šimo͑n ist der Ansicht: <i>in Hütten, in Hütten</i><sup>75</sup><i class=""footnote"">Gelesen wird auch das defektive <span dir=""rtl"">בסכת</span> in der Mehrzahl.</i><i>, in Hütten</i>, das sind sechs; eines ist an sich nötig, sodaß vier zurückbleiben, die vierte [Wand] aber hat die überlieferte Lehre auf eine Handbreite reduziert. 
"
Sanhedrin 4a:14,"R. A͑qiba, denn es wird gelehrt: R. A͑qiba sagte: Woher, daß ein Viertellog Blut von zwei Toten durch Bezeltung verunreinigend ist? Es heißt:<sup>76</sup><i class=""footnote"">Lev. 21,11.</i><i>zu den Seelen von Toten soll er nicht eintreten</i>, zwei Seelen<sup>77</sup><i class=""footnote"">Geschrieben steht <span dir=""rtl"">נפשת</span>, in der Einzahl, gelesen wird <span dir=""rtl"">נפשות</span>, in der Mehrzahl. Mit Seele wird das Blut bezeichnet (cf. Lev. 17,11) u. das W. <span dir=""rtl"">מת</span> bezeichnet das Quantum, ohne das ein Mensch sterben muß, ein Viertellog.</i>und ein Quantum. – Und die Rabbanan!? – Die Schreibweise ist <i>Seele</i><sup>77</sup><i class=""footnote"">Geschrieben steht <span dir=""rtl"">נפשת</span>, in der Einzahl, gelesen wird <span dir=""rtl"">נפשות</span>, in der Mehrzahl. Mit Seele wird das Blut bezeichnet (cf. Lev. 17,11) u. das W. <span dir=""rtl"">מת</span> bezeichnet das Quantum, ohne das ein Mensch sterben muß, ein Viertellog.</i>. 
"
Sanhedrin 4a:15,"R. Aḥa b. Ja͑qob wandte ein: Gibt es denn jemand, der nicht der Ansicht wäre, die [überlieferte] Lesart sei maßgebend, es wird ja gelehrt:<sup>78</sup><i class=""footnote"">Ex. 23,19.</i><i>In der Milch</i><sup>79</sup><i class=""footnote"">Sc. darf kein junges Tier gekocht werden; <span dir=""rtl"">חלב</span> kann sowohl ḥalab, Milch, als auch ḥeleb, Fett, gelesen werden.</i><i>seiner Mutter</i>; man könnte glauben, im Fette, 
"
Sanhedrin 4b:1,"so ist zu erwidern: die überlieferte Lesart ist maßgebend<sup>80</sup><i class=""footnote"">Und dies wird von niemandem bestritten.</i>!? – 
"
Sanhedrin 4b:2,"Vielmehr alle sind der Ansicht, die [überlieferte] Lesart sei maßgebend, und der Streit zwischen Rabbi und den Rabbanan besteht in folgendem: Rabbi ist der Ansicht: <i>verurteilen</i>, andere<sup>81</sup><i class=""footnote"">Das W. <span dir=""rtl"">ירשיען</span> ist nach aller Ansicht pluralisch, nur sind nach einer Ansicht die in dem angezogenen Verse genannten Richter andere als die im vorigen Verse genannten, nach der anderen aber dieselben.</i> und die Rabbanan sind der Ansicht: <i>verurteilen</i>, dieselben<sup>81</sup><i class=""footnote"">Das W. <span dir=""rtl"">ירשיען</span> ist nach aller Ansicht pluralisch, nur sind nach einer Ansicht die in dem angezogenen Verse genannten Richter andere als die im vorigen Verse genannten, nach der anderen aber dieselben.</i>. 
"
Sanhedrin 4b:3,"[In der Lehre von] R. Jehuda b. Roe͑ç streiten die Rabbanan überhaupt nicht gegen ihn. 
"
Sanhedrin 4b:4,"Bezüglich der Schule Hillels wird gelehrt: <sup>82</sup><i class=""footnote"">Cf. Lev. 4,26,31,35.</i><i>Er sühne, er sühne, er sühne</i>, [dreimal,] wegen der Schlußfolgerung. 
"
Sanhedrin 4b:5,"Es ist ein Schluß zu folgern: weiter unten<sup>83</sup><i class=""footnote"">Beim Geflügel-Sündopfer; cf. Lev. 5,9.</i>wird vom Blute gesprochen und ebenso wird hier oben vom Blute gesprochen, wie man nun Sühne erlangt hat, wenn man das Blut der un ten genannten [Opfer] einmal gesprengt hat, ebenso hat man Sühne erlangt, wenn man das Blut der hiergenannten [Opfer] einmal gesprengt hat. 
"
Sanhedrin 4b:6,"Oder aber wie folgt: bei den außerhalb hergerichteten [Opfern]<sup>84</sup><i class=""footnote"">Privatopfer.</i>wird vom Blute gesprochen und bei den innerhalb hergerichteten [Opfern]<sup>85</sup><i class=""footnote"">Des Hochpriesters, oder der ganzen Gemeinde.</i>wird vom Blute gesprochen, wie es nun bei den inneren ungültig ist, wenn man eine von den Sprengungen fehlen läßt, ebenso ist es auch bei den äußeren ungültig, wenn man eine von den Sprengungen fehlen läßt. 
"
Sanhedrin 4b:7,"Man beachte aber wie sie zu vergleichen sind: man folgere hinsichtlich der äußeren [Sprengungen] von den äußeren, nicht aber folgere man hinsichtlich der äußeren von den inneren. 
"
Sanhedrin 4b:8,"Oder aber wie folgt: man vergleiche Sündopfer und vier Winkel mit Sündopfer und vier Winkeln<sup>86</sup><i class=""footnote"">Nur das Blut der Opfertiere wird an die 4 Winkel des Altars gesprengt, nicht aber das Blut der Geflügelopfer.</i>, nicht aber mit dem, was nicht an die vier Winkel [gesprengt wird]. 
"
Sanhedrin 4b:9,"Es heißt daher [dreimal] <i>er sühne, er sühne, er sühne</i>, wegen der Schlußfolgerung: <i>er sühne</i>, auch wenn er nur dreimal gesprengt hat, <i>er sühne</i>, auch wenn er nur zweimal gesprengt hat, <i>er sühne</i>, auch wenn er nur einmal gesprengt hat. 
"
Sanhedrin 4b:10,"R. Šimo͑n und die Rabbanan streiten über folgendes: R. Šimo͑n ist der Ansicht, wegen der Bedachung<sup>87</sup><i class=""footnote"">Der Festbütte; alle sind der Ansicht, die Lesart sei maßgebend, wonach nach Abzug des einen, an sich nötigen <span dir=""rtl"">בסזכות</span> von 4 ‘Festhütten’ die Rede ist, jedoch ist nach den Rabbanan die eine als Andeutung für die Bedachung nötig.</i>sei kein Schriftvers nötig, und die Rabbanan sind der Ansicht, wegen der Bedachung sei wohl ein Schriftvers nötig. 
"
Sanhedrin 4b:11,"R. A͑qiba und die Rabbanan streiten über folgendes: R. A͑qiba ist der Ansicht, unter <i>Seelen</i><sup>88</sup><i class=""footnote"">Im Schriftverse Lev. 21,11.</i>seien zwei zu verstehen, und die Rabbanan sind der Ansicht, hier werde von den Seelen allgemein<sup>89</sup><i class=""footnote"">Dh. irgend eine von den Seelen.</i>gesprochen. – 
"
Sanhedrin 4b:12,"Sind denn alle der Ansicht, die [überlieferte] Lesart sei maßgebend, es wird ja gelehrt: <i>Ṭoṭepheth</i><sup>90</sup><i class=""footnote"">Eigentl. Kopfschmuck, Tephillin; das Gebot kommt in der Schrift 3mal vor (Ex. 13,16, Dt. 6,8, ib. 11,18), 2mal wird das W. <span dir=""rtl"">טוטפות</span> defektiv in der Einzahl u. Imal plene, in der Mehrzahl geschrieben, das sind also 4, was darauf deutet, daß die Tephillinkapsel aus 4 Abteilen (<span dir=""rtl"">בתים</span>, Gehäuse) bestehen muß.</i>, <i>toiepheth</i>,<i> totaphoth</i>, das sind also vier – so R. Jišma͑él. 
"
Sanhedrin 4b:13,"R. A͑qiba sagt, dies sei nicht nötig, den ṭaṭ<sup>91</sup><i class=""footnote"">Die Etymologie der W.e <span dir=""rtl"">טט</span> u. <span dir=""rtl"">פת</span>, sowie die Ortsnamen <span dir=""rtl"">כתפי</span> (Var. <span dir=""rtl"">גדפי</span>) u. <span dir=""rtl"">אפריקי</span> (vieil. Phrygien) sind dunkel.</i>heißt in Katphe zwei und pat heißt in Afrika zwei!? – 
"
Sanhedrin 4b:14,"Vielmehr, tatsächlich besteht hierüber ein Streit, jedoch nur da, wo die Lesart von der überlieferten Schreibweise abweicht, während sie bei ḥalab und ḥeleb einander gleichen; daher ist hierbei die Lesart maßgebend. – 
"
Sanhedrin 4b:15,"Aber bei <i>sehen</i> und <i>gesehen werden</i> sie ja ebenfalls einander gleich, dennoch besteht hierüber ein Streit, denn es wird gelehrt: Johanan b. Dahabaj sagte im Namen des R. Jehuda b. Tema: Wer auf einem Auge blind ist, ist vom Erscheinen<sup>92</sup><i class=""footnote"">Im Tempel zu Jerušalem, an den 3 Festen des Jahres.</i>frei, denn es heißt ‘sehen’ und ‘gesehen<sup>93</sup><i class=""footnote"">Der Begriff ‘erscheinen’ wird in der Schrift (Ex. 23,17) durch das W. <span dir=""rtl"">יראה</span>, gesehen werden, ausgedrückt, das aber auch aktiv, soll sehen, gelesen werden kann.</i>werden’, wie das Sehen so das Erscheinen: wie sehen mit beiden Augen, so erscheinen mit beiden Augen!? – 
"
Sanhedrin 4b:16,"Vielmehr, erklärte R. Aḥa, Sohn des R. Iqa, die Schrift sagt:<sup>94</sup><i class=""footnote"">Ex. 23,19.</i><i>du sollst nicht kochen ein Zicklein &amp;c.</i>, die Tora hat es nur nach Art des Kochens verboten<sup>95</sup><i class=""footnote"">Nur in Milch, während man es in Fett nicht kochen, sondern nur braten kann.</i>.
"
Sanhedrin 4b:17,"Die Rabbanan lehrten: Geldangelegenheiten werden vor drei [Richtern verhandelt]; 
"
Sanhedrin 5a:1,"ist [der Richter] für das Publikum autorisiert, so darf er auch allein richten. R. Naḥman sprach: Ich zum Beispiel richte in Geldangelegenheiten ganz allein. Ebenso sagte auch R. Ḥija: Ich zum Beispiel richte in Geldangelegenheiten ganz allein. 
"
Sanhedrin 5a:2,"Sie<sup>96</sup><i class=""footnote"">Die Schüler im Lehrhause.</i>fragten: ‘Ich’, der ich gelernt habe, verstehe und autorisiert bin, während das Urteil eines Nichtautorisierten ungültig ist, oder ist auch das Urteil eines Nichtautorisierten gültig? – 
"
Sanhedrin 5a:3,"Komm und höre: Mar Zuṭra, Sohn des R. Naḥman, irrte sich einst bei einem Urteilsspruche; da kam er vor R. Joseph, und dieser sprach zu ihm: Haben sie sich auf dich verlassen, so bist du nicht regreßpflichtig, wenn aber nicht, so gehe und bezahle. Hieraus ist also zu entnehmen, daß das Urteil eines Nichtautorisierten gültig sei. Schließe hieraus.
"
Sanhedrin 5a:4,"Rabh sagte: Will jemand richten, ohne wenn er sich irrt, regreßpflichtig zu sein, so hole er sich Vollmacht vom Exilarchen. Ebenso sagte Šemuél, er hole sich Vollmacht vom Exilarchen. 
"
Sanhedrin 5a:5,"Selbstverständlich hier für hier<sup>97</sup><i class=""footnote"">Mit ‘hier’ wird Babylonien u. mit ‘dort’ Palästina bezeichnet.</i>oder dort für dort, denn beim hiesigen [Exilarchen] heißt es ‘Herrscherstab’<sup>98</sup><i class=""footnote"">Der Exilarch (<span dir=""rtl"">ראש גולה</span>) in Babylonien hatte weitgehendere Macht als der Fürst (<span dir=""rtl"">נשיא</span>) in Palästina; die Autorisation des Exilarchen galt also auch für Palästina.</i>, beim dortigen [Fürsten] aber ‘Gesetzgeber’, 
"
Sanhedrin 5a:6,"wie gelehrt wird:<sup>99</sup><i class=""footnote"">Gen. 49,10.</i><i>Es wird der Herrscherstab von Jehuda nicht weichen</i>, das sind die Exilarchen in Babylonien, die das Volk mit dem Stabe unterjochen; <i>noch ein Gesetzgeber von zwischen seinen Füßen</i>, das sind die Kindeskinder Hillels, die öffentlich die Tora lehren. 
"
Sanhedrin 5a:7,"Wie ist es aber, wenn dort für hier? – Komm und höre: Rabba b. Ḥana irrte sich einst bei einem Urteilsspruche; da kam er vor R. Ḥija und dieser sprach zu ihm: Haben sie sich auf dich verlassen, so bist du nicht regreßpflichtig, wenn aber nicht, so gehe und bezahle. Rabba b. Ḥana hatte ja<sup>100</sup><i class=""footnote"">Vom Fürsten in Palästina.</i>Vollmacht. Hieraus ist somit zu entnehmen, daß [die Autorisation] von dort hier nicht anerkannt wird. Schließe hieraus. – 
"
Sanhedrin 5a:8,"Etwa nicht, Rabba b. R. Hona sprach ja, wenn er mit den Leuten des Exilarchen Streit hatte, zu ihnen: Ich habe meine Autorisation nicht von euch, sondern von meinem Herrn Vater; mein Herr Vater von Rabh, Rabh von R. Ḥija und R. Ḥija von Rabbi!? – Er autorisierte sie für weltliche Angelegenheiten. – 
"
Sanhedrin 5a:9,"Wozu nahm Rabba b. Ḥana Autorisation, wenn diese wirkungslos war!? – Für Städte, die an der [palästinensischen] Grenze lagen. – 
"
Sanhedrin 5a:10,"Wie geschah seine Autorisation? – Als Rabba b. Ḥana nach Babylonien gehen<sup>101</sup><i class=""footnote"">Wörtl. hinabsteigen, weil Babylonien tiefer als Palästina lag</i>wollte, sprach R. Ḥija zu Rabbi: Mein Bruderssohn geht naeh Babyloniein; soll er rituelle Entscheidungen treffen? – Er soll dies. – Soll er richten? – Er soll dies. – Soll er Erstgeborene<sup>102</sup><i class=""footnote"">Das erstgeborene Tier muß Gott geweiht werden (cf. Ex. 13,12ff.), bekommt es ein Gebrechen, so darf es geschlachtet werden; um das Gebrecher beurteilen zu dürfen, muß man vom Exilarchen autorisiert sein.</i>erlauben? – Er soll dies. 
"
Sanhedrin 5a:11,"Als Rabh nach Babylonien gehen wollte, sprach R. Ḥija zu Rabbi: Mein Schwesterssohn geht nach Babylonien; soll er rituelle Entscheidungen treffen? – Er soll dies. – Soll er richten? – Er soll dies. – Soll er erstgeborene Tiere erlauben? – Dies soll er nicht. – 
"
Sanhedrin 5a:12,"Weshalb nannte er den einen ‘Bruderssohn’ und den anderen ‘Schwestersohn’; wolltest du sagen, so habe es sich verhalten, so sagte ja der Meister, Ajbu, Ḥana, Šila, Martha und R. Ḥija waren alle Söhne des Abba b. Sala<sup>103</sup><i class=""footnote"">So nach manchen Texten.</i>aus Kaphri<sup>104</sup><i class=""footnote"">Rabh war ein Sohn des Ajbu, Rabba ein Sohn des Ḥana.</i>!? – Rabh war ein Sohn seines Bruders und zugleich seiner Schwester<sup>105</sup><i class=""footnote"">R. Ḥija war väterlicherseits ein Bruder Ajbus, des Vaters Rabhs, der eine Stiefschwester, mütterlicherseits eine Schwester R. Ḥijas, heiratete; Rabh war somit ein Sohn des Bruders und der Schwester R. Ḥijas.</i>, während Rabba b. Ḥana ein Sohn seines Bruders, nicht aber seiner Schwester war. 
"
Sanhedrin 5a:13,"Wenn du aber willst, sage ich: 
"
Sanhedrin 5b:1,"wegen seiner Weisheit, denn es heißt:<sup>106</sup><i class=""footnote"">Pr. 7,4.</i><i>sprich zur</i> <i>Weisheit: du bist meine Schwester</i>. – 
"
Sanhedrin 5b:2,"«Soll er Erstgeborene erlauben? – Dies soll er nicht.» Aus welchem Grunde, wollte man sagen, weil er nicht weise genug war, so sagten wir ja, daß er sehr weise war!? – Weil er in den Gebrechen nicht kundig war. – 
"
Sanhedrin 5b:3,"Aber Rabh sagte ja, er habe achtzehn Monate bei einem Viehhirten verbracht, um zu lernen, welches ein bleibendes und welches ein vorübergehendes Gebrechen sei!? – Vielmehr, um Rabba b. Ḥana Ehrung zu erweisen. 
"
Sanhedrin 5b:4,"Wenn du aber willst, sage ich: eben deshalb, Rabh war in den Gebrechen sehr kundig, somit würde er Gebrechen erlaubt haben, von denen die Leute keine Kenntnis haben, und indem sie gesagt haben würden, Rabh habe so etwas erlaubt, würden sie auch vorübergehende Gebrechen erlaubt haben. – «Soll er rituelle Entscheidungen treffen? – 
"
Sanhedrin 5b:5,"Er soll dies.» Wozu brauchte er, wenn er gelernt hatte, der Autorisation!? – Wegen jenes Ereignisses. 
"
Sanhedrin 5b:6,"Es wird nämlich gelehrt: Einst ging Rabbi nach einer Ortschaft und beobachtete, daß da die Leute den Teig in Unreinheit<sup>107</sup><i class=""footnote"">Sie achteten nicht auf die levitischen Reinheitsgesetze.</i>kneteten, da sprach er zu ihnen: Weshalb knetet ihr den Teig in Unreinheit? Diese erwiderten: Ein Jünger kam hierher und lehrte uns, Sumpfwasser mache nicht verunreinigungsfähig<sup>108</sup><i class=""footnote"">Speisen werden nur dann verunreinigungsfähig, wenn sie durch eine Flüssigkeit befeuchtet wurden (cf. Lev. 11,38); Eier gelten diesbezüglich nicht als Flüssigkeit.</i>. Er lehrte es nämlich von Eiern, sie aber glaubten, er lehre es vom Sumpfwasser<sup>109</sup><i class=""footnote""><span dir=""rtl"">ביצה</span> hat eine doppelte Bedeutung: Ei, auch: Sumpf, in letzterer Bedeutung auch <span dir=""rtl"">ביצעה</span>.</i>. 
"
Sanhedrin 5b:7,"Ferner irrten sie auch durch folgende Lehre: Das Wasser des Qirmejon und des Piga sind [für das Entsündigungswasser]<sup>110</sup><i class=""footnote"">Cf. Num. Kap. 19.</i>unbrauchbar, weil sie Sumpfwasser sind. Sie folgerten, wenn [das Sumpfwasser] für das Entsündigungswasser unbrauchbar ist, sei es auch nicht verunreinigungsfähig; dem ist aber nicht so, für die Entsündigung muß es lebendiges Wasser sein, was solches nicht ist, während hierbei alles verunreinigungsfähig macht. 
"
Sanhedrin 5b:8,"Es wird gelehrt: Damals ordneten sie an, daß ein Jünger nur dann rituelle Entscheidungen treffen dürfe, wenn er Autorisation von seinem Lehrer erhalten hat.
"
Sanhedrin 5b:9,"Tanḥum, Sohn des R. Ami, kam einst nach Ḥathar und trug da vor, es sei erlaubt, am Pesaḥfeste Weizen anzufeuchten<sup>111</sup><i class=""footnote"">Wenn man ihn sofort zerstoßen will, sonst ist er als ‘Gesäuertes’ verboten.</i>. Sie sprachen zu ihm: R. Mani aus Çor ist ja hier anwesend, und es wird gelehrt, ein Schüler dürfe in der Ortschaft seines Lehrers keine Entscheidungen treffen, sondern nur in einer Entfernung von drei Parasangen, entsprechend dem Lager<sup>112</sup><i class=""footnote"">Das eine Ausdehnung von 3 Parasangen hatte; cf. Er. Fol. 59B u. Jom. Fol. 75b.</i>Jisraéls! Dieser erwiderte: Ich wußte es nicht.
"
