Index Title,Gittin
Gittin 5b:1,"DiesDie Feststellung der Gültigkeit des Scheidebriefes.erfolgt aus dem Grunde, weil der Elhemann ihn anfechten und ungültig machen könnte, und wenn der Ehemann ihn nicht anficht, wieso sollten wir ihn anfechtenUnd die bereits vollzogene Heirat annullieren.!?
"
Gittin 5b:2,"Hierüber streiten auch R. Joḥanan und R. Jehošua͑ b. Levi; einer sagt, weil sie nicht wissen, daß es auf ihren Namen erfolgen müsse, und einer sagt, weil Zeugen zur Bestätigung selten sind. 
"
Gittin 5b:3,"Es ist zu beweisen. daß R. Jehošua͑ b. Levi es ist, welcher erklärt, weil sie nicht wissen, daß es auf ihren Namen erfolgen müsse. Einst brachte R. Šimo͑n b. Abba einen Scheidebrief vor R. Jehošua͑ b. Levi und fragte ihn, ob er sagen müsse: er ist vor mir geschrieben und vor mir unterzeichnet worden, oder nicht.
"
Gittin 5b:4,"Dieser erwiderte: Du brauchst es nicht; sie sagten es nur für die früheren Generationen, die nicht wußten, daß es auf ihren Namen erfolgen müsse, nicht aber gilt dies für die späteren Generationen, die wissen, daß es auf ihren Namen erfolgen müsse. Schließe hieraus. –
"
Gittin 5b:5,"Glaubst duDaß dieser Fall so zu nehmen sei, wie er hier mitgeteilt wird., auch Rabba ist ja der Ansicht RabasUnd selbst nach diesem ist eine Bekundung der Anwesenheit erforderlich.!? Ferner sagten wir ja, man berücksichtige, es könnte wieder zu einem Verstoße kommenDie Bekundung ist erforderlich, selbst wenn sie wissen, daß der Scheidebrief auf den Namen der Geschiedenen zu schreiben sei.!? 
"
Gittin 5b:6,"Vielmehr war mit R. Šimo͑n b. Abba noch jemand anwesend, und nur wegen der Bedeutung R. Šimo͑ns wird er nicht genanntUnd wenn zwei einen Scheidebrief überbringen, so ist die Bekundung nicht nötig..
"
Gittin 5b:7,"Es wurde gelehrt: Vor wieviel [Personen] übergebe er ihn ihr? R. Joḥanan und R. Ḥanina [streiten hierüber]; einer sagt, vor zwei, und einer sagt, vor drei. 
"
Gittin 5b:8,"Es ist zu beweisen, daß R. Joḥanan es ist, der vor zwei sagt. Einst brachte Rabin b. R. Ḥisda einen Scheidebrief vor R. Joḥanan, und dieser sprach zu ihm: Geh, gib ihm ihr vor zwei [Personen] uad sprich zu ihnen: er ist vor mir geschrieben und vor mir unterzeichnet worden. Schließe hieraus. 
"
Gittin 5b:9,"Es wäre anzunehmen, daß ihr Streit in folgendem bestehe: derjenige, der vor zwei sagt, ist der Ansicht, weil sie nicht wissen, daß es auf ihren Namen erfolgenEs sind daher 2 Zeugen erforderlich, daß die bezügliche Bekundung erfolgt ist.müsse, und derjenige, der vor drei sagt, ist der Ansicht, weil Zeugen zur Bestätigung seltenDie Bestätigung von Urkunden hat vor einem aus 3 Personen bestehenden Gerichtskollegium zu erfolgen; cf. Ket. Fol. 21b.sind. – 
"
Gittin 5b:10,"Glaubst du? Wenn R. Jehošua͑ b. LeviWie beim vorangehenden Streite festgestellt worden ist.der Ansicht ist, weil sie nicht wissen. daß es auf ihren Namen erfolgen müsse, so ist ja R. Joḥanan der Ansicht, weil Zeugen zur Bestätigung selten sind, und hierbei sagt er, vor zwei!? 
"
Gittin 5b:11,"Und ferner ist ja auch Rabba der Ansicht RabasAlle stimmen überein, daß die Seltenheit von Zeugen zur Bestätigung berücksichtigt werde, somit sollten hierbei 3 Personen erforderlich sein.!? 
"
Gittin 5b:12,"Vielmehr sind alle der Ansicht, es seien Zeugen zur Bestätigung erforderlich, und ihr Streit besteht darin, ob der Überbringer Zeuge und der Zeuge Richter sein könne. Derjenige, der vor zwei sagt, ist der Ansicht, der Überbringer könne Zeuge und der Zeuge RichterDer Überbringer zählt mit, sodaß sie zusammen ein Gerichtskollegium bilden.sein, und derjenige, der vor drei sagt, ist der Ansicht, der Überbringer könne wohl Zeuge, nicht aber der Zeuge Richter sein. – 
"
Gittin 5b:13,"Wir wissen ja aber, daß bei rabbanitischen Bestimmungen der Zeuge Richter sein könne!? –
"
Gittin 5b:14,"Vielmehr, hierbei besteht ihr Streit in folgendem: einer ist der Ansicht, da eine Frau zur Überbringung eines Scheidebriefes zulässig ist, so könnte es vorkommen, daß, wenn eine Frau den Scheidebrief überbringt, man sich auf diese verlassenDh. sie als 3. Person zur Bildung eines Gerichtskolleriums mitrechnen.würde, 
"
Gittin 5b:15,"und der andere ist der Ansicht, von einer Frau weiß man es, und man verläßt sich auf sie nicht. 
"
Gittin 5b:16,"Es gibt eine Lehre übereinstimmend mit R. Johanan: Wenn jemand einen Scheidebrief aus dem Überseelande gebracht, ihn ihr übergeben und nicht gesagt hat: er ist vor mir geschrieben und vor mir unterzeichnet worden, so muß er sie entfernen und das KindAus der auf Grund eines solchen Scheidebriefes erfolgten Ehe.ist ein Hurenkind – so R. Meír. 
"
Gittin 5b:17,"Die Weisen sagen, das Kind sei kein Hurenkind. Er verfahre vielmehr wie folgt: er nehme ihn ihr ab und gebe ihn ihr wiederum vor zwei [Personen] und spreche: er ist vor mir geschrieben und vor mir unterzeichnet worden. – 
"
Gittin 5b:18,"Sollte sie denn, weil er nicht gesagt hat: er ist vor mir geschrieben und vor mir unterzeichnet worden, nach R. Meír entfernt werden und das Kind ein Hurenkind sein!? – 
"
Gittin 5b:19,"Freilich, R. Meír vertritt hierbei seine Ansicht. R. Hamnuna sagte nämlich im Namen U͑las, R. Meír sei der Ansicht, wenn jemand vom Grepräge abweicht, das die Weisen bei der Scheidung geprägt haben, sei [die Frau] zu entfernen und das Kind Hurenkind.
"
Gittin 5b:20,"Bar Hedja wollte einen Scheidebrief überbringen und kam dieserhalb zu R. Aḥi, der über Scheidungsangelegenheiten gesetzt war. Da sprach er zu ihm: Du mußt bei jedem Buchstaben zugegen sein. Als er hierauf zu R. Ami und R. Asi kam, sprachen sie zu ihm: Du brauchst dies nichtEs genügt die Anwesenheit beim Schreiben einer Zeile.. 
"
Gittin 5b:21,"Wenn du aber sagst, du willst erschwerend verfahren, so machst du frühere ScheidebriefeBei denen nicht so verfahren worden ist.suspektMan würde glauben, sie seien untauglich..
"
Gittin 5b:22,"Einst überbrachte Rabba b. Bar Ḥana einen Scheidebrief, der zur Hälfte vor ihm und zur Hälfte nicht vor ihm geschrieben worden war. Da kam er zu R. Elea͑zar, und dieser sprach zu ihm: Selbst wenn nur eine Zeile auf ihren Namen geschrieben worden ist, ist weiter nichts nötig. R. Aši sagte: 
"
Gittin 6a:1,"Selbst wenn er nur das GeräuschNach Raschi ist <span dir=""rtl"">קן</span> eine Nachahmung des Geräusches beim Schreiben: manche Codices haben <span dir=""rtl"">קל</span>, Stimme, Geräusch.der Feder oder der Pergamentrolle [gehört] hat.
"
Gittin 6a:2," Übereinstimmend mit R. Aši wird gelehrt: Wenn jemand einen Scheidebrief aus dem Überseelande gebracht hat, so ist er, selbst wenn [der Überbringer] im Erdgeschoße und der Schreiber im Söller oder er im Söller und der Schreiber im Erdgeschoße sich befunden hat, und selbst wenn er daIm Raume, in dem der Scheidebrief geschrieben worden ist.den ganzen Tag ein- und ausging, gültig. 
"
Gittin 6a:3," Wenn er im Erdgeschoße und der Schreiber im Söller sich befunden hat, sah er ihn ja nicht!? Doch wohl, wenn er das Geräusch der Feder oder der Pergamentrolle gehört hat.
"
Gittin 6a:4,"Der Meister sagte: Und selbst wenn er da den ganzen Tag ein- und ausging, gültig. Wer: wollte man sagen, der Überbringer, so ist ja [der Scheidebrief], wenn er, wie du sagst, gültig ist, falls er im Erdgeschoße und der Schreiber im Söller sich befunden hat, wo er ihn nicht sah, es um so mehr, wenn er da ein- und ausging, und wenn der Schreiber, so ist es ja selbstverständlichDurch die Unterbrechung beim Schreiben kann er ja nicht ungültig werden.!? – 
"
Gittin 6a:5,"In dem Falle, wenn [der Schreiber] auf die Straße hinausgegangen und zurückgekehrt ist; man könnte glauben, jemand anders habe ihn getroffen und dazuFür ihn einen Scheidebrief zu schreiben.beauftragt, so lehrt er uns.
"
Gittin 6a:6,"Es wurde gelehrt: Babylonien gleicht hinsichtlich der Scheidebriefe, wie Rabh sagt, dem Jisraéllande, und wie Šemuél sagt, dem Auslande. 
"
Gittin 6a:7,"Es wäre anzunehmen, daß ihr Streit in folgendem bestehe: einer ist der Ansicht, weil sie nicht wissen, daß es auf ihren Namen erfolgen müsse, und da wissen sie es wohl, und einer ist der Ansicht, weil Zeugen zur Bestätigung selten sind, und auch da sind solche selten. – 
"
Gittin 6a:8,"Glaubst du, auch Rabba ist ja der Ansicht RabasNach aller Ansicht wird die Seltenheit der Zeugen berücksichtigt.!? 
"
Gittin 6a:9,"Vielmehr sind alle der Ansicht, daß [Zeugen] zur Bestätigung erforderlich seien, nur ist Rabh der Ansicht, daß da wegen der LehrhäuserDie hin und her ziehenden Schüler halten den Verkehr aufrecht.solche häufig sind, während Šemuél der Ansicht ist, in den Lehrhäusern seien sie mit ihrem Studium beschäftigt. 
"
Gittin 6a:10,"Es wurde auch gelehrt: R. Abba sagte im Namen R. Honas: Seitdem Rabh nach Babylonien gekommen ist, betrachten wir Babylonien wie das Jisraélland hinsichtlich der Scheidebriefe.
"
Gittin 6a:11,"R. Jirmeja wandte ein: R. Jehuda sagte: Von Reqem ab nach Osten, und Reqem gehört zum Osten; von Ašqelon ab nach Süden, und Ašqelon gehört zum Süden; von A͑kko ab nach Norden, und A͑kko gehört zum Norden. Babylonien liegt ja nördlich vom Jisraéllande, wie es heißt:Jer. 1.14.<i>und der Herr sprach zu mir: von Norden her wird das Unheil ambrechen</i>!?
"
Gittin 6a:12,"Ferner haben wir gelernt, R Meír sagt, A͑kko gelte hinsichtlich der Scheidebriefe als Jisraélland, und R. Meír sagt es nur von A͑kko, das diesem nahe ist, nicht aber von Babylonien, das ihm fem ist!? Er richtete diesen Einwand, und er selbst erklärte es auch: außer BabylonienDieses Land gleicht in dieser Hinsicht dem Jisraéllande, da die Gemeinden in der Gesetzeskunde bewandert waren..
"
Gittin 6a:13,"Wie weit reicht Babylonien? R. Papa erwiderte: Der Streit hinsichtlich der LegitimitätDiesbezüglich besteht ein Streit über die Grenzgebiete Babyloniens; cf. Qid. Fol. 72a.gilt auch von den Scheidebriefen. R. Joseph erwiderte: Der Streit besteht nur hinsichtlich der Legitimität, hinsichtlich der Scheidebriefe aber stimmen alle überein, daß es bis zur zweiten Bachweide der BrückeWohl bekannte Stelle an der Grenze Babyloniens: cf. Berliner, <i>Beitr. z. Geogr. u. Ethnoqr. Babylreiche. 
"
Gittin 6a:14,"R. Ḥisda benötigte dessenDer Bekundrmg der Gegenwart beim Schreiben.[bei der Überbringung] von Ktesiphon nach Ardašir, nicht aber von Ardašir nach Ktesiphon. Demnach wäre er der Ansicht, weil sie nicht wissen, daß es auf ihren Namen erfolgen müsse, und jeneDie Einwohner von Ardašir.wissen es. – 
"
Gittin 6a:15,"Glaubst du, auch Rabba ist ja der Ansicht Rabas!? Vielmehr sind alle der Ansicht, es seien [Zeugen] zur Bestätigung erforderlich, nur gehen jeneDie Einwohner von Ardašir.zum Markte dieser, daher kennen dieseDie Einwohner von Ktesiphon, wo die Leute von Ardašir die Urkunden unterschreiben.die Unterschriften jener,
"
Gittin 6a:16," jene aber kennen die Unterschriften dieser nicht, weil sie mit ihrem Markte beschäftigtSie haben nicht soviel Muße, auf die Unterschriften zu achten.sind. 
"
Gittin 6a:17," Rabba b. Abuha benötigte dessen [bei der Überbringung] von einer Häuserreihe nach der gegenüberliegenden. R. Šešeth benötigte dessenDer Bekundrmg der Gegenwart beim Schreiben.[bei der Überbringung] aus einer NachbarschaftEin Komplex von drei Häusern.nach einer anderen. Raba benötigte dessen auch in derselben Nachbarschaft. – 
"
Gittin 6a:18," Aber Raba ist es ja selbst, welcher sagt, weil Zeugen zur Bestätigung seltenUnd dies ist ja in derselben Nachbarschaft nicht der Fall.sind!? – Anders verhält es sich bei den Einwohnern von Maḥoza, die stets umherwandernSie kannten auch nicht die Unterschriften ihrer nächsten Nachbarn..
"
Gittin 6a:19,"R. Ḥanan erzählte: Einst überbrachte R. Kahana einen Scheidebrief, ich weiß aber nicht, ob von Sura nach Nehardea͑ oder von Nehardea͑ nach Sura, und als er zu Rabh kam und ihn fragte, ob er sagen müsse: er ist vor mir geschrieben und vor mir unterzeichnet worden, oder dies nicht brauche, erwiderte er ihm: Du brauchst es nicht, 
"
Gittin 6b:1,"wenn du es aber tust, so tust du gut. – Was heißt: wenn du es tust, so tust du gut? – Wenn der Ehemann kommt und ihn anficht, so achteOhne diese Bekundung kann der Ehemann die Gültigkeit anfechten.man auf ihn nicht. 
"
Gittin 6b:2,"Es wird nämlich gelehrt: Einst brachte jemand einen Scheidebrief vor R. Jišma͑él und fragte ihn, ob er sagen müsse; er ist vor mir geschrieben und vor mir unterzeichnet worden, oder dies nicht brauche. Da sprach dieser zu ihm: Mein Sohn, woher bist du? Jener erwiderte: Meister, ich bin aus Kephar Sisaj. Da sprach er; Du mußt sagen: er ist vor mir geschrieben und vor mir unterzeichnet worden, damit [die Frau] nicht der Zeugen benötige.
"
Gittin 6b:3,"Nachdem er fortgegangen war, trat R. Elea͑j ein und sprach zu ihm: Meister. Kephar Sisaj ragt ja in das jisraélländische Gebiet hinein, es ist SepphorisDas zum Jisraéllande gehört.näher als A͑kko, und wir haben gelernt, R. Meír sagt, A͑kko gelte hinsichtlich der Scheidebriefe als Jisraélland!? Und selbst die Rabbanan streiten gegen R. Meír nur hinsichtlich A͑kko, das entfernt ist, nicht aber hinsichtlich Kephar Sisaj. das nahe ist!?
"
Gittin 6b:4,"Dieser erwiderte: Schweige, mein Sohn, schweige; da es bereits in erlaubter Weise erfolgt ist, so bleibe es dabei. – 
"
Gittin 6b:5,"Auch er sagte ja: damit [die Frau] nicht der ZeugenNur aus dem Grunde sollte die Bekundung der Gegenwart erfolgen, an sich ist dies jedoch nicht erforderlich.benötige!? – Man berichtete es ihm nicht genauRE, war die Begründung RJ.s unbekannt..
"
Gittin 6b:6,"R. Ebjathar ließ R. Ḥisda mitteilen: Wenn Scheidebriefe von dort nach hierVon Babylonien nach dem Jisraéllande.gebracht werden, so braucht [der Überbringer] nicht zu sagen: er ist vor mir geschrieben und vor mir unterzeichnet worden. Demnach ist er der Ansicht, weil sie nicht wissen, daß es auf ihren Namen erfolgen müsse, und diese wissen es. – 
"
Gittin 6b:7,"Glaubst du, auch Rabba ist ja der Ansicht Rabas!? Vielmehr sind alle der Ansicht, es seien [Zeugen] zur Bestätigung erforderlich, und da viele hinaufgehenBabylonien lag tiefer als Palästina.und herabkommen, so sind solche vorhanden. 
"
Gittin 6b:8,"R. Joseph sprach: Wer sagt uns, daß R. Ebjathar ein Mann ist, auf den man sich verlassen kann!? Ferner ließ er einst R. Jehuda mitteilen: Die Leute, die von dort nach hier kommen, ließen in Erfüllung gehen:Jo. 4.3.<i>Sie gaben einen Knaben hin für eine Hure</i>Dh. sie ließen ihre Kinder im Stiche.<i>und ein Mädchen verkauften sie um Wein und tranken</i>. Er schrieb ihm dies ohne Liniierung, 
"
Gittin 6b:9,"während R. Jiçḥaq sagte, daß man zweiWorte aus der Schrift ohne Liniierung.schreibe, drei aber nicht, und in einer Barajtha gelehrt wird, daß man drei schreibe, vier aber nicht. 
"
Gittin 6b:10,"Abajje erwiderte ihm: Kann denn jemand, der die Lehre R. Jiçḥaqs nicht kennt, kein großer Mann sein!? Von einer Sache, die vom Verständnisse abhängt, mag dies gelten, dies aber ist ja eine überlieferte Lehre, und er hat diese Lehre nicht gehört. 
"
Gittin 6b:11,"Ferner hat ja der Herr selber R. Ebjathar zugestimmt. Es heißt:Jud. 19,2.<i>und sein Kebsweib ward ihm untreu</i>. 
"
Gittin 6b:12,"R. Ebjathar sagte, er fand bei ihrIn einer von ihr zubereiteten Speise.eine Fliege; R. Jonathan sagte, er fand bei ihr ein Haar. Als einst R. Ebjathar Elijahu traf und ihn fragte, womit der Heilige, gepriesen sei er, sich befasse, erwiderte dieser: Mit dem [Ereignisse vom] Kebsweibe zu Gibea͑Über die sie stritten.. – Was sagt er hierzu? – Mein Sohn Ebjathar sagt so, und mein Sohn Jonathan sagt so. 
"
Gittin 6b:13,"Jener sprach: Gibt es denn, behüte und bewahre, beim Himmlischen einen Zweifel? Dieser erwiderte: Diese und jene sind Worte des lebendigen Grottes; er fand eine Fliege, und nahm es nicht genau, später fand er ein Haar und nahm es genau. 
"
Gittin 6b:14,"R. Jehuda sagte: Eine Fliege in der Speise und ein Haar an der bewußtenEs war bei den Frauen Brauch, die Haare an der Scham zu entfernen, damit das männl. Glied nicht verletzt werde.Stelle. Eine Fliege ist ekelhaft und ein Haar ist gefährdend. Manche sagen, beide in der Speise; eine Fliege istDa eine solche von selbst hineingeflogen sein kann. ein Zwangsfall, ein Haar ist eine Fahrlässigkeit.
"
Gittin 6b:15,"R. Ḥisda sagte: Nie lasse man übermäßige Strenge in seinem Hause walten, denn dadurch, daß der Ehemann des Kebsweibes zu Gibea͑ über sie übermäßige Strenge walten ließ, fielen viele Myriaden von Jisraél.
"
Gittin 6b:16,"R. Jehuda sagte im Namen Rabhs: Wer übermäßige Strenge in seinem Hause walten läßt, verfällt endlich in drei Sünden: Unzucht, Blutvergießen und Entweihung des ŠabbathsNach einer rabbinischen Überlieferung soll das Ereignis mit dem Kebsweibe zu Gibea͑ an einem Šabbath erfolgt sein..
"
Gittin 6b:17,"Rabba b. Bar Ḥana sagte: Die Rabbanan sagten, daß man am Vorabend des Šabbaths, bei Einbruch der Dunkelheit, drei Dinge sagenDh, seine Hausleute daran erinnern. müsse: Habt ihr den ZehntenVon den Früchten. die man am Šabbath zu essen beabsichtigt, da dies nach Einbruch der Dunkelheit verboten ist.entrichtet? Habt ihr einen E͑rubUm am Šabbath aus einem Gebiete nach einem anderen tragen zu dürfen.gemacht? Zündet die Lichter an. 
"
Gittin 7a:1,"Man sage es aber freundlich, damit man auf ihn höre. R. Aši sagte; Ich hatte das, was Rabba b. Bar Ḥana gesagt hat, nicht gehört, tat dies aber aus eigenem Antrieb.
"
