Index Title,Kiddushin
Kiddushin 5a:5,"Der Inhalt der einen Urkunde ist ein anderer als der der anderen Urkunde. – Auch beim Gelde ist ja das eine anders als das andereDas eine gibt er ihr zur Antrauung, das andere dagegen zur Scheidung.!? – Immerhin ist es die gleiche MünzeVon gleichem Charakter, während bei der Urkunde nicht das Papier, sondern der Inhalt maßgebend ist..
"
Kiddushin 5a:6,"Raba erwiderte: Die Schrift sagt:Dt. 24,1.<i>er schreibe ihr,</i> sie wird nur durch ein Schriftstück geschieden, nicht aber wird sie durch Geld geschieden. – Vielleicht aber : sie wird nur durch ein Schriftstück geschieden, nicht aber wird sie durch ein Schriftstück angetraut!? – Es heißt ja: <i>sie gehe fort und sei,</i> und es gleicht &amp;c.Die Antrauung der Scheidung; auch die erstere kann durch ein Schriftstück erfolgen.–
"
Kiddushin 5a:7,"Was veranlaßt dich dazuZur ersteren Auslegung.!? – Es ist einleuchtend, daß, wenn er von der Scheidung spricht, er die Scheidung ausschließt, aber sollte er denn, wenn er von der Scheidung spricht, die Antrauung ausschließen!? –
"
Kiddushin 5a:8,"Woher entnimmt R. Jose der Galiläer, der diesen Schriftvers für eine andere AuslegungCf. infra Fol. 21b.verwendet, daß sie nicht durch Geld geschieden werden könne!? – Die Schrift sagt: <i>Brief der Trennung,</i> der Brief trennt sie, nicht aber trennt sie etwas anderes. –
"
Kiddushin 5a:9,"Wofür verwenden die Rabbanan [das Wort] <i>Trennung</i>? – Daß es eine Sache sein müsse, die zwischen ihm und ihr [vollständig]Der Scheidebrief darf nicht verklauselt sein.trennt.
"
Kiddushin 5a:10,"Es wird nämlich gelehrt: [Sagte er:] da hast du deinen Scheidebrief mit der Bedingung, daß du niemals Wein trinkest, oder: mit der Bedingung, daß du niemals in das Haus deines Vaters gehst, so ist diesDa die Bedingung erst mit ihrem Tode erfüllt werden kann.keine Trennung, wenn aber: dreißig Tage, so ist dies eine TrennungDie Scheidung ist so fort gültig.. –
"
Kiddushin 5a:11,"Und R. Jose der Galiläer !? – Er entnimmt dies aus [dem Worte] <i>Trennung</i>Vgl. S. 245 Anm. 185.. – Und die Rabbanan!? – Ihnen leuchtet die Auslegung aus [dem Worte] <i>Trennung</i> nicht ein.
"
Kiddushin 5a:12,"Wenn auch eines von einem nicht zu folgernWegen der oben angeführten Widerlegungen.ist, so sollte doch eines von zweien gefolgert werden !? – Welches sollte gefolgert werden: wenn der Allbarmherzige es von der Urkunde nicht geschrieben hätte und man bezüglich dieser von jenen folgern wollte, so wäre zu erwidern: wohl durch jene, weil sie einen bedeutenden GenußSowohl vom Beischlafe als auch vom Gelde hat sie etwas, nicht aber von der Urkunde.gewähren.
"
Kiddushin 5a:13,"Wenn der Allbarmherzige es vom Beischlafe nicht geschrieben hätte und man bezüglich dessen von jenen folgern wollte, so wäre zu erwidern: wohl durch jene, weil die Erwerbung durch sie eine vielfacheDurch sie werden auch andere Sachen erworben.ist.
"
Kiddushin 5a:14,"Und wenn der Allbarmherzige es vom Gelde nicht geschrieben hätte und man bezüglich dessen von jenen folgern wollte, so wäre zu erwidern:
"
Kiddushin 5a:15,"wohl durch jene, da sie auch gegenwilligDie Eheschwägerin gilt als Frau ihres Schwagers, auch wenn er an ihr den Beischlaf gegen ihren Willen vollzogen hat, u. ebenso wird eine Frau durch Urkunde auch gegen ihren Willen geschieden.zur Anwendung kommen. Wolltest du entgegnen, auch das Geld komme gegenwillig zur Anwendung, bei der hebräisch enDie der Vater gegen ihren Willen verkaufen kann.Magd, so ist dies immerhin beim Ehegesetze nicht der Fall.
"
Kiddushin 5a:16,"R. Hona sagte: [Durch einen Schluß] vom Leichteren auf das Schwerere ist zu folgern, daß durch das BrautgemachVgl. Anm. 42.eine AneignungDh. eine gültige Antrauung.erfolge: wenn durch das Geld, das nicht zum Essen von HebeDie einem Priester Angetraute darf erst dann Hebe essen, wenn sie mit ihm im Hochzeitsgemache war.berechtigt, eine Aneignung erfolgt, um wieviel mehr erfolgt eine Aneignung durch das Brautgemach, das zum Essen von Hebe berechtigt. –
"
Kiddushin 5a:17,"Berechtigt denn das Geld nicht zum Essen von Hebe, U͑la sagte ja, daß nach der Tora eine verlobte JisraélitinDie mit einem Priester verlobt ist.Hebe essen dürfe, denn es heißt :Lev. 22,11.<i>wenn ein Priester eine Seele erwirbt, für sein Geld gekauft,</i> und diese ist für sein Geld gekauft,
"
Kiddushin 5a:18,"nur sagten sie deshalb, daß sie nicht essen dürfe, weil berücksichtigt wird, man könnte ihr im Hause ihres Vaters einen BecherMit Wein von Hebe.einschenken und sie ihn ihrem Bruder oder ihrer Schwester zu trinken geben!? –
"
Kiddushin 5a:19,"Vielmehr, man folgere wie folgt: wenn durch das Geld, durch das keine VollendungDer Antrauung; cf. supra Fol. 4a.erfolgt, eine Aneignung erfolgt,
"
Kiddushin 5b:1,"um wieviel mehr erfolgt eine Aneignung durch das Brautgemach, durch das eine Vollendung erfolgt. [Erwidert man:] wohl gilt dies vom Gelde, durch das Geheiligtes und der zweite Zehnt ausgelöst wird, so beweist der Beischlaf
"
Kiddushin 5b:2,"[das Entgegengesetzte; erwidert man:] wohl gilt dies vom Beischlafe, durch den die Aneignung der Eheschwägerin erfolgt, so beweist das Geld [das Entgegengesetzte]. Die Replikation wiederholt sich nun: die Eigenheit des einen gleicht nicht der Eigenheit des anderen und die Eigenheit des anderen gleicht nicht der Eigenheit des einen; das Gemeinsame bei ihnen ist, daß durch sie anderweitig eine Aneignung erfolgt, und auch hierbei erfolgt durch sie eine Aneignung, somit ist auch das Brautgemach einzuschließen, denn durch dieses erfolgt anderweitig eine Aneignung, und auch hierbei hat durch dieses eine Aneignung zu erfolgen.
"
Kiddushin 5b:3,"[Erwidert man:] das Gemeinsame bei ihnen ist, daß sie einen bedeutenden Genuß gewähren, so beweist die Urkunde [das Entgegengesetzte; erwidert man:] wohl gilt dies von der Urkunde, durch die eine Jisraélitin geschieden wird, so beweisen Geld und Beischlaf [das Entgegengesetzte].
"
Kiddushin 5b:4,"Die Replikation wiederholt sich nun: die Eigenheit des einen gleicht nicht der Eigenheit des anderen und die Eigenheit des anderen gleicht nicht der Eigenheit des einen; das Gemeinsame bei ihnen ist, daß durch sie anderweitig eine Aneignung erfolgt, und auch hierbei erfolgt durch sie eine Aneignung, somit ist auch das Brautgemach einzuschließen, denn durch dieses erfolgt anderweitig eine Aneignung, und auch hierbei hat durch dieses eine Aneignung zu erfolgen. –
"
Kiddushin 5b:5,"Aber das Gemeinsame bei ihnen ist ja, daß sie auch gegenwillig zur AnwendungVgl. Anm. 111; auch durch Geld erfolgt die Erwerbung gegenwillig, beim Verkaufe einer minderjährigen Tochter.kommen!? – Und R. Hona!? – Immerhin finden wir nicht, daß es bei der Ehelichung durch Geld gegenwillig erfolgen könne.
"
Kiddushin 5b:6,"Raba sprach: DagegenGegen die Lehre RH.s.sind zwei Einwände zu erheben: erstens haben wir von drei [Arten] und nicht von vier [Arten] gelernt,
"
Kiddushin 5b:7,"und zweitens erfolgt ja die Vollendung durch das Brautgemach nur infolge der Antrauung, wieso sollte nun hinsichtlich des Brautgemaches ohne Antrauung vom Brautgemache infolge der Antrauung zu folgern sein!?
"
Kiddushin 5b:8,"Abajje erwiderte ihm: Gegen deinen Einwand, wir haben es nur von drei und nicht von vier [Arten] gelernt, [ist zu erwidern,] der Autor nenne nur Arten, die ausdrücklich geschrieben sind, nicht aber Arten, die nicht ausdrücklich geschrieben sind;
"
Kiddushin 5b:9,"und gegen deinen Einwand, die Vollendung durch das Brautgemach erfolge nur infolge der Antrauung, [ist zu erwidern,] dies eben sage R. Hona: wenn durch das Geld, durch das nach dem GeldeWenn er ihr wiederum einen Geldbetrag zur Antrauung gibt.keine Vollendung erfolgt, eine Aneignung erfolgt, um wieviel mehr erfolgt sie durch das Brautgemach, durch das nach dem Gelde eine Vollendung erfolgt.
"
Kiddushin 5b:10,"Die Rabbanan lehrten: Wieso durch Geld? Wenn er ihr Geld oder eine Wertsache gegeben und zu ihr gesagt hat: sei mir angetraut, sei mir angelobt, sei meine Frau, so ist sie ihm angetraut; wenn aber sie es ihm, gegeben und zu ihm gesagt hat: ich bin dir angetraut, ich bin dir angelobt, ich bin deine Frau, so ist sie ihm nicht angetraut.
"
Kiddushin 5b:11,"R. Papa wandte ein: Nur wenn er gegeben und er gesagt hat, wenn aber er gegeben und sie gesagt hat, so ist sie ihm nicht angetraut; wie ist nun der Schlußsatz zu erklären: wenn aber sie es ihm gegeben und zu ihm gesagt hat, so ist die Antrauung ungültig; nur wenn sie gegeben und sie gesagt hat, wenn aber er gegeben und sie gesagt hat, so ist die Antrauung gültig!? –
"
Kiddushin 5b:12,"Der Anfangsatz ist entscheidend, den Schlußsatz aber lehrt er unnötig. – Er lehrt also im Schlußsatze, was dem Anfangsatze widerspricht!? –
"
Kiddushin 5b:13,"Vielmehr, er meint es wie folgt: wenn er gegeben und er gesagt hat, so ist die Antrauung selbstverständlich gültig, wenn aber er gegeben und sie gesagt hat, so ist es ebenso, als würde sie gegeben und sie gesagt haben, und die Antrauung ist ungültig. Wenn du aber willst, sage ich: wenn er gegeben und er gesagt hat, so ist sie ihm angetraut, wenn sie gegeben und sie gesagt hat, so ist sie ihm nicht angetraut, und wenn er gegeben und sie gesagt hat, so ist [die Trauung] zweifelhaft, und rabbanitisch zu berücksichtigenSie benötigt der Scheidung..
"
Kiddushin 5b:14,"Šemuél sagte: Wenn er ihr Geld oder eine Wertsache zur Antrauung gegeben und zu ihr gesagt hat: sei angetraut, sei angelobt, sei [meine] Frau, so ist sie ihmObgleich er nicht ausdrücklich gesagt hat, daß sie ihm angetraut sein solle.angetraut; wenn aber: ich bin dein Mann, ich bin dein Herr, ich bin dein Verlobter, so ist hierbei nichtsDie Trauung ist ganz u. gar ungültig, da der Mann die Frau zu nehmen, nicht aber sich von ihr nehmen zu lassen hat.zu berücksichtigen.
"
Kiddushin 5b:15,"Dasselbe gilt auch von der Scheidung. Wenn er ihr [den Scheidebrief] gegeben und zu ihr gesagt hat: sei fortgeschicktDiesen Ausdruck gebraucht die Schrift (Dt. 24,1) von der Scheidung., sei geschieden, sei jedermann erlaubt, so ist sie geschieden; wenn aber: ich bin nicht dein Gatte, ich bin nicht dein Mann, ich bin nicht dein Angetrauter, so ist hierbei nichtsDie Scheidung ist vollständig ungültig.zu berücksichtigen.
"
Kiddushin 5b:16,"R. Papa sprach zu Abajje: Demnach wäre Šemuél der Ansicht, Ansätze, die nichts beweisenAnfänge eines Satzes, aus denen der Sinn nicht deutlich hervorgeht., gelten als AnsätzeWenn er sagt: sei angetraut, so ist sie ihm angetraut, obgleich er nicht ‘mir’ gesagt hat.,
"
Kiddushin 5b:17,"dagegen haben wir gelernt, wenn jemand gesagt hat: ich will sein, sei er Nazir, und auf unseren Einwand, er habe vielleicht gesagt, er wolle im FastenIm Hebräischen mit ‘sei’ konstruiert.verweilen, erklärte Šemuél, wenn ein NazirAuf den er Bezug nahm; er wollte sagen: ich will wie dieser sein.an ihm vorüberging; nur wenn ein Nazir an ihm vorüberging, sonst aber nichtWenn aus dem Formelansatz nicht klar hervorgeht, daß er Nazir sein wollte, so ist er nicht Nazir.!? –
"
Kiddushin 5b:18,"Hier wird von dem Falle gesprochen, wenn er ‘mir’ gesagt hat. – Was lehrt er uns demnach damit!? –
"
Kiddushin 6a:1,"Er lehrt uns die [Ungültigkeit der] letzteren Formeln; bezüglich der einenDer Antrauung bezw. der Scheidung.heißt es: <i>wenn jemand nimmt,</i> nicht aber, wenn er sich nehmen läßt, und bezüglich der anderenDer Antrauung bezw. der Scheidung.heißt es: <i>er schicke sie fort,</i> nicht aber, wenn er sich fortschicken läßt.
"
Kiddushin 6a:2,"Die Rabbanan lehrten : [Sagte er :] sei meine Frau, sei meine Verlobte, sei mir angeeignet, so ist sie ihm angetraut; [sagte er:] sei mein, sei in meinem Besitze, gehöre mir, so ist sie ihm angetraut. – Sollte er es doch summarischAlle 6 Formeln zusammen.lehren!? – Der Autor hörte dies von je drei [Formeln], und er lehrt sie so.
"
Kiddushin 6a:3,"Sie fragten: Wie ist es, [wenn er gesagt hat: sei] mit mirDie hier folgenden Ausdrücke werden in der Schrift von der Angliederung der Frau an den Mann gebraucht: vereint, Gen. 2,24; bestimmt, Ex. 21,8; Hilfe, Gen. 2,18; aufgenommen, iSam. 21,6 (nach den Übersetzungen hat das W. <span dir=""rtl"">עצר</span> an dieser Stelle die Bedeutung versagt, vgl. jed. Tos. sv. <span dir=""rtl"">עצור תי</span>); Gegenstück, Gen. 2,18; Rippe (od. Seitenstück), Gen. 2,21; Angeschlossene (od. Verschluß), Gen. 2,21; Ergänzung (eigentl. an meiner Stelle), Gen. 2,21; Ergriffene, Dt. 22,28; Genommene Dt. 24,1.vereint, sei mir bestimmt, sei meine Hilfe, sei meine Aufgenommene, sei mein Gegenstück, sei meine Rippe, sei meine Angeschlossene, sei meine Ergänzung, sei meine Ergriffene, sei meine Genommene? –
"
Kiddushin 6a:4,"Hinsichtlich des einen ist aus folgender Lehre zu entscheiden: Wenn jemand ‘meine Genommene’ gesagt hat, so ist sie ihm angetraut, denn es heißt: <i>wenn jemand eine Frau nimmt.</i>
"
Kiddushin 6a:5,"Sie fragten: Wie ist es, [wenn er gesagt hat:] meine Vergebene? – Komm und höre, es wird gelehrt: Wenn jemand ‘meine Vergebene’ gesagt hat, so ist sie ihm angetraut, denn in Judäa nennt man die Verlobte ‘Vergebene’. – Ist Judäa denn die Mehrheit der Welt? –
"
Kiddushin 6a:6,"Er meint es wie folgt: wenn jemand ‘meine Vergebene’ sagt, so ist sie ihm angetraut, denn es heißt :Lev. 19,20.<i>und sie eine Sklavin ist, die einem Manne vergeben ist;</i> ferner nennt man in Judäa die Verlobte ‘Vergebene’. – Ist denn der Beweis von Judäa als Stütze für den Schriftvers nötig!? – Vielmehr, er meint es wie folgt: wenn jemand in Judäa ‘Vergebene’ sagt, so ist sie ihm angetraut, denn in Judäa nennt man die Verlobte Vergebene. –
"
Kiddushin 6a:7,"Von welchem Falle wird hier gesprochen: hat er mit ihr über die Angelegenheit ihrer Scheidung oder ihrer Antrauung nicht gesprochen, so wußte sie ja nicht, was er ihr gesagtWenn er die oben genannten Ausdrücke gebraucht hat, selbst wenn sie gesetzlich als Antrauungsformeln gelten sollten.hat, und hat er mit ihr über die Angelegenheit ihrer Scheidung oder ihrer Antrauung gesprochen, so gilt diesDaß die Scheidung bezw. die Antrauunggültig ist.ja auch von dem Falle, wenn er nichts zu ihr gesagt hat!?
"
Kiddushin 6a:8,"Wir haben nämlich gelernt: Wenn jemand mit einer Frau über die Angelegenheit ihrer Scheidung oder ihrer Antrauung spricht und ihr ihren Scbeidebrief oder ihre Antrauungsurkunde ohne Erklärung gibt, so ist dies, wie R. Jose sagt, genügend; R. Jehuda sagt, er müsse esDaß er sie ihr zum Zwecke der Scheidung bezw. Antrauung gebe.ihr erklären. Hierzu sagte R. Hona im Namen Šemuéls, die Halakha sei wie R. Jose. –
"
Kiddushin 6a:9,"Ich will dir sagen, tatsächlich, wenn er mit ihr über die Angelegenheit ihrer Scheidung oder ihrer Antrauung gesprochen hat; wenn er ihr schweigend gegeben hat, ist demDaß er sie ihr zum Zwecke der Scheidung bezw. Antrauung gebe.auch so, hier aber wird von dem Falle gesprochen, wenn er ihr gegeben und jene Ausdrücke gebraucht hat.
"
Kiddushin 6a:10,"Er fragt folgendes: sind es Ausdrücke der Antrauung, oder wollte er sieDa er einen bei der Antrauung nicht üblichen Ausdruck gebraucht hat.nur zur Arbeit haben? – Dies bleibt unentschieden.
"
Kiddushin 6a:11,"Der Text. Wenn jemand mit einer Frau über die Angelegenheit ihrer Scheidung oder ihrer Antrauung spricht und ihr ihren Scheidebrief oder ihre Antrauungsurkunde ohne Erklärung gibt, so ist dies, wie R. Jose sagt, genügend; R. Jehuda sagt, er müsse es ihr erklären. R. Jehuda sagte im Namen Šemuéls: DiesDaß nach R. Jose eine Erklärung nicht nötig sei.nur, wenn sie sich mit dieser Angelegenheit befaßt haben.
"
Kiddushin 6a:12,"Ebenso sagte auch R. Elea͑zar im Namen R. Oša͑jas: Dies nur, wenn sie sich damit befaßt haben. Hierüber streiten auch Tannaím: Rabbi sagt, nur, wenn sie sich mit dieser Angelegenheit befaßt haben; R. Elea͑zar b. Šimo͑n sagt, auch wenn sie sich nicht mit dieser Angelegenheit befaßt haben.
"
Kiddushin 6a:13,"Woher wußte sie, wenn sie sich mit dieser Angelegenheit nicht befaßt haben, was er ihr sagte!? Abajje erwiderte: Von Angelegenheit zu Angelegenheit, diese AngelegenheitWenn sie zwar nicht darüber gesprochen haben, jed. über Angelegenheiten, die dies betreffen.betreffend.
"
Kiddushin 6a:14,"R. Hona sagte im Namen Šemuéls: Die Halakha ist wie R. Jose. R. Jemar sprach zu R. Aši: R. Jehuda sagte im Namen Šemuéls, wer in den Vorschriften über Scheidung und Antrauung nicht kundig ist, befasse sich damit nicht; gilt dies auch von dem, der die Lehre R. Honas im Namen Šemuéls nicht gehört hat? Dieser erwiderte: Freilich, dem ist auch so.
"
Kiddushin 6a:15,"«Dasselbe gilt auch von der Scheidung. Wenn er ihr ihren Scheidebrief gegeben und zu ihr gesagt hat: sei fortgeschickt, sei geschieden, sei jedermann erlaubt, so ist sie geschieden.» Klar ist es, daß, wenn jemand seiner Frau ihren Scheidebrief gegeben und zu ihr gesagt hat: sei nun eine Freie,
"
Kiddushin 6b:1,"er nichts gesagtDies ist die Formel des Freilassungsbriefes u. nicht des Scheidebriefes.habe, wenn er zu seiner Sklavin gesagt hat; sei nun jedermann erlaubt, er nichts gesagt habe;
"
Kiddushin 6b:2,"wie ist es aber, wenn er zu seiner Frau gesagt hat: du gehörst dir nun selber; sagen wir, er habe es nur inbetreff der Arbeitsleistung gemeint, oder aber, er habe es vollständigDaß sie sich selber angehöre u. von ihm geschieden sei.gemeint?
"
Kiddushin 6b:3,"Rabina sprach zu R. Aši: Komm und höre, wir haben gelernt: Der wesentliche Text des Freilassungsbriefes ist: du bist nun ein Freier, du gehörst nun dir selber. Wenn nun ein kenaa͑nitischer Sklave, dessen Person sein Eigentum ist, seine Person erwirbt, wenn er zu ihm sagt : du gehörst nun dir seiner, um wieviel mehr die Ehefrau, deren Person nicht sein Eigentum ist.
"
Kiddushin 6b:4,"Rabina fragte R. Aši: Wie ist es, wenn er zu seinem Sklaven gesagt hat: ich habe nichts mehr mit dir zu tun; sagen wir, er meinte, er habe überhaupt nichts mehr mit ihm zu tun, oder aber, er habe es nur hinsichtlich der Arbeit gemeint?
"
Kiddushin 6b:5,"R. Naḥman sprach zu R. Aši, und manche sagen, R. Ḥanin aus Meḥoza zu R. Aši: Komm und höre, es wird gelehrt: Wenn jemand seinen Sklaven an einen Nichtjuden verkauft hat, so wird er freiDa es verboten ist, seinen Sklaven an einen Nichtjuden zu verkaufen.und benötigt eines Freilassungsbriefes von seinem ersten Herrn.
"
