1:1	אמרו רז״ל. אבות פ״ד מי״ג, ועי׳ חזית פ׳ טוב שם משמן טוב,
2:68	הוא כלב בן יפונה. מגילה שם וי״ר פ״א, ופדר״א פמ״ח, ובתרגום ד״ה שם. ועיין בדברי רבינו לעיל פסוק ה׳.
2:69	משוי היה ראוי לומר. ז״ל הראב״ע שם משה מתורגם מלשון מצרים בלשון הקדש, ושמו בלשון מצרים היה מוניוס, וכן כתוב בספר עבודת האדמה הנעתק מלשון מצרים אל לשון קדרים, גם ככה בספרי חכמי יון, אולי למדה בת פרעה לשונינו או שאלה, ואל תתמה בעבור שאיננו משוי, כי השמות אינם נשמרים כמו הפעלים עכ״ל.
2:70	ארז״ל. עיין מגילה ט״ו ע״ב במתניתא תנא העמידו על ששים וכן אתה מוצא באמתה של בת פרעה. ובעין יעקב מובא זה בשם רב חסדא. וראיתי ברבינו בחיי שמות הביא וז״ל ותשלח את אמתה דרשו רז״ל רבי יהודה ורבי נחמיא חד אמר ידה וחד אמר שפחתה מאן דאמר ידה ששים אמה נשתרבבה אמתה של בת פרעה ע״כ. ובגמרא סוטה דף י״ב ע״ב אשר נשנה שם המאמר מר׳ יהודה ור׳ נחמיא לא נמצא הסיום הזה ששים אמה נשתרבבה אמתה של בת פרעה.
2:71	וראיה לדבר כו׳ נו״ן וה״א ה״א הרי ששים. גם רבינו בחיי הביא שם וז״ל ויש בזה רמז בכתוב שאמרה בת פרעה כי מן המים משיתיהו יתיר הנו״ן ושתי ההי״ן כי היה הכתוב יכול לומר כי ממים משיתיו עכ״ל. ושאב זאת מדברי רבינו או שניהם שאבו ממקור אחד בספרי הגאונים. והמהרש״א בת״א מגילה פ״א אות כ״ד כתב דמרישא דהאי קרא ותרד בת פרעה וגו׳ ותשלח וגו׳ יש ששים אותיות.
2:72	הלל אומר. אבות פ״ב מ״ד.
2:73	שלא יהא אדם רואה. עיין תענית י״א ע״א.
2:74	ד״א ויפן כה ראה כת מלאכי השרת כו׳ בוי״ר פל״ב רבנן אמרי ראה שאין תוחלת עתידה לעמוד ממנו ולא מבניו ולא מבני בניו עד סוף כל הדורות. ובילקוט רמז קס״ז מובא בשם מדריש אבכי״ר ויפן כה וכה וירא כי אין איש ראה שאין גר וצדיק עומד ממנו, ד״א למלאכים המקיפין אותו שאל אם ראוי להורגו דכתיב זה אומר בכה וזה אומר בכה ע״כ. וגם רש״י עה״ת הביא וירא כי אין איש עתיד לצאת ממנו שיתגייר וכן ביב״ע על התורה והא לא קאים מן ההוא מצראי גבר גיור.
2:75	מיד הכהו. בכ״י פלארענץ הגי׳ מיד הכהו הוי אומר בשם, ד״א על מה הכהו שהיה נוגש כו׳.
2:76	שהיה נוגש כו׳ בא אל בית ישראל. תנחומא שמות, שמ״ר פ״א, וי״ר פל״ב, ורש״י עה״ת.
2:77	ואותה האשה היתה שלומית בת דברי. שם ועיין פסיקתא ויהי בשלח דף פ״ג ע״ב.
2:78	ברוח שפתיו. עיין פדר״א פמ״ח ושם הגי׳ בחרב שפתיו, ועיין בפי׳ הרד״ל שם אות נ״ה.
2:79	שנאמר וברוח שפתיו. הוספתי עפ״י כ״י פלארענץ.
2:80	טמן הסוד בתוך ישראל. זה מאמר ר׳ לוי בוי״ר שם במסטירין של ישראל הרגו. כמד״א והיה מספר ב״י כחול הים. ופי׳ שהניח הדבר בסוד בתוך בני ישראל, והמאמר הזה מובא בערוך ערך מסטר והמלה יונית ורומית ופי׳ בסוד ובסתר, וכן בפדר״א פמ״ח איתא וטמנו בתוך מחנה ישראל שנאמר ויטמנהו בחול ואין חול אלא ישראל שנא׳ והיה מספר בני ישראל כחול הים. וכן בתנחומא ושמ״ר פ״א מובא ויטמנהו בחול שלא הי׳ שם אלא ישראל טמנו בפניהן של ישראל שנמשלו לחול וזה נובע ממדרש אבכיר מובא בילקוט רמז קס״ז ויטמנהו בחול בשעה שהרגו לא הי׳ שם מצרי אלא ישראל ואין חול אלא ישראל מה החול הזה מטלטלו ממקום למקום ואין קולו הולך כו׳.
2:81	מאן הוו דתן ואבירם. נדרים ס״ד ע״ב ע״ש בפי׳ הר״ן והרא״ש. פדר״א פמ״ח, תנתומא ושמ״ר פ״א. ותרגום יב״ע, ורש״י עה״ת וילקוט רמז קס״ז בשם מדרש אבכיר.
2:82	הכית לא נאמר. סנהדרין נ״ח ע״ב, וילקוט שם.
2:83	מיכן אמרו חכמים. בגמרא שם וילקוט שם ורש״י עה״ת.
2:84	הוא שאמרו רז״ל. תנחומא שמות, ושמ״ר פ״א, אדר״נ פ״כ, ורש״י עה״ת.<br>פד. הצדיקים. ב״ר פע״ו.
2:85	אע״פ שטמן הסוד. עיין לעיל פסוק י״ב.
2:86	אמרו שם החרב. מכילתא יתרו פ״א עה״פ ויצילני מחרב פרעה, תנחומא שמות, שמ״ר פ״א, חזית פ״י על הכתוב צוארך כמגדל השן ובירושלמי ברכות פ״ט, ודב״ר פ״ב, ושו״ט מזמור ד׳ וילקוט רמז קם״ז בשם דברים רבה, ורש״י עה״ת.
2:87	נתן מקום לשעה. ילקוט רמז קס״ח בשם תנחומא ולפנינו חסר.
2:88	יעקב אבינו ישב על הבאר. בתנחומא שמות ושמ״ר פ״א איתא כך: וישב על הבאר ׳ לקח דרך אבותיו שלשה נזדמנו להן זווגן מן הבאר, יצחק יעקב ומשה ׳ יצחק דכתיב ויצחק בא מבוא באר, ויעקב דכתיב והנה באר בשדה, ומשה דכתיב וישב על הבאר ע״כ.
2:89	ואביתר וצדוק נוצלו בבאר. ש״ב יז טו יח כא.
2:90	שר העיר כענין שנא׳ ובני דוד כהנים. מכילתא ריש יתרו בשם רבי אלעזר המודעי.
2:91	אלא מלמד. תנחומא שמות ושמ״ר פ״א וילקוט רמז קס״ט בשם מדרש אבכיר.
2:92	ברח מן הדינין ובא ומצא דינין. עיין אדר״נ פ״כ.
2:93	ותבאן. וכן מובא במדרש שמ״ר, ובמקרא כתוב ותבאנה. וכן בכ״י פלארענץ מובא לנכון ותבאנה, ולהיפך במקרא י״ט כתיב בקרא ותאמרן והוא הביא ותאמרנה.
2:94	זה יתרו, עיין ספרי בהעלותך סי׳ ע״ח,ושמ״ר פ״א ולמה נקרא שמו רעואל שנעשה רע לאל, ועיין ילקוט רמז קם״ט, וברשב״ם עה״ת, בראב״ע וברמב״ן.
2:95	ד״א הגרמת איש מצרי שהרג. עיין תנחומא שמות ושמ״ר פ״א.
2:96	שהמים נתברכו בזכותו. עיין תנחומא ושמ״ר פ״א, ובמדרש שם הגי׳ אמר להם סימן שאתן אומרות שדלה והשקה את כל הצאן זה מבני בניו של יעקב שעמד על הבאר והבאר מתברכת בשבילו, ובתנחומא נלקה בחסר עיין בעץ יוסף, ועיין רש״י עה״ת הכיר בו שהוא מזרעו של יעקב שהמים עולים לקראתו.
2:97	בדלי אחת דלה והשקה את הצאן. גם זה חסר בתנחומא, ומובא בשמ״ר פ״א ובתרגום יב״ע עה״ת.
2:98	בוא וראה כמה גדולה לגימה. סנהדרין ק״ג סע״ב ורע״א ופי׳ לגימה אכילה שמאכילין אורחים כפירש״י שם.
2:99	נשבע לו שנאמר ויואל שאול. מכילתא ריש יתרו עה״כ ואת שני בניה, נדרים ס״ה ע״ב תנחומא שמות, ושמ״ר פ״א.
2:100	ואומר הואל קח ככרים. מובא גם במכילתא וליתא בתנחומא ושמ״ר.
2:101	שרצתה כצפור לקרוא את משה. בילקוט רמז קס״ט הביא זה בשם התנחומא ולפנינו ליתא בתנחומא ובודאי הוא מתנחומא הנאבד הנקרא גם ילמדנו. ומובא גם בשמ״ר ומה שמובא עוד בשמ״ר ולמה נקרא שמה צפורה שטיהרתה הבית כצפור, לקוח ממדרש אבכיר מובא בילקוט שם. ושם הגי׳ יותר נכונה ד״א שטיהרתה כל בית אביה כדם הצפור. וכן יש להגיה במדרש שמ״ר שם שצ״ל ד״א למה נקרא שמה צפורה.
2:102	זה כמו שאמרנו בבלהה. וכה בכ״י פלארענץ וכ״י פ״ב. ויש לתקן שצ״ל בזלפה והוא בבראשית ל׳ י׳ וכן איתא בב״ר פע״א.
2:103	בזמן שהן עוברים באנחה. בכ״י פ״ב בזמן שהן עוברים בשמחה, חסר וכצ״ל בזמן שהן עוברין [באנחה נקראים רבים, אבל בזמן שהן עוברין] בשמחה. והשמיט המעתיק מן עוברין לעוברין. ובתנחומא מצורע וי״ר פי״ט ושמ״ר פ״א איתא כך ע״י שהיו ימים של צער היה קורא אותן רבים.
2:104	אלא מלמד שנצטרע כו׳ ואמרו לו לרחוץ בדם ב״י. פי׳ שנעשה מצורע, ובכ״י פ״ב בטעות שנצטער. ובשמ״ר פ״א שנצטרע והמצורע חשוב כמת, שנאמר אל נא תהי כמת ור״ל אהרן בקש על מרים שנצטרע ומקור המאמר נעלם ממני כי רבינו לא הוציא זה מן השמ״ר אשר הוא מדרש מאוחר ונמצא גם בתרגום יב״ע (שמות ב כג) ואיתכתש (נגע תרגם כתש) מלכא דמצרים ופקיד לקטלא בוכרייא [צ״ל בנייא] דבני ישראל בגין למוסחי באדמיהון ע״כ. וכן רש״י עה״ת הביא וימת מלך מצרים נצטרע והי׳ שוחט תינוקות ישראל ורוחץ בדמם ע״כ ובוודאי היה גם לפני רש״י ז״ל באיזה מדרש או בילמדנו הנאבד.
3:1	כל מקום. ב״ר פ״ל, תנחומא שמות בשם ר׳ לוי. ועיין שמ״ר כל מי שכתוב בו היה מתוקן לכך ובתנחומא הלשון משובש ר״י אומר כל מי שנאמר בו היה זן ופרנס. גם פה היה כתוב כמו במדרש כל שכתוב בו היה מתוקן לכך כמו שתראה ממה שמסיים בתנחומא שם. רק מגיה אחד ראה בב״ר פ״ל שסיים שם רבנן אמרין כל מי שנאמר בו היה זן ופרנס והשמיט המלות ״מתוקן לכך״ והציג תחתיהן ״זן ופרנס״ ולא ראה סיום המאמר.
3:2	יעקב אבינו נתגדל מן הצאן כו׳. עיין ילקוט רמז קס״ט בשם תנחומא. וחסר לפנינו. כתיב ה׳ צדיק יבחן אר״י במה בוחן את הצדיקים במרעה, דוד נבחן במרעה כו׳, עמוס נבחן כו׳, אף משה נבחן כו׳.
3:3	ויאמר ה׳ אלי. וכן מובא בכ״י פלארענץ ובקרא כתיב ויאמר אלי ה׳.
3:4	על עמי ישראל. וכ״ה בכ״י פלארענץ ובקרא כתיב אל עמי ישראל.
3:5	א״ר יוחנן. כ״ה בתנחומא, אבל בשמ״ר פ״ב א״ר יהושע למה היה רודף למדבר יש לתקן שצ״ל א״ר יוחנן והי׳ כתוב בר״ת אר״י והמדפיס הציג א״ר יהושע במקום א״ר יוחנן, והילקוט רמז קס״ט השמיט שם האומר.
3:6	שנאמר מי זאת עולה מן המדבר.בתנחומא סיים מי זאת עולה עלייה מן המדבר, וכן הוא בחזית על הכתוב הזה, ומפרשו עולה לשון מעלה.
3:7	ד״א כו׳ הרחיק את הצאן. בילקוט רמז קס״ט הביא בשם התנחומא ולפנינו חסר בתנחומא, וינהג הצאן אחר המדבר להרחיק מן הגזל, וגם רש״י בפי׳ עה״ת הביא אחר המדבר להתרחק מן הגזל שלא ירעו בשדות אחרים ע״כ. והיו גם לפני רש״י בתנחומא הנקרא ילמדנו.
3:8	על שם שהי׳ עתיד ההר הזה להגלות. עי׳ ספרי דברים סי׳ כ״ב בפ׳ ויבואו עד נחל אשכול ויבוא הר האלהים חורבה מגיד שנקרא ע״ש סופו.
3:9	שיצאת ממנו חרבה לאו״ה. שבת פ״ט ע״ב, וילקוט רמז קס״ט בשם מדרש אבכיר, ובמדרש שמ״ר איתא ורשב״נ אמר שמשם נטלו או״ה איפופסין שלהם שנאמר והגוים חרוב יחרבו, מחורב יחרבו. והמאמר הזה נובע ממדרש ילמדנו כמו שתראה בערוך ערך אפופסים הביא וז״ל: בילמדנו בפסקא ומשה היה רועה ולא עוד אלא שנטלו אפופסין. (זה נמצא גם לפנינו בתנחומא). ועוד שם וידבר ה׳ אל משה במדבר סיני הר סיני שבו נשתנאו או״ה להקב״ה ונתן להם אפופסין והגוים חרוב יחרבו אראב״כ בשם ר״י והגוים מחורב יחרבו שנטלו אפופסין משם. ופי׳ אפופסין ביווני גזר דין.
3:10	ד״א שמהר חורב יצאו ארבע מיתות ב״ד. בילקוט רמז קס״ט הביא בשם מדרש אבכיר חורב שמשם נתחייבו בעל חרבות כגון רוצח ונואף ונואפת. ובשמ״ר איתא הר חורב שממנו נטלו סנהדרין רשות להרוג בחרב.
3:11	ד״א חרבה. עד כיון שהגיע חסר בכ״י פלארענץ.
3:12	כדי ללבבו. תנחומא שמות ושמ״ר פ״ב, ילקוט רמז קס״ט בשם התנחומא.
3:13	לפי שהיו ישראל בשעבוד בתוך קוצים. עיין תנחומא שם, וילקוט שם, ושמ״ר פ״ב, וכן רש״י עה״ת הביא וז״ל מתוך הסנה ולא אילן אחר משום עמו אנכי בצרה.
3:14	לשון שנאה. שבת פ״ט ע״ב.
3:15	ד״א הסנה מנינו ק״כ. וכן הוא בשמ״ר פ״ב ד״א מתוך הסנה רמז לו שיחי׳ ק״כ שנה כמנין הסנה. והמסדר משמ״ר לקח זה מדברי רבינו טובי׳, או מקור אחד הי׳ לשניהם ונמצא לפניהם באיזה מדרש הנאבד.
3:16	ד״א הסנה הזה קוציו כפופים. בילקוט רמז קס״ט מובא זה בשם מדרש אבכיר, וכן בשמ״ר פ״ב מובא זה בשם ר׳ פנחס הכהן בר חמא, ובעל הילקוט השמיט שם האומר כדרכו.
3:17	מיכן אמרו האש כו׳. תנחומא שמות ושמ״ר פ״ב.
3:18	מעלה להבים. בתנחומא ושמ״ר הגי׳ מעלה לולבין ועיין ביפ״ת, ובכ״י פלארענץ מעלה לחלבים.
