Index Title,"Maskil LeDavid, Genesis",Found Rashi Ref,Text
"Maskil LeDavid, Genesis 1:28:1",וכבשה חסר וכו׳ ועוד ללמדך וכו׳ פי׳ דק״ל דמה שייך לענין ברכה דאדם לומר וכבשוה דהיינו את הארץ דאמאן קאי אי על כללות המין האנושי לא יתכן דלא שייך לשון כיבוש אלא במלחמה שנלחמים זה עם זה וחד מנייהו נוצח וכובש את ארץ חבירו תחת רשותו והכא כל הארץ כולה נתן השי״ת לבני אדם מעיקרא למקומתם בארצותם ולא אדונים לאלה בלעדם ולא שייך כיבוש ואי קאי לעתיד על המלכים המדיינים זה עם זה וזה כובש את זה הא נמי לא שייך ליכתב גבי ברכה דאדם שאם היא ברכה לכובש הרי היא קללה לנכבש לכך הוכרח רבינו לאפוקיה מפשטיה ולפרש דודאי לא אתא אלא לדרשה וכינוי וכבשה קאי על האשה שהאיש כובש אותה בבית והיינו דכתיב וכבשה בלא וי״ו ויש אם למסורת ומיהו משום דסוף סוף וכבשוה קרינן ולכ״ע היכא דאפשר למדרש תרווייהו מקרא ומסורת דרשי׳ וכמו שהכריחו התו׳ ז״ל בריש סנהדרין ה״נ הדר דרשי׳ דרשה אחריתי שהאיש שדרכו לכבוש מצווה וכו׳ ויהיה כינוי וכבשה על הארץ נמצא דמהני מקרא דקרי׳ וכבשוה למדרש כאילו כתיב תרי זימני וכבשה וכבשה חד שב הכינוי לאשה וחד לארץ כך נר׳ כוונת רש״י ז״ל מדלא כתב ד״א ללמדך וכו׳ כדרכו בכל כה״ג ש״מ דר״ל דאיתא להא ואיתא להא ויתכן זה אליבא דר׳ אלעזר בשם ר״י בן זמרא דבב״ב דסבר כרבנן דהאיש מצווה על פו״ר ולא האשה ודריש וכבשה לומר האיש שדרכו לכבוש וכו׳ ולדידיה י״ל דמ״מ אהני מקרא לדרוש נמי אידך דרשה דר׳ יוחנן ב״ב שהזכ׳ כובש הנקבה וכו׳ וע״ד דכתיב אבל לריב״ב דס״ל דהמצוה אתרווייהו קאי וסבר יש אם למקרא אה״נ דלא אתא אלא לאידך דרשה. והרא״ם ז״ל כתב ע״ד רש״י שאין כוונתו שלמדנו מוכבשה שני עניינים וכו׳ שהרי האומר זה אינו אומ׳ זה והאומ׳ זה אינו וכו׳ אלא ה״פ למדך ע״ד ריב״ב וכו׳ ועוד לימדך ע״ד ר״א בן ר״י בן זמרא וכו׳ וע״ש ולעד״ן ברור דמדלא כתב ד״א כוונתו כדלעיל ושפיר מצי׳ למימ׳ דאע״ג דריב״ב לית ליה דר״א ר״א מיהא אית ליה נמי אידך דרשה דריב״ב על הדרך האמור:,,
"Maskil LeDavid, Genesis 1:29:1",לכם יהיה וכו׳ להמית בריה ולאכול וכו׳ מלשונו זה נר׳ שדעתו ז״ל כדעת התו׳ דפ׳ ארבע מיתות דלא נאסר להם רק להמית ולאכול אבל אם מתה מאליה שריא להו וכך הבין הרא״ם ז״ל וכך פירושו שלא הותר להם לעקו׳ מגידולו ומחיותו רק כל ירק עשב לאפוקי ב״ח לא הותר להם להמיתם ולעוקרם מחיותם אבל ודאי אי מיתו שרו ובהכי דייק קרא דגבי בני נח דכתיב כל רמש אשר הוא חי לכם יהיה לאכלה כירק וכו׳ והא ודאי דליכא למימר אשר הוא חי דוקא לאפוקי מת מאליו דנבלה לב״נ שריא אלא מוכח דמש״ה כתיב אשר הוא חי דאילו מת מאליו אפילו לאדם נמי הוה שרי אבל חי דלדידיה הוה אסור לעוקרו ולהמיתו אצטריך לשרויי להו כירק עשב וכו׳ והא דהתם בפ׳ ד׳ מיתות כי פריך מההיא מתניתא שהיו מלאכי השרת צולין לו לאדם בשר משני לה בבשר היורד מן השמים ולא מוקי לה בשמתה מאליה נר׳ דלא ניחא ליה למימ׳ דאדה״ר יציר כפיו של הקב״ה הוה עביד עובדא בנפשיה למיכל נבלה אף על גב דמדינא היה שריא הואיל וסופה ליאסר לישראל ומה גם שלא יתכן דמלאכי השרת היו מיטפלין בדבר טמא לצלותו ולהכי מוקי לה ביורד מן השמים:,,
"Maskil LeDavid, Genesis 1:31:1",יום הששי הוסיף. וכו׳ ד״א וכו׳ הוצרך לשני פירושים משום דמאי דפי׳ עד יום ששי בסיון לא אתי אלא אליבא דרבנן דסברי בששי בחדש ניתנה תורה אבל לר׳ יוסי דסבר בשביעי ניתנה לא יתכן לדרוש כן הילכך ניחא ליה לפרושי בענין שיתיישב נמי אליבא דידיה דרש״י ז״ל לא פסיקא ליה מלתא כנר׳ מפירושו בפ׳ יתרו דנסיב לה אליבא דתרווייהו מש״ה קאמר דנתוספה ה״א בגמר הבריאה לומר שהכל תלוי עד קבלת ה׳ חומשי תורה ובזה מתורץ מה שהק׳ התו׳ ז״ל ברפ״ק דע״ז וז״ל תימא למ״ד בשבעה בחדש ניתנו עשרת הדברות מאי יום הששי וא״צ למה שנדחקו שם ע״ע ומ״מ בהא לחוד לא ניחא ליה לרבינו ז״ל דמ״מ מה ענין הה״א לינתן במלת הששי טפי משאר תיבות. ובזה גם כן מצאתי אחר זמן שכוונתי לדעת עליון מוהרי״ע נר״ו בספרו הנ״ל ושישו בני מעי:,,
"Maskil LeDavid, Genesis 2:2:1",ויכל וכו׳ ר״ש וכו׳ ד״א וכו׳ הרגשו מבואר דמשמע הכא שנעשה מלאכה בז׳ והדר כתיב וישבות בז׳ לכך ביאר בתרי אנפי דלפי׳ קמא הדוחק נגלה דכתיב קרא כפי הנר׳ ולא כפי האמת ולפי׳ בתרא בתחלה הו״ל לכתוב וישבות וכו׳ והדר ויכל וכו׳ שאז הוה משתמע שפי׳ דע״י השביתה שהיא המנוחה כלה המלאכה אבל השתא דהקדים ויכל משמע שכלה המלאכה טרם בא המנוחה:,,
"Maskil LeDavid, Genesis 2:3:1",ויברך וכו׳ ובששי לחם משנה וכו׳ והך לחם משנה היה משנה בכמות ואיכות דאשתני למעליותא תשלומי כפל משל כל ימות השבוע וכמ״ש רז״ל משונה בריחו ובטעמו נמצא שהיתה שם ברכה נוספת ממש וא״צ למה שנדחק הרא״ם ז״ל לפ׳ ברכו דר״ל שלא פסקה ברכת שאר הימים ע״ש:,,
"Maskil LeDavid, Genesis 2:4:1",תולדות וכו׳ למדך שכלם וכו׳ וא״ש להך פירושא נמי מאי דכתיב בהבראם בה״א כלו׳ סיבת והווית בריאתם היה הכל ביום עשות וכו׳ שכלם נבראו בכח בראשון וכדלעיל. והוצרך לד״א דאילו לפי׳ א׳ סוף סוף לא היה צריך לכתוב בהבראם לדרוש כן דבאמרו ביום עשות וכו׳ שפיר משמע הכי. ולד״א נמי ק׳ דכי היכי דרמז כאן בריאת העה״ז בה״א אמאי לא רמז ג״כ בריאת העה״ב שהי׳ ביו״ד שהרי בהך קרא נכתב הכל עליון ותחתון כדכתיב אלא תולדות השמים והארץ ומסיים נמי ביום עשות וכו׳ ארץ ושמים. ודע שהטעם שכתב רש״י שנברא עה״ז בה״א הוא הוא הטעם האמור בש״ס פ׳ הקומץ רבה שנברא בה״א לפי שדומה לאכסדרה שכל הרוצה לצאת יצא ופירש״י דאכסדרה פתוח מתחתיו כל הרוצה לצאת לתרבות רעה יצא ע״כ והוא עצמו מ״ש כאן לרדת דרך שם. וטעם בריאת עה״ב ביו״ד נראה לומר לפי דהיו״ד יש לה ג׳ קוצין ראש תוך סוף וכך עה״ב נברא בתחלה והווה וכן יהיה בסוף יומיא ועי״ל להורות שנברא בעשרה מאמרות והיא היו״ד שתכלית הבריאה הוא עה״ב דהוא נצחי דעוה״ז אינו אלא חיי שעה ועוד לאלוה מילין כידוע לי״ח אין כאן מקום להאריך:,,
"Maskil LeDavid, Genesis 2:5:1",כי לא המטיר וכו׳ התפלל עליהן וכו׳ והטעם שלא רצה ית״ש להוריד הגשמים עד שבא אדם והתפלל עליהן נראה שהיה זה להודיע לבריות לדורות עולם שהגשמים תלויים במעשה התחתונים שאם ייטיבו מעשיהם כתיב ונתתי מטר ארצכם וכו׳ ואם לאו ועצר וכו׳:,,
"Maskil LeDavid, Genesis 2:5:2",ה׳ אלהים וכו׳ שהוא שופט וכו׳ כלומר ה׳ הוא שם העצם ואלהים הוא שם התאר והא דלא פי׳ הכי לעיל בפ׳ ביום עשות ה׳ אלהים וכו׳ משום דהתם לא שייך לפ׳ כן דעד שלא ברא העולם כלו לא שייך בפועל לומר שליט ושופט על כל. אלא התם צ״ל כמ״ש ז״ל והביאה רבינו בפ׳ בראשית ברא אלהים:,,
"Maskil LeDavid, Genesis 2:7:1",וייצר ב׳ יצירות וכו׳ לתחיית המתים וכו׳ נ״ל דה״פ דהגוף הזה אשר יצר הקב״ה את האדם בעה״ז מהני נמי לתחיית המתי׳ נמצא דיצירה זו שייכא נמי לתחיית המתים וזה נראה טפי ממ״ש בש״ח בשם הנח״י שנתן הקב״ה עכשיו רוח חיוני באדם שיוכל לחזור ולחיו׳ וכו׳ ע״ש דהא הכא הך קרא לאו ברוח חיוני מיירי דכתיב וייצר וכו׳ עפר מן האדמה ואחר כך ויפח וכו׳ דיצירה אעפר קאי:,,
"Maskil LeDavid, Genesis 2:7:2",עפר וכו׳ ד״א וכו׳ אצטריך לב׳ הפירושים דאילו לפי׳ קמא ק׳ דהול״ל מן כל האדמה או לשון כיוצא בזה דמן האדמה אינו מורה שום משמעות לומר שצברו מד׳ רוחות ולפי׳ שני ק׳ דפסוק מזבח אדמה אינו מדבר על מזבח בית עולמים אלא על מזבח הנחשת של משכן ונקרא אדמה ע״ש שממלאים אותו אדמה בשעת חנייתם וא״כ איך נדרוש מל׳ מן האדמה שנטל עפרו ממקום המזבח ועם היות שיש ליישב בדוחק מ״מ קשה קצת:,,
"Maskil LeDavid, Genesis 2:7:3",ויפח באפיו וכו׳ הוזקק הששי וכו׳ והמנוחה של יום השבת נמי פשיטא שהוא מנוחה לעליונים ומנוחה לתחתונים ואדרבא עיקר מנוחת השבת הוא לעליונים כידוע כי הנשמות ביום שבת עולים ממדרגה למדרגה לג״ע העליון ויום השבת נקרא יומא דנשמתין ואפי׳ הרשעים יש להם מנוחה בשבת ועוד הרי עיקר עה״ב הוא עולם שכלו שבת וא״צ למה שנדחק הש״ח בשם הנח״י ע״ש:,,
"Maskil LeDavid, Genesis 2:7:4",לנפש חיה אף בהמה וכו׳ פי׳ דשם נפש דוקא שייך ג״כ בבהמה וחיה דהיינו נפש החיונית אבל באדם נתוסף בו ב׳ בחי׳ דהיינו רוח ונשמה והיינו דאמר מר דעה ודבור הדבור הוא הרוח כדתרגם אנקלוס רוח ממללא והנשמה היא נפש המשכלת והיא העליונה ואע״ג דאיכא עוד ב׳ בחי׳ דהיינו חיה ויחידה וכדאי׳ הכא בב״ר מ״מ לא הזכירן רש״י דבני עליה הנם מועטים:,,
"Maskil LeDavid, Genesis 2:8:1",מקדם במזרחו וכו׳ אע״ג דבגמ׳ פ׳ מקום שנהגו תניא ז׳ דברים נבראו קודם שנברא העולם וחד מנייהו ג״ע ומייתי לה מהך קרא ויטע וכו׳ מקדם ונר׳ דלז׳ כיון אנקלוס שתרגם מלקדמין (דלא כהרא״ם ז״ל שכתב דאנקלוס סבר כרשב״ן שג״ע נברא בשלישי דל׳ מלקדמין אינו מורה כן) מ״מ רבעו ז״ל לא ביאר כן אלא כפי׳ הב״ר לפי שאין זה קרוב לפשט הכתוב חדא דצריך לפ׳ לפי״ז ויטע דר״ל וכבר נטע מלפנים ולא בא כאן הכתוב אלא לסיומי עליה וישם שם את האדם וזה דוחק ועוד דא״כ הול״ל ויטע ה׳ אלהים מקדם גן בעדן. ודייק רבינו באמרו במזרחו של עדן דלא תימא במזרחו של עולם דסבר רבינו דאדרבא ג״ע במערב העולם קאי וכמו שהוכיחו התו׳ בפ״ט דבכורות דף צ״ח ע״ש. והסמיך רש״י לזה וא״ת הרי כבר וכו׳ אף על גב דמקום קו׳ זו הוא בפרשה דלעיל להודיע ולהוכיח דר״י הגלילי נמי הכי סבר דמקדם אין פירוש מלקדמין קודם בריאת העולם שהרי חשיב ואזיל בפרטי מעשי האדם ויצמח לו גן בעדן:,,
"Maskil LeDavid, Genesis 2:11:1",פישון וכו׳ ד״א וכו׳ בכל פי׳ איכא קצת דוחק דלפי׳ א׳ מה ענין ריבוי אצל עלייה ולפי׳ שני הול״ל פשתון לכך מייתו תרווייהו:,,
"Maskil LeDavid, Genesis 2:14:1",כוש ואשור עדיין וכו׳ אע״ג דבב״ר אמרו כן גם על החוילה דלעיל עדיין לא היתה חוילה וכו׳ אלא מגיד מראשית אחרית מכל מקום התם אינו מוכרח בפשט הכתוב די״ל דחוילה שם המחוז ומימות עולם היה שמה כך (וע׳ בתו׳ פ״ק דכתובות דף י׳ בד״ה אשור זו סליקא) דייקא נמי דכתיב החוילה משא״כ הכא דלא כתיב בה״א הילכך צ״ל ע״ש העתיד אלא דהמדרש סבר מדהנך ע״ש העתיד חוילה נמי ע״ש העתיד:,,
"Maskil LeDavid, Genesis 2:14:2",הוא פרת החשוב וכו׳ הנזכר וכו׳ עיין מ״ש בפ׳ לך לך על פ׳ הנהר הגדול נהר פרת ונראה דרש״י בכאן הרכיב ב׳ הפירושים החשוב וכו׳ היינו כפשוטו שהיה חשוב ממש ובההיא דכתיב התם מש״ס דבכורות וכדאי׳ נמי בב״ר אוותנטיא של נהרות ושוב פי׳ הנזכר ע״ש א״י כלומר ולאו דמדידי׳ הוא חשוב דאדרבא גרוע הוא ומדלא כתב ד״א אפשר דסבר דלא פליגי וע״ד דכתיבנא התם ע״ש:,,
"Maskil LeDavid, Genesis 2:19:1",ויצר וכו׳ שעופות נבראו וכולי ועוד למדך וכו׳ ברפ״ב דחולין מייתי הש״ס דקונטריקוס ההגמון שאל לר״ג (ולפי׳ התו׳ שם לריב״ז) דומיא דהני קראי ואי׳ התם תרי לישני בליש נא קמא קאמר שבדרך דחייה השיבו הך דמן הרקק נבראו ואחר כך אמר לתלמידיו שאין כך האמת אלא מן המים נבראו ולמה הביאן אל האדם לקרות להם שם כלו׳ וה״ק קרא אחר שיצר השם יתברך ביום ששי כל חית השדה בו ביום הביאם עם כל עוף השמים שנבראו ביום הקודם יחד כלם הביאן אל האדם לקרות להן שם וזהו הועוד למדך דכתב רש״י ולישנא אחרינא אמרי׳ התם דבלשון השני דחה להגמון ובל׳ ראשון אמר לתלמידיו משום דכתיב על ויצר איך שיהי׳ לכאור׳ ק׳ על רש״י שהרכיב הדחייה והאמיתות אלא דלק״מ דלפי לישנא בתרא אע״ג דלפי האמת בא הכתוב להודיע שה עופות מן הרקק מ״מ הפשט לא יופשט שבו ביום הביאן אל האדם לראות מה יקרא לו אלא דמשמע ליה דליכא למימר דכוליה קרא להכי דוקא הוא דאתא משו׳ דכתיב על ויצר ומפני דיוק זה דכתיב על ויצר נקט רש״י כהך לישנא. ועוד דעובד גלילאה דרש התם כהך לישנ׳ בהמה שנבראת מן היבשה הכשרה בב׳ סימנין דגי׳ שמן המים בלא כלום עוף שמן הרקק בסי׳ אחד:,,
