Index Title,Guide for the Perplexed,le français d'origine,
"Guide for the Perplexed, Part 1 8:1","׳מקום׳. זה השם עיקר הנחתו למקום המיוחד ולכולל. ואחר כן הרחיבו הלשון ושמהו שם למעלת האיש וערכו – רצוני לומר: לשלמותו בענין אחד – עד שיאמר: ׳פלוני במקום פלוני׳ בענין הפלוני. וכבר ידעת רוב עשות בעלי הלשון זה כאמרם ״ממלא מקום אבותיו״, ״והיה ממלא מקום אבותיו בחכמה או ביראה״ ואמרם ״ועדין מחלוקת במקומה עומדת״ – רצונו לומר: במדרגתה. ועל זה הצד מן ההשאלה נאמר: ״ברוך כבוד יי ממקומו״ – רצונו לומר: כפי מעלתו ועוצם חלקו במציאות. וכן כל זכרון ׳מקום׳ שבא באלוה אמנם הכונה בו – מדרגת מציאותו ית׳ אשר אין ערוך לה ולא דומה כמו שיעמוד עליו המופת אחר זה.","<i>Makôm</i> (<span dir=""rtl"">מקום</span>). — Ce nom est appliqué primitivement au <i>lieu</i> particulier et commun fn102; ensuite la langue lui a donné plus d’étendue et en a fait un nom désignant le degré et le rang d’une personne, je veux dire sa perfection dans une chose quelconque, de manière qu’on dit: Un tel est en tel <i>lieu</i> (<span dir=""rtl"">מקום</span>), dans telle chose (c’est-à-dire arrivé à tel degré). Tu connais le fréquent usage qu’on en fait dans notre langue en disant: <i>Remplir la place</i> (<span dir=""rtl"">מקום</span>) <i>de ses pères</i>, p. ex.: « Il remplissait la <i>place</i> de ses pères en science ou en piété », et en disant encore: « La discussion reste à la même <i>place</i> », c’est-à-dire au même degré. C’est par ce genre de métaphore qu’il a été dit: <i>Que la gloire de l’Éternel soit louée en son lieu</i> (Ézéch., III, 12), c’est-à-dire selon le rang élevé qu’il occupe dans l’univers fn103. Et de même chaque fois qu’on se sert du mot <span dir=""rtl"">מקום</span> (lieu), en parlant de Dieu, on ne veut dire autre chose, si ce n’est le rang de son existence, qui n’a pas de pareil ni de semblable, comme on le démontrera.",
"Guide for the Perplexed, Part 1 8:2","ודע, כי כל שם שנבאר לך שתופו בזה המאמר אין הכונה ממנו להעיר על מה שנזכרהו בפרק ההוא לבד; אבל אנחנו נפתח שער ונעירך על עניני השם ההוא המועילים לפי עניננו לא לפי ענין מי שידבר בשפת בעלי לשון מן הלשונות; ואתה תתבונן בספרי הנבואה וזולתם מחבורי בעלי החכמה ותבין השמות המשתמשים בהם כולם, ותבין כל שם משתתף לפי ענין מעניניו הנאות בו כפי המאמר ההוא. וזה הדבר ממנו הוא מפתח זה המאמר וזולתו.","Sache que toutes les fois que nous t’expliquons, dans ce traité, l’homonymie d’un certain nom, nous n’avons pas pour but seulement d’éveiller l’attention sur ce que nous mentionnons dans le chapitre même, mais nous voulons ouvrir une porte et attirer ton attention sur les divers sens du nom en question, qui sont utiles par rapport à notre but, et non pas par rapport au but de ceux qui parlent un langage vulgaire quelconque fn104. C’est à toi à examiner les livres prophétiques et les autres livres composés par les savants, à considérer tous les noms qui y sont employés et à prendre chaque nom homonyme dans l’un des sens qui puisse lui convenir par rapport au discours (où il se trouve). Ce que nous venons de dire est la clef de ce traité et d’autres (de nos écrits). ",
"Guide for the Perplexed, Part 1 8:3",והמשל עליו – מה שבארנוהו הנה מענין ׳מקום׳ באמרו: ׳ברוך כבוד יי ממקומו׳ – שאתה תדע כי זה הענין בעצמו הוא ענין ׳מקום׳ באמרו: ״הנה מקום אתי״ – מדרגת עיון והשקפת שכל לא השקפת עין – (מצורף אל המקום הרמוז אליו מן ההר אשר בו היה ההתבודדות והשגת השלמות).,"Ainsi, p. ex., (en considérant) l’explication que nous avons donnée ici du sens de <i>makôm</i> (<span dir=""rtl"">מקום</span>) dans le passage: <i>Que la gloire de l’Éternel soit louée en son lieu</i>, tu sauras que ce même sens est celui de <i>makôm</i> dans le passage: <i>Voici un lieu</i> (<span dir=""rtl"">מקום</span>) <i>auprès de moi</i> (Exode, XXXIII, 21), c’est-à-dire un degré de spéculation, de pénétration au moyen de l’esprit, et non de pénétration au moyen de l’œil, en ayant égard en même temps à <i>l’endroit</i> de la montagne auquel il est fait allusion et où avait lieu l’isolement (de Moïse) pour obtenir la perfection.",
"Guide for the Perplexed, Part 1 9:1","׳כסא׳. עיקר הנחתו בלשון ידוע. ובעבור שהכסא אמנם ישבו עליו בעלי הגדולה והעוצם כמלכים, והיה הכסא דבר נמצא מורה על גדולת הראוי לו ומעלתו ועוצם ענינו – נקרא ה׳מקדש׳ ׳כסא׳ להוראתו על עוצם מי שנגלה בו והשכין אורו וכבודו עליו – אמר ״כסא כבוד מרום מראשון וכו׳״. ומפני זה הענין נקראו השמים ׳כסא׳ להוראתם – אצל מי שידעם ויתבונן בהם – על עוצם ממציאם ומניעם ומנהיג העולם השפל בהשפעת טובם – ואמר: ״כה אמר יי השמים כסאי וכו׳״ – יאמר הם יורו על מציאותי ועצמתי ויכלתי כהוראת ה׳כסא׳ שהוא מוכן לגדול שהוא ראוי לו.","<i>Kissé</i> (<span dir=""rtl"">כסא</span>) est employé primitivement dans la langue (hébraïque) comme nom du <i>trône;</i> et, comme le trône n’est occupé que par des gens d’illustration et de grandeur, comme les rois, et que, par conséquent, il est une chose visible fn105, indiquant la grandeur de celui qui en a été jugé digne, son illustration et sa haute position, le sanctuaire a été appelé <i>Kissé</i> (trône), parce qu’il indique la grandeur de celui qui s’y est manifesté et qui y a fait descendre sa lumière et sa gloire. Ainsi (le prophète) a dit: <i>Un trône de gloire, élevé, depuis le commencement, etc.</i> (Jérémie, XVII, 12). C’est encore dans le même sens que le ciel a été appelé <i>Kissé</i> (trône); car pour celui qui le connaît fn106 et qui le contemple, il indique la grandeur de celui qui l’a fait exister, qui le met en mouvement, et qui, par le bien qu’il en fait émaner, régit le monde inférieur. On lit, p. ex.: <i>Ainsi a dit l’Éternel, le ciel est mon trône</i> (<span dir=""rtl"">כסאי</span>), <i>etc.</i> (Isaïe, LXVI, 1), c’est-à-dire il indique mon existence, ma grandeur et ma puissance, de même que le trône indique la grandeur de celui qui en a été jugé digne fn107. ",
"Guide for the Perplexed, Part 1 9:2","זהו אשר צריך שיאמינוהו המאמתים, לא שיש גשם שינשא האלוה עליו (יתעלה עלוי רב) – כי הנה יתבאר לך במופתים שהוא ית׳ אינו גוף ואיך יהיה לו מקום או משכן על גוף? ואמנם הענין הוא מה שהעירונו עליו כי כל מקום נישאו האלוה ויחדו באורו וזהרו כ׳מקדש׳ או השמים נקרא ׳כסא׳.","C’est là ce que doivent croire ceux qui cherchent le vrai, et non pas qu’il y ait là un corps sur lequel Dieu s’élève; — combien il est élevé (au dessus d’une pareille pensée)!—Car il te sera démontré que le Très-Haut est incorporel, et comment pourrait-il prendre place ou se reposer sur un corps? Mais la chose est comme nous l’avons fait remarquer, savoir, que tout lieu que Dieu a anobli et distingué par sa lumière et son éclat, comme le sanctuaire ou le ciel, est appelé <i>Kissé</i> (trône).",
"Guide for the Perplexed, Part 1 9:3",אבל מה שהרחיב בו הלשון באמרו: ״כי יד על כס יה״ – הוא תאור עצמתו וגדולתו אשר אין צריך שיחשב דבר חוץ מעצמו ולא נברא מנבראיו עד שיהיה ית׳ נמצא בלתי ׳כסא׳ ונמצא עם ׳כסא׳ – זאת כפירה בלי ספק. וכבר פרש ואמר: ״אתה יי לעולם תשב כסאך לדור ודור״ – הורה שהוא דבר בלתי נפרד ממנו; ולזה ירצה ב׳כסא׳ הנה ובכל מה שדומה לו גדולתו ועוצמתו אשר אינם דבר יוצא מעצמו – כמו שיתבאר בקצת פרקי זה המאמר.,"Si la langue a étendu l’usage de ce mot en disant: <i>Car la main</i> (<i>est placée</i>) <i>sur le trône</i> (<span dir=""rtl"">כם</span>) <i>de Dieu</i> (Exode, XVII, 16) fn108, c’est encore là une qualification de sa grandeur et de sa majesté, une chose qu’il ne faut pas se représenter comme étant en dehors de son essence, ni comme une de ses créatures, de sorte que Dieu existerait tantôt sans le trône et tantôt avec le trône. Ce serait là, sans doute, une croyance impie; car (le prophète) a dit clairement: <i>Toi, Éternel, tu résides éternellement, ton trône</i> (<i>reste</i>) <i>de génération en génération</i> (Lament., V, 19), ce qui indique que (le trône) est une chose inséparable de lui. Ainsi donc, dans ce passage et dans tous les autres semblables, on veut désigner par <span dir=""rtl"">כםא</span> (trône) la majesté et la grandeur de Dieu, qui ne sont point quelque chose en dehors de son essence, comme on l’expliquera dans quelques chapitres de ce traité fn109.",
"Guide for the Perplexed, Part 1 10:1","כבר קדם לנו שאנחנו כשנזכור בזה המאמר שם מאלו השמות המשתתפים, אין דעתנו שנזכיר כל ענין שיאמר עליו השם ההוא; כי אין זה המאמר בלשון; אבל נזכיר מן הענינים ההם מה שאנחנו צריכים לו בעניננו לא דבר אחר. ומזה – ׳ירד׳ ו׳עלה׳.","Nous avons déjà dit que toutes les fois que, dans ce traité, nous parlons d’un des noms homonymes, notre but n’est pas de mentionner tous les sens dans lesquels ce nom est employé, — car ce n’est pas ici un traité sur la langue; — mais nous mentionnons de ces divers sens ceux dont nous avons besoin pour notre but, pas autre chose.",
"Guide for the Perplexed, Part 1 10:2",ה׳ירידה׳ וה׳עליה׳ – שני שמות מונחים בלשון העברי לענין ידוע. כי כשיעתק הגוף ממקום אל מקום שפל ממנו יאמר: ׳ירד׳ וכשיעתק ממקום אל מקום גבוה ממנו יאמר: ׳עלה׳. ואחר כן הושאלו שני השמות האלה לגדולה ולעוצם עד שכשתשפל מעלת האיש – יאמר: ׳ירד׳ וכשתגבה מעלתו בגדולה – יאמר: ׳עלה׳; אמר האלוה ית׳: ״הגר אשר בקרבך יעלה עליך מעלה מעלה ואתה תרד וכו׳״ ואמר: ״ונתנך יי אלהיך עליון על כל גויי הארץ״ ואמר: ״ויגדל יי את שלמה למעלה״; וכבר ידעת רוב עשותם ז״ל ״מעלין בקודש ולא מורידין״.,"Du nombre de ces mots (homonymes) sont <i>yarad</i> (<span dir=""rtl"">ירד</span>) et <i>’alâ</i> (<span dir=""rtl"">עלה</span>); car ces deux mots s’emploient dans la langue hébraïque dans le sens de <i>descendre</i> et de <i>monter</i>. Lorsqu’un corps se transporte d’un endroit vers un autre plus bas, on dit <span dir=""rtl"">ירד</span> (descendre), et lorsqu’il se transporte d’un endroit à un autre plus élevé que celui-là fn110, on dit <span dir=""rtl"">עלה</span> (monter). Ensuite ces deux mots ont été appliqués métaphoriquement à l’illustration et à la grandeur; de sorte que, lorsque le rang d’un homme a été abaissé, on dit <span dir=""rtl"">ירד</span> (il est descendu), et lorsque son rang a été élevé en illustration, on dit <span dir=""rtl"">עלה</span> (il est monté). C’est ainsi que le Très-Haut a dit: <i>L’étranger qui sera au milieu de toi montera</i> (<span dir=""rtl"">יעלה</span>) <i>de plus en plus haut au dessus de toi, et toi tu descendras</i> (<span dir=""rtl"">תרד</span>) <i>de plus en plus bas</i> (Deutéron., XXVIII, 43). On a dit encore (en employant des dérivés de <span dir=""rtl"">עלה</span>): <i>Et l’Éternel ton Dieu te placera au dessus</i> (<span dir=""rtl"">עליון</span>) <i>de toutes les nations de la terre</i> (<i>Ibid.</i>, <small>V</small>. 1); et ailleurs: <i>Et l’Éternel éleva Salomon très haut</i> (<span dir=""rtl"">למעלה</span>) (I Chron., XXIX, 25). Tu sais aussi que les docteurs emploient souvent cette expression: « On doit faire <i>monter</i> les choses sacrées, mais non pas les faire <i>descendre</i> » fn111. ",
"Guide for the Perplexed, Part 1 10:3",ועל זה הצד עוד יעשה בירידת העיון והיות האיש פונה במחשבתו אל ענין פחות מאד – יאמר ש׳ירד׳ – וכן כשיפנה במחשבתו אל ענין מעולה ונכבד – יאמר: ׳עלה׳.,"On s’exprime encore de la même manière (en parlant de la pensée): lorsque la réflexion de l’homme s’abaisse et que sa pensée se tourne vers une chose très vile, on dit qu’<i>il est descendu</i> (<span dir=""rtl"">ירד</span>), et de même lorsque sa pensée se tourne vers quelque chose d’élevé et de sublime, on dit: <i>il est monté</i> (<span dir=""rtl"">עלה</span>) <span dir=""ltr""> fn112</span>. ",
"Guide for the Perplexed, Part 1 10:4",וכאשר היינו – המון האנשים – למטה שבתחתיות במקום ובמעלת המציאה בערך לסובב והוא ית׳ – במעלה שבעליונים לפי אמיתת מציאות וגדולה ועצמה (לא עליונות מקום) ורצה ית׳ במה שרצה – הגיע חכמה ממנו והשפעת נבואה על קצתנו – קרא שרות הנבואה על הנביא או שכון השכינה במקום ׳ירידה׳ וקרא העלות ענין הנבואה ההיא מן האיש או סור השכינה מן המקום ׳עליה׳;,"Or, comme nous nous trouvons, nous autres hommes, dans le lieu le plus infime de la création et au degré le plus bas par rapport à la sphère environnante fn113, tandis que Dieu est au degré le plus élevé par la réalité de l’existence, la majesté et la grandeur, et non par une élévation de lieu, —le Très-Haut, ayant voulu faire venir de lui la connaissance et faire émaner la révélation sur quelques uns d’entre nous, a employé, en parlant de la révélation descendant sur le prophète et de l’entrée de la majesté divine dans un endroit, l’expression de <i>descendre</i> (<span dir=""rtl"">ירד</span>); et, en parlant de la cessation de cet état d’inspiration prophétique dans un individu ou de la majesté divine se retirant d’un endroit, il a employé l’expression de <i>monter</i> (<span dir=""rtl"">עלה</span>). ",
