Index Title,"Shulchan Arukh, Yoreh De'ah"
"Shulchan Arukh, Yoreh De'ah 186:2","<i data-commentator=""Beur HaGra"" data-order=""3""></i><i data-commentator=""Be'er HaGolah"" data-order=""5""></i>אם אין לה <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""3""></i>וסת קבוע <i data-commentator=""Siftei Kohen"" data-order=""1""></i><i data-commentator=""Torat HaShlamim"" data-order=""2""></i>שלש פעמים הראשונים <i data-commentator=""Pithei Teshuva"" data-order=""2""></i>צריכין לבדוק קודם תשמיש ואחר תשמיש הוא בעד שלו והיא בעד שלה ואם הוחזקה באותם ג""פ שאינה רואה דם מחמת תשמיש שוב אינה צריכה בדיקה כלל לא לפני תשמיש ולא לאחר תשמיש <i data-commentator=""Be'er HaGolah"" data-order=""6""></i>ולהרמב""ם <i data-commentator=""Be'er HaGolah"" data-order=""7""></i>והרא""ש כל זמן <i data-commentator=""Torat HaShlamim"" data-order=""3""></i>שאין לה וסת צריכה היא בדיקה לעולם קודם תשמיש ואחר תשמיש <i data-commentator=""Be'er HaGolah"" data-order=""8""></i>והרמב""ם מצריך שגם הבעל יבדוק עצמו אחר תשמיש: <small>הגה <i data-commentator=""Beur HaGra"" data-order=""4""></i>ואין צריכין לבדוק עצמם אחר כל תשמיש ותשמיש שעושין בלילה אחד אלא <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""4""></i>מקנחין עצמן כל הלילה בעד <i data-commentator=""Ba'er Hetev"" data-order=""2""></i><i data-commentator=""Pithei Teshuva"" data-order=""3""></i>ולמחר צריכין בדיקה ואם מצא דם טמאה (ב""י בשם הרמב""ם פ""ד) <i data-commentator=""Beur HaGra"" data-order=""5""></i>קנחה עצמה בעד ואבדה לא תשמש עד שתבדוק עצמה <i data-commentator=""Beur HaGra"" data-order=""6""></i>הואיל <i data-commentator=""Pithei Teshuva"" data-order=""4""></i>ואין לה וסת (שם):</small>"
"Shulchan Arukh, Yoreh De'ah 186:3","<i data-commentator=""Be'er HaGolah"" data-order=""9""></i>אשה שאינה רואה בפחות מי""ד ימים אחר טבילתה אבל לאחר י""ד ימים אין לה קבע עד י""ד יום דינה כדין אשה שיש לה וסת:"
"Shulchan Arukh, Yoreh De'ah 186:4","<i data-commentator=""Beur HaGra"" data-order=""7""></i><i data-commentator=""Be'er HaGolah"" data-order=""10""></i>יש לאדם להניח את אשתו שתבדוק בעד שלו מתוך שנאמנת על שלה נאמנת על שלו:"
"Shulchan Arukh, Yoreh De'ah 186:5",אם ראתה דם מחמת תשמיש שלש פעמים רצופים אסורה לשמש לעולם עם אותו בעל ויתבאר בסימן שאחר זה:
"Shulchan Arukh, Yoreh De'ah 187:1","<b>דיני אשה הרואה דם מחמת תשמיש. ובו י""ד סעיפים:</b><br> <i data-commentator=""Be'er HaGolah"" data-order=""1""></i>אשה <i data-commentator=""Pithei Teshuva"" data-order=""1""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""1""></i>שראתה דם מחמ' תשמיש <i data-commentator=""Siftei Kohen"" data-order=""1""></i><i data-commentator=""Beur HaGra"" data-order=""1""></i><i data-commentator=""Be'er HaGolah"" data-order=""2""></i>מיד <i data-commentator=""Beur HaGra"" data-order=""2""></i><i data-commentator=""Torat HaShlamim"" data-order=""1""></i>בכדי שתושיט ידה <i data-commentator=""Be'er HaGolah"" data-order=""3""></i>לתחת הכר או לתחת הכסת ותטול עד לבדוק בו ותקנח עצמה <i data-commentator=""Turei Zahav"" data-order=""1""></i><i data-commentator=""Pithei Teshuva"" data-order=""2""></i><i data-commentator=""Torat HaShlamim"" data-order=""2""></i>משמשת <i data-commentator=""Siftei Kohen"" data-order=""2""></i><i data-commentator=""Ba'er Hetev"" data-order=""1""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""2""></i>ג""פ אם בכל <i data-commentator=""Torat HaShlamim"" data-order=""3""></i>ג""פ <i data-commentator=""Siftei Kohen"" data-order=""3""></i><i data-commentator=""Pithei Teshuva"" data-order=""3""></i>רצופים ראתה דם <i data-commentator=""Beur HaGra"" data-order=""3""></i><small>(וכ""ש אם מצאה ג""פ דם <i data-commentator=""Siftei Kohen"" data-order=""4""></i><i data-commentator=""Torat HaShlamim"" data-order=""4""></i>על <i data-commentator=""Ba'er Hetev"" data-order=""2""></i><i data-commentator=""Pithei Teshuva"" data-order=""4""></i>עד שלו) (מרדכי וכן כ' ב""י בשם תרומת הדשן וסמ""ג וכן מוכח בש""ס) </small>. <i data-commentator=""Pithei Teshuva"" data-order=""5""></i>אסורה לשמש עם בעל זה <i data-commentator=""Siftei Kohen"" data-order=""5""></i>אלא <i data-commentator=""Ba'er Hetev"" data-order=""3""></i>תתגרש <i data-commentator=""Turei Zahav"" data-order=""2""></i><i data-commentator=""Pithei Teshuva"" data-order=""6""></i>ותנשא לאחר נשאת לאחר וראתה דם מחמת תשמיש ג""פ רצופים אסורה לשמש גם עם אותו בעל אלא <i data-commentator=""Siftei Kohen"" data-order=""6""></i>תתגרש <i data-commentator=""Turei Zahav"" data-order=""3""></i>ותנשא <i data-commentator=""Pithei Teshuva"" data-order=""7""></i>לשלישי ואם גם עם השלישי ראתה דם מחמת תשמיש ג""פ רצופים לא תנשא לאחר אלא אסורה לכל <i data-commentator=""Turei Zahav"" data-order=""4""></i><i data-commentator=""Pithei Teshuva"" data-order=""8""></i>עד <i data-commentator=""Ba'er Hetev"" data-order=""4""></i>שתבדוק: <small>הגה וי""א שאין אנו <i data-commentator=""Ba'er Hetev"" data-order=""5""></i>בקיאין איזה מיקרי מחמת תשמיש כי אין בקיאין בשיעור הנזכר ולכן כל שרואה ג""פ סמוך לתשמיש מקרי לדידן מחמת תשמיש <i data-commentator=""Siftei Kohen"" data-order=""7""></i><i data-commentator=""Torat HaShlamim"" data-order=""5""></i>ונאסרה על בעלה (ב""י בשם הראב""ד שכ""כ בשי""א) <i data-commentator=""Beur HaGra"" data-order=""4""></i>ואלו ג""פ צריכים להיות רצופים אבל אם לא היו רצופים לא נאסרה על בעלה (ב""י בשם הרמב""ם וכ""כ הרשב""א סימן תתל""ט ומהרי""ו נ""ג וכן כתב המחבר בסמוך) <i data-commentator=""Siftei Kohen"" data-order=""8""></i><i data-commentator=""Beur HaGra"" data-order=""5""></i>ואין חילוק בין אם ראתה ג""פ מיד שנשאה ובין נתקלקלה אח""כ וראתה ג""פ (מרדכי ריש ה""נ ובתשובת הרשב""א סימן תתל""ט ובתוס') <i data-commentator=""Beur HaGra"" data-order=""6""></i>וכל זה לא מיירי אלא בראתה סמוך לתשמיש <i data-commentator=""Torat HaShlamim"" data-order=""6""></i>אבל אם לא ראתה סמוך לתשמיש לא נאסרה על בעלה <i data-commentator=""Pithei Teshuva"" data-order=""9""></i>ומותרת לו לאחר טהרתה תמיד (ב""י בשם סה""ת וסמ""ג ופשוט בש""ס ופוסקים) ודינה כמי שאין לה וסת:</small>"
"Shulchan Arukh, Yoreh De'ah 187:2","<i data-commentator=""Be'er HaGolah"" data-order=""4""></i>כיצד בודקת נוטלת שפופרת <small>(פירוש קנה חלול של עופרת) </small><i data-commentator=""Siftei Kohen"" data-order=""9""></i><i data-commentator=""Pithei Teshuva"" data-order=""10""></i><i data-commentator=""Torat HaShlamim"" data-order=""7""></i>של <i data-commentator=""Ba'er Hetev"" data-order=""6""></i>אבר ופיה <i data-commentator=""Be'er HaGolah"" data-label=""(°)"" data-order=""4""></i>רצוף לתוכה ונותנת בתוכה <i data-commentator=""Turei Zahav"" data-order=""5""></i><i data-commentator=""Ba'er Hetev"" data-order=""7""></i>מכחול ובראשו מוך <i data-commentator=""Pithei Teshuva"" data-order=""11""></i><i data-commentator=""Torat HaShlamim"" data-order=""8""></i>ומכנסת אותו באותו מקום <i data-commentator=""Siftei Kohen"" data-order=""10""></i><i data-commentator=""Beur HaGra"" data-order=""7""></i><i data-commentator=""Pithei Teshuva"" data-order=""12""></i>עד מקום <i data-commentator=""Pithei Teshuva"" data-order=""13""></i>שהשמש דש נמצא דם על ראשו בידוע שהוא מן המקור <i data-commentator=""Pithei Teshuva"" data-order=""14""></i>ואסורה <i data-commentator=""Siftei Kohen"" data-order=""11""></i><i data-commentator=""Pithei Teshuva"" data-order=""15""></i><i data-commentator=""Torat HaShlamim"" data-order=""9""></i>ואם לאו בידוע שהוא <i data-commentator=""Turei Zahav"" data-order=""6""></i>מן הצדדין <i data-commentator=""Siftei Kohen"" data-order=""12""></i><i data-commentator=""Ba'er Hetev"" data-order=""8""></i><i data-commentator=""Pithei Teshuva"" data-order=""16""></i>ומותרת. <small>(ב""י מהרמב""ם) <i data-commentator=""Torat HaShlamim"" data-order=""10""></i>(ואף <i data-commentator=""Pithei Teshuva"" data-order=""17""></i>בזמן הזה יש לסמוך אבדיקה זו) (טור וב""י לדעת הרמב""ם והרא""ש ורשב""א ורי""ף וכן כתב הר""ן והר""ם פדואה סימן י'):</small>"
"Shulchan Arukh, Yoreh De'ah 187:3","<i data-commentator=""Beur HaGra"" data-order=""8""></i><i data-commentator=""Be'er HaGolah"" data-order=""5""></i>אם רוצה לבדוק עצמה בעודה <i data-commentator=""Turei Zahav"" data-order=""7""></i>תחת הראשון אחר ששמשה שלש פעמים <i data-commentator=""Siftei Kohen"" data-order=""13""></i><i data-commentator=""Ba'er Hetev"" data-order=""9""></i><i data-commentator=""Pithei Teshuva"" data-order=""18""></i><i data-commentator=""Torat HaShlamim"" data-order=""11""></i>הרשות <i data-commentator=""Pithei Teshuva"" data-order=""19""></i>בידה ומותרת לו <i data-commentator=""Beur HaGra"" data-order=""9""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""3""></i>ויש אומרים <i data-commentator=""Be'er HaGolah"" data-order=""6""></i>שאסורה לראשון מתשמיש שלישי ואילך אפילו בבדיקה: <small>הגה <i data-commentator=""Siftei Kohen"" data-order=""14""></i><i data-commentator=""Beur HaGra"" data-order=""10""></i><i data-commentator=""Pithei Teshuva"" data-order=""20""></i><i data-commentator=""Torat HaShlamim"" data-order=""12""></i>ויש <i data-commentator=""Ba'er Hetev"" data-order=""10""></i>לסמוך אסברא ראשונה להקל (טור וב""י בשם הסכמת הפוסקים והגהות מיימוני) <i data-commentator=""Siftei Kohen"" data-order=""15""></i><i data-commentator=""Beur HaGra"" data-order=""11""></i>ואם הרגישה <i data-commentator=""Ba'er Hetev"" data-order=""11""></i>צער וכאב בשעת תשמיש לכ""ע יש לסמוך אבדיקה בבעל הראשון (שם בהג""ה בשם ריצב""א):</small>"
"Shulchan Arukh, Yoreh De'ah 187:4","<i data-commentator=""Turei Zahav"" data-order=""8""></i><i data-commentator=""Beur HaGra"" data-order=""12""></i><i data-commentator=""Torat HaShlamim"" data-order=""13""></i><i data-commentator=""Be'er HaGolah"" data-order=""7""></i>אם שמשה <i data-commentator=""Siftei Kohen"" data-order=""16""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""4""></i>סמוך <i data-commentator=""Ba'er Hetev"" data-order=""12""></i><i data-commentator=""Pithei Teshuva"" data-order=""21""></i>לוסתה <i data-commentator=""Torat HaShlamim"" data-order=""14""></i>אנו תולין ראייתה משום וסתה ולא חשבינן לה רואה מחמת תשמיש:"
"Shulchan Arukh, Yoreh De'ah 187:5","<i data-commentator=""Beur HaGra"" data-order=""13""></i><i data-commentator=""Be'er HaGolah"" data-order=""8""></i><i data-commentator=""Torat HaShlamim"" data-order=""15""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""5""></i>אם יש מכה <i data-commentator=""Siftei Kohen"" data-order=""17""></i><i data-commentator=""Pithei Teshuva"" data-order=""22""></i>באותו <i data-commentator=""Ba'er Hetev"" data-order=""13""></i>מקום <i data-commentator=""Siftei Kohen"" data-order=""18""></i><i data-commentator=""Torat HaShlamim"" data-order=""16""></i>תולין בדם <i data-commentator=""Ba'er Hetev"" data-order=""14""></i>מכתה <i data-commentator=""Turei Zahav"" data-order=""9""></i><i data-commentator=""Siftei Kohen"" data-order=""19""></i><i data-commentator=""Pithei Teshuva"" data-order=""23""></i><i data-commentator=""Torat HaShlamim"" data-order=""17""></i>ואם דם מכתה <i data-commentator=""Ba'er Hetev"" data-order=""15""></i><i data-commentator=""Pithei Teshuva"" data-order=""24""></i>משונה מדם ראייתה אינן תולים בדם מכתה: <small>הגה <i data-commentator=""Siftei Kohen"" data-order=""20""></i><i data-commentator=""Beur HaGra"" data-order=""14""></i>וכל זה <i data-commentator=""Pithei Teshuva"" data-order=""25""></i>באשה שיש לה <i data-commentator=""Pithei Teshuva"" data-order=""26""></i>וסת קבוע ואז יכולין לתלות שלא בשעת וסתה במכתה <i data-commentator=""Turei Zahav"" data-order=""10""></i><i data-commentator=""Siftei Kohen"" data-order=""21""></i><i data-commentator=""Torat HaShlamim"" data-order=""18""></i>אע""פ <i data-commentator=""Torat HaShlamim"" data-order=""19""></i>שאינה יודעת בודאי שמכתה הוציאה <i data-commentator=""Ba'er Hetev"" data-order=""16""></i><i data-commentator=""Pithei Teshuva"" data-order=""27""></i>דם (כך משמע בפסקי מהרא""י סימן מ""ז ובהגהות ש""ד) <i data-commentator=""Siftei Kohen"" data-order=""22""></i><i data-commentator=""Beur HaGra"" data-order=""15""></i><i data-commentator=""Torat HaShlamim"" data-order=""20""></i>וכן אם <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""6""></i>אין לה וסת קבוע <i data-commentator=""Pithei Teshuva"" data-order=""28""></i>והוא ספק אם הדם בא מן המקור או מן הצדדין תלינן במכה מכח ספק ספיקא ספק <i data-commentator=""Torat HaShlamim"" data-order=""21""></i>מן הצדדים או מן המקור ואת""ל מן המקור שמא הוא מן המכה אבל אם ידוע שבא מן המקור אע""פ שיש לה מכה במקור אינה תולה במכה <i data-commentator=""Siftei Kohen"" data-order=""23""></i>אם אין לה וסת קבוע <i data-commentator=""Siftei Kohen"" data-order=""24""></i>אלא אם כן <i data-commentator=""Pithei Teshuva"" data-order=""29""></i>יודעת בודאי <i data-commentator=""Torat HaShlamim"" data-order=""22""></i>שמכתה מוציאה <i data-commentator=""Ba'er Hetev"" data-order=""17""></i><i data-commentator=""Pithei Teshuva"" data-order=""30""></i>דם (כן משמע במרדכי ה""נ ובהג""מ פי""א דא""ב ועיין ס""ק כ""ב) <i data-commentator=""Siftei Kohen"" data-order=""25""></i><i data-commentator=""Beur HaGra"" data-order=""16""></i>ומ""מ <i data-commentator=""Pithei Teshuva"" data-order=""31""></i>בשעת <i data-commentator=""Ba'er Hetev"" data-order=""18""></i>וסתה <i data-commentator=""Pithei Teshuva"" data-order=""32""></i>או מל' יום לל' יום <i data-commentator=""Siftei Kohen"" data-order=""26""></i><i data-commentator=""Pithei Teshuva"" data-order=""33""></i><i data-commentator=""Torat HaShlamim"" data-order=""23""></i>אינה תולה <i data-commentator=""Ba'er Hetev"" data-order=""19""></i>במכתה <i data-commentator=""Torat HaShlamim"" data-order=""24""></i>דאל""כ לא תטמא לעולם (ג""ז שם ובב""י בשם סמ""ג וסמ""ק) <i data-commentator=""Siftei Kohen"" data-order=""27""></i><i data-commentator=""Beur HaGra"" data-order=""17""></i>וכתמים תולה בה <i data-commentator=""Pithei Teshuva"" data-order=""34""></i>בכל <i data-commentator=""Ba'er Hetev"" data-order=""20""></i>ענין (במרדכי):</small>"
"Shulchan Arukh, Yoreh De'ah 187:6","<i data-commentator=""Be'er HaGolah"" data-order=""9""></i><i data-commentator=""Pithei Teshuva"" data-order=""35""></i>נאמנת אשה לומר מכה יש לי באותו מקום <i data-commentator=""Turei Zahav"" data-order=""11""></i>שהדם יוצא ממנה <i data-commentator=""Torat HaShlamim"" data-order=""25""></i><small>(וכן אם <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""7""></i>אומרת <i data-commentator=""Pithei Teshuva"" data-order=""36""></i>ברי לי שאין דם זה בא מן המקור נאמנת וטהורה (מהרי""ו סימן כ""ה):</small>"
"Shulchan Arukh, Yoreh De'ah 187:7","<i data-commentator=""Turei Zahav"" data-order=""12""></i><i data-commentator=""Beur HaGra"" data-order=""18""></i><i data-commentator=""Be'er HaGolah"" data-order=""10""></i>אם <i data-commentator=""Pithei Teshuva"" data-order=""37""></i>כל זמן שהיא בודקת בכל החורים והסדקים אינה מוצאת כתמים כי אם במקום אחד בצדדין <i data-commentator=""Torat HaShlamim"" data-order=""26""></i>יש לתלות <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""8""></i>שממכה שבאותו צד בא <i data-commentator=""Beur HaGra"" data-order=""19""></i>וכל שכן אם מרגשת בשעת בדיקה כשנוגעת בצד המקום ההוא כואב לה קצת ובשאר חורין וסדקים אינה מרגשת כאב כלל:"
