Index Title,Genesis
Genesis 9:27,"May God enlarge<sup>*</sup><sup>*</sup><i class=""footnote""><b>enlarge </b>Heb. yapht, play on Heb. yepheth “Japheth.”</i> Japheth,<br>And let him dwell in the tents of Shem;<br>And let Canaan be a slave to them.”"
Genesis 9:28,Noah lived after the Flood 350 years.
Genesis 9:29,And all the days of Noah came to 950 years; then he died.
Genesis 10:1,"These are the lines of Shem, Ham, and Japheth, the sons of Noah: sons were born to them after the Flood."
Genesis 10:2,"The descendants of Japheth: Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras."
Genesis 10:3,"The descendants of Gomer: Ashkenaz, Riphath, and Togarmah."
Genesis 10:4,"The descendants of Javan: Elishah and Tarshish, the Kittim and the Dodanim.<sup>*</sup><sup>*</sup><i class=""footnote""><b>Dodanim </b>Septuagint and 1 Chron. 1.7 “Rodanim.”</i> "
Genesis 10:5,"From these the maritime nations branched out. [These are the descendants of Japheth]<sup>*</sup><sup>*</sup><i class=""footnote""><b>[These are the descendants of Japheth] </b>Cf. vv. 20 and 31.</i> by their lands—each with its language—their clans and their nations."
Genesis 10:6,"The descendants of Ham: Cush, Mizraim, Put, and Canaan."
Genesis 10:7,"The descendants of Cush: Seba, Havilah, Sabtah, Raamah, and Sabteca. The descendants of Raamah: Sheba and Dedan."
Genesis 10:8,"Cush also begot Nimrod, who was the first mighty figure on earth."
Genesis 10:9,"He was a mighty hunter by the grace of יהוה; hence the saying, “Like Nimrod a mighty hunter by the grace of יהוה.”"
Genesis 10:10,"The mainstays of his kingdom were Babylon, Erech, Accad, and Calneh<sup>*</sup><sup>*</sup><i class=""footnote""><b>and Calneh </b>Heb. we-khalneh, better vocalized we-khullanah “all of them being.”</i> in the land of Shinar."
Genesis 10:11,"From that land Asshur went forth and built Nineveh, Rehoboth-ir, Calah,"
Genesis 10:12,"and Resen between Nineveh and Calah, that is the great city."
Genesis 10:13,"And Mizraim begot the Ludim, the Anamim, the Lehabim, the Naphtuhim,"
Genesis 10:14,"the Pathrusim, the Casluhim, and the Caphtorim,<sup>*</sup><sup>*</sup><i class=""footnote""><b>Caphtorim </b>I.e., the Cretans; moved up for the sake of clarity; cf. Amos 9.7.</i> whence the Philistines came forth."
Genesis 10:15,"Canaan begot Sidon, his first-born, and Heth;"
Genesis 10:16,"and the Jebusites, the Amorites, the Girgashites,"
Genesis 10:17,"the Hivites, the Arkites, the Sinites,"
Genesis 10:18,"the Arvadites, the Zemarites, and the Hamathites. Afterward the clans of the Canaanites spread out."
Genesis 10:19,"(The [original] Canaanite territory extended from Sidon as far as Gerar, near Gaza, and as far as Sodom, Gomorrah, Admah, and Zeboiim, near Lasha.)"
Genesis 10:20,"These are the descendants of Ham, according to their clans and languages, by their lands and nations."
Genesis 10:21,"Sons were also born to Shem, ancestor of all the descendants of Eber and older brother of Japheth."
Genesis 10:22,"The descendants of Shem: Elam, Asshur, Arpachshad, Lud, and Aram."
Genesis 10:23,"The descendants of Aram: Uz, Hul, Gether, and Mash."
Genesis 10:24,"Arpachshad begot Shelah, and Shelah begot Eber."
Genesis 10:25,"Two sons were born to Eber: the name of the first was Peleg, for in his days the earth was divided;<sup>*</sup><sup>*</sup><i class=""footnote""><b>divided </b>Heb. niphlegah, play on “Peleg.”</i> and the name of his brother was Joktan."
Genesis 10:26,"Joktan begot Almodad, Sheleph, Hazarmaveth, Jerah,"
Genesis 10:27,"Hadoram, Uzal, Diklah,"
Genesis 10:28,"Obal, Abimael, Sheba,"
Genesis 10:29,"Ophir, Havilah, and Jobab; all these were the descendants of Joktan."
Genesis 10:30,"Their settlements extended from Mesha as far as Sephar, the hill country to the east."
Genesis 10:31,"These are the descendants of Shem according to their clans and languages, by their lands, according to their nations."
Genesis 10:32,"These are the groupings of Noah’s descendants, according to their origins, by their nations; and from these the nations branched out over the earth after the Flood."
Genesis 11:1,Everyone on earth had the same language and the same words.
Genesis 11:2,"And as they migrated from the east, they came upon a valley in the land of Shinar and settled there."
Genesis 11:3,"They said to one another, “Come, let us make bricks and burn them hard.”—Brick served them as stone, and bitumen served them as mortar.—"
Genesis 11:4,"And they said, “Come, let us build us a city, and a tower with its top in the sky, to make a name for ourselves; else we shall be scattered all over the world.”"
Genesis 11:5," יהוה came down to look at the city and tower that humanity had built,"
Genesis 11:6,"and יהוה said, “If, as one people with one language for all, this is how they have begun to act, then nothing that they may propose to do will be out of their reach."
Genesis 11:7,"Let us, then, go down and confound their speech there, so that they shall not understand one another’s speech.”"
Genesis 11:8,Thus יהוה scattered them from there over the face of the whole earth; and they stopped building the city.
Genesis 11:9,"That is why it was called Babel,<sup>*</sup><sup>*</sup><i class=""footnote""><b>Babel </b>I.e., “Babylon.”</i> because there יהוה confounded<sup>*</sup><sup>*</sup><i class=""footnote""><b>confounded </b>Heb. balal “confound,” play on “Babel.”</i> the speech of the whole earth; and from there יהוה scattered them over the face of the whole earth."
Genesis 11:10,"This is the line of Shem. Shem was 100 years old when he begot Arpachshad, two years after the Flood."
Genesis 11:11,"After the birth of<sup>*</sup><sup>*</sup><i class=""footnote""><b>After the birth of </b>Lit. “After he begot,” and so through v. 25.</i> Arpachshad, Shem lived 500 years and begot sons and daughters."
Genesis 11:12,"When Arpachshad had lived 35 years, he begot Shelah."
Genesis 11:13,"After the birth of Shelah, Arpachshad lived 403 years and begot sons and daughters."
Genesis 11:14,"When Shelah had lived 30 years, he begot Eber."
Genesis 11:15,"After the birth of Eber, Shelah lived 403 years and begot sons and daughters."
Genesis 11:16,"When Eber had lived 34 years, he begot Peleg."
Genesis 11:17,"After the birth of Peleg, Eber lived 430 years and begot sons and daughters."
Genesis 11:18,"When Peleg had lived 30 years, he begot Reu."
Genesis 11:19,"After the birth of Reu, Peleg lived 209 years and begot sons and daughters."
Genesis 11:20,"When Reu had lived 32 years, he begot Serug."
Genesis 11:21,"After the birth of Serug, Reu lived 207 years and begot sons and daughters."
Genesis 11:22,"When Serug had lived 30 years, he begot Nahor."
Genesis 11:23,"After the birth of Nahor, Serug lived 200 years and begot sons and daughters."
Genesis 11:24,"When Nahor had lived 29 years, he begot Terah."
Genesis 11:25,"After the birth of Terah, Nahor lived 119 years and begot sons and daughters."
Genesis 11:26,"When Terah had lived 70 years, he begot Abram, Nahor, and Haran."
Genesis 11:27,"Now this is the line of Terah: Terah begot Abram, Nahor, and Haran; and Haran begot Lot."
Genesis 11:28,"Haran died in the lifetime of his father Terah, in his native land, Ur of the Chaldeans."
Genesis 11:29,"Abram and Nahor took wives for themselves, the name of Abram’s wife being Sarai and that of Nahor’s wife Milcah, the daughter of Haran, the father of Milcah and Iscah."
Genesis 11:30,"Now Sarai was barren, she had no child."
Genesis 11:31,"Terah took his son Abram, his grandson Lot the son of Haran, and his daughter-in-law Sarai, the wife of his son Abram, and they set out together from Ur of the Chaldeans for the land of Canaan; but when they had come as far as Haran, they settled there."
Genesis 11:32,The days of Terah came to 205 years; and Terah died in Haran.
Genesis 12:1," יהוה said to Abram, “Go forth from your native land and from your father’s house to the land that I will show you.<br>"
Genesis 12:2,"I will make of you a great nation,<br>And I will bless you;<br>I will make your name great,<br>And you shall be a blessing.<sup>*</sup><sup>*</sup><i class=""footnote""><b>a blessing </b>I.e., a standard by which blessing is invoked; cf. v. 3 end.</i> <br>"
Genesis 12:3,I will bless those who bless you<br>And curse the one who curses you;<br>And all the families of the earth<br>Shall bless themselves by you.”
Genesis 12:4,"Abram went forth as יהוה had commanded him, and Lot went with him. Abram was seventy-five years old when he left Haran."
Genesis 12:5,"Abram took his wife Sarai and his brother’s son Lot, and all the wealth that they had amassed, and the persons that they had acquired in Haran; and they set out for the land of Canaan. When they arrived in the land of Canaan,"
Genesis 12:6,"Abram passed through the land as far as the site of Shechem, at the terebinth of Moreh. The Canaanites were then in the land."
Genesis 12:7,"יהוה appeared to Abram and said, “I will assign this land to your offspring.” And he built an altar there to יהוה who had appeared to him."
Genesis 12:8,"From there he moved on to the hill country east of Bethel and pitched his tent, with Bethel on the west and Ai on the east; and he built there an altar to יהוה and invoked יהוה by name."
Genesis 12:9,Then Abram journeyed by stages toward the Negeb.
Genesis 12:10,"There was a famine in the land, and Abram went down to Egypt to sojourn there, for the famine was severe in the land."
