Index Title,Jerusalem Talmud Shekalim NEW
Jerusalem Talmud Shekalim 2:3:2,שאביא מהן שקלי שוין שהמותר חולין אלו לחטאתי שוין שהמותר נדבה שאביא מהן חטאתי שוין שהמותר חולין
Jerusalem Talmud Shekalim 2:3:3,אמר רבי שמעון מה בין שקלים לחטאת אלא של שקלים יש להן קצבה ולחטאת אין לה קצבה
Jerusalem Talmud Shekalim 2:3:4,רבי יהודה אומר אף לשקלים אין להן קצבה שכשעלו ישראל מן הגולה היו שוקלין דרכונות חזרו לשקול סלעים חזרו לשקול טבעין ביקשו לשקול דינרין ולא קבלו מהן
Jerusalem Talmud Shekalim 2:3:5,אמר רבי שמעון אף על פי כן יד כולן שוה אבל חטאת זה מביא בסלע וזה מביא בשתים וזה מביא בשלש
Jerusalem Talmud Shekalim 2:3:6,<strong>גמ׳</strong> המכנס וכו׳ רבי יוסי בשם רבי לעזר מה פליגין במכנס פרוטרוט
Jerusalem Talmud Shekalim 2:3:7,אבל באומר אלו לשקלי כל עמא מודיי שהמותרן נדבה
Jerusalem Talmud Shekalim 2:3:8,רבי חייא ורבי ביבא בשם רבי לעזר מה פליגין במכנס פרוטרוט אבל באומר אלו לשקלי כולי עלמא מודיי שהמותרן חולין
Jerusalem Talmud Shekalim 2:3:9,אמר רבי חייא מתניתא מסייעא לרבי ביבי דתנן אמר רבי שמעון מה בין שקלים לחטאת אלא שהשקלים יש להן קצבה ולחטאת אין לה קצבה מה אנן קיימין אם באומר שאביא מהן שקלי כל עמא מודיי שהמותרן חולין אם באומר שאביא מהן חטאתי כל עמא מודיי שהמותר חולין
Jerusalem Talmud Shekalim 2:3:10,אלא כן אנן קיימין באומר אלו לשקלי שקלים על ידי שקצבתן מן התורה מותרן חולין חטאת על ידי שאין קצבתן מן התורה מותרן נדבה
Jerusalem Talmud Shekalim 2:3:11,מה עבד לה רבי יוסי בשם רבי אליעזר פתר לה במכנס פרוטרוט וכבית הלל
Jerusalem Talmud Shekalim 2:3:12,והא תנינן מותר שקלים חולין פתר לה במכנס פרוטרוט וכבית הלל
Jerusalem Talmud Shekalim 2:3:13,המפריש שקלו וסבר שהוא חייב ונמצא שאינו חייב לא קדש המפריש שנים וסבר שהוא חייב שנים ונמצא שאינו חייב אלא אחד אותו השני מה את עביד ליה
Jerusalem Talmud Shekalim 2:3:14,נשמענה מן הדא הפריש חטאתו וסבר שהוא חייב ונמצא שאינו חייב לא קדשה הפריש שתים וסבר שהוא חייב שתים ונמצא שאינו חייב אלא אחת אותה שניה מה את עבד לה
Jerusalem Talmud Shekalim 2:3:15,אלא רועה הכי נמי אלו לנדבה
Jerusalem Talmud Shekalim 2:3:16,וכא היאך אומר אתה אלו
Jerusalem Talmud Shekalim 2:3:17,רבי יודא אומר כו׳ דרכונות דינרין חזרו לשקול סלעין כשמוען חזרו לשקול טבעין פלגי סלעין בקשו לשקול דינרין קרטין
Jerusalem Talmud Shekalim 2:3:18,ולא קבלו עליהן מן הדא והעמדנו עלינו מצות לתת שלישית השקל בשנה לעבודת בית אלהינו
Jerusalem Talmud Shekalim 2:3:19,רבי חלקיה בשם רבי אחא מכאן שצריך אדם לשלש שקלו שלש פעמים בשנה מכאן שאין מטריחין על הציבור יותר משלש פעמים בשנה אמר רבי אבין מכאן לשלש סאין מכאן לשלש קופות מכאן לשלש הפרשות
Jerusalem Talmud Shekalim 2:3:20,כתיב זה יתנו כל העובר על הפקודים רבי יהודה ורבי נחמיה חד אמר לפי שחטאו במחצית היום יתנו מחצית השקל וחד אמר לפי שחטאו בשש שעות ביום יתנו מחצית השקל דעבד שיתא גרמסין
Jerusalem Talmud Shekalim 2:3:21,רבי יהושע בי רבי נחמיה בשם רבן יוחנן בן זכאי לפי שעברו על עשרת הדברות יהיה נותן כל אחד ואחד עשרה גרה
Jerusalem Talmud Shekalim 2:3:22,רבי ברכיה רבי לוי בשם רבי שמעון בן לקיש לפי שמכרו בכורה של רחל בעשרים כסף יהיה כל אחד ואחד פודה את בנו בכורו בעשרים כסף
Jerusalem Talmud Shekalim 2:3:23,רבי פנחס בשם רבי לוי לפי שמכרו בכורה של רחל בעשרים כסף ונפל לכל אחד ואחד מהם טבעה לפיכך יהיה כל אחד ואחד נותן שקלו טבעה
Jerusalem Talmud Shekalim 2:4:1,"<sup><b>[דף ו:]</b></sup> <strong>הלכה ד <big>מתני׳</big></strong> מותר שקלים חולין. מותר עשירית האיפה, מותר קני זבין, קני זבות, וקני יולדות, חטאת ואשמות – מותרן נדבה."
Jerusalem Talmud Shekalim 2:4:2,זה הכלל כל שהוא בא לשם חטאת ומשום אשמה מותרן נדבה מותר עולה לעולה מותר מנחה למנחה מותר שלמים לשלמים
Jerusalem Talmud Shekalim 2:4:3,מותר הפסח לשלמים מותר נזירים לנזירים מותר נזיר לנדבה
Jerusalem Talmud Shekalim 2:4:4,<strong>גמ׳</strong> אמר רבי יוסי עד דאנא תמן שמעית קל רב יהודה שאל לשמואל הפריש שקלו ומת אמר ליה יפלו לנדבה מותר עשירית האיפה שלו רבי יוחנן אמר יוליכם לים המלח רבי לעזר אמר יפלו לנדבה
Jerusalem Talmud Shekalim 2:4:5,מתניתא פליגא על רבי יוחנן מותר שקלים חולין מותר עשירית האיפה מותר קני זבים וקני זבות מותר קני יולדות חטאות ואשמות מותרן נדבה
Jerusalem Talmud Shekalim 2:4:6,מה עבד לה רבי יוחנן פתר לה מותר עשירית האיפה של מנחת חוטא של כל ישראל
Jerusalem Talmud Shekalim 2:4:7,רבי יוסי אמר על דא עליל אבא בר בא דאינון אמרין מנין שהפסח משתנה לשם שלמים תלמוד לומר ואם מן הצאן קרבנו לזבח שלמים כל שהוא מן הצאן בא שלמים
Jerusalem Talmud Shekalim 2:4:8,היתיבון הרי עולה מן הצאן דבר שאינו בא אלא מן הצאן יצאת עולה שהיא באה אפילו מן הבקר
Jerusalem Talmud Shekalim 2:4:9,היתיבון הרי אשם אמר רבי בון בר כהנא מן הצאן דבר שהוא בא מכל הצאן יצא אשם שאינו בא אלא מן האילים בלבד
Jerusalem Talmud Shekalim 2:4:10,בכל אתר את אמר מן למעט וכאן את מר מן לרבות אמר רבי מנא הכי נמי מן למעט מיעוט שאינו בא בן שתי שנים מיעוט שאינו בא נקיבה
Jerusalem Talmud Shekalim 2:4:11,וגבי אשם נמי מן למעט הוא שאינו בא אלא מן האילים בלבד
Jerusalem Talmud Shekalim 2:4:12,היתיבון והכתיב ואם מן הצאן קרבנו מן הכבשים או מן העזים לעולה מעתה מותר הפסח בא עולה
Jerusalem Talmud Shekalim 2:4:13,אמר רבי אבון משנין דבר שהוא לאכילה לדבר שהוא לאכילה ואין משנין דבר שהוא לאכילה לדבר שאינו לאכילה אמר רבי יוסי בר רבי בון משנין קדשים קלים לשם קדשים קלים ואין משנין קדשים קלים לשם קדשי קדשים
Jerusalem Talmud Shekalim 2:4:14,רבי יוחנן אמר על דא עליל רבי חנינא דאינון אמרין אין הפסח משתנה לשם שלמים אלא אם כן שחטו לשם שלמים ואני אומר אפילו שחטו לשם עולה
Jerusalem Talmud Shekalim 2:4:15,אמר רבי אילא טעמא דרבי יוחנן אם מן הצאן קרבנו לזבח שלמים כל שהוא זבח בא שלמים
Jerusalem Talmud Shekalim 2:4:16,ומשתנה למחשבת פסול
Jerusalem Talmud Shekalim 2:4:17,היך עבידא שחטה לשם עולה על מנת לזרוק דמה למחר מכל מקום פסול הוא
Jerusalem Talmud Shekalim 2:4:18,אין תימר משתנה למחשבת פסול פיגול אין תימר אין משתנה למחשבת פסול פיגול
Jerusalem Talmud Shekalim 2:4:19,לשמו ושלא לשמו בשאר ימות השנה
Jerusalem Talmud Shekalim 2:4:20,רבי בון בר חייא בשם שמואל בר אבא מכיון שאין לו שם נעשו כשוחטו לשמו ושלא לשמו בשתיקה והוא כשר
Jerusalem Talmud Shekalim 2:4:21,אמר ליה אם כן הוא אפילו שחטו לשמו על מנת לזרוק דמו שלא לשמו יעשה משעה הראשונה כשוחטו לשמו ושלא לשמו בשתיקה ויהא כשר
Jerusalem Talmud Shekalim 2:4:22,אמר רבי אבא מרי מה נאמר בשתיקה כשר או נאמר בשתיקה פסול
Jerusalem Talmud Shekalim 2:4:23,מותר נזיר לנדבה רב חסדא <sup><b>[דף ז.]</b></sup> אמר והוא שקרבה חטאתו בסוף אבל אי קרבו שלמים בסוף מותרן שלמים
Jerusalem Talmud Shekalim 2:4:24,אמר רבי זעירא אפילו קרבו שלמים לבסוף הלכה אחת היא בנזיר שתהיה מותרה נדבה
Jerusalem Talmud Shekalim 2:4:25,מתניתא מסייעא לדין ומתניתא מסייעא לדין מתניתא מסייע לרבי זעירא אלו הן מעות סתומין כל שדמי חטאת מיתות מעורבות בהן ואפילו הפריש דמי חטאת מתוכה מעות סתומין הן
Jerusalem Talmud Shekalim 2:4:26,מתניתא מסייעא לרב חסדא אלו לחטאתי והשאר לשאר נזירותי ומת מועלין בכולן ואין מועלין במקצתן
Jerusalem Talmud Shekalim 2:4:27,ולא אמר אם מת יפלו לנדבה
Jerusalem Talmud Shekalim 2:4:28,רב חסדא אמר מותר לחמו של נזיר יורקב
Jerusalem Talmud Shekalim 2:4:29,אמר רבי יוסי ויאות להקריבו בפני עצמו אין את יכול שאין לך לחם קרב לעצמו להקריבו עם נזירות אחרת אין את יכול שאין לך נזירות באה בלא לחם לפום כן צריך מימר מותר לחמו של נזיר יורקב
Jerusalem Talmud Shekalim 2:4:30,סברין מימר הוא לחמו הוא מותר נסכיו אמר רבי יוסי בר רבי בון מותר נסכיו קדשי קדשים אינון ויפלו לנדבה
Jerusalem Talmud Shekalim 2:4:31,על דעתיה דרבי יוסי בר רבי בון שמואל אליבא דרב חסדא במותר נסכים רב חסדא ורבי אלעזר שלשתן אמרו דבר אחד
Jerusalem Talmud Shekalim 2:4:32,רב חסדא אהן דאמרן
Jerusalem Talmud Shekalim 2:4:33,שמואל דאמר רבי יוסי עד דאנא תמן שמעית קל רבי יהודה שאיל לשמואל הפריש שקלו ומת אמר ליה יפלו לנדבה
Jerusalem Talmud Shekalim 2:4:34,רבי אלעזר אומר מותר עשירית האיפה שלו רבי יוחנן אמר יוליכם לים המלח רבי אלעזר אומר יפלו לנדבה
Jerusalem Talmud Shekalim 2:5:1,"<strong>הלכה ה <big>מתני׳</big></strong> מותר שבוים – לשבויים, מותר שבוי – לאותו שבוי. מותר עניים – לעניים, מותר עני – לאותו עני. מותר המתים – למתים, מותר המת – ליורשיו. רבי מאיר אומר: מותר המת יהא מונח עד שיבא אליהו. רבי נתן אומר: מותר המת בונין לו נפש על קברו."
Jerusalem Talmud Shekalim 2:5:2,<strong>גמ׳</strong> גבו לו בחזקת שאין לו ונמצא שיש לו רבי ירמיה סבר מימר מותר המת ליורשיו
Jerusalem Talmud Shekalim 2:5:3,אמר ליה רבי אידי דחוטרא הגע עצמך דלא כוונן אלא ליה אמר ליה אנא לא אמרית את מנן לך
Jerusalem Talmud Shekalim 2:5:4,תני בשם רבי נתן מותר המת יבנה לו נפש על קברו ויעשה לו זילוף על גבי מטתו
Jerusalem Talmud Shekalim 2:5:5,תני אין פודין שבוי בשבוי ואין גובין טלית בטלית ואין ממחין ביד פרנסים לכך
Jerusalem Talmud Shekalim 2:5:6,תני רבן שמעון בן גמליאל אומר אין עושין נפשות לצדיקים דבריהם הן הן זכרונן
Jerusalem Talmud Shekalim 2:5:7,רבי יוחנן הוה מסמיך ואזל עאל רבי חייא בר אבא והיה רבי אליעזר חמי ליה ומטמר ליה מקמיה ואמר הלין תרתי מלייהו הדין בבלאה עביד ביה חדא דלא שאיל בשלומיה וחדא מיטמר אמר ליה רבי יעקב בר אידי כך נהיגין גבהון דזעירא לא שאיל בשלומיה דרבה דאינון נהגון ומקיימין ראוני נערים ונחבאו וישישים קמו עמדו
