mishnah_ref|german_text|hebrew_text|is_one_to_one|flagged_for_manual|flag_msg|list_rn
Mishnah Berakhot 3:5|<sup>v</sup> <b>W</b>ENN JEMAND BEIM BETEN STEHT UND SICH ERINNERT DASS ER SAMENERGUSSBEHAFTET IST SO BRECHE ER DAS GEBET NICHT AB SONDERN KÜRZE ES. WER ZUM REINIGUNGSBADE HINABGESTIEGEN IST MUSS FALLS ER NOCH VOR SONNENAUFGANG HERAUFSTEIGEN SICH ANKLEIDEN UND DAS ŠEMA͑ LESEN KANN HERAUFSTEIGEN SICH ANKLEIDEN UND LESEN WENN ABER NICHT SO BEDECKE ER SICH MIT DEM WASSER UND LESE. MAN BEDECKE SICH ABER NICHT MIT SCHMUTZIGEM WASSER NOCH MIT EINWEICHWASSER ES SEI DENN MAN HAT FRISCHES WASSER HINZUGEGOSSEN. WIE WEIT ENTFERNE MAN SICH HIERVON UND VOM KOT? – VIER ELLEN.|הָיָה עוֹמֵד בַּתְּפִלָּה, וְנִזְכַּר שֶׁהוּא בַעַל קְרִי, לֹא יַפְסִיק, אֶלָּא יְקַצֵּר. יָרַד לִטְבֹּל, אִם יָכוֹל לַעֲלוֹת וּלְהִתְכַּסּוֹת וְלִקְרוֹת עַד שֶׁלֹּא תָנֵץ הַחַמָּה, יַעֲלֶה וְיִתְכַּסֶּה וְיִקְרָא. וְאִם לָאו, יִתְכַּסֶּה בַמַּיִם וְיִקְרָא. אֲבָל לֹא יִתְכַּסֶּה, לֹא בַמַּיִם הָרָעִים וְלֹא בְמֵי הַמִּשְׁרָה, עַד שֶׁיַּטִּיל לְתוֹכָן מָיִם. וְכַמָּה יַרְחִיק מֵהֶם וּמִן הַצּוֹאָה, אַרְבַּע אַמּוֹת: |True|False||['v']
Mishnah Berakhot 3:6|<sup>vi</sup> <b>D</b>ER FLUSSBEHAFTETE DER SAMENERGUSS HATTE DIE MENSTRUIERENDE DIE SAMEN AUSGESTOSSEN UND DIE BEI DER BEGATTUNG MONATSBLUTUNG GEMERKT BENÖTIGEN DES REINIGUNGSBADES. R. JEHUDA BEFREIT SIE DAVON.|זָב שֶׁרָאָה קְרִי, וְנִדָּה שֶׁפָּלְטָה שִׁכְבַת זֶרַע, וְהַמְשַׁמֶּשֶׁת שֶׁרָאֲתָה נִדָּה, צְרִיכִין טְבִילָה, וְרַבִּי יְהוּדָה פּוֹטֵר: |True|False||['vi']
Mishnah Berakhot 4:1|<sup>i</sup> <b>D</b>AS MORGENGEBET HAT ZEIT BIS MITTAG; R. JEHUDA SAGT BIS VIER STUNDEN. DAS VESPERGEBET HAT ZEIT BIS ZUM ABEND; R. JEHUDA SAGT BIS ZUR VESPERHÄLFTE. DAS ABENDGEBET HAT KEINE FESTGESETZTE ZEIT. DAS ZUSATZGEBET HAT ZEIT DEN GANZEN TAG; R. JEHUDA SAGT BIS SIEBEN STUNDEN.|תְּפִלַּת הַשַּׁחַר, עַד חֲצוֹת. רַבִּי יְהוּדָה אוֹמֵר, עַד אַרְבַּע שָׁעוֹת. תְּפִלַּת הַמִּנְחָה עַד הָעֶרֶב. רַבִּי יְהוּדָה אוֹמֵר, עַד פְּלַג הַמִּנְחָה. תְּפִלַּת הָעֶרֶב אֵין לָהּ קֶבַע. וְשֶׁל מוּסָפִין כָּל הַיּוֹם. רַבִּי יְהוּדָה אוֹמֵר, עַד שֶׁבַע שָׁעוֹת: |True|False||['i']
Mishnah Berakhot 4:2|<sup>ii</sup> <b>R.</b> NEḤUNJA B. HAQANA PFLEGTE BEI SEINEM EINTRETEN IN DAS LEHRHAUS UND BEI SEINEM HERAUSGEHEN EIN KURZES GEBET ZU VERRICHTEN. SIE FRAGTEN IHN: WELCHE BEWANDTNIS HAT ES MIT DIESEM GEBETE? ER ERWIDERTE IHNEN: BEI MEINEM EINTRETEN BETE ICH DASS SICH DURCH MICH KEIN ANSTOSS EREIGNE BEI MEINEM HERAUSGEHEN STATTE ICH DANK AB FÜR MEIN LOS.|רַבִּי נְחוּנְיָא בֶּן הַקָּנָה הָיָה מִתְפַּלֵּל בִּכְנִיסָתוֹ לְבֵית הַמִּדְרָשׁ וּבִיצִיאָתוֹ תְּפִלָּה קְצָרָה. אָמְרוּ לוֹ, מַה מָּקוֹם לִתְפִלָּה זוֹ. אָמַר לָהֶם, בִּכְנִיסָתִי אֲנִי מִתְפַּלֵּל שֶׁלֹּא תֶאֱרַע תַּקָלָה עַל יָדִי, וּבִיצִיאָתִי אֲנִי נוֹתֵן הוֹדָיָה עַל חֶלְקִי: |True|False||['ii']
Mishnah Berakhot 4:3|<sup>iii</sup> <b>R.</b> GAMLIÉL SAGT MAN BETE JEDEN TAG DAS ACHTZEHNGEBET; R. JEHOŠUA͑ SAGT DEN AUSZUG DES ACHTZEHNGEBETES; R. A͑QIBA SAGT IST EINEM DAS GEBET IM MUNDE GELÄUFIG SO BETE ER DAS ACHTZEHNGEBET WENN NICHT SO BETE ER DEN AUSZUG DES ACHTZEHNGEBETES. R. ELIE͑ZER SAGTE: WER SEIN GEBET ALS ETWAS OBLIGATORISCHES BETRACHTET DESSEN GEBET IST KEIN FLEHEN. R. JEHOŠUA͑ SAGTE: WER AN EINEM ORTE DER GEFAHR GEHT BETE EIN KURZES GEBET ER SPRECHE: HILF O HERR DEINEM VOLKE DEM ÜBERRESTE JISRAÉLS; MÖGEN IHRE BEDÜRFNISSE AUF ALLEN SCHEIDEWEGEN DIR GEGENWÄRTIG SEIN. GEPRIESEN SEIST DU O HERR DER DU DAS GEBET ERHÖREST. <sup>v</sup> WER AUF EINEM ESEL REITET STEIGE AB UND BETE; KANN ER NICHT ABSTEIGEN SO WENDE ER SEIN GESICHT GEN JERUŠALEM; KANN ER SEIN GESICHT NICHT WENDEN SO RICHTE ER SEINEN SINN AUF DAS ALLERHEILIGENHAUS. <sup>vi</sup> WER ZU SCHIFF ODER AUF EINEM FLOSSEREIST RICHTE SEINEN SINN AUF DAS ALLERHEILIGENHAUS.|רַבָּן גַּמְלִיאֵל אוֹמֵר, בְּכָל יוֹם מִתְפַּלֵּל אָדָם שְׁמֹנֶה עֶשְׂרֵה. רַבִּי יְהוֹשֻׁעַ אוֹמֵר, מֵעֵין שְׁמֹנֶה עֶשְׂרֵה. רַבִּי עֲקִיבָא אוֹמֵר, אִם שְׁגוּרָה תְפִלָּתוֹ בְּפִיו, יִתְפַּלֵּל שְׁמֹנֶה עֶשְׂרֵה. וְאִם לָאו, מֵעֵין שְׁמֹנֶה עֶשְׂרֵה: |True|True|Roman numeral mismatch|['iii', 'v', 'vi']
Mishnah Berakhot 4:4||רַבִּי אֱלִיעֶזֶר אוֹמֵר, הָעוֹשֶׂה תְפִלָּתוֹ קֶבַע, אֵין תְּפִלָּתוֹ תַּחֲנוּנִים. רַבִּי יְהוֹשֻׁעַ אוֹמֵר, הַמְהַלֵּךְ בִּמְקוֹם סַכָּנָה, מִתְפַּלֵּל תְּפִלָּה קְצָרָה. אוֹמֵר, הוֹשַׁע הַשֵּׁם אֶת עַמְּךָ אֶת שְׁאֵרִית יִשְׂרָאֵל, בְּכָל פָּרָשַׁת הָעִבּוּר יִהְיוּ צָרְכֵיהֶם לְפָנֶיךָ. בָּרוּךְ אַתָּה ה' שׁוֹמֵעַ תְּפִלָּה: |True|True|Roman numeral mismatch|['iii', 'v', 'vi']
Mishnah Berakhot 4:5||הָיָה רוֹכֵב עַל הַחֲמוֹר, יֵרֵד. וְאִם אֵינוֹ יָכוֹל לֵירֵד, יַחֲזִיר אֶת פָּנָיו, וְאִם אֵינוֹ יָכוֹל לְהַחֲזִיר אֶת פָּנָיו, יְכַוֵּן אֶת לִבּוֹ כְּנֶגֶד בֵּית קֹדֶשׁ הַקָּדָשִׁים: |True|True|Roman numeral mismatch|['iii', 'v', 'vi']
Mishnah Berakhot 4:6||הָיָה יוֹשֵׁב בִּסְפִינָה אוֹ בְקָרוֹן אוֹ בְאַסְדָּה, יְכַוֵּן אֶת לִבּוֹ כְּנֶגֶד בֵּית קֹדֶש הַקָּדָשִׁים: |True|True|Roman numeral mismatch|['iii', 'v', 'vi']
Mishnah Berakhot 4:7|<sup>vii</sup> R. ELEA͑ZAR B. A͑ZARJA SAGT DAS ZÜSATZGEBET SEI NUR FÜR DIE STADTGEMEINDE; DIE WEISEN SAGEN FÜR DIE STADTGEMEINDE AUCH WO KEINE STADTGEMEINDE. R. JEHUDA SAGT IN DESSEN NAMEN WO SICH EINE STADTGEMEINDE BEFINDET SEI DER EINZELNE VOM ZUSATZGEBETE BEFREIT.|רַבִּי אֶלְעָזָר בֶּן עֲזַרְיָה אוֹמֵר, אֵין תְּפִלַּת הַמּוּסָפִין אֶלָּא בְּחֶבֶר עִיר. וַחֲכָמִים אוֹמְרִים, בְּחֶבֶר עִיר וְשֶׁלֹּא בְחֶבֶר עִיר. רַבִּי יְהוּדָה אוֹמֵר מִשְּׁמוֹ, כָּל מָקוֹם שֶׁיֵּשׁ חֶבֶר עִיר, הַיָּחִיד פָּטוּר מִתְּפִלַּת הַמּוּסָפִין: |True|False||['vii']
Mishnah Berakhot 5:1|<sup>i</sup> <b>M</b>AN STELLE SICH ZUM BETEN NICHT ANDERS ALS MIT SCHWEREM ERNST. DIE FRÜHEREN FROMMEN PFLEGTEN EINE STUNDE ZU VERWEILEN UND DANN ZU BETEN UM ZUVOR IHR HERZ AUF IHREN VATER IM HIMMEL ZU RICHTEN. SELBST WENN EINEN DER KÖNIG GRÜSST ERWIDERE MAN IHM NICHT; SELBST WENN EINE SCHLANGE SICH UM SEINE FERSE WINDET UNTERBRECHE MAN NICHT.|אֵין עוֹמְדִין לְהִתְפַּלֵּל אֶלָּא מִתּוֹךְ כֹּבֶד רֹאשׁ. חֲסִידִים הָרִאשׁוֹנִים הָיוּ שׁוֹהִים שָׁעָה אַחַת וּמִתְפַּלְּלִים, כְּדֵי שֶׁיְּכַוְּנוּ אֶת לִבָּם לַמָּקוֹם. אֲפִלּוּ הַמֶּלֶךְ שׁוֹאֵל בִּשְׁלוֹמוֹ, לֹא יְשִׁיבֶנּוּ. וַאֲפִלּוּ נָחָשׁ כָּרוּךְ עַל עֲקֵבוֹ, לֹא יַפְסִיק: |True|False||['i']
Mishnah Berakhot 5:2|<sup>ii</sup> <b>M</b>AN ERWÄHNE DES REGENS IM AÜFERSTEHUNGSSEGEN DIE BITTE IM SEGEN ÜBER DAS JAHR UND DEN UNTERSCHEIDUNGSSEGEN IM SEGEN ‘DER ERKENNTNIS VERLEIHT’. R. A͑QIBA SAGT MAN LESE IHN ALS VIERTEN SEGENSSPRUCH BESONDERS; R. ELIE͑ZER SAGT IM DANKSEGEN.|מַזְכִּירִין גְּבוּרוֹת גְּשָׁמִים בִּתְחִיַּת הַמֵּתִים, וְשׁוֹאֲלִין הַגְּשָׁמִים בְּבִרְכַּת הַשָּׁנִים, וְהַבְדָּלָה בְּחוֹנֵן הַדָּעַת. רַבִּי עֲקִיבָא אוֹמֵר, אוֹמְרָהּ בְּרָכָה רְבִיעִית בִּפְנֵי עַצְמָהּ. רַבִּי אֱלִיעֶזֶר אוֹמֵר, בְּהוֹדָאָה: |True|False||['ii']
Mishnah Berakhot 5:3|<sup>iii</sup><b>W</b>ENN JEMAND SAGT: ‘BIS AUF DAS VOGELNEST ERSTRECKT SICH DEIN ERBARMEN’ ODER: ‘OB DES GUTEN SEI DEINES NAMENS GEDACHT’ ODER: ‘WIR DANKEN WIR DANKEN’|הָאוֹמֵר עַל קַן צִפּוֹר יַגִּיעוּ רַחֲמֶיךָ, וְעַל טוֹב יִזָּכֵר שְׁמֶךָ, מוֹדִים מוֹדִים, מְשַׁתְּקִין אוֹתוֹ. הָעוֹבֵר לִפְנֵי הַתֵּיבָה וְטָעָה, יַעֲבֹר אַחֵר תַּחְתָּיו, וְלֹא יְהֵא סָרְבָן בְּאוֹתָהּ שָׁעָה. מִנַּיִן הוּא מַתְחִיל, מִתְּחִלַּת הַבְּרָכָה שֶׁטָּעָה בָהּ: |True|False||['iii']
Mishnah Berakhot 5:4|<sup>iv</sup><b>S</b>AGT JEMAND ‘DIE GUTEN PREISEN DICH’ SO IST DIES HÄRESIE. WENN JEMAND VOR DAS VORBETERPULT TRITT UND SICH IRRT SO TRETE EIN ANDERER AN SEINER STELLE VOR; MAN LASSE SICH DABEI NICHT NÖTIGEN. WO BEGINNT DIESER? – VOM ANFANG DES SEGENSSPRUCHES BEI DEM JENER SICH GEIRRT HAT. WER VOR DEM VORBETERPULTE STEHT SAGE NICHT DAS AMEN NACH DEM SEGEN DER PRIESTER WEGEN DER VERWIRRUNG. IST KEIN ANDERER PRIESTER ANWESEND ALS ER SO ERHEBE ER SEINE HÄNDE NICHT; IST ER ABER SICHER DASS ER DIE HÄNDE ERHEBEN UND DAS GEBET FORTSETZEN KANN SO DARF ER DIES.|הָעוֹבֵר לִפְנֵי הַתֵּיבָה, לֹא יַעֲנֶה אַחַר הַכֹּהֲנִים אָמֵן, מִפְּנֵי הַטֵּרוּף. וְאִם אֵין שָׁם כֹּהֵן אֶלָּא הוּא, לֹא יִשָּׂא אֶת כַּפָּיו. וְאִם הַבְטָחָתוֹ שֶׁהוּא נוֹשֵׂא אֶת כַּפָּיו וְחוֹזֵר לִתְפִלָּתוֹ, רַשַּׁאי: |True|False||['iv']
Mishnah Berakhot 5:5|<sup>v</sup><b>W</b>ER BEIM BETEN SICH IRRT FÜR DEN IST ES EIN BÖSES ZEICHEN; GESCHIEHT ES DEM VORBETER SO IST DIES EIN BÖSES ZEICHEN FÜR SEINE AUFTRÄGER DENN DER BEAUFTRAGTE DES MENSCHEN GLEICHT DIESEM SELBER. MAN ERZÄHLT VON R. ḤANINA B. DOSA DASS ER WENN ER FÜR KRANKE BETETE ZU SAGEN PFLEGTE DIESER WERDE LEBEN JENER WERDE STERBEN. MAN FRAGTE IHN: WOHER WEISST DU DIES? ER ERWIDERTE: IST MIR MEIN GEBET IM MUNDE GELÄUFIG SO WEISS ICH DASS ES ANGENOMMEN WENN NICHT SO WEISS ICH DASS ES GEWIRRT WURDE.|הַמִּתְפַּלֵּל וְטָעָה, סִימָן רַע לוֹ. וְאִם שְׁלִיחַ צִבּוּר הוּא, סִימָן רַע לְשׁוֹלְחָיו, מִפְּנֵי שֶׁשְּׁלוּחוֹ שֶׁל אָדָם כְּמוֹתוֹ. אָמְרוּ עָלָיו עַל רַבִּי חֲנִינָא בֶן דּוֹסָא, כְּשֶׁהָיָה מִתְפַּלֵּל עַל הַחוֹלִים וְאוֹמֵר, זֶה חַי וְזֶה מֵת. אָמְרוּ לוֹ, מִנַּיִן אַתָּה יוֹדֵעַ. אָמַר לָהֶם, אִם שְׁגוּרָה תְפִלָּתִי בְּפִי, יוֹדֵעַ אֲנִי שֶׁהוּא מְקֻבָּל. וְאִם לָאו, יוֹדֵעַ אֲנִי שֶׁהוּא מְטֹרָף: |True|False||['v']
Mishnah Berakhot 6:1|<sup>i</sup><b>W</b>IE SPRECHE MAN DEN SEGEN ÜBER FRÜCHTE? ÜBER BAUMFRÜCHTE SPRECHE MAN ‘DER DIE BAUMFRUCHT ERSCHAFFT’ AUSGENOMMEN DER WEIN DENN ÜBER DEN WEIN SPRECHE MAN ‘DER DIE REBENFRUCHT ERSCHAFFT’. ÜBER BODENFRÜCHTE SPRECHE MAN ‘DER DIE BODENFRUCHT ERSCHAFFT’ AUSGENOMMEN DAS BROT DENN ÜBER DAS BROT SPRECHE MAN ‘DER BROT AUS DER ERDE HERVORBRINGT’. ÜBER KRÄUTER SPRECHE MAN ‘DER DIE BODENFRUCHT ERSCHAFFT’; R. JEHUDA SAGT MAN SPRECHE ‘DER ALLERLEI GRASARTEN ERSCHAFFT’.|כֵּיצַד מְבָרְכִין עַל הַפֵּרוֹת. עַל פֵּרוֹת הָאִילָן אוֹמֵר, בּוֹרֵא פְּרִי הָעֵץ, חוּץ מִן הַיַּיִן, שֶׁעַל הַיַּיִן אוֹמֵר בּוֹרֵא פְּרִי הַגָּפֶן. וְעַל פֵּרוֹת הָאָרֶץ אוֹמֵר בּוֹרֵא פְּרִי הָאֲדָמָה, חוּץ מִן הַפַּת, שֶׁעַל הַפַּת הוּא אוֹמֵר הַמּוֹצִיא לֶחֶם מִן הָאָרֶץ. וְעַל הַיְרָקוֹת אוֹמֵר בּוֹרֵא פְּרִי הָאֲדָמָה. רַבִּי יְהוּדָה אוֹמֵר, בּוֹרֵא מִינֵי דְשָׁאִים: |True|False||['i']
Mishnah Berakhot 6:2|<sup>ii</sup><b>H</b>AT JEMAND ÜBER BAUMFRÜCHTE ‘DER DIE BODENFRUCHT ERSCHAFFT’ GESPROCHEN SO HAT ER SEINER PFLICHT GENÜGT; WENN ÜBER BODENFRÜCHTE ‘DER DIE BAUMFRUCHT ERSCHAFFT’ SO HAT ER SEINER PFLICHT NICHT GENÜGT. BEI ALLEN ABER HAT MAN SEINER PFLICHT GENÜGT WENN MAN ‘ALLES ENTSTEHT DURCH SEIN WORT’ GESPROCHEN HAT.|בֵּרַךְ עַל פֵּרוֹת הָאִילָן בּוֹרֵא פְּרִי הָאֲדָמָה, יָצָא. וְעַל פֵּרוֹת הָאָרֶץ בּוֹרֵא פְּרִי הָעֵץ, לֹא יָצָא. עַל כֻּלָּם אִם אָמַר שֶׁהַכֹּל נִהְיָה, יָצָא: |True|False||['ii']
Mishnah Berakhot 6:3|<b>Ü</b>BER DAS WAS NICHT AUS DER ERDE WÄCHST SPRECHE MAN ‘ALLES ENTSTEHT DURCH SEIN WORT’. ÜBER DEN ESSIG ÜBER ABGEFALLENES UND ÜBER HEUSCHRECKEN SPRECHE MAN ‘ALLES ENTSTEHT DURCH SEIN WORT’. R. JEHUDA SAGT ÜBER ALLES WAS EINE ART FLUCH IST SPRECHE MAN KEINEN SEGEN. |עַל דָּבָר שֶׁאֵין גִּדּוּלוֹ מִן הָאָרֶץ אוֹמֵר שֶׁהַכֹּל. עַל הַחֹמֶץ וְעַל הַנּוֹבְלוֹת וְעַל הַגּוֹבַאי אוֹמֵר שֶׁהַכֹּל. עַל הֶחָלָב וְעַל הַגְּבִינָה וְעַל הַבֵּיצִים אוֹמֵר שֶׁהַכֹּל. רַבִּי יְהוּדָה אוֹמֵר, כָּל שֶׁהוּא מִין קְלָלָה אֵין מְבָרְכִין עָלָיו: |True|False||['iii', 'iv']
Mishnah Berakhot 6:4|WER MEHRERE ARTEN VOR SICH HAT SPRECHE WIE R. JEHUDA SAGT WENN DARUNTER EINE VON DEN SIEBEN ARTEN IST DEN SEGEN ÜBER DIESE; DIE WEISEN SAGEN ER SPRECHE DEN SEGEN ÜBER WELCHE ER WILL.|הָיוּ לְפָנָיו מִינִים הַרְבֵּה, רַבִּי יְהוּדָה אוֹמֵר, אִם יֵשׁ בֵּינֵיהֶם מִמִּין שִׁבְעָה, מְבָרֵךְ עָלָיו. וַחֲכָמִים אוֹמְרִים, מְבָרֵךְ עַל אֵיזֶה מֵהֶם שֶׁיִּרְצֶה: |True|False||['iii', 'iv']
Mishnah Berakhot 6:5|<b>H</b>AT MAN DEN SEGEN ÜBER DEN WEIN VOR DER MAHLZEIT GESPROCHEN SO ENTHEBT ER DEN WEIN NACH DER MAHLZEIT. HAT MAN DEN SEGEN ÜBER DEN ZUBISS VOR DER MAHLZEIT GESPROCHEN SO ENTHEBT ER DEN ZUBISS NACH DER MAHLZEIT. HAT MAN DEN SEGEN ÜBER DAS BROT GESPROCHEN SO ENTHEBT ER DEN ZUBISS WENN ÜBER DEN ZUBISS SO ENTHEBT ER DAS BROT NICHT; DIE SCHULE ŠAMMAJS SAGT AUCH NICHT DIE TOPFSPEISE. |בֵּרַךְ עַל הַיַּיִן שֶׁלִּפְנֵי הַמָּזוֹן, פָּטַר אֶת הַיַּיִן שֶׁלְּאַחַר הַמָּזוֹן. בֵּרַךְ עַל הַפַּרְפֶּרֶת שֶׁלִּפְנֵי הַמָּזוֹן, פָּטַר אֶת הַפַּרְפֶּרֶת שֶׁלְּאַחַר הַמָּזוֹן. בֵּרַךְ עַל הַפַּת, פָּטַר אֶת הַפַּרְפֶּרֶת. עַל הַפַּרְפֶּרֶת, לֹא פָטַר אֶת הַפָּת. בֵּית שַׁמַּאי אוֹמְרִים, אַף לֹא מַעֲשֵׂה קְדֵרָה: |True|False||['v', 'vi']
Mishnah Berakhot 6:6|SASSEN SIE BEI TISCH SO SPRECHE JEDER DEN SEGEN FÜR SICH LEHNTEN SIE SO SPRECHE EINER DEN SEGEN FÜR ALLE. WIRD IHNEN WEIN WÄHREND DER MAHLZEIT VORGESETZT SO SPRECHE JEDER DEN SEGEN FÜR SICH WENN NACH DER MAHLZEIT SO SPRECHE EINER FÜR ALLE. DERSELBE SPRECHE AUCH ÜBER DAS RÄUCHERWERK OBGLEICH MAN DAS RÄUCHERWERK ERST NACH DER MAHLZEIT ZU BRINGEN PFLEGT.|הָיוּ יוֹשְׁבִין לֶאֱכֹל, כָּל אֶחָד וְאֶחָד מְבָרֵךְ לְעַצְמוֹ. הֵסֵבּוּ, אֶחָד מְבָרֵךְ לְכֻלָּן. בָּא לָהֶם יַיִן בְּתוֹךְ הַמָּזוֹן, כָּל אֶחָד וְאֶחָד מְבָרֵךְ לְעַצְמוֹ. לְאַחַר הַמָּזוֹן, אֶחָד מְבָרֵךְ לְכֻלָּם. וְהוּא אוֹמֵר עַל הַמֻּגְמָר, אַף עַל פִּי שֶׁאֵין מְבִיאִין אֶת הַמֻּגְמָר אֶלָּא לְאַחַר הַסְּעֻדָּה: |True|False||['v', 'vi']
Mishnah Berakhot 6:7|<sup>vii</sup> <b>S</b>ETZT MAN EINEM ZUERST EINGESALZENES UND BROT DAZU VOR SO SPRECHE ER DEN SEGEN ÜBER DAS EINGESALZENE UND ER ENTHEBT DAS BROT DENN DAS BROT IST EINE ZUKOST. DIE REGEL HIERBEI IST: BEI EINER HAUPTSPEISE MIT ZUKOST SPRECHE MAN DEN SEGEN ÜBER DIE HAUPTSPEISE UND ER ENTHEBT DIE ZUKOST.|הֵבִיאוּ לְפָנָיו מָלִיחַ בַּתְּחִלָּה וּפַת עִמּוֹ, מְבָרֵךְ עַל הַמָּלִיחַ וּפוֹטֵר אֶת הַפַּת, שֶׁהַפַּת טְפֵלָה לוֹ. זֶה הַכְּלָל, כֹּל שֶׁהוּא עִקָּר וְעִמּוֹ טְפֵלָה, מְבָרֵךְ עַל הָעִקָּר וּפוֹטֵר אֶת הַטְּפֵלָה: |True|False||['vii']
Mishnah Berakhot 6:8|<sup>viii</sup><b>H</b>AT JEMAND WEINTRAUBEN FEIGEN UND GRANATÄPFEL GEGESSEN SO SPRECHE ER NACHHER DIE DREI SEGENSSPRÜCHE – SO R. GAMLIÉL; DIE WEISEN SAGEN DEN AUS DEN DREI GEZOGENEN SEGENSSPRUCH; R. A͑QIBA SAGT SELBST WENN JEMAND GEKOCHTE KRÄUTER GEGESSEN HAT DIES ABER SEINE MAHLZEIT IST SPRECHE ER DIE DREI SEGENSSPRÜCHE. WER DES DURSTES WEGEN WASSER TRINKT SPRECHE DEN SEGEN ‘ALLES ENTSTEHT DURCH SEIN WORT’; R. TRYPHON SAGT: ‘DER VIELE SEELEN UND IHRE BEDÜRFNISSE ERSCHAFFT’.|אָכַל תְּאֵנִים עֲנָבִים וְרִמּוֹנִים, מְבָרֵךְ אַחֲרֵיהֶן שָׁלשׁ בְּרָכוֹת, דִּבְרֵי רַבָּן גַּמְלִיאֵל. וַחֲכָמִים אוֹמְרִים, בְּרָכָה אַחַת מֵעֵין שָׁלשׁ. רַבִּי עֲקִיבָא אוֹמֵר, אֲפִלּוּ אָכַל שֶׁלֶק וְהוּא מְזוֹנוֹ, מְבָרֵךְ אַחֲרָיו שָׁלשׁ בְּרָכוֹת. הַשּׁוֹתֶה מַיִם לִצְמָאוֹ, אוֹמֵר שֶׁהַכֹּל נִהְיֶה בִּדְבָרוֹ. רַבִּי טַרְפוֹן אוֹמֵר, בּוֹרֵא נְפָשׁוֹת רַבּוֹת: |True|False||['viii']
Mishnah Berakhot 7:1|<b>W</b>ENN DREI ZUSAMMEN GESPEIST HABEN SO MÜSSEN SIE DEN TISCHSEGEN GEMEINSAM SPRECHEN. WER DEMAJ ODER DEN ERSTEN ZEHNTEN VON DEM DIE HEBE ABGESONDERT WURDE ODER DEN ZWEITEN ZEHNTEN UND HEILIGENGUT DIE AUSGEWEIHT WURDEN GEGESSEN HAT FERNER DER TISCHDIENER DER IM QUANTUM EINER OLIVE GEGESSEN HAT SOWIE EIN SAMARITANER WERDEN ZUM GEMEINSAMEN TISCHSEGEN MITGERECHNET. WER UNVERZEHNTETES ODER DEN ERSTEN ZEHNTEN VON DEM DIE HEBE NICHT ABGESONDERT WURDE ODER DEN ZWEITEN ZEHNTEN UND HEILIGENGUT DIE NICHT AUSGEWEIHT WURDEN FERNER DER TISCHDIENER DER WENIGER ALS IM QUANTUM EINER QLIVE GEGESSEN HAT SOWIE EIN FREMDLING WERDEN ZUM GEMEINSAMEN TISCHSEGEN NICHT MITGERECHNET. |שְׁלשָׁה שֶׁאָכְלוּ כְאֶחָד, חַיָּבִין לְזַמֵּן. אָכַל דְּמַאי, וּמַעֲשֵׂר רִאשׁוֹן שֶׁנִּטְּלָה תְרוּמָתוֹ, וּמַעֲשֵׂר שֵׁנִי וְהֶקְדֵּשׁ שֶׁנִּפְדּוּ, וְהַשַּׁמָּשׁ שֶׁאָכַל כַּזַּיִת, וְהַכּוּתִי, מְזַמְּנִין עֲלֵיהֶם. אֲבָל אָכַל טֶבֶל, וּמַעֲשֵׂר רִאשׁוֹן שֶׁלֹּא נִטְּלָה תְרוּמָתוֹ, וּמַעֲשֵׂר שֵׁנִי וְהֶקְדֵּשׁ שֶׁלֹּא נִפְדּוּ, וְהַשַּׁמָּשׁ שֶׁאָכַל פָּחוֹת מִכַּזַּיִת, וְהַנָּכְרִי, אֵין מְזַמְּנִין עֲלֵיהֶם: |True|False||['i', 'ii']
Mishnah Berakhot 7:2|FRAUEN SKLAVEN UND MINDERJÄHRIGE WERDEN ZUM GEMEINSAMEN TISCHSEGEN NICHT MITGERECHNET. WIEVIEL MUSS MAN GEGESSEN HABEN UM ZUM GEMEINSAMEN TISCHSEGEN MITGERECHNET ZU WERDEN? – BIS ZUM QUANTUM EINER OLIVE; R. JEHUDA SAGT BIS ZUM QUANTUM EINES EIES.|נָשִׁים וַעֲבָדִים וּקְטַנִּים, אֵין מְזַמְּנִין עֲלֵיהֶם. עַד כַּמָּה מְזַמְּנִין, עַד כַּזָּיִת. רַבִּי יְהוּדָה אוֹמֵר, עַד כַּבֵּיצָה: |True|False||['i', 'ii']
