mishnah_tref,de_text
Mishnah Eruvin 3:5," <b>M</b><small>AN DARF EINEN</small> E͑<small>RUB BEDINGUNGSWEISE NIEDERLEGEN</small><sup>165</sup><i class=""footnote"">Je einen E͑rub an beiden Seiten seines Šabbathgebietes u. sich die Entscheidung für den nächsten Tag vorbehalten, welcher rückwirkend gültig sein soll.</i><small>UND SPRECHEN</small>: ‘<small>KOMMEN DIE</small> N<small>ICHTJUDEN</small><sup>166</sup><i class=""footnote"">Vor denen man fliehen will.</i><small>AUS DER</small> O<small>STSEITE, SO SEI MEIN</small> E͑<small>RUB NACH</small> W<small>ESTEN GÜLTIG</small>, <small>KOMMEN SIE</small><small> AUS DER</small> W<small>ESTSEITE, SO SEI MEIN</small> E͑<small>RUB NACH</small> O<small>STEN GÜLTIG, KOMMEN SIE VON DA UND VON DORT, SO SEI ES MIR VORBEHALTEN, NACH DER MIR BELIEBIGEN</small> R<small>ICHTUNG ZU GEHEN, UND KOMMEN SIE WEDER VON DA NOCH VON DORT, SO SEI MIR</small> <small>DAS</small> R<small>ECHT</small> <small>DER</small> L<small>EUTE</small><sup>167</sup><i class=""footnote"">2000 E.n nach jeder Richtung.</i><small>MEINER</small> S<small>TADT</small>’. ‘K<small>OMMT EIN</small> G<small>ELEHRTER<sup>168</sup><i class=""footnote"">Den man hören will.</i>AUS DER</small> O<small>STSEITE, SO SEI MEIN E͑RUB NACH</small> O<small>STEN GÜLTIG,</small> <small>KOMMT EINER</small><small> AUS DER</small> W<small>ESTSEITE, SO SEI MEIN</small> E͑<small>RUB NACH</small> W<small>ESTEN GÜLTIG, KOMMEN WELCHE VON DA UND VON DORT, SO SEI ES MIR VORBEHALTEN, NACH DER MIR BELIEBIGEN</small> R<small>ICHTUNG ZU GEHEN, UND KOMMT KEINER, WEDER DA NOCH DORT, SO SEI MIR</small> <small>DAS</small> R<small>ECHT</small> <small>DER</small> L<small>EUTE MEINER</small> S<small>TADT</small>’. R.J<small>EHUDA SAGT, IST EINER VON IHNEN SEIN</small> L<small>EHRER, SO GEHE ER ZU SEINEM</small> L<small>EHRER, SIND BEIDE SEINE</small> L<small>EHRER, SO GEHE ER NACH DER IHM BELIEBIGEN</small> R<small>ICHTUNG</small>."
Mishnah Eruvin 3:6," <b>R.</b> E<small>LIE͑ZER SAGT, WENN EIN</small> F<small>ESTTAG NÄCHST EINEM ŠABBATH</small><sup>189</sup><i class=""footnote"">Es sind von einander verschiedene Feiertage, u. der E͑. des einen gilt nicht für den anderen.</i><small>FÄLLT, OB VOR- ODER NACHHER, DÜRFE MAN ZWEI</small> E͑<small>RUBIN BEREITEN UND SPRECHEN</small>: ‘<small>MEIN</small> E͑<small>RUB FÜR DEN ERSTEN</small> T<small>AG</small><small> NACH</small> O<small>STEN UND FÜR DEN ZWEITEN NACH</small> W<small>ESTEN</small>’, ‘<small>MEIN</small> E͑<small>RUB</small><small> FÜR DEN ERSTEN NACH</small> W<small>ESTEN UND FÜR DEN ZWEITEN NACH</small> O<small>STEN’, ‘MEIN</small> E͑<small>RUB GELTE FÜR DEN ERSTEN</small> T<small>AG</small><small>, WÄHREND AM ZWEITEN MIR</small> <small>DAS</small> R<small>ECHT</small><small> DER</small> L<small>EUTE MEINER</small> S<small>TADT SEI’, ‘MEIN E͑RUB GELTE FÜR DEN ZWEITEN, WÄHREND AM ERSTEN MIR</small> <small>DAS</small> R<small>ECHT</small><small> DER</small> L<small>EUTE MEINER</small> S<small>TADT SEI’</small>. D<small>IE</small> W<small>EISEN SAGEN, ENTWEDER IST DER</small> E͑<small>RUB NACH EINER</small> R<small>ICHTUNG GÜLTIG ODER NACH GAR KEINER, ENTWEDER IST ER AN BEIDEN</small> T<small>AGEN GÜLTIG ODER AN GAR KEINEM</small>. W<small>IE MACHE MAN ES?</small> A<small>M ERSTEN BRINGE MAN</small> <small>DEN E͑RUB</small><small> HIN UND BLEIBE BEI IHM, BIS ES DUNKEL WIRD, SODANN NEHME MAN IHN MIT UND GEHE SEINES</small> W<small>EGES, UND AM ZWEITEN BLEIBE MAN BEI IHM, BIS ES DUNKEL WIRD, SODANN DARF MAN IHN ESSEN UND SEINES</small> W<small>EGES GEHEN; MAN GEWINNT SOWOHL DEN</small> W<small>EG ALS AUCH DEN E͑RUB</small><sup>190</sup><i class=""footnote"">Den man essen darf.</i>. W<small>IRD</small> <small>DER</small> E͑<small>RUB</small><small> AM ERSTEN</small> T<small>AGE</small><small> GEGESSEN, SO IST ER FÜR DEN ERSTEN GÜLTIG UND FÜR DEN ZWEITEN NICHT</small>. R.E<small>LIE͑ZER SPRACH ZU IHNEN</small>: I<small>HR PFLICHTET MIR BEI, DASS ES ZWEI VERSCHIEDENE</small> H<small>EILIGKEITEN</small><sup>191</sup><i class=""footnote"">Die des Šabbaths und die des Festes.</i><small>SIND</small>."
Mishnah Eruvin 3:7," <b>R.</b> J<small>EHUDA SAGTE:</small> M<small>AN KANN FÜR DAS</small> N<small>EUJAHR, WENN MAN EINEN</small> S<small>CHALTTAG</small><sup>211</sup><i class=""footnote"">Wenn der Elul, der letzte Monat des Kalenderjahres, Schaltmonat ist, dh. 30 Tage hat, so wird das Neujahrsfest 2 Tage gefeiert.</i><small>BEFÜRCHTET, ZWEI</small> E͑<small>RUBIN BEREITEN UND SPRECHEN</small>: ‘<small>MEIN</small> E͑<small>RUB FÜR DEN ERSTEN</small> T<small>AG</small> <small>NACH</small> O<small>STEN UND FÜR DEN ZWEITEN NACH</small> W<small>ESTEN’, ‘FÜR DEN ERSTEN NACH</small> W<small>ESTEN UND FÜR DEN ZWEITEN NACH</small> O<small>STEN’, ‘MEIN</small> E͑<small>RUB GELTE FÜR DEN ERSTEN</small> T<small>AG</small><small>, WÄHREND AM ZWEITEN MIR</small> <small>DAS</small> R<small>ECHT</small><small> DER</small> L<small>EUTE MEINER</small> S<small>TADT SEI’, ‘MEIN</small> E͑<small>RUB GELTE FÜR DEN ZWEITEN, WÄHREND AM ERSTEN MIR</small> <small>DAS</small> R<small>ECHT</small> <small>DER</small> L<small>EUTE MEINER</small> S<small>TADT SEI</small>’.  D<small>IE</small> W<small>EISEN STIMMTEN IHM ABER NICHT BEI</small>."
Mishnah Eruvin 3:8,"F<small>ERNER SAGTE</small> R.J<small>EHUDA:</small> M<small>AN DARF AM ERSTEN</small> F<small>ESTTAGE ÜBER EINEN</small> K<small>ORB</small> F<small>RÜCHTE BEDINGUNGSWEISE BESTIMMEN</small><sup>212</sup><i class=""footnote"">Da von beiden Feiertagen nur einer heilig u. an diesen die Absonderung der priesterl. Abgaben verboten ist, so treffe man am ersten Tage folgende Bestimmung: ist heute Alltag, so sei die Absonderung gültig, ist heute Feiertag, so sei sie ungültig, und ebenso auch am 2. Feiertage; sodann darf man am 2. Tage auf jeden Fall von den Früchten essen.</i><small>UND SIE AM ZWEITEN ESSEN;</small> EBENSO DARF MAN EIN AM ERSTEN T<small>AGE</small><small> GELEGTES</small> E<small>I AM ZWEITEN ESSEN</small>. D<small>IE</small> W<small>EISEN STIMMTEN IHM ABER, NICHT BEI</small>."
Mishnah Eruvin 3:9," R.D<small>OSA B</small>. A<small>RCHINOS SAGTE</small>: W<small>ER AM ERSTEN</small> T<small>AGE DES</small> N<small>EUJAHRSFESTES VOR DAS</small> V<small>ORBETERPULT TRITT, SAGE</small>: ‘S<small>PORNE UNS AN, O</small> H<small>ERR, UNSER</small> G<small>OTT, AN DIESEM</small> N<small>EUMONDSTAGE, OB HEUTE ODER MORGEN</small>’. A<small>M FOLGENDEN</small> T<small>AGE SAGE ER: ‘OB HEUTE ODER GESTERN</small>’. D<small>IE</small> W<small>EISEN STIMMTEN IHM ABER NICHT BEI</small>."
Mishnah Eruvin 4:1," <b>W</b>ENN N<small>ICHTJUDEN ODER EIN BÖSER</small> G<small>EIST EINEN HINAUSGEBRACHT</small><sup>1</sup><i class=""footnote"">Außerhalb seines Šabbathgebietes.</i> <small>HABEN, SO STEHEN IHM NUR VIER</small> E<small>LLEN FREI;</small> HABEN SIE IHN ZURÜCKGEBRACHT, SO IST ES EBENSO, ALS WÄRE ER NICHT HINAUSGEKOMMEN. H<small>ABEN SIE IHN NACH EINER ANDEREN</small> S<small>TADT, IN EINEN</small> P<small>FERCH ODER EINE</small> H<small>ÜRDE GEBRACHT, SO DARF ER SIE, WIE</small> R.G<small>AMLIÉL UND</small> R.E<small>LEA͑ZAR</small> <small>B</small>. A͑<small>ZARJA SAGEN, GANZ DURCHWANDERN</small>; R.J<small>EHOŠUA͑ UND</small> R.A<small>QIBA SAGEN, IHM STEHEN NUR VIER</small> E<small>LLEN FREI</small>. E<small>INST KAMEN SIE AUS</small> B<small>RUNDISIUM, UND IHR</small> S<small>CHIFF STACH IN DIE</small> S<small>EE</small>; R.G<small>AMLIÉL UND</small> R.E<small>LEA͑ZAR B</small>. A͑<small>ZARJA DURCHWANDERTEN ES GANZ</small>, R.J<small>EHOŠUA͑ UND</small> R.A͑<small>QIBA ABER VERLIESSEN NICHT IHRE VIER</small> E<small>LLEN, WEIL SIE ES FÜR SICH STRENGER NEHMEN WOLLTEN</small>. E<small>INST LIEFEN SIE</small>"
Mishnah Eruvin 4:2," <small>ERST NACH DER</small> D<small>UNKELHEIT IN DEN</small> H<small>AFEN EIN, UND SIE FRAGTEN</small> R.G<small>AMLIÉL</small>: D<small>ÜRFEN WIR AUSSTEIGEN</small>? D<small>IESER ERWIDERTE</small>: I<small>HR DÜRFT ES, DENN ICH HABE SCHON VORHER BEOBACHTET, UND WIR WAREN BEREITS VOR</small> D<small>UNKELHEIT INNERHALB DES</small> Š<small>ABBATHGEBIETES</small>."
Mishnah Eruvin 4:3," <b>W</b><small>ENN JEMAND ERLAUBTERWEISE</small><sup>43</sup><i class=""footnote"">Beispielsweise zur Ausübung eines Gebotes, wozu er das Š.gebiet verlassen darf.</i><small>AUS DEM</small> <small>ŠABBATHGEBIETE</small> <small>HINAUSGEGANGEN IST UND MAN IHM MITTEILT, DIE</small> A<small>NGELEGENHEIT SEI ERLEDIGT, SO STEHEN IHM ZWEITAUSEND</small> E<small>LLEN NACH JEDER</small> R<small>ICHTUNG FREI;</small> BEFINDET ER SICH NOCH INNERHALB DES <small>ŠABBATHGEBIETES, SO IST ES EBENSO, ALS WÄRE ER NICHT HINAUSGEGANGEN</small>. A<small>LLE, DIE ZUR</small> R<small>ETTUNG HINAUSGEGANGEN SIND, DÜRFEN NACH IHREM</small> O<small>RTE ZURÜCKKEHREN</small>."
Mishnah Eruvin 4:4," <b>W</b><small>ENN JEMAND SICH AUF DEM</small> W<small>EGE NIEDERGESETZT HAT UND BEIM</small> A<small>UFSTEHEN</small><sup>59</sup><i class=""footnote"">Wenn er sich vor Beginn des Š.s niedergesetzt u. nachher aufgestanden ist.</i><small>BEMERKT</small>, <small>DASS ER SICH IN DER</small> N<small>ÄHE EINER</small> O<small>RTSCHAFT BEFINDE, SO DARF ER, DA ER DIES NICHT BEABSICHTIGT HATTE, NICHT HINEINGEHEN — SO</small> R.M<small>EÍR</small>; R.J<small>EHUDA SAGT, ER DÜRFE HINEINGEHEN</small>. R.J<small>EHUDA ERZÄHLTE, DASS</small> R.T<small>RYPHON EINST HINEINGING, OHNE ES VORHER BEABSICHTIGT ZU HABEN</small>."
Mishnah Eruvin 4:5," <b>W</b><small>ENN JEMAND AUF DEM</small> W<small>EGE EINGESCHLAFEN IST UND NICHT BEMERKT HAT, DASS ES FINSTER GEWORDEN IST, SO HAT ER ZWEITAUSEND</small> E<small>LLEN NACH JEDER</small> R<small>ICHTUNG — SO</small> R.J<small>OḤANAN B</small>. N<small>URI;</small> DIE W<small>EISEN SAGEN, ER HABE NUR VIER</small> E<small>LLEN</small>. R.Elie͑zer<small> SAGT, ER IN DER</small> M<small>ITTE</small><sup>61</sup><i class=""footnote"">2 E.n nach jeder Richtung.</i>; R.J<small>EHUDA SAGT, NACH JEDER IHM BELIEBIGEN</small> R<small>ICHTUNG</small>. R.J<small>EHUDA PFLICHTET JEDOCH BEI, DASS SOBALD ER EINE</small> R<small>ICHTUNG GEWÄHLT HAT, ER NICHT MEHR ZURÜCKTRETEN KÖNNE</small>."
Mishnah Eruvin 4:6," W<small>ENN ES ZWEI SIND UND EIN</small> T<small>EIL DER</small> E<small>LLEN DES EINEN IN DIE DES</small> <small> ANDEREN HINEINRAGT, SO DÜRFEN SIE</small> S<small>PEISEN</small><small> IN DIE</small> M<small>ITTE BRINGEN UND ESSEN,</small> NUR DARF DER EINE NICHTS AUS SEINEM G<small>EBIETE IN DAS</small> G<small>EBIET DES ANDEREN HINÜBERSCHAFFEN</small>. W<small>ENN ES DREI SIND UND DAS</small> G<small>EBIET DES</small> M<small>ITTELSTEN SICH VOLLSTÄNDIG IN DEM DER BEIDEN</small> A<small>NDEREN BEFINDET, SO DARF ER MIT DIESEN UND DIESE DÜRFEN MIT IHM</small> <small>ESSEN</small><small>, NICHT ABER DIE BEIDEN ÄUSSEREN MITEINANDER</small>. R.Š<small>IMO͑N SAGTE</small>: D<small>IES IST EBENSO, ALS WENN DREI</small> H<small>ÖFE</small> A<small>USGÄNGE ZU EINANDER UND</small> A<small>USGÄNGE NACH ÖFFENTLICHEM</small> G<small>EBIETE HABEN; SIND DIE ZWEI</small> <small>ÄUSSEREN</small><small> MIT DEM MITTELSTEN DURCH EINEN E͑RUB VERBUNDEN, SO IST DIESEM MIT JENEN UND JENEN MIT DIESEM</small> <small>ZU VERKEHREN</small> <small>ERLAUBT, BEIDEN ÄUSSEREN MIT EINANDER ABER VERBOTEN</small>."
Mishnah Eruvin 4:7," <b>W</b><small>ENN JEMAND</small><sup>128</sup><i class=""footnote"">Am Vorabend des Š.s.</i><small>SIGH UNTERWEGS BEFINDET UND ES DUNKEL WIRD, ER ABER EINEN</small> B<small>AUM ODER EINE</small> S<small>TEINWAND KENNT UND SAGT: UNTER DIESEM SEI MEIN</small> A<small>UFENTHALT AM ŠABBATH, SO HAT ER NICHTS GESAGT;</small> WENN ABER: AN SEINEM S<small>TAMME SEI MEIN</small> A<small>UFENTHALT AM ŠABBATH, SO DARF ER VON SEINEM</small> S<small>TANDORTE BIS</small> zu <small>DESSEN</small> S<small>TAMME ZWEITAUSEND</small> E<small>LLEN GEHEN UND EBENSO ZWEITAUSEND</small> E<small>LLEN VON DESSEN</small> S<small>TAMME BIS ZU SEINER</small> W<small>OHNUNG; SOMIT DARF ER NACH</small> A<small>NBRUCH DER</small> D<small>UNKELHEIT VIERTAUSEND</small> E<small>LLEN GEHEN</small>."
Mishnah Eruvin 4:8," W<small>ENN ER SOLCHE NIGHT KENNT ODER IHM DIESE</small> H<small>ALAKHA UNBEKANNT IST UND ER SAGT: MEIN</small> A<small>UFENTHALT AM ŠABBATH SEI AN</small> O<small>RT UND</small> S<small>TELLE, SO ERWIRBT SEIN</small> S<small>TANDORT FÜR IHN ZWEITAUSEND</small> E<small>LLEN NACH JEDER</small> R<small>ICHTUNG</small>. I<small>M</small> K<small>REISE — SO</small> R.Ḥanin<small>A B</small>. A<small>NTIGONOS; DIE</small> W<small>EISEN SAGEN, IM</small> Q<small>UADRATE</small>, <small>GLEICH EINER VIERECKIGEN</small> T<small>AFEL, DAMIT ER DIE</small> W<small>LNKEL GEWINNE</small>."
Mishnah Eruvin 4:9," D<small>AS IST ES, WAS SIE GESAGT HABEN, DER</small> A<small>RME</small><sup>129</sup><i class=""footnote"">Wer bei sich keine Speise zum Niederlegen hat.</i><small>MACHE EINEN</small> E͑<small>RUB MIT SEINEN</small> F<small>ÜSSEN</small>. R.M<small>EÍR ERKLÄRTE</small>: D<small>IES GILT UNS NUR VOM</small> A<small>RMEN</small>. R.J<small>EHUDA ERKLÄRTE</small>: S<small>OWOHL VOM</small> A<small>RMEN ALS AUCH VOM</small> R<small>EICHEN; DENN NUR ZUR</small> E<small>RLEICHTERUNG FÜR DEN</small> R<small>EICHEN, DAMIT ER NICHT HINZUGEHEN UND EINEN</small> E<small>͑RUB MIT DEN</small> F<small>ÜSSEN ZU MACHEN BRAUCHE, SAGTEN SIE, DASS MAN DEN</small> E͑<small>RUB AUS</small> B<small>ROT BEREITE</small>."
Mishnah Eruvin 4:10," <b>W</b><small>ENN JEMAND</small> <small>AM</small> V<small>ORABEND DES ŠABBATHS</small><small> HINAUSGEHT, UM SICH NACH EINER</small> S<small>TADT ZU BEGEBEN, IN DER SIE</small><sup>161</sup><i class=""footnote"">Die Einwohner seiner Stadt, in deren Auftrag er den É, niederlegen soll.</i><small>EINEN E͑RUB NIEDERLEGEN WOLLEN, UND EIN</small> B<small>EKANNTER IHN UMZUKEHREN VERANLASST, SO DARF ER DA HINGEHEN, ALLEN ANDEREN</small> L<small>EUTEN DER</small> S<small>TADT ABER IST ES VERBOTEN</small> — so R.J<small>EHUDA</small>. R.M<small>EÍR SAGT, WER EINEN E͑RUB MACHEN KONNTE UND ES UNTERLASSEN HAT, SEI</small> <small>WIE EIN</small> E<small>SEL- UND</small> K<small>AMELTREIBER<sup>163</sup><i class=""footnote"">Cf. supra Fol. 35a, Anm. 136. Des Zweifels wegen darf er weder von seinem Platze in der Richtung nach der gewünschten Ortschaft gehen noch von seiner Wohnung in entgegengesetzter Richtung.</i></small>."
Mishnah Eruvin 4:11,"<sup>xi,1</sup> <b>W</b><small>ER AUS DEM</small> Š<small>ABBATHGEBIETE HINAUSGEGANGEN IST, AUCH NUR EINE</small> E<small>LLE, DARF NICHT MEHR HINEINGEHEN</small>; R.E<small>LIE͑ZER SAGT, WENN ZWEI, DÜRFE ER HINEINGEHEN, WENN DREI, DÜRFE ER NICHT HINEINGEHEN</small>.<sup>xi,2</sup> <b>W</b><small>ER BEI</small> A<small>NBRUCH DER</small> D<small>UNKELHEIT AUCH NUR EINE</small> E<small>LLE AUSSERHALB SEINES</small> <small>ŠABBATHGEBIETES<sup>171</sup><i class=""footnote"">Seines Wohnortes.</i>SICH BEFINDET, DARF NICHT MEHR HINEINGEHEN</small>; R.<small>ŠIMO͑N SAGT, AUCH WENN FÜNFZEHN</small> E<small>LLEN, DÜRFE ER NOCH HINEINGEHEN, WEIL DIE</small> F<small>ELDMESSER DIE</small> M<small>ESS</small> <small>STRICKE</small><small> NICHT FEST<sup>172</sup><i class=""footnote"">Wörtl. <i>pressen, drücken</i> (wohl übertragen vom Gebrauche bei Flüssigkeitsmaßen: die Neige gut abtropfen lassen), dh. nicht bis zum äußersten Ende.</i>ANZIEHEN, WEGEN DER SICH IRRENDEN</small>."
Mishnah Eruvin 5:1," <b>W</b><small>IE WIRD DAS</small> W<small>EICHBILD DER</small> S<small>TÄDTE FESTGESETZT</small>? W<small>ENN EIN</small> H<small>AUS HINAUSRAGT UND EIN</small> H<small>AUS HINEINRAGT, EIN</small> M<small>AUERVORSPRUNG HINAUSRAGT UND EIN</small> M<small>AUERVORSPRUNG HINEINRAGT, ODER WENN DA ZEHN</small> H<small>ANDBREITEN HOHE</small> M<small>AUERRESTE</small>, B<small>RÜCKEN ODER</small> G<small>RÜFTE, DIE</small> W<small>OHNRÄUME HABEN, SICH BEFINDEN, SO WIRD DIE</small> M<small>ESSUNG</small> <small>DES</small> W<small>EICHBILDES</small><small> DIESEN ENTSPRECHEND ARRONDIERT</small>. M<small>AN BILDET DABEI EINE</small> A<small>RT VIERECKIGE</small> T<small>AFEL, UM DIE</small> W<small>INKEL</small><sup>1</sup><i class=""footnote"">Um die das Quadrat den darin geschriebenen Kreis überragt.</i> <small>ZU GEWINNEN</small>."
Mishnah Eruvin 5:2," <b>M</b><small>AN GEBE ZUR</small> S<small>TADT EINEN</small> V<small>ORPLATZ — SO</small> R.M<small>EÍR; DIE</small> W<small>EISEN SAGEN, VOM</small> V<small>ORPLATZE SAGTEN SIE ES NUR ZWISCHEN ZWEI</small> S<small>TÄDTEN: WENN DIE EINE SIEBZIG</small> E<small>LLEN UND EINEN</small> Ü<small>BERSCHUSS HAT, UND DIE ANDERE SIEBZIG</small> E<small>LLEN UND EINEN</small> Ü<small>BERSCHUSS HAT, SO BEWIRKT DER</small> V<small>ORPLATZ, DASS BEIDE ALS EINE GELTEN</small>. E<small>BENSO AUCH, WENN DREI</small> D<small>ÖRFER EIN</small> D<small>REIECK</small>"
Mishnah Eruvin 5:3," <small>BILDEN: IST ZWISCHEN DEN ZWEI ÄUSSEREN</small> <small>EIN</small> A<small>BSTAND VON</small><small> HUNDERTEINUNDVIERZIG</small> E<small>LLEN</small> <small>UND EIN</small> D<small>RITTEL VORHANDEN, SO BEWIRKT DAS MITTLERE, DASS DIE DREI ALS EINES GELTEN</small>."
Mishnah Eruvin 5:4," <b>M</b><small>AN MESSE NUR MIT EINER</small> S<small>CHNUR VON FÜNFZIG</small> E<small>LLEN, WEDER WENIGER NOCH MEHR, UND DEHNE SIE NUR GEGEN DAS</small> H<small>ERZ</small><sup>122</sup><i class=""footnote"">Beim Messen durch 2 Personen, muß sie jeder in gleicher Höhe halten, um die Entfernung nicht zu kürzen.</i>. S<small>TÖSST MAN BEIM</small> M<small>ESSEN AUF EINE</small> T<small>IEFUNG ODER EINE</small> M<small>AUERWAND</small><sup>123</sup><i class=""footnote"">Wohl eine zusammengestürzte, über die man gehen kann.</i>, <small>SO ÜBERSPRINGE MAN SIE</small><sup>124</sup><i class=""footnote"">Man messe nicht die Böschungen, sondern die Luftlinie.</i><small>UND MESSE WEITER; STÖSST MAN AUF EINEN</small> B<small>ERG, SO ÜBERSPRINGE MAN</small> <small>IHN UND MESSE WEITER,</small> NUR DARF MAN<sup>125</sup><i class=""footnote"">Wenn man eine schmälere Stelle sucht, um an den Fuß des Berges zu gelangen.</i><small>NICHT ÜBER DAS</small> <small>ŠABBATHGEBIET HINAUS GEHEN</small>. K<small>ANN MAN IHN NICHT ÜBERSPRINGEN</small>? D<small>IESBEZÜGLICH SAGTE</small> R.D<small>OSTAJ B</small>. J<small>ANNAJ IM</small> N<small>AMEN</small> R.M<small>EÍRS</small>: I<small>CH HÖRTE, DASS MAN</small> B<small>ERGE DURCHSTECHE</small><sup>126</sup><i class=""footnote"">Nach einer andern Lesart: durchschneide, man messe stückweise die diametrische Weite des Berges in der Weise, wie weiter in der Gemara erklärt wird.</i>."
Mishnah Eruvin 5:5," <b>D</b><small>AS</small> M<small>ESSEN DARF NUR DURCH EINEN</small> K<small>UNDIGEN</small><sup>141</sup><i class=""footnote"">Wörtl. Bewährten, Erprobten.</i><small>ERFOLGEN</small>. H<small>AT ER EINE</small> S<small>TELLE ERWEITERT UND EINE ANDERE</small> S<small>TELLE GEKÜRZT, SO RICHTE MAN SICH NACH DER ERWEITERTEN STELLE; HAT ER FÜR EINEN ERWEITERT UND FÜR EINEN ANDEREN GEKÜRZT, SO RICHTE MAN SICH NACH DER</small> E<small>RWEITERUNG</small>. S<small>ELBST EIN</small> K<small>NECHT UND EINE</small> M<small>AGD SIND BEGLAUBT, WENN SIE SAGEN: BIS HIER REICHT DAS</small> Š<small>ABBATHGEBIET</small>. D<small>IE</small> W<small>EISEN HABEN NÄMLICH DIESE</small> A<small>NORDNUNG NICHT ZUR</small> E<small>RSCHWERUNG, SONDERN ZUR</small> E<small>RLEICHTERUNG GETROFFEN</small>."
Mishnah Eruvin 5:6," <b>W</b><small>ENN EINE PRIVATE</small> S<small>TADT ZU EINER ÖFFENTLICHEN GEWORDEN IST, SO DARF MAN SIE GANZ</small><sup>143</sup><i class=""footnote"">Wie vorher; sie gilt noch als einziges Gebiet.</i><small>DURCH EINEN</small> E͑<small>RUB VEREINIGEN;</small> WENN EINE ÖFFENTLICHE ZU EINER PRIVATEN GEWORDEN IST, SO DARF MAN SIE NICHT GANZ DURCH EINEN E͑RUB VEREINIGEN, ES SEI DENN, MAN SCHLIESSE EINEN T<small>EIL AUS, DER SO</small> <small>GROSS</small> <small>WIE</small> N<small>EUSTADT IN</small> J<small>UDÄA IST, DIE FÜNFZIG</small> E<small>INWOHNER HAT — SO</small> R.J<small>EHUDA</small>; R.Š<small>IMO͑N SAGT, DREI</small> H<small>ÖFE MIT JE ZWEI</small> H<small>ÄUSERN</small>."
Mishnah Eruvin 5:7," <b>W</b><small>ENN JEMAND SICH IN DER</small> O<small>STSEITE BEFINDET UND SEINEN</small> S<small>OHN BEAUFTRAGT, FÜR IHN EINEN</small> E͑<small>RUB IN DER</small> W<small>ESTSEITE ZU MACHEN, ODER IN DER</small> W<small>ESTSEITE UND SEINEN</small> S<small>OHN BEAUFTRAGT, FÜR IHN EINEN</small> E͑<small>RUB IN DER</small> O<small>STSEITE</small> zu <small>MACHEN, SO IST ES IHM, WENN ER VON SEINEM</small> H<small>AUSE ZWEITAUSEND</small> E<small>LLEN UND VON SEINEM</small> E͑<small>RUB WEITER ENTFERNT IST, NACH SEINEM</small> H<small>AUSE</small><sup>163</sup><i class=""footnote"">Der E͑. ist ungültig, u. sein Haus bleibt seine Š.station.</i><small>ERLAUBT UND NACH SEINEM</small> E͑<small>RUB VERBOTEN,</small> UND WENN VON SEINEM E͑<small>RUB ZWEITAUSEND</small> E<small>LLEN UND VON SEINEM</small> H<small>AUSE WEITER, NACH SEINEM</small> H<small>AUSE VERBOTEN UND NACH SEINEM</small> E͑<small>RUB ERLAUBT</small>. W<small>ER SEINEN</small> E͑<small>RUB IM</small> W<small>EICHBILDE DER</small> S<small>TADT NIEDERLEGT, HAT NICHTS</small><sup>164</sup><i class=""footnote"">Da 2000 E.n um die ganze Stadt zum Š.gebiete gehören.</i><small>GETAN</small>; <small>WER IHN AUSSERHALB DES</small> G<small>EBIETES NIEDERLEGT, AUCH NUR EINE</small> E<small>LLE,</small> <small>VERLIERT</small> <small>ENTSPRECHEND</small> <small>DEM</small>, <small>WAS ER GEWINNT</small><sup>165</sup><i class=""footnote"">Den Raum, den er von der Grenze des Weichbildes bis zum E͑. gewinnt, verliert er von den zum Stadtgebiete gehörenden 2000 E.n auf der entgegengesetzten Seite.</i>."
Mishnah Eruvin 5:8," <b>D</b><small>IE</small> E<small>INWOHNER EINER GROSSEN</small> S<small>TADT DÜRFEN DURCH DIE GANZE KLEINE</small> S<small>TADT<sup>171</sup><i class=""footnote"">Die sich innerhalb ihrer 2000 E.n befindet.</i>GEHEN, UND EBENSO DÜRFEN<sup>175</sup><i class=""footnote"">Var, dürfen nicht, wie vorangehend erklärt.</i>DIE</small> E<small>INWOHNER EINER KLEINEN</small> S<small>TADT DURCH DIE GANZE GROSSE</small> S<small>TADT GEHEN</small>. Z<small>UM</small> B<small>EISPIEL:</small> W<small>ENN JEMAND IN EINER GROSSEN</small> S<small>TADT SICH BEFINDET UND SEINEN</small> E͑<small>RUB</small> <small>IN EINER KLEINEN</small> S<small>TADT NIEDERLEGT, ODER IN EINER KLEINEN</small> S<small>TADT SICH BEFINDET UND SEINEN</small> E͑<small>RUB IN EINER GROSSEN</small> S<small>TADT NIEDERLEGT, SO DARF ER DURCH DIE GANZE</small> S<small>TADT</small> <small>UND ZWEITAUSEND</small> E<small>LLEN AUSSERHALB DERSELBEN GEHEN</small>. R.A͑<small>QIBA SAGT, ER HABE NUR ZWEITAUSEND</small> E<small>LLEN VOM</small> O<small>RTE SEINES</small> E͑<small>RUBS AUS</small>."
