tikkun,daf,paragraph,line,phrase,formatting,footnotes
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,0,For the letter Yod◘‹◘י›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,0,"resides in your brain,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,1,Hei◘‹◘ה›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,1,"in your heart, which is",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,1,"Binah,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,2,and with it,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,2,‘the heart understands’.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,3,Vav◘‹◘ו›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,3,"is in your mouth, and from it:",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,4,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,4,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,4,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,4,And all the people see the voices,Formatting.ITALICS,FootnoteType.CITATION/None[And all the people see the voices]:Ex. 20:18
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,5,"– for it is in the breaths that emerge from your mouth,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,6,about which it is stated:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,7,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,7,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,7,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,7,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,7,The voice of Y”Y,Formatting.ITALICS,FootnoteType.CITATION/None[The voice of Y”Y]:Ps. 29:7
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],12,7,cleaves with flames of fire.,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],13,0,"There are six rings in the windpipe,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],13,1,through which Vav◘‹◘ו›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],13,1,"ascends,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],13,2,and they are the six levels of the throne.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,0,Hei◘‹◘ה›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,0,"is in the heart,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,1,it is,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,1,HeVeL‹breath›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,1,–,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,1,Hei,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,1,and,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,1,"LeV‹the heart›,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,2,for certainly,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,2,the letter,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,2,Hei◘‹◘ה›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,2,"is in the heart,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,3,Vav◘‹◘ו›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,3,[voice],,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,3,"is in the voice that emerges from it,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,4,and this is the,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,4,‘voice’,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],14,4,that emerges from breath.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,0,"And there are two chambers in the heart,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,1,one produces,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,1,breath,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,1,"‹haval›,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,2,and one produces,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,2,"breath,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,3,and they are,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,3,higher,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,3,"Hei,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,3,and lower,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,3,"Hei,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,4,"through the two chambers of the heart,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],15,5,which correspond to the First and Second Temples.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,0,Vav◘‹◘ו›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,0,"is the voice that emerges from both-of-them,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,1,Yod◘‹◘י›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,1,"is speech, which resides in the mouth.",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,2,And of it is stated:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,3,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,3,With the word of Y”Y,Formatting.ITALICS,FootnoteType.CITATION/None[With the word of Y”Y]:Ps. 33:6
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,3,the heavens were made,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,4,– and it is,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,4,‘one speech which comprises ten,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],16,4,utterances’.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,0,And the mystery of the matter:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,1,"ELQYM spoke one thing,",Formatting.ITALICS,"FootnoteType.CITATION/None[ELQYM spoke one thing,]:Ps. 62:12"
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,2,yet,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,2,"twice, have I heard this",Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,3,"– to show,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,3,"through it,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,3,that ten ‘speakings’,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,4,"were uttered in one ‘speaking’,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,5,"twice, this…",Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,5,– these are:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,6,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,6,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,6,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,6,I am…,Formatting.ITALICS,FootnoteType.CITATION/None[I am…]:Ex. 20:2-3
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,6,and,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,6,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,6,There will not be to you…,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],17,7,– and it is One – one between them.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,0,And this is what they,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,0,the sages,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,0,"said,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,1,that upon both-of-themdepend positive and negative commandments.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,2,And,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,2,the blessed Holy One,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,2,spoke,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,2,from,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,2,"both-of-them,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,3,"to give honour to the Torah,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,4,"for He,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,4,"with one ‘speaking’,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,4,uttered all.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,5,And why does it say,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,5,"two,",Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,5,‘this’‹zu›,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,5,I have heard…?,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,6,ZU‹this›‹13›,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,6,is the,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,6,numeric,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,6,value of,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,6,"‘One’‹eḥad›‹13›,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,7,"for there are two Torahs,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,8,and,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,8,the blessed Holy One,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,8,"is One between them,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[63b],18,9,and His Name is One.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],19,0,"And from two ‘speakings’ emerged a voice,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],19,1,that divided into seventy,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],19,1,"voices,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],19,2,"corresponding to seventy faces,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],19,3,"and with them He killed seventy nations,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],19,4,"for not accepting the Torah,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],19,5,"and with two ‘speakings’,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],19,6,He kills the two nations that are Esau and,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],19,6,"Yishmael,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],19,7,for not wanting to accept the Torah.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,0,For,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,0,the blessed Holy One,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,0,"is One,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,1,and He did not utter these voices and ‘speakings’ of ‘I’,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,1,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,1,"‹anokhi›,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,2,except to show that His Name and His glory are in the Torah.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,3,"And because of this,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,3,the blessed Holy One,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,3,"spoke from it,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,4,"so that all the nations of the world will quake,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],20,5,from those who strive in it.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,0,"And because of this, t h e blessed Holy One",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,1,said to Moses:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,2,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,2,"…this is My Name for ever,",Formatting.ITALICS,"FootnoteType.CITATION/None[…this is My Name for ever,]:Ex. 3:15"
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,3,"and this is My remembrance for all generations,",Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,4,‘My Name’,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,4,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,4,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,4,‹Shmiy›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,4,together with Y-H,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,5,–,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,5,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,5,is 365 negative precepts. ‘,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,6,My remembrance’‹Zikhriy›,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,6,together with V-H,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,7,–,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,7,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,7,"is 248 positive precepts,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,8,to show that the Torah was created with the Name of,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,8,"the blessed Holy One,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,9,and upon His Name it is called.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,10,This is what is written:,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,10,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,10,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,10,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,10,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,10,All that is called in My Name…etc.,Formatting.ITALICS,FootnoteType.CITATION/None[All that is called in My Name…etc.]:Is. 43:7
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,11,And in it resides,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,11,"the blessed Holy One,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],21,12,and from it He spoke at Sinai.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],22,0,And there is a,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],22,0,"higher Torah,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],22,1,in which is not read of,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],22,1,"‘creation’‹briyah›,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],22,2,but,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],22,2,of,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],22,2,"His ‘emanation’‹atziluta›,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],22,3,and it and He are,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],22,3,all,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],22,3,One.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],23,0,"And every person who strives in Torah,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],23,1,the Name of,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],23,1,the blessed Holy One,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],23,1,"is there,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],23,2,"how much more so, and how much more so,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],23,3,is this so,Formatting.FADED,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],23,3,of the holy lamp.,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,0,And holy lamp!,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,1,Surely your mouth is Sinai! T,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,2,he seven breaths,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,2,"that emerge from your mouth, t h e",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,3,Shekhinah,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,3,resides upon,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,3,"them,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,4,which is,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,4,Bat,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,4,Shev’a,Formatting.ITALICS,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,4,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,4,,,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,4,"‹daughter-of-seven›,",,
Tiqun  22 [ENDNOTE_REFERENCE] for Day 12 [ENDNOTE_REFERENCE],[64a],24,5,which are the seven Names of,,
