tractate,chapter,content,page,
,,"מעשה בארבעה זקנים שהיו יושבין בבית שער של ר' יהושע. אלעזר בן מתיא וחנניא בן כינאי ושמעון בן עזאי ושמעון התימני והיו עסוקין במה ששנה להם ר' עקיבא. מפני מה זכה יהודה למלכות מפני שהודה בתמר. הוסיפו הן מעצמן אשר חכמים יגידו ולא כחדו מאבתם להם לבדם נתנה הארץ וגו'. אמ' להם וכי נותנין שכר על העבירות. אלא מפני מה זכה יהודה למלכות מפני שהציל את אחיו מן המיתח שנ' ויאמר יהודה אל אחיו מה בצע וגו'. אמ' להם דיה להצלה שתכפר על המכירה. אלא מפני מה זכה יהודה למלכות. אמ' לו מפני הענוה שנ' ועתה ישב נא עבדך תחת הנער וגו'. אף שאול לא זכה למלכות אלא מפני הענוה שנ' פן יחדל אבי מן האתונות ודאג לנו. שקל עבדו בו. אבל שמואל לא אמ' כן אלא הנה נטש אביך את האתונות ודאג לכם לאמר מה אעשה לבני. כשהוא בורח מן הסררה מהו או' וישאלו עוד בה' הבא עוד וג'. אמ' להם והלא ערב הוא וסופו של ערב לצאת ידי ערבותו. אלא מפני מה זכה יהודה למלכות אמרו לו ילמדנו רבינו. אמ' להם מפני שקידש שמו של הקב""ה על הים. כשבאו שבטים ועמדו על הים זה אומ' אני ארד וזה אומ' אני ארד קפץ שבטו של יהודה וירד תחלה וקדש שמו של מקום על הים. ועל אותה שעה הוא אומר הושיעני אלים כי באו מים עד נפש טבעתי ביון מצולה ואין מעמד וגו' אל תשט' שבו' וג' ואו' היתה יהודה לקדשו וגו'. יהודה קדש שמו של הקב""ה על הים לפיכך ישראל ממשלתיו.L",,
,,עקרו להביא את הכלה הניחו שם אפי' זקן אפי' חולה אין צריכין לברך למפרע וכשהן חוזרין אין צריכין לברך כתחילה. לא הניחו שם זקן או חולה צריכין לברך למפרע וכשהן חוזרין צריכין לברך כתחילה.L,,
,,בעל הבית שהיה,@,
,,מסב ואוכל קראו חברו לדבר עמו אין צריך לברך למפרע. וכשהוא חוזר אין צריך לברך כתחלה. הפליג צריך לברך למפרע וכשהוא חוזר צריך לברך כתחילה.L,,
,,"פועלין שהיו עודרין בתאנים וגודרין בתמרים ומוסקין בזתים אע""פ שמפסיקין ואוכלין ומפסיקין ואוכלין אין צריכין לברך למפרע. וכשהן חוזרין אין צריכין לברך כתחילה. הפליגו צריכין לברך למפרע וכשהן חוזרין צריכין לברך כתחילה.L",,
,פרק 5,לא יאכל אדם בערב שבת מן המנחה ולמעל' כדי שיכנס לשבת כשהוא תאוה דברי ר' יהודה ר' יוסה או' אוכל והולך עד שעה שתחשך.L,,
,,מעשה ברבן שמעון בן גמליאל ור' יהודה ור' יוסה שהיו מסובין בעכו וקדש עליהן היום. אמ' לו רבן שמעון בן גמליאל לר' יוסי ברבי רצונך נפסיק לשבת. אמ' לו בכל יום אתה מחבב דברי בפני יהודה ועכשיו אתה מחבב דברי יהודה בפני הגם לכבו' את המלכה עמי בבית. אמ' לו אם כן לא נפסיק שמא תקבע הלכה לדורות. אמרו לא זזו משם עד שקבעו הלכה כר' יוסי.L,,
,,אורחין שהיו מסובין אצל בעל הבית וקדש עליהן היום ועקרו עם חשיכה לבית המדרש חזרו ומזגו להם את הכוס אומרין עליו קדושת היום דברי ר' יהודה. ר' יוסה או' אוכל והולך עד שעה שתחשך.L,,
,,מזגו לו כוס ראשון מברך עליו ברכת המזון מזכיר של שבת בברכת המזון והשני או' עליו קדושת היום.L,,
,,כיצד סדר הסב בזמן שהן שתי מטות גדול מסב בראשה של ראשונה שני לו למטה ממנו. בזמן שהן שלש מטות גדול מסב בראשה של אמצעית שני לו למעלה ממנו שלישי לו למטה ממנו. כך היו מסדירין והולכין.L,,
,,סדר נטילת ידים כיצד עד חמשה מתחילין מן הגדול מחמשה ואילך מתחי' מן הקטן. סדר מזיגת הכוס כיצד בתוך המזון מתחילין מן הגדול לאחר המזון מתחילין מן המברך. רצה לחלוק כבוד לרבו או למי שגדול ממנו הרשות בידו.L,,
,,שנים ממתינין זה לזה בקערה. שלשה אין ממתינין. המברך פושט ראשון. רצה לחלוק כבוד לרבו או למי שגדול ממנו הרשות בידו.L,,
,,לא ישוך אדם מן הפרוסה ויחזירנה לקערה מפני סכנת נפשות.L,,
,,לא ישתה אדם מן הכוס ויתננו לחבירו לפי שאין דעת בריות שוות.L,,
,,אחד משמש את שנים אוכל עמהן שלשה אין אוכל עמהן אלא אם כן נתנו לו רשות.L,,
,,באת להם מתיקה בתוך המזון מברך על המזון ופוטר את המתיקה.L,,
,,ר' מונא או' משם ר' יהודה פת הבאה בכיסנין לאחר המזון טעונה ברכה לפניה ולאחריה.L,,
,,מים הראשנים רשות האחרנים חובה. מים הראשנים אם רצה להפסיק מפסיק מים האחרנים אם רצה להפסיק אינו מפסיק.L,,
,,הכל חייבין בברכת המזון. כהנים לוים וישראל גרים ועבדים משוחררין חללים נתינים ממזרין סריס אדם וסריס חמה פצוע דכא וכרות שפכה כולן חייבין ואין מוציאין את הרבים ידי חובתן. טומטום ואנדרוגינוס חייבין ואין מוציאין את הרבים ידי חובתן.L,,
,,אנדרוגינוס (מוציא את),@,
,,מוציא את מינו ואינו מוציא את שאינו מינו. טומטום אינו מוציא לא את מינו ולא את שאינו מינו.L,,
,,מי שחציו עבד וחציו בן חורין אינו מוציא לא את מינו ולא את שאינו מינו.L,,
,,נשים ועבדים וקטנים פטורין ואין מוציאין את הרבים ידי חובתן. באמת אמרו אשה מברכת לבעלה בן מברך לאביו עבד מברך לרבו.L,,
,,קטן שיכול לאכול כזית מזמנין עליו שאין יכול לאכול כזית אין מזמנין עליו ואין מדקדקין בקטן. בין שאומר נברך בין שאומ' ברוך אין תופשין אותו על כך. הנקדנין תופשין אותו על כך.L,,
,,בעשרים נחלקין. ובלבד שלא יהא בהן אחר שיפטור עצמו מן הזמון.L,,
,,"רבן שמעון בן גמליאל או' עלו והסבו וטובל עמהן אע""פ שלא אכל עמהן כזית דגן מזמנין עליו.L",,
,,גוי המברך בשם עונין אחריו אמן את השם אין עונין אחריו אמן עד שישמע את כל הברכה.L,,
,,היה מקריב מנחות בירושלם או' ברוך שהגיענו לזמן הזה. כשהוא מקריבן או' בר' אש' קד' במצו' וצו' להקריב מנחות. כשהוא אוכלן או' המוציא לחם מן הארץ. היה מקריב זבחים בירושלם אומ' ברו' שהגיע' לזמן הזה. כשהוא מקריבן או' ברוך אשר קדש' במ' וצו' להקריב זבחים. וכשהוא אוכלן או' בר' אשר קד' במצ' וצונו לאכל זבחים.L,,
,,"עשרה שהיו מהלכין בדרך אע""פ שכולן אוכלין מככר אחד כל אחד ואחד מברך לעצמו. ישבו לאכל אע""פ שכל אחד ואחד אוכל מככרו אחד מברך לכולן.L",,
,,פועלין שהיו עושין אצל בעל הבית הרי אילו מברכין שתים. אומ' ברכה הראשנה וכולל את ירוש' בשל ארץ וחותם בשל ארץ. ואם היו עושין עמו בסעודן או שהיה בעל הבית מברך להן הרי אילו מברכין ארבע.L,,
,,"(פ""ו בכי""ע) דברים שבין בית שמיי לבית הלל בסעודה. בית שמיי או' מברך על היום ואחר כך מברך על היין שהיום גורם ליין שיבא וכבר קדש היום ועדיין יין לא בא. ובית הלל אומ' מברך על היין ואחר כך מברך על היום שהיין גורם לקדושת היום שתאמר. דבר אחר ברכת היין תדירה וברכת היום אינה תדירה. והלכה כדברי בית הלל.L",,
,,בית שמיי או' נוטלין לידים ואחר כך מוזגין את הכוס שמא ניטמאו משקין שבאחורי הכוס מחמת הידים ויחזרו ויטמאו את הכוס. בית הלל או' אחורי הכוס לעולם טמאין. דבר אחר אין נטילת ידים אלא סמוך לסעודה. מוזגין את הכוס ואחר כך נוטלין לידים.L,,
,,בית שמאי או' מקנח ידו במפה ומניחה על השלחן שמא ניטמאו משקין שבמפה מחמת הכסת ויחזרו ויטבלו את הידים. בית הלל או' ספק משקין לידים טהור. דבר אחר אין נטילת ידים לחולין. אלא מקנח ידיו במפה ומניחה על הכסת שמא ניטמאו משקין שבמפה מחמת השלחן ויחזרו ויטמאו את האוכלים.L,,
,,בית שמיי או' מכבדין את הבית מפני אובדן של אוכלים ואחר כך נוטלין לידים בית הלל או' אם היה שמש תלמיד הכם מלקט פרורין שיש בהן כזית. ונוטלין לידים ואחר כך מכבדין את הבית.L,,
,,בית שמאי או' אוחז כוס יין בימינו ושמן ערב בשמאלו מברך על היין ואחר כך מברך על השמן. ובית הלל או' אוחז שמן ערב בימינו וכוס יין בשמאלו מברך על השמן וטחו בראש השמש. אם היה שמש תלמי' חכם (מלקט פירורין) טחו בכותל לפי שאין שבח תלמיד חכם שיצא מבוסם.L,@,
