id,sefer_id,title_eng,title_heb,intro_eng,intro_heb,range_eng,range_heb,range_start,range_end,parent_id
434,22,PSALM 54,בבֹא הזיפים,A prayer against the wicked in which the psalmist expresses his faith that God will save him from his enemies and mete out just punishment for their misdeeds.,"דוד מתפלל כנגד הרשעים ומביע את ביטחונו שה' יציל אותו מידי אויביו ויענישם כראוי להם, ואולי אף מודה על הצלה ודאית זו. כמו המזמור שלפני הקודם, גם מזמור זה מתייחס למאורע מסוים.",Psalms 54:1–9,53,10114,10122,NULL
435,22,PSALM 55,האזינה אלֹהים תפִלתי,"A psalm of prayer and supplication, relating to a time when the psalmist was beset by enemies, including traitors from among his own camp. According to some, the text alludes to the insurgency of Avshalom and the treachery of Ahitofel and others in supporting it.","מזמור תפילה ותחינה שהושר על ידי מי שמוקף באויבים, חלקם אנשים שבגדו בו. יש שייחסו תפילה זו למרד אבשלום ולבגידתם של אחיתופל ואחרים.<footnote data-lang=""heb"" data-id=""6289"" data-num=""21""/>",Psalms 55:1–24,54,10123,10146,NULL
436,22,PSALM 56,לדוד... באחֹז אותו פלשתים,Another psalm of prayer and supplication that also contains expressions of faith and hope.,עוד שיר של תחינה שיש בו גם דברי תקווה וביטחון.,Psalms 56:1–14,55,10147,10160,NULL
437,22,PSALM 57,בברחו מפני שאול בַּמערה,"A psalm in which, in a time of great distress, the psalmist turns to God. Although surrounded by enemies, he is confident that he will be rescued; indeed, he already thanks God for His assistance.","מזמור המושר לה' מתוך מצוקה קשה. אף שהמשורר מוקף באויבים מכל צד, הרי הוא בוטח בישועת ה', וכבר בעת מצוקתו הוא מודה לה' על עזרתו.",Psalms 57:1–12,56,10161,10172,NULL
438,22,PSALM 58,האֻמנם אֵלם צדק תדבֵּרון,"A prayer against the wicked, who are full of evil thoughts. The psalmist beseeches God to destroy them.",תפילה כנגד האנשים המלאים מחשבות רֶשע. דוד מבקש שה' הוא שיילחם בהם ויאבדם מן העולם עד שלא יישאר מהם כל זכר.,Psalms 58:1–12,57,10173,10184,NULL
439,22,PSALM 59,בשלֹח שאול וַישמרו את הבית,"A psalm in which David prays to be rescued from foes who are gathering to attack him for no justifiable reason. He expresses his faith that those foes will not only be defeated but will also acknowledge their wrongdoing. In addition, he prays that he will be able to offer his wholehearted thanks to God.","מזמור תפילה לישועה מהאויבים המתנכלים לדוד על לא עוול בכפו, וביטחון בישועת ה' שתתגלה בכישלונם.",Psalms 59:1–18,58,10185,10202,NULL
440,22,PSALM 60,,"A song of praise and thanksgiving in the wake of a military victory. It opens with a description of previous difficult times of setback and defeat, and continues with an expression of gratitude for the ultimate triumph, conveying the message that everything is in the hands of God.","שיר תהילה והודאה על ניצחון. המזמור מתחיל בתיאור כישלון, ועובר להבעת תודה על ניצחון מזהיר ולהכרה בכך שהכול בא מידו של ה' לבדו.<footnote data-lang=""heb"" data-id=""6295"" data-num=""27""/>",Psalms 60:1–14,59,10203,10216,NULL
441,22,PSALM 61,שִׁמעה אלֹהים רִנתי,A song of thanksgiving to God for providing aid and shelter at a time of distress. It is possible that it was written on the occasion of a great military victory.,"שיר שבח ותודה לה' על העזרה וההגנה שהעניק לדוד בעת צרתו, ועל החסות תחת כנפי ה' בביטחון ובאושר.",Psalms 61:1–9,60,10217,10225,NULL
442,22,Psalm 62,אֶל אלֹהים דומיה נפשי,"An introspective psalm that contrasts the lives of the wicked, whose apparent success is temporary, with those of individuals who embrace God and thus merit eternal life. It describes David’s many enemies, as well as his hope to be rescued from them.","מזמור תפילה והתבוננות שבו מתוארים חייהם של הרשעים, שהצלחתם זמנית, אל מול חייהם של הדבקים בה', אשר קשורים בנצח.",Psalms 62:1–13,61,10226,10238,NULL
443,22,Psalm 63,אשַׁחַרֶךָּ,"A psalm of devotion composed in the desert, a place of scarcity, thirst, and danger. The psalmist discovers that there is a yearning more powerful than thirst for water, namely, the yearning for closeness to God.","מזמור של דבקות שחובר בתנאי מחסור, צמא וסכנות במדבר. המשורר מגלה כי קיים צימאון עמוק יותר מן הצמא למים – התשוקה לקרבת אלוקים.",Psalms 63:1–12,62,10239,10250,NULL
444,22,PSALM 64,מִפַּחד אויב תִּצֹּר חיי,"A plea for protection by one who is pursued by enemies both visible and covert, all of whom use every means available in order to harm him.",תחינה של מי שמוקף באויבים גלויים ונסתרים המשתמשים בכל אמצעי שבידם כדי להזיק לו.,Psalms 64:1–11,63,10251,10261,NULL
445,22,PSALM 65,לךָ דֻמִיה תהִלה,"A psalm of praise to God, who forgives sinners, embraces penitents, and fills the world with bounteous goodness and tranquility.","מזמור תהילה לה', הסולח לחוטאים ומקרב את השבים אליו, והממלא את העולם ברוב טובה ובהדר.",Psalms 65:1–14,64,10262,10275,NULL
446,22,PSALM 66,הָריעו לאלֹהים כל הארץ,"A psalm of praise to God for His revelation, both in general and in connection with specific historical events, beginning with the exodus from Egypt and the giving of the Torah at Mount Sinai, and continuing throughout the generations. The psalm concludes with a personal prayer by an individual who perceives divine providence in his own life.","מזמור תהילה לה' על התגלותו בכלל, בתולדות ישראל לדורותיו, ובפרט. המזמור מרמז על ניצחון כלשהו מול מכשולים ואויבים שפסו ונעלמו מהעולם. בסיום המזמור מובאת תפילתו של אדם פרטי הרואה את השגחת ה' בחייו-שלו.",Psalms 66:1–20,65,10276,10295,NULL
447,22,PSALM 67,אלֹהים יחננו ויברכנו,"On the surface, this is a simple hymn of praise, consisting mainly of expressions of gratitude and a request for God’s continued beneficence. A more insightful reading reveals a sophisticated structure to this brief psalm, and especially in kabbalistic literature it has been interpreted as containing veiled references to higher realms. Apart from its heading, the psalm has seven verses and a total of forty-nine words. The seven verses correspond to the seven branches of the Temple’s candelabrum, and in some prayer books the psalm is even printed in the shape of such a candelabrum. On a deeper level, the psalm can be understood as a kind of roadmap marking the journey from the lowest world to the higher realms.","מזמור תהילה פשוט לכאורה, שמיעוטו דברי בקשה ועיקרו דברי הודיה. המזמור בנוי בצורה משוכללת. המזמור נדרש, בעיקר בספרי הקבלה, כמכיל רמזים לעולמות עליונים. יש בו – מלבד הכותרת – שבעה פסוקים בני שבע מלים כל אחד, כנגד שבעת קני המנורה, ובפסוק המרכזי – 49 אותיות בכתיב מלא. (ואכן, בכמה סידורי תפילה הוא נכתב בצורת מנורה בת שבעה קנים). אפילו מספר המלים שבו מתחלק לשבע. המזמור נתפס כמסמן תוואי של הדרך מהעולם התחתון אל העולמות העליונים.",Psalms 67:1–8,66,10296,10303,NULL
448,22,PSALM 68,יקום אלֹהים יפוצו אויביו,"An epic hymn in praise of the might of God, as manifested not only in military victories but also in the epitome of divine revelation that occurred at Mount Sinai. The text is noteworthy for its archaic and obscure Hebrew phrasing. It contains a number of words that are otherwise not found in the Bible, along with arcane verses and expressions that have been subject to a variety of interpretations.","המנון תהילה אפי על גבורת ה' הבאה לידי ביטוי לא רק בניצחונות במלחמות אלא גם בהתגלות המובהקת והכבירה ביותר – מעמד הר סיני. לשונו של המזמור ארכאית במיוחד. יש בו מלים יחידאיות רבות וכמה וכמה ביטויים ומשפטים שאינם נהירים כל צורכם, אשר זכו לפירושים מרובים.",Psalms 68:1–36,67,10304,10339,NULL
449,22,PSALM 69,באו מים עד נָפש,"A psalm of prayer and supplication. It is also the anguished cry of an individual caught in a vise of personal distress and attacks by an array of enemies. It ends on a hopeful note, which may reflect the psalmist’s faith that God will come to his aid; alternatively, the ending may have been added at a later date, after the psalmist had been delivered from danger.","זעקה של אדם השרוי בסכנה גדולה ובבדידות מעיקה. המזמור מסתיים בדברי תקווה, שאולי הם הטוב המיוחל, ואולי הם תוספת שנכתבה לאחר שנושע.",Psalms 69:1–37,68,10340,10376,NULL
