Quoting Book,Quoting Ref,Quoted Book,Quoted Ref,Snippet
Alshich on Torah,"Alshich on Torah, Exodus 12:13:6",Pesachim,,) באומרם היה הבית בדוק ובא עכבר וככר בפיו ונכנס בבית צריך לבדוק א
Alshich on Torah,"Alshich on Torah, Exodus 12:24:5",Berakhot,,) על או' על לבבך וגם כפל החזרה לומר לבבתני. אך הנה ד' הדרגות יש ב
Alshich on Torah,"Alshich on Torah, Exodus 12:24:6",Genesis,," המיוחד והגבור שבשבטיך כי באו' באח""ד בפת""ח האל""ף יורה אל המיוחד כד""א (בראשית כ""ו) אחד העם ואמרו ענק כד""א (במדבר י""ג) בני ענק יורה על היות גבור וצ"
Alshich on Torah,"Alshich on Torah, Exodus 13:1:3",Jeremiah,," מלהזכיר נס יציאת מצרים לפני נס כבישת הארץ הגדול ממנו כמאמר הנבי' (ירמיה כ""ג) שלעתיד לבא לא יאמר אשר העלה ה' ממצרים כי אם אשר העלה מארץ צפון."
Alshich on Torah,"Alshich on Torah, Exodus 13:1:5",Shabbat,," למען תהיה תורת ה' בפיך מה ענין אומרו בפיך. שאם הוא מה שאמרו רז""ל (שבת דף כ""ח) שיהיה עור התפילין מן המותר בפיך אין זה פשוטו של מקרא אלא שדרשו "
Alshich on Torah,"Alshich on Torah, Exodus 13:1:9",,," מה שירך הה""א שהיתה תלויה נדבקת לגגה ונעשית חי""ת והוא כי הנה ארז""ל (שבת דף ק""ד) שעה""ז נברא בה""א. ולמה תליה לכרעיה. רמז לבעלי תשובה שיש להם מקום"
Alshich on Torah,"Alshich on Torah, Exodus 13:11:2",,," אותי בלבד גאל הוא ית' כ""א גם לי גם לך. וז""א הוציאנו והוא מאמר התנא (פסחים דף קי""ו) לעולם יראה אדם את עצמו כאלו הוא יצא ממצרים שאלו לא הוציא כו' עד"
Alshich on Torah,"Alshich on Torah, Exodus 13:20:1",,,"""ד) שלא היה נוסע עמוד הענן מלפניהם עד אחרי היות עמוד האש לפניהם א"
Alshich on Torah,"Alshich on Torah, Exodus 14:19:9",Genesis,," לא יפלא היות ה' אתך כאשר היה ביעקב שבחייו קראו אל והוא מאמר הכתוב (בראשית ל""ג) ויקרא לו אל כו' או מפני אלוה יעקב שבלי מטה האלהים ובלי היות ימי"
Alshich on Torah,"Alshich on Torah, Exodus 15:1:1",Judges,," באו' ישיר ל' עתיד. (ב) או' אז ולא אמר וישר משה ובני ישראל ע""ד אומרו (שופטים ד') ותשר דבורה וכו'. (ג) או' את השירה הזאת שהוא מיותר. (ד) או' לאמר"
Alshich on Torah,"Alshich on Torah, Exodus 15:11:1",Psalms,," בעיניך כעושה פלא כ""א כטבעי וכבלתי טבעי הכל שוה לפניך כמאמר הכתוב (תהלים ק""ו) יודו לה' חסדו שיודו אותו לפועל חסד ולא לעושה פלא כי הלא ונפלאות"
Alshich on Torah,"Alshich on Torah, Exodus 15:20:1",I Samuel,," האנשים שוררו הנשים קודם למלאכי השרת וע""כ הוצרכה לעורר בתוף כענין (שמואל א' י""ו) והיה כנגן המנגן לו' השיר' גם ברוח הקדש כי הוא גדר נבואה בהקיץ א"
Alshich on Torah,"Alshich on Torah, Exodus 15:20:1",,," מחולות האם לא היתה דיים תופים כמרים כ""א גם מחולות. אמנם הנה ארז""ל (סוטה דף י""ב) על פסוק ותתצב אחותו מרחוק כי עד שלא נולד משה אמרה מרים לאביה ול"
Alshich on Torah,"Alshich on Torah, Exodus 16:4:2",,," והטוב כי אם הכל לפי הכנת מקבל כי עון ממית וזכות מחיה. עון ממית כד""א (תהלי' ל""ד) תמותת רשערעה תיסרך רעתך ותמוגגנו ביד עונינו חטאים תרדף רעה והזכ"
Alshich on Torah,"Alshich on Torah, Exodus 16:4:4",Yoma,," בו. כן המן הי' מתפרנס הנפש הדומה לה וממנה יתפשט אל הגוף. וזה משז""ל (יומא דף ע""ה) בנועם מליה'. באומרם היה נבלע באיברים כי היה כדם הוא הנפש. נבלע "
Alshich on Torah,"Alshich on Torah, Exodus 16:4:4",Rosh Hashanah,," לאדם בה חיי נפשו בגופו. ומה גם כנודע כי תחיה את בעליה כרבה ואביי (ר""ה דף י""ח) כי בה רבו ימיהם עשרים שנה לכל אחד. ואיך יהיה מבוא לתורה מן השמי"
Alshich on Torah,"Alshich on Torah, Exodus 16:4:5",,," לחם שהוא למלאכי' שבשמי' כמו שלחם הארץ הוא לחם לצאצאיה. והוא משז""ל (יומא דף ע""ה) לחם אבירים שמה""ש נזונין ממנו. וזהו לפי האמת לא כל האנשי' כדאים "
Alshich on Torah,"Alshich on Torah, Exodus 16:11:2",Berakhot,," לעסוק בתורה לא ימעיט מטרף ביתו כי זה וזה יתקיים בידו והוא משז""ל (ברכות דף ל""ה) ראשונים עשו תורתם קבע ומלאכתם עראי זה וזה נתקיים בידם אחרונים ע"
Alshich on Torah,"Alshich on Torah, Exodus 16:11:2",Yoma,," למה שהוא מזון הנפש כנפש הגדול וכנפש הקטון אחת הנה כאמור וכמשז""ל (יומא דף ע""ה) שהמקדש אשה ספק קרוב לה כו' היה ניכר וכן בן ט' לראשון כו'. הנה ב"
Alshich on Torah,"Alshich on Torah, Exodus 16:11:4",Shabbat,," שבפסוק על ג' סעודות והוא מה שרמז אח""כ באומ' אכלוהו היום וכו' שארז""ל (שבת דף קי""ח) כי ג""פ היום הם כנגד ג' סעודות והלא כמו זר נחשב כנותן את הסעודות"
Alshich on Torah,"Alshich on Torah, Exodus 16:31:2",Yoma,,) שהיה לבן כמרגליו' כאומרו ועינו כעין הבדולח ואין תאוה לעינים גדו
Alshich on Torah,"Alshich on Torah, Exodus 16:31:5",,," פרוסה ממצרים ע""י שתי אלה האכלתים הלחם הזה כי ע""כ חיבבם ית' באו' (ירמיה א') זכרתי לך חסד נעוריך כו' לכתך אחרי במדבר וכן באו' אני ידעתיך במד"
Alshich on Torah,"Alshich on Torah, Exodus 16:31:13",,,) מעולם לא ראיתי ארי סבל ולא צבי קייץ ולא שועל חנוני ומתפרנסים של
Alshich on Torah,"Alshich on Torah, Exodus 17:8:2",,," ידו וגבר ישראל וכאשר כו'. והוא כי קרה לו כענין ר' חנינא בן דוסא (בברכות דף ל""ד) כשהיה מתפלל על החולים היה אומר זה חי וזה מת א""ל מנין אתה יודע א"
Alshich on Torah,"Alshich on Torah, Exodus 19:1:5",Shabbat,,"והנה לבא אל הענין נזכירה מז""ל (שבת דף פ""ז) האומרים כי הוא יתברך החזיק טובה למשה על ששיבר הלוחות ואמר לו יי"
Alshich on Torah,"Alshich on Torah, Exodus 19:1:9",,," באורחא ומן הטעם הזה אחשוב צוה הוא ית' לשים דינים אצל המזבח כמז""ל (ערובין דף כ""ד) על סמיכות אלה המשפטים אצל מזבח אדמה כי למה שהמזבח משים שלום בין"
Alshich on Torah,"Alshich on Torah, Exodus 19:1:10",Megillah,," לבלתי ישלוט מלאך המות. כאשר באדם טרם יחטא, וע""כ הטיבו אשר דברו רז""ל (מגילה דף ט""ו) באומרם חרות על הלוחות. אל תקרי חרות אלא חירות ופי' חירות ממלאך "
Alshich on Torah,"Alshich on Torah, Exodus 19:1:15",,," ית' אלינו. כאב את בן ירצה בלי שום עיכוב. וזהו שהטיבו אשר דברו רז""ל (שבת דף קכ""ו) בנועם מליהם באומרם ישראל שעמדו על הר סיני פסקה זוהמתן כי בדבר ה"
Alshich on Torah,"Alshich on Torah, Exodus 19:3:4",Sanhedrin,," כאשר המה. ואשר חילק לשני' אמירה לבית יעקב והגדה לבני ישראל ארז""ל (סנהדרין דף כ""א) בית יעקב אלו הנשים. בני ישראל אלו האנשים שמדבר להם דברים קשים כ"
Alshich on Torah,"Alshich on Torah, Exodus 19:16:1",,," יאמר אח""כ ואת קול השופר. הנה קול השופר הוא קולו ית'. שהרי ארז""ל (ברכות דף מ""ה) ויהי קול השופר הולך וחזק. קולו של הקב""ה אינו כקולו של ב""ו. שקול"
Alshich on Torah,"Alshich on Torah, Exodus 20:2:9",,," ואשר וכו' אף ע""פ דרך צווי יתברך כיוון פן נאמר כדברי הע""ג שאמר לר""ג (ע""ז דף נ""ד) אם הקב""ה שונא הע""ג למה אינה מבטלה. והשיב לו הם עובדי' לשמש וליר"
Alshich on Torah,"Alshich on Torah, Exodus 20:6:1",Shevuot,,") כי כשהקב""ה אמר לא תשא נזדעזע העולם נוסף על זה רמז פן יאמר איש ה"
Alshich on Torah,"Alshich on Torah, Exodus 20:8:3",Berakhot,,) ראשונים היו עושים תורתם קבע ומלאכתם עראי זה וזה נתקיים בידם אחר
Alshich on Torah,"Alshich on Torah, Exodus 20:12:1",Sanhedrin,,") כי על עולם שכלו ארוך ידבר שע""י שהביאוך לעה""ז תקנה העה""ב: "
Alshich on Torah,"Alshich on Torah, Exodus 20:12:2",,,) אם יאמרו לך אביך ואמך חלל שבת אל תשמע לו כי הנה אביך ואמך חייבי
Alshich on Torah,"Alshich on Torah, Exodus 20:13:1",Shabbat,,) כי על כן צוה על האשה מצות נר שבת כי הוא כבתה נרו של עולם כי היס
Alshich on Torah,"Alshich on Torah, Exodus 20:14:3",,,") וז""ל ויעמדו מרחוק חוץ לי""ב מיל מגיד וכו' כמפורש אצלינו ויבא ביא"
Alshich on Torah,"Alshich on Torah, Exodus 20:14:10",Chagigah,," גזרות שוות וכו' ואו' לו הן מקבל את אלהותי ואומר לו הן ויהיה כמז""ל (חגיגה י""ב) אמר ר"" יוחנן כל דבור ודבור שיוצא מפי הקב""ה היה נברא ממנו מלאך ו"
Alshich on Torah,"Alshich on Torah, Exodus 20:14:11",Shabbat,,"והנה ארז""ל (שבת דף פ""ח) ויעמדו מרחוק חוץ לי""ב מיל מגיד שהיו ישראל נרתעין לאחוריהן י""ב מ"
Alshich on Torah,"Alshich on Torah, Exodus 20:17:1",,," ששמעו מפיו היו רואים את כל דבור ודבור מדבר עמהם כמבואר במאמר רז""ל (שבת דף פ""ח) שהזכרנו למעלה ויעמדו מרחוק חוץ לי""ב מיל וכו' באר היטב. והענין כ"
Alshich on Torah,"Alshich on Torah, Exodus 21:1:8",Kiddushin,," כו' מה זו אמירה כפולה מה ענין רציעה זו זולת הסוד. והנה יש מרז""ל (קדושין כ""א) אומרים אזן ששמעה בסיני כי לי בנ""י עבדים ולא עבדים לעבדים ומכר א"
Alshich on Torah,"Alshich on Torah, Exodus 21:12:3",Makkot,,"אמנם הוא ארז""ל (מכות דף י') ואשר לא צדה. במה הכתוב מדבר בא' שהרג מזיד ולא נהרג וא' הרג שוגג"
Alshich on Torah,"Alshich on Torah, Exodus 21:24:2",Gittin,," החצים הם שלוחי המית' יכלו. כד""א ונתתי נקמתי כו' כמדובר בפרק הניזקין (גיטין דף נ""ו) אך אם אדון למכה לא יאשם גם הוא כי לא שלחו אם לא אם יהיה שראה כי"
Alshich on Torah,"Alshich on Torah, Exodus 22:4:1",,," יפקוד ויאבד טובה הרבה. מטובו המזומן לו לעה""ב כעובדא דר""ח בן דוסא (תענית דף כ""ה) כשנתנו לו רגל שולחן זהב וחלם שהיה שולחנו חסר בעה""ב וכעובדא דרשב"
Alshich on Torah,"Alshich on Torah, Exodus 22:4:2",,,") כי עשו ויעקב חלקו העולמות עשו נטל לחלקו העולם הזה ויעקב העה""ב. "
Alshich on Torah,"Alshich on Torah, Exodus 22:6:1",,," מאמר הכתוב כי יתן איש וכו'. הקב""ה אל רעהו הוא איש הישראלי. כד""א (תהלים קל""ב) למען אחי ורעי ואומר (משלי כ""ז) רעך ורע אביך אל תעזוב. כסף או כל"
Alshich on Torah,"Alshich on Torah, Exodus 22:24:7",,," והערב והעדים והסופר והסרסור שכלם עוברים לאו זה וז""א תשימון כמשז""ל (ב""מ דף ע""ג) ולא נאמר תשים: "
Alshich on Torah,"Alshich on Torah, Exodus 23:2:4",Shevuot,," לך דין מרומה תפרוש מלדונו. פן ימשך שנקי או צדיק תהרוג והוא משז""ל (שבועות דף ל') מנין לדיין שרואה הדין מרומה שלא יאמר אחתכנו ויהיה קולר תלוי בצו"
Alshich on Torah,"Alshich on Torah, Exodus 24:10:1",Berakhot,,) על נדב ואביהו והלא גם הזקנים ראו ולמה לא נאמר בהם לא שלח ידו. ו
Alshich on Torah,"Alshich on Torah, Exodus 25:1:8",,,) בא ליטהר מסייעין אותו כי טרם יתחיל האדם להיטיב אין מסייעין אותו
Alshich on Torah,"Alshich on Torah, Exodus 25:10:8",Ecclesiastes,, מאמר התנא אשרי מי שעמלו בתורה וגדל בשם טוב. ועליו אמר שלמה בחכמתו (קהלת ו') טוב שם משמן טוב וכו'. והוא כי ר' יהודה עצמו האומר ג' כתרים הם כ
Alshich on Torah,"Alshich on Torah, Exodus 25:10:12",Berakhot,," פניה. והעיקר הוא מבית מתן בסתר. ואם אי אפשר ומחוץ תצפנו. ורמז משז""ל (ברכות דף ל""ד) כל הנביאים לא התנבאו אלא למחזיקים ביד לומדיה. אבל ת""ח עצמן עין "
Alshich on Torah,"Alshich on Torah, Exodus 25:17:1",,," תלוי בתורה כאשר יבא. וזהו ועשית כפרת הוא הזווג שהוא כפר'. כמשז""ל (יבמות דף ס""ג) כל הנושא אשה עונותיו נמחלין הזהר יהיה זהב טהור. משולל מכל סיג ו"
Alshich on Torah,"Alshich on Torah, Exodus 25:23:1",Jeremiah,," הטבעות ההם הם לבתים לבדי' הם היחודים עני. וגר. יתום ואלמנה כד""א (ירמי' ג') חרב על הבדים שפירשו ז""ל על היחידי' מגזר' ישב בדד. ואל תחשוב כי "
Alshich on Torah,"Alshich on Torah, Exodus 27:20:13",,,") ארז""ל הרוצה להחכים ידרים. להעשיר יצפין. כי מנורה בדרום שלחן בצפ"
Alshich on Torah,"Alshich on Torah, Exodus 27:20:22",Berakhot,,"והנה ארז""ל (בברכות דף ה') שאין ישראל עושים תשובה אלא ע""י יסורין כזתים שנחבטים ונטחנים ע""כ"
