Index Title,Bader-Jewishspritualheroes-Vol2.
"Bader-Jewishspritualheroes-Vol2., Introduction.32","<img src='data:image/jpg;base64,/9j/4AAQSkZJRgABAQEBLAEsAAD/2wBDAAUDBAQEAwUEBAQFBQUGBwwIBwcHBw8LCwkMEQ8SEhEPERETFhwXExQaFRERGCEYGh0dHx8fExciJCIeJBweHx7/2wBDAQUFBQcGBw4ICA4eFBEUHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh4eHh7/wAARCABJASoDASIAAhEBAxEB/8QAGwABAAIDAQEAAAAAAAAAAAAAAAcIBQYJAwT/xAA1EAACAQMEAQQBAwIEBgMAAAABAgMABAUGBxESEwgUISIVFiMxMlEJJTNyNDdBdoG0NURS/8QAFAEBAAAAAAAAAAAAAAAAAAAAAP/EABQRAQAAAAAAAAAAAAAAAAAAAAD/2gAMAwEAAhEDEQA/APD1a+pvM2uor7QO297NjFx8stplsqI+s0kw7RvDD2HMaoeeZRwxYDoVVez1GyX5W8753I+9uPfXMva+uOz+4nHV5eZG/rceRGb5J+6k/wAirDeiLSmAg9RGRw2t7eFdQ4OKYY+xuOjxi9hlCyMrB+HljAcqoVxwGkBUxqT0FoOM9bNo3cHXGjfGultW5rEQx3IuvbW14627yjr9ni56PyFUEMpBAAPI+K6Gbj+mXaPWnhk/Afpu5i6r58AI7Tug7fVo+hiPJbkt07/VR24HFVN3d9KO4+i+97gIv1jiV4/cx0JF2n9A+1tyWPLMQPGZPqhZuooMnoD1j7l4SZI9U2uM1VaGVnkaSIWlzwU4VEeIeNVDAN8xMTyw5/jrZ/Zr1I7cbj+2x/v/ANP5+Xqn43JOE8sh6DrDL/RLy79VX6yN1J6AVQfaXdPVG2k2STBpjLzHZaIQ5TGZKzWe2vUCSKqSD4bqPK54VlB/huR8Vue0u0Gkd1tFW9vpjXUOJ3CglkS6w2ZKrBegsWR7ZkHfqsKuW+sh7L8hFKswdK6VQCz3D359NGcstN6ui/L4BuRZ297N57eaCNkQm1uB94uEQBY2+EEgZouWFW52a3p0FuvDKmmMhNHkbeLzXGMvYvFcxJ3Kh+ASrr8AkozBe6BupYCgkalKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClKUClQzvL6kduNuPc4/wB/+oM/F2T8bjXD+KQdx1ml/oi4dOrL9pF7A9CKqBuT6kd3NxMo8GEv73TthF5LiKxwLyJKscayOXlmX9x+sRJfgrHxH26LxzQXs1/u9tpoOZ7fVOssZZXccqxSWcbm4uYyyd1LwxBpFUrwexUD5X5+w5hLWXrW0Pj/ACRaW0xms7NHcmPyXLpZW8kQ7fuo33f5IXhWjU8MeeCODVPXWitI6BvsBHfazxmuJbqKeXKWemL5VjtQD1hC3jJIrM3yxUxAqF444ZXqOaC1mpPW5rSe+R9OaN0/jrQRAPFfyTXchfk8sHRogF46jr1J5BPPzwPt0364M/BYumo9A4zI3ZlJSWwv3tIwnA4Uo6yktz2PbsBwQOPjkwNtjs1uPuJcWv6c0xemwufsMpdRmCyVBII3bysOH6sTyqdn+rcKeDU86b9D+fnsXfUevsZjrsSkJFYWD3cZTgcMXdoiG57Dr1I4APPzwAnnZr1I7cbj+2x/v/0/n5eqfjck4TyyHoOsMv8ARLy79VX6yN1J6AVM1cx98dktabH32MzU2WhurSa+kGOyeNM0ckDxENE0hKgQysPsqq7HmN+CevNbnYes/di2sbe3mxekryWKJUe4msphJMQOC7BJlUMf5PVVHJ+AB8UEzepj003WpdRDcHa2eHEanWU3V3aiY263My8us8Lr/p3BcAEkqrEhyyMGLzztXh9Saf28wuG1dn/z+ctLYR3l/wBT+63JIHJ+X6qQnduGfr2YAsRWzUoFKUoIG9Qfpo0juRDdZrBxw6e1V4pGSeCNUtryZn783KKvLMSXHkX7fflvJ1Vao1uVt3r3aDVVpDqC1mxl2JTPjMjaT8xzGJ+BLDKp5VgQrcHq6hkJVeRXV6sZqrAYbVOnb3T2ocdDkcXfReK4t5R9XH8ggj5VgQCGBBUgEEEA0FBtsfUX+Xt7XQ++uOstXaRl/aN/dWve9sSYxGkvZfl+ql+XA837jMHYgKfHdXaLGeHDbjenO51BqXC3F9Kjpj45JbnE3Ub94woAE6LwR1Lr2XorF28iU9Qfpc1Rt7Ddag0xJNqTTEEUlxcS9FW5sED/AAJEB/cUIQTIg4+rllRQCYz2a3V1dtPqKXMaWuYStzF4ruyulZ7a5A56l1VlPZSSVYEEckc9WYELM7HeseOeaDC7r2sNqoiIGdsonKkqi8eaBAx7MQ5Lx/HLKBGq8sLf2F3a39jb31jcw3VpcxLNBPDIHjlRhyrqw+GUgggj4INU5m0ztH6p8XkMto6H9GbiWdsZbiydY0iu5HZXaWUICZk8jOnnULIC4MikeNTo2gNzNy/TNr1NAa2gmvtM28rO9gvDqYZG/wCJs5WAJXlWYISFJMisEcsyh0FpWp7U7iaX3N0qNR6Uupp7RZfBOk0DRSQTdEdomBHBZRIvJUsvP8Ma2ygUpSgUpSgUpSgUpSgUpSgUpSgUpSgUpVYPUZ6rMBpmxvdObcXcOa1C8SBcrCUmsLQOCSysCRNKo68KAUBb7ElGjITZuzufo3a/Bx5TV2U9t7jutnaxIZLi7dF7FY0H/gdmKoCyhmXsKpBuj6jd0t4JpdH6TxE2Lx2RieFsViY3ury8TorOjyBezL9HJEaoCjMr9x818W1e0et97dRXG42vspNj9KzSy3WW1FeyxxtKkXHdYQ3wqgDqH6iKMRsPnp4zs+qN8NBbXaVk0j6crKa3u7mWJ8lqa9t+8lwEReCizDlmJLghkREJk6J9+yhBl7phdEbkrprc/FZO2is5YxlLXG3cHuY0kjDq0b8PGWCurdT8H+nlSeR9us9w5MjNa2+kcTDo7F22IGJeLHlEub+Eoiym9niSM3LSFAWDKF+PheSzNrF7d5/VmolmvLnJ57NX8scKvLI9zc3L/CIgJ5Z2+FUD5P8AAFWT9P8A6StSZvKWGe3Mtvw+AXiY4sykXt2OqsiuF/0UPYhuSJR0K9VJDgIG2v261duTqKLC6UxM10xlRLi7KMLazDdiHmkAIReEcj/q3UhQzcA3S2a9IOjdM+2ymurj9VZZOsnteDHYQuOjcdP6puGVxy5COrcNGDVgNG6U03o3Bx4TS2FssRYR8HxW0YXuwVV7uf5dyqqC7EseByTWZoFfFnspYYPB3+byk/t7DH20l1dS9GbxxRqWduFBJ4UE8AE/2r7a+LPYuwzmDv8ACZSD3FhkLaS1uou7L5IpFKuvKkEcqSOQQf7UFB/ULvJk/UPmcDoDQGmsmLQXxmggmMZnvZjGArsoBEKxgz8nyFSrdm69fiX8F6KtA/g7D87n9TflvbR++9leQe38/UeTx97ft07c9e3zxxz81Oe3G1m323fmbR2l7LGTT9hJc8vNcMrdeU8shZ+nKKenbryOeOeTW50ClKUClKUClKUCq8+oP0uaX3CmutQaYkh03qeeWS4uJejNbX7lPgSID+2xcAmRBz9nLK7EEWGpQch9SYDV232qks81jsnp7NWcomgZw0UilHIWaJx/UvdD1kQkEryCatNtTu5pHf2xG2W92Lxi5qeL2+FzcMSwyNIwQEK558NwzorDrxHIfoUH1SS026O3WkdydOy4XVeJhulMTpb3YRRc2ZbqS8MhBKNyiE/9G6gMGXkHnZ6idi9SbO5S2a5uPzGAvOFtctFAY1MvXlopE5bxv8EgdiGUcg8h1UNn13oXcf0sbh4zVWAynv8AGy8RQZJbcpb3XIBktLmLsevPUkDt8hQ6MHQ9Lf8Ap23003vFi7lba3/D5+z5a6xMs4kYRduFljfhfInyAT1BVjwRwUZqgbF+ou505i10Vudjv1joT2ywRWU9rDPLa+Ni8YUScCVO3UdJD9AqFCoTq2T3O2GjjsY9z/T9nptT4X3ySx2WLZ5L/FORG8YQqTIzIzAlSFljBQsG4dwHQWlVT9M/qstdSzHTW6V3jMRkViBtMwSLe2uQqDssxY9Y5TwWDDqjclQEIUPaygUpSgUpSgUpSgUpSgUpSgVjNVZ/DaW07e6h1DkYcdi7GLy3FxKfqg/gAAfLMSQAoBLEgAEkCtG303r0btLi2/M3Xu85NbNPYYiAny3HDBQWYAiJO3P3b+Qr9Q5UrVOb9t5vVZrW4exhmsdNxysYIppZUxNgY1+qs4UiS4IlALBS58nPCxjhQzXqD9Qmrt09RXWgdq4cmdPXMUlq0dlaM95mAPs7dQpkSLqh4ReCUL+T4bomf0Ts/txsRg7TXW/F/ZZLLXls62OnPai5RJurF168lZ3ClF7N1ijd/lmJjceOqtX7aem7Tt7pbax4c7uZJF+Py2dljLraFfs5AbmMN2YAQpyAYx5izR8PWDN5TUmudXzZLJT3ubz+XuVBIQvLcSsQqIiKP9qqijgABVAAAoN53s3317ujfXcORyc2O09JKTBhbWTrAicoVWUgAzsDGrdn5AbkqEB4HjtFsXuPud0ucBhva4luf82yJMFoeO4+rcFpftGUPjV+rEduoPNWM9P/AKQfxeUsNTbo3FlevDxNHgIR5Yu/VSvuJP4fqxcNEoKMVX7spKm3NhaWthY29jY20NraW0SwwQQxhI4kUcKiqPhVAAAA+ABQRZ6dti9N7O4u5a2uPzGfvOVustLAI2MXblYo05bxp8AkdiWYck8BFWWaUoFKUoFKUoFKUoFKUoFKUoFKUoFKUoFeN/aWt/Y3FjfW0N1aXMTQzwTRh45UYcMjKfhlIJBB+CDXtSgpn6m/Sj/8prXa+L+08+m4of8AcZGtSD/tIg4//QQ/0R1W3bXcTXu0GqrubT91NjLsSiDJ467g5jmMT8mKaJhyrAhl5HV1DOAy8mur1RZv5sbpHd+xgfLGbG5qzieOzylqq+RQQ3WOVSP3Ig57deQQeerL2bkKtX+N209TF9cSaMsodA7nzytd3Fne3BaxywJ4k6Oo/wBVUUSkrGpYtJyr/aRGzW9uvdhtRS6I3ZxOoLnCrFxDbTjvc2Yj5jRrZpGCyW58fTqG6fXsh+GDxxu7spuPs9nHyjWt7NibK5EljqHHAhF6snjkYoS1u/Z0ADkfcEIzgdjsGm9+cdqTSr6N30wM2sMcIjFYZu3WJctjB0A5jdgPIxeOIlmYE/buZQQlB0G0bqvTessHHm9LZqyy9hJwPLbSBujFVbo4/lHCspKMAw5HIFZmuYGXy9/s7q8ZnZvc33+AyneS0mglXylULp4r20kUcOndurSRhWDB04PIW0Gx3q80vqSGDE7jLDpvNPKUW8ijb8dKC6hAWLM0LfY8l/oAhYuOeoCz9Uz3l3Y9QW0G79ze53/NdDtkmexj9jEtpcWshcx2/uUiDpMqAjhiWDR9iHT+q41hd2t/Y299Y3MN1aXMSzQTwyB45UYcq6sPhlIIII+CDVf/AF55/SMGx+T07lMjjDqG5ltJsXZSFXuQROO0yL8si+NJ18nwPll55bghIF/vBpdNh7jd+x80+HWxaeCGZGikebv4lt24VurGbiMsAyg/bkr81WDZ7fH1Bbobv4mHGN/kH5K0/L22OxUXtLS15Bl7TSKzp2SOUjtJ2LchPnhawuptHaktP8P7B39y97cQ/qQZloLkGP2FnIstvGEDtyyPI6SjqBz7gtwRyxsB6Ccppu62BscXiJ7I5axuZzmYYkCSrLJM5ieQcAt2iEYD/IITqDyhACf6UqDN9PU1ofbS4bEWS/qjPr2ElnY3KCK2ZZAjJPN9vG/w/wBArMCnDBQwJCbb+7tbCxuL6+uYbW0tommnnmkCRxIo5Z2Y/CqACST8ACqs+oP1b4bBw3WntsHhzOUeKSJ8z/8AWspA/XmNWXi4bgMQwPj+UPMgLKIAv8/vrv3fXD3WRyY05PK0V5KC9pgbCOM+djO4/bCxKQ3aQtJwqfLHqDi8JqS22I3Lhymh83pnXV/HjWgubqbHzG1s7pnKyrbv3UycKnCzqQrpKw4+TQbnitoMrm/d7t+pDVF7pXC31y6T+5Rlyt3OeEjVIfG3jT4bhQhISE8IsfDjAbo+oHM5fTsugNv7CHR2gIontLewtk4ubi3PXnzyksezEMzBCO3ldXaXksY/1Jnte7s61S7ycuT1RqG5iEMMVvbd5CkalukcMS8KoAZiFUDksx+STVmdjvRxJPDBmt17qa1YSkjBWUqFiFdePNOhYdWAcFI/nhlIkVuVAV/2O2d1duxqKCzw9nNa4cSlb3MywMba2C9SwB+A8vDrxGDyewJ6ryw6DbF7KaN2lxa/hrX3ecmtlgv8vOD5bjhixCqSREnbj6L/ACFTsXKhq3/CYnFYPFw4vCYyyxlhB28VrZwLDFH2YseqKAByxJPA/kk19tApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlApSlB439pa39jcWN9bQ3VpcxNDPBNGHjlRhwyMp+GUgkEH4INVz3W9H+gtU3xyWlL6bR13LL3nihg9zaOCXZisJZTGxLKAFcIqpwEHPNWSpQc4Na+kzeDTdiLy1sMZqKJYpJZlxF2XkiCAHjpKsbOzfPVYw5JUjjkjmINT6T1Vpf2/6m01msJ7nt7f8jYy2/l68duvdR247Lzx/HI/vXX6lByN29xOvrzKNlNv8Zqa4v8AH8drrBwTtLbeRWUcvCOU7KHH8jkdh/erAbO+k/WWs8p+pN1Lu9wthed7iWI3AfK3UjqHDv2DCPlnJbycycoVKDt2F8qUGv6q0dgNR6CvdEXlhDDhbqx9ksEEKKtugXhDEpUqjR8KyfXhSqkD4rnbuJspu5s9qefKYm1zU1lZeaS01DhBIOsCp95HMRL2/wBHIYOQPhwGdQWPTKlByH1JrfWmpbFLHUer9QZm0jlEyQX+SmuI1cAgOFdiA3DMOf54J/vWGspo4JmeW0hulMUiBJS4UFkKhx0ZT2UkMPnjlR2DLypvx/iO/wDJDDf9yQf+tc0/w4v+SGZ/7kn/APWtqCptzh9692vxF22B1NnbButrimgxzRY23UdYesIRVt4EHjVWK9VHTlv4JqX9r/RfqjKwxX2v85Dp2LyoWx9oq3VyyB2Dq0gbxxsVClWXyj7/ACAR1N7KUGmbTbYaN2vwcmL0ji/be46NeXUrmS4u3ReoaRz/AOT1UKgLMVVexrc6UoFKUoFKUoFKUoFKUoFKUoFKUoP/2Q==' />"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.1","R<small>ABBI</small> C<small>HIYA</small> R<small>ABA BAR</small> A<small>BA</small> had two sons, Jehudah and Ezekiah. These at one time incurred the displeasure of the Nasi Rabbi Jehudah. As they sat at the table of the Nasi without uttering a word, he commanded his servants that they be served wine to loosen their tongues. His command was obeyed and as the two young men became merry with wine they exclaimed: ""Messiah will not come as long as the two ruling houses in Israel, the house of the Exilarch in Babylonia and the house of the Nasi in Palestine, is not destroyed."" As proof of their statement they quoted a passage from the Bible. In great anger the Nasi replied: ""Will you throw thorns in my eyes?"" <sup>1)</sup><i class=""footnote""><span dir=""rtl"">1) סנהדרין ל""ח א׳.</span></i> As a result of this altercation the two young men never received ordination although they were both called ""Amoraim of the West."" <sup>2)</sup><i class=""footnote""><span dir=""rtl"">2) בבא בתרא ע""ה א׳.</span></i> The older brother, Jehudah, is sometimes referred to as Rabbi in the Talmud, but this appears to be an error."
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.2","The two brothers died in their youth. It was also said that their birth was unusual, and although they were twins, one of them was three months older than the other (!). The older brother was born at the beginning of the seventh month of pregnancy, while the younger one was born at the end of the ninth month. <sup>3)</sup><i class=""footnote""><span dir=""rtl"">3) יבמות ס""ה ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.3","Together with their father Rabbi Chiya, the two young men came to Palestine from Babylonia when they were already of age and well versed in learning. It was then said that the learning in Palestine was in a decline and that Rabbi Chiya and his sons re-established it in the minds of the people. <sup>4)</sup><i class=""footnote""><span dir=""rtl"">4) סוכה כ׳ א׳.</span></i> It was also related that as long as they lived it was not necessary to thresh the flax in the country and because of their merit the wine never turned sour. <sup>5)</sup><i class=""footnote""><span dir=""rtl"">5) חולין פּ""ו א׳, ירושלמי מעשר שני פּרק ה׳ הלכה ה׳.</span></i> When the land was affected by a drought, the Nasi declared a fast day and he commanded Rabbi Chiya and his sons to pray for rain out of conviction that God would not refuse their prayer. <sup>6)</sup><i class=""footnote""><span dir=""rtl"">6) בבא מציעא פּ""ה ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.4","After the death of their father the two sons engaged in tilling the soil, <sup>7)</sup><i class=""footnote""><span dir=""rtl"">7) ביצה ט׳ ב׳.</span></i> and being so far removed from the academy, they once expressed concern lest their father be troubled in his grave at their neglect of their studies. <sup>8)</sup><i class=""footnote""><span dir=""rtl"">8) ברכות י""ח ב׳.</span></i> This conversation is not entirely clear for, although they were not ordained, they were both known as prominent scholars. Jehudah's name is often mentioned in the Talmud in connection with various legal matters. Ezekiah was mentioned even more frequently and it appears that he compiled a collection of ""Boraithoth."" His opinions are quoted in the Babylonian Talmud with the introducing words ""we have learned in the house of Ezekiah"" and in the Jerusalem Talmud they are prefaced by the words ""Ezekiah taught."""
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.5","Jehudah, the older brother, was a son-in-law of Rabbi Jannai Raba and he died during the lifetime of his father-in-law. Jehudah was in the habit of spending his days in the academy and of returning home only at nightfall. When he once failed to appear at the usual time, Rabbi Jannai ordered his bed to be covered believing him to have died. <sup>9)</sup><i class=""footnote""><span dir=""rtl"">9) כתובות ס""ב ב׳.</span></i> The reverence with which Rabbi Jannai regarded his son-in-law may be gauged from the following story which is told of their relations. Jehudah always visited his father-in-law each Friday and Rabbi Jannai would seat himself on the top of a high mountain to observe the approach of his son-in-law. As soon as he would see him coming in the distance he would rise out of respect. His disciples asked him for the meaning of his action and explained that his son-in-law equalled Mount Sinai in sanctity and that none was allowed to sit down in front of Sinai. <sup>10)</sup><i class=""footnote""><span dir=""rtl"">10) ירושלמי בכורים פּרק ג׳ הלכה ג׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.6","Jehudah's statements on various problems can best be understood when one considers the events of that time and the persecution at the hands of the Romans to which the Jews were subjected when their rights were denied, the academies were destroyed and unbearable taxes were imposed upon them. These persecutions were believed to be a punishment for the sins of man. When many people repented their sins, but the persecutions continued, Jehudah said: ""Repentance avails against half of the punishment while prayer may undo all of it."" <sup>11)</sup><i class=""footnote""><span dir=""rtl"">11) ויקרא רבה פּרשה י׳ פּיסקא ח׳.</span></i> To this he often added that ""the suffering of exile brings forgiveness for the second half of the sins, so that one should not suffer in the world to come."" <sup>12)</sup><i class=""footnote""><span dir=""rtl"">12) סנהדרין ל""ז ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.7","Because of the numerous afflictions it was at that time customary for a congregation to request one of its members to pray to God for deliverance, but when no aid was in sight many lost their faith. It was then that Jehudah declared that a ""scholar who devotes himself to learning despite his needs, his prayers will surely avail."" <sup>13)</sup><i class=""footnote""><span dir=""rtl"">13) סוטה מ""ט א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.8","Like most of his contemporaries Jehudah highly praised the worth of the Torah and compared it to a healing balm which cures all diseases unlike ordinary cures each of which is effective only for one limb. <sup>14)</sup><i class=""footnote""><span dir=""rtl"">14) ערובין נ""ד א׳.</span></i> Ezekiah expressed a similar sentiment when he said of the Torah that ""its words are a crown for one's head, an adornment for one's neck, a joy for one's heart, salve for one's eyes and balsam for one's wounds."" <sup>15)</sup><i class=""footnote""><span dir=""rtl"">15) ויקרא רבה פּרשה י""ב פּיסקא ג׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.9",The following are the most characteristic statements of Ezekiah:
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.10","""Most important of all is peace. All the commandments a man must observe if they are at hand. When one meets with a situation, he must act in a certain manner, but if he does not meet with it, he is absolved. But where peace is concerned one must go out of his way to seek for it. The value of peace is so great that the Bible refers to all the wanderings of the children of Israel in the desert in the plural (<span dir=""rtl"">ויסעו ויחנו</span>) because they travelled in discord and they rested in discord, but when they reached Mount Sinai the singular is used (<span dir=""rtl"">ויחן ישראל</span>) for then they were at peace and united in one wish; it was then that God said: 'Now the time has come that I should give the Torah to my children.' "" <sup>16)</sup><i class=""footnote""><span dir=""rtl"">16) ויקרא רבה פּרשה ט׳ פּיסקא ט׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.11","""Well did the prophets do when they described the power of God by comparing the creation to the Creator. Thus they compared the voice of God to the roar of a lion or to the sound of mighty waters, for the human ear can conceive only that which it can hear. Man should likewise be shown only that which he can see."" <sup>17)</sup><i class=""footnote""><span dir=""rtl"">17) מדרש שוחר טוב פּרשה א׳ פּיסקא ד׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.12","""He who would add to what he had heard in order to strengthen its impression only succeeds in detracting from it. Thus God commanded not to eat of the fruit of the tree of knowledge, but when Eve spoke to the serpent she added that He had also commanded not to touch the tree. The serpent then pushed Eve until she touched the tree and seeing that she had not died the serpent said: 'Touching the tree has caused you no harm, neither will you suffer any harm by eating of its fruit.' "" <sup>18)</sup><i class=""footnote""><span dir=""rtl"">18) סנהדרין כ""ט א׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.13","After the Jews had made the golden calf, Moses prayed to God to forgive their sin and he reminded Him of His promise to Abraham, Isaac and Jacob to increase their offspring like the stars in the sky. Ezekiah formulated the prayer of Moses in the following words: ""Had You sworn by heaven and earth, You could break your oath for heaven and earth may be done away with and You would be free of your oath. But since You swore by Your own name and You are eternal, Your oath is therefore eternal and You must forgive them."" <sup>19)</sup><i class=""footnote""><span dir=""rtl"">19) שמות רבה פּרשה מ""ד פּיסקא ח׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.14","We do not know where Jehudah lived, but mention is made that Ezekiah resided in Tiberias. <sup>20)</sup><i class=""footnote""><span dir=""rtl"">20) מגלה ה׳ ב׳.</span></i> Although Ezekiah was not ordained, he had prominent disciples among whom was Rabbi Jochanan. As long as Ezekiah lived, Rabbi Jochanan did not head an academy. <sup>21)</sup><i class=""footnote""><span dir=""rtl"">21) תוספות גטין פ""ד ב׳.</span></i>"
"Bader-Jewishspritualheroes-Vol2., Jehudah and Ezekiah, the Sons of Rabbi Chiya.15","Both brothers died about the same time and they were buried near their father Rabbi Chiya. Jehudah, the older brother, was buried on the right side of Rabbi Chiya and Ezekiah, the younger brother, on his left side. <sup>22)</sup><i class=""footnote""><span dir=""rtl"">22) מועד קטן כ""ט א׳.</span></i>"
