Index Title,Shevuot
Shevuot 4b:5,"denn es wird gelehrt: Rabbi sagt, man könne den Erstgeborenen eines Menschen<sup>43</sup><i class=""footnote"">Cf. Ex. 13,2ff. 34,20 u. Num. 18,15ff.</i>mit allem auslösen, nur nicht mit Schuldscheinen; die Rabbanan sagen, man könne den Erstgeborenen eines Menschen mit allem auslösen, nur nicht mit Sklaven, Schuldscheinen und Grundstücken."
Shevuot 4b:6,"Was ist der Grund Rabbis? Er wendet an [die Regel von der] Einschließung und Ausschließung:<sup>44</sup><i class=""footnote"">Num. 18,16.</i><i>und die Auslösung im Alter von einem Monat</i>, einschließend,<sup>44</sup><i class=""footnote"">Num. 18,16.</i><i>nach Schätzung im Betrage von fünf Šeqeln</i>, ausschließend,<sup>44</sup><i class=""footnote"">Num. 18,16.</i><i>sollst du auslösen</i>, wiederum einschließend;"
Shevuot 4b:7,"dies ist also einschließend, ausschließend und einschließend, somit ist alles eingeschlossen; eingeschlossen ist daher jede Sache ausgeschlossen sind Schuldscheine."
Shevuot 4b:8,"Die Rabbanan aber wenden [die Regel von der] Generalisierung und Spezialisierung an: <i>und die Auslösung im Alter von einem Monat</i>, generell, <i>nach Schätzung im Betrage von fünf Šeqeln</i>, speziell, <i>sollst du auslösen</i>, wiederum generell;"
Shevuot 4b:9,"dies ist also Generalisierung, Spezialisierung und Generalisierung, wobei man sich nach dem Speziellen richte<sup>45</sup><i class=""footnote"">Vgl. S. 146 Anm. 42.</i>; wie das Speziellgenannte beweglich und selbst Geld ist, ebenso alles andere, was beweglich und selbst Geld ist; ausgenommen sind somit Grundstücke, die nicht beweglich sind, ausgenommen sind Sklaven, die Grundstücken gleichen, und ausgenommen sind Schuldscheine, die, obgleich beweglich, nicht selbst Geld sind."
Shevuot 4b:10,"Rabina sprach zu Amemar: Wendet Rabbi denn [die Regel von der] Einschließung und Ausschließung an, er wendet ja die von der Generalisierung und Spezialisierung an,"
Shevuot 4b:11,"denn es wird gelehrt:<sup>46</sup><i class=""footnote"">Dt. 15,17.</i><i>Pfriemen,</i> ich weiß dies vom Pfriemen, woher, daß auch Stachel, Dorn, Nadel, Bohrer und Griffel einbegriffen sind? Es heißt:<sup>46</sup><i class=""footnote"">Dt. 15,17.</i><i>du sollst nehmen</i>, alles, was mit der Hand genommen werden kann – so R. Jose b. R. Jehuda. Rabbi sagte: <i>Pfriemen</i>, wie ein Pfriemen aus Metall ist, ebenso auch alles andere, was aus Metall ist."
Shevuot 4b:12,"Hierzu sagten wir, daß ihr Streit in folgendem bestehe: Rabbi wendet [die Regel von der] Generalisierung und Spezialisierung an, und R. Jose b. R. Jehuda wendet"
Shevuot 5a:1,[die Regel von der] Einschließung und Ausschließung an!? –
Shevuot 5a:2,"Allerdings; sonst wendet er auch [die Regel von der] Generalisierung und Spezialisierung an, hierbei aber ist eine Lehre aus der Schule R. Jišma͑éls zu berücksichtigen,"
Shevuot 5a:3,"denn in der Schule R. Jišma͑éls wurde gelehrt: Es heißt zweimal<sup>47</sup><i class=""footnote"">Lev. 11,9.</i><i>im Wasser,</i> dies ist nicht eine Generalisierung und Spezialisierung, sondern eine Einschließung und Ausschließung<sup>48</sup><i class=""footnote"">Im in Rede stehenden Schriftverse stehen beide generalisierende, bezw. einschließende Ausdrücke nebeneinander, u. in solchen Fällen wird die letztere Regel angewandt; ebenso verhält es sich beim Schriftverse von den Erstgeborenen.</i>. –"
Shevuot 5a:4,"Und die Rabbanan!? Rabina erwiderte: Im Westen sagten sie, daß man überall, wo man zwei Generalisierungen nebeneinander findet, die Spezialisierung zwischen beide schiebe und [die Regel von der] Generalisierung und Spezialisierung an wende. –"
Shevuot 5a:5,"Jetzt nun, wo du sagst, Rabbi wende [die Regel von der] Generalisierung und Spezialisierung an, bleibt ja der Einwand hinsichtlich der Schwüre<sup>49</sup><i class=""footnote"">Da nun die ob. Fol. 4b angegebene Begründung hinfällig ist, so gibt es ja keinen Beleg dafür, daß Rabbi der Ansicht R. A͑qibas ist.</i>bestehen!? – Vielmehr, den Fall von den Schwüren lehrt er nach R. A͑qiba, während er selber nicht dieser Ansicht ist."
Shevuot 5a:6,"Der Text. Woher, daß man nur dann schuldig sei, wenn Bewußtsein vorher, Bewußtsein nachher und ein Entfallen zwischendurch vorhanden war? Es heißt zweimal <i>entfällt –</i> so R. A͑qiba."
Shevuot 5a:7,"Rabbi sagte: Dies ist nicht nötig; es heißt: <i>entfällt</i>, wahrscheinlich wußte er es vorher, darauf: <i>und inne wird</i>, das sind also zwei Bewußtwerdungen. Wozu heißt es demnach [zweimal] <i>entfällt</i>? Daß man sowohl bei Unbewußtsein der Unreinheit als auch bei Unbewußtsein der Heiligkeit schuldig sei."
Shevuot 5a:8,"Der Meister sagte: <i>Entfällt</i>, wahrscheinlich wußte er es vorher. Wieso ist dies erwiesen? Raba erwiderte: Da es nicht heißt: und dies ihm unbekannt ist."
Shevuot 5a:9,"Abajje entgegnete ihm: Bei der Ehebruchsverdächtigten heißt es ja ebenfalls:<sup>50</sup><i class=""footnote"">Num. 5,13.</i><i>und dies ihrem Mann verborgen</i><sup>51</sup><i class=""footnote"">Hier wird ebenfalls der Ausdruck <span dir=""rtl"">נעלם</span> gebraucht.</i><i>blieb</i>; demnach wäre auch hierbei zu erklären: wenn er es vorher gewußt hat; wenn er es vorher gewußt hat, prüft sie ja das [Fluch]wasser überhaupt nicht!?"
Shevuot 5a:10,"Es wird nämlich gelehrt:<sup>52</sup><i class=""footnote"">Num. 5,31.</i><i>So soll der Mann frei bleiben von Verschuldung</i>, <i>die Frau aber lädt die Verschuldung auf sich</i>; wenn der Mann frei von Verschuldung<sup>53</sup><i class=""footnote"">Wenn er ihr inzwischen nicht beigewohnt hat.</i>ist, so prüft das [Fluch]wasser seine Frau, wenn aber der Mann nicht frei von Verschuldung ist, so prüft das [Fluch]wasser seine Frau nicht."
Shevuot 5a:11,"Ferner heißt es auch von der Tora:<sup>54</sup><i class=""footnote"">Ij. 28,21.</i><i>Verhüllt</i><sup>51</sup><i class=""footnote"">Hier wird ebenfalls der Ausdruck <span dir=""rtl"">נעלם</span> gebraucht.</i><i>ist sie vor den Augen aller Lebenden</i>, <i>auch den Vögeln des Himmels ist sie verborgen</i>; demnach haben manche sie vorher gekannt, während es ja heißt:<sup>55</sup><i class=""footnote"">Ib. V. 13.</i><i>kein Mensch kannte ihren Wert</i>!?"
Shevuot 5a:12,"Vielmehr, erklärte Raba, Rabbi ist der Ansicht, das Bewußtsein, das man aus dem Hause seines Lehrers<sup>56</sup><i class=""footnote"">Dh. wenn man das Gesetz gekannt hat, daß nämlich ein Unreiner nicht in den Tempel eintreten und nichts Heiliges berühren dürfe, obgleich man beim Eintritt, bezw. bei der Berührung daran nicht dachte.</i>hat, gilt als Bewußtsein."
Shevuot 5a:13,"R. Papa sprach zu Raba: Er lehrt: war vorher kein Bewußtsein vorhanden, wohl aber Bewußtsein nachher; gibt es denn jemand, der dieses Bewußtsein nicht aus dem Hause seines Lehrers hätte!? Dieser erwiderte; Freilich; dies kann bei einem Vorkommen, der als Kind in die Gefangenschaft von Nichtjuden geraten war."
Shevuot 5a:14,"B<small>EIM</small> Š<small>ABBATHGESETZE GIBT ES ZWEI</small> A<small>RTEN DES</small> H<small>INAUSBRINGENS, DIE IN VIER ZERFALLEN</small>. Dort haben wir gelernt: Das Hinausbringen am Šabbath erfolgt in zwei Arten, die in vier zerfallen, für den, der sich innen<sup>57</sup><i class=""footnote"">Im Privatgebiete.</i>befindet, und in zwei Arten, die in vier zerfallen, für den, der sich außen befindet. Weshalb lehrt er nun hier: zwei, die in vier zerfallen, und nichts weiter, während er dort lehrt: zwei, die in vier zerfallen, für den, der sich innen befindet, und zwei, die in vier zerfallen, für den, der sich außen befindet<sup>58</sup><i class=""footnote"">Dort werden zusammen 8 Fälle auf gezählt, 4, derentwegen man schuldig ist, u. 4, derentwegen man frei ist; cf. Sab. Fol. 2a.</i>!? –"
Shevuot 5a:15,"Dort, wo das Šabbathgesetz hauptsächlich behandelt wird, lehrt er von den Hauptarbeiten und von den Abzweigungen, hier aber, wo nicht hauptsächlich das Šabbathgesetz behandelt wird, lehrt er nur von den Hauptarbeiten, nicht aber von den Abzweigungen. –"
Shevuot 5a:16,"Hauptarbeiten sind ja die des Hinausbringens<sup>59</sup><i class=""footnote"">In der Schrift wird nur das Hinausbringen einer Sache aus Privatgebiet nach öffentlichem Gebiete verboten (cf. Jer. 17,22 u. hierzu Sab. Fol. 96a), u. dies erfolgt in 2 Arten: 1. wenn man sich innen befindet und die Sache hinausreicht, 2. wenn man sich außen befindet u. sie herauslangt.</i>, und des Hinausbringens gibt es ja nur zwei<sup>59</sup><i class=""footnote"">In der Schrift wird nur das Hinausbringen einer Sache aus Privatgebiet nach öffentlichem Gebiete verboten (cf. Jer. 17,22 u. hierzu Sab. Fol. 96a), u. dies erfolgt in 2 Arten: 1. wenn man sich innen befindet und die Sache hinausreicht, 2. wenn man sich außen befindet u. sie herauslangt.</i> Arten!?"
Shevuot 5a:17,"Wolltest du erwidern: manche, derentwegen man schuldig ist, und manche, derentwegen man frei<sup>60</sup><i class=""footnote"">Außer den in Anm. 59 genannten Fällen werden in der das S.gesetz behandelnden Mišna (Sab. Fol. 2a) noch 2 andere Fälle des Hinausbringens genannt: wenn der Hinaus- od. Herauslangende die Sache nicht mit seiner Hand nimmt, sondern ein anderer sie ihm in die Hand legt; wegen dieser Fälle ist man jedoch frei.</i>ist, so wird ja von ihnen in der gleichen Weise gelehrt, wie von den Aussatzmalen, und wie man bei diesen in allen Fällen schuldig ist, ebenso ist man auch bei jenen in allen Fällen schuldig!?"
Shevuot 5a:18,"Vielmehr, erklärte R. Papa, dort, wo das Šabbathgesetz hauptsächlich behandelt wird, lehrt er die Fälle, derentwegen man schuldig ist, und die Fälle, derentwegen man frei ist, hier aber lehrt er nur die Fälle, derentwegen man schuldig ist, nicht aber die Fälle, derentwegen man frei ist."
Shevuot 5a:19,"Die Fälle, derentwegen man schuldig ist, sind ja die des Hinausbringens, und solcher gibt es ja nur zwei!? – Zwei des Hinausbringens und zwei des Hereinbringens. –"
Shevuot 5a:20,Es heißt ja aber ‘des Hinausbringens’!? R. Aši erwiderte: Der Autor nennt das Hereinbringen ebenfalls Hinausbringen. – Woher dies? –
Shevuot 5b:1,"Wir haben gelernt: Wer etwas aus einem Gebiete in ein anderes hinausbringt, ist schuldig. Hier handelt es sich ja [auch] um den Fall], wenn er etwas hereinbringt, dennoch nennt er es hinausbringen. –"
Shevuot 5b:2,"Vielleicht handelt es sich [nur] um den Fall, wenn er etwas aus Privatgebiet nach öffentlichem Gebiete hinausbringt!? – Demnach sollte es ja heißen: wer etwas aus Privatgebiet nach öffentlichem Gebiete hinausbringt, wenn es aber heißt: aus einem Gebiet in ein anderes, so ist auch der Fall einbegriffen, wenn aus öffentlichem Gebiete in Privatgebiet,"
Shevuot 5b:3,"dennoch nennt er dies ‘hinausbringen’, – Aus welchem Grunde? – Der Autor nennt jedes Fortbringen einer Sache von ihrem Platze ‘hinausbringen’<sup>61</sup><i class=""footnote"">Da sie von ihrem Platze hinweggebracht wird.</i>."
Shevuot 5b:4,"Rabina sagte: Dies ist auch aus der Mišna zu entnehmen, denn es heißt: das Hinausbringen am Šabbath erfolgt in zwei Arten, die in vier zerfallen, für den, der sich innen befindet, und in zwei Arten, die in vier zerfallen, für den, der sich außen befindet, und dies wird durch [Fälle des] Hereinbringens erklärt. Schließe hieraus."
Shevuot 5b:5,"Raba erklärte: Er lehrt von den Gebieten: es gibt beim Šabbathgesetze zwei Arten von Gebieten<sup>62</sup><i class=""footnote"">Dh. Transportationen aus einem Gebiete nach einem anderen.</i>."
Shevuot 5b:6,"B<small>EI DEN</small> A<small>USSATZMALEN GIBT ES ZWEI</small> A<small>RTEN, DIE IN VIER ZERFALLEN</small>. Dort haben wir gelernt: Es gibt zwei Arten<sup>63</sup><i class=""footnote"">Die in der Schrift behandelt werden.</i>von Aussatzmalen, die in vier zerfallen: der Glanzfleck, intensiv [weiß] wie Schnee, und seine Unterart, wie der Kalk des Tempels;"
Shevuot 5b:7,"der Hoch fleck, wie weiße Wolle, und seine Unterart, wie die Schale eines Eies."
Shevuot 5b:8,"R. Ḥanina sagte: Der Autor der Lehre von den Aussatzmalen<sup>64</sup><i class=""footnote"">Der sie in 2 Arten nebst dazu gehörenden Unterarten einteilt, u. sie somit wie folgt klassifiziert: schneefarbig, kalkfarbig, wollfarbig u. eierschalfarbig.</i>ist nicht der Ansicht R. A͑qibas, denn nach R. A͑qiba, welcher sagt, eines stehe über dem anderen<sup>65</sup><i class=""footnote"">Zuerst kommen die beiden in der Schrift behandelten Arten, nachher die Unterarten; er hat somit folgende Klassifizierung: schneefarbig, wollfarbig, kalk farbig u. eierschalfarbig.</i>und das andere über jenem, müßtest du ja<sup>66</sup><i class=""footnote"">Da jedem der Hauptarten eine Unterart beigegeben wird.</i>den kalkfarbigen [Fleck], in einem Falle, wo eine Vereinigung<sup>67</sup><i class=""footnote"">Der Aussatzfleck ist nur dann unrein, wenn er die Größe eines Graupenkornes hat; ist er kleiner, so wird er eventuell mit der ihm unmittelbar folgenden Art vereinigt.</i>zu erfolgen bat, als rein erklären,"
Shevuot 5b:9,"weil man ihn mit den anderen nicht vereinigen kann: will man ihn mit dem [schneeweißen] Glanzfleck vereinigen<sup>68</sup><i class=""footnote"">Da er seine Unterart ist.</i>, so steht ja der [wollfarbige] Hochfleck über<sup>69</sup><i class=""footnote"">Er folgt also nicht unmittelbar dem schneefarbigen.</i> ihm, und will man ihn mit dem [wollfarbigen] Hochfleck vereinigen<sup>70</sup><i class=""footnote"">Da er ihm unmittelbar folgt.</i>, so ist er ja nicht seine Unterart. –"
Shevuot 5b:10,"Demnach ist ja auch beim eierschalfarbigen einzuwenden: mit welchem sollte man ihn vereinigen: will man ihn mit dem [wollfarbigen] Hochfleck<sup>68</sup><i class=""footnote"">Da er seine Unterart ist.</i>vereinigen, so steht der kalkfarbige [Glanzfleck] über ihm, und will man ihn mit dem kalkfarbigen [Glanzfleck]<sup>70</sup><i class=""footnote"">Da er ihm unmittelbar folgt.</i>vereinigen, so gehört er ja nicht zu seiner Art!?"
Shevuot 6a:1,"[Dieser erwiderte:] Das ist nichts; wenn man vom kalkfarbigen absieht, so ist von dem eierschalfarbigen nichts einzuwenden, denn der eierschalfarbige gehört zum Hochfleck, obgleich er viel tiefer als dieser steht, denn der Allbarmherzige sagt:<sup>71</sup><i class=""footnote"">Lev. 14,56.</i><i>Hochfleck und Ansatzfleck,</i> womit der Ansatzfleck<sup>72</sup><i class=""footnote"">Der T. leitet <span dir=""rtl"">ספהת</span> (Schorf, Grind) von <span dir=""rtl"">ספח</span> <i>anschließen</i>, <i>anhängen, anfügen, sich gesellen</i> ab, u. versteht darunter die Unterarten zu <span dir=""rtl"">בהרת</span> u. <span dir=""rtl"">שאת</span>.</i> dem Hochfleck angehängt wird, auch wenn er viel tiefer als dieser steht; vom kalkfarbigen aber ist ei 1 Einwand zu erheben. – Am richtigsten ist vielmehr, unsere Mišna vertritt nicht die Ansicht R. A͑qibas."
Shevuot 6a:2,"Wo finden wir, daß R. A͑qiba der Ansicht ist, eines stehe über dem anderen;"
Shevuot 6a:3,"wollte man sagen, in der folgenden Lehre: R. Jose erzählte: Jehošua͑, der Sohn R. A͑qibas, fragte R. A͑qiba: Weshalb sagten sie, daß es zwei Arten der Aussatzmale gebe, die in vier zerfallen? Dieser erwiderte: Was denn<sup>73</sup><i class=""footnote"">Er verstand seine Frage nicht.</i>sollten sie sagen? – Sie sollten sagen, was über dem eierschalfarbigen [Fleck]<sup>74</sup><i class=""footnote"">Die Nennung ist unnötig.</i>steht, sei<sup>75</sup><i class=""footnote"">Sie sollten eine kürzere Fassung wählen.</i> unrein!?"
Shevuot 6a:4,"Dieser erwiderte: Dies besagt, daß sie mit einander vereinigt werden. Jener entgegnete: Sollten sie sagen, was über dem eierschalfarbigen steht, sei unrein, und sie werden mit einander vereinigt!? Dieser erwiderte: Dies besagt, daß ein Priester, der in diesen und in ihren Namen nicht kundig ist, die Aussatzmale nicht besichtigen dürfe."
Shevuot 6a:5,"Da er nun nicht sagte: was über dem kalkfarbigen steht, so ist zu entnehmen,"
Shevuot 6a:6,"daß er von R. A͑qiba gehört hatte, daß sie alle mit dem [wollfarbigen] Hochfleck vereinigt<sup>76</sup><i class=""footnote"">Es ist anzunehmen, daß RJ. die Ansicht seines Vaters kannte, und wenn er von ihm gehört hätte, daß die Aussatzmale in 2 Klassen mit je einer Ober- und einer Unterart eingeteilt werden, so würde ei beide Klassen genannt haben.</i>werden."
Shevuot 6a:7,"Vielleicht aber spricht er vom Hochfleck und seiner Unterart und vom Glanzfleck und seiner Unterart<sup>77</sup><i class=""footnote"">Er nannte als Beispiel nur die eine Klasse.</i>. –"
Shevuot 6a:8,"Vielmehr, dies ist aus einer Lehre R. Ḥaninas zu entnehmen, denn R. Ḥanina sagte: [Die Klassifizierung] R. A͑qibas ist zu vergleichen mit vier Bechern Milch: in einen fielen zwei Tropfen Blut, in einen vier Tropfen, in einen acht [Tropfen] und in einen zwölf, und wie manche sagen, sechzehn [Tropfen]; alle haben sie eine weiße Farbe, jedoch einer in höherem Grade als der andere, und der andere in höherem Grade als jener. –"
Shevuot 6a:9,"R. A͑qiba sagte dies nur von den [rot] melierten<sup>78</sup><i class=""footnote"">Da er sie mit blutvermischter Milch vergleicht, so ist zu entnehmen, daß hier von den Lev. 13,19ff. beschriebenen weißroten Aussatzflecken gesprochen wird.</i>, sagte er es etwa auch von den einfarbigen!?"
Shevuot 6a:10,"Wolltest du entgegnen, wie er dieser Ansicht hinsichtlich der [rot] melierten ist, sei er dieser Ansicht auch hinsichtlich der einfarbigen, so ist es ja überhaupt nicht ausgemacht, daß er dieser Ansicht selbst hinsichtlich der [rot] melierten ist, denn es wird gelehrt: R. A͑qiba sagt, die Röte ist bei diesem und jenem wie beim mit Wasser verdünnten Weine, nur ist die des [schneefarbigen] Glanzflecks intensiv und die des kalkfarbigen matter als jene."
Shevuot 6b:1,"Wenn dem nun so<sup>79</sup><i class=""footnote"">Daß nach der Klassifizierung RA.s der wollfarbige dem schneefarbigen folge.</i>wäre, so müßte er ja sagen, die des wollfarbigen sei matter als jene!? –"
Shevuot 6b:2,"Ich will dir sagen, dem ist auch so, denn es wird gelehrt: R. Nathan sagte: R. A͑qiba sagte nicht, die der kalkfarbigen sei matter als jene, sondern, die der wollfarbigen sei matter als jene. –"
Shevuot 6b:3,"Woher, daß unter Glanzfleck der intensive zu verstehen ist? Abajje erwiderte: Die Schrift sagt:<sup>80</sup><i class=""footnote"">Lev. 13,4.</i><i>findet sich aber ein weißer Fleck</i>, dieser ist [intensiv] weiß, nicht aber ein anderer."
Shevuot 6b:4,"Die Rabbanan lehrten: Der Glanzfleck [erscheint] tiefer liegend, denn so heißt es:<sup>81</sup><i class=""footnote"">Ib. V. 25.</i><i>und er erscheint tiefer liegend als die Haut,</i> wie eine besonnte [Stelle] tiefer erscheint als eine beschattete; der Hochfleck erscheint höher liegend, denn so heißt es:<sup>82</sup><i class=""footnote"">Jes. 2,14. Dieser Vers wird nur als Beleg dafür angeführt, daß <span dir=""rtl"">שאת</span> von <span dir=""rtl"">נשא</span> abzuleiten sei u. etwas Hochliegendes, Überragendes bezeichnet.</i><i>über alle hohe Berge und über alle hochragende Hügel.</i> Der Ansatzfleck ist eine sich anschließende [Unterart], denn so heißt es:<sup>83</sup><i class=""footnote"">iSam. 2,36; cf. Anm. 82 mut. mut.</i><i>indem er spricht: schließe mich doch an.</i> –"
Shevuot 6b:5,"Wir finden [in der Schrift]<sup>84</sup><i class=""footnote"">Im oben angeführten Schriftverse Lev. 14,56.</i>die sich anschließende [Unterart] des Hochflecks, woher ist die sich anschließende [Unterart] des Glanzflecks zu entnehmen? R. Zera erwiderte: Beim Hochfleck heißt es <i>weiß</i> und ebenso heißt es <i>weiß</i> beim Glanzfleck, wie nun die Weißheit des Hochflecks eine sich anschließende [Unterart] hat, ebenso hat auch die Weißheit des Glanzflecks eine sich anschließende [Unterart]."
