Index Title,Ritva on Pesachim
Ritva on Pesachim 51a:1,"<b>גופא דברים המותרים ואחרים נהגו בו איסור אי אתה רשאי להתירם לפניהם.</b> והא דאמרינן בפ""ק דחולין שאכל ר' מאיר עלה של ירק בבית שאן והתיר ר' בית שאן על ידו דהתם מנהג בטעות היה שהיו סבורים שחייבים לעשר ובמנהג בטעות רשאי להתירם בפניהם ומתניתא דהכא שהיו יודעים שהם מותרים לגמרי אלא שנהגו להחמיר על עצמם ובהא אין רשאי להתירם בפניהם וכן אמרו בירושלמי כל דבר שאינו יודע שהוא מותר וטועה ונוהג בו איסור נשאל ומתירין לו וכל דבר שיודע שהוא מותר ונוהג בו איסור נשאל ואין מתירין לו ע""כ. והא דתניא אי אתה רשאי להתירם בפניהם כתב הרי""ט ז""ל לנהוג היתר בפניהם והקשה הרי""ט ז""ל דמשמע דשלא בפניהם מותר לנהוג היתר והיכי איפשר דהא תנן נותנין עליו חומרי מקום שיצא משם וחומרי מקום שהלך לשם ועוד האריך ונשא ונתן בענין והתוס' כתבו דבמנהג התפוס להחמיר יש דינין חלוקים במנהג החשוב והוא שנהגו בני העיר על פי תלמידי חכמים ותלמידי חכמים עמהם בזו נותנין עליו לעולם חומרי מקום שהלך לשם כשאין דעתו לחזור ואפי' שלא בפניהם ואפי' במקום תלמידי חכמים דליכא משום סירכא דמנהג חשוב בזה יש בביטולו גרם מחלוקת ואין לו היתר אלא חוץ לעיר וחוץ לתחום והיינו מתניתין דקתני נותנין עליו חומרי מקום שיצא משם ואתי' בכל ענין אבל ברייתא במנהג שאינו חשוב כגון שנהגו בני עיר מעצמן ובהא רשאי לנהוג היתר שלא בפניהם: וכתב הרי""ט ז""ל וזה היה נראה יותר טעם נכון מכל מה שאמרנו אבל עדיין אין הדבר מחוור כל הצורך כיון דמתנתא ומתני' סמכו <small>(נ""ל דחסר כאן איזה תיבות)</small> הוה ליה לפרושי ועל כל פנים צריכין אנו למודעי לדברי רבינו הגדול הרמב""ן ז""ל דמתני' דהדר תני אל ישנה אדם מפני המחלוקת מילתא פסיקא הוא ואף בשדעתו לחזור ואפי' כלם חכמים יודעים את התורה ואפי' בחדרי חדרים ובהא אתיא רישא דמתני' וסיפא בחד גוונא דרישא מיירי בחד צד במקום דליכא חשש מחלוקת ואזלינן לאביי בתר ארץ ישראל ולרב אסי בתר עיקר עירו והדר קתני כי מפני המחלוקת אין לשנות בשום ענין מחומרי מקום שהלך לשם וביאור דברים אילו כי המנהגות על שלשה דרכים דכל שהוא מנהג בטעות נשאל ומתירין לו כדברי הירושלמי ואפי' בכותאי נמי כיון דנשאלין ומראין שהלכה נוספת בידם ומכל מקום אין נוהגים היתר בפני כותיים וכיוצא בהן שאינן בני תורה והיינו מתניתא דקתני דברים המותרים דלהתירם בפניהם אינו רשאי אבל להתירו להם אפשר כשנשאלו וגם כשלא נשאלו מתירים להם בעל כרחם כשיש במנהגם חשש גרם איסור וכההיא דבית שאן וזו אינה ענין למשנתנו כלל ולא היה צריך לפרושי דפשוט הוא דבמנהג בטעות לא שייך חומרי מקום שיצא משם וחומרי מקום שהלך לשם שאפי' לבני העיר עצמן היה לנו להתיר אי לאו דהנהו כותאי ואין לנו אלא להשמר מסירכא דידהו שלא יחטאו על ידינו והיינו שלא לנהוג היתר בפניהם: והדרך השני היה מנהג שאינו בטעות אלא שרצו להחמיר על עצמן בין על פיהם בין על פי תלמידי חכמים והדבר ההוא הוא מותר מן הדין בלא שום מחלוקת דעלמא כערבי פסחים קודם חצות ואפי' יש בדבר מחלוקת אלא שהאוסר יחיד כנגד הרבים וכיוצא בו כל שנהגו בדבר להחמיר והוא שידעו שהוא מותר מנהגם שריר וקיים ואפי' כלם חכמים יודעים את התורה אין מתירין להן וההולך לשם אינו נוהג שום היתר ואפי בחדרי חדרים ואפי' דעתו לחזור שכל כיוצא בזה יש לחוש למחלוקת וזו היא משנתנו דקתני מלתא פסיקא אהא בכל צד ובכל ענין שלא ישנה מפני המחלוקת ואתיא כולה בחדא גונא כשדעתו לחזור אין לו היתר אלא חוץ לתחום: ויש עוד מנהג שלישי בינוני בין שנים אילו והוא שנהגו איסור בדבר לא בתורת חומרא אלא שטעו בלבד שאין טעותו מוכחתו שהוא דבר הראוי התלוי במחלוקת שיקול הדעת כגון ההיא וכיוצא בזה נתנו רמז ברישא דמתני' שאם אין דעתו לחזור נוהג כמותם אליבא דרב אשי ואי לאו נוהג כמנהג מקומו ואליבא דאביי דתולה הדבר בארץ ישראל וטעם חלוקים אילו מפני שאין בזה מפני המחלוקת שכבר יודעים הם שמנהגם דבר מחלוקת חכמים הוא וכי אין מנהגם מכריע ההלכה והעושה שלא כמנהגם דבר מחלוקת חכמים הוא ומנהגם אינו משום אותם טועים בדבר משנה אלא טועים בשיקול הדעת ואין בזה קלון כיון שאין הדבר מוכרח ומ""מ מדפייסה רבה בר בר חנה ואמרינן בכותאי שמעין שאף בזה ראוי היה שלא לנהוג היתר בפניהם במקום כותיים אבל במקום תלמידי חכמים נוהג היתר בפרהסיא בפניהם ומ""מ ודאי אין מתירין להם אפי' כשנשאל דכיון שיקול הדעת תופס בדבר מנהג להחמיר ונשאר לנו לפי מאי דאמרינן לקמן סבר כדרב ספרא במדבר והתם מותר והיתר גבי עובדא דרמי בר חמא אמרו חוץ לתחום אכלינהו כולא חדא מילתא היא ודייקא בלישנא הרי הוא מסתמא דיישוב תוך לתחום ומדבר חוץ לתחום אי נמי דהתם דלא נהגו אלא בפום ברייתא נקט חוץ לתחום דבחוץ לתחום סגי אבל הכא שפשט מנהג יו""ט שני בכל צריך שיהא חוץ לתחום לכל מדבר והיינו מדבר מה היא סתם ע""כ לרי""ט ז""ל בשם רבו הרא""ה ז""ל:"
Ritva on Pesachim 51b:1,"<b>אמר ליה רב ספרא לר' אבא כגון אנן דידעינן בקביעא דירחא.</b> פי' אפי' בזמן השלוחים הייתי יודע בקביעא דירחא כי בזמן הזה הא קיימא לן דידעינן בקביעא דירחא וגזרו לעשות שני ימים טובים משום מנהג אבותיהם בידיהם. כך פי' ר""ת ז""ל. כתב רבינו זרחיה הני דנחתי ממערבא אסור להו למיעבד עבידתא ביו""ט שני ביישוב אפי' דעתו לחזור לפי שהוא מנהג לחזור <small>(נ""ל דצ""ל להחמיר, המעתיק)</small> כל זמן שפשט איסורא בכל הגולה כולה ואין לפרוץ ובמדבר מותר אפי' אין דעתו לחזור כל זמן שלא הגיע ליישוב לפי שעדיין לא הוקבע להיות כמותם ואם הגיע ליישוב ואין דעתו לחזור הוקבע ביניהם ויעשה כמותם ואסור בין ביישוב בין במדבר ע""כ:"
Ritva on Pesachim 52a:1,"<b>שמתיה ר' יוסף.</b> כתב הרי""ט ז""ל וכל היכא שכבר נעברה עבירה כגון זו וההיא דסנהדרין דהנהו קבוראי דקברי שכבה ביו""ט שני שייכא שמתא וכן בכל כיוצא בו דעבר אדרבנן אבל במורד במצות עשה דרבנן לא שייכא שמתא אלא מכין אותו מכת מרדות דרבנן עד שתצא נפשו או שיקבל עליו:"
Ritva on Pesachim 53a:1,"גמרא <b>אמר רב יהודה אמר רב אסור לו לאדם שיאמר בשר זה לפסח.</b> פי' אפי' בשר שחוטה אסור לומר בלשון הזה ואע""ג דכולי עלמא ידעי דלא שייך קדושת פסח בחתיכה מ""מ נראה להו כמקדיש בשר זה לדמיו שימכרנו ויקנה ממנו פסחו וסבורים שעושה כן ואוכל קדשים בחוץ. כך נראה מפרש""י ז""ל: ואסיק רב פפא דוקא בשר אבל חיטי ושערי לא דעבדי אינשי דמנטרא לפסחא ופרש""י ז""ל דחיטי לא דמי לקדשים וכי אמר חיטי אלו לפסח אצניעם לפסח לאוכלם קאמר ולא אמרי' מיחזי כמאן דאמר למכרן ולקנות בהן פסח ע""כ: ואפי' בגדי מקולס אע""ג דלא פריש ואמר בשר זה לפסח אסור וגדי מקולס הוא כל שצלאו כולו כאחד ולא נחתך ממנו אבר גם לא נשלך ממנו אבל אם נחתך ממנו אבר או נשלך ממנו אבר אין זה גדי מקולס. כך כתב רבינו אלפסי ז""ל:"
Ritva on Pesachim 53b:1,"מתני' <b>מקום שנהגו להדליק את הנר בליל יום הכפורים ומדליקין בבתי כנסיות ובבתי מדרשות.</b> כתב הרי""ט ז""ל דבהא אין חוששין למנהג כלל דהא משום תשמיש והא אטו הא לא גזרינן וכיון דכן חיובא נמי איכא להדליק בבתי כנסיות ובבתי מדרשות מפני קדושתן ובמבואות האפילות ועל גבי החולין מפני חשש סכנה:"
Ritva on Pesachim 54a:1,"<b>אין מברכין על האור אלא במוצאי שבת הואיל ותחילת ברייתו הוא.</b> כתב הרי""ט ז""ל ודאי שברכת האור אינה ברכת הנהנין דאם כן כל שעה שנהנה ממנו היה לו לברך עליו ובין שהוא של עץ או שיוצא מן העצים או שאינו יוצא ועוד דהא מסיקנא בפרק אלו דברים דלא בעינן כל שאותו ממש אלא כל שיכולין ליהנות ממנו ועוד שלא מצינו ברכת הנהנין בדבר שהוא חוץ לגופו אלא בדבר שגופו נהנה ממנו כגון אכילה שתייה וריח אלא שודאי זו ברכת השבח ולפיכך לא תיקנו אותה אלא במוצאי שבת דאיכא תרתי חדא שהוא דבר המתחדש שהרי בשבת נפסק' הנאתו מעט שאפי' כשהדליקו בע""ש אי אפשר להשתמש בו כדרכו בחול ועוד שהוא תחילת ברייתו והוי כרואה חמה בתקופתה ובודאי שמוצאי יום הכפורים אמרו בשמעתין וכן העלו הלכה שמברכין עליו ואעפ""י שאין הלילה הזה תחלת ברייתו אלא דכיון דיום הכיפורים נקרא שבתון והוא ג""כ דבר המתחדש לאדם שהרי נפסק הנאתו כמו ביום השבת אמרו לברך עליו ומ""מ לפי שאינם רואים <small>(נ""ל דצ""ל דומים, המעתיק)</small> בטעם דאלו במוצאי שבת מברכין על האור היוצא מן העצים ומן האבנים לפי שהוא תחילת ברייתו ואלו במוצאי יום הכיפורים אין מברכין אלא על אור שהודלק מבעוד יום ושבת ואף הגחלת והאור דאלמול שמבערים ממנו אין מברכין לפי שלא יראה שהלילה תחלת ברייתה ומעתה אעפ""י שבמוצאי שבת מברכין על תוספת וכשהדליקו מגוי שלא בשבת <small>(נ""ל דצ""ל שלא שבת, המעתיק)</small> אין מברכין עליו ביום הכפורים אבל מברכין על תוספת נר שלנו והטעם ברור כי במוצאי שבת אעפ""י שעיקר הנר של גוי אסור לפי שלא שבת ממלאכתו תוספתו מותרת ומברכים על התוספת וביום הכיפורים אף התוס' אסור דדמי לאור היוצא מן העצים ומן האבנים אבל נר שלנו ששבת העיקר מותר ואנו מברכים עליו ואפי' התוספת אינו בא מן עיקר וזו מרגלית שבידינו מרבינו הגדול ז""ל ע""כ להרי""ט ז""ל:"
Ritva on Pesachim 54a:2,"<b>וכתב</b> עוד ז""ל ומפני מה נהגו העם להדליק נרות בבית הכנסת במוצאי יום הכיפורים כדי לברך עליהם והיה אומר הרא""ה ז""ל דביום הכיפורים שחל להיות בשבת אינו צריך במוצאי שבת עיקר. וכתב הרי""ט ז""ל ודברי רבינו אמת אעפ""י שהיה נראה דאור ששבת עדיף שהיה יוצא ידי שניהם:"
Ritva on Pesachim 54b:1,"פיסקא <b>מקום שנהגו לעשות מלאכה בט' באב אמר שמואל אין תענית ציבור בבבל אלא תשעה באב.</b> כתב הרי""ט ז""ל כל המפרשים הסכימו לדברי האמת דהא לאו כפשוטה שאין לציבור לעשות תעניות על הציבור בבבל דהא לא אפשר דודאי חובה לציבור בכל מקום להתענות ולשוב אל השם יתברך על כל צרה שלא תבוא על הציבור ונפקא לן מדכתיב כי תבאו מלחמה בארצכם (ו') ריבה הכתוב צרות הרבה וכדברי הרמב""ם ז""ל אלא שמואל הכי קאמר שאין חומר תענית ציבור בבבל ליאסר במלאכה ורחיצה וסיכה ונעילת הסנדל ותשמיש המטה ולהפסיק מבעוד יום אלא תשעה באב. ואף רש""י ז""ל כך כתב ומאי דנקט למיסר במלאכה אעפ""י שאין ט' באב אסור במלאכה כבר פירשו בתוס' דהכי קאמר שאין תענית ציבור בבבל ליאסר במלאכה חוץ מט' באב במקום שנהגו שלא לעשות מלאכה וטעמא דהאי מלתא דשמואל מפרש רש""י ז""ל לפי שהיא תבוענית ואינן צריכין גשמים כתב הרי""ט ז""ל נראה מדבריו דבבל ממש קאמר שמואל גם לפי טעם זה אין דברי שמואל אמורים אלא בתענית גשמים אבל על שאר צרות מתענין בכל חומרי תעניות והקשה על רש""י ז""ל דא""כ היכי קאמר שמואל חוץ מט' באב הא איכא תעניות שאר צריכות ואולי רבינו ז""ל היה סובר דלעולם אין חומר תעניות נוהג אלא בשל גשמים ואם כך הי' דעתו זו קשה מן הראשונה שהרי אמרו על הדבר ועל המפולת מתענים ומתריעים והתרעה לא היתה אלא בתעניות החסרונות שנוהגות בהם כל החומרות הללו ע""כ: והראב""ד ז""ל פי' דכל חוץ לארץ קרי בבל וכן אמרו בכמה דוכתי ואמר שטעם דברי שמואל מפני הסכנה כי הארץ קרה ולחה ואין לאוסרם בנעילת הסנדל והם חלושים ואין לאוסרם באכילה מבעוד יום וכן ברחיצה וסיכה אלא במלאכה מפני שהם עניים וכיון שלא נאסרו בכל אלה לא נאסרו בתשמיש המטה וכתב הרי""ט ז""ל והטעם הזה חלוש מאד בטעמו וממשו ועוד דלכולהו פירושי למה תפס שמואל לשון זה אין תענית ציבור בבבל וכתב דהנכון כמו שפי' הרמב""ן ז""ל דשמואל בשם תענית ציבור איירי לומר שכל תענית שעושים צבור בחוצה לארץ אין שם תענית ציבור עליהם אלא תענית יחידים משום דאנן הדיוטות אנן ודעת ב""ד גוזרין על הציבור כדתנן התם להדיא ונפקא מינה טובא בהאי ענינא וכיון דלית לן ב""ד לגזור עלינו צריכין אנו שיקבל התעניות כל א' וא' מבעוד יום ע""כ דברי הרמב""ן ז""ל ואולי יצא לנו מדברי שמואל לענין ציבור שגזרו תעניות ופגעו בהן ראשי חדשי' וחנוכ' ופורי' שמפסיקי' בהם כיחידי' אעפ""י שהתחילו ועדיין צריכין אנו לברר בדבריו ז""ל מה שלא בירר לנו אם יצא מכלל דברי שמואל הסכמה לפי' של ראשונים דכיון שהוא תענית יחידים לא ינהוג בו חומר תענית ציבור או לא ותלמידי רבי' אומרים כן משמו ע""כ לרי""ט ז""ל והוא ז""ל הוכיח כן ממאי דאמרינן בגמ' דכיון דאינו תענית ציבור בין השמשות שלו מותר אלמא קליש עניניה וכתב דטעם דבר זה לפי שכבר נתבאר במקומו שאין קבלת תענית נברר מנדרי קונם אלא מנדרי מצוה כמי שמקבל עליו לעשות מצוה ולשוב אל השם ב""ה ולפיכך אין כח תענית לתפוס קדושה בכל יום כיום הכפורים מערב עד ערב ואעפ""י שתעניתו חל מבעוד יום לענין תפלה ותחנונים ואמיר' עננו בתפלתו ואעפ""י שסופו לאכול כדברי הירושלמי וכדפסק רבינו אלפסי ז""ל ואין אותה גזרה נתפסה אלא כשהיא בכח גזרת נשיא וב""ד סמוך שיש לו כח להתפיס בו קדושה מערב ועד ערב כיום הכיפורים ומעתה יש לומר שכך הדין לשאר חומרי תעניות שאינם נתפסים כיום הכפורים אלא בתעניות חמור וגזר ע""פ ב""ד שכחן יפה ואין דברינו אלא לומר שאעפ""י שקבלו עליהם אינן חייבים בהם מדין קבלתם ואם <small>(נ""ל דחסר תיבות ביקשו, המעתיק)</small> למנוע ממנו ומעתה אין ראוי לציבור לגזור אותם ולהתענות ולהמנות בהם דכיון שאינם חייבים באותה גזרה אעפ""י שקבל אותה כל יחיד מיחזי כי חובא אעפ""י כן אם רצו לעשות דבר פשוט הוא שאין למחות בידם: וכתב עוד הרי""ט ז""ל ונשאר לברר עוד שהרי אמרו כעס פקא שאין בתענית יחיד כ""ד ברכות ולא תפלת נעילה והוא הדין להתרעה בשופרות שלא מצינו התרעה בשופרות אלא על סדר ברכות כדמשמע בפרק סדר תעניות ומעתה על מה אנו נוהגים בתעניותינו בהתרעה ובכ""ד ברכות. ונראה שיש סמך גמור למנהגנו ממה שאמרו בפרק סדר תעניות ובגולה מתריעין על רוב הגשמים ואין התרעה בלא תענית וכ""ד ברכות ולפיכך יש לומר שלא אמר שמואל אין תענית ציבור בבבל אלא לענין חומרו ואיסורו של יום ליאסר במלאכתן ורחיצה וסיכה ולהפסיק מבעוד יום אבל להרבות תפלה ותחנונים אין זה מכח גזרת ב""ד שכל ציבור יכולין להתקבץ ולהרבות בזה כמו שירצו בלאו גזרת ב""ד ונשיא:"
Ritva on Pesachim 99b:1,"<b>ערב פסחי' סמוך למנחה.</b> פי' רשב""ם ז""ל סמוך למנחה קטנה דהיינו תשע שעות ומחצה סמוך לזה חצי שעה דהיינו סוף השעה תשיעית. וכתבו בתוס' דהיינו כשהתפלל כבר תפלת המנחה דאי לא אפי' בשאר ימות השנה נמי אסור לאכול קודם שיתפלל כדתנן פ""ק דשבת לא ישב אדם לפני השער סמוך למנחה עד שיתפלל ולא לאכול כו':"
Ritva on Pesachim 99b:2,"<b>עוד</b> כתבו דלא יאכל מיירי במצה עשירה דאי בחמץ הא נאסר כבר ומצה הא אמרי' האוכל מצה בערב פסח כאלו בא על ארוסתו בבית חמיו ואי במיני תרגימא הא אמרי' לקמן דשרי אפי' סמוך למנחה אלא הכא מיירי במצה עשירה דלא נאסר בערב פסח אלא מצה הראויה וכן העידו על ר""ת ז""ל שהיה נוהג בערב פסח שחל להיות בשבת לעשות סעודה שלישית במצה עשירה:"
Ritva on Pesachim 100b:1,"<b>אותם בני אדם שקדשו בבית הכנסת אמר רב ידי קידוש יצאו.</b> פרשב""ם הוא קידוש שמקדש ש""ץ בלילי שבתות ובלילי ימים טובים בבית הכנסת ואמר רבה יצאו ואעפ""י שלא שתו דהא קייל""ן מברך צריך שיטעום ואם לא טעם אלא א' מהם יצאו כולם ידי חובתן כדמוכח בשלהי בכל מערבין בעירובין מיהו לכתחילה צריך שיטעמו כולם הילכך אע""ג דלא אכלי אלא בביתם סבר רב ידי קידוש יצאו דסבירא ליה יש קידוש שלא במקום סעודה ידי יין לא יצאו פי' אם רצו לשתות יין בבתיהם צריכין לברך בורא פרי הגפן שאינן פטורין בברכת היין של בית הכנסת מאחר שנעקרו ממקומן אבל המקדש על שלחנו בשבת אין צריך עוד לברך על היין שבסעודה דיין שלפני המזון פוטרו כדתנן בפרק כיצד מברכין בירך על היין שלפני המזון וכו' ומוקי לה בגמ' בשבתות וימים טובים הואיל ואדם קובע סעודתו על היין כך כתב רשב""ם ז""ל: ועוד כתבו בתוספת דהוא הדין עני אם הבדיל על הכוס במקום סעודה בין שהבדיל קודם שנטל ידיו בין שהבדיל לאחר שנטל ידיו אין צריך לברך על היין שבתוך הסעודה וכן כשמברך טל היין לפני המזון באקראי בעלמא אפי' בחול ודעתו לשתות יין בתוך הסעודה אין צריך לברך על היין שבתוך הסעודה וגם אין צריך לברך ברכה אחרונה על מה ששתה:"
Ritva on Pesachim 101a:1,"<b>ושמואל למה לי לקדושי בבי כנישתא</b> כו' עד <b>דאכלי ושתו בבי כנישתא.</b> כתבו בתוספות לאו דווקא בבי כנישתא ממש דהא אמרינן במגילה פרק בני העיר בתי כנסיות אין אוכלים ושותים בהם ואין ניאותין בהם כו' ואין לומר דהכא בבתי כנסיות של בבל עסקינן שעל תנאי הן עשויות דה""מ בחורבנן אבל ביישובן לא מדאמרינן התם רבינא ורב אדא לא היו רוצים ליכנס בבית הכנסת מפני הגשמים אי לא דשמן בעיא צלותא אלא הכא מיירי בבתים של בית הכנסת ואיירי דשיבי קרו להו בי כנישתא כדאמרינן פ""ק דיומא בית הכנסת שיש לו בית חדא לחזן ושם היו אוכלין האורחין ושומעין הקידוש שמקדשין בבית הכנסת: סבור מינה ה""מ נראה התוספות ה""מ מבית לבית אבל ממקום למקום לא אמר להו רב ענן כו' וכתבו דלא גרסינן אבל מפינה לפינה לא דמשמע אפי' בבית אחד ולא היא דבהא מודה שמואל דלקמן אמרינן דמפנה לפנה לא הוי שינוי מקום והשתא ניחא דהכא נקט ממקום למקום ולקמן אמרי' מפנה לפנה ע""כ. ורבי' אלפסי ז""ל גריס אבל מפנה לפנה לא אמר ליה רב ענן עד אפי' מארעא לאיגרא הוא מקדש וכתב הרי' קרה קושה והוא הדין מפינה לפינה באותו בית ואמרו רבותינו הני מילי דלא חזי ליה לדוכתיה דקדיש ביה אבל חזי ליה לא אמרינן ומדמו ליה לשני חבורות שהיו אוכלות בבית א' אם רואין אלו את אלו מצטרפים ע""כ. והרמב""ם ז""ל כתב לא יקדש בבית זה ויאכל בבית אחר אבל אם קידש בבית זה אוכל בזוית שניה ע""כ וכן כתב הר""מ מקוצי:"
Ritva on Pesachim 101a:2,"<b>ודלמא אדאזילתו לאושפיזא מתעקרא לכו שרגא ולא מקדש להו בבית אכילה וכו'.</b> כתבו בתוס' אבל מה שלא היו אוכלים לא היה מקפיד משום שהיו אוכלים לקיים ג' סעודות למחר: ופסק רבינו אלפסי ז""ל כשמואל דאין קידוש אלא במקום סעודה וכן כתבו בתוס' וכן כתב רשב""ם <small>(נ""ל דצ""ל הרא""ש, המעתיק)</small> ז""ל פי' המקדש שדעתו לחזור לאכול במקום אחר יכול להוציא האוכלים שם כיון דלדידהו הוי מקום סעודה ועוד כתב הרא""ש ז""ל בתוספת והמקדש כיון שדעתו לקדש בביתו אין לו לשתות כי אסור לו לטעום קודם שיברך וכיון דהלכתא כשמואל המקדשים בבית הכנסת במקום דליכא אורחים נראה דהוה ברכה לבטלה ע""כ: ורבינו ניסים כתב במגלת סתרים דהא דאמרינן אין קידוש אלא במקום סעודה היינו היכא שהיה מתחלת דעתו לאכול במקום הקידוש ושוב נמלך לאכול במקום אחר אבל אם מתחלה קידש על דעת לאכול במקום אחר יצא ידי קידוש והביא ראי' מן הירושלמי והרא""ש האריך במשא ומתן בתוספ': והר""י קרה קושיא כתב ועכשיו שאין אורחין אמרי רבוותא מקדש משום רפואה דפסיעה גסה דמהדר ליה בקדושת שמשא, ושמעתי מנהג פלירמ""ו השמש מביא כוס הקידוש לכל א' וא', ורבינו האי ז""ל אמר ומבדילין בבית הכנסת ואין מקדשין בלא אורחין ע""כ:"
Ritva on Pesachim 101b:1,"<b>ותו יתיב רב חסדא</b> וכו' עד <b>לא אמרן אלא בדברי' שאין טעונין ברכה לאחריו במקומן אבל בדברי' שטעונין ברכה לאחריהם במקומן אין צריך לברך.</b> פרשב""ם דברים שאין טעונין ברכה לאחריהם כגון מים או פירות שאין טעונין ברכה חשובה אלא בורא נפשות רבות הלכך כיון שעמד עמידתו זו היא גמר סעודתו והאיך סעודה אחריתי וצריך לברך אבל דברים הטעונים עליהם במקומן ברכה חשובה כגון שבעת המינין דאית להו ברכה א' מעין שלש והילכך צריכה במקומן והואיל ולא בירך אחריהם ועמד והלך אל מקום אחר לסעוד על דעת קביעות הראשונה יכול לברך אחריהם ברכה אחת על שתיהן ולפניהם נמי אין צריך לחזור ולברך."
Ritva on Pesachim 102a:1,"<b>ועקרו רגליהן להלך לבית הכנסת כו'.</b> כתב הרא""ש ז""ל משמע הכא דאם הניחו זקו או חולה אין צריכין לברך לא למפרע ולא לכתחילה אעפ""י שהתפללו בנתים מכאן קשה למה שהוא אומר הר' יום טוב בן הר' יהודה שאם נזכר אדם בתוך סעודתו שלא התפלל ועמד להתפלל כשהוא חוזר צריך לברך ברכת המזון וחוזר ונוטל ידיו ובוצע משום דמיכל וצלויי בהדי הדדי לא אפשר כדאמרי' גבי כיסוי הדם משתיי וברוכי בהדי הדדי לא אפשר ולא דמי להתם כלל דהיינו דוקא ברכת המזון שהוא הפסק והיסח הדעת על מה שאכל ושתה. וכן גבי כיסוי הדם דהוי גמר מעשה השחיטה אבל תפלה לא חשוב גמר והפסק דאטו אם מברך באמצע הסעודה על הזיקין ועל הזועות שיהא חשוב הפסק ויהא צריך לברך המוציא משום דמיכל וברוכי בהדי הדדי לא אפשר, ע""כ הרא""ש ז""ל:"
Ritva on Pesachim 102b:1,"<b>אין אומרים שתי קדושות על כוס אחד.</b> פי' שתי מצות. וכתבו התוספת ומטעם זה נוהגים בחופה שאין אומרים שבע ברכות על כוס של ברכת המזון אלא מביאים כוס אחר ואומרים עליו שבע ברכות ואח""כ מחזירין כוס שלברכת המזון ואומרי' עליו בורא פרי הגפן וחל תתמה שמביאין כוס לשבע ברכות ואין אומרין עליו בפ""ה דכי האי גוונא אמרינן לקמן רב אסי בריך אכסא קמא ותו לא וברכת אירוסין ונשואין הנהיג רבי' משולם לעשות בכוס א' ולא דמי להא דאמרינן לקמן ברכת המזון וקידוש תרי מילי נינהו דהתם זה בא קודם הסעודה וזה בא לאחר הסעודה ור""ת אומר שצריך ב' כוסות לפי שאומרין ברכת האירוסין בבית אירוסין וגם פעמים אדם מקדש אשה וינשאה לאחר זמן מרובה ויש מקומות שנהגו לקרות הכתובה בנתים הלכך צריך ב' כוסות:"
Ritva on Pesachim 103a:1,"<b>קניה""ז</b> פרשב""ם ז""ל דלהכי סמיך יין להבדלה משום דמקדשים על הפת אבל הבדלה אינה כי אם על היין ע""כ ואיפסקא הלכתא בגמ' כרבא דאמר יקנה""ז:"
Ritva on Pesachim 103b:1,"<b>אמימר ומר זוטרא ורב אשי</b> וכו' עד <b>מר זוטרא בריך אכסא קמא ואכסא דברכתא דברכת המזון הוא היסח הדעת וצריך לחזור ולברך.</b> והיכא דבריך אדעתא דחד כסא והדר נמלך למישתי צריך לחזור ולברך דקיימא לן כאמימר דאמר אנא נמלך אנא וכן כתב רשב""ם ז""ל. וכן פסקו המפרשים ג""כ כתלמידי דרב דאמרי' כיון דאמריתו הבו נבריך אתסר להו למישתי ופרשב""ם עד דברכיתו ברכת המזון. ורש""י ז""ל פי' עד דמברכיתו בורא פרי הגפן. וכן פי' רב אלפסי ור""ח ז""ל. וכתב הרא""ש ז""ל וכן עיקר דהיסח הדעת מצריך ברכה ראשונה ולא לברך למפרע על מה שאכל ושתה והקשה הוא ז""ל מהא דאמרינן פי' כיצד מברכין רבא ור' זירא הוו אכלי סליקי תכא מקמייהו אייתו להו בוסתנא רבא אכל ור' זירא לא אכל אמר ליה לא סבר מר סילק אסור לאכול ואם אין צריך בהמ""ז תחילה יברך ברכה הראויה לאותו בוסתנא ויאכל ותירץ דאותו מאכל היה לחם מעורב בו והיה טורח עליו ליטול ידיו ולברך המוציא ע""כ. ועוד האריך הרא""ש ז""ל במס' חולין פרק כיסוי הדם:"
Ritva on Pesachim 104a:1,"<b>והא מר לא תלת קאמר ולא שבע קאמר.</b> כתב הרא""ש ז""ל דמשום הכי פריך דאע""ג דקאמר לא יפחות ולא יוסיף ומשמע הא דביני ביני שרי משמע ליה שאין לעשות לו אלא או שלש דוקא או שבע דוקא וכדאמרינן גבי חוליות של תכלת הפוחת לא יפחות מז' והמוסיף לא יוסיף משלשה עשר: וכמאן דאמר אבוקה להבדלה מצוה מן המחובר:"
Ritva on Pesachim 104b:1,"<b>כל הברכות כולן פותח בהן בברוך וחותם בהן בברוך</b> וכו' עד <b>וברכה הסמוכה לחבירתה.</b> והקשו בירושלמי והרי קידוש פי' הסמוכה לבפ""ה ופריק שאני התם שאם היה אוכל מבעוד יום ומשכה סעודתו עד שיקדש אינו אומר בפ""ה ע""כ משיטת הרא""ש ז""ל. ועוד האריך ז""ל בטעם מקצת ברכות שסמוכות ופותחות בברוך וגם יש שאינם סמוכות כתפלת הדרך ואלהי נשמה וכיוצא באלו:"
