Niddah 2a:1	<sup>i</sup> <b>Š</b>AMMAJ <small>SAGT, ALLE</small> F<small>RAUEN HABEN</small>$fn1 <small>AN IHRER</small> Z<small>EIT GENUG</small>$fn2; H<small>ILLEL SAGT, SEIT DER</small> [<small>VORLETZTEN</small>] U<small>NTERSUCHUNG BIS ZUR</small> [<small>LETZTEN</small>] U<small>NTERSUCHUNG</small>$fn3, <small>AUCH WENN VIELE</small> T<small>AGE</small> [<small>DAZWISCHEN LIEGEN</small>],
Niddah 5a:9	R. Ḥanina b. Antigonos sagt, die Blutflecke von Frauen, von denen die Weisen gesagt haben, sie haben an ihrer Zeit genug, gleichen ihrer Wahrnehmung; bei einem Kinde, das das Alter der Wahrnehmung erreicht hat, gibt es eine [Unreinheit] des Blutfleckes, und bei dem, das das Alter der Wahrnehmung noch nicht erreicht hat, gibt es keine [Unreinheit] des Blutfleckes. Wann erreicht es das Alter der Wahrnehmung? Wenn es in das Mädchenalter$fn78gekommen ist.
Niddah 5a:10	V<small>ERWENDET SIE BEIM</small> G<small>ESCHLECHTSVERKEHR</small> W<small>ISCHLAPPEN &amp;C</small>. R. Jehuda sagte im Namen Šemuéls: Der Wischlappen vor dem Geschlechtsverkehr mindert nicht$fn79wie die Untersuchung. —
Niddah 5a:11	Weshalb? R. Qaṭṭina erwiderte: Weil sie zur Sache sich sputet. — Was ist denn dabei, daß sie zur Sache sich sputet? — Da sie zur Sache sich sputet, dringt sie nicht in Tiefungen und Spalte. — 
Niddah 5a:12	Wir haben gelernt: Verwendet sie beim Geschlechtsverkehr Wischlappen, so gleicht dies der Untersuchung. Doch wohl einen$fn80vor dem Geschlechtsverkehr und einen nach dem Geschlechtsverkehr!? — Nein, beide nach dem Geschlechtsverkehr, einen für ihn und einen für sie. Wie gelehrt wird: Es ist eine Gepflogenheit der Töchter Jisraéls, beim Geschlechtsverkehr zwei Wischlappen zu verwenden, einen für ihn und einen für sie. —
Niddah 5a:13	Was soll dies: allerdings ist dies [zu lehren] nötig, wenn du sagst, einen vor dem Geschlechtsverkehr und einen nach dem Geschlechtsverkehr; man könnte glauben, da sie zur Sache sich sputet, untersuche sie sich nicht genau, so lehrt er uns, daß dies der Untersuchung gleiche.
Niddah 5a:14	Wenn du aber sagst, beide nach dem Geschlechtsverkehr, so ist dies ja selbstverständlich!? — 
Niddah 5a:15	Man könnte glauben, ein Tröpfchen Blut wie ein Senfkorn könnte sich zeigen und mit Samen bedeckt werden, so lehrt er uns. Wenn du aber willst, sage ich: die Rabbanan haben ihr zwei Untersuchungen auferlegt, eine vor dem Geschlechtsverkehr und eine nach dem Geschlechtsverkehr, und das was er lehrt, es gleiche der Untersuchung, bezieht sich auf die nach dem Geschlechtsverkehr. — Er lehrt ja: Wenn sie beim Geschlechtsverkehr verwendet$fn81!? — Lies: und sie verwende beim Geschlechtsverkehr.
Niddah 5a:16	F<small>ALLS DIES WENIGER IST ALS EIN</small> S<small>TUNDENTAG</small>. Wenn sogar der Stundentag$fn82verringert wird, 
Niddah 5b:1	um wieviel mehr [die Zeit] von der [vorletzten] Untersuchung bis zur [letzten] Untersuchung!? — 
Niddah 5b:2	Man könnte glauben, beim Stundentage haben die Rabbanan Schädigung der reinen Dinge berücksichtigt, nicht aber bei [der Zeit] von der [vorletzten] Untersuchung bis zur [letzten] Untersuchung$fn83, so lehrt er uns.
Niddah 5b:3	W<small>AS HEISST ‘AN IHRER</small> Z<small>EIT GENUG’ &amp;C</small>. Wozu lehrt er: wenn sie auf dem Bette sitzt und sich mit reinen Dingen befaßt, sollte er doch lehren: wenn sie sich mit reinen Dingen befaßt, sich zurückzieht und wahrnimmt!? —
Niddah 5b:4	Er lehrt uns folgendes: nur weil sie an ihrer Zeit genug$fn84hat, ist sie aber einen Stundentag [unrein], so macht sie auch das Lager unrein. Dies ist eine Stütze für Zee͑ri, denn Zee͑ri sagte: Während des Stundentages$fn85macht die Menstruierende Lager und Sitz [unrein], sodaß sie Menschen und Kleider unrein machen. —
Niddah 5b:5	Merke, das Bett ist ja eine vernunftlose Sache, die man nicht befragen kann, und bei einer vernunftlosen Sache, die man nicht befragen kann, ist es ja in einem Zweifel rein!? Zee͑ri erklärte: Wenn ihre Gefährtinnen sie mit dem Bette tragen, sodaß es der Hand ihrer Gefährlinnen$fn86gleicht. —
Niddah 5b:6	Nun aber, wo R. Joḥanan gesagt hat, bei einer durch einen Menschen entstandenen zweifelhaften Unreinheit sei zu befragen, auch bei einem auf der Erde befindlichen Gefäße$fn87, wie bei einem zum Befragen vernünftigen Wesen$fn88, gilt dies auch von dem Falle, wenn ihre Gefährtinnen sie nicht im Bette tragen$fn89.
Niddah 5b:7	Der Text. R. Joḥanan sagte: Bei einer durch einen Menschen entstandenen zweifelhaften Unreinheit ist zu befragen, auch bei einem auf der Erde befindlichen Gefäße, wie bei einem zum Befragen vernünftigen Wesen. 
Niddah 5b:8	Man wandte ein: Wenn einer in sein Gewand gehüllt ist, und Reines oder Unreines$fn90an seiner Seite, Reines oder Unreines über seinem Kopfe ist, und es zweifelhaft ist, ob er es berührt hat oder nicht berührt hat, so ist es$fn91rein; ist es aber nicht anders möglich, als daß er es berührt hat, so ist es unrein. 
Niddah 5b:9	R. Šimo͑n b. Gamliél sagt, man fordere ihn auf, es zu wiederholen, und er wiederhole$fn92es. Sie erwiderten ihm: Man wiederhole nicht$fn93beim Reinheitsgesetze.
Niddah 5b:10	Weshalb denn, es ist ja eine durch einen Menschen entstandene zweifelhafte Unreinheit!? —
Niddah 5b:11	Ausgenommen dieser Fall, denn R. Hoša͑ja lehrte, bei einem Zweifel sei es auf Privatgebiet unrein und auf öffentlichem Gebiete rein$fn94.
Niddah 5b:12	Der Text. Zee͑ri sagte: Während des Stundentages macht die Menstruierende Lager und Sitz [unrein], sodaß sie Menschen und Kleider unrein machen.
Niddah 5b:13	Dem ist ja aber nicht so, als Abimi aus Ḥozäa kam, brachte er ja folgende Lehre mit: Während des Stundentages gleichen Lager und Sitz der Menstruierenden ihrer Berührung$fn95. Doch wohl, wie ihre Berührung Menschen nicht unrein macht, ebenso macht auch ihr Lager Menschen nicht unrein!? 
Niddah 5b:14	Raba erwiderte: Glaubst du: es ist ja [ein Schluß] vom Leichteren auf das Schwerere zu folgern: wenn ein Tongefäß mit einem fest verschlossenen$fn96Deckel, das bei der Bezeltung eines Toten geschützt$fn97 ist, während des Stundentages einer Menstruierenden nicht geschützt ist, um wieviel weniger sind Lager und Sitz, die bei Bezeltung eines Toten nicht geschützt sind, während des Stundentages einer Menstruierenden geschützt. — 
Niddah 5b:15	Abimi aus Hozäa sagte es ja nach einer [mitgebrachten] Lehre!? — Lies: ihr Lager und ihr Sitz gleichen der Berührung ihrer Person: 
Niddah 6a:1	wie die Berührung ihrer Person Menschen samt den Kleidern unrein macht, ebenso machen ihr Lager und ihr Sitz Menschen samt den Kleidern unrein. 
Niddah 6a:2	Übereinstimmend mit Raba wird gelehrt: Die Blut wahrnimmt, ist einen Stundentag [rückwirkend] unrein. — Was macht sie unrein? Lager und Sitz, Speisen und Getränke, sowie ein mit einem Deckel fest verschlossenes Tongefäß; sie ist aber nicht benachteiligt hinsichtlich ihrer Zählung$fn98, und sie macht den, der ihr beigewohnt hat, nicht rückwirkend unrein; R. A͑qiba sagt, sie mache den, der ihr beigewohnt hat, rückwirkend unrein, und sie zähle erst von der Stunde an, wo sie es wahrgenommen hat. 
Niddah 6a:3	Die einen Blutfleck wahrnimmt, macht rückwirkend unrein. Was macht sie unrein? Speisen und Getränke, Lager und Sitz, sowie ein mit einem Deckel fest verschlossenes Tongefäß. Sie ist benachteiligt hinsichtlich ihrer Zählung, sie macht den, der ihr beigewohnt hat, unrein, und sie zähle erst mit der Stunde, wo sie wahrgenommen hat. 
Niddah 6a:4	Diese und jene befinden sich in der Schwebe: man esse es nicht, auch verbrenne man es$fn99nicht. —
Niddah 6a:5	Sollte doch Raba, wenn er diese Lehre gehört hat, sich auf diese Lehre berufen, und wenn er sie nicht gehört hat, woher weiß er [den Schluß] vom Leichteren auf das Schwerere$fn100zu folgern!? — 
Niddah 6a:6	Tatsächlich hat er diese Lehre gehört, aber aus dieser Lehre könnte man entnehmen: Menschen oder Kleider, nicht aber Menschen samt den Kleidern$fn101, daher lehrt er [den Schluß] vom Leichteren auf das Schwerere.
Niddah 6a:7	R. Hona sagte: Die Menstruierende ist einen Stundentag [rückwirkend] unrein nur hinsichtlich des Heiligen, nicht aber hinsichtlich der Hebe. — Demnach sollte er es unter den Graden$fn102mitzählen!? — Er lehrt nur Fälle, wo ein Anlaß der Unreinheit vorliegt, nicht aber Fälle, wo kein Anlaß der Unreinheit$fn103vorliegt. 
Niddah 6a:8	Man wandte ein: Was macht sie unrein? Speisen und Getränke. Doch wohl sowohl Heiliges als auch Hebe!? — Nein, nur Heiliges. — 
Niddah 6a:9	Komm und höre: R. Jehuda sagt, auch nachdem sie Hebe gegessen$fn104haben. Dagegen wandten wir ein, was geschehen, ist ja bereits geschehen!? 
Niddah 6a:10	Und R. Ḥisda erwiderte, dies sei deshalb nötig, um die vor ihr zurückbleibenden Reste zu versorgen$fn105!? —
Niddah 6a:11	R. Hona erklärt, um die in ihren Händen zurückbleibenden Reste zu verbrennen, falls sie sich innerhalb der Dauer des Bluteintritts$fn106untersucht hat$fn107. — 
Niddah 6a:12	Komm und höre: Einst entschied Rabbi$fn108nach R. Elie͑zer, 
Niddah 6a:13	und nachdem er sich erinnert hatte, sagte er, R. Elie͑zer sei würdig, 
Niddah 6b:1	daß man sich in einem Notfalle nach ihm richte. Hierzu fragten wir: was heißt ‘nachdem er sich erinnert hatte’, wollte man sagen, nachdem er sich erinnert hatte, daß die Halakha nicht wie R. Elie͑zer sei, sondern wie die Rabbanan, wieso entschied er nach ihm in einem Notfalle!?
Niddah 6b:2	Vielmehr, die Halakha wurde nicht wie dieser und nicht wie jene gelehrt, und nachdem er sich erinnert hatte, daß nicht ein einzelner, sondern eine Gesamtheit gegen ihn streite, sagte er, R. Elie͑zer sei würdig, daß man sich in einem Notfalle nach ihm richte. 
Niddah 6b:3	Erklärlich ist es, wenn du hinsichtlich der Hebe sagst, denn in den Tagen Rabbis gab es Hebe, aber gab es denn, wenn du hinsichtlich des Heiligen sagst, Heiliges in den Tagen$fn109Rabbis!? — 
Niddah 6b:4	Dies nach U͑la, denn U͑la sagte, die Genossen in Galiläa verwahren [Heiliges]$fn110in Reinheit, ebenso auch in den Tagen Rabbis. — 
Niddah 6b:5	Komm und höre: Einst buk eine Magd R. Gamliéls Brotlaibe von Hebe, und zwischen dem einen und dem anderen spülte sie sich jedesmal die Hände mit Wasser und untersuchte sich, und als sie sich beim letzten untersuchte, fand sie sich unrein. Hierauf kam sie zu R. Gamliél und befragte ihn, und er entschied, sie seien alle unrein. Sie sprach zu ihm: Meister, ich habe mich jedesmal zwischen dem einen und dem anderen untersucht! Da sprach er zu ihr: Wenn dem so ist, so ist der letzte unrein und alle anderen sind rein. 
Niddah 6b:6	Hier lehrt er also von Brotlaiben von Hebe!? — Unter Hebe ist die Hebe von den Dankopferbroten$fn111 zu verstehen. — Was hat die Hebe von den Dankopferbroten$fn112mit dem Backen zu tun!? — 
Niddah 6b:7	Wenn man sie vom Teige abgesondert hat. So sagte R. Ṭobi b. R. Qaṭṭina, wenn man die Dankopferbrote in vier Kuchen gebacken hat, habe man seiner Pflicht genügt, und auf unseren Einwand, es seien ja vierzig erforderlich, wurde erwidert, nur als Gebot$fn113. 
Niddah 6b:8	Aber die Hebe ist ja von diesen$fn114abzusondern!? Wolltest du sagen, man breche ein Stück von jedem ab, so sagt ja der Allbarmherzige$fn115<i>eines</i>, er darf kein Bruchstück nehmen!? Wir erklärten, wenn er sie vom Teige abgesondert hat, ebenso auch hierbei, wenn man sie vom Teige abgesondert hat. — 
Niddah 6b:9	Komm und höre: Ferner ereignete es sich, daß eine Magd Rabbis Weinfässer verpichte, und zwischen dem einen und dem anderen spülte sie sich jedesmal die Hände mit Wasser und untersuchte sich, und als sie sich beim letzten untersuchte, fand sie sich unrein. Hierauf kam sie zu R. Gamliél und befragte ihn, und er entschied, sie seien alle unrein. Sie sprach zu ihm: Ich habe mich ja jedesmal zwischen dem einen und dem anderen untersucht! Da sprach er zu ihr: Wenn dem so ist, so ist das letzte unrein und alle anderen sind rein. 
Niddah 6b:10	Erklärlich ist es, wenn du sagst, in einem [Falle handelt es sich um] Heiliges und im anderen um Hebe, daß sie abermals fragte, wozu aber fragte sie zweimal, wenn du sagst, in beiden um Heiliges!? — Es ereignete sich mit zwei verschiedenen Mägden.
Niddah 6b:11	Manche haben eine andere Lesart: R. Hona sagte: Die Menstruierende ist während des Stundentages [rückwirkend] unrein sowohl hinsichtlich des Heiligen als auch hinsichtlich der Hebe. Woher dies? — Weil er es nicht unter den Graden$fn102mitzählt. R. Naḥman sprach: Ein Jünger lehrte aber: hinsichtlich des Heiligen und nicht hinsichtlich der Hebe. 
Niddah 6b:12	R. Šemuél b. R. Jiçḥaq erkannte dies an, und [erklärte] hinsichtlich des Profanen, das in Reinheit des Heiligen zubereitet wird, und nicht hinsichtlich des Profanen, das in Reinheit der Hebe zubereitet wird.
Niddah 6b:13	Dort haben wir gelernt: Entsteht daran$fn116ein Zweifel wegen Unreinheit, so darf er, wenn vor dem Rollen, in Unreinheit$fn117zubereitet werden, und wenn nach dem Rollen, so ist er in Reinheit zuzubereiten. 
Niddah 6b:14	Wenn vor dem Rollen, darf er in Unreinheit zubereitet werden, denn er ist Profanes, und man darf im Jisraéllande Profanes der Unreinheit aussetzen; wenn nach dem Rollen, so ist er in Reinheit herzurichten, denn Profanes, von dem die Teighebe noch zu entrichten ist, gleicht der Teighebe, und man darf die Teighebe nicht der Unreinheit aussetzen.
Niddah 6b:15	Es wird gelehrt: 
Niddah 7a:1	Diese Teighebe befindet sich in der Schwebe; man darf sie nicht essen und nicht verbrennen. — Von welchem Zweifel$fn118sagten sie es? Von einem Zweifel hinsichtlich der Teighebe. — Was meint er mit einem Zweifel hinsichtlich der Teighebe? — 
Niddah 7a:2	Abajje und Raba erklärten beide, daß man nicht sage, dies sei von einer wahrscheinlichen [Unreinheit] gelehrt worden, wie beispielsweise bei den zwei$fn119Stegen, wobei er auch bei Profanem unrein ist, 
Niddah 7a:3	sondern auch von einer vermutlichen. Wie wir gelernt haben: Wenn ein Flußbehafteter und ein Reiner von einem Esel [Last] abladen oder ihm aufladen, so ist er, wenn es eine schwere Last ist, unrein$fn120, und wenn es eine leichte Last ist, rein. Sie alle$fn121sind rein für die Leute des Schulhauses$fn122und unrein für die Hebe. —
Niddah 7a:4	Gleicht denn Profanes, von dem die Teighebe noch zu entrichten ist, der Teighebe, es wird ja gelehrt: Eine Frau, die am selben Tage unlergetaucht$fn123ist, darf den Teig kneten und die Teighebe abtrennen, in einen Korb$fn124oder auf ein Brett legen, anlegen$fn125und [die Teighebe] benennen, 
Niddah 7a:5	weil [der Teig] drittgradig [unrein] ist, und drittgradiges bei Profanem rein$fn126ist. Wenn du nun sagst, Profanes, von dem die Teighebe noch zu entnehmen ist, gleiche der Teighebe, macht sie ja [den Teig] unrein!? 
Niddah 7a:6	Abajje erwiderte: Bei dem, der Profanes sicher unrein macht, haben sie in einem Zweifel bei Profanem, von dem die Teighebe noch zu entnehmen ist, [Unreinheit] verhängt, beim am selben Tage Untergetauchten aber, der Profanes nicht sicher unrein macht, haben sie bei Profanem, von dem die Teighebe noch zu entnehmen ist, keine [Unreinheit] verhängt. —
Niddah 7a:7	Die Menstruierende macht ja während des Stundentages Profanes sicher unrein, und sie haben bei ihr in einem Zweifel bei Profanem, von dem die Teighebe noch zu entnehmen ist, [keine] Unreinheit verhängt!?
Niddah 7a:8	Der Meister sagte nämlich: R. Šemué b. R. Jiçḥaq erkannte es$fn127an [und erklärte], dies gelte von Profanem, das in Reinheit des Heiligen zubereitet wird, und nicht von Profanem, das in Reinheit der Hebe zubereitet wird. —
Niddah 7a:9	Da ist darin keine Hebe enthalten, hierbei aber$fn128ist darin liebe enthalten. 
Niddah 7a:10	Wenn du aber willst, sage ich: lasse den Stundentag, [dessen Unreinheit] rabbanitisch ist.
Niddah 7a:11	<sup>iii</sup> <b>R.</b> E<small>LIE͑ZER SAGTE:</small> V<small>IER</small> F<small>RAUEN HABEN AN IHRER</small> Z<small>EIT GENUG</small>$fn129: <small>DIE</small> J<small>UNGFRAU, DIE</small> S<small>CHWANGERE, DIE</small> S<small>ÄUGENDE UND DIE</small> A<small>LTE</small>. R. J<small>EHOŠUA͑ SPRACH:</small> I<small>CH HÖRTE ES NUR VON DER</small> J<small>UNGFRAU</small>. 
Niddah 7b:1	D<small>IE</small> H<small>ALAKHA IST ABER</small> <small>WIE</small> R. E<small>LIE͑ZER</small>. 
Niddah 7b:2	<sup>iv</sup> W<small>ELCHE HEISST</small> J<small>UNGFRAU?</small> D<small>IE NOCH NIE IM</small> L<small>EBEN EINE</small> B<small>LUTUNG WAHRGENOMMEN HAT, AUCH WENN SIE VERHEIRATET IST</small>. S<small>CHWANGERE?</small> W<small>ENN DIE</small> G<small>EBURT ZU MERKEN IST</small>. S<small>ÄUGENDE?</small> B<small>IS SIE IHR</small> K<small>IND ENTWÖHNT</small>. W<small>ENN SIE IHR</small> K<small>IND ZU EINER</small> A<small>MME GEGEBEN HAT, ES</small> [<small>FRÜHZEITIG</small>] <small>ENTWÖHNT HAT, ODER ES GESTORBEN IST, SO IST SIE, WIE</small> R. M<small>EÍR SAGT, EINEN</small> S<small>TUNDENTAG</small> [<small>RÜCKWIRKEND</small>] <small>UNREIN; DIE</small> W<small>EISEN SAGEN, SIE HABE AN IHRER</small> Z<small>EIT GENUG</small>. 
Niddah 7b:3	<sup>v</sup> W<small>ELCHE HEISST</small> A<small>LTE</small>? D<small>ER BEI</small> A<small>LTERSBEGINN DREI</small> M<small>ENSTRUATIONSFRISTEN VERSTRICHEN SIND</small>. R. E<small>LEA͑ZAR SAGT, JEDE</small> F<small>RAU, DER DREI</small> M<small>ENSTRUATIONSFRISTEN VERSTRICHEN SIND, HABE AN IHRER</small> Z<small>EIT GENUG</small>. R. J<small>OSE SAGT, EINE</small> S<small>CHWANGERE UND EINE</small> S<small>ÄUGENDE, DENEN DREI</small> M<small>ENSTRUATIONSFRISTEN VERSTRICHEN SIND, HABEN AN IHRER</small> Z<small>EIT GENUG</small>. 
Niddah 7b:4	W<small>OBEI SAGTEN SIE, SIE HABE AN IHRER</small> Z<small>EIT GENUG</small>? <sup>vi</sup> B<small>EI DER ERSTEN</small> W<small>AHRNEHMUNG, BEI DER ZWEITEN ABER IST SIE EINEN</small> S<small>TUNDENTAG</small> [<small>RÜCKWIRKEND</small>] <small>UNREIN</small>. H<small>AT SIE DIE ERSTE</small> W<small>AHRNEHMUNG DURCH EINEN</small> U<small>MFALL</small>$fn130<small>GEMACHT, SO HAT SIE AUCH BEI DER ZWEITEN AN IHRER</small> Z<small>EIT GENUG</small>.
Niddah 7b:5	GEMARA. Es wird gelehrt: R. Elie͑zer sprach zu R. Jehošua͑: Du hast nicht gehört, ich aber habe gehört. Du hast nur eines gehört, ich aber habe vieles gehört. 
Niddah 7b:6	Nicht zu dem, der den Neumond nicht gesehen hat, sagt man, daß er komme und darüber$fn131bekunde, sondern zu dem, der den Neumond gesehen hat. Während der ganzen Lebenszeit R. Eliézcrs verfuhr man nach R. Jehošua͑, nach dem Tode R. Elie͑zers aber führte es R. Jehošua͑ wieder ein, wie es früher war. — Weshalb nicht wie R. Elie͑zer während seiner Lebenszeit? —
Niddah 7b:7	Weil R. Elie͑zer in den Bann getan worden$fn132war, und er dachte, wenn wir nach ihm in einer Sache verfahren, würde man auch in einer anderen Sache nach ihm verfahren,
Niddah 7b:8	und wegen der Ehrung R. Elie͑zers könnte man es ihnen nicht verbieten; nach dem Tode R. Elie͑zers, wo man es ihnen verbieten kann, führte er es wieder ein, wie es früher war.
Niddah 7b:9	R. Jehuda sagte im Namen Šemuéls: In vier Fällen ist die Halakha wie R. Elie͑zer. 
