content,base text ref,problem
"<b>וכי יש קיני זבים בעכו""ם.</b> הא בני ישראל כתיבי בפרשה אלא ודאי דסיפא בכותים שהיו גרים וכיון שחזרו לסורם קא משמע לן דאין מקבלין מהן וקשיא רישא בעכו""ם וסיפא בכותים:",JTmock Shekalim 1:4:4,
"<b>ומשני והא כיני.</b> כלומר יהי כן רישא בעכו""ם וסיפא בכותים:",JTmock Shekalim 1:4:4,
<b>בתחלה.</b> בתחלת הבנין אין מקבלין מהן שום דבר דשמא לרפיון המלאכה מתכוונים:,JTmock Shekalim 1:4:5,
<b>ובסוף.</b> לחזק את בדקיו:,JTmock Shekalim 1:4:5,
"<b>ה""ג מקבלין מהן דבר שאינו מסויים ואין מקבלין מהם דבר מסוים.</b> וה""פ דבר שאינו מסויים כגון מים ומלח ודבר מסויים דבר שנראה בעין אין מקבלין מהן דגנאי הוא ועוד שמתפארים בו:",JTmock Shekalim 1:4:5,
<b>הקדש נדבה לבדק הבית.</b> ולא מפליג בין תחלה לסוף ובין דבר מסויים לשאינו מסויים:,JTmock Shekalim 1:4:5,
"<b>ה""ג ובלבד דבר מסוים.</b> וה""פ ברייתא איירי דוקא בדבר מסויים:",JTmock Shekalim 1:4:5,
"מתני'. דפ""ק דערכין קשיא על רשב""ל:",JTmock Shekalim 1:4:5,
"<b>הכל שוין וכו'.</b> ברישא תנן עכו""ם רמ""א נערך אבל לא מעריך רי""א מעריך אבל לא נערך זה וזה מודים שנודרין ונידרין ונודרין היינו דמי פלוני עלי ונידרין דמי עצמו עלי או שאמרו אחרים דמי פלוני עלי והכל לבדק הבית שמעינן דמקבלין מהן:",JTmock Shekalim 1:4:5,
<b>ומשני פתר לה.</b> הא דנודרין ונידרין היינו עולות אבל לבדק הבית לא:,JTmock Shekalim 1:4:5,
"ופריך <b>הניחא נודרין.</b> איכא לאוקמי בעולה אלא נידרין ליכא למימר בעולה דאם הישראל מדירו שיתן עולה מי ישמע לו העכו""ם:",JTmock Shekalim 1:4:5,
"<b>ומשני לא בשאמר הישראל וכו'.</b> וה""ז כאלו הישראל מדירו שהרי ע""י נדר. הישראל הוא מתחייב:",JTmock Shekalim 1:4:5,
"ופריך <b>ואינו מביא.</b> העכו""ם עם העולה נסכים בתמי' וכיון שצריך להביא נסכים אי אפשר שלא יהי' מותר ותנן לקמן מותר הנסכים לכלי שרת:",JTmock Shekalim 1:4:5,
<b>ומשני נמצא מביא דבר מסויים.</b> כלומ' וליטעמך הא אף לר' יוחנן קשיא הרי מביא דבר מסויים דכלי שרת דבר מסויים הן:,JTmock Shekalim 1:4:5,
"<b>התיב ר""י בר' בון.</b> לתרוצי לרבי יוחנן:",JTmock Shekalim 1:4:5,
<b>וערכין לא לבדק הבית אינון.</b> בתמיה ותיקשי לך מתני' גופא:,JTmock Shekalim 1:4:5,
"<b>היך מה וכו'.</b> ע""כ לומר דהתם לא מיקרי דבר מסויים כיון דלבו לשמים כלומר לגבוה ואנן לבדק הבית יהבינן ליה ה""נ במותר הנסכים כיון שהוא נותנן להקריבן לגבוה וממילא ניתותרו ויהבינן להו לבדק הבית לא מיקרי דבר מסויים:",JTmock Shekalim 1:4:5,
"<b>מה עבד לה רשב""ל.</b> דערכין ומותר נסכים לדבר שאינו מסויים מיהא דמיין דקאסר רשב""ל:",JTmock Shekalim 1:4:5,
"<b>נבנות בית וגו'.</b> דדוקא אבנין הבית קפיד קרא אבל אכלי שרת וה""ה שאר צרכי הבית לא קפיד קרא:",JTmock Shekalim 1:4:5,
"<b>מעתה.</b> דקאמרת כיון דכתיב לבנות בית אבנין הבית קפיד קרא א""כ ה""ה לצרכי ירושלים אין מקבלין מהן כדכתיב שאין להם חלק בירושלים:",JTmock Shekalim 1:4:5,
"מתני'. דתנן ואלו שחייבין בקלבון משמע דאין לך מי שחייב בשקל שלא יהא חייב בקלבון אתיא כר""מ:",JTmock Shekalim 1:4:6,
"<b>ה""ג דר""מ אמר כשם ששקלו תורה כך קלבנו תורה סבר ר""מ בנותן שקלו שלם שהוא חייב בקלבון.</b> וה""פ דרמ""א לעולם חייב בקלבון מן התורה אפי' נותן מחצית שקלו:",JTmock Shekalim 1:4:6,
<b>כזה יתנו.</b> שהוא נקי מכל סיג שהרי מאש היה והלכך כל השקלים צריכין קלבון שיהא הכסף הנקי שבהם מחצית השקל:,JTmock Shekalim 1:4:6,
"<b>ה""ג אחד שקל שהוא נותן ואחד שקל שהוא נוטל.</b> וה""פ הגזבר צריך ליקח ממנו שני קלבונות אחד בשביל השקל שהוא מחזיר לו ואחד בשביל השקל שהוא נוטל ממנו שהיה צריך ליתן להשלחני:",JTmock Shekalim 1:4:7,
<b>דברי הכל היא.</b> אפילו לרבנן צריך ליתן שתי קלבונות אם נתן סלע ונטל שקל קלבון אחד מפני שלא שקל שקל האמור בתורה ואחד מהחצי שקל שמקבל מהגזבר:,JTmock Shekalim 1:4:7,
"<b>ה""ג על דעתיה דרב ג' קולבונות אינון אחד שקל שהוא נותן וכו' ואחד לדבר תורה אתא ר' ירמיה וכו'.</b> וה""פ לרב אליבא דר""מ בנתן סלע ונטל שקל חייב ג' קלבונות אחד לשקל שהוא נותן אלו היה נוטל מהשלחני ואחד לשקל שהוא נוטל שאם מחליפו נותנין לו חצי שקל וקלבון וא' לדבר תור' שהוא צריך להוסיף על חצי שקל של תורה. והרא""פ החליף הגרסאו' והאריך הדברי' ללא צורך והגי' שלפנינו עיקר:",JTmock Shekalim 1:4:7,
<b>והן שחלקו וכו'.</b> והוא דהוה השותפות שלאחר חלוקת הירושה שותפת להיפטר ממעשר בהמה דוקא שחלקו הירושה לפי שוויה ולא לקח כל אחד המחצה מן הבהמות שהיו בשעת מיתת אביהן דהשתא ליכא למימר דזהו חלקו דודאי בשעת מיתת אביהם היה מגיע לכל אחד חצי הגדיים וחצי התיישים והשתא קנין הוא שקונה זה מזה והבהמות שישנן בשעת חלוקה פטורין ממעשר מטעם לקוח שהוא פטור והעתידין לבא פטורין משום שותפות:,JTmock Shekalim 1:4:9,
<b>היא חלקו משעה הראשונה.</b> ושם ירושה עליהן וכשחזרו ונשתתפו הדרא לה שם תפיסת הבית כמעיקרא והבהמות שהיו בשעת חלוקה [אינן] פטורין משום לקוח והעתידין לבוא חייבין דלאו כשותפין הן:,JTmock Shekalim 1:4:9,
<b>כלקוחות הן.</b> דאין ברירה והיו מעיקרא לקוחות והשתא שותפין:,JTmock Shekalim 1:4:9,
"<b>כהאי דתנינן תמן.</b> בבכורות פ""ט:",JTmock Shekalim 1:4:9,
<b>הלקוח.</b> או שניתן לו במתנה:,JTmock Shekalim 1:4:9,
<b>ופטורין ממעשר בהמה.</b> איירי בשחלקו וכו' וכדפרישית במתניתין:,JTmock Shekalim 1:4:9,
<b>ולמה לית אנן אומרין.</b> ארבע דינים חלוקים בדבר:,JTmock Shekalim 1:4:9,
<b>בזה ובזה.</b> בקלבון ובמעשר בהמה:,JTmock Shekalim 1:4:9,
<b>היך עבידא.</b> כמו היכי דמי:,JTmock Shekalim 1:4:9,
"<b>ה""ג חלקו את הנכסים ולא חלקו את הבהמה חייבין בזה ובזה חלקו את הבהמה ולא חלקו את הנכסים פטורין בזה ובזה.</b> וכ""ה בבכורות פ""ט. והכי פרושו חלקו את הנכסים וחזרו ונשתתפו ולא חלקו בבהמה דגבי קלבון הוו כשאר שותפין וגבי בהמה הוו כתפיסת הבית:",JTmock Shekalim 1:4:9,
<b>הן הן עיקר נכסיו.</b> ואף על פי שחלקו את הנכסים ולא חלקו את הבהמה פטורין מקלבון:,JTmock Shekalim 1:4:9,
"<b>רבי שמי.</b> פריך וכי מפני שעשיתן כאדם אחד אצל מעשר בהמה הואיל ולא חלקו נאמר שיהיו פטורין מן הקלבון אע""פ שלא נתנו שקליהן מן ירושת אביהן ואע""פ שהבהמות הן עיקר הנכסים אין לפטרן. כך למדתי ממגדל עוז בשם הר""מ מקוצי ודלא כהרא""פ ודבריו תמוהין:",JTmock Shekalim 1:4:9,
<b>לא שנייא היא.</b> שאני הכא שהוא נותן סלע שלימה מאותן המעות שהיו מגיעין על חלקו הלכך הרי היא כאלו לא חילקו:,JTmock Shekalim 1:4:9,
ופריך <b>מעתה.</b> לדבריך שעיקר הטעם שפטורים לפי שהוא נותן הסלע השלימה מה שהוא מגיע על חלקו אפילו חלקו וחזרו ונשתתפו יהיו פטורין ואנן לא תנן הכי:,JTmock Shekalim 1:4:9,
"<b>היא שני אחין וכו'.</b> כלומר אין חילוק כל שבא מכח ירושה הרי הוא כתפיסת הבית אע""ג שאינן בירושה דאורייתא ולא שקל החותן בשבילם ויש פירושים אחרים בשמועה זו וזהו הנ""ל לפום פשטא דשמעתתא:",JTmock Shekalim 1:4:9,
"<b>שולחנין.</b> שגבו השקלים במדינה כמ""ש הרמב""ם הן נטלו אותן בשכרן:",JTmock Shekalim 1:4:10,
<b>להוצאת דרכים.</b> להביא השקלים לירושלים:,JTmock Shekalim 1:4:10,
<small>סליק פרק ראשון</small>,JTmock Shekalim 1:4:10,
מתני' <b>מצרפין שקלים לדרכונות.</b> בני העיר שקבצו שקליהם יכולין להחליפן בדרכונות והוא מטבע של זהב להקל מעליהם משאוי הדרך:,JTmock Shekalim 2:1:1,
<b>שופרות.</b> תיבות שפיהן צר למעלה ומרחיב והולך כעין שופר כדי שלא יוכלו ליטול מהן כלום והיו עומדין בעזרה וכל אחד מביא שקלו ונותן בו:,JTmock Shekalim 2:1:1,
"<b>במדינה.</b> בירושלים ולדברי הרמב""ם בשאר ערי ישראל:",JTmock Shekalim 2:1:1,
<b>ששילחו את שקליהן.</b> ביד שליח להוליכם ללשכה:,JTmock Shekalim 2:1:1,
<b>אם נתרמה התרומה.</b> שהיו רגילים לתרום מהקופות לצורך הקרבנות והיו תורמין על הגבוי ועל העתיד לגבות כדי שיהיה חלק הקרבנות אף לאותן שעדיין לא שקלו:,JTmock Shekalim 2:1:1,
"<b>נשבעין.</b> שלוחים לגזברים דהואיל ונתרמה התרומה על המעות הללו קודם שנאבדו הרי נעשו כאילו היו ברשות הגזברים משעה שנתרמה התרומה עליהן וכשנגנבו או אבדו ברשות הגזברים נגנבו או אבדו הלכך נשבעים השלוחים לגזברים ונפטרים ואע""ג דאין נשבעין על ההקדשות בגמרא מתרץ לה:",JTmock Shekalim 2:1:1,
<b>ואם לאו.</b> שבשעה שאבדו עדיין לא נתרמה התרומה ברשות הבעלים אבדו הלכך נשבעין לאנשי העיר:,JTmock Shekalim 2:1:1,
גמ' ופריך <b>ויעשו אותן מרגליות.</b> כלומר יקנו מרגליו' בעד השקלים ולא יצטרכו להוצאת הדרכים:,JTmock Shekalim 2:1:2,
<b>ומשני שמא תיזול המרגליות.</b> ויפסיד ההקדש:,JTmock Shekalim 2:1:2,
"<b>כהאי דתנינן תמן.</b> בכורות פ""ח:",JTmock Shekalim 2:1:2,
<b>וכולן נפדין וכו'.</b> כלומר וכל הנפדין כגון בכור אדם והקדשות נפדין בכסף ובשוה כסף חוץ מן השקלים שהבא לשקול מחצית השקל צריך שיתן אותו כסף נקי מטבע מצוייר ולא שוה כסף ותני ושייר דאף מעשר שני והראיון אינן אלא בכסף ולא שוה כסף:,JTmock Shekalim 2:1:2,
<b>ואין פודין.</b> מעשר שני בכלים:,JTmock Shekalim 2:1:2,
<b>מתניתין.</b> דתנן שהיו שופרות במדינ' דוקא דתקלין חדתין לשקלים של שנה הבאה אבל לשקלים הישנים מי שלא שקל אשתקד לא היה שופרות במדינה אלא צריך להביאן למקדש:,JTmock Shekalim 2:1:3,
<b>ותני כן.</b> ותניא נמי הכי:,JTmock Shekalim 2:1:3,
"<b>עתיקין במקדש.</b> כדתנן לקמן פ""ו וגירסת הרמב""ם נראה ותני כן עתיקין במקדש ועתיקין במדינה ולשון קושיא היא וכי תנן הכי:",JTmock Shekalim 2:1:3,
<b>מתניתין.</b> דתנן נגנבו או שאבדו נשבעין ופטורין מלשלם דוקא בשומר חנם איירי:,JTmock Shekalim 2:1:3,
<b>אבל בשומר שכר.</b> אינו בדין זה אלא משלם בגניבה ואבידה ואינו נשבע:,JTmock Shekalim 2:1:3,
<b>ליסטים מזוין.</b> גנב מזויין דאונס הוא ולשמירה זו לא קבלו עליהם:,JTmock Shekalim 2:1:3,
"<b>ברם כמ""ד וכו'.</b> אבל למ""ד אין תורמין על הגבוי אפילו נתרמה התרומה נשבעין לבני העיר והן שוקלין אחרים תחתיהם:",JTmock Shekalim 2:1:3,
"<b>דר""ש היא.</b> הא דתנן דהשומרים נשבעין אתיא כר""ש:",JTmock Shekalim 2:1:4,
"<b>דאר""ש.</b> במסכת שבועות קדשים שהמפקיד חייב באחריותן כדידיה דמיין ה""נ כיון דחייבין בני העיר לשקול תחתיהן לאו כהקדשות נינהו אבל לחכמים אין כאן שבועה דאין נשבעין על ההקדשות:",JTmock Shekalim 2:1:4,
<b>משום שבועת תקנה.</b> מדאורייתא פטור לגמרי ורבנן הוא דתיקון לה שלא יזלזלו בשמירת ההקדשות:,JTmock Shekalim 2:1:4,
